Contract ID,Project ID,Project Name,Central Government Department,Responsible Government Body,Latest Business Case Assumed Contract Start Date,Latest Forecast Date for Contract Start,Current Approved Contract End/Expiry Date,"If existing, Original Contract Date","If existing, Latest Contract Revision Date",Prime ICT Supplier Name,Prime ICT Supplier Capability Type,Other Supplier Name 1,Other Supplier Capability Type 1,Other Supplier Name 2,Other Supplier Capability Type 2,Other Supplier Name 3,Other Supplier Capability Type 3,Other Supplier Name 4,Other Supplier Capability Type 4,Date of Current Business case,Status of Current Business case,Prime ICT Supplier - Whole Life Costs - CDEL (£'000),Prime ICT Supplier - Whole Life Costs - RDEL(£'000),Prime ICT Supplier -  Amount Spent to 31/3/10 - CDEL (£'000),Prime ICT Supplier -  Amount Spent to 31/3/10 - RDEL (£'000),Prime ICT Supplier - In Year 10/11 - CDEL (£'000),Prime ICT Supplier - In Year 10/11 - RDEL (£'000),Prime ICT Supplier - SR Period 11/12 - CDEL (£'000),Prime ICT Supplier - SR Period 11/12 - RDEL (£'000),Prime ICT Supplier - SR Period 12/13 - CDEL (£'000),Prime ICT Supplier - SR Period 12/13 - RDEL (£'000),Prime ICT Supplier - SR Period 13/14 - CDEL (£'000),Prime ICT Supplier - SR Period 13/14 - RDEL (£'000),Prime ICT Supplier - SR Period 14/15 - CDEL (£'000),Prime ICT Supplier - SR Period 14/15 - RDEL (£'000),Non-Prime - ICT Supplier costs - Whole Life Costs CDEL (£'000),Non-Prime - ICT Supplier costs - Whole Life Costs RDEL (£'000),Non-Prime - ICT Supplier costs - Amount Spent to 31/3/10 - CDEL (£'000),Non-Prime - ICT Supplier costs - Amount Spent to 31/3/10 - RDEL (£'000),Non-Prime - ICT Supplier costs - In Year 10/11 - CDEL (£'000),Non-Prime - ICT Supplier costs - In Year 10/11 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 11/12 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 11/12 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 12/13 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 12/13 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 13/14 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 13/14 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 14/15 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 14/15 - RDEL (£'000),Workstation / User devices - Included?,Workstation / User devices - % of Total spend,"COTS Corporate Applications (HR, Finance etc) - Included?","COTS Corporate Applications (HR, Finance etc) - % of Total",Business Applications Included?,Business Applications Included - % of Total,Networks - Included?,Networks - % of Total spend,Data Centres - Included?,Data Centres - % of Total spend,Email  - Included?,Email  - % of Total spend,"Operating System Platform (Windows, Linux etc) - Included?","Operating System Platform (Windows, Linux etc) - % of Total",Service Desks - Included?,Service Desks - % of Total spend,Contact Centres / Customer Relationship Management - Included?,Contact Centres / Customer Relationship Management - % of total,Telecommunications - Included?,Telecommunications - % of Total spend,Online Services  - Included?,Online Services  - % of Total spend,Other - % of Total spend,Date of SRO's last assessment,OGC review stage,Coalition Programme for Government
C127,P127,Choose and Book (CAB) 2nd Generation (CAB 2G),Department of Health,DH - Department of Health,40893,,,,,Unknown until completion of procurement,Data Centres,Unknown until completion of procurement,Business Applications (i.e. Operational applications),Unknown until completion of procurement,"Operating System Platform (Windows, Linux etc.)",Unknown until completion of procurement,Service Desks,Unknown until completion of procurement,Contact Centres / Customer Relationship Management,40340,Outline Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,4,,15,,,,9,,9,,19,,,,4,,,Gateway 1 Business Justification,NHS
C128,P128,Choose and Book Extension,Department of Health,DH - Department of Health Informatics Directorate,,,40892,,,Atos Origin,"Data Centres, Telecommunications, Service Management, Service Delivery",Cerner Limited,Business Applications (i.e. Operational applications),IBM,Mainly Websphere Licences and maintenance,IBM,Server Hardware and Maintenance,Oracle Corporation,Other,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,4,,20,,,,9,,9,,19,,,,4,,,Gateway 5 Operations review and benefits realisations,NHS
C129,P129,Common Assessment Framework (CAF) for Adults,Department of Health,"DH - Social Care, Local Government and Care Partnerships",,,40999,,,LA social Care IT systems suppliers,LA Social Care IT systems suppliers,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,20,,10,,,,3,,,,,,,,,,,,40344,Not Applicable,Social Care and Disability
C130,P130,Community Information Project - Transforming Community Services,Department of Health,DH - Department of Health,40422,,,,,BT,Business Applications (i.e. Operational applications),Panasonic / BT,Workstation / User devices,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40353,Outline Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,20,,,,10,,,,10,,,,10,,,Gateway 2 Delivery Strategy,NHS
C131,P131,DH EESSI Programme (Electronic Exchange of Social Security Information),Department of Health,DH - Department of Health,,,40999,,,To be determined,Business Applications (i.e. Operational applications),Sapient,Custom Software Development and Programme Management Services,Not Stated,Not Stated,,Not Stated,,Not Stated,10-May-10,,0,4633,,200,,2101,,1285,,361,,349,,337,0,1922,,79,,416,,1427,,,,,,,No,,No,,Yes,70,No,,Yes,3,No,,Yes,3,No,,No,,Yes,5,No,,19,40308,,Europe
C132,P132,e Learning for Healthcare Programme,Department of Health,DH - Department of Health,,,41643,,,I-MC,"Vendor of Clix, e-LfH's Learning Management System",e-DBA,Data Centres,Amaze,intranet,SimpliSys,Service Desk software,"Multiple small contracts including Giunti, Binleys, GMC, WebEx, Beanstalk, Gapic. LogMeIn and Survey Monkey",Data centres and Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,80,,,,5,,1,,,,2,,,,,,,,,Not Applicable,NHS
C133,P133,Electronic Transmission of Prescriptions (Electronic Prescription Service),Department of Health,DH - Department of Health,,,41729,,,BT,Business Applications (i.e. Operational applications),Various,EPS prescribing application,Various,EPS dispensing application,Various,Pharmacy N3 connectivity,Not Stated,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,15,,,,,,5,,,,,,,,40353,Gateway 2 Delivery Strategy,NHS
C134,P134,General Practice Extraction Service (GPES),Department of Health,DH - Department of Health Informatics Directorate,40452,40452,,,,"There is no single prime supplier, see below for the two key supplier areas",Not Stated,"Bids received and evaluated, procurement closure dependent on ABC approval",Business Applications (i.e. Operational applications),NHS CFH responsible for securing CCNs to the GP system supplier contracts they hold,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,40357,Draft Appointment Business Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,2,,10,,,,,,8,,2,,,,2,,,Gateway 3 Investment Decisions,NHS
C135,P135,General Practice to General Practice (GP2GP) Electronic Patient Record Transfer,Department of Health,DH - Department of Health,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Not Applicable,NHS
C136,P136,HealthSpace/ HealthSpace Extension,Department of Health,DH - Department of Health Informatics Directorate,40405,40508,41726,,,Not Stated,Not Stated,Other,Online Services ,Capita through the NHS Choices Contract,Web design services,Accenture through the Department of Work and Pensions Corporate IT function,Online Services ,Not Stated,Not Stated,,Outline Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,25,,,,,,60,,,Not Applicable,NHS
C137,P137,N3,Department of Health,DH - Department of Health,,,31-Mar-11,,,BT N3SP,Networks,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,5,,5,,,,,,,Gateway 5 Operations review and benefits realisations,NHS
C138,P138,NHS Analysis and Reporting Service,Department of Health,DH - NHS Information Centre,40714,40714,40999,,,Supplier not appointed,Not Stated,Supplier not appointed,Not Stated,Supplier not appointed,Not Stated,Supplier not appointed,Not Stated,Supplier not appointed,Not Stated,40324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,15,,,,50,,,,15,,,,,,,,,,,Gateway 2 Delivery Strategy,NHS
C139,P139,NHS Careers tender for new supplier,Department of Health,DH - Department of Health,40848,40848,40846,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,95,,,Not Applicable,NHS
C140,P140,NHS Comparators,Department of Health,DH - NHS Information Centre,,,40513,,,Northgate,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,10,,,,20,,,,10,,,,10,,,Not Applicable,NHS
C141,P141,NHS Health Check,Department of Health,DH - Department of Health,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Strategic Outline Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Public Health
C142,P142,NHS Jobs tender for new supplier,Department of Health,DH - Department of Health,40634,40634,40633,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,95,,,Not Applicable,NHS
C143,P143,NHS Pathways,Department of Health,DH - Department of Health,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,40330,Gateway 0 Strategic Assessment ,NHS
C144,P144,NHSmail,Department of Health,DH - Department of Health,,,41455,,41456,Cable & Wireless,"Operating System Platform (Windows, Linux etc.)",Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40330,"Amalgam of approved original revenue , plus capital overspend to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,25,,45,,10,,5,,,,5,,,,,Gateway 5 Operations review and benefits realisations,NHS
C145,P145,"North, Midlands and East Programme for IT (NMEPfIT)",Department of Health,DH - Department of Health,,,,,,CSC,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Gateway 4 Readiness for service,NHS
C146,P146,Patient Safety Direct,Department of Health,DH - National Patient Safety Agency,40374,40504,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,5,,,,,,20,,40380,Gateway 2 Delivery Strategy,NHS
C147,P147,Picture Archiving and Communication System (PACS),Department of Health,DH - Department of Health,,,,,,Not Stated,Not Stated,Accenture,Integrator,BT,Integrator,CSC,Integrator,Not Stated,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Gateway 5 Operations review and benefits realisations,NHS
C148,P148,Prison Health IT,Department of Health,DH - Department of Health Informatics Directorate,,,,,,CSC,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,40330,Not Applicable,NHS
C149,P149,Quality Management and Analysis System (QMAS),Department of Health,DH - Department of Health,,40391,40390,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,5,,,,,,,,,Not Applicable,NHS
C150,P150,Registration,Department of Health,DH - Care Quality Commission,40452,40452,40451,,,Not Stated,Not Stated,Not Stated,Business Applications,CSC,Not Stated,Not Stated,Temporary staff managed service,Not Stated,Not Stated,,,8070,0,1976,0,4413,0,2500,650,0,650,0,650,0,550,9814,0,2402,0,5367,0,3045,0,0,0,0,0,0,0,No,,Yes,10,Yes,10,No,,Yes,6,No,,Yes,1,No,,Yes,5,No,,Yes,15,,,,NHS
C151,P151,Research Capability Programme,Department of Health,DH - Department of Health,40724,40724,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,15,,,,16,,,,,,2,,,,,,2,55,,Gateway 0 Strategic Assessment ,NHS
C152,P152,Secondary Uses Service,Department of Health,DH - Department of Health,,,41455,41455,41455,BT,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,20,,,,10,,,,10,,,,10,,,Gateway 5 Operations review and benefits realisations,NHS
C153,P153,Southern Programme for IT  - Additional Supply Capability and Capacity  framework contracts,Department of Health,DH - Department of Health Informatics Directorate,40390,40543,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Outline Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,,Yes,,No,,No,,No,,No,,No,,No,,No,,No,,,,Not Applicable,NHS
C154,P154,Southern Programme for IT (SPfIT),Department of Health,DH - Department of Health,,,,,,BT,Data Centres,Cerner,Business Applications (i.e. Operational applications),CSE Servelec,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,NHS
C155,P155,Spine,Department of Health,DH - Department of Health,,,41426,,,BT,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,,Yes,,Yes,,,,,,Yes,,,,Gateway 5 Operations review and benefits realisations,NHS
C156,P156,Summary Care Record (enhancement to safeguard children in unscheduled care settings),Department of Health,DH - Chief Nursing Officer,,,,,,BT,Business Applications (i.e. Operational applications),Local Authorities,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Estimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Not Applicable,Families and Children
C157,P157,Summary Care Record Implementation,Department of Health,DH - Department of Health,,,,,,BT,Business Applications (i.e. Operational applications),GP System Suppliers through GPSoC,Business Applications (i.e. Operational applications),BT,Business Applications (i.e. Operational applications),CSC,Business Applications (i.e. Operational applications),Existing System Providers for Out of Hours and Emergency Department systems,Not Stated,,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,90,40330,Gateway 3 Investment Decisions,NHS
C158,P158,Business Systems Reconfiguration Programme (BSR),Export Credits Guarantee Department,ECDG - Export Credits Guarantee Department,,,40422,,,Logica,Business Applications (i.e. Operational applications),Fidelity,Business Applications,CODA,Business Applications,Not Stated,Not Stated,Not Stated,Not Stated,,,1060,1484,891,1030,169,455,,,,,,,,,,475,,460,,15,,,,,,,,,Not Stated,,Yes,10,Yes,80,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,10,,,Business
C159,P159,Future Firecrest Programme,Foreign & Commonwealth Office,FCO - Foreign and Commonwealth Office,,,40953,,,HP,Strategic partner ,FCO,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,No,,No,,,,Gateway 5 Operations review and benefits realisations,Foreign Affairs
C160,P160,Overseas Standard Intelligence Terminal (OSIT) Phase 2,Foreign & Commonwealth Office,FCO - Foreign and Commonwealth Office,,,41364,,,FCO,Secure buildings/technical and protective Security/IT and communications/Training,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,11350,1200,,,1926,200,4212,400,4212,300,1000,300,,,,,,,,,,,,,,,,,Not Stated,,Yes,2,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,48,Not Stated,,50,40345,Gateway 4 Readiness for service,Foreign Affairs
C161,P161,Repatriation Project (BRIT2 Workstream),Foreign & Commonwealth Office,FCO - Foreign and Commonwealth Office,,,40633,,,3M,Business Applications (i.e. Operational applications),FCO,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,645,,484,,161,,,,,,,,,,869,,869,,,,,,,,,,,,No,,No,,Yes,41,Yes,59,No,,No,,No,,No,,No,,No,,No,,,,Gateway 0 Strategic Assessment ,Immigration
C162,P162,SAP Managed Service,Foreign & Commonwealth Office,FCO - British Council,41000,,40999,,,To be determined,"SAP hosting, admin and config service",Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40374,,,4200,,,,,,,,1400,,1400,,1400,,500,,,,150,,350,,,,,,,No,,No,,Yes,50,No,,Yes,40,No,,No,10,No,,No,,No,,No,,,40367,,Foreign Affairs
C163,P163,Strategic IT Partnership,Foreign & Commonwealth Office,FCO - British Council,,,,,40303,Logica,Outsourced IT Infrastructure services,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,16308,,0,,3400,,3220,,3180,,3254,,3254,,0,,,,,,,,,,,,,No,25,No,,Yes,,No,2,Yes,30,No,4,No,7,No,32,No,,No,,No,,0,,,Foreign Affairs
C164,P164,W1 Move Programme ,Foreign & Commonwealth Office,FCO - Foreign and Commonwealth Office,,,41274,,,Studer,Digital Mixing Consoles - Sound Desks,IPE,,Dega Broadcast,,VCS,,Pharos Communications Limited,Not Stated,,,40600,0,3057,0,8200,,14543,,4200,,10000,,600,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,11,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,89,,Not Applicable,Foreign Affairs
C165,P165,02AG Careter VAT,HM Revenue and Customs,HMRC - HM Revenue and Customs,,,,41000,41000,Capgemini,Online Services ,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,7952,8103,7421,1293,531,1542,,1359,,1331,,1308,,1269,,1116,,1003,,113,,,,,,,,,Not Stated,,Not Stated,,Yes,80,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,5,Yes,5,Yes,10,,,,Business
C166,P166,B&C General Register Offices (GRO),HM Revenue and Customs,HMRC - Benefits & Credits,41000,,,,,Capgemini,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,100,,,,Families and Children
C167,P167,Boundary Controls within ex-CE Estate and ex-IR Contact Centres,HM Revenue and Customs,HMRC - HM Revenue and Customs,,,,,,Capgemini,Not Stated,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40360,Full Business Case stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,Not Applicable,Not Stated
C168,P168,Business.gov Programme,HM Revenue and Customs,HMRC - HM Revenue and Customs,,,40877,,,Serco,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,105000,105000,,70000,,35000,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,100,,,Gateway 0 Strategic Assessment ,Business
C169,P169,Combined Economic Operator (CEO) - Customs Service Transformation Programme (CSTP),HM Revenue and Customs,HMRC   HM Revenue and Customs,,,,,40484,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,1756,1614,1009,1183,747,121,,78,,78,,77,,77,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,No,,100,,,Europe
C170,P170,Common Core Components (CCC) - Customs Service Transformation Programme (CSTP)+D196,HM Revenue and Customs,HMRC   HM Revenue and Customs,,,,,40484,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,4751,16735,3367,638,1384,2950,,2999,,3146,,3127,,3875,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,100,,,Europe
C171,P171,Electronic Data & Record Management (EDRM),HM Revenue and Customs,HMRC - Valuation Office Agency,,,40633,,,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,3708,38567,3183,6693,525,5524,0,3843,0,3758,0,3627,0,3762,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,100,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Communities and Local Government
C172,P172,EU Risk - Customs Service Transformation Programme (CSTP),HM Revenue and Customs,HMRC   HM Revenue and Customs,,,,,40484,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40302,,4638,2529,2152,873,2486,265,,337,,344,,354,,356,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,No,,100,,,Europe
C173,P173,Geographical Information System (GIS),HM Revenue and Customs,HMRC - Valuation Office Agency,,,40406,,,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,3426,7107,3400,994,26,867,0,800,0,823,0,856,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Stated,,Not Stated,,Yes,100,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,40326,,Taxation
C174,P174,High Privilege Access Management,HM Revenue and Customs,HMRC - HM Revenue and Customs,,,,,,Capgemini,Not Stated,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40360,Full Business Case stage,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,Not Applicable,
C175,P175,Housing Allowance - Get Fit (HAGF),HM Revenue and Customs,HMRC - Valuation Office Agency,,,40513,,,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,1635,93,298,13,831,38,0,0,0,0,0,0,253,13,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,100,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Jobs and Welfare
C176,P176,Import Control System (ICS) - Customs Service Transformation Programme (CSTP),HM Revenue and Customs,HMRC   HM Revenue and Customs,,,,,40484,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,8239,2707,4894,300,3345,327,,525,,522,,519,,514,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,No,,100,,,Europe
C177,P177,Integrated Tariff Environment (ITE) - Customs Service Transformation Programme (CSTP),HM Revenue and Customs,HMRC   HM Revenue and Customs,,,,,40909,Capgemini,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,100,,,Europe
C178,P178,Method of Payment Reform Programme Cashcheque Replacement Project,HM Revenue and Customs,HMRC - HM Revenue and Customs,41183,41183,,,,Capgemini,"COTS Corporate Applications (HR, Finance etc.)",HP,Not Stated,GBS supplier,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40366,,1644,1400,,91,290,346,677,281,677,406,,138,,138,,,,,,,,,,,,,,,Not Stated,,Yes,60,Not Stated,,Yes,20,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,10,,40330,,Deficit Reduction
C179,P179,One Click,HM Revenue and Customs,HMRC (Central),40347,40347,41000,,,Capgemini,Online Services ,Fujitsu,Not Stated,Serco,Web Services,Not Stated,Not Stated,Not Stated,Not Stated,40326,,25000,20000,0,0,8000,3000,17000,5000,0,4000,0,4000,0,4000,0,6500,0,0,0,4000,0,2500,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Taxation
C180,P180,@Visa@ Website Integration and Improvement Project,Home Office,HOPG - UK Border Agency,,,,,,Verizon,Online Services ,Various,Not Stated,FCO,Not Stated,Technical Partner (Digirati),Not Stated,FCO,Not Stated,40312,,0,476,0,0,0,4,0,130,0,156,0,186,,,351,625,0,0,312,540,39,23,0,28,0,33,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,100,,,,Immigration
C181,P181,Airwave Rollout to Border Force Detection,Home Office,HOPG - UK Border Agency,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,26400,,200,,2200,,,,2200,,2200,,2200,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,100,Not Stated,,,,,Immigration
