Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2016010735,20/01/2016,"GROCERY STORES, SUPERMARKETS",USA,General Retail and Wholesale,577.91,BREAD AND BUTTER 47
FCOGPC2016010736,20/01/2016,"EATING PLACES, RESTAURANTS",JPN,Restuarants and Bars,587.58,KOJIMACHI CAFE
FCOGPC2016010737,20/01/2016,"EQUIPMENT RENTAL&LEASING SVS, FURNTURE/TOOL RENTAL",GBR,Miscellaneous Industrial/Commercial Supplies,600,CAMERON PRESENTATIONS
FCOGPC2016010738,20/01/2016,TRAVEL AGENCIES,NOR,Travel Agencies,608.55,HRG EVENT MEETINGS MO
FCOGPC2016010739,20/01/2016,HOME SUPPLY WAREHOUSE STORES,USA,General Retail and Wholesale,617.91,THE HOME DEPOT 1255
FCOGPC2016010740,20/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,ARE,Statutory Bodies,636.08,EMIRATES TRANSPORT
FCOGPC2016010741,20/01/2016,COMPUTER SOFTWARE STORES,GBR,Computer Equipment & Services,689.18,WWW.PCWB.COM
FCOGPC2016010742,20/01/2016,OFFICE PHOTOGRAPHIC PHOTOCOPY & MICROFILM EQUIPMT.,GBR,"Office Stationery, equipment and supplies",691.41,XEROX UK LTD
FCOGPC2016010743,20/01/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,713.47,DEEPAK ELECTRICALS
FCOGPC2016010744,20/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,LUX,Mail Order / Direct Selling,719.96,AMAZON EU
FCOGPC2016010745,20/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,NGA,Print and advertising,724.2,AROWOLO NIGERIA ENT
FCOGPC2016010746,20/01/2016,ADVERTISING SERVICES,MYS,Print and advertising,736.09,STAR PUBLICATION
FCOGPC2016010747,20/01/2016,ELECTRONIC SALES,BHR,General Retail and Wholesale,739.49,SHARAF DG (CITY CENTER
FCOGPC2016010748,20/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,743.52,ELEPHENCE LTD
FCOGPC2016010749,20/01/2016,CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED,TUR,Building Materials,744.02,SAHIN TICARET VE NAKLI
FCOGPC2016010750,20/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,KWT,"Office Stationery, equipment and supplies",751.05,AROMA STATIONARY CENTE
FCOGPC2016010751,20/01/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",GBR,Mail and Courier Services,753.8,X-PAND INTERNATION
FCOGPC2016010752,20/01/2016,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,784.74,G4S SECURITY SE
FCOGPC2016010753,20/01/2016,"GROCERY STORES, SUPERMARKETS",ZAF,General Retail and Wholesale,791.87,PNP HYDEPARK
FCOGPC2016010754,20/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,791.89,ACCOMODATION PROVIDER 
FCOGPC2016010755,20/01/2016,ELECTRONIC SALES,IND,General Retail and Wholesale,795.81,LG LIFESTYLE SHOPPE
FCOGPC2016010756,20/01/2016,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,BEL,General Retail and Wholesale,828,WWW.BRABANTIA.COM
FCOGPC2016010757,20/01/2016,HOTELS/MOTELS/RESORTS ,QAT,Hotels,836.36,ACCOMODATION PROVIDER 
FCOGPC2016010758,20/01/2016,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,854.36,DAMSON MEDIA CITY
FCOGPC2016010759,20/01/2016,CRUISE LINES,GBR,Leisure Activities,874,AW SHIP MANAGEMNT LTD
FCOGPC2016010760,20/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,NGA,General Retail and Wholesale,881.21,SIMCARE NIG LTD
FCOGPC2016010761,20/01/2016,BOOK STORES,GBR,Books and Periodicals,888.97,STATIONERY OFFICE BOOK
FCOGPC2016010762,20/01/2016,"SPORTS APPAREL, RIDING APPAREL STORES",NGA,General Retail and Wholesale,892.24,"25, OLORUNTOYIN"
FCOGPC2016010763,20/01/2016,VARIETY STORES,CHN,General Retail and Wholesale,935.77,PES AMAZON.CN / AMAZO
FCOGPC2016010764,20/01/2016,VARIETY STORES,CHN,General Retail and Wholesale,935.77,PES AMAZON.CN / AMAZO
FCOGPC2016010765,20/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,KWT,"Office Stationery, equipment and supplies",958.47,AROMA STATIONARY CENTE
FCOGPC2016010766,20/01/2016,HARDWARE STORES,KEN,General Retail and Wholesale,991.63,ASSA ABLOY EA L
FCOGPC2016010767,20/01/2016,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,BEL,Mail Order / Direct Selling,"1,025.23",CENTRE DE LANGUES A L
FCOGPC2016010768,20/01/2016,TRAVEL AGENCIES,IDN,Travel Agencies,"1,037.26",BAYU BUANA TOUR & TRAV
FCOGPC2016010769,20/01/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ARE,Mail Order / Direct Selling,"1,048.54",DXB PREMIER REAL ESTAT
FCOGPC2016010770,20/01/2016,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ARE,Mail Order / Direct Selling,"1,048.54",DXB PREMIER REAL ESTAT
FCOGPC2016010771,20/01/2016,HARDWARE EQUIPMENT AND SUPPLIES,IND,Miscellaneous Industrial/Commercial Supplies,"1,093.93",MRA ENTERPRISES
FCOGPC2016010772,20/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",FIN,General Retail and Wholesale,"1,102.09",TAMPEREEN VIINITUKKU O
FCOGPC2016010773,20/01/2016,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,GBR,"Office Stationery, equipment and supplies","1,112",WWW.PRINTERINKS.COM
FCOGPC2016010774,20/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,125",ARCHANT LIFE
FCOGPC2016010775,20/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,125",ARCHANT LIFE
FCOGPC2016010776,20/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,"1,158.69","BIOCOM, INC."
FCOGPC2016010777,20/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",TUR,"Office Stationery, equipment and supplies","1,171.54",BIROFIS BURO MALZ.TIC.
FCOGPC2016010778,20/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,USA,General Retail and Wholesale,"1,200.21","SAFE-CARD ID SERVICES,"
FCOGPC2016010779,20/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,"1,217.92",WWW.THEROYALSOCITY.ORG
FCOGPC2016010780,20/01/2016,CATERERS,GBR,Catering and Catering Supplies,"1,228.45",PAYPAL AELASSOCIAT
FCOGPC2016010781,20/01/2016,TRAVEL,GBR,Airline,"1,242.93",AIRLINE
FCOGPC2016010782,20/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,DEU,Miscellaneous Industrial/Commercial Supplies,"1,266.48",I.Q.P.C. EVENTS
FCOGPC2016010783,20/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,DEU,Miscellaneous Industrial/Commercial Supplies,"1,266.48",I.Q.P.C. EVENTS
FCOGPC2016010784,20/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,DEU,Miscellaneous Industrial/Commercial Supplies,"1,269.70",IZ MALEREIBETRIEB MIC
FCOGPC2016010785,20/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,"1,303.53",EUROMONEY PLC
FCOGPC2016010786,20/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,324.71",WILTS ELECTRICAL BRITS
FCOGPC2016010787,20/01/2016,VARIETY STORES,TZA,General Retail and Wholesale,"1,335.98",RATO GENERAL TRADERS
FCOGPC2016010788,20/01/2016,VARIETY STORES,TZA,General Retail and Wholesale,"1,335.98",RATO GENERAL TRADERS
FCOGPC2016010789,20/01/2016,VARIETY STORES,TZA,General Retail and Wholesale,"1,335.98",RATO GENERAL TRADERS
FCOGPC2016010790,20/01/2016,HOUSEHOLD APPLIANCE STORES,USA,General Retail and Wholesale,"1,359.53",PC RICHARD AND SON 
FCOGPC2016010791,20/01/2016,CRUISE LINES,GBR,Leisure Activities,"1,381",AW SHIP MANAGEMNT LTD
FCOGPC2016010792,20/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",HKG,"Vehicles, servicing and spares","1,399.48",BRITISH MOTORS LIMITED
FCOGPC2016010793,20/01/2016,STAMP & COIN STORES-PHILATELIC & NUMISMATIC SUPPLY,NZL,General Retail and Wholesale,"1,403.24",PITCAIRN ISLAND ADMIN
FCOGPC2016010794,20/01/2016,"QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES",SWE,"Office Stationery, equipment and supplies","1,409.43",M-KOPIA
FCOGPC2016010795,20/01/2016,"BUILDING MATERIALS, LUMBER STORES",JAM,Building Materials,"1,413.78",DESIGN OPTIONS LIMITED
FCOGPC2016010796,20/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LUX,General Retail and Wholesale,"1,463.92",AMAZON MKTPLACE PMTS
FCOGPC2016010797,20/01/2016,"GROCERY STORES, SUPERMARKETS",AFG,General Retail and Wholesale,"1,478.71",AFGHAN TRADING AND LOG
FCOGPC2016010798,20/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,NGA,General Retail and Wholesale,"1,529.97",2011LA018424452
FCOGPC2016010799,20/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,"1,943.93",CLIP
FCOGPC2016010800,20/01/2016,HOTELS/MOTELS/RESORTS ,PAN,Hotels,"2,200.07",ACCOMODATION PROVIDER 
FCOGPC2016010801,21/01/2016,"ASSOCIATIONS-CIVIC, SOCIAL, AND FRATERNAL",AUS,Leisure Activities,506.67,VI CONFERENCES
FCOGPC2016010802,21/01/2016,"GROCERY STORES, SUPERMARKETS",GHA,General Retail and Wholesale,519.2,GAME DISCOUNT WORLD
FCOGPC2016010803,21/01/2016,HOUSEHOLD APPLIANCE STORES,NZL,General Retail and Wholesale,519.98,HARVEY NORMAN
FCOGPC2016010804,21/01/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),NGA,Professional Services,524.6,FEMBS INVESTMENT LTD
FCOGPC2016010805,21/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GRC,General Retail and Wholesale,538.33,IKEA E COMMERCE
FCOGPC2016010806,21/01/2016,ELECTRICAL PARTS AND EQUIPMENT,USA,Building Materials,542.38,"STATE COMMUNICATIONS,"
FCOGPC2016010807,21/01/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,543.18,FARNEL AGENCIES
FCOGPC2016010808,21/01/2016,AMBULANCE SERVICES,URY,Medical Supplies and Services,549.24,SEMM
FCOGPC2016010809,21/01/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",USA,Clubs/Associations/Organisations,555.82,CAL CHAMBER OF COMMERC
FCOGPC2016010810,21/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,ZMB,General Retail and Wholesale,561.99,UNITED BRANDS T
FCOGPC2016010811,21/01/2016,TRAVEL,MEX,Airline,569.23,AIRLINE
FCOGPC2016010812,21/01/2016,POSTAL SERVICES-GOVERNMENT ONLY,LVA,Mail and Courier Services,573.15,RIGAS 10. PASTA NODALA
FCOGPC2016010813,21/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,MEX,Print and advertising,612.17,FACTOR DIGITAL
FCOGPC2016010814,21/01/2016,"COMP PROGRAMING,DATA PRCSNG,INTGRTD SYS DSGN SRVS",GBR,Computer Equipment & Services,669.9,XMA LTD
FCOGPC2016010815,21/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,NGA,General Retail and Wholesale,675.01,C OFOR TRADING COMPANY
FCOGPC2016010816,21/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,JAM,General Retail and Wholesale,680.09,MINTECH DISTRIBUTORS
FCOGPC2016010817,21/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,680.16,WWW.JOHNLEWIS.COM
FCOGPC2016010818,21/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",ARG,Computer Equipment & Services,697.62,COMPUMUNDO SUC FLORIDA
FCOGPC2016010819,21/01/2016,"TYPESETTING, PLATE MAKING & RELATED SERVICES",DEU,General Retail and Wholesale,706.38,BOOM-BIREKA DRUCKEREIE
FCOGPC2016010820,21/01/2016,TRAVEL AGENCIES,USA,Travel Agencies,707.12,PLN PRICELINE HOTELS
FCOGPC2016010821,21/01/2016,"BUILDING MATERIALS, LUMBER STORES",ISR,Building Materials,713.99,BENI
FCOGPC2016010822,21/01/2016,COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS,GEO,Computer Equipment & Services,723.98,YVERSY
FCOGPC2016010823,21/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,774,CHATHAM HOUSE
FCOGPC2016010824,21/01/2016,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",GBR,Clubs/Associations/Organisations,774,CHATHAM HOUSE
FCOGPC2016010825,21/01/2016,HERTZ,JOR,Auto rental,777.71,HERTZ
FCOGPC2016010826,21/01/2016,ELECTRONIC SALES,ITA,General Retail and Wholesale,794.19,ELETTRICA MORLACCO
FCOGPC2016010827,21/01/2016,NONDURABLE GOODS (NOT ELSEWHERE CLASSIFIED),USA,Miscellaneous Industrial/Commercial Supplies,809.85,BIZSHOPPES.COM (KLEIN)
FCOGPC2016010828,21/01/2016,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,USA,Telecommunication Services,815.74,COLORTONE AUDIO VISUAL
FCOGPC2016010829,21/01/2016,ADVERTISING SERVICES,MLT,Print and advertising,822.84,ALLIED NEWSPAPER
FCOGPC2016010830,21/01/2016,CATERERS,IND,Catering and Catering Supplies,830.48,FOUR SEASONS HOSPITALI
FCOGPC2016010831,21/01/2016,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,MAR,Automotive Fuel,842.84,SHELL I-LAOS
FCOGPC2016010832,21/01/2016,HARDWARE STORES,USA,General Retail and Wholesale,847.5,HILTI INC
FCOGPC2016010833,21/01/2016,ELECTRICAL PARTS AND EQUIPMENT,IND,Building Materials,856.37,SUPERIOR AIRCON
FCOGPC2016010834,21/01/2016,FLOOR COVERING STORES,MEX,General Retail and Wholesale,872.53,DECOREX INSURGENTES
FCOGPC2016010835,21/01/2016,COMPUTER SOFTWARE STORES,ARM,Computer Equipment & Services,875.17,HARDWARE.AM
FCOGPC2016010836,21/01/2016,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GRC,Automotive Fuel,878.48,KORAKIANITIS GER BROS
FCOGPC2016010837,21/01/2016,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Statutory Bodies,920.88,DOF PARKINGANDCAMERA T
FCOGPC2016010838,21/01/2016,HOUSEHOLD APPLIANCE STORES,MLT,General Retail and Wholesale,935.65,HOMEZONE
FCOGPC2016010839,21/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,939.01,KIDSCREEN.COM
FCOGPC2016010840,21/01/2016,COMPUTER SOFTWARE STORES,ARM,Computer Equipment & Services,939.26,HARDWARE.AM
FCOGPC2016010841,21/01/2016,DEPARTMENT STORES,KWT,General Retail and Wholesale,940.3,SULTAN CENTER
FCOGPC2016010842,21/01/2016,TELEGRAPH SERVICES,GBR,Telecommunication Services,950.43,WP-GIBTELECOM LTD
FCOGPC2016010843,21/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,USA,Miscellaneous Industrial/Commercial Supplies,994.45,ELITEXPO
FCOGPC2016010844,21/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,994.46,ACCOMODATION PROVIDER 
FCOGPC2016010845,21/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,000",ACCOMODATION PROVIDER 
FCOGPC2016010846,21/01/2016,DIRECT MARKETING-CATALOG MERCHANTS,JPN,Mail Order / Direct Selling,"1,002.95",SIMUL INTERNATIONAL IN
FCOGPC2016010847,21/01/2016,CHILDREN'S AND INFANT'S WEAR STORES,PAK,General Retail and Wholesale,"1,041.90",MOTHER CARE
FCOGPC2016010848,21/01/2016,COMPUTER SOFTWARE STORES,BGR,Computer Equipment & Services,"1,054.31",STEMO
FCOGPC2016010849,21/01/2016,TRAVEL AGENCIES,VNM,Travel Agencies,"1,112.68",HANOI TOSERCO
FCOGPC2016010850,21/01/2016,MISCELLANEOUS GENERAL MERCHANDISE,IDN,General Retail and Wholesale,"1,128.76",PRIME STORE
FCOGPC2016010851,21/01/2016,ADVERTISING SERVICES,GBR,Print and advertising,"1,135.20",BARNSLEYLOC
FCOGPC2016010852,21/01/2016,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",GBR,Leisure Activities,"1,152",TICKETS
FCOGPC2016010853,21/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,NGA,Training and Educational,"1,158.51",2033FC000003501
FCOGPC2016010854,21/01/2016,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,NGA,Building Services,"1,178.89",ZEAL INVESTMENT COMPAN
FCOGPC2016010855,21/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GRC,Computer Equipment & Services,"1,179.17",PLAISIO MAGOULA
FCOGPC2016010856,21/01/2016,TRAVEL AGENCIES,CHL,Travel Agencies,"1,183.98",MERIDIAN
FCOGPC2016010857,21/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,200",WILTS ELECTRICAL BRITS
FCOGPC2016010858,21/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,"1,230.90",WWW.JOHNLEWIS.COM
FCOGPC2016010859,21/01/2016,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,231.61",WILTS ELECTRICAL BRITS
FCOGPC2016010860,21/01/2016,ELECTRONIC SALES,TWN,General Retail and Wholesale,"1,252.44",SUNFAR
FCOGPC2016010861,21/01/2016,ART DEALERS AND GALLERIES,IND,General Retail and Wholesale,"1,285.17",MUSEUM OF GOA
FCOGPC2016010862,21/01/2016,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",CAN,Clubs/Associations/Organisations,"1,333.96",PAYPAL BCTIA
FCOGPC2016010863,21/01/2016,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,USA,Training and Educational,"1,371.46",AMERICAN MGMT ASSOC
FCOGPC2016010864,21/01/2016,HOTELS/MOTELS/RESORTS ,DEU,Hotels,"1,407.38",ACCOMODATION PROVIDER 
FCOGPC2016010865,21/01/2016,ELECTRONIC SALES,BGD,General Retail and Wholesale,"1,413.38",MILLENNIUM ASSOCIATE
FCOGPC2016010866,21/01/2016,ADVERTISING SERVICES,BHR,Print and advertising,"1,415.85",AL HILAL GROUP (GDN -
FCOGPC2016010867,21/01/2016,HARDWARE STORES,PAK,General Retail and Wholesale,"1,429.86",QURESHI HARDWARE
FCOGPC2016010868,21/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GRC,Computer Equipment & Services,"1,494.16",PLAISIO MAGOULA
FCOGPC2016010869,21/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",IND,Computer Equipment & Services,"1,541.46",WORLD TOUCH
FCOGPC2016010870,21/01/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),USA,Professional Services,"1,593.78",BRITISH CONSULATE-GENE
FCOGPC2016010871,21/01/2016,HOME SUPPLY WAREHOUSE STORES,IND,General Retail and Wholesale,"1,653.49",VINATI IMPEX
FCOGPC2016010872,21/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"2,314.95",ACCOMODATION PROVIDER 
FCOGPC2016010873,21/01/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),USA,Professional Services,"3,625.52",BRITISH CONSULATE-GENE
FCOGPC2016010874,21/01/2016,HOTELS/MOTELS/RESORTS ,QAT,Hotels,"3,816.41",ACCOMODATION PROVIDER 
FCOGPC2016010875,21/01/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),USA,Professional Services,"4,259.40",BRITISH CONSULATE-GENE
FCOGPC2016010876,21/01/2016,OTHER SERVICES (NOT ELSEWHERE CLASSIFIED),USA,Professional Services,"7,097.30",BRITISH CONSULATE-GENE
FCOGPC2016010877,22/01/2016,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",MEX,Computer Equipment & Services,512.91,CTI
FCOGPC2016010878,22/01/2016,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,536.87,ARCO LTD
FCOGPC2016010879,22/01/2016,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",AUS,"Office Stationery, equipment and supplies",542.34,OFWKS ONLINE BENTLEIGH
FCOGPC2016010880,22/01/2016,"HEALTH PRACTITIONERS, MEDICAL SRVCS-NOT ELSEWHERE",GBR,Medical Supplies and Services,550,GOV.UK/PHE
FCOGPC2016010881,22/01/2016,BUS LINES,GBR,Travel - Air/Rail/Road,552,STANLEY TRAVEL
FCOGPC2016010882,22/01/2016,TRAVEL,BEL,Airline,556.23,AIRLINE
FCOGPC2016010883,22/01/2016,OFFICE AND COMMERCIAL FURNITURE,PRT,"Office Stationery, equipment and supplies",578.22,WWW.MANUTAN.PT
FCOGPC2016010884,22/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",FRA,General Retail and Wholesale,584.82,CVBG
FCOGPC2016010885,22/01/2016,"PACKAGE STORES, BEER, WINE, LIQUOR",FRA,General Retail and Wholesale,584.82,CVBG
FCOGPC2016010886,22/01/2016,TRAVEL,BEL,Airline,592.34,AIRLINE
FCOGPC2016010887,22/01/2016,TRAVEL,BEL,Airline,599.58,AIRLINE
FCOGPC2016010888,22/01/2016,TRAVEL,BEL,Airline,599.58,AIRLINE
FCOGPC2016010889,22/01/2016,DUTY FREE STORES,DNK,General Retail and Wholesale,607.1,PETER JUSTESEN COMPANY
FCOGPC2016010890,22/01/2016,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,607.87,BLACKWOOD HODGE
FCOGPC2016010891,22/01/2016,"EATING PLACES, RESTAURANTS",UKR,Restuarants and Bars,610.85,10CARSKOESELO
FCOGPC2016010892,22/01/2016,TRAVEL,BEL,Airline,642.2,AIRLINE
FCOGPC2016010893,22/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",CHE,General Retail and Wholesale,642.67,IKEA SA VERNIER
FCOGPC2016010894,22/01/2016,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",HKG,Mail and Courier Services,654.21,MICHELLE INT'L TRANS C
FCOGPC2016010895,22/01/2016,DEPARTMENT STORES,GBR,General Retail and Wholesale,699.95,WWW.JOHNLEWIS.COM
FCOGPC2016010896,22/01/2016,BOOK STORES,LUX,Books and Periodicals,703.32,AMAZON UK MARKETPLACE
FCOGPC2016010897,22/01/2016,COMPUTER SOFTWARE STORES,ZAF,Computer Equipment & Services,723.22,BUSINESS IMAGES HOLD
FCOGPC2016010898,22/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",POL,"Vehicles, servicing and spares",757.13,BRITISH AUTOMOTIVE CEN
FCOGPC2016010899,22/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",HKG,"Vehicles, servicing and spares",779.69,BRITISH MOTORS LIMITED
FCOGPC2016010900,22/01/2016,HOTELS/MOTELS/RESORTS ,TUN,Hotels,794.52,ACCOMODATION PROVIDER 
FCOGPC2016010901,22/01/2016,MISCELLANEOUS AND SPECIALTY RETAIL STORES,IND,General Retail and Wholesale,846.4,RENTOKIL INDIA PRIVATE
FCOGPC2016010902,22/01/2016,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,883.2,UBIQUS UK LIMITED
FCOGPC2016010903,22/01/2016,TELECOM INCL PREPAID/RECURRING PHONE SVCS,UKR,Telecommunication Services,883.42,WIDEUP.NET KYIVSTAR
FCOGPC2016010904,22/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,895.78,ACCOMODATION PROVIDER 
FCOGPC2016010905,22/01/2016,MEN'S/WOMEN'S/CHILDREN'S UNIFORMS/COMMERCIAL CLOTH,USA,Business Clothing and Footwear,896.98,BRAGARD
FCOGPC2016010906,22/01/2016,HOTELS/MOTELS/RESORTS ,IND,Hotels,929.66,ACCOMODATION PROVIDER 
FCOGPC2016010907,22/01/2016,AUTOMOTIVE SERVICE SHOPS,IND,"Vehicles, servicing and spares",956.22,AMP MOTORS PVT LTD
FCOGPC2016010908,22/01/2016,LIMOUSINES AND TAXICABS,GBR,Travel - Air/Rail/Road,957.9,PRO COACH HIRE
FCOGPC2016010909,22/01/2016,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",IND,General Retail and Wholesale,969.56,FINISHING TOUCH
FCOGPC2016010910,22/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",LBN,"Vehicles, servicing and spares",969.76,MANA
FCOGPC2016010911,22/01/2016,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,000",OLIVER KINROSS LTD
FCOGPC2016010912,22/01/2016,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",LBN,"Vehicles, servicing and spares","1,011.03",MANA
FCOGPC2016010913,22/01/2016,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",GBR,Financial Services,"1,061.74",MARSH LTD-PCS
FCOGPC2016010914,22/01/2016,MISCELLANEOUS PUBLISHING AND PRINTING,FRA,Print and advertising,"1,064.17",CARCY
FCOGPC2016010915,22/01/2016,ADVERTISING SERVICES,ZAF,Print and advertising,"1,074.62",AVUSA MEDIA 1
FCOGPC2016010916,22/01/2016,HOTELS/MOTELS/RESORTS ,GBR,Hotels,"1,078",ACCOMODATION PROVIDER 
FCOGPC2016010917,22/01/2016,TRAVEL,JPN,Airline,"1,079.73",AIRLINE
FCOGPC2016010918,22/01/2016,DIRECT MARKETING-OUTBOUND TELEMARKETING MERCHANTS,COL,Mail Order / Direct Selling,"1,080.52",ELEMPLEO.COM
FCOGPC2016010919,22/01/2016,"DRAPERY, UPOLSTERY, AND WINDOW COVERINGS STORES",GBR,General Retail and Wholesale,"1,089.50",MOSQUITONET
FCOGPC2016010920,22/01/2016,ADVERTISING SERVICES,GBR,Print and advertising,"1,125.60",BARNSLEYLOC
FCOGPC2016010921,22/01/2016,TRAVEL AGENCIES,ARM,Travel Agencies,"1,130.74",POL AIRTOUR
