Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190439,209.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,419.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,419.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,1415.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,786.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,786.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,786.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,1100.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,733.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,733.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,419.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,209.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,209.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,489.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,489.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,603.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,603.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NEATH PORT TALBOT COUNTY,0000190441,2992.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,NEATH PORT TALBOT COUNTY,0000190441,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,NEATH PORT TALBOT COUNTY,0000190441,22.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,NEATH PORT TALBOT COUNTY,0000190441,2135.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,IT-APPLICATIONS MANAGEMENT,ENVIRONMENT,ICT-SOFTWARE,BIW TECHNOLOGIES TA/ CONJ,0000190443,24425.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,PROFESSIONAL COST MANAGEM,0000190445,913.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/04/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,WASTE MANAGEMENT-WSTE MNGT SER,NORTHUMBERLAND COUNTY COU,0000190446,133.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/04/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000190447,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/04/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000190448,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/04/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000190449,3178.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000190450,6.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000190451,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000190452,8.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,DIVERSION OF EXISITING PO,0000190504,30679.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000190546,3788.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000190547,12369.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000190548,7552.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000190549,1159.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/04/2012,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000190550,1992.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/04/2012,CONSULTANTS TECHNICAL,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000190555,2199.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,684.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,684.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190557,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190558,820.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190558,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190558,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190558,1368.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190558,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190559,684.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190559,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190560,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190560,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190561,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190561,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,3078.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190562,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190563,2052.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190564,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190564,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190564,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190564,342.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190564,1710.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190564,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190564,1026.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,SIR P NAYLOR-LEYLAND,0000190570,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,MILTON (PETERBOROUGH) EST,0000190571,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,MILTON (PETERBOROUGH) EST,0000190572,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,OLIVE COUNTESS FITZWILLIAM,0000190573,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/04/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,SMITHS GORE,0000190574,350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,PAYMENTS TO AGENCIES FOR TEMPS,ENVIRONMENT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000190577,447.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,CHILDCARE VOUCHERS,ENVIRONMENT,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000190579,80.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LEASE FOR LAND AT,0000190584,5.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE FEE ENGINE,0000190585,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL RENT LEASED LAND A,0000190586,3822.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE FEE GRANGE,0000190587,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE FEE COACH,0000190588,480.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE MOOR TOP T,0000190589,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER CNSLTNCY-TCHNL CNSLTY,JMC ENGINEERING (UK) LTD,0000190592,426.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER CNSLTNCY-TCHNL CNSLTY,JMC ENGINEERING (UK) LTD,0000190594,264.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,PROJECT MANAGEMENT-BOREHOLES,ENVIRONMENT,PROF SER CNSLTNCY-TCHNL CNSLTY,JMC ENGINEERING (UK) LTD,0000190595,280.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,CONSULTANTS TECHNICAL,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190600,67.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190605,22.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190606,313.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190607,475.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190608,108.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LAND AGENTS (AQUISITIONS),ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190609,62.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LANDSCAPING SUPERVISION,ENVIRONMENT,PROF SER-ENVIRONMENTAL SRVICES,JMC ENGINEERING (UK) LTD,0000190610,119.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190611,34.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LAND AGENTS (AQUISITIONS),ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190613,62.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W LAND AGENTS (AQUISITIONS),ENVIRONMENT,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190615,166.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190617,523.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190618,523.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190619,174.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190620,523.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190621,174.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190622,174.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190623,523.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190624,174.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000190625,174.48
