Department,Entity ,Transaction date,Supplier Name,amount,Expenses type ,Expenses area ,Expenses  Description ,Component Code 
DFID,DFID,03-May-12,VODAFONE CORPORATE,"£1,391",Mobile telephones & accessories,East and Central Africa,,100016-106
DFID,DFID,03-May-12,IPA-International Procurement Agency (BV),"£3,130","Repairs, Maint, Alter - Property & Constrct. Services",East and Central Africa,,113400-113
DFID,DFID,03-May-12,Foreign & Commonwealth Office,"£1,041","Repairs, Maint, Alter - Removal & waste disposal services",East and Central Africa,,101616-101
DFID,DFID,03-May-12,Recipient name withheld,£924,Air fares,East and Central Africa,,101634-101
DFID,DFID,03-May-12,MOTT MACDONALD LTD,"£21,642",Technical and Advisory Services,East and Central Africa,,113431-107
DFID,DFID,03-May-12,Rebecca Smith,"£4,387",Technical and Advisory Services,East and Central Africa,,202913-101
DFID,DFID,03-May-12,"JHughesDevelopment, Inc","£9,757",Technical and Advisory Services,East and Central Africa,,202283-102
DFID,DFID,03-May-12,MOTT MACDONALD LTD,"£10,796",Technical and Advisory Services,East and Central Africa,,113431-107
DFID,DFID,03-May-12,Pilgrims Group,£788,Training - Course Fees,East and Central Africa,,202594-101
DFID,DFID,03-May-12,UNDP CONTRIBUTIONS GBP,"£1,701,000",Aid Programme - Voluntary contributions,East and Central Africa,,202827-101
DFID,DFID,03-May-12,Government Actuary's Department,"£5,402",Other Admin Costs,Finance and Corporate Performance Division,,100182-101
DFID,DFID,03-May-12,Magique Galileo Software Limited,"£6,282",Computer software maintenance,Internal Audit,,100121-101
DFID,DFID,03-May-12,PRICEWATERHOUSECOOPERS,"£106,324",Technical and Advisory Services,International Finance Division,,114178-101
DFID,DFID,03-May-12,Recipient name withheld,£594,Hotels - Accommodation only,International Relations Division,,100240-102
DFID,DFID,03-May-12,Foreign & Commonwealth Office,£850,Secure staff accomodation,International Relations Division,,202319-101
DFID,DFID,03-May-12,Kay Two Zambia Limited,"£3,712",Other Building Costs,International Relations Division,,202319-101
DFID,DFID,03-May-12,Recipient name withheld,£817,Hotels - Accommodation only,Policy Division,,100274-103
DFID,DFID,03-May-12,VODAFONE CORPORATE,£631,Mobile telephones & accessories,Policy Division,,100277-103
DFID,DFID,03-May-12,VODAFONE CORPORATE,£767,Mobile telephones & accessories,Policy Division,,202419-102
DFID,DFID,03-May-12,VODAFONE CORPORATE,£782,Mobile telephones & accessories,Policy Division,,100277-103
DFID,DFID,03-May-12,The Asia Foundation (GBP),"£611,258",Aid Programme - Partnership Programme Arrangements,Policy Division,,202703-101
DFID,DFID,03-May-12,Recipient name withheld,£566,Air fares,Policy Division,,202419-102
DFID,DFID,03-May-12,Triple Line Consulting Limited,"£21,265",Technical and Advisory Services,Policy Division,,100045-101
DFID,DFID,03-May-12,Triple Line Consulting Limited,"£30,357",Technical and Advisory Services,Policy Division,,201242-101
DFID,DFID,03-May-12,CENTRE FOR ECONOMIC POLICY RESEARCH,"£87,500",Research & Development costs,Research and Evidence Division,,202835-101
DFID,DFID,03-May-12,Foreign & Commonwealth Office,"£1,315",Technical and Advisory Services,Research and Evidence Division,,200529-107
DFID,DFID,03-May-12,Foreign & Commonwealth Office,"£16,782",Technical and Advisory Services,Research and Evidence Division,,200529-107
DFID,DFID,03-May-12,Foreign & Commonwealth Office,£797,Secure staff accomodation,Security & Humanitarian and Middle East Division,,201705-101
DFID,DFID,03-May-12,Patriotic Front Policy Monitoring and Research Centre,"£16,991",Aid Programme - Accountable Grant Payments,West and Southern Africa,,201944-103
DFID,DFID,03-May-12,Business Logic Consultancy,"£3,074",Consultancy Services,West and Southern Africa,,100254-101
DFID,DFID,03-May-12,Business Logic Consultancy,"£2,837",Consultancy Services,West and Southern Africa,,101637-101
DFID,DFID,03-May-12,INSIGHT DIRECT (UK) LTD,"£2,785",Hardware - printers,West and Southern Africa,,101618-101
DFID,DFID,03-May-12,INSIGHT DIRECT (UK) LTD,"£1,221",Hardware -monitors,West and Southern Africa,,101618-101
DFID,DFID,03-May-12,Recipient name withheld,£999,Hotels - Accommodation only,West and Southern Africa,,101629-101
DFID,DFID,03-May-12,Supplier Name withheld,"£4,725",Secure staff accomodation,West and Southern Africa,,101637-101
DFID,DFID,03-May-12,Supplier Name withheld,"£5,356",Secure staff accomodation,West and Southern Africa,,101637-101
DFID,DFID,03-May-12,Supplier Name withheld,"£5,250",Secure staff accomodation,West and Southern Africa,,200625-102
DFID,DFID,03-May-12,Computer Express,£980,Office Supplies,West and Southern Africa,,101637-101
DFID,DFID,03-May-12,INSIGHT DIRECT (UK) LTD,"£5,684",Printer Consumables,West and Southern Africa,,101618-101
DFID,DFID,03-May-12,Foreign & Commonwealth Office,£501,Cleaning Costs,West and Southern Africa,,101631-101
DFID,DFID,03-May-12,DEVELOPMENT MANAGEMENT ASSOCIATES,"£10,989",Technical and Advisory Services,West and Southern Africa,,200366-102
DFID,DFID,03-May-12,PRICEWATERHOUSECOOPERS,"£21,019",Technical and Advisory Services,West and Southern Africa,,104190-108
DFID,DFID,03-May-12,PRICEWATERHOUSECOOPERS,"£30,509",Technical and Advisory Services,West and Southern Africa,,114178-102
DFID,DFID,03-May-12,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£31,501",Technical and Advisory Services,West and Southern Africa,,113961-106
DFID,DFID,03-May-12,CHARLES KENDALL & PARTNERS LIMITED (PROCUREMENT),"£24,780",Technical and Advisory Services,West and Southern Africa,,113961-106
DFID,DFID,03-May-12,DAI Europe,"£62,758",Technical and Advisory Services,West and Southern Africa,,201958-102
DFID,DFID,03-May-12,Supplier Name withheld,"£125,038",Aid Programme - Accountable Grant Payments,Western Asia and Stabilisation Division,,201023-111
DFID,DFID,03-May-12,Supplier Name withheld,"£1,007",Generators & spares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,03-May-12,Fairview Hotel,£646,Hotels - Accommodation only,Western Asia and Stabilisation Division,,202288-104
DFID,DFID,03-May-12,Foreign & Commonwealth Office,£613,Aid Programme - Humanitarian Material Relief Assistance and Services,Western Asia and Stabilisation Division,,202080-111
DFID,DFID,03-May-12,FOREIGN AND COMMONWEALTH OFFICE (FCO),"£1,488","Repairs, Maint, Alter - Property & Constrct. Services",Western Asia and Stabilisation Division,,100185-101
DFID,DFID,03-May-12,DAI EUROPE LIMITED,"£32,148",Technical and Advisory Services,Western Asia and Stabilisation Division,,202233-102
DFID,DFID,03-May-12,DAI EUROPE LIMITED,"£32,148",Technical and Advisory Services,Western Asia and Stabilisation Division,,202261-101
DFID,DFID,04-May-12,Summit Hotel Pvt Ltd,£996,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",,100150-101
DFID,DFID,04-May-12,C I INFOTECH PVT LTD,£589,other information and communication technologies,"Asia, Caribbean and Overseas Territories",,100113-101
DFID,DFID,04-May-12,Transearch Consultants Private Limited,"£1,931",Recruitment costs,"Asia, Caribbean and Overseas Territories",,201689-106
DFID,DFID,04-May-12,NORTHGATE HR LIMITED,"£2,761",Computer software maintenance,Business Solutions Division Level,,200002-105
DFID,DFID,04-May-12,COMPUTACENTER (UK) LTD,"£38,203",Hardware -Laptop PCs,Business Solutions Division Level,,200003-150
DFID,DFID,04-May-12,COMPUTACENTER (UK) LTD,"£14,491",Hardware -Laptop PCs,Business Solutions Division Level,,200003-150
DFID,DFID,04-May-12,COMPUTACENTER (UK) LTD,"£65,867",Hardware -Laptop PCs,Business Solutions Division Level,,200003-150
DFID,DFID,04-May-12,FOREIGN AND COMMONWEALTH OFFICE (FCO),"£83,679",other information and communication technologies,Business Solutions Division Level,,200003-121
DFID,DFID,04-May-12,Home and Away,£525,Entertainment & Hospitality,East and Central Africa,,202586-101
DFID,DFID,04-May-12,Juba Grand Hotel,£999,Hotels - Accommodation only,East and Central Africa,,202594-101
DFID,DFID,04-May-12,HLSP LTD,"£33,920",Technical and Advisory Services,East and Central Africa,,202610-102
DFID,DFID,04-May-12,Judith Sandford,"£3,977",Technical and Advisory Services,East and Central Africa,,113951-101
DFID,DFID,04-May-12,Sudanese Mobile Telephone Company (ZAIN),£503,Telephone Usage & services,East and Central Africa,,202586-101
DFID,DFID,04-May-12,CITY OF WESTMINSTER,"£36,785",Property rates,"Human Resources,Security & Facilities Division",Business Improvement District charges for the period 01/04/2012 - 31/03/2013.,100187-101
DFID,DFID,04-May-12,Nathan Associates London Ltd,"£1,395",Technical and Advisory Services,International Finance Division,,114009-103
DFID,DFID,04-May-12,Nathan Associates London Ltd,"£38,744",Technical and Advisory Services,International Finance Division,,114009-102
DFID,DFID,04-May-12,BSL Interlenguas,"£6,400",Training - Course Fees,International Finance Division,,100111-101
DFID,DFID,04-May-12,OHCHR,"£1,250,000",Aid Programme - Core contributions,International Relations Division,,202467-101
DFID,DFID,04-May-12,SAFERWORLD,"£434,790",Aid Programme - Partnership Programme Arrangements,Policy Division,,202709-101
DFID,DFID,04-May-12,ISLAMIC RELIEF,"£50,000",Aid Programme - Partnership Programme Arrangements,Policy Division,,203105-101
DFID,DFID,04-May-12,IMPERIAL COLLEGE LONDON,"£471,532",Technical and Advisory Services,Policy Division,,200706-101
DFID,DFID,04-May-12,HAREWELLE INTERNATIONAL LIMITED,"£6,801",Technical and Advisory Services,Policy Division,,202884-101
DFID,DFID,04-May-12,LONDON SCHOOL OF HYGIENE AND TR,"£62,161",Aid Programme - Accountable Grant Payments,Research and Evidence Division,,201642-105
DFID,DFID,04-May-12,Crown Agents Bank,"£178,239",Research & Development costs,Research and Evidence Division,,114010-102
DFID,DFID,04-May-12,THE IDL GROUP,£650,Technical and Advisory Services,Research and Evidence Division,,201014-102
DFID,DFID,04-May-12,Catholic Commission for Justice and Peace,"£362,217",Aid Programme - Accountable Grant Payments,West and Southern Africa,,202559-103
DFID,DFID,04-May-12,Taaka Awori,"£2,107",Consultancy Services,West and Southern Africa,,101613-101
DFID,DFID,04-May-12,Supplier Name withheld,£574,Hotels - Accommodation only,West and Southern Africa,,104200-103
DFID,DFID,04-May-12,Supplier Name withheld,£770,Hotels - Accommodation only,West and Southern Africa,,100152-106
DFID,DFID,04-May-12,Supplier Name withheld,"£1,033",Hotels - Accommodation only,West and Southern Africa,,101622-103
DFID,DFID,04-May-12,Supplier Name withheld,"£1,640",Hotels - Accommodation only,West and Southern Africa,,100152-105
DFID,DFID,04-May-12,Xerographics,£665,Office Supplies,West and Southern Africa,,101618-101
DFID,DFID,04-May-12,ABT ASSOCIATES INC,"£2,093,054",Technical and Advisory Services,West and Southern Africa,,104229-101
DFID,DFID,04-May-12,MALARIA CONSORTIUM,"£932,057",Technical and Advisory Services,West and Southern Africa,,104223-101
DFID,DFID,04-May-12,MALARIA CONSORTIUM,"£1,186,591",Technical and Advisory Services,West and Southern Africa,,104223-101
DFID,DFID,04-May-12,Crown Agents Bank,"£6,946",Technical and Advisory Services,West and Southern Africa,,200469-110
DFID,DFID,04-May-12,Crown Agents Bank,"£96,381",Technical and Advisory Services,West and Southern Africa,,200469-110
DFID,DFID,04-May-12,ADAM SMITH INTERNATIONAL  LTD,"£395,601",Technical and Advisory Services,West and Southern Africa,,104190-102
DFID,DFID,04-May-12,DEVELOPMENT MANAGEMENT ASSOCIATES,"£12,188",Technical and Advisory Services,West and Southern Africa,,200366-102
DFID,DFID,04-May-12,Supplier Name withheld,"£190,618",Aid Programme - Accountable Grant Payments,Western Asia and Stabilisation Division,,200898-106
DFID,DFID,04-May-12,Juba Grand Hotel,"£2,655",Hotels - Accommodation only,Western Asia and Stabilisation Division,,202288-107
DFID,DFID,04-May-12,Supplier Name withheld,"£97,771",Technical and Advisory Services,Western Asia and Stabilisation Division,,200898-104
DFID,DFID,04-May-12,Supplier Name withheld,"£182,408",Technical and Advisory Services,Western Asia and Stabilisation Division,,114286-102
DFID,DFID,05-May-12,Recipient name withheld,"£3,146",Air fares,Western Asia and Stabilisation Division,,201011-108
DFID,DFID,06-May-12,VODAFONE CORPORATE,"£2,265",Telephone Usage & services,Business Solutions Division Level,,200002-118
DFID,DFID,07-May-12,JMC Umoja House,"£2,488",Facilities Management payments,East and Central Africa,,100230-101
DFID,DFID,07-May-12,JMC Umoja House,"£5,805",Facilities Management payments,East and Central Africa,,101634-101
DFID,DFID,07-May-12,Supplier Name withheld,"£7,184",Hotels - Accommodation only,West and Southern Africa,,202942-101
DFID,DFID,07-May-12,Supplier Name withheld,"£3,406",Secure staff accomodation,West and Southern Africa,,101620-101
DFID,DFID,07-May-12,Vicdor Resolute Limited,"£1,166",Facilities Management payments,West and Southern Africa,,101613-101
DFID,DFID,07-May-12,Liquid Logic Mocambique Lda,£565,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,,101620-101
DFID,DFID,07-May-12,Professor Ali Yahaya,"£2,613",Technical and Advisory Services,West and Southern Africa,,104254-101
DFID,DFID,07-May-12,Shehu Musa Yar'Adua Centre,"£4,987",Technical and Advisory Services,West and Southern Africa,,200274-104
DFID,DFID,07-May-12,Godfrey Ewool,"£3,498",Technical and Advisory Services,West and Southern Africa,,201584-102
DFID,DFID,07-May-12,Avari Lahore,"£1,127",Hotels - Accommodation only,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,07-May-12,Pace Travels,"£3,633",Air fares,Western Asia and Stabilisation Division,,203029-101
DFID,DFID,07-May-12,Collective for  Social Science Research (pvt) Ltd,"£1,715",Technical and Advisory Services,Western Asia and Stabilisation Division,,108750-101
DFID,DFID,07-May-12,Collective for  Social Science Research (pvt) Ltd,"£11,851",Technical and Advisory Services,Western Asia and Stabilisation Division,,108750-102
DFID,DFID,08-May-12,THE ASIA FOUNDATION,"£76,526",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,202798-102
DFID,DFID,08-May-12,SAINT HELENA NATIONAL TRUST,"£5,956",Aid Programme - Accountable Grant Payments,"Asia, Caribbean and Overseas Territories",,201049-101
DFID,DFID,08-May-12,Haroon Engineering Limited,£519,Building Plant - Air Conditioners,"Asia, Caribbean and Overseas Territories",,100025-101
DFID,DFID,08-May-12,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,"£98,131",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,114040-101
DFID,DFID,08-May-12,Dr Toran Sharma,"£1,962",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,203186-101
DFID,DFID,08-May-12,BRITISH COUNCIL,"£170,327",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202393-102
DFID,DFID,08-May-12,DEREK TAYLOR,"£16,197",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202083-101
DFID,DFID,08-May-12,QUTAB SERVICE STATION,£804,Vehicle Repairs & Maintenance,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,08-May-12,MALARIA NO MORE UK,"£37,825",Aid Programme - Accountable Grant Payments,Communications Division,,201522-101
DFID,DFID,08-May-12,AGRA IN AFRICA (NO2),"£318,448",Aid Programme - Accountable Grant Payments,East and Central Africa,,201575-102
DFID,DFID,08-May-12,AGRA IN AFRICA (NO2),"£318,448",Aid Programme - Accountable Grant Payments,East and Central Africa,,201575-101
DFID,DFID,08-May-12,K.B.M Investments Ltd,£700,Facilities Management payments,East and Central Africa,,101635-101
DFID,DFID,08-May-12,Public Health Solutions Limited,"£1,545",Facilities Management payments,East and Central Africa,,100234-101
DFID,DFID,08-May-12,Synotec (U) Ltd,£613,Facilities Management payments,East and Central Africa,,101635-101
DFID,DFID,08-May-12,K.B.M Investments Ltd,£974,Facilities Management payments,East and Central Africa,,101635-101
DFID,DFID,08-May-12,Victoria Engineering,£921,Facilities Management payments,East and Central Africa,,101635-101
DFID,DFID,08-May-12,K.B.M Investments Ltd,£636,Facilities Management payments,East and Central Africa,,101635-101
