Newcastle City Council Invoices over £500 paid in October 2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,22 October 2012,MOMENTUM,5684256,Revenue,1MH50,Ind Home Spot Pur PD         M,1388.80,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19 October 2012,MOMENTUM,5683329,Revenue,1MH50,Ind Home Spot Pur PD         M,1859.90,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,MOMENTUM,5673521,Revenue,1MH50,Ind Home Spot Pur PD         M,1948.07,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19 October 2012,MOMENTUM,5683352,Revenue,1MH50,Ind Home Spot Pur PD         M,2164.70,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,MOMENTUM,5673302,Revenue,1MH50,Ind Home Spot Pur PD         M,2238.75,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,MOMENTUM,5673301,Revenue,1MH50,Ind Home Spot Pur PD         M,3043.23,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19 October 2012,MOMENTUM,5682810,Revenue,1MH50,Ind Home Spot Pur PD         M,3591.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,22 October 2012,NEURO PARTNERS LTD,5684200,Revenue,1MG50,Ind Home Spot Pur Elderly    M,797.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,02 October 2012,NEURO PARTNERS LTD,5663586,Revenue,1MH50,Ind Home Spot Pur PD         M,507.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,02 October 2012,NEURO PARTNERS LTD,5663624,Revenue,1MH50,Ind Home Spot Pur PD         M,580.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,02 October 2012,NEURO PARTNERS LTD,5663847,Revenue,1MH50,Ind Home Spot Pur PD         M,580.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,02 October 2012,NEURO PARTNERS LTD,5663979,Revenue,1MH50,Ind Home Spot Pur PD         M,2552.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19 October 2012,NEURO PARTNERS LTD,5683349,Revenue,1MH50,Ind Home Spot Pur PD         M,3545.63,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,08 October 2012,NEURO PARTNERS LTD,5668950,Revenue,1MH50,Ind Home Spot Pur PD         M,9813.75,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,22 October 2012,NEURO PARTNERS LTD,5684391,Revenue,1MM50,Ind Home - Spot Pur MH       M,580.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19 October 2012,NEURO PARTNERS LTD,5683350,Revenue,1MM50,Ind Home - Spot Pur MH       M,725.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19 October 2012,NEURO PARTNERS LTD,5683349,Revenue,1MM50,Ind Home - Spot Pur MH       M,1059.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,23 October 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5687203,Revenue,1MR08,Resource Management - SupportM,2856.55,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,02 October 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5663588,Revenue,1MR08,Resource Management - SupportM,2856.55,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,17 October 2012,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5679929,Revenue,1MG54,Carers Grant Eld             M,1114.06,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5673309,Revenue,1MK54,Dom Care Own Tenancy LD      M,440.96,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5673625,Revenue,1MK55,Dom Care Family/Carer LD     M,330.72,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,08 October 2012,NORWOOD RAVENSWOOD SERVICES LTD,5668897,Revenue,1MK60,Ind Day Care LD              M,1455.04,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,05 October 2012,PHOENIX HOUSE,5663621,Revenue,1MP27,DAT Residential Rehab        M,334.29,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,05 October 2012,PHOENIX HOUSE,5663582,Revenue,1MP27,DAT Residential Rehab        M,575.71,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,05 October 2012,PHOENIX HOUSE,5663845,Revenue,1MP27,DAT Residential Rehab        M,631.53,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,05 October 2012,PHOENIX HOUSE,5663978,Revenue,1MP27,DAT Residential Rehab        M,1815.65,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,POSITIVE LIFE CHOICES(F),5673662,Revenue,1MH50,Ind Home Spot Pur PD         M,373.45,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,POSITIVE LIFE CHOICES(F),5689192,Revenue,1MH50,Ind Home Spot Pur PD         M,373.45,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,22 October 2012,POSITIVE LIFE CHOICES(F),5684187,Revenue,1MH50,Ind Home Spot Pur PD         M,373.45,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,17 October 2012,POSITIVE LIFE CHOICES(F),5665553,Revenue,1MH50,Ind Home Spot Pur PD         M,373.45,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,31 October 2012,POSITIVE LIFE CHOICES(F),5684424,Revenue,1MH50,Ind Home Spot Pur PD         M,501.30,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,POSITIVE LIFE CHOICES(F),5689164,Revenue,1MH50,Ind Home Spot Pur PD         M,501.30,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,17 October 2012,POSITIVE LIFE CHOICES(F),5665552,Revenue,1MH50,Ind Home Spot Pur PD         M,501.30,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,POSITIVE LIFE CHOICES(F),5673519,Revenue,1MH50,Ind Home Spot Pur PD         M,501.30,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,POSITIVE LIFE CHOICES(F),5669060,Revenue,1MK54,Dom Care Own Tenancy LD      M,1502.90,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,22 October 2012,POSITIVE LIFE CHOICES(F),5684208,Revenue,1MK54,Dom Care Own Tenancy LD      M,1502.90,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,17 October 2012,POSITIVE LIFE CHOICES(F),5665548,Revenue,1MK54,Dom Care Own Tenancy LD      M,1502.90,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,POSITIVE LIFE CHOICES(F),5669099,Revenue,1MK55,Dom Care Family/Carer LD     M,261.79,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,POSITIVE LIFE CHOICES(F),5689165,Revenue,1MK55,Dom Care Family/Carer LD     M,261.79,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,22 October 2012,POSITIVE LIFE CHOICES(F),5684393,Revenue,1MK55,Dom Care Family/Carer LD     M,261.79,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,17 October 2012,POSITIVE LIFE CHOICES(F),5665540,Revenue,1MK55,Dom Care Family/Carer LD     M,261.79,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,12 October 2012,PRESTIGE NURSING,5668898,Revenue,1MH50,Ind Home Spot Pur PD         M,302.24,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,Redacted Personal Data,5673300,Revenue,1MK60,Ind Day Care LD              M,480.20,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,ST ANTHONYS OF PADUA CARE SERVICES,5688446,Revenue,1MH50,Ind Home Spot Pur PD         M,645.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,THE PIERPOINT GROUP,5688470,Revenue,1MP27,DAT Residential Rehab        M,350.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,THE PIERPOINT GROUP,5673512,Revenue,1MP27,DAT Residential Rehab        M,350.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,24 October 2012,THE PIERPOINT GROUP,5688402,Revenue,1MP27,DAT Residential Rehab        M,1193.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,10 October 2012,THE PIERPOINT GROUP,5673311,Revenue,1MP27,DAT Residential Rehab        M,2300.79,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,08 October 2012,UNITED RESPONSE,5669061,Revenue,1MK54,Dom Care Own Tenancy LD      M,259.63,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,08 October 2012,UNITED RESPONSE,5668901,Revenue,1MK54,Dom Care Own Tenancy LD      M,2018.64,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,08 October 2012,UNITED RESPONSE,5669062,Revenue,1MK54,Dom Care Own Tenancy LD      M,3772.93,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,17 October 2012,UNITED RESPONSE,5668900,Revenue,1MK55,Dom Care Family/Carer LD     M,312.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,12 October 2012,UNITED RESPONSE,5669084,Revenue,1MK60,Ind Day Care LD              M,1320.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Harehills       ,Premises,11 October 2012,BUNZL CLEANING & HYGIENE SUPPLIES,5665373,Revenue,1MG23,Harehills                    M,345.70,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Harehills       ,Premises,08 October 2012,N POWER NORTHERN LTD,5668951,Revenue,1MG23,Harehills                    M,757.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Harehills       ,Supplies & Services,26 October 2012,CARE AND MOBILITY SERVICES,5690886,Revenue,1MG23,Harehills                    M,940.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,DAVID JOHNSON TAXIS,5669284,Revenue,1MK60,Ind Day Care LD              M,1500.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,DJ MINIBUSES,5668922,Revenue,1MK60,Ind Day Care LD              M,435.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,26 October 2012,DJ MINIBUSES,5690932,Revenue,1MK60,Ind Day Care LD              M,435.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,10 October 2012,DJ MINIBUSES,5673326,Revenue,1MK60,Ind Day Care LD              M,435.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,11 October 2012,DJ MINIBUSES,5675186,Revenue,1MK60,Ind Day Care LD              M,435.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,26 October 2012,FIVE STAR SERVICES LTD,5690933,Revenue,1MK60,Ind Day Care LD              M,253.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,FIVE STAR SERVICES LTD,5668919,Revenue,1MK60,Ind Day Care LD              M,306.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,10 October 2012,FIVE STAR SERVICES LTD,5673327,Revenue,1MK60,Ind Day Care LD              M,316.60,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,10 October 2012,FIVE STAR SERVICES LTD,5673328,Revenue,1MK60,Ind Day Care LD              M,338.30,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,FIVE STAR SERVICES LTD,5668906,Revenue,1MK60,Ind Day Care LD              M,342.40,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,FIVE STAR SERVICES LTD,5684717,Revenue,1MK60,Ind Day Care LD              M,371.60,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,26 October 2012,FIVE STAR SERVICES LTD,5690927,Revenue,1MK60,Ind Day Care LD              M,388.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,FIVE STAR SERVICES LTD,5668907,Revenue,1MK60,Ind Day Care LD              M,397.20,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,FIVE STAR SERVICES LTD,5684718,Revenue,1MK60,Ind Day Care LD              M,427.80,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,FIVE STAR SERVICES LTD,5668905,Revenue,1MK60,Ind Day Care LD              M,556.40,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,26 October 2012,LA TAXIS,5690928,Revenue,1MK60,Ind Day Care LD              M,300.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,10 October 2012,LA TAXIS,5673323,Revenue,1MK60,Ind Day Care LD              M,347.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,LA TAXIS,5684712,Revenue,1MK60,Ind Day Care LD              M,352.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,LA TAXIS,5684709,Revenue,1MK60,Ind Day Care LD              M,452.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,LA TAXIS,5668925,Revenue,1MK60,Ind Day Care LD              M,645.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,LA TAXIS,5684708,Revenue,1MK60,Ind Day Care LD              M,780.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,26 October 2012,LA TAXIS,5690929,Revenue,1MK60,Ind Day Care LD              M,927.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,LA TAXIS,5684711,Revenue,1MK60,Ind Day Care LD              M,957.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,NODA TAXIS LTD,5684715,Revenue,1MK60,Ind Day Care LD              M,259.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,08 October 2012,NODA TAXIS LTD,5668917,Revenue,1MK60,Ind Day Care LD              M,269.41,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,26 October 2012,NODA TAXIS LTD,5690925,Revenue,1MK60,Ind Day Care LD              M,295.60,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Learn Disab     ,Transport,22 October 2012,NODA TAXIS LTD,5684714,Revenue,1MK60,Ind Day Care LD              M,351.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Lewcock House   ,Premises,31 October 2012,BUNZL CLEANING & HYGIENE SUPPLIES,5624929,Revenue,1MG25,Lewcock House                M,582.13,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Lewcock House   ,Premises,10 October 2012,JTM SERVICE,5669161,Revenue,1MG25,Lewcock House                M,281.92,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,15 October 2012,D R SUMMERS PROPERTY MAINTENANCE,5676776,Revenue,1MG70,Equip & Adapt Eldery         M,280.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,15 October 2012,D R SUMMERS PROPERTY MAINTENANCE,5676772,Revenue,1MG70,Equip & Adapt Eldery         M,320.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,15 October 2012,D R SUMMERS PROPERTY MAINTENANCE,5676769,Revenue,1MG70,Equip & Adapt Eldery         M,400.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,26 October 2012,EASIBATHE,5664585,Revenue,1MG70,Equip & Adapt Eldery         M,485.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,25 October 2012,FREEDOM LINK,5681715,Revenue,1MG70,Equip & Adapt Eldery         M,342.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,22 October 2012,LIVEASY,5679034,Revenue,1MG70,Equip & Adapt Eldery         M,264.60,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,04 October 2012,NEWCASTLE ON TYNE HOSPITALS NHS TRUST,5666783,Revenue,1MG70,Equip & Adapt Eldery         M,422.70,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,12 October 2012,SERVICE DIRECT,5676742,Revenue,1MG70,Equip & Adapt Eldery         M,2718.34,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,19 October 2012,SERVICE DIRECT,5682628,Revenue,1MG70,Equip & Adapt Eldery         M,17582.80,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Occ Therapy     ,Supplies & Services,22 October 2012,STANNAH LIFT SERVICES LTD,5608454,Revenue,1MG70,Equip & Adapt Eldery         M,640.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Phys Disab      ,Transport,08 October 2012,NEWCASTLE AMBULANCE SERVICE,5668920,Revenue,1MH60,Ind Day Care PD              M,2203.20,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Phys Disab      ,Transport,08 October 2012,NEWCASTLE AMBULANCE SERVICE,5668921,Revenue,1MH60,Ind Day Care PD              M,2203.20,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Phys Disab      ,Transport,24 October 2012,NEWCASTLE AMBULANCE SERVICE,5688858,Revenue,1MH60,Ind Day Care PD              M,2203.20,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Phys Disab      ,Transport,10 October 2012,NEWCASTLE AMBULANCE SERVICE,5673324,Revenue,1MH60,Ind Day Care PD              M,2203.20,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Phys Disab      ,Transport,12 October 2012,NEWCASTLE AMBULANCE SERVICE,5676327,Revenue,1MH60,Ind Day Care PD              M,2203.20,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Scrogg Road     ,Premises,12 October 2012,GS TRANSPORT,5676332,Revenue,1MM23,Scrogg Road                  M,5255.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Sens Supp       ,Supplies & Services,08 October 2012,HEARING PRODUCTS INTERNATIONAL,5669348,Revenue,1MH70,Sensory Support PD           M,1259.40,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Sens Supp       ,Supplies & Services,08 October 2012,SARABEC LTD,5669108,Revenue,1MH70,Sensory Support PD           M,382.76,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Transformation  ,Supplies & Services,22 October 2012,Redacted Personal Data,5684162,Revenue,1MR24,Performance Management       M,367.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Premises,15 October 2012,N POWER NORTHERN LTD,5678076,Revenue,1MX01,Welford Centre               M,984.71,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Premises,15 October 2012,N POWER NORTHERN LTD,5678075,Revenue,1MX01,Welford Centre               M,1009.63,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Supplies & Services,26 October 2012,DOWNS FURNITURE,5687184,Revenue,1MX01,Welford Centre               M,385.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Supplies & Services,09 October 2012,HILL-ROM  UK LTD,5540106,Revenue,1MR55,Equipment & Furn Misc        M,5152.80,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Supplies & Services,26 October 2012,PERCY HEDLEY CENTRE,5682783,Revenue,1MX01,Welford Centre               M,300.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Supplies & Services,02 October 2012,PERCY HEDLEY CENTRE,5663458,Revenue,1MX01,Welford Centre               M,325.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,25 October 2012,BARE TOED CO,5681761,Revenue,1DF16,Arts Connect                 M,300.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,24 October 2012,DIGITAL VOICE,5688529,Revenue,1DF16,Arts Connect                 M,1237.50,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,25 October 2012,INGRAM SOUNDS,5689946,Revenue,1DF07,NORTH ARTS OFFICER           M,1278.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,10 October 2012,JILL BENNISON ASSOCIATES LTD,5650364,Revenue,1DF07,NORTH ARTS OFFICER           M,834.97,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,02 October 2012,NEWCASTLE GATESHEAD INITIATIVE,5664212,Revenue,1DE91,Newcastle Gatshead InitiativeF,15000.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,17 October 2012,NEWCASTLE GATESHEAD INITIATIVE,5680895,Revenue,1DF60,Culture 10                   M,25000.00,,,,,,,,,,,,,,,
Adult & Culture,Adult Serv-Arts & Cul      ,Supplies & Services,08 October 2012,Redacted Personal Data,5650363,Revenue,1DF07,NORTH ARTS OFFICER           M,550.00,,,,,,,,,,,,,,,
