Table 1.1,,,,,,,,,,,,,,,,,
"A2. How many employees does your business currently employ across all sites, excluding owners and partners?",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Yes - Once (1),*%,*%,1%,1%,0%,0%,1%,0%,*%,*%,3%,0%,1%,*%,0%,2%,*%
Yes - 2 or 3 times (3),*%,0%,*%,0%,0%,0%,0%,0%,*%,*%,*%,0%,*%,0%,0%,0%,*%
Yes - More than 3 times (4),*%,*%,1%,0%,*%,0%,0%,*%,1%,*%,*%,*%,*%,*%,0%,*%,*%
No missed payments (0),90%,90%,90%,91%,99%,95%,87%,90%,85%,89%,89%,90%,90%,89%,89%,87%,91%
We don't have a loan or lease/HP agreement,9%,9%,6%,4%,0%,5%,12%,9%,12%,10%,7%,9%,7%,10%,11%,11%,8%
Don't know/Refused,1%,*%,3%,4%,1%,0%,*%,1%,2%,1%,*%,1%,1%,1%,0%,*%,1%
Base for stats,460,381,68,11,60,59,144,139,58,197,71,389,192,268,38,112,305
Mean,0.02,0.01,0.05,0.01,0.01,0,0.02,0.01,0.06,0.03,0.06,0.01,0.02,0.02,0,0.03,0.01
Standard error,0.01,0.01,0.03,0.01,0.03,0,0.01,0.02,0.05,0.02,0.03,0.01,0.01,0.02,0,0.03,0.01
Table 4.10,,,,,,,,,,,,,,,,,
"D7. Have you tried to obtain finance for your business in the past 6 months? IF YES, PROBE FOR NUMBER OF TIMES",,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
"Yes, once only",11%,10%,14%,19%,12%,13%,11%,9%,12%,10%,72%,0%,15%,8%,9%,16%,9%
"Yes, more than once",4%,3%,8%,25%,3%,3%,3%,7%,3%,5%,28%,0%,8%,2%,*%,8%,3%
No,84%,87%,73%,51%,82%,84%,85%,84%,83%,84%,0%,99%,76%,90%,90%,76%,86%
Don't know,1%,0%,5%,4%,2%,0%,*%,*%,2%,1%,0%,1%,1%,1%,0%,0%,1%
Table 4.11,,,,,,,,,,,,,,,,,
D8. I'd like to ask you about the most important of these occasions in the last 6 months when you applied for finance. What did you try to obtain finance for?,,,,,,,,,,,,,,,,,
Base: Where have tried to obtain finance,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,131,36,51,44,22,11,39,32,27,59,131,86,45,8,31,92
Weighted Bases,77,55,16,5,9,10,24,23,10,34,77,49,28,4,30,43
"Working capital, cashflow",39%,41%,32%,35%,29%,52%,54%,33%,10%,26%,39%,38%,39%,39%,34%,42%
Acquiring capital equipment or vehicles,29%,23%,42%,42%,63%,28%,23%,26%,15%,23%,29%,28%,29%,12%,36%,25%
Buying land or buildings,14%,17%,10%,4%,5%,20%,12%,16%,21%,17%,14%,17%,10%,8%,12%,16%
Improving buildings,6%,6%,5%,3%,0%,0%,10%,0%,21%,6%,6%,4%,9%,0%,0%,10%
Buying another business,2%,2%,2%,4%,0%,0%,1%,5%,1%,4%,2%,3%,1%,0%,4%,1%
Research & Development,2%,1%,1%,6%,0%,0%,0%,1%,9%,4%,2%,2%,1%,5%,3%,*%
Refinancing the business,1%,0%,3%,6%,0%,0%,2%,0%,4%,1%,1%,1%,1%,0%,1%,2%
Marketing,1%,0%,4%,0%,0%,0%,0%,3%,0%,2%,1%,1%,0%,9%,0%,1%
Acquiring intellectual property,*%,0%,2%,0%,3%,0%,0%,0%,0%,0%,*%,1%,0%,0%,0%,1%
Other,9%,10%,7%,3%,0%,0%,2%,18%,19%,18%,9%,7%,12%,37%,9%,5%
Don't know,*%,0%,2%,0%,0%,0%,1%,0%,0%,0%,*%,1%,0%,0%,1%,0%
Table 4.12,,,,,,,,,,,,,,,,
"D9. What type of finance did you seek? Please include all types of finance including where you failed to obtain it, if applicable.",,,,,,,,,,,,,,,,
Base: Where have tried to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,131,36,51,44,22,11,39,32,27,59,131,86,45,8,31,92
Weighted Bases,77,55,16,5,9,10,24,23,10,34,77,49,28,4,30,43
Bank loan,55%,65%,33%,24%,44%,42%,75%,51%,44%,49%,55%,51%,63%,56%,65%,49%
Bank overdraft,14%,15%,14%,11%,0%,36%,4%,23%,10%,19%,14%,16%,11%,33%,8%,17%
Leasing or hire purchase,11%,4%,27%,33%,15%,0%,12%,11%,16%,13%,11%,8%,17%,0%,11%,12%
Grant,10%,10%,8%,6%,23%,0%,9%,12%,2%,9%,10%,7%,14%,0%,10%,10%
Mortgage for property purchase or improvement,9%,10%,9%,6%,3%,0%,8%,10%,26%,15%,9%,13%,3%,8%,8%,10%
Loan from a Community Development Finance Institution,3%,5%,0%,0%,0%,15%,0%,5%,0%,3%,3%,3%,4%,0%,0%,6%
Factoring/invoice discounting (asset finance),2%,0%,8%,9%,9%,6%,*%,1%,0%,1%,2%,3%,1%,3%,*%,3%
Equity investment from existing shareholders,2%,1%,1%,5%,0%,1%,0%,1%,7%,3%,2%,1%,3%,0%,0%,3%
Loan from family/business partner/directors,1%,0%,4%,0%,0%,0%,1%,1%,0%,1%,1%,1%,0%,0%,0%,1%
Credit card finance,*%,0%,2%,0%,3%,0%,0%,0%,0%,0%,*%,1%,0%,0%,0%,1%
Trade finance,*%,0%,0%,5%,0%,0%,1%,*%,0%,*%,*%,*%,*%,0%,0%,1%
Equity investment from new shareholders,*%,0%,1%,0%,0%,0%,0%,1%,0%,1%,*%,*%,0%,0%,0%,*%
Other,2%,1%,4%,5%,1%,0%,3%,*%,7%,2%,2%,2%,2%,0%,2%,2%
Don't know,1%,0%,6%,2%,1%,0%,4%,0%,0%,0%,1%,2%,*%,0%,1%,2%
Summary: Any equity,2%,1%,3%,5%,0%,1%,0%,2%,7%,4%,2%,1%,3%,0%,0%,3%
Summary: Any bank finance,74%,84%,51%,39%,50%,79%,83%,73%,75%,73%,74%,77%,70%,97%,78%,70%
Table 4.13,,,,,,,,,,,,,,,,
"D9A. Before you applied for finance, how confident were you that you would be successful?",,,,,,,,,,,,,,,,
Base: Where have tried to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,131,36,51,44,22,11,39,32,27,59,131,86,45,8,31,92
Weighted Bases,77,55,16,5,9,10,24,23,10,34,77,49,28,4,30,43
Very confident (2),35%,28%,53%,61%,68%,30%,32%,30%,31%,30%,35%,30%,44%,10%,36%,37%
Fairly confident (1),35%,39%,25%,22%,24%,41%,36%,29%,53%,36%,35%,40%,26%,50%,28%,38%
Not very confident (-1),21%,24%,13%,6%,6%,30%,22%,28%,7%,22%,21%,24%,15%,40%,24%,17%
Not at all confident (-2),7%,9%,3%,8%,0%,0%,7%,14%,9%,12%,7%,5%,12%,0%,11%,6%
Don't know,1%,0%,6%,2%,1%,0%,4%,0%,0%,0%,1%,1%,3%,0%,1%,2%
Summary: Confident,70%,67%,78%,84%,92%,70%,68%,58%,84%,66%,70%,71%,70%,60%,64%,76%
Summary: Not confident,28%,33%,16%,14%,6%,30%,28%,42%,16%,34%,28%,29%,27%,40%,35%,23%
Base for stats,76,55,15,5,9,10,23,23,10,34,76,48,27,4,29,42
Mean,0.71,0.52,1.19,1.27,1.57,0.7,0.68,0.33,0.89,0.5,0.71,0.68,0.76,0.3,0.55,0.86
Standard error,0.12,0.23,0.17,0.21,0.18,0.38,0.22,0.27,0.24,0.19,0.12,0.14,0.23,0.45,0.27,0.13
Table 4.14,,,,,,,,,,,,,,,,
"D9B. And before you applied for finance, did you take any of the following steps to try and ensure you were successful in obtaining finance?",,,,,,,,,,,,,,,,
Base: Where have tried to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,131,36,51,44,22,11,39,32,27,59,131,86,45,8,31,92
Weighted Bases,77,55,16,5,9,10,24,23,10,34,77,49,28,4,30,43
You spoke first with a bank to get their advice,51%,50%,56%,38%,22%,53%,52%,52%,69%,57%,51%,62%,31%,92%,37%,56%
You made sure you had an up to date business plan,44%,43%,46%,54%,33%,20%,53%,45%,55%,48%,44%,48%,38%,52%,39%,47%
You had a business plan and/or application looked over by a professional adviser,35%,38%,23%,30%,17%,30%,42%,39%,27%,36%,35%,46%,15%,43%,46%,26%
You read some business websites,20%,21%,23%,6%,24%,15%,12%,27%,26%,26%,20%,20%,19%,80%,15%,18%
You spoke to other businesses to get their advice,16%,17%,17%,6%,23%,17%,4%,24%,15%,21%,16%,18%,12%,35%,17%,13%
Your took a course in business finance,3%,3%,3%,2%,3%,15%,0%,1%,1%,1%,3%,4%,0%,36%,*%,1%
None of these,25%,24%,30%,31%,50%,27%,25%,21%,12%,19%,25%,12%,48%,0%,29%,26%
Table 4.15,,,,,,,,,,,,,,,,
D9C. Did your bank discuss whether a loan backed by a government guarantee was suitable for your business?,,,,,,,,,,,,,,,,
Base: Where have sought bank finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,70,28,25,17,4,7,23,19,17,36,70,47,23,7,17,46
Weighted Bases,54,44,7,2,4,8,19,17,5,22,54,34,19,4,22,27
Yes,17%,15%,29%,20%,7%,27%,11%,24%,9%,20%,17%,18%,15%,46%,12%,16%
No,74%,77%,57%,75%,84%,73%,68%,76%,89%,79%,74%,72%,79%,54%,76%,76%
Don't know,9%,8%,14%,5%,10%,0%,21%,0%,2%,*%,9%,10%,6%,0%,12%,7%
Table 4.16,,,,,,,,,,,,,,,,
D9D. Was this the Small Firms Loan Guarantee or the Enterprise Finance Guarantee?,,,,,,,,,,,,,,,,
Base: Where discussed whether government guarantee was suitable,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,14,4,7,3,1,3,4,4,2,6,14,11,3,2,2,10
Weighted Bases,9,7,2,*,*,2,2,4,*,4,9,6,3,2,3,4
Small Firms Loan Guarantee,34%,42%,10%,30%,0%,0%,78%,28%,50%,30%,34%,5%,93%,0%,100%,7%
Enterprise Finance Guarantee,9%,0%,32%,37%,0%,0%,22%,9%,0%,8%,9%,14%,0%,20%,0%,11%
Other,12%,0%,45%,34%,0%,31%,0%,6%,50%,10%,12%,15%,7%,0%,0%,25%
Don't know,45%,58%,13%,0%,100%,69%,0%,57%,0%,51%,45%,66%,0%,80%,0%,57%
Table 4.17,,,,,,,,,,,,,,,,
D10. Did you have any difficulties obtaining this finance from the first source you approached?,,,,,,,,,,,,,,,,
Base: Where have tried to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,131,36,51,44,22,11,39,32,27,59,131,86,45,8,31,92
Weighted Bases,77,55,16,5,9,10,24,23,10,34,77,49,28,4,30,43
"Yes, was unable to obtain any finance (3)",44%,51%,32%,10%,6%,49%,38%,56%,62%,58%,44%,50%,34%,85%,52%,35%
"Yes, obtained some but not all of the finance required (2)",1%,0%,1%,4%,0%,0%,0%,1%,1%,1%,1%,*%,1%,0%,*%,1%
"Yes, obtained all the finance required but with some problems (1)",7%,8%,2%,7%,9%,4%,7%,10%,1%,7%,7%,7%,6%,7%,10%,5%
"No, had no difficulties in obtaining finance (0)",42%,33%,61%,75%,65%,31%,53%,31%,28%,30%,42%,36%,52%,8%,33%,51%
Don't know,6%,7%,4%,4%,20%,16%,1%,1%,8%,3%,6%,6%,7%,0%,4%,9%
Summary: Some difficulty,52%,60%,35%,20%,15%,53%,45%,68%,64%,66%,52%,58%,41%,92%,63%,40%
Summary: No difficulty,42%,33%,61%,75%,65%,31%,53%,31%,28%,30%,42%,36%,52%,8%,33%,51%
Base for stats,72,51,16,5,7,9,24,23,9,33,72,46,26,4,29,39
Mean,1.51,1.76,1.04,0.46,0.34,1.81,1.23,1.84,2.05,1.9,1.51,1.69,1.19,2.62,1.74,1.22
Standard error,0.13,0.25,0.21,0.17,0.19,0.51,0.24,0.25,0.29,0.19,0.13,0.16,0.22,0.38,0.27,0.16
Table 4.18,,,,,,,,,,,,,,,,
"D11X. Were you unable to obtain any finance from this first source because your application was rejected, or because you rejected the terms that were offered to you?",,,,,,,,,,,,,,,,
Base: Where unable to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,40,19,16,5,2,3,10,14,11,25,40,29,11,5,13,22
Weighted Bases,34,28,5,1,1,5,9,13,6,19,34,25,10,4,16,15
Application rejected,71%,70%,72%,100%,50%,90%,51%,74%,80%,76%,71%,71%,71%,100%,56%,79%
Rejected the terms on offer,24%,23%,28%,0%,50%,10%,49%,17%,8%,14%,24%,22%,29%,0%,32%,21%
Other,5%,7%,0%,0%,0%,0%,0%,9%,11%,10%,5%,8%,0%,0%,12%,0%
Table 4.19,,,,,,,,,,,,,,,,
D11Y. Why did you reject the finance offered?,,,,,,,,,,,,,,,,
Base: Where rejected terms offered,,,,,,,,,,,,,,,,
,,SIZE,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,,
,Total,Micro,Small,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,4-10 years,10+ years,,
Unweighted Bases,8,5,3,1,1,3,2,1,3,8,6,2,3,5,,
Weighted Bases,8,7,1,*,1,4,2,1,3,8,5,3,5,3,,
Interest rates too high,34%,41%,0%,0%,0%,36%,50%,0%,41%,34%,0%,100%,32%,37%,,
Fees too high,14%,17%,0%,0%,0%,0%,50%,0%,41%,14%,0%,42%,0%,37%,,
Wanted (too much) personal securitisation,32%,35%,20%,100%,0%,0%,100%,0%,82%,32%,27%,42%,23%,46%,,
Wanted (too much) security on the business - cash reserves,18%,17%,20%,100%,0%,0%,50%,0%,41%,18%,5%,42%,0%,46%,,
Wanted (too much) security on the business - property/assets,4%,0%,20%,100%,0%,0%,0%,0%,0%,4%,5%,0%,0%,9%,,
Other,41%,42%,36%,0%,100%,50%,0%,100%,18%,41%,61%,0%,45%,34%,,
Don't know,8%,0%,44%,0%,0%,14%,0%,0%,0%,8%,12%,0%,0%,20%,,
Table 4.20,,,,,,,,,,,,,,,,
D11A. Which of the following were reasons: for your application for finance being turned down/ for you receiving less finance than you sought/ for the problems you had raising all the finance?,,,,,,,,,,,,,,,,
Base: Where had difficulty obtaining finance or were rejected,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,35,14,13,8,1,4,9,12,9,21,35,25,10,4,11,20
Weighted Bases,28,23,4,1,1,5,6,11,5,16,28,21,7,2,12,14
You were unable to provide enough security,28%,30%,24%,12%,0%,0%,30%,34%,44%,37%,28%,38%,1%,0%,47%,17%
You applied for too much money,24%,24%,26%,0%,100%,61%,0%,9%,38%,18%,24%,31%,3%,15%,10%,37%
Your business sector was considered too risky,21%,17%,40%,61%,0%,0%,43%,26%,6%,20%,21%,18%,29%,0%,16%,29%
Poor personal credit history,12%,15%,0%,0%,0%,0%,25%,0%,38%,12%,12%,8%,25%,0%,13%,14%
There were other reasons,25%,23%,38%,27%,100%,9%,0%,49%,9%,36%,25%,28%,17%,25%,49%,5%
Or no reasons were given,8%,7%,17%,0%,0%,0%,6%,14%,4%,11%,8%,1%,27%,0%,0%,16%
Don't know,5%,6%,0%,0%,0%,30%,0%,0%,0%,0%,5%,7%,0%,60%,0%,0%
Refused,*%,0%,0%,12%,0%,0%,0%,1%,0%,1%,*%,0%,1%,0%,0%,1%
Table 4.21,,,,,,,,,,,,,,,,
"D12. Did you eventually go on to obtain finance you needed for your business, for example, from another source?",,,,,,,,,,,,,,,,
Base: Where did not obtain all the finance needed,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,43,19,17,7,2,3,10,16,12,28,43,30,13,5,14,24
Weighted Bases,35,28,5,1,1,5,9,14,6,20,35,25,10,4,16,15
Yes,25%,23%,36%,28%,50%,29%,11%,40%,10%,30%,25%,34%,3%,42%,30%,16%
No,70%,71%,64%,72%,50%,71%,72%,60%,90%,70%,70%,60%,97%,58%,60%,84%
Don't know,5%,6%,0%,0%,0%,0%,18%,0%,0%,0%,5%,6%,0%,0%,10%,0%
Table 4.22,,,,,,,,,,,,,,,,
D12B. Was this from internal business sources or from an external finance provider?,,,,,,,,,,,,,,,,
Base: Where went on to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,13,5,6,2,1,1,2,7,2,9,13,11,2,1,4,8
Weighted Bases,9,7,2,*,*,1,1,5,1,6,9,8,*,1,5,3
Internal business sources,56%,65%,33%,0%,0%,100%,66%,43%,83%,47%,56%,59%,0%,100%,49%,45%
External finance provider,44%,35%,67%,100%,100%,0%,34%,57%,17%,53%,44%,41%,100%,0%,51%,55%
Table 4.23,,,,,,,,,,,,,,,,
D13 What was the consequence of you not being able to access the finance you needed?,,,,,,,,,,,,,,,,
Base: Where did not go on to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,30,14,11,5,1,2,8,9,10,19,30,19,11,4,10,16
Weighted Bases,26,22,3,1,*,4,8,8,6,14,26,16,10,2,11,13
Deferred plans but eventually went ahead,16%,18%,0%,20%,0%,0%,39%,1%,12%,6%,16%,25%,0%,0%,36%,1%
The business got into serious financial difficulties,7%,5%,16%,19%,0%,0%,4%,14%,6%,11%,7%,4%,12%,0%,14%,2%
Had to drop plans completely,25%,21%,50%,41%,100%,15%,21%,23%,38%,29%,25%,23%,30%,18%,20%,32%
Had to use personal finance,9%,7%,25%,0%,0%,0%,8%,19%,4%,13%,9%,0%,25%,10%,0%,17%
Other,30%,33%,9%,19%,0%,85%,0%,28%,40%,33%,30%,28%,33%,72%,11%,39%
Don't know,13%,16%,0%,0%,0%,0%,28%,14%,0%,8%,13%,21%,0%,0%,21%,9%
Table 4.24,,,,,,,,,,,,,,,,
"D14 Thinking about the new finance you sought in the last 6 months, have you experienced any changes in the interest rate charged for these products compared to what you were charged in the last few years?",,,,,,,,,,,,,,,,
"Base: Where have tried to obtain finance and used bank overdraft, bank loan, mortgage or credit card finance",,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,70,28,25,17,4,7,23,19,17,36,70,47,23,7,17,46
Weighted Bases,54,44,7,2,4,8,19,17,5,22,54,34,19,4,22,27
Yes - Interest rates charged have increased by more than 1 percentage point,14%,13%,17%,14%,0%,27%,12%,17%,0%,13%,14%,11%,18%,37%,12%,12%
Yes - Interest rates charged have increased by less than 1 percentage point,10%,10%,7%,0%,0%,7%,0%,27%,0%,21%,10%,15%,0%,0%,15%,6%
No change in interest rates charged,57%,57%,55%,61%,82%,25%,59%,55%,86%,62%,57%,46%,77%,51%,54%,60%
Yes - Interest rates charged have decreased by less than 1 percentage point,3%,4%,0%,0%,0%,0%,8%,0%,0%,0%,3%,5%,0%,0%,0%,6%
Yes - Interest rates charged have decreased by more than 1 percentage point,*%,0%,3%,0%,0%,0%,0%,0%,4%,1%,*%,1%,0%,0%,0%,1%
Don't know,16%,16%,18%,25%,18%,41%,21%,1%,10%,3%,16%,23%,4%,12%,19%,15%
Table 4.25,,,,,,,,,,,,,,,,
"D15 Thinking about the new finance you sought in the last 6 months, have you experienced any changes in the Terms and Conditions for these products compared to the Terms and Conditions available on these products in the last few years?",,,,,,,,,,,,,,,,
"Base: Where have tried to obtain finance and used bank overdraft, bank loan, mortgage or credit card finance",,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,71,28,25,18,4,7,24,19,17,36,71,48,23,7,17,47
Weighted Bases,54,44,7,2,4,8,19,17,5,22,54,34,19,4,22,27
Had to offer more/new collateral,13%,11%,21%,12%,7%,8%,10%,21%,4%,18%,13%,15%,9%,0%,24%,6%
Bank only released funds in stages,4%,2%,16%,6%,18%,7%,2%,0%,6%,1%,4%,6%,0%,8%,4%,4%
Forced to take out insurance,1%,0%,4%,6%,0%,0%,2%,0%,0%,0%,1%,1%,0%,0%,0%,2%
Had to pay new/increased fee,9%,7%,14%,19%,0%,8%,11%,9%,4%,8%,9%,8%,10%,0%,1%,16%
Other,5%,5%,0%,7%,18%,0%,9%,0%,0%,0%,5%,7%,0%,0%,4%,6%
No changes to terms and conditions experienced,54%,53%,57%,70%,75%,50%,44%,56%,79%,61%,54%,50%,63%,51%,51%,58%
Don't know,24%,27%,18%,5%,0%,41%,36%,14%,10%,13%,24%,27%,19%,41%,22%,24%
Table 4.26,,,,,,,,,,,,,,,,
"D16 Which of these reasons, if any, describe why you not applied for finance in the last 6 months?",,,,,,,,,,,,,,,,
Base: Where have not tried to obtain finance,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,No,Yes,No,0-3 years,4-10 years,10+ years,
Unweighted Bases,377,183,144,50,59,34,97,103,84,187,377,154,223,25,74,275,
Weighted Bases,431,367,58,7,51,52,140,130,57,188,431,161,270,39,96,291,
You did not need finance,78%,77%,82%,87%,84%,66%,73%,86%,75%,83%,78%,68%,84%,62%,77%,81%,
You did not want to take on additional risk,30%,32%,18%,13%,20%,48%,29%,26%,33%,28%,30%,34%,28%,29%,42%,25%,
You thought the finance would be too expensive,12%,13%,6%,4%,9%,19%,7%,10%,24%,15%,12%,14%,11%,19%,13%,10%,
You thought you would be rejected,10%,10%,5%,3%,*%,11%,15%,9%,4%,8%,10%,10%,9%,31%,3%,9%,
Other reasons,3%,3%,3%,5%,1%,5%,4%,3%,4%,3%,3%,7%,1%,7%,*%,4%,
Don't know,1%,0%,4%,7%,2%,0%,0%,*%,3%,1%,1%,1%,1%,0%,0%,1%,
Table 5.1,,,,,,,,,,,,,,,,,
E1 Which of these are your direct customers?,,,,,,,,,,,,,,,,,
Base: All Respondents,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,508,219,195,94,81,45,136,135,111,246,131,377,240,268,33,105,367
Weighted Bases,508,422,74,12,60,62,164,154,68,221,77,431,209,299,43,125,334
Other businesses,67%,68%,66%,73%,93%,81%,54%,82%,31%,67%,75%,66%,70%,66%,63%,79%,64%
The general public,69%,70%,66%,49%,44%,71%,83%,58%,81%,65%,65%,70%,66%,72%,66%,66%,71%
Government departments or other public sector bodies,31%,29%,41%,50%,31%,31%,21%,41%,33%,38%,31%,31%,35%,28%,18%,33%,31%
Charities (Including voluntary organisations ),4%,4%,6%,1%,1%,0%,2%,11%,2%,8%,6%,4%,4%,4%,4%,6%,4%
Other,*%,0%,*%,0%,0%,0%,0%,0%,*%,*%,*%,0%,*%,0%,0%,*%,0%
Table 5.2,,,,,,,,,,,,,,,,,
E1a Have you actually done any work for government departments or other public sector bodies in the last six months?,,,,,,,,,,,,,,,,,
Base: Where deal with public sector,,,,,,,,,,,,,,,,,
,,SIZE,,,SECTOR,,,,,,SOUGHT FINANCE IN L6M,,BUSINESS ADVICE,,AGE OF BUSINESS,,
,Total,Micro,Small,Medium,Prod- uction,Constr- uction,TRAD,Business services,Other services,All services,Yes,No,Yes,No,0-3 years,4-10 years,10+ years
Unweighted Bases,192,66,81,45,36,16,42,54,44,98,45,147,97,95,7,39,145
Weighted Bases,156,120,30,6,19,18,34,63,22,85,24,133,74,82,8,42,103
Yes,72%,71%,72%,82%,77%,70%,71%,76%,61%,72%,82%,70%,79%,66%,61%,76%,73%
