#,Phrase,Number of Searches,Other pages,NoResult pages,Results pages,Specific-product pages
662,citizenship,45,0,0,0.98,0.00
663,bereavement payment,45,0,0,0.96,0.02
664,lost provisional licence,45,0,0,0.97,0.00
665,lost log book,45,0,0,1.00,0.00
666,disability discrimination,45,0,0,0.93,0.00
667,holiday calculator,45,0,0,1.00,0.00
668,pay a fine,45,0,0,0.96,0.02
669,employment and support,45,0,0,0.96,0.00
670,test centre,45,0,0,0.96,0.00
671,births,45,0,0,0.95,0.00
672,theory test cost,44,0,0,0.98,0.02
673,mental health,44,0,0,1.00,0.00
674,part time student,44,0,0,0.98,0.02
675,joiner,44,0,0,0.98,0.02
676,skills accounts,44,0,0,0.89,0.00
677,passport office,44,0,0,0.98,0.00
678,electoral roll,44,0,0,1.00,0.00
679,human rights act,44,0,0,0.96,0.02
680,ls01,44,0,0,0.96,0.02
681,inf2,44,0,0,0.90,0.02
682,CARERS CREDIT,44,0,0,0.97,0.02
683,local dvla office,44,0,0,1.00,0.00
684,driving licence renewal,44,0,0,0.98,0.00
685,fuel allowance,44,0,0,1.00,0.00
686,leaflets,44,0,0,1.00,0.00
687,appeal,43,0,0,0.97,0.01
688,local offices,43,0,0,0.98,0.02
689,driving test cancellations,43,0,0,0.95,0.00
690,job center plus,43,0,0,0.96,0.00
691,practise theory test,43,0,0,0.94,0.00
692,attendence allowance,43,0,0,0.97,0.03
693,motorcycle,43,0,0,0.94,0.02
694,acas,43,0,0,0.98,0.00
695,lost v5,43,0,0,0.96,0.02
696,book a test,43,0,0,0.94,0.04
697,disabled student allowance,43,0,0,0.98,0.00
698,bugeting loan,43,0,0,1.00,0.00
699,nextstep,43,0,0,0.96,0.00
700,basic state pension,43,0,0,1.00,0.00
701,part time students,43,0,0,1.00,0.00
702,register,42,0,0,0.98,0.00
703,c1,42,0,0,0.98,0.02
704,registration certificate,42,0,0,1.00,0.00
705,tax code,42,0,0,0.98,0.02
706,disability benefits,42,0,0,0.91,0.02
707,National Minimum Wage,42,0,0,1.00,0.00
708,sick,42,0,0,0.95,0.02
709,cscs card,42,0,0,1.00,0.00
710,student finance contact,42,0,0,0.95,0.00
711,fines,42,0,0,1.00,0.00
712,practical,42,0,0,0.98,0.02
713,overtime,42,0,0,0.98,0.02
714,nursery nurse,42,0,0,0.98,0.00
715,retention,42,0,0,1.00,0.00
716,writing a cv,42,0,0,0.95,0.00
717,tv license,42,0,0,0.98,0.02
718,theory tests,42,0,0,0.93,0.00
719,minium wage,42,0,0,0.98,0.00
720,Contact,41,0,0,0.98,0.00
721,bereavement leave,41,0,0,1.00,0.00
722,taxi,41,0,0,0.98,0.02
723,budget,41,0,0,1.00,0.00
724,pregnancy grant,41,0,0,0.98,0.00
725,cost,41,0,0,0.98,0.02
726,dvla telephone number,41,0,0,0.97,0.00
727,depression,41,0,0,0.98,0.02
728,theory driving test,41,0,0,0.98,0.00
729,surestart maternity grant,41,0,0,0.98,0.00
730,incapacity benifit,41,0,0,1.00,0.00
731,trade plates,41,0,0,1.00,0.00
732,dentist,41,0,0,0.94,0.00
733,social work,41,0,0,1.00,0.00
734,eye tests,41,0,0,1.00,0.00
735,local job centre,41,0,0,1.00,0.00
736,pay fine,41,0,0,0.96,0.04
737,severe disability premium,41,0,0,0.93,0.04
738,PR1,41,0,0,0.96,0.02
739,crisis loan phone number,41,0,0,0.97,0.03
740,local council,40,0,0,0.98,0.00
741,inf1d,40,0,0,1.00,0.00
742,pension service,40,0,0,0.98,0.02
743,eye test,40,0,0,0.98,0.00
744,tax car,40,0,0,1.00,0.00
745,tuition fee loan,40,0,0,1.00,0.00
746,local housing allowance,40,0,0,1.00,0.00
747,back to work bonus,40,0,0,0.96,0.04
748,mortgages,40,0,0,0.94,0.00
749,tax rates,40,0,0,0.98,0.00
750,local jobs,40,0,0,1.00,0.00
751,smoking,40,0,0,0.98,0.02
752,lost provisional,40,0,0,0.98,0.00
753,surestart,40,0,0,0.98,0.00
754,unemployed,40,0,0,0.98,0.00
755,income support rates,40,0,0,1.00,0.00
756,rest breaks,40,0,0,0.98,0.00
757,benefit enquiry line,40,0,0,0.98,0.02
758,medical questionnaire,40,0,0,1.00,0.00
759,STATE PENSION,40,0,0,0.98,0.02
760,land registry,40,0,0,0.98,0.02
761,opening times,40,0,0,0.96,0.00
762,recruitment,39,0,0,1.00,0.00
763,insolvency,39,0,0,1.00,0.00
764,contracts of employment,39,0,0,0.90,0.00
765,carpenter,39,0,0,0.95,0.00
766,council,39,0,0,0.98,0.02
767,moped,39,0,0,0.98,0.00
768,driving tests,39,0,0,1.00,0.00
769,heating,39,0,0,0.98,0.00
770,booking,39,0,0,0.96,0.02
771,building regulations,39,0,0,1.00,0.00
772,milk tokens,39,0,0,1.00,0.00
773,cleaners,39,0,0,1.00,0.00
774,job seeker,39,0,0,1.00,0.00
775,faq,39,0,0,0.96,0.02
776,housing benifits,39,0,0,0.96,0.00
777,renew passport,39,0,0,1.00,0.00
778,hutton,39,0,0,0.98,0.02
779,company car tax,39,0,0,1.00,0.00
780,digi card,39,0,0,1.00,0.00
781,local office,39,0,0,0.96,0.02
782,school meals,38,0,0,0.93,0.02
783,child benefit form,38,0,0,0.98,0.02
784,fire safety,38,0,0,1.00,0.00
785,working time,38,0,0,1.00,0.00
786,work clubs,38,0,0,0.91,0.02
787,maternity grants,38,0,0,1.00,0.00
788,Sure Start maternity Grant,38,0,0,1.00,0.00
789,drivers,38,0,0,0.98,0.00
790,carers allowence,38,0,0,0.96,0.02
791,painter,38,0,0,0.98,0.00
792,child passport,38,0,0,1.00,0.00
793,book theory,38,0,0,0.97,0.03
794,volunteer,38,0,0,1.00,0.00
795,hc1 form,38,0,0,1.00,0.00
796,health and safety at work act,38,0,0,0.98,0.00
797,current year income assessment,38,0,0,1.00,0.00
798,incomesupport,38,0,-1,0.00,0.00
799,part time job,38,0,0,1.00,0.00
800,social loan,37,0,0,1.00,0.00
801,motorbike,37,0,0,0.95,0.00
802,booking practical test,37,0,0,1.00,0.00
803,id,37,0,0,1.00,0.00
804,speeding fines,37,0,0,0.98,0.00
805,application completion form,37,0,0,0.97,0.03
806,theory test centres,37,0,0,0.98,0.00
807,healthy start,37,0,0,0.93,0.05
808,thoery test,37,0,0,0.96,0.00
809,new claims,37,0,0,0.98,0.02
810,starting a business,37,0,0,1.00,0.00
811,cover letter,37,0,0,0.98,0.02
812,state pension age calculator,37,0,0,0.97,0.03
813,forecast,37,0,0,1.00,0.00
814,children,37,0,0,0.98,0.00
815,iht205,37,0,0,1.00,0.00
816,prices,37,0,0,0.96,0.02
817,premium bonds,37,0,0,0.98,0.02
818,jobs search,37,0,0,0.96,0.02
819,state pension calculator,37,0,0,0.93,0.05
820,severe disablement allowance,37,0,0,0.96,0.00
821,solar panels,37,0,0,1.00,0.00
822,it,37,0,-1,0.10,0.00
823,tax allowances,37,0,0,0.95,0.00
824,council tax bands,37,0,0,0.86,0.02
825,book a theory test,37,0,0,1.00,0.00
826,driving theory,37,0,0,0.94,0.04
827,bereavement benefits,37,0,0,1.00,0.00
828,self employed sick pay,37,0,0,0.95,0.00
829,student finance forms,37,0,0,1.00,0.00
830,funeral costs,37,0,0,0.98,0.00
831,helpline,37,0,0,0.98,0.00
832,practical test booking,37,0,0,1.00,0.00
833,future jobs fund,37,0,0,0.98,0.02
834,mature students,36,0,0,1.00,0.00
835,teacher training,36,0,0,0.93,0.00
836,carer allowance,36,0,0,0.98,0.00
837,grievance,36,0,0,0.95,0.00
838,insurance number,36,0,0,1.00,0.00
839,changing name,36,0,0,0.98,0.00
840,self certification,36,0,0,1.00,0.00
841,lone parents,36,0,0,0.96,0.02
842,logbook,36,0,0,1.00,0.00
843,data protection act 1998,36,0,0,0.98,0.02
844,asbestos,36,0,0,1.00,0.00
845,driving lessons,36,0,0,0.95,0.00
846,nino,36,0,0,0.98,0.02
847,cancellation,36,0,0,0.88,0.00
848,download forms,36,0,0,0.96,0.00
849,v55,36,0,0,0.98,0.00
850,income surport,36,0,0,0.97,0.00
851,epc,36,0,0,0.98,0.00
852,naturalisation,36,0,0,1.00,0.00
853,birmingham,36,0,0,0.98,0.00
854,b1,36,0,0,0.96,0.00
855,sda,36,0,0,0.96,0.02
856,birth records,36,0,0,0.98,0.00
857,working from home,36,0,0,0.96,0.02
858,government departments,35,0,0,1.00,0.00
859,dss,35,0,0,0.95,0.00
860,child care grant,35,0,0,1.00,0.00
861,councils,35,0,0,0.98,0.03
862,esta,35,0,0,0.97,0.03
863,state pensions,35,0,0,0.98,0.00
864,cis,35,0,0,1.00,0.00
865,primary schools,35,0,0,0.97,0.03
866,hse,35,0,0,0.98,0.02
867,isa,35,0,0,1.00,0.00
868,ssp1 form,35,0,0,1.00,0.00
869,personal allowance,35,0,0,0.98,0.00
870,court fine,35,0,0,1.00,0.00
871,payment,35,0,0,0.95,0.00
872,student fiance,35,0,0,0.98,0.00
873,free laptop,35,0,0,1.00,0.00
874,sure start maternity,35,0,0,1.00,0.00
875,lost counterpart,35,0,0,1.00,0.00
876,income support number,35,0,0,0.95,0.03
877,statistics,35,0,0,1.00,0.00
878,claim form,35,0,0,1.00,0.00
879,notice periods,35,0,0,0.98,0.02
880,search for jobs,35,0,0,0.95,0.03
881,university,35,0,0,1.00,0.00
882,careers allowance,35,0,0,0.95,0.00
883,funeral payment,35,0,0,0.97,0.00
884,minimum wages,35,0,0,1.00,0.00
885,jobcenter,34,0,-1,0.00,0.00
886,incapacity benefits,34,0,0,0.95,0.02
887,career,34,0,0,0.98,0.02
888,library,34,0,0,1.00,0.00
889,hc2,34,0,0,1.00,0.00
890,payments,34,0,0,0.98,0.00
891,cancer,34,0,0,0.98,0.00
892,fep1,34,0,0,1.00,0.00
893,employment contract,34,0,0,1.00,0.00
894,renting,34,0,0,0.96,0.00
895,business grants,34,0,0,1.00,0.00
896,income support phone number,34,0,0,1.00,0.00
897,passport photos,34,0,0,0.95,0.03
898,law,34,0,0,0.95,0.00
899,replacement driving licence,34,0,0,0.95,0.05
900,adult learning,34,0,0,1.00,0.00
901,d2 form,34,0,0,0.90,0.00
902,number plate,34,0,0,0.98,0.00
903,replacement licence,33,0,0,0.92,0.03
904,tractor test,33,0,0,0.97,0.00
905,maternity allowence,33,0,0,1.00,0.00
906,v10 form,33,0,0,0.97,0.00
907,warm front,33,0,0,0.98,0.02
908,lay off,33,0,0,1.00,0.00
909,passport change of address,33,0,0,0.98,0.00
910,find a job now,33,0,0,0.94,0.03
911,trading standards,33,0,0,0.98,0.00
912,covering letter,33,0,0,1.00,0.00
913,c.v,33,0,-1,0.00,0.00
914,sick note,33,0,0,1.00,0.00
915,confidentiality,33,0,0,0.96,0.00
916,pm2,33,0,0,0.94,0.04
917,eu,33,0,0,1.00,0.00
918,swansea,33,0,0,0.95,0.00
919,is there an e mail site for disibility living allowance,33,0,0,1.00,0.00
920,v750,33,0,0,1.00,0.00
921,form d798,33,0,0,1.00,0.00
922,student finance number,33,0,0,1.00,0.00
923,dvla local offices,33,0,0,1.00,0.00
924,child support,33,0,0,1.00,0.00
925,gross misconduct,33,0,0,0.97,0.03
926,routes,33,0,0,1.00,0.00
927,vic test,33,0,0,0.98,0.02
928,bankrupcy,33,0,0,0.98,0.02
929,passport form,32,0,0,0.98,0.00
930,marriage certificate,32,0,0,1.00,0.00
931,disability benefit,32,0,0,1.00,0.00
932,unemployment benefits,32,0,0,1.00,0.00
933,free school dinners,32,0,0,1.00,0.00
934,sales,32,0,0,0.95,0.00
935,bricklayer,32,0,0,0.94,0.04
936,mechanic,32,0,0,0.93,0.00
937,maternity benefit,32,0,0,0.94,0.06
938,vehicle registration,32,0,0,1.00,0.00
939,death certificates,32,0,0,0.97,0.00
940,driving instructor,32,0,0,0.98,0.00
941,fire kills,32,0,0,1.00,0.00
942,car check,32,0,0,0.89,0.03
943,ni contributions,32,0,0,1.00,0.00
944,child,32,0,0,1.00,0.00
945,PR1 form,32,0,0,0.97,0.00
946,health and safety act,32,0,0,0.93,0.00
947,childrens health,32,0,0,0.98,0.00
948,going back to work,32,0,0,0.97,0.03
949,benifit fraud,32,0,0,0.98,0.00
950,ofsted,32,0,0,0.98,0.02
951,ma1,32,0,0,0.94,0.06
952,test centers,32,0,0,0.97,0.00
953,tax credits calculator,32,0,0,0.94,0.03
954,self assesment,32,0,0,0.98,0.02
955,rent a room,32,0,0,0.95,0.00
956,eyfs,32,0,0,1.00,0.00
957,work trial,32,0,0,1.00,0.00
958,diversity,32,0,0,1.00,0.00
959,death grant,32,0,0,1.00,0.00
960,mileage,31,0,0,0.97,0.03
961,jobcenter plus,31,0,0,1.00,0.00
962,dla form,31,0,0,1.00,0.00
963,customer service,31,0,0,1.00,0.00
964,evidence,31,0,0,1.00,0.00
965,tuition fees,31,0,0,0.97,0.03
966,funeral grant,31,0,0,0.88,0.03
967,hrp,31,0,0,1.00,0.00
968,employment tribunal,31,0,0,1.00,0.00
969,warehouse work,31,0,0,0.96,0.00
970,book a driving test,31,0,0,1.00,0.00
971,change practical driving test,31,0,0,1.00,0.00
972,photo,31,0,0,0.97,0.00
973,drink driving,31,0,0,0.96,0.00
974,student finance contact number,31,0,0,0.98,0.03
975,postal address,31,0,0,0.94,0.03
976,industrial injuries benefit,31,0,0,0.95,0.03
977,employment section,31,0,0,0.95,0.02
978,adi theory test,31,0,0,1.00,0.00
979,co2,31,0,0,0.97,0.00
980,redundency,31,0,-1,0.10,0.00
981,change in circumstances,31,0,0,1.00,0.00
982,ca5403,31,0,0,0.97,0.03
983,fixed term contract,31,0,0,0.98,0.02
984,change address on driving licence,31,0,0,0.94,0.03
985,Highway Code,31,0,0,0.97,0.03
986,attendance,30,0,0,1.00,0.00
987,age discrimination,30,0,0,0.98,0.02
988,insulation,30,0,0,0.97,0.00
989,car tax bands,30,0,0,0.91,0.03
990,unions,30,0,0,1.00,0.00
991,copyright,30,0,0,1.00,0.00
992,prescriptions,30,0,0,0.97,0.03
993,equality and diversity,30,0,0,1.00,0.00
994,pcv,30,0,0,0.98,0.03
995,d798 form,30,0,0,0.98,0.00
996,bar staff,30,0,0,0.98,0.02
997,gardening,30,0,0,0.88,0.00
998,d4 form,30,0,0,0.97,0.00
999,theory test fee,30,0,0,0.97,0.03
1000,ds1500,30,0,0,1.00,0.00
1001,care,30,0,0,0.98,0.02
1002,glasses,30,0,0,0.97,0.00
1003,court fines,30,0,0,0.86,0.03
1004,death certificate,30,0,0,0.97,0.00
1005,corporation tax,30,0,0,1.00,0.00
1006,minibus,30,0,0,1.00,0.00
1007,student finanace,30,0,0,1.00,0.00
1008,employment contracts,30,0,0,1.00,0.00
1009,nottingham,30,0,0,1.00,0.00
1010,RETAIL,30,0,0,1.00,0.00
1011,human rights act 1998,30,0,0,0.97,0.03
1012,connexions,30,0,0,0.98,0.00
1013,www.direct.gov.uk/renewat70,30,0,0,1.00,0.00
1014,benefit adviser,29,0,0,0.94,0.06
1015,license,29,0,0,0.94,0.03
1016,social care,29,0,0,0.91,0.00
1017,mock test,29,0,0,1.00,0.00
1018,v112,29,0,0,0.97,0.03
1019,employment act,29,0,0,0.96,0.02
1020,spp,29,0,0,0.97,0.03
1021,jury service,29,0,0,1.00,0.00
1022,child allowance,29,0,0,1.00,0.00
1023,care homes,29,0,0,0.97,0.03
1024,driving test centre,29,0,0,0.97,0.00
1025,tax online,29,0,0,1.00,0.00
1026,d27p,29,0,0,0.97,0.03
1027,support for mortgage interest,29,0,0,0.97,0.03
1028,apprentices,29,0,0,0.98,0.00
1029,V5,29,0,0,0.94,0.03
1030,planning applications,29,0,0,0.92,0.00
1031,free computers,29,0,0,1.00,0.00
1032,fee,29,0,0,0.94,0.00
1033,will,29,0,0,0.97,0.00
1034,independent driving,29,0,0,1.00,0.00
1035,plumbing,29,0,0,1.00,0.00
1036,lpg,29,0,0,1.00,0.00
1037,search jobs,29,0,0,1.00,0.00
1038,national insurance credits,29,0,0,0.97,0.00
1039,sf100,29,0,0,0.97,0.00
1040,married,29,0,0,1.00,0.00
1041,adi3,29,0,0,1.00,0.00
1042,birth certificate form,29,0,0,0.97,0.03
1043,family tax credits,29,0,0,1.00,0.00
1044,dla403,29,0,0,0.97,0.03
1045,death records,29,0,0,1.00,0.00
1046,driver number,29,0,0,1.00,0.00
1047,local jobcentre,29,0,0,1.00,0.00
1048,income tax rates,28,0,0,0.97,0.03
1049,northern ireland,28,0,0,0.97,0.03
1050,care work,28,0,0,0.98,0.00
1051,dole,28,0,0,1.00,0.00
1052,child benifits,28,0,0,1.00,0.00
1053,salary sacrifice,28,0,0,1.00,0.00
1054,epilepsy,28,0,0,1.00,0.00
1055,over 60,28,0,0,0.98,0.00
1056,tesco,28,0,0,1.00,0.00
1057,tax returns,28,0,0,1.00,0.00
1058,delivery driver,28,0,0,0.98,0.02
1059,fit note,28,0,0,0.93,0.00
1060,bank holiday,28,0,0,0.97,0.03
1061,business rates,28,0,0,1.00,0.00
1062,european health insurance card,28,0,0,0.94,0.03
1063,signs,28,0,0,0.97,0.00
1064,lea,28,0,0,0.98,0.00
1065,free laptops,28,0,0,1.00,0.00
1066,married couple pension,28,0,0,1.00,0.00
1067,ins160,28,0,0,0.97,0.00
1068,e121,28,0,0,0.97,0.00
1069,ins57p,28,0,0,1.00,0.00
1070,child care vouchers,28,0,0,1.00,0.00
1071,noise,28,0,0,0.98,0.00
1072,practical test cancellations,28,0,0,0.94,0.03
1073,driving licence number,28,0,0,0.97,0.03
1074,Address,28,0,0,1.00,0.00
1075,housing grants,28,0,0,0.98,0.00
1076,replace my license,28,0,0,0.97,0.03
1077,engineering,28,0,0,0.97,0.03
1078,childcare costs,28,0,0,0.97,0.00
1079,visas,28,0,0,1.00,0.00
1080,driving instructors,28,0,0,0.92,0.03
1081,work choice,28,0,0,0.94,0.06
1082,maintenance loan request form,28,0,0,0.95,0.03
1083,councillors,28,0,0,1.00,0.00
1084,statutory redundancy,28,0,0,1.00,0.00
1085,environmental health,28,0,0,1.00,0.00
1086,harassment,28,0,0,0.98,0.00
1087,statutory redundancy pay,28,0,0,1.00,0.00
1088,maintenance grant form,28,0,0,1.00,0.00
1089,passport application form,28,0,0,0.97,0.00
1090,drugs,28,0,0,0.93,0.02
1091,apply,28,0,0,0.98,0.02
1092,child support agency,28,0,0,0.91,0.06
1093,morrisons,27,0,-1,0.04,0.04
1094,family history,27,0,0,1.00,0.00
1095,es5,27,0,-1,0.00,0.00
1096,check practical test,27,0,0,0.98,0.00
1097,breaks at work,27,0,0,0.97,0.03
1098,childcare jobs,27,0,0,0.93,0.00
1099,young workers,27,0,0,1.00,0.00
1100,application,27,0,0,0.98,0.00
1101,cv writing,27,0,0,1.00,0.00
1102,medical questionaire,27,0,0,0.98,0.02
1103,self certificate,27,0,0,0.97,0.00
1104,manchester,27,0,0,0.95,0.00
1105,sheffield,27,0,0,0.97,0.03
1106,GL24,27,0,0,0.97,0.03
1107,scrapping a vehicle,27,0,0,1.00,0.00
1108,bereavment,27,0,-1,0.07,0.00
1109,prime minister,27,0,0,0.94,0.03
1110,maintenance,27,0,0,1.00,0.00
1111,flexible new deal,27,0,0,0.88,0.12
1112,employment & support allowance,27,0,0,1.00,0.00
1113,mobility car,27,0,0,1.00,0.00
1114,find jobs,27,0,0,0.97,0.00
1115,pff,27,0,-1,0.07,0.00
1116,job vacancy,27,0,0,1.00,0.00
1117,return to work,27,0,0,1.00,0.00
1118,dla for children,27,0,0,1.00,0.00
1119,retail jobs,27,0,0,1.00,0.00
1120,digital tacho card,27,0,0,1.00,0.00
1121,d1 application,27,0,0,1.00,0.00
1122,white paper,27,0,0,0.97,0.00
1123,single parents,27,0,0,0.97,0.00
1124,forklift,27,0,0,0.97,0.00
1125,employment rights act,27,0,0,0.98,0.00
1126,obesity,27,0,0,0.96,0.02
1127,help with mortgage,27,0,0,1.00,0.00
1128,form v62,27,0,0,1.00,0.00
1129,lost national insurance number,27,0,0,1.00,0.00
1130,motorbility,27,0,-1,0.00,0.00
1131,catering assistant,27,0,0,1.00,0.00
1132,regional government,27,0,0,0.98,0.00
1133,suspension,27,0,0,1.00,0.00
1134,online declaration form,27,0,0,1.00,0.00
1135,shop work,26,0,0,0.98,0.00
1136,home improvement grants,26,0,0,0.89,0.02
1137,passport prices,26,0,0,0.91,0.00
1138,factory work,26,0,0,1.00,0.00
1139,v112g,26,0,0,0.97,0.00
1140,renewal,26,0,0,1.00,0.00
1141,tax discs,26,0,0,1.00,0.00
1142,sick notes,26,0,0,1.00,0.00
1143,post office,26,0,0,1.00,0.00
1144,european health card,26,0,0,0.93,0.07
1145,v317 form,26,0,0,1.00,0.00
1146,id card,26,0,0,0.95,0.02
1147,c01,26,0,0,0.96,0.04
1148,loft insulation,26,0,0,1.00,0.00
1149,maintainance grant,26,0,0,0.97,0.00
1150,game,26,0,0,0.94,0.00
1151,renew licence,26,0,0,0.91,0.06
1152,consumer protection,26,0,0,0.97,0.00
1153,practice theory,26,0,0,1.00,0.00
1154,number,26,0,0,0.97,0.03
1155,sport,26,0,0,0.97,0.00
1156,pss1,26,0,-1,0.00,0.04
1157,wtc,26,0,0,1.00,0.00
1158,child benefit rates,26,0,0,0.94,0.03
1159,cost of driving test,26,0,0,1.00,0.00
1160,fire,26,0,0,1.00,0.00
1161,pay council tax online,26,0,0,1.00,0.00
1162,leeds,26,0,0,1.00,0.00
1163,crb checks,26,0,0,0.97,0.00
1164,rates,26,0,0,1.00,0.00
1165,adhd,26,0,0,1.00,0.00
1166,van driver,26,0,0,1.00,0.00
1167,shift work,26,0,0,1.00,0.00
1168,payacourtfine,26,0,-1,0.00,0.00
1169,mortgage interest payments,26,0,0,0.97,0.03
1170,notice pay,26,0,0,1.00,0.00
1171,landlords,26,0,0,1.00,0.00
1172,keeping in touch days,26,0,0,0.97,0.03
1173,training courses,26,0,0,0.97,0.03
1174,over 50,26,0,0,0.97,0.00
1175,travel expenses,26,0,0,0.97,0.00
1176,matb1,26,0,0,1.00,0.00
1177,constant attendance allowance,26,0,0,0.97,0.03
1178,replacement birth certificate,26,0,0,0.97,0.00
1179,when can i retire,25,0,0,0.95,0.03
1180,declare sorn,25,0,0,0.97,0.00
1181,br1,25,0,0,1.00,0.00
1182,pension age calculator,25,0,0,0.96,0.04
1183,lgv theory test,25,0,0,0.93,0.04
1184,bankrupt,25,0,0,0.92,0.03
1185,student signature form,25,0,0,1.00,0.00
1186,welding,25,0,0,0.93,0.07
1187,hgv driver,25,0,0,0.97,0.03
1188,change practical test date,25,0,0,0.96,0.00
1189,hospital,25,0,0,0.87,0.03
1190,career advice,25,0,0,0.97,0.00
1191,disciplinary procedure,25,0,0,1.00,0.00
1192,eu10n,25,0,0,1.00,0.00
1193,hazard test,25,0,0,1.00,0.00
1194,better off calculator,25,0,0,1.00,0.00
1195,national government,25,0,0,0.97,0.00
1196,care assistant jobs,25,0,0,0.98,0.02
1197,social worker,25,0,0,0.98,0.02
1198,right to buy,25,0,0,0.96,0.04
1199,security guard,25,0,0,1.00,0.00
1200,theory test practice,25,0,0,0.92,0.04
1201,endorsements,25,0,0,1.00,0.00
1202,change of adress,25,0,0,1.00,0.00
1203,garden leave,25,0,0,1.00,0.00
1204,council housing,25,0,0,1.00,0.00
1205,find a job in pontypool,25,0,0,1.00,0.00
1206,business link,25,0,0,1.00,0.00
1207,severe disability allowance,25,0,0,1.00,0.00
1208,comunity care grant,25,0,0,0.93,0.07
1209,plasterer,25,0,0,0.96,0.00
1210,new business,25,0,0,0.96,0.04
1211,car registration,25,0,0,0.96,0.00
1212,lost theory certificate,25,0,0,1.00,0.00
1213,directgov,25,0,0,0.97,0.00
1214,sickness benefits,24,0,0,1.00,0.00
1215,labouring,24,0,0,0.96,0.04
1216,security officer,24,0,0,0.91,0.06
1217,employment support,24,0,0,1.00,0.00
1218,psv,24,0,0,1.00,0.00
1219,maternity calculator,24,0,0,0.96,0.00
1220,policies,24,0,0,1.00,0.00
1221,disability premium,24,0,0,1.00,0.00
1222,v5c/2,24,0,0,1.00,0.00
1223,v14 form,24,0,0,1.00,0.00
1224,coshh,24,0,0,0.96,0.00
1225,working abroad,24,0,0,1.00,0.00
1226,pregnancy benefits,24,0,0,1.00,0.00
1227,v100,24,0,0,0.96,0.00
1228,benefits helpline,24,0,0,1.00,0.00
1229,pss1 form,24,0,0,1.00,0.00
1230,supplementary grant,24,0,0,0.97,0.00
1231,utr,24,0,0,0.94,0.03
1232,direct payment,24,0,0,0.97,0.03
1233,roundabout,24,0,0,1.00,0.00
1234,bar work,24,0,0,0.97,0.00
1235,mid,24,0,0,0.88,0.00
1236,distance learning,24,0,0,0.86,0.11
1237,marriage records,24,0,0,1.00,0.00
1238,appointee,24,0,0,1.00,0.00
1239,company car,24,0,0,0.96,0.00
1240,theory practice,24,0,0,1.00,0.00
1241,tracking,24,0,0,0.96,0.00
1242,shop assistant,24,0,0,1.00,0.00
1243,dental,24,0,0,1.00,0.00
1244,how much is the state pension,24,0,0,1.00,0.00
1245,tax allowance,24,0,0,1.00,0.00
1246,road tax refund,24,0,0,0.96,0.04
1247,ma,24,0,0,0.96,0.04
1248,vehicle information,24,0,0,0.89,0.04
1249,pest control,24,0,0,0.97,0.00
1250,liverpool,24,0,0,0.93,0.03
1251,back to work grant,24,0,0,0.96,0.00
1252,employee rights,24,0,0,0.98,0.02
1253,health and saftey,24,0,-1,0.00,0.00
1254,r85,24,0,0,1.00,0.00
1255,recycling,24,0,0,0.94,0.03
1256,contacts,24,0,0,1.00,0.00
1257,additional maternity leave,24,0,0,1.00,0.00
1258,student declaration,24,0,0,0.88,0.12
1259,points on licence,24,0,0,1.00,0.00
1260,planning permission,24,0,0,1.00,0.00
1261,local tax office,24,0,0,0.93,0.04
1262,taxable benefits,23,0,0,0.96,0.00
1263,jobsite,23,0,-1,0.00,0.00
1264,pdi,23,0,0,1.00,0.00
1265,moving,23,0,0,0.96,0.00
1266,age,23,0,0,1.00,0.00
1267,painter decorator,23,0,0,1.00,0.00
1268,opening hours,23,0,0,1.00,0.00
1269,small business,23,0,0,1.00,0.00
1270,state pension forcast,23,0,0,0.97,0.00
1271,mortgage relief,23,0,0,0.97,0.03
1272,ptc12,23,0,-1,0.00,0.00
1273,marriage certificates,23,0,0,1.00,0.00
1274,work permit,23,0,0,0.97,0.03
1275,student support,23,0,0,1.00,0.00
1276,fixed term contracts,23,0,0,0.96,0.04
1277,graduated pension,23,0,0,1.00,0.00
1278,industrial injuries disablement benefit,23,0,0,0.97,0.03
1279,widow pension,23,0,0,0.94,0.03
1280,interviews,23,0,0,1.00,0.00
1281,ministers,23,0,0,1.00,0.00
1282,disabilty living allowance,23,0,0,1.00,0.00
1283,child minders,23,0,0,1.00,0.00
1284,plumber,23,0,0,0.96,0.00
1285,references,23,0,0,1.00,0.00
1286,solar,23,0,0,1.00,0.00
