Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department for Transport,Department for Transport,27.09.2012,Grt Aid to NDPBs,DASH,HS2,2000012972,21000000,HS2 Ltd October Grant 2012,SW1E 5DU
Department for Transport,Department for Transport,05.09.2012,Publications for Res,DASH,CREATIVE CHOICE CIC,2000011381,1157.52,#,SW1H 0DJ
Department for Transport,Department for Transport,07.09.2012,Publications for Res,DASH,CREATIVE CHOICE CIC,2000011501,-1157.52,#,SW1H 0DJ
Department for Transport,Department for Transport,07.09.2012,Publications for Res,DASH,CREATIVE CHOICE CIC,2000011501,1157.52,#,SW1H 0DJ
Department for Transport,Department for Transport,10.09.2012,Agency Staff Costs,DASH,MICHAEL PAGE INTERNATIONAL,2000011590,8908.8,#,SL1 3SA
Department for Transport,Department for Transport,11.09.2012,Prog&ProjMgmt Consul,DASH,RAIL SETTLEMENT PLAN,2000011669,62906.4,#,WC1N 1BY
Department for Transport,Department for Transport,21.09.2012,Transport Consult,DASH,ENVIRONMENTAL SCIENTIFICS GROUP LTD,2000012477,3199.2,#,DE15 0YZ
Department for Transport,Department for Transport,26.09.2012,Treasury Solicitors,DASH,TREASURY SOLICITOR,2000012919,24400.2,#,WC2B 4TS
Department for Transport,Department for Transport,25.09.2012,Subscriptions to Pro,General Counsel's Office,INFORMATION COMMISSIONER'S,2000012667,500,ICO Membership - Manual Payment,SK9 5AF
Department for Transport,Department for Transport,11.09.2012,Subscriptions to Pro,General Counsel's Office,PRACTICAL LAW COMPANY LIMITED,2000011695,21600,#,SE1 8DJ
Department for Transport,Department for Transport,03.09.2012,Legal Consultancy,General Counsel's Office,,2000011126,2632.8,#,EC4A 2HG
Department for Transport,Department for Transport,05.09.2012,Agency Staff Costs,General Counsel's Office,PARITY RESOURCES LTD,2000011367,2862,#,SW19 3RU
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,AMTEC CONSULTING PLC,2000011431,13088.28,#,GU9 7XX
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011441,1098.9,#,B37 7YE
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011441,1098.9,#,B37 7YE
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011441,879.12,#,B37 7YE
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011441,659.34,#,B37 7YE
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011441,1098.9,#,B37 7YE
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011441,1098.9,#,B37 7YE
Department for Transport,Department for Transport,06.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011441,1098.9,#,B37 7YE
Department for Transport,Department for Transport,06.09.2012,Training,General Counsel's Office,COLEMANS CTTS LLP,2000011443,2000,#,M16 0PG
Department for Transport,Department for Transport,06.09.2012,Training,General Counsel's Office,COLEMANS CTTS LLP,2000011443,5000,#,M16 0PG
Department for Transport,Department for Transport,07.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011500,1098.9,#,B37 7YE
Department for Transport,Department for Transport,07.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011500,1098.9,#,B37 7YE
Department for Transport,Department for Transport,07.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011500,1025.64,#,B37 7YE
Department for Transport,Department for Transport,07.09.2012,Storage & Distributi,General Counsel's Office,COMMUNITIES AND LOCAL GOVERNMENT,2000011479,67787.66,#,HP2 4XN
Department for Transport,Department for Transport,07.09.2012,Storage & Distributi,General Counsel's Office,COMMUNITIES AND LOCAL GOVERNMENT,2000011479,30234.03,#,HP2 4XN
Department for Transport,Department for Transport,07.09.2012,Storage & Distributi,General Counsel's Office,COMMUNITIES AND LOCAL GOVERNMENT,2000011479,114168.34,#,HP2 4XN
Department for Transport,Department for Transport,07.09.2012,Storage & Distributi,General Counsel's Office,COMMUNITIES AND LOCAL GOVERNMENT,2000011479,91926.26,#,HP2 4XN
Department for Transport,Department for Transport,10.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000011594,1025.64,#,B37 7YE
Department for Transport,Department for Transport,11.09.2012,Recruitment,General Counsel's Office,TMP UK LTD,2000011657,9000,TMP(UK)Ltd- Recruitment,W1T 7RQ
Department for Transport,Department for Transport,11.09.2012,Legal Consultancy,General Counsel's Office,,2000011694,1081.16,#,EC4Y 7EQ
Department for Transport,Department for Transport,12.09.2012,Machinery Rental,General Counsel's Office,DANWOOD GROUP LTD,2000011747,540.03,#,LN6 3DG
Department for Transport,Department for Transport,14.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000012102,879.12,#,B37 7YE
Department for Transport,Department for Transport,14.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000012102,1465.2,#,B37 7YE
Department for Transport,Department for Transport,14.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000012102,1172.16,#,B37 7YE
Department for Transport,Department for Transport,14.09.2012,Books,General Counsel's Office,SWETS INFORMATION SERVICES,2000012087,2199.78,#,OX14 1UQ
Department for Transport,Department for Transport,17.09.2012,Agency Staff Costs,General Counsel's Office,PARITY RESOURCES LTD,2000012189,5724,#,SW19 3RU
Department for Transport,Department for Transport,18.09.2012,Computer Consumables,General Counsel's Office,SUPPLIES TEAM,2000012268,294.37,HP CLJ5500 SRS LASER TONER CART BLK,S9 1XU
Department for Transport,Department for Transport,18.09.2012,Computer Consumables,General Counsel's Office,SUPPLIES TEAM,2000012268,275.4,HP CLJ5500 SRS LASER TONER CART CYAN,S9 1XU
Department for Transport,Department for Transport,18.09.2012,Computer Consumables,General Counsel's Office,SUPPLIES TEAM,2000012268,275.4,HP CLJ5500 SRS LASER TONER CART MAG,S9 1XU
Department for Transport,Department for Transport,18.09.2012,Computer Consumables,General Counsel's Office,SUPPLIES TEAM,2000012268,275.4,HP CLJ5500 SRS LASER TONER CART YLW,S9 1XU
Department for Transport,Department for Transport,18.09.2012,Computer Consumables,General Counsel's Office,SUPPLIES TEAM,2000012268,335.28,HP LASERJET 4200 SRS LASER TONER BLK,S9 1XU
Department for Transport,Department for Transport,18.09.2012,Computer Consumables,General Counsel's Office,SUPPLIES TEAM,2000012268,48.42,HP NO339 INKJET PRINT CARTRIDGE BLK,S9 1XU
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,93.12,A4 NOTE PAD SOFT COVER RECYCLED W BOUND,SP10 4BA
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,588,A4 Printing Paper 100% recycled,SP10 4BA
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,23.9,BK OD FOOLSCAP LEVER ARCH FILE 76MM,SP10 4BA
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,27.72,BOOK OD A4 96SH 80G RL,SP10 4BA
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,22.77,MANAGEMENT LAF BLACK OD A4 70MM,SP10 4BA
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,18.38,NDAY 2 RING BINDER A4 25MM BLACK BOX 10,SP10 4BA
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,9.19,NDAY 2 RING BINDER A4 25MM BLUE BOX 10,SP10 4BA
Department for Transport,Department for Transport,19.09.2012,Stationery (Non-stk),General Counsel's Office,OFFICE DEPOT UK LIMITED,2000012332,12.86,NDAY 2 RING BINDER A4 25MM RED BOX 10,SP10 4BA
Department for Transport,Department for Transport,20.09.2012,Agency Staff Costs,General Counsel's Office,SPRING TECHNOLOGY LTD ALSO T/A,2000012427,1465.2,#,B37 7YE
Department for Transport,Department for Transport,20.09.2012,Treasury Solicitors,General Counsel's Office,TREASURY SOLICITOR,2000012437,3864.6,#,WC2B 4TS
Department for Transport,Department for Transport,20.09.2012,Training,General Counsel's Office,TREASURY SOLICITOR,2000012437,3120,#,WC2B 4TS
Department for Transport,Department for Transport,05.09.2012,Cap Grt Loc Auth,Greener Transport & International,EVALU8 TRANSPORT INNOVATIONS LTD,2000011380,205997,Q1a EoE PIP #205k,AL10 9AB
Department for Transport,Department for Transport,11.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,TFL - SURFACE TRANSPORT,2000011689,160516.03,TfL PIP FY 1213 Q1 160516.03,SE1 8NJ
Department for Transport,Department for Transport,17.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,ASHWOODS AUTOMOTIVE LTD,2000012200,34300,Ashwood's LCVPPP 4th Payment #34k (10 vehicles),EX4 8DS
Department for Transport,Department for Transport,18.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,DEPARTMENT FOR,2000012285,3789,DRD NI PIP Q1 Claim #3.7k,BT1 9JW
Department for Transport,Department for Transport,18.09.2012,CurrGrtPriSec-P&NPIS,Greener Transport & International,ENERGY SAVING TRUST,2000012278,261711.5,EST AUG #261k,SW1H 9BP
Department for Transport,Department for Transport,18.09.2012,EU Cap Grt NDPBs,Greener Transport & International,DEPT FOR REGIONAL DEVELOPMENT,2000012277,524124.81,A6 Randaltown Derry TENS Final #524k,BT2 8GB
Department for Transport,Department for Transport,18.09.2012,EU Cap Grt NDPBs,Greener Transport & International,DEPT FOR REGIONAL DEVELOPMENT,2000012277,862912.72,A8 Belfast - Larne TENS Final #863k,BT2 8GB
Department for Transport,Department for Transport,26.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,THE COLT CAR COMPANY LTD,2000012909,45000,PiCG Mitsu-Colt August 2012 #45k,GL7 1LF
Department for Transport,Department for Transport,26.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,PEUGEOT MOTOR COMPANY,2000012911,43666.5,PiCG Peugeot August 2012 #43.6k,CV3 1ND
Department for Transport,Department for Transport,26.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,RENAULT,2000012916,54877,PiCG Renault August 2012 #54.877k,WD3 9YS
Department for Transport,Department for Transport,26.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,VAUXHALL MOTORS,2000012917,165000,PiCG Vauxhall August 2012 #165k,LU1 3YT
Department for Transport,Department for Transport,26.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,CHEVROLET UK,2000012918,10000,PiCG Chevrolet August 2012 #10k,LU1 3YT
Department for Transport,Department for Transport,27.09.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,NISSAN MOTOR GB LTD,2000012973,65000,PiCG Nissan August 2012 #65k,WD3 9YS
Department for Transport,Department for Transport,03.09.2012,Other Professional F,Greener Transport & International,AEA TECHNOLOGY PLC,2000011113,7526,#,OX11 0QR
Department for Transport,Department for Transport,03.09.2012,Research,Greener Transport & International,TRANSPORT RESEARCH LABORATORY,2000011118,14567.22,#,RG40 3GA
Department for Transport,Department for Transport,04.09.2012,Research,Greener Transport & International,ELEMENT ENERGY LTD,2000011190,40524.6,#,CB1 2JD
Department for Transport,Department for Transport,04.09.2012,Research,Greener Transport & International,ELEMENT ENERGY LTD,2000011190,4200,#,CB1 2JD
Department for Transport,Department for Transport,06.09.2012,Property Maintenance,Greener Transport & International,DANWOOD GROUP LTD,2000011432,691,#,LN6 3DG
Department for Transport,Department for Transport,10.09.2012,Support Services,Greener Transport & International,VEHICLE CERTIFICATION AGENCY,2000011587,105401.95,#,BS5 6XX
Department for Transport,Department for Transport,12.09.2012,Research,Greener Transport & International,INSPEC INTERNATIONAL LTD,2000011751,7524.48,#,M6 6AJ
Department for Transport,Department for Transport,14.09.2012,Printing,Greener Transport & International,WILLIAMS LEA LIMITED,2000012109,2442.38,#,NR3 1PD
Department for Transport,Department for Transport,25.09.2012,Research,Greener Transport & International,INSPEC INTERNATIONAL LTD,2000012668,8667,#,M6 6AJ
Department for Transport,Department for Transport,25.09.2012,Support Services,Greener Transport & International,VEHICLE CERTIFICATION AGENCY,2000012677,17227.62,#,BS5 6XX
Department for Transport,Department for Transport,27.09.2012,Research,Greener Transport & International,NETFUNDI LTD,2000012962,586,#,LA1 1SQ
Department for Transport,Department for Transport,10.09.2012,Rail Travel,Group Finance,REDFERN TRAVEL LTD,2000011596,32080.63,#,BD1 3AZ
Department for Transport,Department for Transport,10.09.2012,Hotel&Accom Costs,Group Finance,REDFERN TRAVEL LTD,2000011596,8484.06,#,BD1 3AZ
Department for Transport,Department for Transport,26.09.2012,Rail Travel,Group Finance,REDFERN TRAVEL LTD,2000012906,23228.78,REDFERN TRAVEL - AUGUST 12 - DFTC,BD1 3AZ
Department for Transport,Department for Transport,26.09.2012,Hotel&Accom Costs,Group Finance,REDFERN TRAVEL LTD,2000012906,13916.16,REDFERN TRAVEL - AUGUST 12 - DFTC,BD1 3AZ
Department for Transport,Department for Transport,03.09.2012,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000011122,2774.74,#,WC1N 1BY
Department for Transport,Department for Transport,27.09.2012,Travel Expenses UK,Group Finance,RAIL STAFF TRAVEL LTD,2000012968,2774.74,#,WC1N 1BY
Department for Transport,Department for Transport,05.09.2012,Mobile Phone charges,Group Finance,VODAFONE LTD,2000011356,8312.22,Vodafone 380 Mobiles August CRG,RG14 5FF
Department for Transport,Department for Transport,10.09.2012,Travel Booking Costs,Group Finance,REDFERN TRAVEL LTD,2000011596,1810.43,#,BD1 3AZ
Department for Transport,Department for Transport,11.09.2012,Cars Fuel,Group Finance,ENTERPRISE RENT-A-CAR,2000011692,13650.79,Enterprise - Car Hire - August 2012,TW20 8RX
Department for Transport,Department for Transport,11.09.2012,Mobile Phone charges,Group Finance,T-MOBILE (UK) LTD,2000011673,737.42,T Mobile - 43361515 - August 2012,AL10 9BW
Department for Transport,Department for Transport,12.09.2012,Electricity,Group Finance,SCOTTISH POWER,2000011754,674.33,Scottish Power - 01.05.2012- 31.07.2012,G44 4BE
Department for Transport,Department for Transport,12.09.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000011745,4567,CCARD - ,NN4 7SG
Department for Transport,Department for Transport,20.09.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000012414,18732.97,Barclays - Corporate - Sept 12,NN4 7SG
Department for Transport,Department for Transport,20.09.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000012414,976.06,Barclays - Corporate - Sept 12,NN4 7SG
Department for Transport,Department for Transport,21.09.2012,Mobile Phone charges,Group Finance,VODAFONE LTD,2000012495,6971.59,389 mobiles account 604232420,RG14 5FF
Department for Transport,Department for Transport,21.09.2012,Mobile Phone charges,Group Finance,VODAFONE LTD,2000012495,3721.29,Vodafone - A/C 604232464 - 219 mobiles,RG14 5FF
Department for Transport,Department for Transport,21.09.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000012481,10227.97,BARCLAYS - DOMESTIC - AUG 12,NN4 7SG
Department for Transport,Department for Transport,21.09.2012,MAA Proceeds Paid,Group Finance,HM TREASURY-CFER,2000012475,1000,#,SW1A 2H
Department for Transport,Department for Transport,25.09.2012,Other Professional F,Group Finance,RPMI,2000012689,1350,#,DL3 6EH
Department for Transport,Department for Transport,25.09.2012,MAA Proceeds Paid,Group Finance,HM TREASURY-CFER,2000012656,1000,MAIF - EXPRESS - PPRP 04/13/27 contract cfer,SW1A 2H
