Period: Nov 2014,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10408998,0,250.80,R,Autumn Leaves Homecare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10409007,0,224.40,R,Autumn Leaves Homecare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10409039,0,551.76,R,Autumn Leaves Homecare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10408948,0,77.72,R,Autumn Leaves Homecare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10409040,0,79.20,R,Autumn Leaves Homecare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10408915,0,507.64,R,Autumn Leaves Homecare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10408921,0,722.61,R,Autumn Leaves Homecare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,"1,680.08",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,"1,692.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,365.00,R, First Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,312.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,158.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,229.92,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307394,0,854.60,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307394,0,152.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307394,0,402.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408369,0,378.48,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408142,0,83.49,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408384,0,413.32,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408185,0,17.71,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408460,0,184.26,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408247,0,511.04,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408354,0,403.38,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405572,0,591.60,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405519,0,736.95,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405645,0,451.35,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406161,0,252.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406163,0,252.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406184,0,162.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,"-1,367.52",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10408643,0,298.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,"1,198.28",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,186.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,581.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,326.56,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408482,0,"4,627.68",R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406199,0,502.88,R,Heathdene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406201,0,"3,102.44",R,Heathdene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406209,0,744.00,R,Mencap Cymru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404089,0,180.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404130,0,"6,805.00",R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404112,0,19.20,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404087,0,30.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404085,0,135.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404162,0,49.60,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404144,0,420.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,307337,0,246.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,307337,0,297.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407543,0,"6,142.00",R,St Helen's Domicilary Care Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407534,0,90.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-216.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-668.88,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,307392,0,-180.00,R,The Friendly Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,307359,0,412.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,18/11/2014,307378,0,19.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,18/11/2014,307378,0,14.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,18/11/2014,307378,0,246.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10409131,0,"4,541.95",R,Heathdene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,573.65,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,38.40,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,44.80,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,307408,0,24.75,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10408624,0,511.12,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Learning Disability Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404163,0,"12,058.00",R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,488.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408527,0,58.19,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408507,0,657.80,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408512,0,435.16,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408521,0,170.78,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408544,0,151.80,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408088,0,63.25,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405577,0,199.54,R,Shaw Healthcare (Community Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405581,0,114.03,R,Shaw Healthcare (Community Services) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405609,0,113.85,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405610,0,50.60,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406177,0,"1,149.00",R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10404495,0,642.24,R, First Call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,307337,0,246.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407522,0,352.50,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407499,0,225.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407509,0,300.00,R,Reach (Supported Living),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407561,0,709.00,R,Pantymilah Kennels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,21/11/2014,10407577,0,168.00,R,Lougher Home Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,347.48,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,07/11/2014,307350,0,477.52,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408425,0,398.40,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,25/11/2014,10408064,0,144.21,R,Q Care Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405559,0,573.75,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,11/11/2014,10405521,0,340.43,R,Radis Community Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406187,0,262.20,R,Kemble Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,14/11/2014,10406186,0,638.40,R,Kemble Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,04/11/2014,10404175,0,243.76,R,Allied Healthcare Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Personal Care.,,28/11/2014,10409107,0,302.40,R,JSJ Supported Living Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children Services,Children Services Teams,Social Care and Health,Third Party Payments,Third Party,Residential.,,28/11/2014,10408909,0,"1,098.90",R,North Hill House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,11/11/2014,10405396,0,"1,944.00",R,Cantref Homes Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,21/11/2014,10407435,0,"1,740.00",R,Oaklands Residential Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,307368,0,"2,056.00",R,Duffryn Ffrwd Manor Nursing & Residential Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,307368,0,"1,944.00",R,Glaslyn Retirement Home Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,21/11/2014,10405404,0,"1,919.40",R,Gold Care Homes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,307368,0,"1,900.00",R,Milkwood Care Ltd T/A Ganarew House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care,Community Care Team,Social Care and Health,Third Party Payments,Third Party,Residential.,,14/11/2014,307368,0,"1,944.00",R,Glaslyn Retirement Home Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
