A separate key is published alongside the data to expand on column headings A1 through to G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOBS,KEY,SURVEY,SECTOR,LAW,COUNTRY,SIZE,A1,A2,A3,A4,A6,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,B1,B1A,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8A,B2A,B3,B4,B3B4,C1_1,C1_2,C1_3,C1_4A,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,D1,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2A,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D3,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E2,E3,F1,F1A_1,F1A_2,F1A_3,F1A_4,F1A_5,F1A_6,F1A_7,F1A_8,F1A_9,F1A_10,F1B,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_LAW,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G4,WEIGHT
314,b000446,NAO SURVEY,Agriculture,Health and Safety,England,Micro (1-9 employees),1 to 4,1 - 3 years,Stay the same,Stay the same,Attracting and retaining customers,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,1,5-10 days,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly agree,Yes, ,Yes,Neither Agree nor Disagree,Don't know,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Very informed,Local Council Inspectors,Not,Not,Not,Not,External insurance company,Not,Not,Not,Not,Not,Not,Don't know,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Don't know,Less time consuming,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Not,Consumer Protection,Fire Safety,Health and Safety,Not,Not,Consumer Protection,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,No,0.754602401
11877,b000454,NAO SURVEY,Agriculture,Company,England,Micro (1-9 employees),1 to 4,More than 20 years,Take on staff,Stay the same,Level of tax,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,2 to 4,No time at all,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly agree,No,too much regulation,Too much regulation,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Fairly informed,Not,Not,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,External lawyer,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Decrease a little,No, , , , , , , , , , ,No,Not,Not,Not,Health and Safety,Not,Not,Health and Safety,Fairly satisfied,Fairly satisfied,Very Dissatisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Dissatisfied,No,0.754602401
480,b000473,NAO SURVEY,Agriculture,Employment,England,Micro (1-9 employees),1 to 4,More than 20 years,Stay the same,Stay the same,Attracting and retaining customers,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,None / Do not employ any staff,Half a day to a day,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Tend to agree,Yes, ,Yes,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Not,Need for assurance,Not,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Less time consuming,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,Don't know,Not,Not,Fire Safety,Health and Safety,Not,Not,Health and Safety,Fairly satisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,0.754602401
292,b000488,NAO SURVEY,Agriculture,Planning,England,Micro (1-9 employees),1 to 4,6 - 20 years,Stay the same,Stay the same,Attracting and retaining customers,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,1,No time at all,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Tend to agree,Yes, ,Yes,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fairly informed,Local Council Inspectors,Not,Not,Not,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Fairly straightforward,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,Don't know,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.754602401
12003,b000525,NAO SURVEY,Agriculture,Company,England,Micro (1-9 employees),1 to 4,More than 20 years,Stay the same,Stay the same,Attracting and retaining customers,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,1,Half a day to a day,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Tend to disagree,Yes, ,Yes,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Not,Direct contact with Government departments,External accountant,Not,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Other,Not, ,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,Increase a little,Yes,Not,Not,Not,A regulator,Not,Not,Not,Not,Not,Not,Yes,Not,Consumer Protection,Not,Not,Not,Not,Consumer Protection,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,0.754602401
706,b000539,NAO SURVEY,Agriculture,Employment,England,Micro (1-9 employees),1 to 4,More than 20 years,Stay the same,Take on staff,Level of tax,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,2 to 4,3-4 days,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,Yes, ,Yes,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Fairly informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,External lawyer,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,25+,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Not,Not,Not,Not,Fairly straightforward,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Don't know,No, , , , , , , , , , ,No,Food Safety,Consumer Protection,Fire Safety,Health and Safety,Not,Not,Consumer Protection,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,0.754602401
738,b000540,NAO SURVEY,Agriculture,Employment,England,Micro (1-9 employees),1 to 4,6 - 20 years,Reduce staff,Stay the same,Attracting and retaining customers,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,None / Do not employ any staff,No time at all,Strongly Agree,Agree,Agree,Agree,Agree,Don't know,Agree,Agree,Tend to agree,Yes, ,Yes,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Not very informed,Local Council Inspectors,Not,Government departments' websites,Direct contact with Government departments,Not,Not,Not,Not,Not,Not,Not,Not, , , , , , , , , , ,Not very straightforward,Stayed the same,Less time consuming,Less time consuming,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Become slightly less time consuming,Stay the same,No, , , , , , , , , , ,No,Not,Not,Fire Safety,Not,Not,Not,Fire Safety,Very Satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,No,0.754602401
11549,b000547,NAO SURVEY,Agriculture,Planning,England,Micro (1-9 employees),1 to 4,6 - 20 years,Stay the same,Stay the same,Access to finance,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,None / Do not employ any staff,No time at all,Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Tend to agree,Yes, ,Yes,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Fairly informed,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,None of these,Not, , , , , , , , , , , ,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Become slightly more time consuming,Stay the same,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,Yes,0.754602401
1478,b000558,NAO SURVEY,Agriculture,Health and Safety,Wales,Micro (1-9 employees),1 to 4,More than 20 years,Stay the same,Stay the same,Level of tax,Disagree,Don't know,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,None / Do not employ any staff,No time at all,Disagree,Agree,Don't know,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Agree,Don't know,Strongly agree,Yes, ,Yes,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Fairly informed,Not,Not,Not,Direct contact with Government departments,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stay the same,Yes,Not,Not,A Government department,Not,Not,Not,Not,Not,Not,Not,Don't know,Food Safety,Not,Not,Not,Not,Not,Food Safety,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,0.754602401
872,b000566,NAO SURVEY,Agriculture,Health and Safety,England,Micro (1-9 employees),None,More than 20 years,Stay the same,Stay the same,Don't know,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Agree,N/A,Agree,None / Do not employ any staff,Don't know,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Tend to disagree,Yes, ,Yes,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Very informed,Not,The Businesslink website,Government departments' websites,Not,Not,Not,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not, , , , , , , , , , , ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Increase a little,No, , , , , , , , , , ,Don't know,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.754602401
1472,b000598,NAO SURVEY,Agriculture,Health and Safety,Scotland,Micro (1-9 employees),None,4 - 5 years,Reduce staff,Take on staff,Staff recruitment and/ or retention,Agree,Disagree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,None / Do not employ any staff,Less than half a day,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Tend to disagree,Yes, ,Yes,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Fairly informed,Local Council Inspectors,Not,Government departments' websites,Not,External accountant,Not,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Not,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Fairly straightforward,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stayed the same,Stayed the same,Increase a little,No, , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , ,0.754602401
558,b000616,NAO SURVEY,Agriculture,Employment,England,Micro (1-9 employees),1 to 4,More than 20 years,Take on staff,Stay the same,Complying with regulation,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,None / Do not employ any staff,Less than half a day,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Not very informed,Not,Not,Government departments' websites,Not,External accountant,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Not,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,Yes,Not,Not,Not,A regulator,A trade or business association,Not,Not,Not,Not,Not,No,Food Safety,Consumer Protection,Fire Safety,Health and Safety,Not,Not,Consumer Protection,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Fairly satisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,Fairly dissatisfied,Neither satisfied nor dissatisfied,No,0.754602401
3630,b000629,NAO SURVEY,Agriculture,Employment,England,Micro (1-9 employees),None,More than 20 years,Stay the same,Stay the same,Access to finance,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,None / Do not employ any staff,Half a day to a day,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Tend to disagree,Yes, ,Yes,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Not very informed,Local Council Inspectors,The Businesslink website,Not,Not,External accountant,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,Other,Not,Not,Not,Not,Not,Not,Not,Not,Don't know,Fairly straightforward,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Become slightly more time consuming,Decrease a little,No, , , , , , , , , , ,No,Food Safety,Not,Not,Not,Not,Not,Food Safety,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,No,0.754602401
3682,b000642,NAO SURVEY,Agriculture,Health and Safety,England,Micro (1-9 employees),5 to 9,6 - 20 years,Take on staff,Stay the same,Attracting and retaining customers,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,1,1-2 days,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither agree nor disagree,No,too much regulation,Too much regulation,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,Not,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,Other,Not,Not,Not,Not,Not,Worried about penalties for non compliance,Not,Other,Not, ,Stayed the same,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes,Not,Not,Not,Health and Safety,Not,Not,Health and Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Yes,0.754602401
