Unique Reference Number,Transaction Date,Merchant Category Code Description,Location,Merchant Category Group Description,Amount,Supplier
FCOGPC2015110768,18/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,816,UBIQUS UK LIMITED
FCOGPC2015110775,18/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,875,WP-CREATIONVIDEO
FCOGPC2015110757,18/11/2015,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",PAN,Print and advertising,671.47,POSTNET MJ
FCOGPC2015110796,18/11/2015,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",PAN,Print and advertising,"1,155.20",POSTNET MJ
FCOGPC2015110809,18/11/2015,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",PAN,Print and advertising,"1,381.32",POSTNET MJ
FCOGPC2015110780,18/11/2015,"COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED",KEN,Miscellaneous Industrial/Commercial Supplies,930,CONSTRUCTION SUPPORT L
FCOGPC2015110759,18/11/2015,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",GRC,Computer Equipment & Services,695.42,COSMOS COMPUTERS AEBE
FCOGPC2015110807,18/11/2015,CONCRETE WORK CONTRACTORS,NGA,Building Services,"1,323.60",2032LA000002820
FCOGPC2015110802,18/11/2015,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",GBR,Professional Services,"1,231.65",PRIME PRODUCTION LIMIT
FCOGPC2015110788,18/11/2015,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",CAN,Personal Services,"1,060.70",TYCO INTEGRATED SECURI
FCOGPC2015110740,18/11/2015,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,TUR,General Retail and Wholesale,508.03,MURAT AL ALKAR DAGITIM
FCOGPC2015110751,18/11/2015,DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH.,TUR,General Retail and Wholesale,577.97,LIBRA TURIZM TICARET L
FCOGPC2015110752,18/11/2015,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,ARG,Mail Order / Direct Selling,587.99,WWW.MERCADOPAGO.COM.AR
FCOGPC2015110779,18/11/2015,DUTY FREE STORES,GBR,General Retail and Wholesale,918.27,WWW.I-D-S.COM
FCOGPC2015110754,18/11/2015,"EATING PLACES, RESTAURANTS",ITA,Restuarants and Bars,631.35,MARENGO CATERING
FCOGPC2015110793,18/11/2015,"EATING PLACES, RESTAURANTS",SAU,Restuarants and Bars,"1,118.02",INDIAN SUMMER (CUISIEN
FCOGPC2015110755,18/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,642.02,DIPLOMATIC MISSION SUP
FCOGPC2015110761,18/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",SRB,General Retail and Wholesale,719.97,HOME TEXTILE DOO
FCOGPC2015110789,18/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ITA,General Retail and Wholesale,"1,076.17",DITTA BALDUCCI MAURO
FCOGPC2015110792,18/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PAK,General Retail and Wholesale,"1,114.82",ARIF BROS
FCOGPC2015110803,18/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",PAK,General Retail and Wholesale,"1,281.41",ARIF BROS
FCOGPC2015110758,18/11/2015,FAST FOOD RESTAURANTS,BRA,Restuarants and Bars,686.6,RESTAURANTE VITORIA
FCOGPC2015110774,18/11/2015,"GLASS, PAINT, WALLPAPER STORES",IND,Building Materials,856.02,BAWA GLASS COMPANY NEW
FCOGPC2015110778,18/11/2015,"GROCERY STORES, SUPERMARKETS",ZAF,General Retail and Wholesale,887.45,PNP CRAIGHALL PAR
FCOGPC2015110765,18/11/2015,HARDWARE EQUIPMENT AND SUPPLIES,KEN,Miscellaneous Industrial/Commercial Supplies,787.19,TIMBER CORNER LTD
FCOGPC2015110814,18/11/2015,HARDWARE STORES,IND,General Retail and Wholesale,"1,480.28",AMBEJI PANITS & HARDWA
FCOGPC2015110746,18/11/2015,"HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS",ZAF,Building Services,527.7,GHIZA PLUMBING SERVI
FCOGPC2015110750,18/11/2015,HOSPITALS,BLZ,Medical Supplies and Services,566.25,ST LUKE LAB
FCOGPC2015110783,18/11/2015,HOTELS/MOTELS/RESORTS ,COL,Hotels,978.42,ACCOMODATION PROVIDER
FCOGPC2015110800,18/11/2015,HOTELS/MOTELS/RESORTS ,MEX,Hotels,"1,226.94",ACCOMODATION PROVIDER
FCOGPC2015110815,18/11/2015,HOTELS/MOTELS/RESORTS ,PAN,Hotels,"1,485.67",ACCOMODATION PROVIDER
FCOGPC2015110808,18/11/2015,HOTELS/MOTELS/RESORTS  ,USA,Hotels,"1,362.06",ACCOMODATION PROVIDER
FCOGPC2015110787,18/11/2015,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,KEN,Miscellaneous Industrial/Commercial Supplies,"1,051.25",INSECTA PEST CONTROL
FCOGPC2015110756,18/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,NGA,General Retail and Wholesale,661.27,SEADEX NIGERIA ENTERPR
FCOGPC2015110785,18/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,LUX,General Retail and Wholesale,"1,019.95",PAYPAL NAVINGO B V
FCOGPC2015110806,18/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,NGA,General Retail and Wholesale,"1,321.35",SBP2122498ON000
FCOGPC2015110810,18/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,USA,General Retail and Wholesale,"1,382.68",L A POLICE GEAR INC
FCOGPC2015110816,18/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,JAM,General Retail and Wholesale,"1,501.98",MINOTT EQUIPMENT & CHE
FCOGPC2015110817,18/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,"1,610.33",SR PAGO
FCOGPC2015110818,18/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,MEX,General Retail and Wholesale,"1,848.65",CLIP
FCOGPC2015110790,18/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,LUX,General Retail and Wholesale,"1,077.38",MAISON JOSY JUCKEM
FCOGPC2015110791,18/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,LUX,General Retail and Wholesale,"1,077.38",MAISON JOSY JUCKEM
FCOGPC2015110798,18/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,UKR,General Retail and Wholesale,"1,222.65",ZORINA
FCOGPC2015110799,18/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,UKR,General Retail and Wholesale,"1,222.65",ZORINA
FCOGPC2015110804,18/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,UKR,General Retail and Wholesale,"1,301.70",ZORINA
FCOGPC2015110742,18/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,MEX,Print and advertising,513.7,FACTOR DIGITAL
FCOGPC2015110749,18/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,TUR,Print and advertising,556.31,GUZELIS OFSET MATBAACI
FCOGPC2015110769,18/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,NGA,Print and advertising,831.76,AROWOLO NIGERIA ENT
FCOGPC2015110771,18/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,MEX,Print and advertising,840.6,FACTOR DIGITAL
FCOGPC2015110811,18/11/2015,OFFICE AND COMMERCIAL FURNITURE,GBR,"Office Stationery, equipment and supplies","1,419.60",THREE TOWNS OFF EQIP
FCOGPC2015110744,18/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",IDN,"Office Stationery, equipment and supplies",516.79,PRANATA CV-HO
FCOGPC2015110772,18/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",IDN,"Office Stationery, equipment and supplies",848.6,PRANATA CV-HO
FCOGPC2015110794,18/11/2015,"ORGANIZATIONS, CHARITABLE AND SOCIAL SERVICES",USA,Clubs/Associations/Organisations,"1,118.03",AMERICAN RED CROSS
FCOGPC2015110773,18/11/2015,"ORGANIZATIONS, POLITICAL",NZL,Clubs/Associations/Organisations,851.59,WELLINGTON REGIONAL CH
FCOGPC2015110743,18/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",MYS,General Retail and Wholesale,515.51,VINSPRIT-GPRS
FCOGPC2015110763,18/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",IND,General Retail and Wholesale,756.67,BISSONAUTH LAW AND CO
FCOGPC2015110770,18/11/2015,"PACKAGE STORES, BEER, WINE, LIQUOR",IND,General Retail and Wholesale,834.93,BISSONAUTH LAW AND CO
FCOGPC2015110748,18/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,553.33,TUNISIE TELECOM
FCOGPC2015110762,18/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,753.87,PROFESSIONAL EXECUTIVE
FCOGPC2015110766,18/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,804.26,PROFESSIONAL EXECUTIVE
FCOGPC2015110776,18/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,TUN,Professional Services,877,TUNISIE TELECOM
FCOGPC2015110797,18/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,"1,219.33",PROFESSIONAL EXECUTIVE
FCOGPC2015110784,18/11/2015,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GBR,Training and Educational,999,PERPETUITY TRAININ
FCOGPC2015110781,18/11/2015,SPORTING GOODS STORES,RUS,General Retail and Wholesale,941.85,SPORTMASTER SHOP
FCOGPC2015110745,18/11/2015,STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP.,MEX,"Office Stationery, equipment and supplies",526.43,GPO XARTY PAPELERA
FCOGPC2015110747,18/11/2015,"THEATRICAL PRODUCERS(EXCL MOTION PIX),TICKET AGNCY",GBR,Leisure Activities,540,WWW.BITC.ORG.UK
FCOGPC2015110805,18/11/2015,TRAVEL,FRA,Airline,"1,318.56",AIRLINE
FCOGPC2015110777,18/11/2015,TRAVEL AGENCIES,BRN,Travel Agencies,878.98,MASSUGARA TRAVEL SERVI
FCOGPC2015110782,18/11/2015,TRAVEL AGENCIES,ISR,Travel Agencies,969.5,UPAYPOMEGRANATTRAVEL
FCOGPC2015110819,18/11/2015,TRAVEL AGENCIES,SAU,Travel Agencies,"2,336.67",ARABIAN CO. FOR TRAVEL
FCOGPC2015110870,19/11/2015,AIR CONDITIONING AND REFRIGERATION REPAIR SHOPS,JAM,Building Services,"1,331.65",GEDDES REFRIGERATION
FCOGPC2015110840,19/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",USA,"Vehicles, servicing and spares",672.61,ASTON MARTIN JAGUAR OF
FCOGPC2015110851,19/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",ZAF,"Vehicles, servicing and spares",794.98,LANDROVER PRETORIA
FCOGPC2015110862,19/11/2015,"AUTOMOTIVE PARTS, ACCESSORIES STORES",IND,"Vehicles, servicing and spares","1,001.46",GALAXY AUTOMOBILES PVT
FCOGPC2015110873,19/11/2015,AUTOMOTIVE SERVICE SHOPS,ARE,"Vehicles, servicing and spares","1,462.58",PREMIER CAR CARE
FCOGPC2015110839,19/11/2015,AUTOMOTIVE TIRE STORES,MEX,"Vehicles, servicing and spares",671.44,LLANTERA CHAPULTEPEC
FCOGPC2015110836,19/11/2015,BOOK STORES,LUX,Books and Periodicals,639.79,AMAZON UK MARKETPLACE
FCOGPC2015110864,19/11/2015,BOOK STORES,GBR,Books and Periodicals,"1,167.91",BLACKWELLS
FCOGPC2015110853,19/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Miscellaneous Industrial/Commercial Supplies,816,UBIQUS UK LIMITED
FCOGPC2015110854,19/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,BRA,Miscellaneous Industrial/Commercial Supplies,872.86,MCI BRASIL
FCOGPC2015110835,19/11/2015,CATERERS,MLT,Catering and Catering Supplies,621.32,VILLA ARRIGO LIMITED
FCOGPC2015110855,19/11/2015,CATERERS,ROM,Catering and Catering Supplies,875.84,GALA CATERING SRL
FCOGPC2015110856,19/11/2015,CATERERS,ROM,Catering and Catering Supplies,875.84,GALA CATERING SRL
FCOGPC2015110838,19/11/2015,"CLUBS-CNTRY,MBRSHIP(ATHLET,REC,SPRTS,PRIVATE GOLF",MYS,Leisure Activities,656,BRITISH MALAYSIAN CHAM
FCOGPC2015110858,19/11/2015,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",MNE,Computer Equipment & Services,885.87,I CENTAR
FCOGPC2015110852,19/11/2015,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS,ISR,Mail Order / Direct Selling,800.08,THE HERALD TRIBUNE
FCOGPC2015110849,19/11/2015,"DRUG STORES, PHARMACIES",PAK,Medical Supplies and Services,783.38,WORLD MART
FCOGPC2015110834,19/11/2015,"EATING PLACES, RESTAURANTS",SGP,Restuarants and Bars,613.98,CORIANDER LEAF CATERIN
FCOGPC2015110846,19/11/2015,"EATING PLACES, RESTAURANTS",JPN,Restuarants and Bars,776.15,DYNAC
FCOGPC2015110863,19/11/2015,"EATING PLACES, RESTAURANTS",MUS,Restuarants and Bars,"1,124.14",LE COURTYARD RESTAURAN
FCOGPC2015110869,19/11/2015,"EATING PLACES, RESTAURANTS",GBR,Restuarants and Bars,"1,320",PARK CHINOIS
FCOGPC2015110845,19/11/2015,ELECTRICAL PARTS AND EQUIPMENT,KEN,Building Materials,747.63,FARNEL AGENCIES
FCOGPC2015110837,19/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",DNK,General Retail and Wholesale,644.78,IKEA GENTOFTE
FCOGPC2015110850,19/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",ITA,General Retail and Wholesale,786.6,VILLATORE SERGIO E C S
FCOGPC2015110872,19/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,371.45",KOIZAINTERNATIONAL
FCOGPC2015110874,19/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,"1,496.50",KOIZAINTERNATIONAL
FCOGPC2015110857,19/11/2015,"FIREPLACE, FIREPLACE SCREENS & ACCESSORIES STORES",CAN,General Retail and Wholesale,880.18,TOP HAT
FCOGPC2015110876,19/11/2015,FURRIERS AND FUR SHOPS,MNG,General Retail and Wholesale,"1,526.75",NOMIN HIVS UNITED
FCOGPC2015110871,19/11/2015,"GIFT, CARD, NOVELTY AND SOUVENIR SHOPS",IND,General Retail and Wholesale,"1,358.82",HARYALI
FCOGPC2015110832,19/11/2015,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,CRI,Statutory Bodies,589.75,AGENCIA CORPORATIVA JO
FCOGPC2015110825,19/11/2015,"GROCERY STORES, SUPERMARKETS",MSR,General Retail and Wholesale,558.67,ASHOK SADHWANI
FCOGPC2015110833,19/11/2015,HARDWARE STORES,ISR,General Retail and Wholesale,612.88,A A A TSA LTD
FCOGPC2015110827,19/11/2015,HOTELS/MOTELS/RESORTS ,MEX,Hotels,561.42,ACCOMODATION PROVIDER
FCOGPC2015110848,19/11/2015,HOTELS/MOTELS/RESORTS ,PAN,Hotels,781.09,ACCOMODATION PROVIDER
FCOGPC2015110861,19/11/2015,HOTELS/MOTELS/RESORTS ,PRT,Hotels,982.8,ACCOMODATION PROVIDER
FCOGPC2015110859,19/11/2015,HOUSEHOLD APPLIANCE STORES,USA,General Retail and Wholesale,904.84,PC RICHARD AND SON #29
FCOGPC2015110822,19/11/2015,LANDSCAPING AND HORTICULTURAL SERVICES,CAN,Estate and garden Services,537.05,LINDSAY LANDSCAPE INC.
FCOGPC2015110826,19/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,NGA,General Retail and Wholesale,560.31,SEADEX NIGERIA ENTERPR
FCOGPC2015110877,19/11/2015,MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS,GBR,General Retail and Wholesale,"4,869.35",THOMAS FERGUSON/CO
FCOGPC2015110828,19/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,NLD,Print and advertising,563.72,LIFOKA KOPIE EN PRINT
FCOGPC2015110860,19/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,961.01,G4S SECURE
FCOGPC2015110847,19/11/2015,OFFICE AND COMMERCIAL FURNITURE,GBR,"Office Stationery, equipment and supplies",778.51,OSMOND GROUP LTD
FCOGPC2015110820,19/11/2015,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,509,RICS SUBS UK CYBS
FCOGPC2015110821,19/11/2015,"ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED",GBR,Clubs/Associations/Organisations,509,RICS SUBS UK CYBS
FCOGPC2015110842,19/11/2015,POSTAL SERVICES-GOVERNMENT ONLY,LVA,Mail and Courier Services,723.3,RIGAS 25. PASTA NODALA
FCOGPC2015110866,19/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GBR,Professional Services,"1,246.80",CIVIL SERVICE LEARNING
FCOGPC2015110868,19/11/2015,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,BRB,Professional Services,"1,315.95",PROFESSIONAL EXECUTIVE
FCOGPC2015110823,19/11/2015,STAMP & COIN STORES-PHILATELIC & NUMISMATIC SUPPLY,NZL,General Retail and Wholesale,540.39,PITCAIRN ISLAND ADMIN
FCOGPC2015110867,19/11/2015,STAMP & COIN STORES-PHILATELIC & NUMISMATIC SUPPLY,NZL,General Retail and Wholesale,"1,314.41",PITCAIRN ISLAND ADMIN
FCOGPC2015110844,19/11/2015,TELECOM INCL PREPAID/RECURRING PHONE SVCS,ISR,Telecommunication Services,747.46,BEZEQ BILLING MIZDAMNI
FCOGPC2015110824,19/11/2015,TRAVEL,USA,Airline,543.09,AIRLINE
FCOGPC2015110865,19/11/2015,TRAVEL,ECU,Airline,"1,170.41",AIRLINE
FCOGPC2015110875,19/11/2015,TRAVEL,GTM,Airline,"1,513.30",AIRLINE
FCOGPC2015110829,19/11/2015,TRAVEL AGENCIES,USA,Travel Agencies,565.28,HOTELS.COM
FCOGPC2015110830,19/11/2015,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",CYP,Utilities and Non Automotive Fuel,582.38,CYTA - JCC SMART
FCOGPC2015110831,19/11/2015,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",HRV,Utilities and Non Automotive Fuel,588.49,FINA 30101 ZAGREB
FCOGPC2015110841,19/11/2015,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",ZMB,Utilities and Non Automotive Fuel,672.95,ZESCO MANDA HIL
FCOGPC2015110843,19/11/2015,VIDEO ENTERTAINMENT RENTAL STORES,ISL,Leisure Activities,746.34,MYNDFORM
FCOGPC2015110936,20/11/2015,ADVERTISING SERVICES,USA,Print and advertising,"1,157.23",IN MVP ADVERTISING
FCOGPC2015110927,20/11/2015,AIR CONDITIONING AND REFRIGERATION REPAIR SHOPS,KEN,Building Services,"1,007.57",RANCO REFRIGERA
FCOGPC2015110915,20/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",IDN,"Vehicles, servicing and spares",823.94,ASTRA INT'L TOYOTA TB
FCOGPC2015110917,20/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",PAN,"Vehicles, servicing and spares",862.15,PREMIER MOTOR GROUP
FCOGPC2015110924,20/11/2015,"AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING",IDN,"Vehicles, servicing and spares",985.51,ASTRA INT'L TOYOTA TB
FCOGPC2015110934,20/11/2015,"BUILDING MATERIALS, LUMBER STORES",GBR,Building Materials,"1,125.26",MAYAK SERVICES LIMITED
FCOGPC2015110940,20/11/2015,BUS LINES,GBR,Travel - Air/Rail/Road,"1,290",FIRST /ABERDEEN/ L
FCOGPC2015110902,20/11/2015,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,AUS,Miscellaneous Industrial/Commercial Supplies,702.69,THE AUSTRALIAN ROAD FO
FCOGPC2015110886,20/11/2015,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",USA,Print and advertising,605.36,GETTY IMAGES
FCOGPC2015110880,20/11/2015,"CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS",AUS,Professional Services,532.05,ONE DEGREE
FCOGPC2015110882,20/11/2015,"COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS",GIB,Mail and Courier Services,569,EASTGATE EXPRESS S
FCOGPC2015110919,20/11/2015,DEPARTMENT STORES,NPL,General Retail and Wholesale,880.93,SALEWAYS DEPARTMENT ST
FCOGPC2015110900,20/11/2015,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,687.77,ELEPHENCE LTD
FCOGPC2015110910,20/11/2015,"DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS",KEN,Personal Services,748.9,ELEPHENCE LTD
FCOGPC2015110893,20/11/2015,DIRECT MARKETING-CATALOG MERCHANTS,GBR,Mail Order / Direct Selling,642.81,WWW.NISBETS.COM
FCOGPC2015110897,20/11/2015,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,USA,Mail Order / Direct Selling,672.61,NVTC
FCOGPC2015110914,20/11/2015,"DURABLE GOODS, NOT ELSEWHERE CLASSIFIED",USA,Miscellaneous Industrial/Commercial Supplies,813.52,SIGNS BY TOMORROW
FCOGPC2015110937,20/11/2015,ELECTRICAL CONTRACTORS,TUR,Building Services,"1,201.94",ELEKTRIK KURUMU LSA2
FCOGPC2015110926,20/11/2015,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,000",WILTS ELECTRICAL BRITS
FCOGPC2015110932,20/11/2015,ELECTRICAL PARTS AND EQUIPMENT,GBR,Building Materials,"1,082.14",WILTS ELECTRICAL BRITS
FCOGPC2015110879,20/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",LBN,General Retail and Wholesale,530.47,CARPET PLUS - DBAYEH
FCOGPC2015110884,20/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",UGA,General Retail and Wholesale,601.44,NINA INTERIORS
FCOGPC2015110887,20/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",TUR,General Retail and Wholesale,606.48,EMEK YATAS HOME
FCOGPC2015110888,20/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",TUR,General Retail and Wholesale,606.48,EMEK YATAS HOME
FCOGPC2015110891,20/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",UGA,General Retail and Wholesale,620.16,NINA INTERIORS
FCOGPC2015110909,20/11/2015,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",GBR,General Retail and Wholesale,748.25,DIPLOMATIC MISSION SUP
FCOGPC2015110922,20/11/2015,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,UKR,Building Services,939.63,DANICA
FCOGPC2015110930,20/11/2015,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,UKR,Building Services,"1,054.72",DANICA
FCOGPC2015110935,20/11/2015,GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS,UKR,Building Services,"1,136.30",DANICA
FCOGPC2015110899,20/11/2015,"GLASS, PAINT, WALLPAPER STORES",TUR,Building Materials,687.04,FURKAN BOYA
FCOGPC2015110931,20/11/2015,"GROCERY STORES, SUPERMARKETS",ISR,General Retail and Wholesale,"1,073.03",MAKOLET A.S.L.K
FCOGPC2015110905,20/11/2015,HARDWARE EQUIPMENT AND SUPPLIES,IND,Miscellaneous Industrial/Commercial Supplies,721.43,MRA ENTERPRISES
FCOGPC2015110896,20/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,672.61,ACCOMODATION PROVIDER
FCOGPC2015110904,20/11/2015,HOTELS/MOTELS/RESORTS ,COL,Hotels,720.4,ACCOMODATION PROVIDER
FCOGPC2015110913,20/11/2015,HOTELS/MOTELS/RESORTS ,ARE,Hotels,813.22,ACCOMODATION PROVIDER
FCOGPC2015110925,20/11/2015,HOTELS/MOTELS/RESORTS ,MEX,Hotels,995.9,ACCOMODATION PROVIDER
FCOGPC2015110941,20/11/2015,HOTELS/MOTELS/RESORTS ,MEX,Hotels,"1,300.99",ACCOMODATION PROVIDER
FCOGPC2015110945,20/11/2015,HOTELS/MOTELS/RESORTS ,PAK,Hotels,"2,384.63",ACCOMODATION PROVIDER
FCOGPC2015110946,20/11/2015,HOTELS/MOTELS/RESORTS ,USA,Hotels,"6,546.74",ACCOMODATION PROVIDER
FCOGPC2015110889,20/11/2015,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",TUR,Financial Services,613.41,E/ERGO TURKIYE
FCOGPC2015110938,20/11/2015,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",RWA,Financial Services,"1,277.96",SORAS ASSURANCES
FCOGPC2015110939,20/11/2015,"INSURANCE SALES,UNDERWRITING,AND PREMIUMS",RWA,Financial Services,"1,277.96",SORAS ASSURANCES
FCOGPC2015110918,20/11/2015,LIMOUSINES AND TAXICABS,GBR,Travel - Air/Rail/Road,880,CHEZ ROUTE (UK) LTD
FCOGPC2015110906,20/11/2015,MISCELLANEOUS AND SPECIALTY RETAIL STORES,IND,General Retail and Wholesale,723.63,SRI MADHURAMBAL AGENCI
FCOGPC2015110901,20/11/2015,MISCELLANEOUS GENERAL MERCHANDISE,JPN,General Retail and Wholesale,702.64,RAKUTENSP KOKITOKYO
FCOGPC2015110885,20/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,601.7,G4S SECURE
FCOGPC2015110903,20/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,GBR,Print and advertising,709.78,G4S SECURE
FCOGPC2015110911,20/11/2015,MISCELLANEOUS PUBLISHING AND PRINTING,CAN,Print and advertising,768.12,OH MY PRINT SOLUTIONS
FCOGPC2015110923,20/11/2015,MOTOR VEHICLE SUPPLIES AND NEW PARTS,GBR,"Vehicles, servicing and spares",940.5,MAYNES COACHES
FCOGPC2015110928,20/11/2015,MOTORCYCLE SHOPS AND DEALERS,IND,"Vehicles, servicing and spares","1,035.54",UDAY HONDA
FCOGPC2015110933,20/11/2015,"OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES",GBR,"Office Stationery, equipment and supplies","1,097.02",CARTRIDGESAVE.CO.UK
