Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Department for Transport,11.12.2012,Agency Staff Costs,General Counsel's Office,PARITY RESOURCES LTD,2000018498,1431,#,SW19 3RU
Department For Transport,Department for Transport,04.12.2012,Security,General Counsel's Office,FCO SERVICES,2000018021,2108.4,#,MK19 7BH
Department For Transport,Department for Transport,18.12.2012,IT Ser Running Costs,General Counsel's Office,ACTICA CONSULTING LIMITED,2000019147,4080,#,GU2 7YF
Department For Transport,Department for Transport,31.12.2012,IT Consultancy,General Counsel's Office,CESG,2000019884,1931.7,#,GL51 0EX
Department For Transport,Department for Transport,31.12.2012,Support Services,General Counsel's Office,CESG,2000019884,104.55,#,GL51 0EX
Department For Transport,Department for Transport,19.12.2012,Support Services,Greener Transport & International,3CN LTD,2000019250,500,#,EC2V 7RS
Department For Transport,Department for Transport,10.12.2012,Training,Greener Transport & International,CORINNE GAUTIER-CAPES,2000018406,766.5,#,SW19 2AY
Department For Transport,Department for Transport,11.12.2012,Secondments,Greener Transport & International,DRIVING STANDARDS AGENCY,2000018465,1199.09,#,NG1 6LP
Department For Transport,Department for Transport,11.12.2012,Conferences / Semina,Greener Transport & International,INSTITUTION OF MECHANICAL ENGINEERS,2000018481,510,#,AL1 3EJ
Department For Transport,Department for Transport,21.12.2012,Minor Developments,Greener Transport & International,TRIAD GROUP PLC,2000019450,30562.5,#,GU7 1XE
Department For Transport,Department for Transport,17.12.2012,Transport Consult,Greener Transport & International,ECOFYS UK LTD,100023174,36000,#,E1 8DE
Department For Transport,Department for Transport,17.12.2012,Transport Consult,Greener Transport & International,ECOFYS UK LTD,100023174,-36000,#,E1 8DE
Department For Transport,Department for Transport,05.12.2012,Research,Greener Transport & International,NETFUNDI LTD,2000018139,586,#,LA1 1SQ
Department For Transport,Department for Transport,12.12.2012,Research,Greener Transport & International,ATKINS LTD (TRANSPORT PLANNING),2000018561,5319.89,#,WR5 1TX
Department For Transport,Department for Transport,20.12.2012,EU Cap Grt NDPBs,Greener Transport & International,NETWORK RAIL INFRASTUCTURE LTD,2000019348,2014795.01,TENS 2011-UK-91055-P Southampton Upgrade #2m,N1 9AG
Department For Transport,Department for Transport,20.12.2012,EU Cap Grt NDPBs,Greener Transport & International,DEPARTMENT FOR,2000019364,507620.61,"""TENS 2011-UK-93016-P, York Street #507k""",BT1 9JW
Department For Transport,Department for Transport,03.12.2012,CurrGrtPriSec-P&NPIS,Greener Transport & International,ENERGY SAVING TRUST,2000017911,286815,"""EST Oct 2012 #286,815""",SW1H 9BP
Department For Transport,Department for Transport,14.12.2012,Research,Greener Transport & International,TRANSPORT RESEARCH LABORATORY,2000018966,6711.59,#,RG40 3GA
Department For Transport,Department for Transport,14.12.2012,Research,Greener Transport & International,TRANSPORT RESEARCH LABORATORY,2000018966,741.12,#,RG40 3GA
Department For Transport,Department for Transport,27.12.2012,Research,Greener Transport & International,TRANSPORT RESEARCH LABORATORY,2000019573,18121.25,#,RG40 3GA
Department For Transport,Department for Transport,28.12.2012,Research,Greener Transport & International,JACOBS UK LTD,2000019813,11416.5,#,G2 7HX
Department For Transport,Department for Transport,31.12.2012,Research,Greener Transport & International,INSPEC INTERNATIONAL LTD,2000019854,1780.28,#,M6 6AJ
Department For Transport,Department for Transport,11.12.2012,Prog&ProjMgmt Consul,Greener Transport & International,MOORHOUSE CONSULTING LIMITED,2000018506,41338.8,#,EC1N 2TD
Department For Transport,Department for Transport,24.12.2012,Cap Grt Loc Auth,Greener Transport & International,TFL - SURFACE TRANSPORT,2000019538,41363.9,TfL PIP Q2 #41k,SE1 8NJ
Department For Transport,Department for Transport,20.12.2012,CapGrtPriSec-P&NPISH,Greener Transport & International,CENEX,2000019350,20748,LCVPP Hackney C Allied Van 201213 Inv CENPR463,LE11 3TU
Department For Transport,Department for Transport,14.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,ASHWOODS AUTOMOTIVE LTD,2000018975,68600,Ashwood's LCV 7th Payment #68k (20 vehicles),EX4 8DS
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,ASHWOODS AUTOMOTIVE LTD,2000019363,48020,Ashwood's (4) LCV 6th Payment #48k (14 vehicles),EX4 8DS
Department For Transport,Department for Transport,03.12.2012,Cap Grt NDPBs & CG,Greener Transport & International,TECHNOLOGY STRATEGY BOARD,2000017915,811809,LCVIP ULCV Demo Q1 & Q2 #811k Cap,SN2 1JF
Department For Transport,Department for Transport,03.12.2012,Cap Grt NDPBs & CG,Greener Transport & International,TECHNOLOGY STRATEGY BOARD,2000017915,578569,TSB LCVIP IDP1 Q 1& Q2 #578k Cap,SN2 1JF
Department For Transport,Department for Transport,03.12.2012,Cap Grt NDPBs & CG,Greener Transport & International,TECHNOLOGY STRATEGY BOARD,2000017915,1849621,TSB LCVIP IDP4 Q1 & Q2 #1849k,SN2 1JF
Department For Transport,Department for Transport,03.12.2012,Curr Grt Other CG Bo,Greener Transport & International,TECHNOLOGY STRATEGY BOARD,2000017915,1575603,TSB LCVIP IDP 4 Q1 & Q2 #1575k Inv 682,SN2 1JF
Department For Transport,Department for Transport,03.12.2012,Curr Grt Other CG Bo,Greener Transport & International,TECHNOLOGY STRATEGY BOARD,2000017915,492855,TSB LCVIP IDP1 Q1 & Q2 #492k Resource,SN2 1JF
Department For Transport,Department for Transport,03.12.2012,Curr Grt Other CG Bo,Greener Transport & International,TECHNOLOGY STRATEGY BOARD,2000017915,691541,TSB LCVIP ULEV DEMO Q1 & Q2 ULEV #691k Resource,SN2 1JF
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,THE COLT CAR COMPANY LTD,2000019353,10000,PiCG Mitsubishi Nov 2012 #10k,GL7 1LF
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,NISSAN MOTOR GB LTD,2000019354,355000,PiCG Nissan Nov 2012 #355k,WD3 9YS
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,CITROEN AUTOMOBILES UK LTD,2000019356,40000,PiCG Citroen Nv 2012 #40k,CV3 1ND
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,PEUGEOT MOTOR COMPANY,2000019357,197631.45,PiCG Peugeot Nov 2012 #197.5k,CV3 1ND
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,RENAULT,2000019359,180056.4,PiCG Renault Nov 2012 #18K,WD3 9YS
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,VAUXHALL MOTORS,2000019361,135000,PiCG Vauxhall Nov 2012 #135k,LU1 3YT
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,CHEVROLET UK,2000019362,20000,PiCG Chevrolet Nov 2012 #20k,LU1 3YT
Department For Transport,Department for Transport,20.12.2012,Cap Grt Pri Sec-Cos.,Greener Transport & International,TOYOTA (GB) PLC,2000019365,155000,PiCG Toyota Nov 2012 #155k,KT18 5XS
Department For Transport,Department for Transport,24.12.2012,Support Services,Greener Transport & International,BMT RELIABILITY CONSULTANTS LTD,2000019531,37708.5,#,PO15 5SU
Department For Transport,Department for Transport,24.12.2012,Support Services,Greener Transport & International,BMT RELIABILITY CONSULTANTS LTD,2000019531,6672,#,PO15 5SU
Department For Transport,Department for Transport,04.12.2012,Agency Staff Costs,Group Finance,METHODS CONSULTING LTD,2000018006,3122.11,#,WC2H 8AD
Department For Transport,Department for Transport,04.12.2012,Agency Staff Costs,Group Finance,METHODS CONSULTING LTD,2000018006,1332.22,#,WC2H 8AD
Department For Transport,Department for Transport,17.12.2012,Agency Staff Costs,Group Finance,METHODS CONSULTING LTD,2000019054,4440.72,#,WC2H 8AD
Department For Transport,Department for Transport,27.12.2012,Agency Staff Costs,Group Finance,SPRING TECHNOLOGY LTD ALSO T/A,2000019587,1558.44,#,B37 7YE
Department For Transport,Department for Transport,13.12.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000018865,15262.69,Barclays - DFT DOMESTIC - December 2012,NN4 7SG
Department For Transport,Department for Transport,13.12.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000018865,14842.1,Barclays - Domestic - Dec 12,NN4 7SG
Department For Transport,Department for Transport,19.12.2012,Subscriptions to Pro,Group Finance,THE FINANCIAL REPORTING COUNCIL,2000019248,5968,#,LN5 5ET
Department For Transport,Department for Transport,18.12.2012,Machinery Rental,Group Finance,RICOH UK LTD,2000019141,1548.29,Rental and Usage Costs,NN4 7YB
Department For Transport,Department for Transport,18.12.2012,Machinery Rental,Group Finance,RICOH UK LTD,2000019141,1775.08,Rental and Usage Costs,NN4 7YB
Department For Transport,Department for Transport,18.12.2012,Machinery Rental,Group Finance,RICOH UK LTD,2000019141,1782.98,Rental and Usage Costs,NN4 7YB
Department For Transport,Department for Transport,12.12.2012,IT Ser Running Costs,Group Finance,RSM TENON,2000018593,5124,#,W1U 4JT
Department For Transport,Department for Transport,06.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000018244,3942.84,#,SL1 3SA
Department For Transport,Department for Transport,11.12.2012,Agency Staff Costs,Group Finance,LA INTERNATIONAL COMPUTER,2000018486,11335.2,#,ST1 5UB
Department For Transport,Department for Transport,11.12.2012,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000018498,26325,#,SW19 3RU
Department For Transport,Department for Transport,13.12.2012,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000018875,8170.09,#,SW19 3RU
Department For Transport,Department for Transport,13.12.2012,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000018875,21600,#,SW19 3RU
Department For Transport,Department for Transport,13.12.2012,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000018875,13500,#,SW19 3RU
Department For Transport,Department for Transport,18.12.2012,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000019144,23460,#,SW19 3RU
Department For Transport,Department for Transport,19.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000019241,3942.84,#,SL1 3SA
Department For Transport,Department for Transport,19.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000019241,4608,#,SL1 3SA
Department For Transport,Department for Transport,24.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000019536,3942.84,#,SL1 3SA
Department For Transport,Department for Transport,27.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000019578,4608,#,SL1 3SA
Department For Transport,Department for Transport,05.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000018157,5760,#,SL1 3SA
Department For Transport,Department for Transport,05.12.2012,Non Stock Machine Co,Group Finance,OFFICE DEPOT UK LIMITED,2000018129,573.28,#,SP10 4BA
Department For Transport,Department for Transport,17.12.2012,Rail Travel,Group Finance,REDFERN TRAVEL LTD,2000019066,43884.87,REDFERN TRAVEL - Nov 12 - DFTC,BD1 3AZ
Department For Transport,Department for Transport,17.12.2012,Travel Booking Costs,Group Finance,REDFERN TRAVEL LTD,2000019066,2420.84,REDFERN TRAVEL - Nov 12 - DFTC,BD1 3AZ
Department For Transport,Department for Transport,17.12.2012,Hotel&Accom Costs,Group Finance,REDFERN TRAVEL LTD,2000019066,19377.5,REDFERN TRAVEL - Nov 12 - DFTC,BD1 3AZ
Department For Transport,Department for Transport,12.12.2012,Car Hire and Leasing,Group Finance,ENTERPRISE RENT-A-CAR,2000018589,16449.36,ENTERPRISE - CAR HIRE - NOV 12,TW20 8RX
Department For Transport,Department for Transport,10.12.2012,Mobile Phone charges,Group Finance,T-MOBILE (UK) LTD,2000018395,737.42,T-Mobile - 43361515,AL10 9BW
Department For Transport,Department for Transport,24.12.2012,Mobile Phone charges,Group Finance,VODAFONE LTD,2000019535,7189.98,VODAFONE - A/C 604232420,RG14 5FF
Department For Transport,Department for Transport,13.12.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000018865,24233.5,Barclays - DFT Corporate - December 2012,NN4 7SG
Department For Transport,Department for Transport,13.12.2012,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000018865,3403.37,Barclays - Corporate - Dec 12,NN4 7SG
Department For Transport,Department for Transport,06.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018236,4036.38,#,BN11 2BW
Department For Transport,Department for Transport,06.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018236,4036.38,#,BN11 2BW
Department For Transport,Department for Transport,06.12.2012,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000018246,3408.78,#,BR1 1HP
Department For Transport,Department for Transport,11.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018473,4036.38,#,BN11 2BW
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018560,2447.45,#,BN11 2BW
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018560,2719.38,#,BN11 2BW
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018560,2719.38,#,BN11 2BW
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018560,2175.5,#,BN11 2BW
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018560,2719.38,#,BN11 2BW
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018560,2719.38,#,BN11 2BW
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000018563,3616.8,#,W1T 5AE
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000018563,3616.8,#,W1T 5AE
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000018563,4843.66,#,W1T 5AE
Department For Transport,Department for Transport,12.12.2012,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000018583,3408.78,#,BR1 1HP
Department For Transport,Department for Transport,14.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018955,4036.38,#,BN11 2BW
Department For Transport,Department for Transport,14.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000018969,2407.5,#,SL1 3SA
Department For Transport,Department for Transport,14.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000018969,3210,#,SL1 3SA
Department For Transport,Department for Transport,19.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000019220,3616.8,#,W1T 5AE
Department For Transport,Department for Transport,19.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000019220,4843.66,#,W1T 5AE
Department For Transport,Department for Transport,19.12.2012,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000019246,3067.91,#,BR1 1HP
Department For Transport,Department for Transport,21.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000019455,3210,#,SL1 3SA
Department For Transport,Department for Transport,21.12.2012,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000019455,3210,#,SL1 3SA
Department For Transport,Department for Transport,27.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000019566,4036.38,#,W1T 5AE
Department For Transport,Department for Transport,27.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000019566,3616.8,#,W1T 5AE
Department For Transport,Department for Transport,31.12.2012,Agency Staff Costs,Group Finance,NETWORKERS INTERNATIONAL (UK) PLC,2000019874,3408.78,#,BR1 1HP
Department For Transport,Department for Transport,05.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018132,2719.38,#,BN11 2BW
Department For Transport,Department for Transport,05.12.2012,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000018132,2719.38,#,BN11 2BW
Department For Transport,Department for Transport,05.12.2012,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000018133,4036.38,#,W1T 5AE
