EXAMPLES OF ePC EXPENDITURE,,,,
,,,,
MODGPC00186021,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£900.00
MODGPC00186022,07/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,373.60"
MODGPC00186023,07/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,044.67"
MODGPC00186024,07/12/2017,Other Supplies, MISC GENERAL MERCHANDISE,£602.99
MODGPC00186025,07/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,771.01"
MODGPC00186027,07/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,£525.60
MODGPC00186028,07/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,£575.28
MODGPC00186029,07/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,£935.28
MODGPC00186030,07/12/2017,Utilities, UTILITIES/ELEC/GAS/H2O/SANI,"£1,509.79"
MODGPC00186031,07/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£2,761.25"
MODGPC00186032,07/12/2017,Government, SCHOOLS - DEFAULT,£820.00
MODGPC00186033,07/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£990.46
MODGPC00186034,07/12/2017,Caterers Food, CATERERS,"£4,356.68"
MODGPC00186035,07/12/2017,Caterers Food, CATERERS,"£3,264.03"
MODGPC00186036,07/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,976.40"
MODGPC00186037,07/12/2017,Retail, FABRIC STORES,"£4,535.94"
MODGPC00186038,07/12/2017,Equipment And Furniture, TOOL HIRE,"£1,056.00"
MODGPC00185355,06/12/2017,Other Supplies, CATALOG MERCHANT,£839.51
MODGPC00185367,06/12/2017,Retail, SPORTING GOODS STORES,"£1,076.40"
MODGPC00185368,06/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£934.08
MODGPC00185369,06/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£655.20
MODGPC00185370,06/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£632.70
MODGPC00185371,06/12/2017,Retail, ELECTRONICS STORES,£572.50
MODGPC00185372,06/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,£935.21
MODGPC00185373,06/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,"£1,823.03"
MODGPC00185374,06/12/2017,Retail, SPORTS/RIDING APPAREL STORES,£894.98
MODGPC00185375,06/12/2017,Miscellaneous, MISC PERSONAL SERV - DEF,£896.68
MODGPC00185376,06/12/2017,Retail, SPORTING GOODS STORES,"£2,398.80"
MODGPC00185377,06/12/2017,Retail, SPORTING GOODS STORES,£629.40
MODGPC00185379,06/12/2017,Miscellaneous, MISC PERSONAL SERV - DEF,"£3,935.25"
MODGPC00185381,06/12/2017,Business Services, ADVERTISING SERVICES,"£1,080.00"
MODGPC00185382,06/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,513.80"
MODGPC00185384,06/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£524.40
MODGPC00185385,06/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£687.48
MODGPC00185386,06/12/2017,Other Supplies, CATALOG MERCHANT,£756.13
MODGPC00185387,06/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£4,924.80"
MODGPC00185388,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£547.50
MODGPC00185389,06/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,£765.41
MODGPC00185390,06/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,912.86"
MODGPC00185391,06/12/2017,Retail, SPORTING GOODS STORES,"£4,117.04"
MODGPC00185614,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,"£1,889.88"
MODGPC00185669,06/12/2017,Retail, SPORTING GOODS STORES,"£2,377.06"
MODGPC00185681,06/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,826.82"
MODGPC00185731,06/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,059.72"
MODGPC00185841,06/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,"£2,064.12"
MODGPC00185842,06/12/2017,Caterers Food, CATERERS,£660.10
MODGPC00185843,06/12/2017,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£611.00
MODGPC00185844,06/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£2,088.00"
MODGPC00185845,06/12/2017,Retail, SPORTING GOODS STORES,"£2,110.24"
MODGPC00185846,06/12/2017,Facilities/Repair Supplies, HARDWARE STORES,"£2,495.74"
MODGPC00185847,06/12/2017,Government, GOV'T SERV - DEFAULT,£504.88
MODGPC00185848,06/12/2017,Government, GOV'T SERV - DEFAULT,£504.88
MODGPC00185849,06/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,"£1,797.60"
MODGPC00185852,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185854,06/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,048.49"
MODGPC00185855,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185856,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185857,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185858,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185859,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185860,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£633.00
MODGPC00185861,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185864,06/12/2017,Miscellaneous, CIVIC/SOCIAL/FRATERNAL ASSC,"£1,197.14"
MODGPC00185869,06/12/2017,Facilities/Repair Services, ROOFING/SIDING/SHEET METAL,£573.00
MODGPC00185870,06/12/2017,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,£791.35
MODGPC00185871,06/12/2017,Retail, ARTIST/CRAFT SHOPS,£646.80
MODGPC00185872,06/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,£666.00
MODGPC00185873,06/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,"£2,359.92"
MODGPC00185874,06/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£9,000.00"
MODGPC00185875,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185877,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185878,06/12/2017,Miscellaneous, OTHER DIRECT MARKETERS,£600.00
MODGPC00185879,06/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,"£1,462.20"
MODGPC00185880,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£768.00
MODGPC00185881,06/12/2017,Government, GOV'T SERV - DEFAULT,"£3,420.00"
MODGPC00185882,06/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,862.16"
MODGPC00185883,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£622.56
MODGPC00185884,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185885,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185886,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£622.56
MODGPC00185887,06/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£2,236.69"
MODGPC00185888,06/12/2017,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,£540.00
MODGPC00185889,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,£676.80
MODGPC00185890,06/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,218.67"
MODGPC00185891,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,500.00"
MODGPC00185892,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£943.20
MODGPC00185893,06/12/2017,Facilities/Repair Supplies, FLOOR COVERING STORES,"£3,720.00"
MODGPC00185894,06/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,"£3,670.34"
MODGPC00185895,06/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,"£2,612.68"
MODGPC00185896,06/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,"£2,203.86"
MODGPC00185897,06/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,"£3,828.94"
MODGPC00185898,06/12/2017,Eating And Drinking Places, RESTAURANTS,£755.92
MODGPC00185899,06/12/2017,Retail, GROCERY STORES/SUPERMARKETS,"£1,205.54"
MODGPC00185900,06/12/2017,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,£653.60
MODGPC00185901,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,"£1,303.20"
MODGPC00185902,06/12/2017,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,"£6,323.05"
MODGPC00185903,06/12/2017,Business Expenses/Services, STATIONERY STORES,£567.48
MODGPC00185904,06/12/2017,Business To Business Services, MISC PUBLISHING & PRINTING,£566.50
MODGPC00185905,06/12/2017,Equipment And Furniture, TOOL HIRE,"£1,159.60"
MODGPC00185906,06/12/2017,Caterers Food, CATERERS,"£1,584.00"
MODGPC00185907,06/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£3,099.60"
MODGPC00185908,06/12/2017,Government, GOV'T SERV - DEFAULT,"£1,516.93"
MODGPC00185909,06/12/2017,Facilities/Repair Supplies, FLOOR COVERING STORES,"£3,461.89"
MODGPC00185910,06/12/2017,Facilities/Repair Supplies, FLOOR COVERING STORES,£648.00
MODGPC00185911,06/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,£625.32
MODGPC00185913,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,£768.00
MODGPC00185916,06/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,£527.40
MODGPC00185918,06/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,£949.05
MODGPC00185919,06/12/2017,Entertainment, RECREATION SERVICES,"£1,425.00"
MODGPC00185921,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£660.00
MODGPC00185922,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£660.00
MODGPC00185924,06/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£1,788.00"
MODGPC00185925,06/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,£928.44
MODGPC00185926,06/12/2017,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,500.00"
MODGPC00185927,06/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£3,348.04"
MODGPC00185928,06/12/2017,Retail, SPORTING GOODS STORES,"£1,144.44"
MODGPC00185929,06/12/2017,Automobile Services & Supplies, CAR & TRUCK DEALERS/NEW/USED,£706.80
MODGPC00185930,06/12/2017,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,£774.28
MODGPC00185931,06/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,080.00"
MODGPC00185933,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£546.00
MODGPC00185934,06/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,209.60"
MODGPC00185935,06/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,£725.98
MODGPC00185936,06/12/2017,Government, SCHOOLS - DEFAULT,"£1,860.00"
MODGPC00185937,06/12/2017,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,"£3,268.00"
MODGPC00185958,06/12/2017,Eating And Drinking Places, FAST FOOD RESTAURANTS,£706.45
MODGPC00185979,06/12/2017,Business Expenses/Services, STATIONERY STORES,£611.04
MODGPC00185994,06/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,957.22"
MODGPC00185996,06/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£3,596.49"
MODGPC00186000,06/12/2017,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£1,478.66"
MODGPC00186018,06/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£2,830.38"
MODGPC00186026,06/12/2017,Business To Business Offices S, OFFICE/PHOTO EQUIPMENT,"£2,644.80"
MODGPC00185267,05/12/2017,Professional Services, COMPUTER PROGRAM/SYS DESIGN,"£1,074.30"
MODGPC00185268,05/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,"£3,612.78"
MODGPC00185269,05/12/2017,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,£850.07
MODGPC00185270,05/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£714.00
MODGPC00185271,05/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,523.88"
MODGPC00185272,05/12/2017,Eating And Drinking Places, RESTAURANTS,"£4,990.65"
MODGPC00185273,05/12/2017,Eating And Drinking Places, RESTAURANTS,"£4,990.65"
MODGPC00185274,05/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£529.88
MODGPC00185275,05/12/2017,Equipment And Furniture, TOOL HIRE,"£4,867.20"
MODGPC00185276,05/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,£749.68
MODGPC00185277,05/12/2017,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,£900.00
MODGPC00185279,05/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£4,187.16"
MODGPC00185281,05/12/2017,Medical, OPTICIANS,£735.00
MODGPC00185282,05/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£4,070.00"
MODGPC00185283,05/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£2,704.00"
MODGPC00185284,05/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,£638.40
MODGPC00185291,05/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£816.00
MODGPC00185318,05/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£608.72
MODGPC00185343,05/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,362.38"
MODGPC00185344,05/12/2017,Miscellaneous, SPORT/RECREATIONAL CAMPS,£900.00
MODGPC00185345,05/12/2017,Government, SCHOOLS - DEFAULT,£700.00
MODGPC00185346,05/12/2017,Facilities/Repair Supplies, HARDWARE STORES,£510.00
MODGPC00185347,05/12/2017,Miscellaneous, SPORT/RECREATIONAL CAMPS,"£1,410.66"
MODGPC00185348,05/12/2017,Miscellaneous, SPORT/RECREATIONAL CAMPS,"£1,534.08"
MODGPC00185349,05/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£670.93
MODGPC00185350,05/12/2017,Retail, SPORTS/RIDING APPAREL STORES,"£1,051.92"
MODGPC00185351,05/12/2017,Retail, TENT AND AWNING SHOPS,"£4,146.23"
MODGPC00185352,05/12/2017,Retail, ELECTRONICS STORES,£629.70
MODGPC00185353,05/12/2017,Miscellaneous, OTHER DIRECT MARKETERS,"£1,541.45"
MODGPC00185356,05/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,697.24"
MODGPC00185357,05/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£527.50
MODGPC00185358,05/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£2,641.80"
MODGPC00185359,05/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,719.31"
MODGPC00185360,05/12/2017,Auto/Vehicle Rentals, AUTOMOBILE RENTAL AGENCY,"£1,004.70"
MODGPC00185361,05/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£4,400.00"
MODGPC00185362,05/12/2017,Equipment And Furniture, TOOL HIRE,"£1,290.00"
MODGPC00185363,05/12/2017,Business To Business Other Sup, NON-DURABLE GOODS - DEFAULT,"£1,076.40"
MODGPC00185364,05/12/2017,Professional Services, ESTATE AGENTS AND PROPERTY SERVICES,"£1,215.99"
MODGPC00185365,05/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,£963.41
MODGPC00185366,05/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,"£2,601.80"
MODGPC00185378,05/12/2017,Other Supplies," GIFT, CARD, NOVELTY STORES","£1,290.00"
MODGPC00185380,05/12/2017,Auto/Vehicle Expenses, AUTO SERVICE SHOPS/NON DEALER,£603.00
MODGPC00185383,05/12/2017,Other Supplies, FUEL DEALERS,"£3,302.93"
MODGPC00185392,05/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,£753.67
MODGPC00185393,05/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,834.30"
MODGPC00185394,05/12/2017,Medical, HOSPITALS,£600.00
MODGPC00185395,05/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£960.00
MODGPC00185396,05/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£7,604.93"
MODGPC00185397,05/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£7,604.93"
MODGPC00185398,05/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£2,313.60"
MODGPC00185399,05/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,£951.22
MODGPC00185400,05/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£9,086.21"
MODGPC00185401,05/12/2017,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£9,570.72"
MODGPC00185402,05/12/2017,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£2,141.84"
MODGPC00185403,05/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£500.00
MODGPC00185404,05/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,£829.44
MODGPC00185405,05/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£510.00
MODGPC00185406,05/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,£750.00
MODGPC00185407,05/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£2,643.24"
MODGPC00185408,05/12/2017,Government, SCHOOLS - DEFAULT,£530.52
MODGPC00185410,05/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,£518.73
MODGPC00185411,05/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,144.79"
MODGPC00185412,05/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,163.17"
MODGPC00185413,05/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£4,661.33"
MODGPC00185414,05/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£4,619.34"
MODGPC00185416,05/12/2017,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,"£1,307.30"
MODGPC00185417,05/12/2017,Business To Business Eqpt/Furn, BOOK STORES,£775.61
MODGPC00185418,05/12/2017,Professional Services, MGMT/CONSULT/PUBLIC REL SER,£550.00
MODGPC00185419,05/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£4,590.00"
MODGPC00185420,05/12/2017,Government, TRADE/VOCATIONAL SCHOOLS,"£4,590.00"
MODGPC00185421,05/12/2017,Facilities/Repair Supplies, HARDWARE STORES,"£4,376.40"
MODGPC00185422,05/12/2017,Miscellaneous, SPORT/RECREATIONAL CAMPS,"£1,124.00"
MODGPC00185423,05/12/2017,Miscellaneous, SPORT/RECREATIONAL CAMPS,"£5,000.00"
MODGPC00185424,05/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£3,332.10"
MODGPC00185425,05/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£3,319.86"
MODGPC00185426,05/12/2017,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,£979.00
MODGPC00185427,05/12/2017,Equipment And Furniture, TOOL HIRE,"£9,953.41"
MODGPC00185428,05/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,£550.00
MODGPC00185429,05/12/2017,Other Supplies, COMBINATION CATALOG & RETAIL,£963.60
MODGPC00185430,05/12/2017,Clothing/Shoes/Uniforms, SHOE STORES,£918.37
MODGPC00185431,05/12/2017,Entertainment, RECREATION SERVICES,"£3,609.04"
MODGPC00185432,05/12/2017,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,"£1,843.26"
MODGPC00185433,05/12/2017,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,£697.50
MODGPC00185434,05/12/2017,Government, COLLEGES/UNIV/JC/PROFESSION,"£2,195.00"
MODGPC00185435,05/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,500.00"
MODGPC00185436,05/12/2017,Other Supplies, CATALOG MERCHANT,£937.15
MODGPC00185437,05/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,879.63"
MODGPC00185438,05/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£4,633.97"
MODGPC00185439,05/12/2017,Facilities/Repair Services, SPEC CONTRACTORS - DEFAULT,"£1,477.20"
MODGPC00185440,05/12/2017,Miscellaneous, BUYING/SHOPPING SERVICES,£550.80
MODGPC00185441,05/12/2017,Government, GOV'T SERV - DEFAULT,£500.00
MODGPC00185840,05/12/2017,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,"£2,014.63"
MODGPC00185851,05/12/2017,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,"£2,728.89"
MODGPC00185853,05/12/2017,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,"£1,837.70"
MODGPC00185863,05/12/2017,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£3,667.22"
MODGPC00185914,05/12/2017,Government, GOV'T SERV - DEFAULT,£509.94
MODGPC00185917,05/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£528.00
MODGPC00185920,05/12/2017,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,£941.58
MODGPC00185923,05/12/2017,Facilities/Repair Supplies, FLOOR COVERING STORES,"£4,515.46"
MODGPC00185932,05/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£78,983.92"
MODGPC00185243,04/12/2017,Government, SCHOOLS - DEFAULT,£719.40
MODGPC00185244,04/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£2,106.00"
MODGPC00185245,04/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£633.00
MODGPC00185246,04/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185247,04/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185248,04/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185249,04/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£633.00
MODGPC00185250,04/12/2017,Miscellaneous, MEMBER ORGANIZATIONS - DEF,£519.00
MODGPC00185251,04/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£1,234.91"
MODGPC00185252,04/12/2017,Retail, GROCERY STORES/SUPERMARKETS,"£1,750.00"
MODGPC00185254,04/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,£968.40
MODGPC00185255,04/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£1,269.00"
MODGPC00185256,04/12/2017,Business Expenses/Services, STATIONERY STORES,£912.77
MODGPC00185257,04/12/2017,Medical, NURSING/PERSONAL CARE FAC,£784.99
MODGPC00185258,04/12/2017,Equipment And Furniture, FURNITURE/EQUIP STORES,"£3,360.00"
MODGPC00185259,04/12/2017,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,079.13"
MODGPC00185260,04/12/2017,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£1,312.55"
MODGPC00185261,04/12/2017,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,235.32"
MODGPC00185262,04/12/2017,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,£929.60
MODGPC00185263,04/12/2017,Clothing/Uniform Services, CLOTHING/RENT/COSTUME/UNIFO,"£2,116.80"
MODGPC00185264,04/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£1,050.00"
MODGPC00185265,04/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,£751.25
MODGPC00185266,04/12/2017,Government, GOV'T SERV - DEFAULT,£502.73
MODGPC00185278,04/12/2017,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,"£1,413.00"
MODGPC00185280,04/12/2017,Medical," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£1,085.70"
MODGPC00185285,04/12/2017,Retail, GROCERY STORES/SUPERMARKETS,£720.00
MODGPC00185286,04/12/2017,Other Supplies, MISC SPECIALTY RETAIL,"£1,873.20"
MODGPC00185287,04/12/2017,Retail, SPORTING GOODS STORES,"£1,763.64"
MODGPC00185288,04/12/2017,Government, SCHOOLS - DEFAULT,£858.00
MODGPC00185289,04/12/2017,Facilities/Repair Services," HEATING, PLUMBING, AIR COND","£4,128.00"
MODGPC00185290,04/12/2017,Business Services, BUSINESS SERVICES - DEFAULT,"£4,962.96"
MODGPC00185293,04/12/2017,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,£751.25
MODGPC00185294,04/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£4,962.30"
MODGPC00185295,04/12/2017,Miscellaneous, MISC PERSONAL SERV - DEF,"£1,842.00"
MODGPC00185297,04/12/2017,Professional Services, ARCHITECTURAL/ENG/SURVEY,£864.00
MODGPC00185298,04/12/2017,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£2,880.00"
MODGPC00185299,04/12/2017,Government, GOV'T SERV - DEFAULT,"£3,500.00"
MODGPC00185300,04/12/2017,Equipment And Furniture, TOOL HIRE,£811.80
MODGPC00185301,04/12/2017,Entertainment, TOURIST ATTRACTIONS AND XHBT,£525.00
MODGPC00185302,04/12/2017,Entertainment, MEMBER CLUBS/SPORT/REC/GOLF,£705.00
MODGPC00185303,04/12/2017,Business Expenses/Services, POSTAGE STAMPS,£593.00
MODGPC00185305,04/12/2017,Other Supplies, MISC SPECIALTY RETAIL,£968.40
MODGPC00185316,04/12/2017,Business To Business Facility/, CHEMICALS/ALLIED PRODS - DEF,£650.28
MODGPC00185317,04/12/2017,Equipment And Furniture, TELECOMMUNICATION EQUIPMENT,"£1,166.40"
MODGPC00185319,04/12/2017,Business To Business Facility/, CONSTRUCTION MATERIALS - DEF,"£1,368.00"
MODGPC00185320,04/12/2017,Business To Business Facility/, HARDWARE EQUIPMENT/SUPPLIES,"£1,426.32"
MODGPC00185321,04/12/2017,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,£577.92
