Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,Major Projects & Growth,MICHAEL PAGE INTERNATIONAL,2000005257,2832,#,SL1 3SA
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,Major Projects & Growth,MICHAEL PAGE INTERNATIONAL,2000005257,3540,#,SL1 3SA
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,General Counsel's Office,Badenoch & Clark c/o Lauren Rogers,2000005234,3098.16,#,B37 7YE
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,General Counsel's Office,Badenoch & Clark c/o Lauren Rogers,2000005234,3098.16,#,B37 7YE
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,Rail Franchising,CAPITA RESOURCING LTD,2000005258,19656.22,#,DL1 9HN
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,Rail Franchising,CAPITA RESOURCING LTD,2000005258,18225,#,DL1 9HN
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,Rail Franchising,MICHAEL PAGE INTERNATIONAL,2000005257,16146,#,SL1 3SA
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,Rail Commercial & Programme Office,MICHAEL PAGE INTERNATIONAL,2000005257,4128,#,SL1 3SA
Department for Transport,Department for Transport,05/06/2014,Agency Staff Costs,Rail Franchising,MICHAEL PAGE INTERNATIONAL,2000005257,2784,#,SL1 3SA
Department for Transport,Department for Transport,05/06/2014,Building Service Cha,Group Procurement & Estate,Amey Community Ltd,2000005286,50443.8,#,OX4 4DQ
Department for Transport,Department for Transport,05/06/2014,Cap Grt Loc Auth,"Motoring, Freight & London",SUSSEX POLICE AUTHORITY,2000005256,10400,Draeger Drug Test 5000DFT kit-Sussex Police,BN7 2DZ
Department for Transport,Department for Transport,05/06/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",DMG Electrical Services Ltd,2000005281,58980.65,DMG Electrical March 2014 #58980.65,NE37 2LS
Department for Transport,Department for Transport,05/06/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Everwarm Ltd,2000005279,219000,Everwarm Ltd March 2014 #219000,EH48 2EP
Department for Transport,Department for Transport,05/06/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Pickard Electrical Ltd,2000005284,11996.06,Pickard Electrical Feb and March 2014 #11996.06,NE66 2NN
Department for Transport,Department for Transport,05/06/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",S Kent Solar Ltd,2000005285,10000,Steve Kent Solar March #10k,HG2 8PB
Department for Transport,Department for Transport,05/06/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Solway Renewable Energy Ltd,2000005283,16994.43,Solway Renewable Feb 2014 #12995.74,CA7 5BH
Department for Transport,Department for Transport,05/06/2014,Carbon Red o/sets,Group Procurement & Estate,DEPARTMENT OF ENERGY &,2000005276,241020,#,SW1A 2AW
Department for Transport,Department for Transport,05/06/2014,Cars Maintenance,Motoring Services,Bodyshop Repair Network Ltd,2000005272,492.42,#,TN16 3BW
Department for Transport,Department for Transport,05/06/2014,CurrGrtOth to NDPBs,Group Finance,"HSBC BANK PLC, LONDON",2000005262,37125000,LCR Finco Payment 9 June XS0094804126,E14 5HQ
Department for Transport,Department for Transport,05/06/2014,Data Supply - TD,Transport Direct&Travel,INRIX MEDIA LTD,2000005260,18499.2,#,WA14 1EP
Department for Transport,Department for Transport,05/06/2014,Data Supply - TD,Transport Direct&Travel,LANDMARK INFORMATION GROUP LTD,2000005241,8629.5,#,EX2 7HY
Department for Transport,Department for Transport,05/06/2014,Data Supply - TD,Transport Direct&Travel,LANDMARK INFORMATION GROUP LTD,2000005241,15050.6,#,EX2 7HY
Department for Transport,Department for Transport,05/06/2014,Hospitality,Group Procurement & Estate,AMEY COMMUNITY LIMITED,2000005232,4238.77,Amey - Hospitality Charges - Feb 2014,OX4 4DQ
Department for Transport,Department for Transport,05/06/2014,IT Equip Cap Cost,Motoring Services,KELWAY LTD,2000005263,8603.28,#,SA1 8PL
Department for Transport,Department for Transport,05/06/2014,IT Ser Running Costs,Analysis & Strategy,NETFUNDI LTD,2000005242,810,#,LA1 1SQ
Department for Transport,Department for Transport,05/06/2014,Legal Consultancy,Group Procurement & Estate,CRIPPS HARRIES HALL LLP,2000005265,2103.6,#,TN1 1EG
Department for Transport,Department for Transport,05/06/2014,Legal Consultancy,Rail Franchising,DLA PIPER UK LLP,2000005239,10904.42,#,M2 3DL
Department for Transport,Department for Transport,05/06/2014,Maintenance Other,"Motoring, Freight & London",TDC SYSTEMS LIMITED,2000005246,3993.42,#,BS24 9BP
Department for Transport,Department for Transport,05/06/2014,Mobile Phone charges,RTL DG's Office,VODAFONE LTD,2000005252,11946.94,Vodafone - Various June 2014,RG14 5FF
Department for Transport,Department for Transport,05/06/2014,Mobile Phone charges,Centrally held prog-NATs,VODAFONE LTD,2000005252,10352.1,Vodafone Various May 2014,RG14 5FF
Department for Transport,Department for Transport,05/06/2014,Printing,"Energy, Technology and International",WILLIAMS LEA LIMITED,2000005266,880.46,PM+Typset costs for BoC final S2 costs,NR3 1PD
Department for Transport,Department for Transport,05/06/2014,Recruitment Fees,Rail Accident Investigation Branch,Characters Drama Based Learning Ltd,2000005236,1150.08,#,SE18 4LE
Department for Transport,Department for Transport,05/06/2014,Recruitment Fees,Rail Accident Investigation Branch,Characters Drama Based Learning Ltd,2000005236,1202.4,#,SE18 4LE
Department for Transport,Department for Transport,05/06/2014,Room Hire,Group Procurement & Estate,Glaziers Hall Ltd,2000005282,2340,#,SE1 9DD
Department for Transport,Department for Transport,05/06/2014,Services prov by OGD,Analysis & Strategy,GOVERNMENT ACTUARY'S DEPARTMENT,2000005271,4818.6,#,EC4A 1AB
Department for Transport,Department for Transport,05/06/2014,Subsidies Private Se,"Motoring, Freight & London",APPIAN TRADING LTD,2000005275,6000, Reducing Traffic Sign Clutter Award - CIHT 14/15,N1 7JE
Department for Transport,Department for Transport,05/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005254,108793.08,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,05/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005254,94181.02,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,05/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005254,35839.13,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,05/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005254,37559.75,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,05/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005253,53708.1,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,05/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005255,722962.03,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,05/06/2014,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000005237,113910,#,RH10 0YR
Department for Transport,Department for Transport,05/06/2014,Support Services,Aviation,CIVIL AVIATION AUTHORITY,2000005237,13097.75,#,RH10 0YR
Department for Transport,Department for Transport,05/06/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000005259,681.24,#,DL3 6XR
Department for Transport,Department for Transport,05/06/2014,Support Services,Group Finance,DD ACCRAILWAY PENS TRUSTEE,2000005259,2899.19,#,DL3 6XR
Department for Transport,Department for Transport,05/06/2014,Support Services,"Policy, Legislation and Funding",London Borough of Camden,2000005261,36000,#,WC1H 8NG
Department for Transport,Department for Transport,05/06/2014,Telephone Line Rent,Motoring Services,CABLE & WIRELESS,1700000029,-64253.45,C&W - call cherges 01.01.2014 to 31.03.2014,MK3 5JP
Department for Transport,Department for Transport,05/06/2014,Telephone Line Rent,Motoring Services,CABLE & WIRELESS,1700000029,64253.45,C&W - call cherges 01.01.2014 to 31.03.2014,MK3 5JP
Department for Transport,Department for Transport,05/06/2014,Transport  Consult,Major Projects & Growth,JACOBS UK LTD,2000005240,2876.88,#,G2 7HX
Department for Transport,Department for Transport,05/06/2014,Transport  Consult,Rail Commercial & Programme Office,PARSONS BRINCKERHOFF LTD,2000005243,15623.58,#,NE4 7YQ
Department for Transport,Department for Transport,06/06/2014,Agency Staff Costs,Group Human Resource,HAYS PERSONNEL SERVICE LTD,2000005299,4281.6,#,KT3 4JQ
Department for Transport,Department for Transport,06/06/2014,Agency Staff Costs,Rail Franchising,Badenoch & Clark c/o Lauren Rogers,2000005305,4062,#,B37 7YE
Department for Transport,Department for Transport,06/06/2014,Agency Staff Costs,Rail Franchising,MICHAEL PAGE INTERNATIONAL,2000005313,11437.8,#,SL1 3SA
Department for Transport,Department for Transport,06/06/2014,Building Service Cha,Group Procurement & Estate,Amey Community Ltd,2000005327,13521.48,#,OX4 4DQ
Department for Transport,Department for Transport,06/06/2014,Building Service Cha,Group Procurement & Estate,Amey Community Ltd,2000005327,225358.01,#,OX4 4DQ
Department for Transport,Department for Transport,06/06/2014,Cap Grt Loc Auth,Local,LEICESTERSHIRE COUNTY COUNCIL,2000005331,47200.88,HMEP 2013/14 reimbursement,LE3 8RB
Department for Transport,Department for Transport,06/06/2014,Cap Grt Pri Sec-Cos.,"Policy, Legislation and Funding",Eversheds LLP,2000005326,340000,PROPERTY PURCHASE HS2 EXCEPTIONAL HARDSHIP,CF10 5BT
Department for Transport,Department for Transport,06/06/2014,Cap Grt Pri Sec-Cos.,"Policy, Legislation and Funding",Eversheds LLP,2000005326,640000,PROPERTY PURCHASE - HS2 EXCEPTIONAL HARDSHIP,CF10 5BT
Department for Transport,Department for Transport,06/06/2014,Car Hire and Leasing,Group Finance,ENTERPRISE RENT-A-CAR,2000005318,50,Enterprise - Car Hire - May 2014,TW20 8RX
Department for Transport,Department for Transport,06/06/2014,Car Hire and Leasing,Group Finance,ENTERPRISE RENT-A-CAR,2000005318,7049.04,Enterprise - Car Hire - May02014,TW20 8RX
Department for Transport,Department for Transport,06/06/2014,Cars Maintenance,Motoring Services,Bristol Street First Investments,2000005319,542.36,#,BR2 9HS
Department for Transport,Department for Transport,06/06/2014,Computer equipment,Group Communication,Probrand Ltd,2000005303,1172.81,Promise - Pegasus2 R4 8TB (4 x 2TB) Thun,B1 3BP
Department for Transport,Department for Transport,06/06/2014,Courier Charges,Group Procurement & Estate,DX NETWORK SERVICES LTD,2000005300,1739.21,#,NN3 6YG
Department for Transport,Department for Transport,06/06/2014,CurrGrtPriSec-P&NPIS,Local,CTC,2000005314,30000,CTC # Pothole Reporting App for Android,GU2 9JX
Department for Transport,Department for Transport,06/06/2014,Data Supply - TD,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,4623.6,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,Data Supply - TD,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,4959.6,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,Data Supply - TD,Transport Direct&Travel,OAG WORLDWIDE LTD,2000005309,2210,#,LU1 3LU
Department for Transport,Department for Transport,06/06/2014,IT Equip Cap Cost,Motoring Services,COMPUTACENTER,2000005310,2040,Dell Latitude D420-D430 Notebooks,AL10 9TW
Department for Transport,Department for Transport,06/06/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,4339.2,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,2354.4,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,2736,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,7358.45,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,152800.8,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,10714.8,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,IT Ser Running Costs,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,136836,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,Legal Consultancy,Transport Security Strategy,PHELPS DUNBAR LLP,2000005329,35342.42,#,70130
Department for Transport,Department for Transport,06/06/2014,Legal Consultancy,Rail Franchising,DLA PIPER UK LLP,2000005306,721.62,#,M2 3DL
Department for Transport,Department for Transport,06/06/2014,Legal Consultancy,Rail Franchising,DLA PIPER UK LLP,2000005306,1070.84,#,M2 3DL
Department for Transport,Department for Transport,06/06/2014,Legal Consultancy,Rail Franchising,Eversheds LLP,2000005317,79915.68,#,EC2V 7WS
Department for Transport,Department for Transport,06/06/2014,Maintenance Other,Motoring Services,ARVAL PHH,2000005302,2412.38,#,SN5 6PE
Department for Transport,Department for Transport,06/06/2014,Recruitment Fees,Group Human Resource,HM REVENUE & CUSTOMS,2000005328,29542.66,#,BN12 4XH
Department for Transport,Department for Transport,06/06/2014,Recruitment Fees,Group Human Resource,HM REVENUE & CUSTOMS,2000005328,53665.2,#,BN12 4XH
Department for Transport,Department for Transport,06/06/2014,Rent - L&B (non-PFI),Group Procurement & Estate,NETWORK RAIL,2000005301,330000,Q2 2014-15 RENT WATERLOO,M60 3BP
Department for Transport,Department for Transport,06/06/2014,Rent - L&B (non-PFI),Group Procurement & Estate,GMN No2 Limited,2000005325,1703910,Q2 2014-15 Rent 24.06.14-28.09.14,W1G 0PN
Department for Transport,Department for Transport,06/06/2014,Rent - L&B (non-PFI),Group Procurement & Estate,SAVILLS COMMERCIAL LTD,2000005311,82164.6,Q2 2014-15 RENT AT STH,EC2M 7EE
Department for Transport,Department for Transport,06/06/2014,Rent - L&B (non-PFI),Group Procurement & Estate,JONES LANG LaSALLE (BODMIN),2000005315,216000,Rent Ponton Road 24.06.14-28.09.14,E14 5EG
Department for Transport,Department for Transport,06/06/2014,Small Software,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,9331.2,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,Subsidies Private Se,Local,KINGSWOOD COMMUNITY TRANSPORT,2000005330,6596.21,KINGSWOOD COMMUNITY TRANSPORT (DIESEL),BS15 8DB
Department for Transport,Department for Transport,06/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005312,2087.68,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,06/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005312,2611.2,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,06/06/2014,Subsidies Private Se,"Motoring, Freight & London",MSRS Freight Grant,2000005316,6536.02,MSRS Freight Grant,xxxxxx
Department for Transport,Department for Transport,06/06/2014,Transport  Consult,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,9204,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,Transport  Consult,Transport Direct&Travel,ATOS IT SERVICES UK LTD,2000005304,13814.4,#,WV10 6UH
Department for Transport,Department for Transport,06/06/2014,Transport  Consult,Rail Franchising,ERNST & YOUNG LLP,2000005308,37665.76,#,SE1 2AF
Department for Transport,Department for Transport,06/06/2014,Transport  Consult,Rail Franchising,ERNST & YOUNG LLP,2000005308,15232.96,#,SE1 2AF
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000005401,3210,#,SL1 3SA
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000005401,3312,#,SL1 3SA
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000005401,2568,#,SL1 3SA
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000005401,648,#,SL1 3SA
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Programme Office,Badenoch & Clark c/o Lauren Rogers,2000005398,1755.66,#,B37 7YE
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Major Projects & Growth,MICHAEL PAGE INTERNATIONAL,2000005401,3540,#,SL1 3SA
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Rail Franchising,Badenoch & Clark c/o Lauren Rogers,2000005398,1624.8,#,B37 7YE
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Rail Franchising,Badenoch & Clark c/o Lauren Rogers,2000005398,2073.6,#,B37 7YE
Department for Transport,Department for Transport,09/06/2014,Agency Staff Costs,Rail Commercial & Programme Office,MICHAEL PAGE INTERNATIONAL,2000005401,579.12,#,SL1 3SA
Department for Transport,Department for Transport,09/06/2014,Cap Grt Pri Sec-Cos.,"Energy, Technology and International",Malones Group,2000005410,38987.21,Malones Group 6 June 2014 #38987.21,NE11 0BQ
Department for Transport,Department for Transport,09/06/2014,Cars Maintenance,Motoring Services,ATS Euromaster Ltd,2000005396,4097.86,#,EN11 1HH
