YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,11,8,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,19798.61,19197.16,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-04,2017,Q4,12,4,2044390,02044290|02044290|02044290|02044290|02044290|02044310|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,8,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,4407.12,4077.07,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-05,2017,Q4,12,5,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,11,8,PY,GB,London Gateway,GB,GB,PY,Paraguay,GB,CVEDP,No,Human Consumption,8626.92,7931.76,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-05,2017,Q4,12,5,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,11,8,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,22000,12000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-04,2017,Q4,12,4,16052110,16052110,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q4,11,8,US,GB,"Southampton, P",GB,GB,US,United States,GB,CVEDP,No,Human Consumption,24909,23575,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-19,2017,Q4,12,19,3047500,3047500,Theragra Chalcogramma,Theragra Chalcogramma,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Amblypharyngodon Mola,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Apocryptes Bato,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Eutropiichthys Vacha,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Glossogobius Giuris,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Mastacembelus Armatus,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Mystus Vittatus,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Ompok Pabda,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Otra Pesca,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Puntius Sophore,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Sperata Aor,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Wallago Attu,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3061799,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Metapenaeus Spp,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,20000,7967.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,16052110,03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03061799|16052110,Metapenaeus Monoceros,Amblypharyngodon Mola|Apocryptes Bato|Eutropiichthys Vacha|Glossogobius Giuris|Mastacembelus Armatus|Metapenaeus Monoceros|Metapenaeus Spp|Mystus Vittatus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,8,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18333.14,16920,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-04,2017,Q4,12,4,3038200,03038200|03038200|03047950|03047950|03047950|03048990|03048990|03048990,Dipturus Spp,Dipturus Spp|Dipturus Spp|Kathetostoma Spp|Kathetostoma Spp|Kathetostoma Spp|Macruronus Novaezelandiae|Macruronus Novaezelandiae|Macruronus Novaezelandiae,-
2017,Q4,11,8,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18333.14,16920,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-04,2017,Q4,12,4,3047950,03038200|03038200|03047950|03047950|03047950|03048990|03048990|03048990,Macruronus Novaezelandiae,Dipturus Spp|Dipturus Spp|Kathetostoma Spp|Kathetostoma Spp|Kathetostoma Spp|Macruronus Novaezelandiae|Macruronus Novaezelandiae|Macruronus Novaezelandiae,-
2017,Q4,11,8,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,18333.14,16920,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-04,2017,Q4,12,4,3048990,03038200|03038200|03047950|03047950|03047950|03048990|03048990|03048990,Kathetostoma Spp,Dipturus Spp|Dipturus Spp|Kathetostoma Spp|Kathetostoma Spp|Kathetostoma Spp|Macruronus Novaezelandiae|Macruronus Novaezelandiae|Macruronus Novaezelandiae,-
2017,Q4,11,8,AU,GB,"Felixstowe, P",GB,GB,AU,Australia,GB,CVEDP,No,Human Consumption,17563.82,17094.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-11,2017,Q4,12,11,2044290,2044290,Ovis Aries,Ovis Aries,-
2017,Q4,11,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8170.98,7689.79,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,2042290,02042290|02042300,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,8170.98,7689.79,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,2042300,02042290|02042300,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,9,NZ,GB,"Southampton, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,13432.45,12949.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-23,2017,Q4,12,23,2044290,02044290|02044290,Ovis Aries,Ovis Aries|Ovis Aries,-
2017,Q4,11,9,BR,GB,London Gateway,DE,DE,BR,Brazil,GB,CVEDP,No,Human Consumption,25865.17,25005,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-11,2017,Q4,12,11,2109939,2109939,Aves,Aves,Salmonella spp.
2017,Q4,11,9,UY,GB,London Gateway,GB,GB,UY,Uruguay,GB,CVEDP,No,Human Consumption,11787,11001.12,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-05,2017,Q4,12,5,20130,20130,Bos Taurus,Bos Taurus,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3032500,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Labeo Bata,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3032500,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Labeo Calbasu,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3032900,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Channa Punctatus,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Amblypharyngodon Mola,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Anabas Testudineus,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Clarias Spp,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Corica Soborna,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Cyprinidae,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Eutropiichthys Vacha,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Lepidocephalichtys Guntea,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Macrognathus Aculeatus,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Mystus Tengara,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Mystus Vittatus,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
2017,Q4,11,9,BD,GB,"Southampton, P",GB,GB,BD,Bangladesh,GB,CVEDP,No,Human Consumption,24000,10000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-09,2017,Q4,12,9,3038910,03032500|03032500|03032900|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910|03038910,Nandus Nandus,Amblypharyngodon Mola|Anabas Testudineus|Channa Punctatus|Clarias Spp|Corica Soborna|Cyprinidae|Eutropiichthys Vacha|Labeo Bata|Labeo Calbasu|Lepidocephalichtys Guntea|Macrognathus Aculeatus|Mystus Tengara|Mystus Vittatus|Nandus Nandus|Ompok Pabda|Otra Pesca|Puntius Sophore|Sperata Aor|Wallago Attu,-
