UNIQUE REFERENCE NUMBER,TRANSACTION DATE, MERCHANT CATEGORY CODE DESCRIPTION2 ,LOCATION,MERCHANT CATEGORY GROUP DESCRIPTION3, AMOUNT ,SUPPLIER
FCOGPC2017090544,9/14/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GEO,General Retail and Wholesale,849.5,IKEA BASKET 3
FCOGPC2017090545,9/14/2017, TRAVEL AGENCIES ,ESP,Travel Agencies,858.74,VIAJES HELICE SL
FCOGPC2017090546,9/14/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,GBR,Miscellaneous Industrial/Commercial Supplies,864,UPPER STREET EVENTS LT
FCOGPC2017090547,9/14/2017, COMPUTER SOFTWARE STORES ,LAO,Computer Equipment & Services,871.32,"LT COMPUTER SOLE CO.,L"
FCOGPC2017090548,9/14/2017, HOTELS/MOTELS/RESORTS  ,GHA,Hotels,876.44,ACCOMODATION PROVIDER
FCOGPC2017090549,9/14/2017, VARIETY STORES ,SRB,General Retail and Wholesale,897.69,NINE DOO
FCOGPC2017090550,9/14/2017, TRAVEL AGENCIES ,JAM,Travel Agencies,906.23,TOTAL TRAVEL SERVICES
FCOGPC2017090551,9/14/2017, HOUSEHOLD APPLIANCE STORES ,NOR,General Retail and Wholesale,916.87,ELKJOEP SLEPENDE
FCOGPC2017090552,9/14/2017," PUBLIC WAREHOUSING-FARM, REFRIG GOODS, HHG STORAGE ",PAN,Freight and Storage,936.66,I STORAGE
FCOGPC2017090553,9/14/2017, TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES ,GBR,Telecommunication Services,938.82,WWW.DAISYGROUPPIC.
FCOGPC2017090554,9/14/2017, COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS ,JOR,Computer Equipment & Services,949.95,OFFICE 1
FCOGPC2017090555,9/14/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",IRL,General Retail and Wholesale,963.64,M KELLY INTERIORS
FCOGPC2017090556,9/14/2017, COMPUTER MAIN./REPAIR/SERVICES NOT ELSEWHERE CLASS ,JOR,Computer Equipment & Services,987.6,OFFICE 1
FCOGPC2017090557,9/14/2017, LANDSCAPING AND HORTICULTURAL SERVICES ,ZAF,Estate and garden Services,992.7,LEN'S GARDEN SERVICE
FCOGPC2017090558,9/14/2017, BOOK STORES ,KEN,Books and Periodicals,"1,001.34",TEXT BOOK CENTRE LIMIT
FCOGPC2017090559,9/14/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,TUR,Miscellaneous Industrial/Commercial Supplies,"1,023.73",ELCIN PROFESYONEL GIDA
FCOGPC2017090560,9/14/2017, HOTELS/MOTELS/RESORTS  ,GBR,Hotels,"1,046.41",ACCOMODATION PROVIDER
FCOGPC2017090561,9/14/2017, TRAVEL AGENCIES ,HUN,Travel Agencies,"1,140.14",AGODA HOTEL RESERVATIO
FCOGPC2017090562,9/14/2017, MISC/AUTO/AIRCRAFT/FARM EQUIP  NOT ELSEWHERE CLASS ,BHR,"Vehicles, servicing and spares","1,144.36",EURO MOTORS
FCOGPC2017090563,9/14/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,ISR,Professional Services,"1,147.73",HASHMIRA T
FCOGPC2017090564,9/14/2017, TRAVEL ,BRA,Airline,"1,169.79",AIRLINE
FCOGPC2017090565,9/14/2017," OFFICE, SCHOOL SUPPLY, AND STATIONERY STORES ",TUR,"Office Stationery, equipment and supplies","1,228.21",BIROFIS BURO MALZ.TIC.
FCOGPC2017090566,9/14/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,NOR,Miscellaneous Industrial/Commercial Supplies,"1,231.92",FINN JOBB AS
FCOGPC2017090567,9/14/2017, HOUSEHOLD APPLIANCE STORES ,PRT,General Retail and Wholesale,"1,243.99",WORTEN COLOMBO
FCOGPC2017090568,9/14/2017, HOUSEHOLD APPLIANCE STORES ,PRT,General Retail and Wholesale,"1,253.29",WORTEN COLOMBO
FCOGPC2017090569,9/14/2017, DIRECT MARKETING-COMBINATION CATALOG/RETAIL MERCH. ,SGP,General Retail and Wholesale,"1,278.00",INDOGUNA S'PTE LTD
FCOGPC2017090570,9/14/2017, GENERAL CONTRACTORS/RESIDENTIAL BUILDINGS ,USA,Building Services,"1,312.45",INTUIT  IN  PASCO DOOR
FCOGPC2017090571,9/14/2017, HOTELS/MOTELS/RESORTS  ,ARE,Hotels,"1,332.23",ACCOMODATION PROVIDER
FCOGPC2017090572,9/14/2017, CUSTOMER FINANCIAL INST - MERCHANDISE & SERVICES ,ISL,Cash,"1,335.19",CASH-SKOTSILFUR      L
FCOGPC2017090573,9/14/2017, ELECTRONIC SALES ,CRI,General Retail and Wholesale,"1,345.97",VERDUGO ANDE 23 CTD
FCOGPC2017090574,9/14/2017," PACKAGE STORES, BEER, WINE, LIQUOR ",GRC,General Retail and Wholesale,"1,359.65",ZAVVOU ANGELIKI
FCOGPC2017090575,9/14/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",IRL,General Retail and Wholesale,"1,448.25",M KELLY INTERIORS
FCOGPC2017090576,9/14/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,GBR,Miscellaneous Industrial/Commercial Supplies,"1,491.35",J W PLANT & CO LIMITED
FCOGPC2017090577,9/14/2017," QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES ",GBR,"Office Stationery, equipment and supplies","2,070.00",HOBS REPROGRAPHICS
FCOGPC2017090578,9/14/2017," CONSULTING, MANAGEMENT, AND PUBLIC RELATIONS SVCS ",GBR,Professional Services,"2,193.01",PAYPAL  FUTUREFORWA
FCOGPC2017090579,9/15/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,USA,Miscellaneous Industrial/Commercial Supplies,501.06,HP SERVICES
FCOGPC2017090580,9/15/2017, BOOK STORES ,LUX,Books and Periodicals,508.58,AMAZON.DE
FCOGPC2017090581,9/15/2017, TRAVEL AGENCIES ,LBN,Travel Agencies,512.75,LETTCO TRAVEL 
FCOGPC2017090582,9/15/2017," EATING PLACES, RESTAURANTS ",BRA,Restuarants and Bars,514.07,MES AMIS
FCOGPC2017090583,9/15/2017," AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING ",USA,"Vehicles, servicing and spares",518.27,ROSENTHAL JAGUAR/LAND
FCOGPC2017090584,9/15/2017, ELECTRICAL PARTS AND EQUIPMENT ,GBR,Building Materials,522.24,WILTS ELECTRICAL
FCOGPC2017090585,9/15/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,CYP,General Retail and Wholesale,532.78,HIGHLANDER SPRING TRAD
FCOGPC2017090586,9/15/2017, STATIONERY/OFFICE SUPPLIES/PRINTING & WRITING PAP. ,CAN,"Office Stationery, equipment and supplies",542.54,S.O.F. WHITE PAPER COM
FCOGPC2017090587,9/15/2017, TRAVEL ,CAN,Airline,558.01,AIRLINE
FCOGPC2017090588,9/15/2017, TRAVEL ,CAN,Airline,558.01,AIRLINE
FCOGPC2017090589,9/15/2017, HOTELS/MOTELS/RESORTS  ,LBN,Hotels,564.53,ACCOMODATION PROVIDER
FCOGPC2017090590,9/15/2017," COURIER SVC-AIR & GROUND, FREIGHT FORWARDERS ",IND,Mail and Courier Services,592.34,DTDC
FCOGPC2017090591,9/15/2017, TRAVEL ,VNM,Airline,604.79,AIRLINE
FCOGPC2017090592,9/15/2017," PACKAGE STORES, BEER, WINE, LIQUOR ",JPN,General Retail and Wholesale,628.19,WHISK.E
FCOGPC2017090593,9/15/2017, SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE ,IND,Automotive Fuel,664.41,AUTO CARE CENTRE
FCOGPC2017090594,9/15/2017, FAST FOOD RESTAURANTS ,GBR,Restuarants and Bars,667,CHAMISE LEBANESE RESTA
FCOGPC2017090595,9/15/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",USA,General Retail and Wholesale,667.11,262881866
FCOGPC2017090596,9/15/2017," AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING ",COL,"Vehicles, servicing and spares",684.86,YOKOMOTOR
FCOGPC2017090597,9/15/2017," COMMERCIAL EQUIPMENT, NOT ELSEWHERE CLASSIFIED ",USA,Miscellaneous Industrial/Commercial Supplies,718.14,SALSBURY INDUSTRIES
FCOGPC2017090598,9/15/2017, TRAVEL ,MEX,Airline,727.64,AIRLINE
FCOGPC2017090599,9/15/2017, HOTELS/MOTELS/RESORTS  ,IND,Hotels,730.86,ACCOMODATION PROVIDER
FCOGPC2017090600,9/15/2017," UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER ",BWA,Utilities and Non Automotive Fuel,736.44,SKIP HIRE
FCOGPC2017090601,9/15/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",ZAF,Building Services,741.6,EMANUEL PLUMBING PROJE
FCOGPC2017090602,9/15/2017," EATING PLACES, RESTAURANTS ",BLR,Restuarants and Bars,751.86,"RESTORAN ""VESTFALIA"""
FCOGPC2017090603,9/15/2017," PACKAGE STORES, BEER, WINE, LIQUOR ",QZZ,General Retail and Wholesale,760.44,STONE CASTLE WINEYARDS
FCOGPC2017090604,9/15/2017, HOTELS/MOTELS/RESORTS  ,GHA,Hotels,768.07,ACCOMODATION PROVIDER
FCOGPC2017090605,9/15/2017, TRAVEL AGENCIES ,PAN,Travel Agencies,790.8,HAPPY LANDING
FCOGPC2017090606,9/15/2017, TRAVEL AGENCIES ,PAN,Travel Agencies,790.8,HAPPY LANDING
FCOGPC2017090607,9/15/2017," CLEANING, GARMENT, AND LAUNDRY SERVICES ",SWE,Cleaning Services and Supplies,803.82,CITY PAPPER & STEDPROD
FCOGPC2017090608,9/15/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,FRA,Miscellaneous Industrial/Commercial Supplies,828.4,AUTOTECH SARL
FCOGPC2017090609,9/15/2017, DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW. ,ARG,Mail Order / Direct Selling,841.29,METROGAS IVR
FCOGPC2017090610,9/15/2017, TRAVEL ,RUS,Airline,883.93,AIRLINE
FCOGPC2017090611,9/15/2017," UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER ",GRC,Utilities and Non Automotive Fuel,884.6,PISINA ELLAS
FCOGPC2017090612,9/15/2017, HOTELS/MOTELS/RESORTS  ,JAM,Hotels,892.49,ACCOMODATION PROVIDER
FCOGPC2017090613,9/15/2017, HOTELS/MOTELS/RESORTS  ,JAM,Hotels,892.49,ACCOMODATION PROVIDER
FCOGPC2017090614,9/15/2017, HOTELS/MOTELS/RESORTS  ,GBR,Hotels,900,ACCOMODATION PROVIDER
FCOGPC2017090615,9/15/2017, HOTELS/MOTELS/RESORTS  ,LBN,Hotels,963.15,ACCOMODATION PROVIDER
FCOGPC2017090616,9/15/2017," BOOKS,PERIODICALS AND NEWSPAPERS ",CAN,Books and Periodicals,969.53,ROLTEK INTERNATIONAL I
FCOGPC2017090617,9/15/2017, TRAVEL AGENCIES ,LBN,Travel Agencies,"1,025.50",LETTCO TRAVEL 
FCOGPC2017090618,9/15/2017, HOTELS/MOTELS/RESORTS  ,QAT,Hotels,"1,055.03",ACCOMODATION PROVIDER
FCOGPC2017090619,9/15/2017," AUTO & TRUCK DLRS-SALES,SVC, REPRS,PRTS, & LEASING ",KEN,"Vehicles, servicing and spares","1,074.04",TOYOTA KENYA LIMITED
FCOGPC2017090620,9/15/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,PAN,Professional Services,"1,112.74",EPAGO TIS OBARRIO
FCOGPC2017090621,9/15/2017, HOUSEHOLD APPLIANCE STORES ,BRA,General Retail and Wholesale,"1,144.25",JAPAN ENGENHARIA
FCOGPC2017090622,9/15/2017, ELECTRICAL PARTS AND EQUIPMENT ,GBR,Building Materials,"1,155.34",MATRIX GLOBAL NETWORKS
FCOGPC2017090623,9/15/2017, AUTOMOTIVE TIRE STORES ,IND,"Vehicles, servicing and spares","1,198.04",BANSAL AUTO ZONE
FCOGPC2017090624,9/15/2017, HARDWARE STORES ,GBR,General Retail and Wholesale,"1,237.44",A1 BARSTUFF LTD (OTC)
FCOGPC2017090625,9/15/2017," DRUG STORES, PHARMACIES ",MOZ,Medical Supplies and Services,"1,251.80","FARMACIA CHILAULE, LDA"
FCOGPC2017090626,9/15/2017, HOTELS/MOTELS/RESORTS  ,KGZ,Hotels,"1,264.48",ACCOMODATION PROVIDER
FCOGPC2017090627,9/15/2017," FUEL DEALERS-COAL, FUEL OIL, LIQ PETROLEUM, WOOD ",QZZ,Utilities and Non Automotive Fuel,"1,286.58",AL PETROL-DRAGODAN
FCOGPC2017090628,9/15/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,FRA,Miscellaneous Industrial/Commercial Supplies,"1,308.57",AUTOTECH SARL
FCOGPC2017090629,9/15/2017," EATING PLACES, RESTAURANTS ",AZE,Restuarants and Bars,"1,341.30",ANADOLU
FCOGPC2017090630,9/15/2017, HARDWARE EQUIPMENT AND SUPPLIES ,TZA,Miscellaneous Industrial/Commercial Supplies,"1,361.82",EDMUND TARIMO
FCOGPC2017090631,9/15/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",ITA,General Retail and Wholesale,"1,374.55",IKEA VILLESSE      789
FCOGPC2017090632,9/15/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",ITA,General Retail and Wholesale,"1,448.71",IKEA VILLESSE      789
FCOGPC2017090633,9/15/2017, TRAVEL AGENCIES ,MNE,Travel Agencies,"1,502.83",TURISTICKA AGENCIJA
FCOGPC2017090634,9/16/2017, CONSTRUCTION MATERIALS NOT ELSEWHERE CLASSIFIED ,KEN,Building Materials,622.09,BRICARL CONSTRUCTION S
FCOGPC2017090635,9/16/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",IND,General Retail and Wholesale,674.73,SHRI RAM GLASS AND PLY
FCOGPC2017090636,9/16/2017, BOOK STORES ,LUX,Books and Periodicals,804.94,AMAZON UK MARKETPLACE
FCOGPC2017090637,9/16/2017, ELECTRONIC SALES ,IND,General Retail and Wholesale,847.53,AUDIO VOICE INDIA PVT
FCOGPC2017090638,9/16/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",IND,General Retail and Wholesale,"1,226.79",SHRI RAM GLASS AND PLY
FCOGPC2017090639,9/16/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",IND,General Retail and Wholesale,"1,380.14",SHRI RAM GLASS AND PLY
FCOGPC2017090640,9/16/2017, HOTELS/MOTELS/RESORTS  ,USA,Hotels,"6,075.77",ACCOMODATION PROVIDER
FCOGPC2017090641,9/17/2017, OTHER SERVICES (NOT ELSEWHERE CLASSIFIED) ,ISR,Professional Services,684.11,HASHMIRA T
FCOGPC2017090642,9/17/2017," EATING PLACES, RESTAURANTS ",USA,Restuarants and Bars,729.08,SULLIVANS #8561
FCOGPC2017090643,9/17/2017," EATING PLACES, RESTAURANTS ",ISR,Restuarants and Bars,987.08,CANAPES LTD
FCOGPC2017090644,9/18/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GBR,General Retail and Wholesale,515,WWWW.COLOGNEANDCOTTON.
FCOGPC2017090645,9/18/2017, LANDSCAPING AND HORTICULTURAL SERVICES ,ZAF,Estate and garden Services,516.85,LEN'S GARDEN SERVICE
FCOGPC2017090646,9/18/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,IND,General Retail and Wholesale,526.75,SRI MADHURAMBAL AGENCI
FCOGPC2017090647,9/18/2017," DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS ",GBR,Personal Services,529.2,SERVEST SECURITY SERVI
FCOGPC2017090648,9/18/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",DOM,General Retail and Wholesale,542.94,MUEBLES DE OFICINA OMA
FCOGPC2017090649,9/18/2017, MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS ,SVN,General Retail and Wholesale,544.13,HARVEY NORMAN LJUBLJAN
FCOGPC2017090650,9/18/2017, TELECOM INCL PREPAID/RECURRING PHONE SVCS ,BGD,Telecommunication Services,545.65,GRAMEEN PHONE LTD
FCOGPC2017090651,9/18/2017," COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE ",MNG,Computer Equipment & Services,560.61,2113155
FCOGPC2017090652,9/18/2017, BOOK STORES ,IND,Books and Periodicals,564.8,CHANDIGARH BUSINESS SY
FCOGPC2017090653,9/18/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",TTO,Building Services,565.93,WEST INDIAN LOGISTICS
FCOGPC2017090654,9/18/2017, GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED ,AUS,Statutory Bodies,572.55,XCHANGING INTEGRATED S
FCOGPC2017090655,9/18/2017, TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES ,IND,Telecommunication Services,586.72,CURRENTS
FCOGPC2017090656,9/18/2017, SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE ,OMN,Automotive Fuel,587.07,SAUD BAHWAN AUTOMOTIVE
FCOGPC2017090657,9/18/2017, NONDURABLE GOODS (NOT ELSEWHERE CLASSIFIED) ,AUS,Miscellaneous Industrial/Commercial Supplies,591.48,BIVEST CANBERRA
FCOGPC2017090658,9/18/2017, TELECOM INCL PREPAID/RECURRING PHONE SVCS ,MOZ,Telecommunication Services,592.48,TDM 24 DE JULHO
FCOGPC2017090659,9/18/2017, GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED ,BHR,Statutory Bodies,607.15,EWA - DEPOSIT TRANSACT
FCOGPC2017090660,9/18/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GBR,General Retail and Wholesale,608,DIPLOMATIC MISSION SUP
FCOGPC2017090661,9/18/2017, HOME SUPPLY WAREHOUSE STORES ,BIH,General Retail and Wholesale,630.5,BAU & GARTEN DOO SARAJ
FCOGPC2017090662,9/18/2017," DETECTVE/PROTECTVE AGNCY,SECURITY SRVS, ARMOR CARS ",GBR,Personal Services,670.66,SERVEST SECURITY SERVI
FCOGPC2017090663,9/18/2017, TELECOM INCL PREPAID/RECURRING PHONE SVCS ,NGA,Telecommunication Services,689.88,ADONAI SOLAK
FCOGPC2017090664,9/18/2017, GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED ,AUS,Statutory Bodies,697.73,WORKCOVER QUEENSLAND
FCOGPC2017090665,9/18/2017, DAIRY PRODUCTS STORES ,GBR,Catering and Catering Supplies,707.96,NEALS YARD DAIRY
FCOGPC2017090666,9/18/2017, BOOK STORES ,LUX,Books and Periodicals,733.38,AMAZON.CO.UK
FCOGPC2017090667,9/18/2017, BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED ,IRL,Miscellaneous Industrial/Commercial Supplies,780,EB  SEEN AMP HEARD-PRE
FCOGPC2017090668,9/18/2017, MISC/AUTO/AIRCRAFT/FARM EQUIP  NOT ELSEWHERE CLASS ,KEN,"Vehicles, servicing and spares",780.75,NAIROBI TOYOTA
FCOGPC2017090669,9/18/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",IND,General Retail and Wholesale,820.11,DEEPAK ENTERPRISES
FCOGPC2017090670,9/18/2017, MISCELLANEOUS GENERAL MERCHANDISE ,TUR,General Retail and Wholesale,820.39,KARCHER SERVIS
FCOGPC2017090671,9/18/2017, DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW. ,ARG,Mail Order / Direct Selling,825.48,METROGAS IVR
FCOGPC2017090672,9/18/2017, CATERERS ,GBR,Catering and Catering Supplies,832.37,COOKS & PARTNERS LTD
FCOGPC2017090673,9/18/2017," GROCERY STORES, SUPERMARKETS ",BRN,General Retail and Wholesale,893.11,SMART (B) SDN BHD
FCOGPC2017090674,9/18/2017, HARDWARE EQUIPMENT AND SUPPLIES ,IND,Miscellaneous Industrial/Commercial Supplies,915.09,MRA ENTERPRISES
FCOGPC2017090675,9/18/2017," DRUG STORES, PHARMACIES ",MOZ,Medical Supplies and Services,"1,049.28","FARMACIA CHILAULE, LDA"
FCOGPC2017090676,9/18/2017," QUICK COPY,REPRODUCTION AND BLUEPRINTING SERVICES ",GBR,"Office Stationery, equipment and supplies","1,072.00",CHARINGXPRINT.COUK
FCOGPC2017090677,9/18/2017," EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL) ",GBR,General Retail and Wholesale,"1,081.39",DIPLOMATIC MISSION SUP
FCOGPC2017090678,9/18/2017," DEBT, MARRIAGE, PERSONAL-COUNSELING SERVICE ",ISR,General Retail and Wholesale,"1,124.13",SARIT ARIELI
FCOGPC2017090679,9/18/2017, SPORTING GOODS STORES ,IND,General Retail and Wholesale,"1,190.11",JOTI PRO SHOP
FCOGPC2017090680,9/18/2017," EATING PLACES, RESTAURANTS ",SWE,Restuarants and Bars,"1,246.66",CAROTTE
FCOGPC2017090681,9/18/2017," EATING PLACES, RESTAURANTS ",SWE,Restuarants and Bars,"1,266.60",CAROTTE
FCOGPC2017090682,9/18/2017, MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS ,SVN,General Retail and Wholesale,"1,272.38",HARVEY NORMAN LJUBLJAN
FCOGPC2017090683,9/18/2017, MISCELLANEOUS HOUSE FURNISHING SPECIALTY SHOPS ,SVN,General Retail and Wholesale,"1,340.16",HARVEY NORMAN LJUBLJAN
FCOGPC2017090684,9/18/2017," EATING PLACES, RESTAURANTS ",USA,Restuarants and Bars,"1,371.50",BENTLEYS RESTAURANT
FCOGPC2017090685,9/18/2017, ELECTRONIC SALES ,QAT,General Retail and Wholesale,"1,391.05",MICROCHIP COMPUTERS &
FCOGPC2017090686,9/18/2017," AUTOMOTIVE PARTS, ACCESSORIES STORES ",IND,"Vehicles, servicing and spares","1,442.57",POPULAR AUTOWORKS PVT
FCOGPC2017090687,9/18/2017," ORGANIZATIONS, MEMBERSHIP-NOT ELSEWHERE CLASSIFIED ",USA,Clubs/Associations/Organisations,"1,450.75",IAAPA EXPO
FCOGPC2017090688,9/18/2017, MISCELLANEOUS PUBLISHING AND PRINTING ,GBR,Print and advertising,"1,500.00",INFORMA UK MOTO GB
FCOGPC2017090689,9/18/2017, HOTELS/MOTELS/RESORTS ,SAU,Hotels,"1,613.14",ACCOMODATION PROVIDER
FCOGPC2017090690,9/18/2017, MISCELLANEOUS PUBLISHING AND PRINTING ,GBR,Print and advertising,"2,172.12",WWW.THOMASTELFORD.ORG.
FCOGPC2017090691,9/18/2017, AUTOMOBILE PARKING LOTS AND GARAGES ,FRA,General Retail and Wholesale,"2,455.13",INDIGO ONLINE
FCOGPC2017090692,9/18/2017," COLLEGES, UNIV, PRO SCHOOLS, JUNIOR COLLEGES ",GBR,Training and Educational,"3,000.00",UNI CAM ESALES
FCOGPC2017090693,9/18/2017," EATING PLACES, RESTAURANTS ",PER,Restuarants and Bars,"6,389.14",REST CENTRAL
FCOGPC2017090694,9/19/2017," EATING PLACES, RESTAURANTS ",GBR,Restuarants and Bars,507,INTERSERVE FACILIT
FCOGPC2017090695,9/19/2017, HOUSEHOLD APPLIANCE STORES ,BRA,General Retail and Wholesale,532.71,JAPAN ENGENHARIA
FCOGPC2017090696,9/19/2017, MONEY TRANSFER-MERCHANT ,GBR,Cash,542.04,TRANSFERWISE
FCOGPC2017090697,9/19/2017, DUTY FREE STORES ,DNK,General Retail and Wholesale,543.16,INCO CC KOPENHAVN
FCOGPC2017090698,9/19/2017," BUILDING MATERIALS, LUMBER STORES ",MNG,Building Materials,572.92,JOBI
FCOGPC2017090699,9/19/2017, HOTELS/MOTELS/RESORTS  ,LTU,Hotels,576.41,ACCOMODATION PROVIDER
FCOGPC2017090700,9/19/2017, SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED ,SVK,Training and Educational,577.11,BRITISH COUNCIL
FCOGPC2017090701,9/19/2017, COMPUTER SOFTWARE STORES ,TTO,Computer Equipment & Services,579.08,MICROTRON SYSTEMS LI
FCOGPC2017090702,9/19/2017," HEATING, PLUMBING, AIR CONDITIONING CONTRACTORS ",GBR,Building Services,586.21,PLUMBASE LTD
FCOGPC2017090703,9/19/2017, MOTOR HOME DEALERS ,LAO,Leisure Activities,595.43,JACUAR - LAND ROVER LA
FCOGPC2017090704,9/19/2017, DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW. ,LUX,Mail Order / Direct Selling,601.37,AMAZON EU
FCOGPC2017090705,9/19/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,LUX,General Retail and Wholesale,601.38,AMAZON UK RETAIL AMAZO
FCOGPC2017090706,9/19/2017, TRAVEL AGENCIES ,AUS,Travel Agencies,601.53,BESTJET
FCOGPC2017090707,9/19/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,LUX,General Retail and Wholesale,603.75,AMAZON UK RETAIL AMAZO
FCOGPC2017090708,9/19/2017," GROCERY STORES, SUPERMARKETS ",NOR,General Retail and Wholesale,606.26,BROBEKK STORCASH AS
FCOGPC2017090709,9/19/2017," INSULATION,MASONRY,PLSTER,STONEWRK,TILESET CNTRCTR ",ISR,Building Services,609.73,AKVARYOS
FCOGPC2017090710,9/19/2017, HOTELS/MOTELS/RESORTS  ,CAN,Hotels,625.51,ACCOMODATION PROVIDER
FCOGPC2017090711,9/19/2017," TRANSPRTN-SUBRBN & LOCAL COMTR PSNGR, INCL FERRIES ",COL,Travel - Air/Rail/Road,639.83,TECH
FCOGPC2017090712,9/19/2017," ALTERATIONS, MENDING, SEAMSTRESSES, TAILORS ",NGA,General Retail and Wholesale,643.26,VICTOR ADEWALE
FCOGPC2017090713,9/19/2017," GIFT, CARD, NOVELTY AND SOUVENIR SHOPS ",ESP,General Retail and Wholesale,643.77,TALA
FCOGPC2017090714,9/19/2017, FAST FOOD RESTAURANTS ,EGY,Restuarants and Bars,649.96,BLUE NILE GROCERY
FCOGPC2017090715,9/19/2017," EATING PLACES, RESTAURANTS ",IND,Restuarants and Bars,670.62,IDB
FCOGPC2017090716,9/19/2017, HOUSEHOLD APPLIANCE STORES ,PRT,General Retail and Wholesale,681.67,CAIADO  PRIOR VELHO
FCOGPC2017090717,9/19/2017, TOURIST ATTRACTIONS AND EXHIBITS ,BRA,Leisure Activities,719.99,PAGSEGUROUOL SALNEGOCI
FCOGPC2017090718,9/19/2017, AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED ,JAM,Auto rental,726.27,ISLAND CAR RENTALS- H/
FCOGPC2017090719,9/19/2017, HOTELS/MOTELS/RESORTS  ,GHA,Hotels,746.47,ACCOMODATION PROVIDER
FCOGPC2017090720,9/19/2017, MISCELLANEOUS AND SPECIALTY RETAIL STORES ,USA,General Retail and Wholesale,760.47,WORLDS BEST BANNERS
FCOGPC2017090721,9/19/2017, HOTELS/MOTELS/RESORTS  ,PAK,Hotels,760.89,ACCOMODATION PROVIDER
FCOGPC2017090722,9/19/2017, CUSTOMER FINANCIAL INST - MERCHANDISE & SERVICES ,ISL,Cash,780.41,CASH-SKOTSILFUR      L
FCOGPC2017090723,9/19/2017, ELECTRONIC SALES ,ZAF,General Retail and Wholesale,803.81,THE NOTEBOOK COMPANY
FCOGPC2017090724,9/19/2017, ELECTRONIC SALES ,ZAF,General Retail and Wholesale,803.81,THE NOTEBOOK COMPANY
