Month of Year,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Avg. Search Depth
201701,Rates relief,11,1.64,0.00%,22.22%,00:06:07,5.82
201701,rhi,11,1.45,18.18%,0.00%,00:03:32,2.18
201701,road safety,11,1.64,0.00%,33.33%,00:07:13,7.27
201701,Rod licence,11,2.36,0.00%,3.85%,00:05:18,3.27
201701,School,11,1.18,27.27%,53.85%,00:00:24,0.09
201701,security procedures,11,1.55,100.00%,17.65%,00:02:26,0.27
201701,self assessment,11,1.27,27.27%,28.57%,00:01:26,0.55
201701,Street light,11,1.18,18.18%,7.69%,00:01:53,1.91
201701,Tax my car,11,1.64,36.36%,11.11%,00:04:36,1.73
201701,v62,11,1.45,18.18%,25.00%,00:00:22,1
201701,voting,11,1.18,0.00%,7.69%,00:01:06,1.27
201701,access to work,10,1.6,0.00%,12.50%,00:02:01,2.3
201701,appeals,10,1.7,0.00%,11.76%,00:04:18,3.8
201701,Archives,10,1.1,10.00%,18.18%,00:02:01,2.4
201701,bereavement allowance,10,1.5,20.00%,26.67%,00:04:56,3.3
201701,Blue badge application form,10,1.3,0.00%,7.69%,00:00:45,1.1
201701,blue badge parking scheme,10,1.4,0.00%,7.14%,00:07:51,6
201701,Book test,10,1,0.00%,0.00%,00:00:53,2.1
201701,Cancel mot,10,1.2,10.00%,0.00%,00:01:28,2
201701,child tax credits,10,1.1,20.00%,36.36%,00:00:34,0.8
201701,choosing careers,10,1.2,0.00%,41.67%,00:03:15,2.9
201701,claim your state pension online,10,1.5,10.00%,0.00%,00:06:20,1.5
201701,cold weather payment,10,2,0.00%,15.00%,00:03:33,4.3
201701,Complaints,10,1.5,30.00%,13.33%,00:01:00,0.8
201701,covenant,10,1.1,0.00%,0.00%,00:07:02,4.2
201701,Crisis,10,1.4,20.00%,21.43%,00:04:27,1.8
201701,Dementia,10,1.3,30.00%,0.00%,00:04:06,1.4
201701,disability,10,1.1,20.00%,18.18%,00:03:10,2.4
201701,Discretionary Support,10,1.2,20.00%,16.67%,00:00:48,1
201701,DL1R FORM,10,3.1,0.00%,16.13%,00:03:05,3.4
201701,DL2,10,1.5,10.00%,6.67%,00:04:01,4.8
201701,electoral office,10,1.8,40.00%,11.11%,00:00:57,1.6
201701,employment support allowance,10,1.3,10.00%,30.77%,00:01:46,1.9
201701,Employment support allowance,10,2.3,40.00%,13.04%,00:02:30,1.3
201701,enhanced check through a registered body,10,1,20.00%,0.00%,00:04:17,3.4
201701,Enniskillen,10,1.8,30.00%,11.11%,00:01:53,2.1
201701,Finance support,10,1.5,0.00%,26.67%,00:09:44,4.3
201701,financial support,10,1.1,0.00%,45.45%,00:01:15,1.8
201701,form of return,10,1.2,10.00%,33.33%,00:02:01,0.6
201701,funeral payment,10,1.6,10.00%,12.50%,00:13:06,3.6
201701,Grant,10,1.8,10.00%,33.33%,00:03:13,2.3
201701,highway code,10,1.4,0.00%,28.57%,00:03:04,2.3
201701,honours,10,1.2,0.00%,8.33%,00:02:55,2.8
201701,Job,10,2.2,30.00%,4.55%,00:03:00,2.6
201701,job seekers,10,1.2,0.00%,8.33%,00:04:01,2.6
201701,Landlord,10,1,10.00%,10.00%,00:03:17,2
201701,Licence cost,10,1.5,20.00%,13.33%,00:01:08,1.2
201701,Lisburn,10,1.2,10.00%,33.33%,00:01:16,2
201701,loans,10,1.3,20.00%,38.46%,00:05:25,2.5
201701,Mot test,10,1.2,10.00%,8.33%,00:02:03,2.6
201701,nursing,10,2.3,20.00%,13.04%,00:08:02,1.3
201701,Online application,10,2.4,0.00%,12.50%,00:04:38,3
201701,Opening hours,10,1.4,10.00%,14.29%,00:00:47,2
201701,parkingticket,10,1.1,0.00%,9.09%,00:02:52,2.1
201701,Pay parking ticket,10,1.5,0.00%,0.00%,00:08:25,4
201701,pensions,10,1.3,10.00%,30.77%,00:00:50,1.5
201701,Phone numbers,10,1.9,40.00%,5.26%,00:02:38,1.4
201701,postal vote,10,1.1,20.00%,0.00%,00:01:37,1.2
201701,Quiz,10,1.9,20.00%,5.26%,00:01:17,2.5
201701,savings,10,1.4,10.00%,35.71%,00:00:55,1
201701,School closures due to snow,10,1.4,50.00%,7.14%,00:00:38,0.5
201701,self employed,10,1.7,10.00%,23.53%,00:04:52,2.7
201701,septic tank,10,1,0.00%,20.00%,00:03:06,1.2
201701,sign in,10,1.8,10.00%,27.78%,00:01:49,2.4
201701,Street lights,10,1.2,30.00%,0.00%,00:01:14,1.7
201701,teacher,10,1.2,30.00%,33.33%,00:00:41,0.8
201701,Track,10,1.2,30.00%,0.00%,00:02:28,2
201701,umbrella body,10,1.1,0.00%,0.00%,00:12:15,5.1
201701,access,9,1.44,0.00%,46.15%,00:02:07,2.33
201701,bankruptcy,9,1.11,22.22%,20.00%,00:05:23,5.22
201701,basic disclosure,9,1.22,0.00%,9.09%,00:05:13,2.11
201701,bin collection,9,1.11,11.11%,10.00%,00:02:09,2.56
201701,BLUE BADGE,9,1,11.11%,0.00%,00:00:31,1.22
201701,blue badge application,9,2.44,0.00%,0.00%,00:04:56,3.56
201701,Blue badge parking scheme,9,1.22,0.00%,9.09%,00:07:56,1.33
201701,boiler grant,9,1.56,0.00%,0.00%,00:02:01,4.44
201701,Boiler grant,9,1.33,11.11%,0.00%,00:04:47,2.44
201701,book test,9,1.11,11.11%,10.00%,00:02:30,3.78
201701,Booking driving test,9,1.22,11.11%,0.00%,00:00:38,2.22
201701,bus pass,9,1.33,22.22%,41.67%,00:01:39,2.22
201701,calculator,9,1,0.00%,11.11%,00:01:04,1.22
201701,careers quiz,9,1.22,0.00%,18.18%,00:01:38,2.33
201701,Change mot appointment,9,1,0.00%,0.00%,00:00:34,1
201701,change mot date,9,1.44,11.11%,0.00%,00:03:11,1.44
201701,Change of ownership,9,1.22,11.11%,45.45%,00:00:34,1.11
201701,check code,9,1.78,33.33%,12.50%,00:04:59,2.11
201701,Check code,9,1.56,44.44%,21.43%,00:03:47,1.78
201701,Church records,9,1.67,11.11%,13.33%,00:05:46,3.89
201701,Contact dva,9,1.56,11.11%,0.00%,00:00:37,2
201701,councils,9,1,0.00%,22.22%,00:10:17,11.56
201701,counterpart,9,1.22,22.22%,18.18%,00:01:14,0.78
201701,crisis loan number,9,2.33,44.44%,4.76%,00:01:07,1.11
201701,D777,9,1.11,0.00%,10.00%,00:03:04,2.44
201701,dentist,9,1.56,11.11%,28.57%,00:02:51,1.67
201701,Disclosure certificate,9,1.89,22.22%,11.76%,00:02:23,2.56
201701,dl1r form,9,1.78,11.11%,31.25%,00:01:19,1.78
201701,EMA,9,2,11.11%,11.11%,00:03:03,5.44
201701,email,9,1.22,44.44%,27.27%,00:03:52,1.89
201701,Email,9,2.44,44.44%,18.18%,00:01:17,0.78
201701,Engineering,9,2.33,22.22%,4.76%,00:01:30,1.89
201701,Enhanced,9,1.33,0.00%,8.33%,00:05:32,2.11
201701,Enhanced check through a registered body,9,1.22,0.00%,0.00%,00:12:46,4.44
201701,Family history,9,1.11,0.00%,20.00%,00:02:46,4.22
201701,Firearms,9,1.44,22.22%,15.38%,00:02:05,1.11
201701,Forms,9,2,0.00%,44.44%,00:01:53,0.44
201701,GCSE,9,1.44,11.11%,0.00%,00:02:48,2.11
201701,health,9,1.11,44.44%,20.00%,00:00:14,0.33
201701,help with rent,9,1.67,88.89%,13.33%,00:01:06,0
201701,higher level apprenticeships,9,1.22,22.22%,18.18%,00:03:51,1.44
201701,holiday,9,1.22,22.22%,9.09%,00:02:48,1
201701,inspection reports,9,1.44,11.11%,23.08%,00:02:03,1.44
201701,Land registry,9,1.33,11.11%,41.67%,00:06:14,3.44
201701,Limavady,9,1.56,55.56%,0.00%,00:04:15,1.78
201701,Lost driving licence,9,1.11,11.11%,20.00%,00:02:14,1.33
201701,Marriages,9,2.11,33.33%,5.26%,00:01:39,1.44
201701,Maternity pay,9,1.78,33.33%,12.50%,00:04:14,3
201701,Mechanic,9,2.22,44.44%,15.00%,00:01:24,1.33
201701,minimum wage,9,1,0.00%,11.11%,00:01:06,1.33
201701,Mot retest,9,1.78,33.33%,18.75%,00:01:42,2.44
201701,National insurance,9,1,22.22%,11.11%,00:04:28,2.44
201701,Passports,9,1.11,11.11%,0.00%,00:01:41,1
201701,Pension credits,9,1.78,11.11%,18.75%,00:04:47,3.78
201701,Phone,9,1.11,11.11%,20.00%,00:04:15,2.22
201701,practical driving test,9,1.33,11.11%,0.00%,00:01:16,1.56
201701,provisional license,9,1.11,33.33%,0.00%,00:00:45,0.78
201701,Psv,9,2,11.11%,22.22%,00:04:13,3.22
201701,rate relief,9,1.89,0.00%,23.53%,00:15:20,9.56
201701,Redundancy,9,1.44,0.00%,15.38%,00:02:32,2.33
201701,regulated activity,9,1.11,0.00%,50.00%,00:04:36,3.89
201701,Replacement birth certificate,9,1.22,33.33%,9.09%,00:03:23,1.44
201701,Self employed,9,1.33,33.33%,25.00%,00:00:43,0.67
201701,Ssp,9,1.22,0.00%,45.45%,00:01:09,2.44
201701,tax credit,9,1.78,0.00%,18.75%,00:04:12,1.44
201701,Tax credit,9,1.11,22.22%,20.00%,00:01:00,1.89
201701,tax vehicle,9,1.44,33.33%,23.08%,00:00:36,0.56
201701,test,9,1.89,11.11%,11.76%,00:04:34,2.78
201701,transport ni,9,1.11,33.33%,30.00%,00:00:29,1.89
201701,V5c,9,1.67,44.44%,26.67%,00:03:03,1
201701,vehicle registration,9,1.22,11.11%,36.36%,00:01:38,1.89
201701,widows pension,9,2.33,22.22%,23.81%,00:02:25,3.22
201701,Widows pension,9,1.89,33.33%,5.88%,00:03:33,2.33
201701,Working tax credits,9,1.22,44.44%,18.18%,00:03:21,1.11
201701,access NI,8,1.38,12.50%,9.09%,00:10:01,5.5
201701,adoption,8,1,25.00%,25.00%,00:01:26,1.12
201701,alcohol,8,1.38,25.00%,18.18%,00:02:19,1.5
201701,appeal form,8,3.38,0.00%,7.41%,00:03:44,2.75
201701,benefits calculator,8,1.75,12.50%,28.57%,00:01:11,1.88
201701,bereavement service,8,1,0.00%,0.00%,00:00:47,2.5
201701,Birmingham,8,1,50.00%,25.00%,00:00:30,0.62
201701,Birth cert,8,1.25,25.00%,0.00%,00:01:03,1
201701,Birth Certificate,8,1.5,12.50%,0.00%,00:02:43,1.38
201701,Boiler replacement,8,1.38,12.50%,0.00%,00:02:08,2.62
201701,Book not,8,1,12.50%,62.50%,00:00:23,0.75
201701,book now,8,1.38,0.00%,9.09%,00:03:07,3.25
201701,budget loan,8,1.5,0.00%,16.67%,00:02:09,2.88
201701,business,8,1,0.00%,12.50%,00:04:08,2
201701,careers service,8,1,12.50%,12.50%,00:02:39,3.12
201701,carer's allowance,8,1,0.00%,37.50%,00:01:49,1.38
201701,Caters allowance,8,1,25.00%,50.00%,00:00:36,0.5
201701,changing address,8,1.38,0.00%,27.27%,00:04:13,2
201701,Child tax credit,8,1.75,37.50%,14.29%,00:01:54,1.75
201701,claim state pension,8,1.12,0.00%,33.33%,00:07:27,2.88
201701,claim state pension online,8,2,0.00%,6.25%,00:09:59,2.25
201701,compensation claims,8,1,0.00%,12.50%,00:00:36,2.75
201701,Craigavon,8,1,0.00%,37.50%,00:01:03,2.38
201701,D777(NI),8,1.75,25.00%,7.14%,00:02:02,3
201701,Death certificates,8,1,37.50%,12.50%,00:02:13,1.12
201701,Direct debit,8,1,25.00%,12.50%,00:08:51,2.38
201701,Disability,8,1.62,0.00%,23.08%,00:08:07,4.75
201701,Disability Living Allowance,8,1.38,0.00%,18.18%,00:06:35,3.12
201701,disabled persons allowance,8,1,0.00%,0.00%,00:00:21,1.12
201701,DL1 Form,8,2.62,37.50%,14.29%,00:02:52,2
201701,DL1 FORM,8,2.5,25.00%,15.00%,00:01:16,1
201701,Doncaster,8,1.25,25.00%,20.00%,00:02:23,1.5
201701,Driver,8,2.12,37.50%,0.00%,00:01:11,1
201701,Driving licence fee,8,1,0.00%,25.00%,00:05:35,2.62
201701,Driving license fee,8,1.62,0.00%,15.38%,00:02:09,3
201701,Enhanced disclosure,8,1.75,0.00%,14.29%,00:03:32,1.25
201701,Fee,8,1.62,0.00%,23.08%,00:01:36,2.5
201701,fishing licence,8,1,0.00%,0.00%,00:05:37,3
201701,flexible working,8,1.25,0.00%,20.00%,00:03:11,2.38
201701,form,8,1.62,12.50%,30.77%,00:02:04,2.25
201701,GRO 446,8,2.25,12.50%,38.89%,00:02:24,1.5
201701,hc11,8,1.75,0.00%,0.00%,00:00:45,1.75
201701,heating allowance,8,3.75,25.00%,13.33%,00:02:37,1.12
201701,Holiday entitlement,8,1.62,0.00%,7.69%,00:05:00,1.62
201701,Irish passport,8,1.5,25.00%,16.67%,00:04:19,0.88
201701,job grant,8,1.38,12.50%,18.18%,00:01:48,1.62
201701,letter of entitlement,8,2.75,0.00%,27.27%,00:03:21,5.75
201701,licence check,8,1.38,0.00%,9.09%,00:01:26,2.88
201701,listed buildings,8,1.25,0.00%,10.00%,00:04:25,2.75
201701,loan,8,1.25,0.00%,40.00%,00:03:24,1.62
201701,Mandatory reconsideration,8,2.62,62.50%,4.76%,00:07:44,1.12
201701,mot retest,8,1,0.00%,37.50%,00:01:44,2.75
201701,motor tax,8,1.75,12.50%,35.71%,00:00:50,1.62
201701,moving house,8,1.5,0.00%,50.00%,00:00:58,1.62
201701,National insurance number,8,1.38,12.50%,9.09%,00:04:43,1.62
201701,opening hours,8,1.38,25.00%,27.27%,00:04:00,3.25
201701,Part time,8,1.12,37.50%,0.00%,00:00:16,1.62
201701,passport renewal,8,1.75,0.00%,7.14%,00:04:16,1.12
201701,pay a bus lane,8,1.25,0.00%,10.00%,00:00:57,2.25
201701,pcn,8,1,12.50%,12.50%,00:02:58,1.38
201701,PENSION CREDIT,8,2.25,12.50%,16.67%,00:04:10,3.38
201701,pension forecast,8,1,0.00%,0.00%,00:02:31,2.62
201701,Pip phone number,8,2,37.50%,12.50%,00:01:02,1.38
201701,Pips,8,2.12,0.00%,29.41%,00:02:33,2.12
201701,plan your career,8,1.25,25.00%,30.00%,00:02:20,2.12
201701,pregnancy,8,1.62,0.00%,23.08%,00:02:34,1.75
201701,Provisional price,8,1.25,25.00%,10.00%,00:00:55,1.38
201701,psv,8,1.38,0.00%,9.09%,00:01:31,4.62
201701,registration,8,1.88,12.50%,26.67%,00:02:00,1.75
201701,renew blue badge,8,1.38,0.00%,18.18%,00:00:55,1.12
201701,roads,8,1.25,37.50%,30.00%,00:00:34,0.62
201701,savings credit,8,3.5,37.50%,7.14%,00:05:31,1.12
201701,Selling a car,8,1.38,25.00%,9.09%,00:01:31,3
201701,Snow,8,1.12,37.50%,22.22%,00:00:27,0.75
201701,SSP,8,1.5,12.50%,50.00%,00:00:39,0.25
201701,Statutory sick pay,8,1.5,12.50%,8.33%,00:02:46,2.38
201701,Support desk,8,1.38,12.50%,18.18%,00:02:28,6.5
201701,Sure start,8,1,12.50%,37.50%,00:00:38,0.75
201701,tax a vehicle,8,1.38,25.00%,36.36%,00:00:27,0.62
201701,Tax vehicle,8,1.75,25.00%,14.29%,00:01:15,1.12
201701,Taxi theory test,8,1.5,0.00%,8.33%,00:08:54,3.88
201701,telephone,8,1.38,50.00%,27.27%,00:01:36,1
201701,Universal credits,8,1.38,0.00%,18.18%,00:00:47,1.5
201701,V5,8,1.5,25.00%,16.67%,00:02:05,1.38
201701,wedding,8,1,25.00%,25.00%,00:01:36,2.12
201701,AccessNI,7,1.57,14.29%,27.27%,00:10:29,7.57
201701,ancestry,7,2,14.29%,21.43%,00:00:57,1.43
201701,application form,7,1.86,28.57%,15.38%,00:02:49,1.57
201701,Application form,7,2.29,14.29%,18.75%,00:04:40,7.57
201701,apply for disclosure certificate,7,4.14,0.00%,6.90%,00:08:38,7
201701,apprenticeship levy,7,1.71,14.29%,16.67%,00:01:49,2
201701,art,7,1,14.29%,28.57%,00:00:43,2.57
201701,benefit fraud,7,2,14.29%,7.14%,00:02:42,1.86
201701,blue badge form,7,1.14,0.00%,12.50%,00:01:33,2.14
201701,bmd,7,1.29,0.00%,55.56%,00:01:20,2.43
201701,Book now,7,1.14,14.29%,12.50%,00:00:56,1.71
201701,booknow,7,1,14.29%,42.86%,00:03:48,3.14
201701,bullying,7,1.43,14.29%,40.00%,00:10:08,6.14
201701,Bus pass,7,1.43,14.29%,10.00%,00:01:59,1.29
201701,Cancel test,7,1.14,0.00%,12.50%,00:05:51,1.14
201701,career quiz,7,1.29,0.00%,22.22%,00:02:28,4.86
201701,Careers a-z,7,1.14,14.29%,12.50%,00:03:56,1.29
201701,Careers allowance,7,1.43,0.00%,40.00%,00:07:39,3.29
201701,Carers,7,1.14,28.57%,25.00%,00:03:57,2.57
201701,CARERS ALLOWANCE,7,1.29,0.00%,22.22%,00:02:46,2.86
201701,carers credit,7,1.29,0.00%,0.00%,00:02:13,3.43
201701,census 1911,7,1.86,0.00%,15.38%,00:03:31,6.14
201701,certificate of entitlement,7,1.57,14.29%,18.18%,00:06:58,4.43
201701,challengeparkingticket,7,1.29,0.00%,11.11%,00:03:57,2.86
201701,change of name,7,1.29,0.00%,44.44%,00:00:48,1.29
201701,Child maintenance calculator,7,1,57.14%,28.57%,00:02:27,2
201701,choosing a career,7,1,0.00%,0.00%,00:06:23,2.43
201701,Cookstown,7,1,57.14%,14.29%,00:00:29,1
201701,cost,7,1,0.00%,28.57%,00:03:39,2.71
201701,Counterpart,7,1,14.29%,14.29%,00:05:20,1.71
201701,cr20,7,1.29,0.00%,0.00%,00:01:45,3.14
201701,Death records,7,1.14,28.57%,12.50%,00:02:31,1.86
201701,direct payments,7,2,14.29%,14.29%,00:03:14,3.86
201701,Dl2,7,1,14.29%,28.57%,00:03:44,2.71
201701,dlm1,7,1.14,14.29%,25.00%,00:06:51,2.86
201701,dog licence,7,3.29,0.00%,0.00%,00:01:45,1.43
201701,driving instructors,7,1,28.57%,0.00%,00:03:54,0.86
201701,driving license fees,7,1,0.00%,42.86%,00:01:41,1.71
201701,driving license renewal,7,1,14.29%,14.29%,00:02:36,1.71
201701,Dungannon,7,1.29,28.57%,11.11%,00:00:23,1.43
201701,education maintenance allowance,7,1,0.00%,28.57%,00:01:01,1.57
201701,election,7,1,14.29%,0.00%,00:03:06,1.57
201701,enhanced,7,1.43,14.29%,0.00%,00:06:43,3.86
201701,Family tree,7,2,14.29%,14.29%,00:05:13,5.86
201701,fee,7,1,0.00%,85.71%,00:00:45,0.29
201701,Flat,7,1,0.00%,100.00%,00:00:59,0.71
201701,flood,7,1,0.00%,0.00%,00:00:15,1
201701,flooding,7,1.43,14.29%,20.00%,00:05:14,2.86
201701,food,7,2.29,14.29%,18.75%,00:04:54,1.43
201701,geneology,7,1.43,42.86%,40.00%,00:00:14,0
201701,geni,7,1.43,57.14%,10.00%,00:00:32,0.57
201701,Gp,7,1,0.00%,0.00%,00:01:34,6.57
201701,Hc2,7,1.14,14.29%,25.00%,00:01:13,2.14
201701,Heating,7,1,0.00%,42.86%,00:00:35,0.57
201701,help with rates,7,1.14,0.00%,12.50%,00:04:06,4.29
201701,hmrc,7,1.43,28.57%,20.00%,00:00:50,1.29
201701,Holiday,7,1.14,0.00%,25.00%,00:00:38,0.86
201701,holidays,7,2.43,28.57%,11.76%,00:00:33,0.57
201701,Housing,7,1.14,14.29%,37.50%,00:04:48,1.29
201701,How much is state pension,7,2,14.29%,14.29%,00:03:31,1.57
201701,income tax,7,1.29,28.57%,22.22%,00:02:00,0.71
201701,industrial injuries,7,1.43,28.57%,20.00%,00:09:14,4.86
201701,Is my car taxed,7,1.57,14.29%,18.18%,00:01:09,1
201701,Job centre,7,1.57,14.29%,0.00%,00:05:51,3
201701,job vacancies,7,1.86,14.29%,7.69%,00:06:11,3.57
201701,jobcentre,7,1.14,0.00%,12.50%,00:08:52,8
201701,JSA,7,1.29,28.57%,11.11%,00:04:23,1.57
201701,letter of freedom,7,1.29,28.57%,44.44%,00:00:44,0.57
201701,licence fees,7,1,0.00%,14.29%,00:00:42,1.29
201701,Lost blue badge,7,1.86,0.00%,7.69%,00:04:58,1.86
201701,lost license,7,1.29,0.00%,44.44%,00:01:53,2.43
201701,Lost license,7,1.71,28.57%,8.33%,00:02:04,1.57
201701,Lost provisional,7,1,71.43%,0.00%,00:00:09,0.43
201701,marriage index search,7,1.57,0.00%,9.09%,00:04:45,2.43
201701,maternity grant,7,1.29,0.00%,22.22%,00:07:40,1.71
201701,mechanic,7,1.43,14.29%,10.00%,00:02:03,1.57
201701,Mot cancellations,7,1.29,0.00%,11.11%,00:01:36,2.29
201701,Mot centres,7,1.29,57.14%,0.00%,00:00:48,1.71
201701,Number plates,7,1.14,57.14%,0.00%,00:00:48,0.86
201701,parking fines,7,1.43,14.29%,30.00%,00:02:35,1.86
201701,Parking fines,7,1,0.00%,14.29%,00:01:25,1.71
201701,Parkingticket,7,1.71,14.29%,16.67%,00:02:19,4.14
201701,Passport renewal,7,1.14,0.00%,0.00%,00:01:57,1.29
201701,passports,7,1.43,0.00%,20.00%,00:07:12,1.43
201701,paternity pay,7,1.29,0.00%,22.22%,00:05:14,2
201701,Pay a bus lane,7,1.29,14.29%,0.00%,00:03:28,1.29
201701,Personal independence payment,7,1.71,14.29%,25.00%,00:02:56,1.86
201701,practic test,7,1,0.00%,0.00%,00:00:21,1.86
201701,premium bonds,7,1.14,14.29%,12.50%,00:00:47,0.86
201701,Public appointments,7,2,0.00%,14.29%,00:02:42,2.86
201701,public holidays,7,1.29,0.00%,0.00%,00:01:16,1.71
201701,purdah,7,1,57.14%,14.29%,00:00:12,0.71
201701,RATES,7,1.57,28.57%,9.09%,00:02:13,2.14
201701,rates bill,7,1,0.00%,28.57%,00:01:17,2.43
201701,re test,7,1,0.00%,28.57%,00:03:15,2.57
201701,recruitment,7,1.29,28.57%,0.00%,00:04:32,3.14
201701,Renew driving licence,7,1.43,28.57%,10.00%,00:01:00,0.86
201701,Renew provisional licence,7,1.29,14.29%,11.11%,00:05:06,3.14
201701,road signs,7,1.71,42.86%,0.00%,00:02:32,4.57
201701,school records,7,3.29,0.00%,21.74%,00:10:34,5.14
201701,Schools closed,7,1.14,42.86%,12.50%,00:00:14,0.43
201701,self employment,7,3,57.14%,14.29%,00:04:48,1.86
201701,SF300,7,1.43,14.29%,70.00%,00:01:04,2.43
201701,stamp duty,7,1,14.29%,14.29%,00:02:19,1.14
201701,state pension age,7,1.14,14.29%,12.50%,00:01:26,2
201701,supplementary payments,7,1.29,42.86%,33.33%,00:02:59,0.86
201701,tax my car,7,1.14,57.14%,0.00%,00:00:14,0.71
201701,Taxi license,7,1.14,28.57%,25.00%,00:04:49,3
201701,Telephone numbers,7,1.71,28.57%,25.00%,00:00:43,0.71
201701,Test,7,1,0.00%,57.14%,00:00:49,0.86
201701,track,7,1.29,28.57%,33.33%,00:04:08,3.29
201701,track a fault,7,1.29,0.00%,11.11%,00:01:48,4.71
201701,training for success,7,1.86,14.29%,23.08%,00:03:40,1.71
201701,Unemployed,7,1.71,0.00%,0.00%,00:04:33,4.86
201701,v36,7,1,14.29%,0.00%,00:09:21,1.29
201701,v5,7,1.29,14.29%,33.33%,00:01:23,1.71
201701,Vacancies,7,1.14,14.29%,0.00%,00:01:03,1.43
201701,volunteering,7,2.14,14.29%,20.00%,00:08:31,4.43
201701,web portal,7,2,42.86%,14.29%,00:00:29,1
201701,winter fuel,7,1.29,0.00%,22.22%,00:13:39,4.43
201701,winter fuel allowance,7,1.29,14.29%,11.11%,00:11:02,3.71
201701,abuse,6,1.5,0.00%,0.00%,00:05:49,3.67
201701,Access I,6,1,0.00%,66.67%,00:01:37,1.33
201701,ACCESS NI,6,1.17,16.67%,28.57%,00:11:04,6.83
201701,affordable warmth,6,1,16.67%,0.00%,00:00:37,1.5
201701,Angling,6,1.17,0.00%,0.00%,00:03:36,3.33
201701,Appeal form,6,1.17,0.00%,28.57%,00:06:25,1.33
201701,appeals service,6,1.83,16.67%,9.09%,00:05:08,2.67
201701,Application,6,1.17,33.33%,28.57%,00:01:20,0.67
201701,apply for an enhanced check,6,1.67,0.00%,10.00%,00:03:26,2.83
201701,Apply for disclosure certificate,6,1.67,16.67%,10.00%,00:01:32,3.33
201701,Argenta,6,2.33,0.00%,35.71%,00:00:47,1.83
201701,armagh,6,2.33,33.33%,28.57%,00:01:38,4
201701,ATTENDANCE ALLOWANCE,6,1.33,0.00%,12.50%,00:10:54,4.17
201701,baglevy,6,2.5,16.67%,6.67%,00:07:54,5.5
201701,ballymena,6,1,50.00%,16.67%,00:00:22,0.33
201701,bank holidays,6,1.67,33.33%,10.00%,00:00:31,1.33
201701,basic check,6,1.33,0.00%,12.50%,00:06:15,4
201701,belfast,6,1.33,50.00%,25.00%,00:01:27,2.5
201701,benefit calculator,6,1.33,16.67%,25.00%,00:04:48,4.17
201701,Benefit cap,6,1.33,33.33%,25.00%,00:02:13,0.83
201701,Benefits calculator,6,1.83,16.67%,27.27%,00:03:43,2.33
201701,blue badge parking,6,1.17,0.00%,14.29%,00:02:28,1.83
201701,book a theory test,6,1.33,0.00%,12.50%,00:08:13,2.67
201701,book practical driving test,6,1.5,0.00%,0.00%,00:00:23,2
201701,book practical test,6,1.5,0.00%,0.00%,00:06:39,2.5
201701,Cancel,6,1.17,0.00%,14.29%,00:06:13,2.33
201701,Cancellations,6,2,33.33%,41.67%,00:02:07,2.5
201701,Car Tax,6,1.5,66.67%,0.00%,00:00:44,0.67
201701,care homes,6,1.33,0.00%,37.50%,00:01:06,1.33
201701,carpentry,6,2.17,0.00%,69.23%,00:00:29,1.17
201701,census records,6,2,16.67%,25.00%,00:02:21,3.17
201701,change appointment,6,1.17,0.00%,28.57%,00:01:18,2.17
201701,change driving test,6,1,0.00%,16.67%,00:02:40,2.5
201701,Change of name,6,1,16.67%,16.67%,00:04:27,1.83
201701,change of ownership,6,1.17,0.00%,57.14%,00:00:52,1.67
201701,check driving licence,6,1.33,66.67%,12.50%,00:07:59,2.17
201701,check mot,6,1,33.33%,33.33%,00:01:46,2.17
201701,Check tax,6,1.33,16.67%,25.00%,00:01:21,2
201701,check vehicle tax,6,1.67,0.00%,20.00%,00:03:29,2.5
201701,childcare vouchers,6,1.17,16.67%,57.14%,00:06:49,2.83
201701,Choices,6,1,33.33%,16.67%,00:00:54,1.83
201701,Code M05,6,1.67,83.33%,10.00%,00:04:10,0
201701,Cold weather,6,1,0.00%,16.67%,00:02:39,5.67
201701,complaint,6,2,0.00%,16.67%,00:11:56,7.83
201701,council,6,1.33,0.00%,25.00%,00:00:57,7
201701,Council tax,6,5,16.67%,10.00%,00:02:46,2.33
201701,DBS,6,1,16.67%,0.00%,00:10:10,3.33
201701,dda,6,1.67,33.33%,0.00%,00:00:29,1
201701,debt management,6,1.67,16.67%,20.00%,00:00:35,1.83
201701,Dental,6,1,16.67%,16.67%,00:04:20,1.5
201701,derry,6,1.33,16.67%,37.50%,00:01:44,2.17
201701,dfi,6,1.33,50.00%,25.00%,00:01:40,0.5
201701,Direct payments,6,1.5,0.00%,11.11%,00:06:27,4.67
201701,Disability allowance,6,2,0.00%,8.33%,00:08:26,4.33
201701,discretionary payment,6,2.33,33.33%,14.29%,00:01:07,2.17
201701,Discretionary payment,6,2.33,50.00%,7.14%,00:06:10,1.33
201701,Dl1 form,6,1.17,33.33%,42.86%,00:00:53,0.33
201701,DLA adults,6,1,0.00%,50.00%,00:04:46,1.33
201701,Dla contact number,6,1.5,33.33%,0.00%,00:01:42,1.67
201701,doctor,6,1.17,33.33%,14.29%,00:00:30,1
201701,Doctor,6,2,50.00%,8.33%,00:00:51,1.33
201701,Downpatrick,6,1,16.67%,33.33%,00:04:09,2.33
201701,driving licence categories,6,1.17,0.00%,14.29%,00:06:28,3.83
