CP No.,Route,Divn.,Location,Channel 1,Channel 2,Easting,Northing,24 Hour AADT (7 day flow),24 Hour AADT (7 day flow) rounded,% HGV (7 day flow),AM mean weekday peak hour (5 day flow),AM mean weekday peak hour (5 day flow) rounded,AM mean weekday peak hour (5 day flow) start time,PM mean weekday peak hour (5 day flow),PM mean weekday peak hour (5 day flow) rounded,PM mean weekday peak hour (5 day flow) start time,24 Hour 7 Day Flow CH. 1,24 Hour 7 Day Flow CH. 2,24 Hour 7 Day Flow CH. 1 (rounded),24 Hour 7 Day Flow CH. 2 (rounded),Percentage Traffic Composition (car / van),Percentage Traffic Composition (med com),Percentage Traffic Composition (rigid),Percentage Traffic Composition (artic),Percentage Traffic Composition (bus / coach),24 Hour 5 Day Flow CH. 1,24 Hour 5 Day Flow CH. 2,24 Hour AADT (5 day flow),24 Hour 5 Day Flow CH. 1 (rounded),24 Hour 5 Day Flow CH. 2 (rounded),24 Hour AADT (5 day flow) rounded,AM peak hour flow weekday channel 1,AM peak hour flow weekday channel 1 (rounded),AM peak hour flow weekday channel 1 start time,PM peak hour flow weekday channel 1,PM peak hour flow weekday channel 1 (rounded),PM peak hour flow weekday channel 1 start time,AM peak hour flow weekday channel 2,AM peak hour flow weekday channel 2 (rounded),AM peak hour flow weekday channel 2 start time,PM peak hour flow weekday channel 2,PM peak hour flow weekday channel 2 (rounded),PM peak hour flow weekday channel 2 start time,2012 24 Hour AADT (7 day flow) rounded,2013 %age incr/decr over 2012 24HrAADT (7 day flow),2013 24 Hour AADT (7 day flow) rounded,2014 %age incr/decr over 2013 24HrAADT (7 day flow),2014 24 Hour AADT (7 day flow) rounded,Comments
640,C/UC,West,Drumquin (Bradan Road C669 West of B84),To Drumquin,To Pettigoe,231953,372834,234,230,4.6,20,20,08:00,21,20,17:00,122,112,120,110,82.4,13,2.5,2.1,0,129,119,248,130,120,250,16,20,08:00,9,9,17:00,7,7,11:00,12,10,17:00,220,4.55,230,0,230,
641,B545,West,Tempo - Maguiresbridge (at Drumderg),To Tempo,To Maguiresbridge,234999,345085,"1,408","1,410",8.4,132,130,08:00,150,150,17:00,729,679,730,680,83.5,8.1,4.6,3.7,0.1,783,735,"1,518",780,740,"1,520",74,70,08:00,72,70,17:00,58,60,08:00,78,80,17:00,"1,410",0,"1,410",0,"1,410",
642,C/UC,West,"North West of Stewartstown (Annaghone Road, C619 off B160)",To Cookstown,To Stewartstown,284949,372099,748,740,4,85,90,08:00,94,90,17:00,394,354,390,350,86.4,9.6,1.7,2.3,0,437,392,829,440,390,830,62,60,08:00,45,50,17:00,23,20,08:00,50,50,17:00,630,12.7,710,4.23,740,
643,B46,West,"Gortin - Greencastle (Crockanboy Road, South of Rousky)",To Gortin,To Greencastle,255611,384722,"1,207","1,200",8.5,98,100,08:00,115,120,17:00,553,654,550,650,84.4,7.1,6.6,1.5,0.4,583,693,"1,276",580,690,"1,270",45,50,08:00,59,60,17:00,53,50,08:00,56,60,17:00,"1,190",0.84,"1,200",0,"1,200",
644,A5,West,Omagh Throughpass (West of Dublin Road at Academy),To Enniskillen,To Ballygawley,245389,372344,"22,195","22,200",6.1,1598,1600,11:00,1996,2000,17:00,10126,12069,10130,12070,85.9,8,1.7,3.5,0.9,11047,12949,"23,996",11050,12950,"24,000",764,760,11:00,906,910,17:00,833,830,11:00,1089,1090,17:00,"21,420",0.65,"21,560",2.97,"22,200",
645,A5,West,"Omagh By-Pass, at footbridge",To Enniskillen,To Ballygawley,244879,372257,"23,311","21,640",10.3,1590,1590,08:00,1965,1970,17:00,9235,12403,9240,12400,85.5,4.2,7,3.1,0.2,10018,13293,"23,311",10020,13290,"23,310",665,670,08:00,882,880,17:00,926,930,08:00,1083,1080,17:00,"21,170",-0.19,"21,130",2.41,"21,640",
646,A4,West,"Enniskillen Throughpass (Wellington Road, West of Enniskillen Bridge)",To Ballygawley,To Border,223774,343917,"16,478","16,480",3.2,661,660,11:00,710,710,15:00,8583,7895,8580,7900,95.1,1.7,2.5,0.1,0.6,8969,8345,"17,314",8970,8350,"17,320",661,660,11:00,710,710,15:00,585,590,08:00,703,700,17:00,"17,260",-0.81,"17,120",-3.74,"16,480",Data used 01/01/14 - 13/04/14
648,A5,West,Strabane By-Pass (Barnhill Road West of Derry Road),To Londonderry,To Omagh,234747,398964,"14,502","14,510",-,1227,1230,08:00,1348,1350,17:00,7437,7065,7440,7070,-,-,-,-,-,8086,7647,"15,733",8090,7650,"15,740",687,690,08:00,654,650,17:00,541,540,08:00,694,690,17:00,"14,270",6.87,"15,250",-4.85,"14,510",
649,A5,West,"Omagh By-Pass, at Gortrush",To Londonderry,To Belfast,244028,373147,"17,960","17,960",-,463,460,08:00,542,540,17:00,9110,8850,9110,8850,-,-,-,-,-,9978,9560,"19,538",9980,9560,"19,540",668,670,08:00,861,860,17:00,360,360,08:00,387,390,16:00,"16,950",4.13,"17,650",1.76,"17,960",
650,A4,West,Dungannon (Woodlough Road East of Old Eglish Road),To Omagh,To Belfast,279594,359559,"20,159","20,160",-,1851,1850,08:00,2226,2230,17:00,9970,10189,9970,10190,-,-,-,-,-,11048,11078,"22,126",11050,11080,"22,130",823,820,08:00,1263,1260,17:00,"1,028",1030,08:00,963,960,17:00,"18,200",1.59,"18,490",9.03,"20,160",
651,A509,West,Derrylin - Belturbet (Aghalane Bridge near Killymackan Lough),To Cavan,To Derrylin,233539,320519,"3,433","3,430",-,216,220,11:00,305,310,17:00,1693,1740,1690,1740,-,-,-,-,-,1703,1786,"3,489",1700,1790,"3,490",110,110,08:00,161,160,17:00,115,120,11:00,144,140,17:00,"3,190",-6.9,"2,970",15.49,"3,430",
652,A5,West,Aughnacloy - Monaghan        (North of River Blackwater),To Monaghan,To Aughnacloy,266566,350849,"7,241","7,240",13.7,435,440,11:00,622,620,17:00,3603,3638,3600,3640,80.8,5.5,4.3,8.9,0.5,3616,3733,"7,349",3620,3730,"7,350",225,230,08:00,303,300,17:00,217,0,11:00,318,320,17:00,"6,980",-4.15,"6,690",8.22,"7,240",
653,A5,West,Ballygawley - Omagh (North of Balygawley Roundabout),From Omagh,To Omagh,262666,357244,"12,054","12,050",4.9,914,910,08:00,1183,1180,17:00,5933,6121,5930,6120,91.8,3.3,3.5,0.4,1,6184,6570,"12,754",6180,6570,"12,750",501,500,08:00,465,470,17:00,413,410,08:00,718,720,17:00,"11,700",2.91,"12,040",0.08,"12,050",
654,A509,West,Enniskillen - Bellanaleck (South of A4 and Sillees River),To Enniskillen,To Bellanaleck,223092,341178,"5,697","5,700",6.3,437,440,08:00,531,530,17:00,2832,2865,2830,2870,88.6,5.1,2.6,3.4,0.3,2969,2987,"5,956",2970,2990,"5,960",297,300,08:00,213,210,17:00,169,170,11:00,318,320,17:00,"5,440",0.74,"5,480",4.01,"5,700",
655,A28,West,Aughnacloy – Caledon (West of Glencrew Road),To Caledon,To Aughnacloy,267648,351607,"3,419","3,420",10.4,280,280,08:00,328,330,17:00,1721,1698,1720,1700,81.7,7.9,4.2,6.1,0.1,1798,1788,"3,586",1800,1790,"3,590",146,150,08:00,163,160,17:00,134,130,08:00,165,170,17:00,"3,240",3.7,"3,360",1.79,"3,420",
656,A29,West,Moneymore - Cookstown (South of Moneymore at lay-by),To Cookstown,To Moneymore,285257,382889,"14,949","14,950",7.2,1207,1210,08:00,1421,1420,17:00,7515,7434,7520,7430,86.7,6.1,2.9,3.9,0.4,7981,7859,"15,840",7980,7860,"15,840",701,700,08:00,632,630,17:00,506,510,08:00,789,790,17:00,"14,360",3.69,"14,890",0.4,"14,950",
657,A5,West,"Newtownstewart By-Pass (West of Plumbridge Road, opposite lay-by)",To Omagh,To Strabane,240060,386303,"10,204","10,200",10.9,855,860,08:00,995,1000,17:00,5182,5022,5180,5020,83.8,5.3,6.3,4.4,0.2,5460,5375,"10,835",5460,5380,"10,840",472,470,08:00,434,430,17:00,382,380,08:00,561,560,17:00,"9,480",0.63,"9,540",6.92,"10,200",
658,A47,West,Kesh to Belleek (Kesh side of Boa Island),To Belleek,To Kesh,214550,364640,"1,877","1,870",-,118,120,11:00,160,160,17:00,943,934,940,930,-,-,-,-,-,929,907,"1,836",930,910,"1,840",62,60,11:00,84,80,17:00,69,70,08:00,77,80,17:00,"1,670",1.8,"1,700",10,"1,870",
659,A5,West,Strabane By-pass Stage 2,To Londonderry,From Londonderry,233647,397562,"16,364","16,360",-,1174,1170,08:00,1429,1430,17:00,8534,7830,8530,7830,-,-,-,-,-,9076,8398,"17,474",9080,8400,"17,480",549,550,11:00,785,790,17:00,663,660,08:00,644,640,17:00,"15,610",0.9,"15,750",3.87,"16,360",
660,A5,West,"Omagh – Ballygawley, South of Crevenagh Road Roundabout",To Omagh,To Ballygawley,246367,370901,"15,493","15,490",-,403,400,08:00,495,500,17:00,7371,8122,7370,8120,-,-,-,-,-,7901,8641,"16,542",7900,8640,"16,540",669,670,08:00,642,640,17:00,262,260,08:00,413,410,17:00,"15,450",-2.52,"15,060",2.86,"15,490",
661,A46,West,"Lower Lough Erne, Shore Road, Co. Fermanagh",To Enniskillen,To Beleek,221357,345674,"5,051","5,060",4.8,348,350,08:00,422,420,17:00,2506,2545,2510,2550,91.2,4,4,0.8,0,2553,2535,"5,088",2550,2540,"5,090",150,150,11:00,258,260,17:00,256,260,08:00,180,180,14:00,"5,090",0.79,"5,130",-1.36,"5,060",
662,A4,West,"Crossowen Road, near Augher, Co. Fermanagh",To Augher,To Clougher,255475,352857,"9,023","9,020",10.5,648,650,08:00,821,820,17:00,4533,4490,4530,4490,83.9,5.6,4.3,5.7,0.5,4837,4690,"9,527",4840,4690,"9,530",317,320,09:00,460,460,17:00,339,340,08:00,377,380,16:00,"9,010",-0.22,"8,990",0.33,"9,020",
663,A5,West,"Victoria Road, Strabane, Co. Tyrone",To Londonderry,To Strabane,237156,403240,"11,044","11,040",7.8,1048,1050,08:00,1060,1060,17:00,5500,5544,5500,5540,87.8,4.4,5,2.8,0,5967,6024,"11,991",5970,6020,"11,990",404,400,08:00,631,630,17:00,644,640,08:00,429,430,17:00,"11,130",-1.26,"10,990",0.45,"11,040",
664,A505,West,"Drum Road, Cookstown",To Omagh,To Cookstown,277682,377467,"5,371","5,370",11.9,332,330,08:00,411,410,17:00,2668,2703,2670,2700,82.1,6,7.8,4,0.1,2745,2774,"5,519",2750,2770,"5,520",144,140,11:00,240,240,17:00,199,200,08:00,178,180,16:00,"5,070",4.73,"5,310",1.13,"5,370",
665,A32,West,"Enniskillen Road, Irvinestown",To Enniskillen,To Irvinestown,224369,357090,"6,765","6,770",5.8,611,610,08:00,655,660,17:00,3366,3399,3370,3400,89.2,5,4.7,1,0.1,3635,3672,"7,307",3640,3670,"7,310",383,380,08:00,263,260,17:00,228,230,08:00,392,390,17:00,"6,340",3.79,"6,580",2.89,"6,770",
666,A32,West,"Clanabogan Road, Omagh",To Omagh,To Dromore,224524,358602,"5,566","5,560",7,501,500,08:00,558,560,17:00,2792,2774,2790,2770,87.4,5.6,5.6,1.3,0.1,3012,2995,"6,007",3010,3000,"6,010",195,200,08:00,333,330,17:00,306,310,08:00,225,230,17:00,"5,270",2.85,"5,420",2.58,"5,560",
667,A42,West,"Carricknakielt Road, Maghera",To Gulladuff,To Maghera,286563,400029,"4,496","4,490",6.4,331,330,08:00,478,480,17:00,2334,2162,2330,2160,87.2,6.4,5.4,0.8,0.2,2495,2295,"4,790",2500,2300,"4,800",176,180,08:00,259,260,17:00,155,160,08:00,218,220,17:00,"4,390",-0.68,"4,360",2.98,"4,490",
668,A29,West,"Desertmartin Road, Near Moneymore, Co. Londonderry",To Moneymore,To Desertmartin,285745,386713,"6,094","6,090",-,559,560,08:00,636,640,17:00,2980,3114,2980,3110,-,-,-,-,-,3158,3307,"6,465",3160,3310,"6,470",227,230,08:00,353,350,17:00,332,330,08:00,283,280,17:00,"6,170",-,-,-,"6,090",Very little data 16/10/14 - 10/12/14  
669,A4,West,"Enniskillen Road, Fivemiletown at lay-by",To Enniskillen,To Fivemiletown,243250,346958,"6,724","6,720",11.3,479,480,08:00,571,570,17:00,3391,3333,3390,3330,83.1,5.6,4,6.7,0.6,3597,3450,"7,047",3600,3450,"7,050",241,240,08:00,318,320,17:00,238,240,08:00,284,280,16:00,"6,670",-0.9,"6,610",-,"6,720",
670,A3,West,Clones Road Cavan side of B533,To Clones,To Cavan,242820,319936,"4,441","4,450",-,310,310,08:00,389,390,17:00,2196,2245,2200,2250,-,-,-,-,-,2177,2243,"4,420",2180,2240,"4,420",127,130,09:00,214,210,17:00,186,190,08:00,176,180,17:00,"4,510",-0.22,"4,500",-1.11,"4,450",Used data 14/08/14 - 31/12/14.
671,A46,West,"Shore Road, Belleek",To Belleek,To Enniskillen,195000,358284,"2,173","2,170",5.6,165,170,11:00,179,180,16:00,1079,1094,1080,1090,89.5,4.9,3,1.6,1,1067,1059,"2,126",1070,1060,"2,130",78,80,11:00,91,90,14:00,87,90,11:00,90,90,16:00,"2,060",-0.49,"2,050",5.85,"2,170",
672,A35,West,"Pettigo Road, Kesh",To Kesh,To Pettigo,214040,366517,"2,233","2,230",8.6,138,140,11:00,181,180,17:00,1119,1114,1120,1110,86,5.4,6.1,2.3,0.2,1077,1095,"2,172",1080,1100,"2,180",73,70,11:00,84,80,17:00,65,70,11:00,101,100,18:00,"2,610",-12.26,"2,290",-2.62,"2,230",
673,A42,West,Moyagall at Claddy angling club,To Maghera,To Claddy,294806,403026,"2,779","2,780",5.4,204,200,08:00,217,220,17:00,1330,1449,1330,1450,92,2.6,5,0.4,0,1411,1534,"2,945",1410,1530,"2,940",148,150,08:00,105,110,17:00,87,90,08:00,175,180,17:00,"2,780",-0.72,"2,760",0.72,"2,780",
674,A47,West,"Boa Island Road, Belleek",To Boa Island,To Belleek,194765,359419,"2,343","2,350",6.8,148,150,11:00,194,190,17:00,1175,1168,1180,1170,88.9,4.3,5.9,0.9,0,1154,1129,"2,283",1150,1130,"2,280",82,80,11:00,87,90,17:00,66,70,11:00,106,110,17:00,"2,290",-0.87,"2,270",3.52,"2,350",
675,A5,West,"A5 Tullyvar Road, Ballygawley",To Ballygawley,To Aughnacloy,263538,356195,"7,826","7,820",-,515,520,08:00,683,680,17:00,3903,3923,3900,3920,-,-,-,-,-,4066,4029,"8,095",4070,4030,"8,100",245,250,08:00,350,350,17:00,270,270,08:00,333,330,17:00,"7,100",8.03,"7,670",1.96,"7,820",
676,A4,West,"Annaghilla Road, between roundabout and U317",To Belfast,To Enniskillen,262579,356724,"9,084","9,080",-,679,680,08:00,869,870,17:00,4634,4450,4630,4450,-,-,-,-,-,4973,4659,"9,632",4970,4660,"9,630",301,300,08:00,516,520,17:00,378,380,08:00,355,360,16:00,"8,470",0,"8,470",7.2,"9,080",
677,A4,West,"New dual carriageway, Belfast bound, near lay-by west of Mullaghbane Road",To Belfast,To Enniskillen,273661,360000,"14,219","14,220",-,1218,1220,08:00,1483,1480,17:00,6912,7307,6910,7310,-,-,-,-,-,7375,7989,"15,364",7380,7990,"15,370",729,730,08:00,564,560,16:00,489,490,08:00,951,950,17:00,"12,820",3.43,"13,260",7.24,"14,220",
678,A4,West,"New dual carriageway, Belfast bound, at lay-by south west of Cravenny Road",To Belfast,To Enniskillen,265408,357782,"13,130","13,130",-,1094,1090,08:00,1316,1320,17:00,6470,6660,6470,6660,-,-,-,-,-,6843,7222,"14,065",6840,7220,"14,060",630,630,08:00,519,520,16:00,464,460,08:00,819,820,17:00,"12,290",3.42,"12,710",3.3,"13,130",
743,B513,East,O'Neill Road Newtownabbey between Church Road and Antrim Road,To Antrim Road,To Church Road,332948,381799,"11,031","11,040",4.2,774,770,11:00,900,900,15:00,5396,5635,5400,5640,94.2,1.6,3.8,0.3,0.1,5765,6065,"11,830",5770,6070,"11,840",373,370,11:00,454,450,16:00,459,460,08:00,457,460,15:00,"11,310",-2.92,"10,980",0.55,"11,040",
787,A24,East,"Belfast, Saintfield Road (near Knockbracken Road at KFC)",To Belfast,To Carryduff,336247,367000,"28,195","28,190",4.5,2142,2140,07:00,2525,2530,17:00,14191,14004,14190,14000,91.8,3.7,3.4,1,0.1,15057,14930,"29,987",15060,14930,"29,990",1696,1700,07:00,939,940,13:00,771,770,11:00,1622,1620,17:00,"28,070",1,"28,350",-0.56,"28,190",
788,A501,East,"Falls Road between Springfield and Broadway, Belfast",To Belfast City Centre,To Broadway,331574,373364,"19,060","19,060",5,1488,1490,08:00,1560,1560,17:00,9394,9666,9390,9670,92.9,2.1,4.8,0.1,0.1,10002,10327,"20,329",10000,10330,"20,330",887,890,08:00,625,630,15:00,620,620,11:00,947,950,17:00,"19,060",0.47,"19,150",-0.47,"19,060",
789,A52,North,"Ballyutoag Road, Co. Antrim",Southbound,Northbound,325786,378595,"4,399","4,400",-,239,240,08:00,179,180,17:00,2146,2253,2150,2250,-,-,-,-,-,2430,2573,"5,003",2430,2570,"5,000",254,250,08:00,305,310,17:00,232,230,08:00,116,120,17:00,"3,840",-2.34,"3,750",17.33,"4,400",No data between 02/04/14 - 21/09/14.
790,A30,South,"Glenavy Road, Co. Down",To Lisburn,To Glenavy,320424,368915,"3,931","3,930",4.7,347,350,08:00,372,370,17:00,1940,1991,1940,1990,92.2,3.1,4.3,0.4,0,2048,2097,"4,145",2050,2100,"4,150",238,240,08:00,153,150,17:00,108,110,08:00,219,220,17:00,"3,790",-1.32,"3,740",5.08,"3,930",
791,A26,South,"Moira Road, near Moira, Co. Down",Southbound,Northbound,316082,365308,"13,218","13,220",-,918,920,08:00,1057,1060,17:00,6648,6570,6650,6570,-,-,-,-,-,7098,6759,"13,857",7100,6760,"13,860",580,580,08:00,568,570,13:00,366,370,08:00,617,620,17:00,-,-,"13,290",-0.53,"13,220",Very little data intermittent between 18/01/14 - 09/04/14 approx 4weeks of data
792,A23,East,Castlereagh Road South West of Orby Street,To Belfast City Centre,From Belfast,337201,372315,"20,398","20,400",5.4,1359,1360,08:00,1293,1290,12:00,10247,10151,10250,10150,91.3,3.3,4.7,0.6,0.1,11042,10980,"22,022",11040,10980,"22,020",737,740,08:00,659,660,12:00,623,620,08:00,698,700,16:00,"20,120",1.34,"20,390",0.05,"20,400",
793,A2,East,Shore Road South of Jordanstown Road,Northbound,Southbound,336391,383399,"26,790","26,790",-,2155,2160,08:00,2016,2020,15:00,14004,12786,14000,12790,-,-,-,-,-,15296,13712,"29,008",15300,13710,"29,010",1286,1290,07:00,1124,1120,16:00,"1,066",1070,08:00,954,950,14:00,-,-,-,-,"26,790",24/09/14 - 31/12/14
794,A1,East,Lisburn Road at Dunluce Avenue,Northbound,Southbound,333093,372653,"16,912","16,910",-,1283,1280,08:00,1307,1310,17:00,8569,8343,8570,8340,-,-,-,-,-,9168,8917,"18,085",9170,8920,"18,090",828,830,08:00,582,580,14:00,504,500,11:00,811,810,17:00,-,-,"15,230",11.03,"16,910",Data used 03/01/14 - 23/07/14
795,A55,East,Stockmans Lane North West of Boucher Road,Northbound,Southbound,331100,371178,"33,396","33,390",2.6,2732,2730,08:00,2637,2640,13:00,16932,16464,16930,16460,95.9,1.5,2.3,0.2,0.1,18136,17748,"35,884",18140,17750,"35,890",1637,1640,08:00,1310,1310,13:00,"1,164",1160,11:00,1480,1480,16:00,"32,650",0.58,"32,840",1.67,"33,390",
796,A20,East,Upper Newtownards Road,To City Centre,To Dundonald,337035,374047,"19,276","19,270",4.9,1090,1090,11:00,1140,1140,17:00,10394,8882,10390,8880,92.8,2.3,4.7,0.2,0,10750,9174,"19,924",10750,9170,"19,920",668,670,10:00,643,640,12:00,427,430,11:00,590,590,00:00,-,-,"19,760",-2.48,"19,270",
797,A52,East,"Crumlin Road, Belfast side Horseshoe bend",To Belfast,To Crumlin,331181,378163,"9,690","9,690",-,1280,1280,08:00,1047,1050,17:00,5139,4551,5140,4550,-,-,-,-,-,5786,5041,"10,827",5790,5040,"10,830",972,970,08:00,456,460,17:00,308,310,08:00,591,590,17:00,"9,030",-7.42,"8,360",15.91,"9,690",Data for 23/09/14 - 31/12/14
798,A6,East,Antrim Road at Cavehill Road Junction,To City Centre,To Antrim,333325,376369,"15,775","15,780",4.6,1093,1090,08:00,792,790,20:00,8730,7045,8730,7050,93,2.4,4.4,0.2,0,8899,7134,"16,033",8900,7130,"16,030",716,720,08:00,468,470,20:00,377,380,08:00,334,330,12:00,"16,180",-0.93,"16,030",-1.56,"15,780",
799,A52,East,Crumlin Road at Ingledene Park,To City Centre,To Crumlin,331339,376060,"19,457","19,460",-,1571,1570,08:00,1681,1680,17:00,9876,9581,9880,9580,-,-,-,-,-,10538,10209,"20,747",10540,10210,"20,750",984,980,08:00,702,700,17:00,587,590,08:00,979,980,17:00,"19,440",-1.03,"19,240",1.14,"19,460",
800,A24,East,Ormeau Rd at Knockbreda Pk,To City Centre,To Forestside,334969,370997,"26,363","26,360",-,1696,1700,08:00,1932,1930,16:00,13073,13290,13070,13290,-,-,-,-,-,13689,13859,"27,548",13690,13860,"27,550",688,690,11:00,934,930,17:00,816,820,11:00,1062,1060,16:00,-,-,"25,200",4.6,"26,360",
903,A2,East,"Belfast Road Bangor, at Coach Hill Bend",To Bangor,-,345787,380329,"14,424","14,420",-,789,790,11:00,1855,1860,17:00,14424,-,14420,-,-,-,-,-,-,15708,-,"15,708",15710,-,"15,710",789,790,11:00,1855,1860,17:00,-,-,-,-,-,-,"13,950",0.5,"14,020",2.85,"14,420",
905,A2,East,"Belfast Road Bangor, Before Springhill Junction",To Bangor,-,348488,380584,"10,514","10,510",1.9,627,630,08:00,1342,1340,17:00,10514,-,10510,-,93.2,4.9,1,0.7,0.2,11398,-,"11,398",11400,-,"11,400",627,630,08:00,1342,1340,17:00,-,-,-,-,-,-,"10,590",-2.36,"10,340",1.64,"10,510",
906,A2,East,"Belfast Road Bangor, Bangor side of Springhill",To Belfast,To Bangor,349038,380933,"12,422","12,420",1.8,902,900,08:00,1105,1110,17:00,6618,5804,6620,5800,94.2,4,1,0.3,0.5,7302,6237,"13,539",7300,6240,"13,540",419,420,08:00,673,670,17:00,595,600,07:00,444,440,16:00,"12,560",-1.35,"12,390",0.24,"12,420",
907,A2,East,"Belfast Road, Bangor Side of Ballyrobert Road Junction",To Belfast,-,345170,380735,"13,959","13,960",-,1858,1860,08:00,862,860,17:00,13959,-,13960,-,-,-,-,-,-,15130,-,"15,130",15130,-,"15,130",1858,1860,07:00,862,860,16:00,-,-,-,-,-,-,"13,990",-1.36,"13,800",1.16,"13,960",
908,A2,East,"Belfast Road, Belfast Side of Ballyrobert Road Junction",To Belfast,-,344820,380944,"15,978","15,980",-,2124,2120,07:00,980,980,16:00,15978,-,15980,-,-,-,-,-,-,17317,-,"17,317",17320,-,"17,320",2124,2120,07:00,980,980,16:00,-,-,-,-,-,-,"16,070",0,"16,070",-0.56,"15,980",
910,A2,East,"Bangor Road Cultra, Before Whinney Hill",To Belfast,-,341388,379957,"17,569","17,570",-,2005,2010,07:00,1178,1180,16:00,17569,-,17570,-,-,-,-,-,-,18859,-,"18,859",18860,-,"18,860",2005,2010,08:00,1178,1180,16:00,-,-,-,-,-,-,"17,110",1.05,"17,290",1.62,"17,570",
911,A101,East,"New Link Road at the rear of B&Q, Sprucefield",To Hillsborough Road,To M1,325241,361876,"14,256","14,260",5.1,1086,1090,08:00,1312,1310,17:00,7200,7056,7200,7060,90.5,4.4,2.3,2.6,0.2,7519,7475,"14,994",7520,7480,"15,000",461,460,11:00,764,760,17:00,685,690,07:00,590,590,16:00,"13,570",-1.47,"13,370",6.66,"14,260",
915,A2,East,"Bangor Road, West of Ballymoney Road at Devil's Elbow",To Belfast,-,344028,381052,"16,927","16,930",2.4,2384,2380,08:00,1050,1050,16:00,16927,-,16930,-,94.8,2.8,1.5,0.7,0.2,18353,-,"18,353",18350,-,"18,350",2384,2380,07:00,1050,1050,16:00,-,-,-,-,-,-,"16,480",1.4,"16,710",1.32,"16,930",
918,A20,East,"Upper Newtownards Road, Belfast at bus-stop opposite Summerhill Avenue (Outbound)",To Newtownards,-,339884,373982,"15,209","15,210",-,969,970,08:00,1332,1330,17:00,15209,-,15210,-,-,-,-,-,-,16223,-,"16,223",16220,-,"16,220",969,970,08:00,1332,1330,17:00,-,-,-,-,-,-,"15,750",1.52,"15,990",-4.88,"15,210",
921,A20,East,"Upper Newtownards Road, Belfast at Stormont entrance (Inbound)",To Belfast,-,339623,373953,"16,157","16,160",-,1321,1320,07:00,1240,1240,16:00,16157,-,16160,-,-,-,-,-,-,17219,-,"17,219",17220,-,"17,220",1321,1320,07:00,1240,1240,16:00,-,-,-,-,-,-,"16,340",1.71,"16,620",-2.77,"16,160",
922,A55,East,"Knock Road, Castlereagh, at Shandon Park",To Upper Knockbreda Road,To Upper Newtownards Road,338135,372569,"33,793","33,800",-,2512,2510,08:00,3037,3040,17:00,16808,16985,16810,16990,-,-,-,-,-,18158,18370,"36,528",18160,18370,"36,530",1258,1260,08:00,1546,1550,17:00,"1,263",1260,09:00,1491,1490,17:00,"34,240",2.31,"35,030",-3.51,"33,800",
923,A55,East,Belvoir Road at Newtownbreda High School,To Hydebank,To Forestside,334821,369527,"28,246","28,240",-,2678,2680,08:00,2769,2770,17:00,13652,14594,13650,14590,-,-,-,-,-,15003,16193,"31,196",15000,16190,"31,190",1108,1110,08:00,1382,1380,17:00,"1,570",1570,08:00,1387,1390,17:00,-,-,28240,0,"28,240",
924,A25,East,Ormeau Road at University Avenue,To Belfast,From Belfast,334342,372739,"23,057","23,060",-,1502,1500,08:00,1696,1700,16:00,11478,11579,11480,11580,-,-,-,-,-,11882,12079,"23,961",11880,12080,"23,960",1026,1030,08:00,698,700,13:00,625,630,11:00,1044,1040,12:00,-,-,23610,-2.33,"23,060",
925,B95,East,"Hightown Road, Glengormley at Secondary School",To Glengormley,From Glengormley,331239,381873,"8,626","8,630",-,760,760,08:00,825,830,17:00,4467,4159,4470,4160,-,-,-,-,-,4830,4461,"9,291", ,4460,"4,460",365,370,08:00,466,470,17:00,395,400,08:00,359,360,17:00,"8,490",11.31,"9,450",-8.68,"8,630",
