Vendor Payments & Commitments over £500 for July to September 2010,,,,,


Service Area,Expenditure Type,Vendor Name,Entry Date,Ref.Doc.,Expenditure over £500 (exc VAT)
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268981,3339.65
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268982,4898.52
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268984,25128.63
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268996,"1,549.97"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268997,1695.78
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000268999,586.87
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269000,"1,594.01"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269001,12332.04
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269002,3667.84
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269004,"2,224.46"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269008,1292.15
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269014,13610.78
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269018,12323.64
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269022,4176.12
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269073,692.41
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269075,1138.23
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269077,707.36
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269079,"1,010.56"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269080,13922.54
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269081,1418.38
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269084,"1,753.42"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269087,2931.3
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269089,552.38
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269090,2952.91
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269096,"2,069.51"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269102,"7,211.49"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269104,"1,040.31"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,19/08/2010,5000269106,"2,916.11"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269158,"1,083.24"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269159,"2,764.08"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269160,2634.35
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269161,802.06
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269162,3430.51
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269163,"4,872.36"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269164,2613.15
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269166,"5,099.17"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269167,4962.92
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269168,"4,037.63"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269170,"3,001.15"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269171,"2,539.01"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269172,"3,108.38"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269173,2953.3
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269174,"2,621.79"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269175,1396.76
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269176,2652.06
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269177,1683.4
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269178,1274.14
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269179,565.25
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269180,1158.32
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269181,4995.44
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269182,"2,359.85"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269184,"2,116.35"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269185,"3,095.63"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269188,954.46
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269189,868.05
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269190,"1,430.22"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269192,"1,080.15"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269193,769.11
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269194,"2,071.98"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269195,3274.99
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269196,5528.74
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269197,"2,859.00"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269198,"14,925.50"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269199,"2,109.66"
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269200,770.97
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269201,"2,868.27"
Environment & Operations,Other Services,Traffic Technology Ltd             ,20/08/2010,5000269259,900
Environment & Operations,Other Services,Volker Highways Crowley Limited    ,20/08/2010,5000269281,"9,994.62"
Commercial,Other Services,Exclusive Moves                    ,31/08/2010,5000270795,886.2
Children's Services,IT Servs,London Grid For Learning Trust     ,10/08/2010,5000267685,1889.48
Children's Services,IT Servs,London Grid For Learning Trust     ,20/08/2010,5000269268,"1,641.50"
Children's Services,IT Servs,e-DBA Ltd                          ,31/08/2010,5000270839,3750
Children's Services,Hware Purcs,Research Machines Plc.             ,10/08/2010,5000267641,"3,348.99"
Children's Services,Hware Purcs,RM Education Plc                   ,13/08/2010,5105699362,"2,117.01"
Children's Services,Hware Purcs,London Grid For Learning Trust     ,20/08/2010,5000269267,"12,562.50"
Corporate Services,Hware Maint,Cox Corporation Ltd                ,04/08/2010,5000267130,"2,945.00"
Children's Services,Grant Pmts,Bo-Peep Nursery                    ,05/08/2010,1900113681,1930.95
Children's Services,Grant Pmts,Bo-Peep Nursery                    ,05/08/2010,1900113681,1205.75
Children's Services,Grant Pmts,Bo-Peep Nursery                    ,05/08/2010,1900113681,"1,606.35"
Children's Services,Grant Pmts,Stepping Stones  Nursery           ,05/08/2010,1900113683,11037
Children's Services,Grant Pmts,Stepping Stones  Nursery           ,05/08/2010,1900113683,597
Children's Services,Grant Pmts,Southover Pre-School               ,05/08/2010,1900113684,"1,803.23"
Children's Services,Grant Pmts,Langdale Pre-School                ,05/08/2010,1900113686,"2,745.81"
Children's Services,Grant Pmts,Langdale Pre-School                ,05/08/2010,1900113686,"1,174.49"
Children's Services,Grant Pmts,Modern Montessori International Ltd,05/08/2010,1900113688,3525
Children's Services,Grant Pmts,Old Barn Pre-School                ,05/08/2010,1900113691,"2,856.00"
Children's Services,Grant Pmts,Little Starz Nursery               ,05/08/2010,1900113694,743.41
Children's Services,Grant Pmts,North London Montessori            ,05/08/2010,1900113702,957
Children's Services,Grant Pmts,North London Montessori            ,05/08/2010,1900113702,660
Children's Services,Grant Pmts,Torah Vodaas Primary School        ,05/08/2010,1900113706,"2,514.99"
Children's Services,Grant Pmts,Torah Vodaas Primary School        ,05/08/2010,1900113706,"2,247.98"
"Planning, Housing & Regeneration",Grant Pmts,Named Individual,09/08/2010,1900113745,"2,216.25"
Children's Services,Grant Pmts,Middlesex University Nursery       ,10/08/2010,1900113916,"9,980.38"
"Planning, Housing & Regeneration",Grant Pmts,Named Individual,10/08/2010,1900113933,550.12
Children's Services,Grant Pmts,Academy 4 Kids                     ,11/08/2010,1900113957,"4,470.15"
Children's Services,Grant Pmts,Academy 4 Kids                     ,11/08/2010,1900113957,"3,070.15"
Children's Services,Grant Pmts,Academy 4 Kids                     ,11/08/2010,1900113957,5403.26
"Planning, Housing & Regeneration",Grant Pmts,D A C S                            ,12/08/2010,1900114004,"6,753.42"
"Planning, Housing & Regeneration",Grant Pmts,JLT Construction Building Contracto,12/08/2010,1900114029,547.98
"Planning, Housing & Regeneration",Grant Pmts,Aidapt Bathrooms Ltd               ,12/08/2010,1900114040,6848
"Planning, Housing & Regeneration",Grant Pmts,Stannah Stairlifts Ltd             ,13/08/2010,1900114235,4927
Children's Services,Grant Pmts,Tuffkids Nursery                   ,13/08/2010,1900114237,"9,750.00"
Children's Services,Grant Pmts,St Andrews Playgroup               ,13/08/2010,1900114239,2635.74
Children's Services,Grant Pmts,Great Learners Montessori          ,13/08/2010,1900114241,4890.65
Children's Services,Grant Pmts,Great Learners Montessori          ,13/08/2010,1900114241,1581.49
"Planning, Housing & Regeneration",Grant Pmts,D A C S                            ,16/08/2010,1900114257,4698.64
"Planning, Housing & Regeneration",Grant Pmts,Named Individual,16/08/2010,1900114259,5501.2
"Planning, Housing & Regeneration",Grant Pmts,Prism Medical UK                   ,17/08/2010,1900114298,3435.01
Children's Services,Grant Pmts,Jesus House                        ,19/08/2010,1900114386,4750
Children's Services,Grant Pmts,Jesus House                        ,19/08/2010,1900114386,1018.67
Children's Services,Grant Pmts,Jesus House                        ,19/08/2010,1900114386,1466.65
Children's Services,Grant Pmts,Jesus House                        ,19/08/2010,1900114386,1007.82
Children's Services,Grant Pmts,Little Starz Nursery               ,25/08/2010,1900114560,677.3
Children's Services,Grant Pmts,Great Learners Montessori          ,25/08/2010,1900114561,843.06
Children's Services,Grant Pmts,Great Learners Montessori          ,25/08/2010,1900114561,3470.01
Children's Services,Grant Pmts,Great Learners Montessori          ,25/08/2010,1900114561,2298
"Planning, Housing & Regeneration",Grant Pmts,Arthur J. Ferryman Associates      ,27/08/2010,1900114644,843.36
"Planning, Housing & Regeneration",Grant Pmts,Hattons Construction               ,27/08/2010,1900114646,4785
"Planning, Housing & Regeneration",Grant Pmts,Chiltern Invadex Ltd               ,27/08/2010,1900114647,4790
Children's Services,Misc Exes,Department for Education & Skills  ,24/08/2010,1900114480,2402
Corporate Services,Equip-Mats-Purc-Rep,Edenred,01/09/2010,1900115364,3299.75
Environment & Operations,Other Services,RM Countryside Services Ltd        ,01/09/2010,5000271031,650
Environment & Operations,Other Services,RM Countryside Services Ltd        ,24/09/2010,5000273775,1925
Environment & Operations,Other Services,RM Countryside Services Ltd        ,24/09/2010,5000273776,1495
Commercial,Agency Staff,Networking People Limited          ,06/09/2010,5000271501,1662.5
Commercial,Agency Staff,Networking People Limited          ,06/09/2010,5000271501,1542.19
Commercial,Agency Staff,Networking People Limited          ,06/09/2010,5000271501,1003.13
Commercial,Agency Staff,Networking People Limited          ,06/09/2010,5000271501,"1,186.91"
Commercial,Agency Staff,Cobalt Consulting Ltd              ,08/09/2010,5000271850,"2,222.20"
Commercial,Agency Staff,Cobalt Consulting Ltd              ,08/09/2010,5000271850,2222.2
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,1107
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,"1,845.00"
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,"1,845.00"
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,"1,845.00"
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,"1,107.00"
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,"1,107.00"
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,1845
Corporate Services,Agency Staff,Michael Page International         ,08/09/2010,5000271956,1845
Commercial,Agency Staff,Networking People Limited          ,14/09/2010,5000272465,667.19
Commercial,Agency Staff,Networking People Limited          ,14/09/2010,5000272465,1010.79
Commercial,Agency Staff,Cobalt Consulting Ltd              ,15/09/2010,5000272714,"1,777.76"
