Newcastle City Council Invoices over £500 paid in June 2012,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total,
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,25 June 2012,NEWCASTLE GATESHEAD INITIATIVE,5558937,Revenue,1DF26,Olympic Torch Relay          M,10000.00,
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,25 June 2012,NEWCASTLE GATESHEAD INITIATIVE,5558974,Revenue,1DF26,Olympic Torch Relay          M,4800.00,
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,20 June 2012,NORTH MUSIC TRUST,5553828,Revenue,1DF05,Outer West Arts Officer      M,1840.00,
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,28 June 2012,Redacted Personal Data,5562767,Revenue,1DE91,Newcastle Gatshead InitiativeF,15000.00,
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,14 June 2012,Redacted Personal Data,5545648,Revenue,1DF06,INNER WEST ARTS OFFICER      M,1000.00,
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,29 June 2012,Redacted Personal Data,5565073,Revenue,1DF06,INNER WEST ARTS OFFICER      M,946.38,
Adult and Culture,Adult Serv-Arts & Cul      ,Supplies & Services,11 June 2012,Redacted Personal Data,5541470,Revenue,1DF06,INNER WEST ARTS OFFICER      M,1300.00,
Adult and Culture,EEC Homeless               ,Supplies & Services,29 June 2012,MOTHERCARE,5557392,Revenue,1HSA2,HILL COURT - HOMELESS        K,479.60,
Adult and Culture,EEC Homeless                ,Supplies & Services,21 June 2012,DARLINGTON BOROUGH COUNCIL,5554988,Revenue,1VH53,NECCAS Target Contract       M,5239.73,
Adult and Culture,EEC Homeless                ,Supplies & Services,21 June 2012,GATESHEAD MBC,5554989,Revenue,1VH53,NECCAS Target Contract       M,10610.45,
Adult and Culture,EEC Homeless                ,Supplies & Services,21 June 2012,MIDDLESBROUGH BOROUGH COUNCIL,5554710,Revenue,1VH53,NECCAS Target Contract       M,20434.93,
Adult and Culture,EEC Homeless                ,Supplies & Services,21 June 2012,STOCKTON BOROUGH COUNCIL,5554986,Revenue,1VH53,NECCAS Target Contract       M,11527.40,
Adult and Culture,EEC Homeless                ,Supplies & Services,21 June 2012,SUNDERLAND CITY COUNCIL,5554987,Revenue,1VH53,NECCAS Target Contract       M,17684.08,
Adult and Culture,Learning City              ,Employees,25 June 2012,EAST END COMMUNITY DEVELOPMENT ALLIANCE,5558984,Revenue,1EA35,Neighbourhood Learning DEP COM,3914.00,
Adult and Culture,Learning City              ,Employees,29 June 2012,INTEGRATION GATES COMMUNITY INTEREST CO,5558985,Revenue,1EA35,Neighbourhood Learning DEP COM,1339.40,
Adult and Culture,Learning City              ,Employees,29 June 2012,INTEGRATION GATES COMMUNITY INTEREST CO,5558986,Revenue,1EA35,Neighbourhood Learning DEP COM,1391.40,
Adult and Culture,Learning City              ,Employees,15 June 2012,JET (JOBS EDUCATION & TRAINING),5547624,Revenue,1EA35,Neighbourhood Learning DEP COM,3026.68,
Adult and Culture,Learning City              ,Employees,15 June 2012,JET (JOBS EDUCATION & TRAINING),5547625,Revenue,1EA35,Neighbourhood Learning DEP COM,1348.55,
Adult and Culture,Learning City              ,Supplies & Services,21 June 2012,CROCODILE MOBILE CRECHE,5555180,Revenue,1EA41,Family Learning ACL          M,562.50,
Adult and Culture,Learning City              ,Supplies & Services,15 June 2012,INTERACTIVE DEVELOPMENT LTD,5524012,Revenue,1EA37,Franchised Learners FE       M,50646.00,
Adult and Culture,Learning City              ,Supplies & Services,22 June 2012,NEOPOST FINANCE LTD,5551122,Revenue,1EA15,Newcastle City Learning      M,738.00,
Adult and Culture,Learning City              ,Supplies & Services,08 June 2012,OCR,5540440,Revenue,1EA15,Newcastle City Learning      M,954.50,
Adult and Culture,Learning City              ,Supplies & Services,07 June 2012,OPEN UNIVERSITY,5538889,Revenue,1EA39,Family Literacy & Numeracy   M,1225.00,
Adult and Culture,Learning City              ,Supplies & Services,13 June 2012,THE WILD BUNCH,5544567,Revenue,1EA15,Newcastle City Learning      M,950.00,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,29 June 2012,ASKEWS LIBRARY SERVICES LTD,5541657,Revenue,1EJ13,Stock Services               M,600.12,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,13 June 2012,ASKEWS LIBRARY SERVICES LTD,5526657,Revenue,1EJ13,Stock Services               M,910.15,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,29 June 2012,BBC AUDIO BOOKS LTD,5544361,Revenue,1EJ13,Stock Services               M,1156.46,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,08 June 2012,BERTRAM LIBRARY SERVICES,5522321,Revenue,1EJ13,Stock Services               M,472.06,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,15 June 2012,BERTRAM LIBRARY SERVICES,5532331,Revenue,1EJ13,Stock Services               M,500.16,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,29 June 2012,BERTRAM LIBRARY SERVICES,5547014,Revenue,1EJ13,Stock Services               M,477.63,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,18 June 2012,MAGNA LARGE PRINT BOOKS,5548655,Revenue,1EJ13,Stock Services               M,748.56,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,21 June 2012,SWETS INFORMATION SERVICES LTD,5555595,Revenue,1EJ13,Stock Services               M,1598.76,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,18 June 2012,ULVERSCROFT LARGE PRINT BOOKS LTD,5548657,Revenue,1EJ13,Stock Services               M,1137.20,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,18 June 2012,ULVERSCROFT LARGE PRINT BOOKS LTD,5548661,Revenue,1EJ13,Stock Services               M,1653.04,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,15 June 2012,UNIQUE MAGAZINES,5533528,Revenue,1EJ13,Stock Services               M,1754.86,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,15 June 2012,UNIQUE MAGAZINES,5533529,Revenue,1EJ13,Stock Services               M,2531.39,
Adult and Culture,Library Admin              ,Premises,07 June 2012,BUNZL CLEANING & HYGIENE SUPPLIES,5538667,Revenue,1EJ20,City Library Premises        M,587.99,
Adult and Culture,Library Admin              ,Supplies & Services,20 June 2012,AXIELL LTD,5548549,Revenue,1EJ12,ICT                          M,650.00,
Adult and Culture,Library Admin              ,Supplies & Services,07 June 2012,CIPFA,5539098,Revenue,1EJ13,Stock Services               M,500.00,
Adult and Culture,Library Admin              ,Supplies & Services,20 June 2012,DANCE NORTH LTD,5552912,Revenue,1EJ20,City Library Premises        M,4000.00,
Adult and Culture,Library Admin              ,Supplies & Services,07 June 2012,KAJIMA NEWCASTLE LIBRARIES LTD,5539089,Revenue,1EJ20,City Library Premises        M,281506.50,
Adult and Culture,Library Admin              ,Supplies & Services,18 June 2012,NEOPOST FINANCE LTD,5548831,Revenue,1EJ01,Aadministration              M,488.17,
Adult and Culture,Library Admin              ,Supplies & Services,08 June 2012,SODEXO PRESTIGE,5540469,Revenue,1EJ20,City Library Premises        M,554.50,
Adult and Culture,Library Admin              ,Supplies & Services,21 June 2012,SODEXO PRESTIGE,5554373,Revenue,1EJ02,Management                   M,634.50,
Adult and Culture,Library Admin              ,Supplies & Services,13 June 2012,SODEXO PRESTIGE,5544459,Revenue,1EJ20,City Library Premises        M,632.50,
Adult and Culture,Publishing                 ,Supplies & Services,06 June 2012,COMMUNISIS,5530389,Revenue,1EJ17,Publications                 M,890.00,
Adult and Culture,Publishing                 ,Supplies & Services,07 June 2012,COMMUNISIS,5539277,Revenue,1EJ17,Publications                 M,890.00,
Adult and Culture,Publishing                 ,Supplies & Services,29 June 2012,PAVILION PRINT,5546318,Revenue,1EJ17,Publications                 M,1795.00,
Adult and Culture,Skills For Skills          ,Supplies & Services,28 June 2012,OCR,5545555,Revenue,1EA34,Skills For Life FE Resources M,1248.00,
Adult and Culture,Skills For Skills          ,Supplies & Services,22 June 2012,SUPPLIES TEAM LTD,5295513,Revenue,1EA34,Skills For Life FE Resources M,512.59,
Adult and Culture,Social Services                        ,Current Liabilities,15 June 2012,AT HOME IN THE COMMUNITY LTD,5546963,Revenue,4WX32,Patients Property Suspense   M,1851.80,
Adult and Culture,Social Services                        ,Current Liabilities,22 June 2012,BRIAR DENE KENNELS,5557032,Revenue,4WX32,Patients Property Suspense   M,690.00,
Adult and Culture,Social Services                        ,Current Liabilities,21 June 2012,CIC,5555452,Revenue,4WX32,Patients Property Suspense   M,762.50,
Adult and Culture,Social Services                        ,Current Liabilities,25 June 2012,COQUET TRUST,5557075,Revenue,4WX32,Patients Property Suspense   M,1832.68,
Adult and Culture,Social Services                        ,Current Liabilities,26 June 2012,COQUET TRUST,5557071,Revenue,4WX32,Patients Property Suspense   M,1067.80,
Adult and Culture,Social Services                        ,Current Liabilities,26 June 2012,COQUET TRUST,5557072,Revenue,4WX32,Patients Property Suspense   M,2531.12,
Adult and Culture,Social Services                        ,Current Liabilities,26 June 2012,COQUET TRUST,5557073,Revenue,4WX32,Patients Property Suspense   M,749.36,
Adult and Culture,Social Services                        ,Current Liabilities,26 June 2012,COQUET TRUST,5557074,Revenue,4WX32,Patients Property Suspense   M,769.92,
Adult and Culture,Social Services                        ,Current Liabilities,22 June 2012,DEMENTIA CARE PARTNERSHIP,5556985,Revenue,4WX32,Patients Property Suspense   M,1804.12,
Adult and Culture,Social Services                        ,Current Liabilities,11 June 2012,DIMENSIONS,5541242,Revenue,4WX32,Patients Property Suspense   M,1126.04,
Adult and Culture,Social Services                        ,Current Liabilities,12 June 2012,GUARDIAN HOMECARE & NURSING (NCLE) LTD,5533664,Revenue,4WX32,Patients Property Suspense   M,1791.52,
Adult and Culture,Social Services                        ,Current Liabilities,25 June 2012,GUARDIAN HOMECARE & NURSING (NCLE) LTD,5557076,Revenue,4WX32,Patients Property Suspense   M,608.00,
Adult and Culture,Social Services                        ,Current Liabilities,15 June 2012,ISOS,5546960,Revenue,4WX32,Patients Property Suspense   M,1370.85,
Adult and Culture,Social Services                        ,Current Liabilities,21 June 2012,NCC CORPORATE APPOINTEESHIPS A/C,5555017,Revenue,4WX32,Patients Property Suspense   M,93061.42,
Adult and Culture,Social Services                        ,Current Liabilities,07 June 2012,NCC CORPORATE APPOINTEESHIPS A/C,5539245,Revenue,4WX32,Patients Property Suspense   M,196779.64,
Adult and Culture,Social Services                        ,Current Liabilities,15 June 2012,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5546961,Revenue,4WX32,Patients Property Suspense   M,1818.96,
Adult and Culture,Social Services                        ,Current Liabilities,15 June 2012,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5546962,Revenue,4WX32,Patients Property Suspense   M,1818.96,
Adult and Culture,Social Services                        ,Current Liabilities,22 June 2012,NPOWER,5557070,Revenue,4WX32,Patients Property Suspense   M,777.98,
Adult and Culture,Social Services                        ,Current Liabilities,18 June 2012,R W BARRETT & SON,5548488,Revenue,4WX32,Patients Property Suspense   M,2625.32,
Adult and Culture,Social Services                        ,Current Liabilities,08 June 2012,RED RIDGE RESIDENTIAL,5540534,Revenue,4WX32,Patients Property Suspense   M,10682.34,
Adult and Culture,Social Services                        ,Current Liabilities,15 June 2012,Redacted Personal Data,5547588,Revenue,4WX32,Patients Property Suspense   M,2145.00,
Adult and Culture,Social Services                        ,Current Liabilities,29 June 2012,Redacted Personal Data,5565125,Revenue,4WX32,Patients Property Suspense   M,2311.35,
Adult and Culture,Social Services                        ,Current Liabilities,19 June 2012,WALMSLEY FURNISHING,5549893,Revenue,4WX32,Patients Property Suspense   M,799.93,
Adult and Culture,Social Services                        ,Current Liabilities,21 June 2012,YOUR HOMES NEWCASTLE,5555076,Revenue,4WX32,Patients Property Suspense   M,1462.77,
Adult and Culture,Social Services                        ,Employees,12 June 2012,SUE ROSS CONSULTING LTD,5542232,Revenue,1MM94,Mental Capacity Act          M,1119.50,
Adult and Culture,Social Services                        ,Interest Receipts,22 June 2012,GRANGE WELFARE ASSOCIATION,5558027,Revenue,3WH31,Newburn House Holiday Fund   M,513.02,
Adult and Culture,Social Services                        ,Interest Receipts,22 June 2012,GRANGE WELFARE ASSOCIATION,5558865,Revenue,3WH31,Newburn House Holiday Fund   M,513.02,
Adult and Culture,Social Services                        ,Premises,18 June 2012,BIZSPACE MIDDLESBROUGH - QUEENSWAY,5549013,Revenue,1MP12,MESMAC                       M,640.00,
Adult and Culture,Social Services                        ,Premises,18 June 2012,BIZSPACE MIDDLESBROUGH - QUEENSWAY,5549014,Revenue,1MP12,MESMAC                       M,640.00,
Adult and Culture,Social Services                        ,Premises,28 June 2012,CIS PROPERTIES,5563230,Revenue,1DF32,City Centre Tic              M,26170.25,
Adult and Culture,Social Services                        ,Premises,06 June 2012,GATESHEAD HOUSING,5537742,Revenue,1MN11,UASC >18 (LC)                E,938.60,
Adult and Culture,Social Services                        ,Premises,21 June 2012,GVA,5555250,Revenue,1VH26,Housing Services             M,9282.66,
Adult and Culture,Social Services                        ,Premises,21 June 2012,GVA,5555252,Revenue,1VH26,Housing Services             M,6053.62,
Adult and Culture,Social Services                        ,Premises,01 June 2012,N POWER NORTHERN LTD,5532203,Revenue,1DE49,i4- Quayside NEC             K,1858.04,
Adult and Culture,Social Services                        ,Premises,01 June 2012,N POWER NORTHERN LTD,5532204,Revenue,1DE48,i8 - Lynwood NEC             K,1087.83,
Adult and Culture,Social Services                        ,Premises,01 June 2012,N POWER NORTHERN LTD,5535526,Revenue,1MM25,Summerhill                   M,631.39,
Adult and Culture,Social Services                        ,Premises,25 June 2012,N POWER NORTHERN LTD,5558672,Revenue,1MG63,Minories Day Centre          M,1624.74,
Adult and Culture,Social Services                        ,"Sales, Fees & Charges",22 June 2012,Redacted Personal Data,5557127,Revenue,1MG20,Ind Res Care Elderly         M,5793.30,
Adult and Culture,Social Services                        ,"Sales, Fees & Charges",22 June 2012,ROSEWOOD VILLA RESIDENTIAL HOME,5557126,Revenue,1MG20,Ind Res Care Elderly         M,540.00,
Adult and Culture,Social Services                        ,Supplies & Services,22 June 2012,BRIAR DENE KENNELS,5556968,Revenue,1MG92,Financial Safeguarding       M,551.00,
Adult and Culture,Social Services                        ,Supplies & Services,22 June 2012,CAPABILITYS,5557455,Revenue,1MW03,Capabilities                 M,968.90,
Adult and Culture,Social Services                        ,Supplies & Services,08 June 2012,CARE QUALITY COMMISSION,5048757,Revenue,1MK21,Castle Dene Prev Clayton RoadM,1093.00,
Adult and Culture,Social Services                        ,Supplies & Services,27 June 2012,CENTRE WEST (NEWCASTLE) LTD,5562241,Revenue,1MP31,Health Trainers              M,11000.00,
Adult and Culture,Social Services                        ,Supplies & Services,15 June 2012,COMENSURA LTD,5547327,Revenue,1FR12,Agency Contract Suspense     F,5363.81,
Adult and Culture,Social Services                        ,Supplies & Services,15 June 2012,COMENSURA LTD,5547328,Revenue,1FR12,Agency Contract Suspense     F,5703.69,
Adult and Culture,Social Services                        ,Supplies & Services,01 June 2012,COMENSURA LTD,5535532,Revenue,1FR12,Agency Contract Suspense     F,6220.32,
Adult and Culture,Social Services                        ,Supplies & Services,01 June 2012,COMENSURA LTD,5535533,Revenue,1FR12,Agency Contract Suspense     F,6379.51,
Adult and Culture,Social Services                        ,Supplies & Services,26 June 2012,COMENSURA LTD,5560398,Revenue,1FR12,Agency Contract Suspense     F,7041.58,
Adult and Culture,Social Services                        ,Supplies & Services,26 June 2012,COMENSURA LTD,5560399,Revenue,1FR12,Agency Contract Suspense     F,7135.88,
Adult and Culture,Social Services                        ,Supplies & Services,11 June 2012,CONNIE LEWCOCK RESOURCE CENTRE,5541177,Revenue,1MG25,Lewcock House                M,508.19,
Adult and Culture,Social Services                        ,Supplies & Services,08 June 2012,HAREHILLS RESOURCE CENTRE,5539924,Revenue,1MG23,Harehills                    M,514.24,
Adult and Culture,Social Services                        ,Supplies & Services,28 June 2012,KJS TRAVEL LTD,5563229,Revenue,1DF42,ARTS CREATIVE PARTNERSHIP    M,550.00,
Adult and Culture,Social Services                        ,Supplies & Services,21 June 2012,N C TONGE,5554983,Revenue,1DF42,ARTS CREATIVE PARTNERSHIP    M,2000.00,
Adult and Culture,Social Services                        ,Supplies & Services,28 June 2012,N C TONGE,5563227,Revenue,1DF42,ARTS CREATIVE PARTNERSHIP    M,2500.00,
Adult and Culture,Social Services                        ,Supplies & Services,29 June 2012,NEWCASTLE RCO FUND,5509152,Revenue,1MK21,Castle Dene Prev Clayton RoadM,2305.00,
Adult and Culture,Social Services                        ,Supplies & Services,21 June 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5555247,Revenue,1MG70,Equip & Adapt Eldery         M,138894.75,
Adult and Culture,Social Services                        ,Supplies & Services,25 June 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5558673,Revenue,1MG70,Equip & Adapt Eldery         M,7607.41,
Adult and Culture,Social Services                        ,Supplies & Services,25 June 2012,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5558674,Revenue,1MG98,Social Care Reform Grant     M,2950.30,
Adult and Culture,Social Services                        ,Supplies & Services,08 June 2012,NORTH EAST THEATRE TRUST LTD,5524869,Revenue,1DF03,Arts Contribution            M,20500.00,
Adult and Culture,Social Services                        ,Supplies & Services,25 June 2012,NORTH TYNESIDE PRIMARY CARE TRUST,5558676,Revenue,1MR48,WELFARE RIGHTS WORKERS       M,695.51,
Adult and Culture,Social Services                        ,Supplies & Services,22 June 2012,NORTHERN STAGE,5557020,Revenue,1DF03,Arts Contribution            M,25000.00,
