Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,LOCAL AUTHORITY STAFF,CARISBROOKE COMMUNITY TEAM,MANCHESTER CITY COUNCIL,182218,"9,341.64 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MINOR WORKS,CHORLTON HOUSE,BRADBURY BUILDING SERVICES,182246,486.00 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,MINOR WORKS,CHORLTON HOUSE,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,182552,458.40 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,MINOR WORKS,SOUTH SITE MANAGEMENT/ADMIN,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FT,181734,"5,000.39 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,MINOR WORKS,CHORLTON HOUSE ANNEXE,GVA GRIMLEY LTD,183284,"4,350.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,MINOR WORKS,CHORLTON HOUSE ANNEXE,GVA GRIMLEY LTD,183284,"-4,350.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180226,"5,646.77 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180224,"3,010.50 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180223,"5,337.42 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180225,"5,136.49 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180231,"1,669.97 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180229,"8,352.23 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180227,"4,529.04 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180230,"10,029.48 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NORTH AOT,HARP ASSERTIVE OUTREACH,180228,"9,856.64 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180226,"6,929.55 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180224,"3,753.60 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180223,"3,715.04 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180225,"6,808.45 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180231,"8,237.40 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180229,"5,789.92 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180227,"3,273.29 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180230,"4,110.67 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,SOUTH AOT,HARP ASSERTIVE OUTREACH,180228,"13,300.44 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180222,"4,485.38 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180226,"4,363.68 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180224,"5,700.29 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180223,"6,829.24 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180225,"6,142.27 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180231,"8,930.04 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180229,"8,083.89 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180227,"14,806.24 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180230,"10,015.47 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,CENTRAL AOT,HARP ASSERTIVE OUTREACH,180228,"8,319.70 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,MISCELLANEOUS EXPENDITURE,NIHR PROGRAMME GRANT (PARADES),UNIVERSITY OF MANCHESTER,181904,"5,909.50 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,MISCELLANEOUS EXPENDITURE,NIHR PROGRAMME GRANT (CHOICE),KINGSTON HOSPITALS NHS TRUST,181763,"4,536.05 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,MISCELLANEOUS EXPENDITURE,NIHR PROGRAMME GRANT (PARADES),UNIVERSITY OF MANCHESTER,181905,"5,909.50 "
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,NON - HEALTHCARE - NHS TRUSTS,CENTRAL GENERAL ADULT MEDICAL STAFF,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,181716,831.18 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,NON - HEALTHCARE - NHS TRUSTS,SERVICES PROVIDED BY NORTH MANCHESTER TRUST,PENNINE ACUTE HOSPITALS NHS TRUST,181261,"357,084.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,PACKING AND STORAGE,PSYCHOLOGY NON PAY,MANCHESTER CITY COUNCIL,182217,"1,233.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,PACKING AND STORAGE,SOUTH SITE MANAGEMENT/ADMIN,SQUIRREL STORAGE LTD,182785,"1,152.45 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,PATIENTS TRAVEL EXP / ALLOWANCES,ELM WARD,PERSONAL SECURITY SERVICE LTD,180573,"1,047.75 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PRINTING COSTS,NORTH CRHT,CORNER HOUSE DESIGN AND PRINT LTD,179302,"1,515.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PRINTING COSTS,NORTH CRHT,CORNER HOUSE DESIGN AND PRINT LTD,179302,"-1,515.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PRINTING COSTS,FOUNDATION TRUST PROJECT,CORNER HOUSE DESIGN AND PRINT LTD,179302,"1,515.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PRINTING COSTS,FOUNDATION TRUST PROJECT,CORNER HOUSE DESIGN AND PRINT LTD,179302,"-1,515.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PRINTING COSTS,OPERATING DIRECTORATE MANAGEMENT,CORNER HOUSE DESIGN AND PRINT LTD,179302,"1,515.00 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,PRINTING COSTS,TRAINING & DEVELOPMENT,CORNER HOUSE DESIGN AND PRINT LTD,183068,"2,383.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,PRINTING COSTS,USER & CARER INVOLVEMENT,CORNER HOUSE DESIGN AND PRINT LTD,183159,"-1,850.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,PRINTING COSTS,USER & CARER INVOLVEMENT,CORNER HOUSE DESIGN AND PRINT LTD,183160,"2,710.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,PRINTING COSTS,USER & CARER INVOLVEMENT,CORNER HOUSE DESIGN AND PRINT LTD,183160,474.25 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,PRINTING COSTS,USER & CARER INVOLVEMENT,CORNER HOUSE DESIGN AND PRINT LTD,183161,"4,135.00 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,PRINTING COSTS,USER & CARER INVOLVEMENT,CORNER HOUSE DESIGN AND PRINT LTD,183161,723.63 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PSYCHOLOGY : TRUST GRADE,RECHARGED POSTS,UNIVERSITY OF MANCHESTER,182017,"2,725.40 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PSYCHOLOGY : TRUST GRADE,RECHARGED POSTS,UNIVERSITY OF MANCHESTER,182017,"4,372.87 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PSYCHOLOGY : TRUST GRADE,SOUTH PSYCHOLOGY UNIVERSITY RECHARGES,UNIVERSITY OF MANCHESTER,182017,"1,252.98 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,PSYCHOLOGY : TRUST GRADE,SOUTH PSYCHOLOGY UNIVERSITY RECHARGES,UNIVERSITY OF MANCHESTER,182017,"6,907.64 "
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,RATES,390 PRINCESS ROAD,MANCHESTER CITY COUNCIL,182806,663.49 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,SECURITY PAYMENTS (CASH DELIVERY ETC.),FINANCE,G4S CASH SOLUTIONS (UK) LTD,182827,730.18 
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,SERVICES FROM LOCAL AUTHORITIES,CENTRAL SITE MANAGEMENT/ADMIN,MANCHESTER CITY COUNCIL,182153,444.00 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,TAXI AND OTHER VEHICLE HIRE,SOUTH SITE MANAGEMENT/ADMIN,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FT,181271,643.00 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,TAXI AND OTHER VEHICLE HIRE,SOUTH SITE MANAGEMENT/ADMIN,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FT,181733,561.05 
Department of Health,Manchester Mental Health and Social Care Trust,16/04/2010,TAXI AND OTHER VEHICLE HIRE,SOUTH SITE MANAGEMENT/ADMIN,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FT,180619,863.25 
Department of Health,Manchester Mental Health and Social Care Trust,29/04/2010,TAXI AND OTHER VEHICLE HIRE,SOUTH SITE MANAGEMENT/ADMIN,TRADING POST NW LTD,182792,"2,958.10 "
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,IM&T,IPITOMI LTD,182816,112.20 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,IM&T,IPITOMI LTD,182816,641.13 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,OTHER PROPERTIES,IPITOMI LTD,182816,112.20 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,OTHER PROPERTIES,IPITOMI LTD,182816,641.13 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,OTHER PROPERTIES,IPITOMI LTD,182816,-641.13 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,OTHER PROPERTIES,IPITOMI LTD,182816,-112.20 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,CENTRAL CMHT - WEST TEAM,CABLE AND WIRELESS PLC,182513,76.53 
Department of Health,Manchester Mental Health and Social Care Trust,26/04/2010,TELEPHONE RENTAL AND CALL CHARGES,CENTRAL CMHT - WEST TEAM,CABLE AND WIRELESS PLC,182513,437.31 
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,TRAINING EXPENSES,TRAINING & DEVELOPMENT,UNIVERSITY OF BOLTON,181903,"1,350.00 "
Department of Health,Manchester Mental Health and Social Care Trust,08/04/2010,TRAINING EXPENSES,TRAINING & DEVELOPMENT,M AND K UPDATE LTD,182366,"1,499.00 "
Department of Health,Manchester Mental Health and Social Care Trust,14/04/2010,TRAINING EXPENSES,VICTORIA PARK CENTRE,SOUTH WEST LONDON AND ST GEORGES MENTAL HL,182532,500.00 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,TRAINING EXPENSES,FINANCE,HFMA LTD,182746,"2,533.00 "
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,TRAINING EXPENSES,FINANCE,HFMA LTD,182746,443.28 
Department of Health,Manchester Mental Health and Social Care Trust,22/04/2010,TRAINING EXPENSES,NIHR PROGRAMME GRANT (PARADES),LANCASTER UNIVERSITY,182726,"5,332.00 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,TRAINING EXPENSES,"CHAIR, CHIEF EXECUTIVE & BOARD",ROTHWELL DOUGLAS LTD,183381,"1,012.80 "
Department of Health,Manchester Mental Health and Social Care Trust,30/04/2010,TRAINING EXPENSES,"CHAIR, CHIEF EXECUTIVE & BOARD",ROTHWELL DOUGLAS LTD,183380,"3,049.63 "
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,TRAINING TRAVEL AND SUBSISTENCE,NPFIT SECTOR FUNDING,MOULDS MANAGEMENT CONSULTING LTD,182492,65.68 
Department of Health,Manchester Mental Health and Social Care Trust,09/04/2010,TRAINING TRAVEL AND SUBSISTENCE,NPFIT SECTOR FUNDING,MOULDS MANAGEMENT CONSULTING LTD,182492,375.30 
