Body Name,Body,Service label,Organisational unit,Expenditure category,Detailed Expenses type,Date,Transaction Number,Amount,"Capital/
Revenue",Supplier Name,Supplier ID
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166546,"1,629.85",Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166543,540.57,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166548,"1,344.95",Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166902,"1,259.85",Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507167040,755.76,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166623,714.74,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166621,479.25,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166707,435.86,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166719,435.86,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166735,435.86,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166740,426.24,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166877,431.40,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166813,471.69,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166814,556.88,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166815,469.53,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166833,687.25,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166833,540.00,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,People Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166876,"1,037.85",Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Core HR and OD,Transformation and Change,Employees,Temporary and Interim Staff,01/12/2015,507166821,"2,582.64",Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Employees,Temporary and Interim Staff,01/12/2015,507166839,459.65,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Transformation and Change,Employees,Temporary and Interim Staff,01/12/2015,507166803,426.64,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Central Services,Transformation and Change,Employees,Temporary and Interim Staff,01/12/2015,507166855,419.26,Revenue,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Various,Various,Various,Various,01/12/2015,Various,"54,052.84",Various,Pertemps Limited,24344
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Supplies and Services,Advertising & Publicity,01/12/2015,PLY102757,500.00,Revenue,Sigma Marketing & Advertising Ltd,24387
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Supplies and Services,Advertising & Publicity,01/12/2015,PLY102757,"3,000.00",Revenue,Sigma Marketing & Advertising Ltd,24387
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Supplies and Services,Advertising & Publicity,01/12/2015,PLY102757,"1,027.40",Revenue,Sigma Marketing & Advertising Ltd,24387
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Supplies and Services,Advertising & Publicity,01/12/2015,PLY102757,"3,486.00",Revenue,Sigma Marketing & Advertising Ltd,24387
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Supplies and Services,Advertising & Publicity,01/12/2015,PLY102757,700.00,Revenue,Sigma Marketing & Advertising Ltd,24387
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Trading,Place Directorate,Supplies and Services,Advertising & Publicity,01/12/2015,PLY102757,650.00,Revenue,Sigma Marketing & Advertising Ltd,24387
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132159,531.90,Revenue,Kiddiewinks,24497
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Premises,Electricity,01/12/2015,PLY101691,"4,190.11",Revenue,Southern Electric,24515
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132188,"1,482.90",Revenue,Pixieland Stoke,24567
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,People Directorate,Capital Expenditure,Private Contractor  Main Contract,01/12/2015,PLY102881,"3,650.00",Capital,Dolphin Stairlifts South-West,24574
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,People Directorate,Capital Expenditure,Private Contractor  Main Contract,01/12/2015,PLY102882,"1,600.00",Capital,Dolphin Stairlifts South-West,24574
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,People Directorate,Capital Expenditure,Private Contractor  Main Contract,01/12/2015,PLY102886,"1,800.00",Capital,Dolphin Stairlifts South-West,24574
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Supplies and Services,Payment of Tuition Fees,01/12/2015,999630934,"5,080.00",Revenue,Hamoaze House Trevi Family Centre,24808
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Transport,Vehicle Hire Charges,01/12/2015,TM0000042,685.33,Revenue,Shb 4x4 Hire,24943
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Transport,Vehicle Hire Charges,01/12/2015,TM0000042,490.00,Revenue,Shb 4x4 Hire,24943
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132203,"3,738.00",Revenue,Stepping Stones Pre-School,24950
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Transformation and Change,Supplies and Services,Purchase Of Books/Media,01/12/2015,Various,"1,370.59",Revenue,Ulverscroft Large Print Books,24978
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132169,"1,274.88",Revenue,Margaret Mcmillan Nursery Sch,25083
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132197,"5,476.38",Revenue,Roundabout Day Care Centre,25127
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132160,608.14,Revenue,Kingscare Limited,25130
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132186,693.00,Revenue,Peter Pan Playgroup,25142
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132141,"1,205.40",Revenue,Fletewood School,25145
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132137,"1,398.96",Revenue,Curious Kittens Day Nursery,25147
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132140,929.88,Revenue,First Steps Pre School,25172
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132185,"1,301.22",Revenue,Pelican Childrens Centre,25176
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132187,"1,197.00",Revenue,Pixieland Nursery,25195
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132128,627.96,Revenue,Alexandra House,25212
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132139,"6,291.18",Revenue,Earlybirds Pre School,25221
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132144,"1,460.55",Revenue,Freshlings Nursery,25224
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132146,"1,832.46",Revenue,Get Up & Go (Plymouth) Ltd,25513
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Supplies and Services,Purchase Of Materials,01/12/2015,TM0000135,736.00,Revenue,Southern Lubricants,25574
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Grants  Private Contractors,01/12/2015,528132138,549.12,Revenue,Plymouth College Of Further Education,25617
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Supplies and Services,Purchase Of Materials,01/12/2015,Various,455.00,Revenue,Field Services,25635
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Transport,Vehicle Hire Charges,01/12/2015,TM0000063,462.00,Revenue,Vospers Motor House Ltd,25788
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Transport,Vehicle Hire Charges,01/12/2015,TM0000016,809.20,Revenue,Vospers Motor House Ltd,25788
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Transport,Vehicle Hire Charges,01/12/2015,TM0000017,462.00,Revenue,Vospers Motor House Ltd,25788
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Transport,Vehicle Hire Charges,01/12/2015,TM0000050,684.60,Revenue,Vospers Motor House Ltd,25788
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Transport,Vehicle Hire Charges,01/12/2015,TM0000024,640.50,Revenue,Vospers Motor House Ltd,25788
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Various,Various,01/12/2015,Various,"1,256.65",Revenue,Vospers Motor House Ltd,25788
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Supplies and Services,Purchase Of Equipment,01/12/2015,PLY102730,905.30,Revenue,Somerset County Council,25830
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Supplies and Services,Professional Fees,01/12/2015,PLY102436,"5,000.00",Revenue,University Of Plymouth,25862
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Libraries Property,Transformation and Change,Premises,Repair & Maintenance General,01/12/2015,PLY101620,"55,916.90",Revenue,J N E Construction Ltd,25919
