Newcastle City Council Invoices over £250 paid in February 2013,,,,,,,,,
,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,Highways                               ,Supplies & Services,26/02/2013,ARMCON LTD,5766666,Revenue,1KEMV,Blacksmiths Overheads        K,20.00 
Environment & Regeneration,Highways                               ,Supplies & Services,27/02/2013,ARMCON LTD,5809174,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,524.55 
Environment & Regeneration,Highways                               ,Supplies & Services,27/02/2013,ARMCON LTD,5809174,Revenue,1KEMV,Blacksmiths Overheads        K,20.00 
Environment & Regeneration,E&R Parking Services       ,Transport,19/02/2013,ARRIVA NORTH EAST,5795735,Revenue,1V301,Travel Office Travel Passes  K,"1,430.00 "
Environment & Regeneration,Outer West Pool            ,Supplies & Services,04/02/2013,ASA AWARD SCHEME,5782131,Revenue,1KL1C,Outer West Pool              K,265.80 
Environment & Regeneration,Outer West Pool            ,Supplies & Services,19/02/2013,ASA AWARD SCHEME,5796158,Revenue,1KL1C,Outer West Pool              K,252.90 
Chief Executives,CD - Exchequer Payroll Prep      ,Supplies & Services,20/02/2013,ASH INFORMATION SYSTEMS LTD,5800712,Revenue,1CH03,Income & Recovery            F,"13,200.00 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",25/02/2013,ASHFIELD COURT,5805358,Revenue,1MG20,Ind Res Care Elderly         M,"-3,237.84 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,25/02/2013,ASHFIELD COURT,5805358,Revenue,1MG20,Ind Res Care Elderly         M,"8,747.52 "
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,11/02/2013,ASHLAND UK LTD,5755611,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,700.00 
Childrens Services,Childrens Services Support       ,Transfer Payments,18/02/2013,ASHMOLE MINICOACHES,5776508,Revenue,1E+212,Transport Special            E,938.00 
Childrens Services,Childrens Services Support       ,Transfer Payments,28/02/2013,ASHMOLE MINICOACHES,5785953,Revenue,1E+212,Transport Special            E,821.00 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,27/02/2013,ASHTEAD PLANT HIRE CO LTD,5793863,Revenue,1KESY,Fleet Services Hire Office   K,345.60 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,27/02/2013,ASHTEAD PLANT HIRE CO LTD,5796103,Revenue,1KESY,Fleet Services Hire Office   K,740.00 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,07/02/2013,ASKEWS LIBRARY SERVICES LTD,5772761,Revenue,1EJ13,Stock Services               M,314.34 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,07/02/2013,ASKEWS LIBRARY SERVICES LTD,5772766,Revenue,1EJ13,Stock Services               M,298.97 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,07/02/2013,ASKEWS LIBRARY SERVICES LTD,5772778,Revenue,1EJ13,Stock Services               M,253.46 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,12/02/2013,ASKEWS LIBRARY SERVICES LTD,5779915,Revenue,1EJ13,Stock Services               M,337.32 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,12/02/2013,ASKEWS LIBRARY SERVICES LTD,5779916,Revenue,1EJ13,Stock Services               M,368.54 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,21/02/2013,ASKEWS LIBRARY SERVICES LTD,5780801,Revenue,1EJ13,Stock Services               M,307.80 
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,28/02/2013,ASKEWS LIBRARY SERVICES LTD,5786210,Revenue,1EJ13,Stock Services               M,482.88 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,ASPINDEN WOOD CENTRE,5791627,Revenue,1MM20,Ind Res Care MH              M,-476.80 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,ASPINDEN WOOD CENTRE,5791627,Revenue,1MM20,Ind Res Care MH              M,"2,760.00 "
Adult & Culture,Adult Serv Finance         ,Third Party Payments,25/02/2013,ASPIRATIONS CARE LTD,5805557,Revenue,1MH50,Ind Home Spot Pur PD         M,"10,781.46 "
Adult & Culture,Adult Serv Finance         ,Third Party Payments,27/02/2013,ASPIRATIONS CARE LTD,5809213,Revenue,1MH50,Ind Home Spot Pur PD         M,"17,672.50 "
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,07/02/2013,ASPIRATIONS CARE LTD,5787978,Revenue,1MH50,Ind Home Spot Pur PD         M,"10,781.46 "
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,07/02/2013,ASPIRATIONS CARE LTD,5787979,Revenue,1MH50,Ind Home Spot Pur PD         M,"17,672.50 "
Childrens Services,Raising Stnds              ,Supplies & Services,21/02/2013,AT COMPUTERS,5802653,Revenue,1E+217,Learning Development Imp TeamE,"6,290.00 "
Childrens Services,Educ SENTASS               ,Supplies & Services,24/02/2013,AT COMPUTERS,5803445,Revenue,1E+245,SB Visually Impaired Service E,"1,495.00 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",06/02/2013,AT HOME IN THE COMMUNITY LTD,5786943,Revenue,1MK50,Ind Supported Living LD      M,-611.77 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,06/02/2013,AT HOME IN THE COMMUNITY LTD,5786943,Revenue,1MK50,Ind Supported Living LD      M,"8,025.27 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,06/02/2013,AT HOME IN THE COMMUNITY LTD,5786943,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,06/02/2013,AT HOME IN THE COMMUNITY LTD,5786943,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,108.28 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,06/02/2013,AT HOME IN THE COMMUNITY LTD,5786943,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,06/02/2013,AT HOME IN THE COMMUNITY LTD,5786943,Revenue,3WH96,Continuing Care-Dom Payments M,"1,607.12 "
Adult & Culture,Social Services                        ,Third Party Payments,13/02/2013,AT HOME IN THE COMMUNITY LTD,5793994,Revenue,1MK50,Ind Supported Living LD      M,"25,000.00 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/02/2013,AT HOME IN THE COMMUNITY LTD,5793982,Revenue,1MK50,Ind Supported Living LD      M,-611.77 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,13/02/2013,AT HOME IN THE COMMUNITY LTD,5793982,Revenue,1MK50,Ind Supported Living LD      M,"8,025.27 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,13/02/2013,AT HOME IN THE COMMUNITY LTD,5793982,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,13/02/2013,AT HOME IN THE COMMUNITY LTD,5793982,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,108.28 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,13/02/2013,AT HOME IN THE COMMUNITY LTD,5793982,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,13/02/2013,AT HOME IN THE COMMUNITY LTD,5793982,Revenue,3WH96,Continuing Care-Dom Payments M,"1,607.12 "
Adult & Culture,Social Services                        ,Current Liabilities,14/02/2013,AT HOME IN THE COMMUNITY LTD,5795574,Revenue,4WX32,Patients Property Suspense   M,"1,851.80 "
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5801520,Revenue,3WH91,Supporting People            M,"9,648.00 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK50,Ind Supported Living LD      M,-180.09 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK50,Ind Supported Living LD      M,-431.68 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK50,Ind Supported Living LD      M,"3,535.45 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK54,Dom Care Own Tenancy LD      M,570.98 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK55,Dom Care Family/Carer LD     M,344.12 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK50,Ind Supported Living LD      M,"5,062.94 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK54,Dom Care Own Tenancy LD      M,877.59 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,1MK55,Dom Care Family/Carer LD     M,764.16 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2013,AT HOME IN THE COMMUNITY LTD,5800982,Revenue,3WH96,Continuing Care-Dom Payments M,"1,607.12 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/02/2013,AT HOME IN THE COMMUNITY LTD,5808973,Revenue,1MK50,Ind Supported Living LD      M,-611.77 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,27/02/2013,AT HOME IN THE COMMUNITY LTD,5808973,Revenue,1MK50,Ind Supported Living LD      M,"8,025.27 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,27/02/2013,AT HOME IN THE COMMUNITY LTD,5808973,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,27/02/2013,AT HOME IN THE COMMUNITY LTD,5808973,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,108.28 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,27/02/2013,AT HOME IN THE COMMUNITY LTD,5808973,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,27/02/2013,AT HOME IN THE COMMUNITY LTD,5808973,Revenue,3WH96,Continuing Care-Dom Payments M,"1,607.12 "
HRA,HRA Planning QS            ,Capital Expenditure,07/02/2013,ATKINS LTD,5774041,Capital,2HE01,Capital Citywide             H,"3,210.00 "
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,03/02/2013,AUBREY CORNFOOT LTD,5784451,Revenue,3KS04,Newcastle Warm Zone          K,"1,192.33 "
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,04/02/2013,AUBREY CORNFOOT LTD,5784990,Revenue,3KS04,Newcastle Warm Zone          K,818.67 
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,04/02/2013,AUBREY CORNFOOT LTD,5784995,Revenue,3KS04,Newcastle Warm Zone          K,940.67 
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14/02/2013,AUBREY CORNFOOT LTD,5796249,Revenue,3KS04,Newcastle Warm Zone          K,635.67 
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,25/02/2013,AUBREY CORNFOOT LTD,5805452,Revenue,3KS04,Newcastle Warm Zone          K,"1,692.00 "
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,25/02/2013,AUBREY CORNFOOT LTD,5805456,Revenue,3KS04,Newcastle Warm Zone          K,276.00 
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,25/02/2013,AUBREY CORNFOOT LTD,5805457,Revenue,3KS04,Newcastle Warm Zone          K,"6,578.71 "
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,25/02/2013,AUBREY CORNFOOT LTD,5805459,Revenue,3KS04,Newcastle Warm Zone          K,"1,799.00 "
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,25/02/2013,AUBREY CORNFOOT LTD,5805460,Revenue,3KS04,Newcastle Warm Zone          K,"5,704.00 "
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,26/02/2013,AUBREY CORNFOOT LTD,5808340,Revenue,3KS04,Newcastle Warm Zone          K,481.00 
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,26/02/2013,AUBREY CORNFOOT LTD,5808341,Revenue,3KS04,Newcastle Warm Zone          K,"1,523.81 "
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,26/02/2013,AUBREY CORNFOOT LTD,5808342,Revenue,3KS04,Newcastle Warm Zone          K,450.00 
Childrens Services,Comm & Learner Funding     ,Premises,25/02/2013,AURA (NEWCASTLE) PROJECT COMPANY LTD,5796802,Revenue,1E31G,PF12 BSF Operations          E,"62,249.83 "
Childrens Services,Comm & Learner Funding     ,Supplies & Services,25/02/2013,AURA (NEWCASTLE) PROJECT COMPANY LTD,5796802,Revenue,1E31G,PF12 BSF Operations          E,"1,224,010.12 "
Childrens Services,Comm & Learner Funding     ,Capital Expenditure,04/02/2013,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,5783609,Capital,2E+162,Sir Charles Parsons          E,"32,042.00 "
Childrens Services,Comm & Learner Funding     ,Premises,04/02/2013,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,5783609,Revenue,1E+162,Sir Charles Parsons          E,"5,000.00 "
Childrens Services,Comm & Learner Funding     ,Premises,25/02/2013,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,5796801,Revenue,1E31H,BSF Phase 2                  E,"33,796.24 "
Childrens Services,Comm & Learner Funding     ,Supplies & Services,25/02/2013,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,5796801,Revenue,1E31H,BSF Phase 2                  E,"915,341.00 "
Chief Executives,CD - Communities                 ,Supplies & Services,19/02/2013,AURA NEWCASTLE LTD,5799633,Revenue,1FC40,Cee Central Team             F,"10,957.74 "
Environment & Regeneration,Cityworks Sports Dev       ,Capital Expenditure,28/02/2013,AURA NEWCASTLE LTD,5810692,Capital,2KL01,Leisure Services             K,"82,787.19 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,AUTISM INITIATIVES,5791646,Revenue,1MK20,Ind Res Care LD              M,-311.40 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,AUTISM INITIATIVES,5791647,Revenue,1MK20,Ind Res Care LD              M,-311.40 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,AUTISM INITIATIVES,5791646,Revenue,1MK20,Ind Res Care LD              M,"6,107.52 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,AUTISM INITIATIVES,5791647,Revenue,1MK20,Ind Res Care LD              M,"6,107.52 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,AUTISM INITIATIVES,5797839,Revenue,1MK50,Ind Supported Living LD      M,"18,077.36 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,AUTISM NORTH - EASTCLIFFE,5791597,Revenue,1MK50,Ind Supported Living LD      M,"9,528.20 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,AUTISM NORTH SEAHAM VIEW,5791607,Revenue,1MK50,Ind Supported Living LD      M,"9,484.52 "
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25/02/2013,AUTO ELECTRICAL SOLUTIONS LTD,5805480,Revenue,1KESA,Heavy Workshop Routine RepairK,305.60 
Childrens Services,Benfield Secon/High School             ,Supplies & Services,04/02/2013,AUTOBAR (TRADING AS BUNZL VENDING,5573410,Revenue,1E371,Benfield Sports-Partner Cont E,492.24 
City Services,CD - Exchequer Payroll Prep      ,Supplies & Services,25/02/2013,AUTOCLOCK SYSTEMS LTD,5805576,Revenue,1CF00,PAYROLL                      C,"21,750.00 "
Environment & Regeneration,Fleet Management System                ,Supplies & Services,04/02/2013,AUTODIESEL (NEWCASTLE),5769257,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,270.32 
Environment & Regeneration,Highways                               ,Supplies & Services,28/02/2013,AUTODIESEL (NEWCASTLE),5810704,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,432.88 
Environment & Regeneration,Cityworks Rangers          ,Premises,14/02/2013,AUTOMATIC RETAILING VENDING,5795686,Revenue,1KL6M,Ouseburn Park                K,400.00 
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,25/02/2013,AUTOMATICA LTD,5806313,Revenue,3V065,Joint LTP Team Costs         K,"1,000.00 "
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,25/02/2013,AUTOMATICA LTD,5806314,Revenue,3V065,Joint LTP Team Costs         K,"2,000.00 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,25/02/2013,AVENUE COMMUNITY NH LTD,5805381,Revenue,1MM10,Ind Nursing Care MH          M,"1,568.00 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,25/02/2013,AVENUE COMMUNITY NH LTD,5805381,Revenue,3WH77,Free Nursing Care Com Care   M,434.80 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,13/02/2013,AVOR GARAGES (NORTH EAST) LTD,5793582,Revenue,1KESY,Fleet Services Hire Office   K,264.00 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,13/02/2013,AVOR GARAGES (NORTH EAST) LTD,5793583,Revenue,1KESY,Fleet Services Hire Office   K,264.00 
