Organisation Name,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000837568,01/10/2014,MIDLAND SOFTWARE LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"1,880.79 "
Rochdale,V000832861,01/10/2014,MILLS INITIATIVES LIMITED,"Works - Construction, Repair & Maintenance",CHILDREN’S SOCIAL CARE,CROSSFIELD MILL,"50,700.00 "
Rochdale,V000844556,24/10/2014,MILNROW VILLAGE PRACTICE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,875.85 
Rochdale,V000839175,08/10/2014,MISCO,Information Communication Technology,EARLY HELP AND SCHOOLS,CLC RUNNING COSTS 2011/12,541.18 
Rochdale,V000837856,03/10/2014,MISCO,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"2,126.64 "
Rochdale,V000846434,31/10/2014,MISS PAULINE MCHUGH,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,780.00 
Rochdale,V000832891,01/10/2014,MOSAIC COMMUNITY CARE LTD,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"4,725.00 "
Rochdale,V000839386,09/10/2014,MOTT MACDONALD LIMITED,Human Resources,EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"2,252.92 "
Rochdale,V000840448,14/10/2014,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"2,950.00 "
Rochdale,V000845975,29/10/2014,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,895.00 
Rochdale,V000840284,14/10/2014,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,SITE DEVELOPMENT FUND,"4,975.00 "
Rochdale,V000844379,24/10/2014,MR DAVID PARTINGTON,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,639.00 
Rochdale,V000844506,24/10/2014,MR DAVID PARTINGTON,Unclassifiable,ECONOMY AND ENVIRONMENT,RIGHTS OF WAY (Transferring from Highway,"8,400.00 "
Rochdale,V000837600,02/10/2014,MR DOMINIC BAYNE,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"1,380.00 "
Rochdale,V000839375,09/10/2014,MR MOHAMMED NISAR,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,GENERAL COUNCIL EXPENSES,625.00 
Rochdale,V000839676,10/10/2014,MR MOHAMMED NISAR,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,GENERAL COUNCIL EXPENSES,625.00 
Rochdale,V000839677,10/10/2014,MR MOHAMMED NISAR,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,GENERAL COUNCIL EXPENSES,625.00 
Rochdale,V000846115,30/10/2014,NATIONAL FLOOD FORUM,Environmental Services,ECONOMY AND ENVIRONMENT,FLOOD RESILIENCE COMMUNITY PATHFINDER,"9,330.66 "
Rochdale,V000839772,10/10/2014,NATIONAL GRID PLC,Utilities,PROPERTY AND HIGHWAYS,HIP MOSSWAY - FOOTWAY/WALL SURVEY,"36,376.47 "
Rochdale,V000844477,24/10/2014,NETWORK TECHOLOGY SOLUTIONS UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"12,426.00 "
Rochdale,V000841073,17/10/2014,NETWORKS FIRST LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"1,809.00 "
Rochdale,V000839882,10/10/2014,NEW HORIZONS STOCKPORT LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"7,954.00 "
Rochdale,V000841226,20/10/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,557.14 
Rochdale,V000841227,20/10/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"1,654.03 "
Rochdale,V000841229,20/10/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,557.14 
Rochdale,V000841284,20/10/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,501.43 
Rochdale,V000841617,20/10/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,835.71 
Rochdale,V000838809,07/10/2014,NEWBARN LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,921.14 
Rochdale,V000837439,30/09/2014,NHS GREATER MANCHESTER CSU,Healthcare,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"3,806.72 "
Rochdale,V000837559,02/10/2014,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,Financial Services,EARLY HELP AND SCHOOLS,SEN IMPLEMENTATION SCHEME,"3,518.62 "
Rochdale,V000838757,06/10/2014,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,Financial Services,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"6,504.42 "
Rochdale,V000845370,27/10/2014,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,Financial Services,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"1,352.70 "
Rochdale,V000837784,20/10/2014,NILFISK OUTDOOR PRODUCTS,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,558.00 
Rochdale,V000841917,20/10/2014,NILFISK OUTDOOR PRODUCTS,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,STREETS PENNINES GENERAL,558.00 
Rochdale,V000839814,10/10/2014,NO GRAFFITI LTD,Environmental Services,ECONOMY AND ENVIRONMENT,GRAFFITI TEAM,"1,050.00 "
Rochdale,V000844791,27/10/2014,NO GRAFFITI LTD,Environmental Services,ECONOMY AND ENVIRONMENT,GRAFFITI TEAM,600.00 
Rochdale,V000844814,27/10/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"4,116.42 "
Rochdale,V000832864,01/10/2014,NORTH AREA PARTNERSHIP,Financial Services,CUSTOMERS & CORPORATE SERVICES,NORTH AREA PARTNERSHIP,"8,250.00 "
Rochdale,V000840584,14/10/2014,NORTH AREA PARTNERSHIP,Financial Services,CUSTOMERS & CORPORATE SERVICES,ROCHDALE TOWNSHIP PROJECTS FUND,"4,177.00 "
Rochdale,V000839689,10/10/2014,NORTH WEST EMPLOYERS,Public Transport,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"2,107.50 "
Rochdale,V000839642,14/10/2014,NORTHENDEN DIAMOND TRAVEL,Human Resources,CHILDREN’S SOCIAL CARE,CONNECTED PERSONS FOSTER ASSESS,591.12 
Rochdale,V000837690,02/10/2014,NORTHERN INSULATION CONTRACTORS,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,"2,592.00 "
Rochdale,V000841001,16/10/2014,NORTHERN STAGE SERVICES LTD,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,ELECTIONS EQUIPMENT,880.00 
Rochdale,V000839095,08/10/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Information Communication Technology,FINANCE SERVICES,BLUE BADGES,"1,397.56 "
Rochdale,V000843513,21/10/2014,NOTTSSPORT,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"4,860.20 "
Rochdale,V000844106,21/10/2014,NOVUS SOLAR DEVELOPMENTS LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,"15,793.50 "
Rochdale,V000839673,10/10/2014,NPOWER LIMITED,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,"103,475.91 "
Rochdale,V000841180,17/10/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"35,581.02 "
Rochdale,V000841181,17/10/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"6,148.00 "
Rochdale,V000844104,21/10/2014,NUGENT CARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"26,666.67 "
Rochdale,V000838666,06/10/2014,OEADS LIMITED,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,500.00 
Rochdale,V000838673,06/10/2014,OEADS LIMITED,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,500.00 
Rochdale,V000840787,16/10/2014,OEADS LIMITED,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,500.00 
Rochdale,V000840788,16/10/2014,OEADS LIMITED,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,500.00 
Rochdale,V000840789,16/10/2014,OEADS LIMITED,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,500.00 
Rochdale,V000844281,27/10/2014,OFFICE DEPOT UK LIMITED,Stationery,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"3,729.60 "
Rochdale,V000841095,21/10/2014,OFFICE DEPOT UK LIMITED,Stationery,CUSTOMERS & CORPORATE SERVICES,ELECTIONS EQUIPMENT,996.80 
Rochdale,V000841209,20/10/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"1,149.12 "
Rochdale,V000805601,31/10/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,GOVERNORS SERVICES,890.61 
Rochdale,V000805607,31/10/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,GOVERNORS SERVICES,"2,951.93 "
Rochdale,V000805612,31/10/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,GOVERNORS SERVICES,"1,245.14 "
Rochdale,V000805615,31/10/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,GOVERNORS SERVICES,"1,966.41 "
Rochdale,V000844420,30/10/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,GOVERNORS SERVICES,920.45 
Rochdale,V000845946,29/10/2014,OFFICE DEPOT UK LIMITED,Stationery,ECONOMY AND ENVIRONMENT,MAYORAL SUPPORT,946.10 
Rochdale,V000844673,27/10/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,"1,103.92 "
Rochdale,V000846119,30/10/2014,OFFICE DEPOT UK LIMITED,Stationery,PHYSICAL DIS & OLDER PEOPLE,SAFEGUARDING BUSINESS UNIT,659.54 
Rochdale,V000837833,03/10/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"11,000.00 "
Rochdale,V000841208,17/10/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,FLOOD RESILIENCE COMMUNITY PATHFINDER,"2,000.00 "
Rochdale,V000837832,03/10/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,RETROFIT,"18,332.00 "
Rochdale,V000838422,15/10/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"11,667.00 "
Rochdale,V000846102,29/10/2014,OLDHAM METROPOLITAN BOROUGH COUNCIL,Public Bodies,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS  IN OLA MAINSTREAM,"13,448.00 "
Rochdale,V000840302,27/10/2014,ONLINE ERGONOMICS LTD,Furniture & Soft Furnishings,CHILDREN’S SOCIAL CARE,OUT OF HOURS TEAM,585.00 
Rochdale,V000844316,23/10/2014,OPTEVIA LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"5,525.00 "
Rochdale,V000840871,16/10/2014,OTIS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,630.00 
Rochdale,V000844332,23/10/2014,OTIS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"1,550.00 "
Rochdale,V000845896,28/10/2014,P MCGUINNESS & CO LTD,Environmental Services,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"15,816.00 "
Rochdale,V000836952,29/09/2014,PAKFLATT UK LTD,Building Construction Materials,CUSTOMERS & CORPORATE SERVICES,ELECTIONS EQUIPMENT,"2,840.00 "
Rochdale,V000845859,28/10/2014,PANZTEL UK LTD,Information Communication Technology,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"4,370.50 "
Rochdale,V000843966,21/10/2014,PARK LEISURE LTD,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"2,042.50 "
Rochdale,V000838419,06/10/2014,PARKWOOD HEALTHCARE LIMITED,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"14,191.66 "
Rochdale,V000838420,06/10/2014,PARKWOOD HEALTHCARE LIMITED,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"14,191.66 "
Rochdale,V000841711,20/10/2014,PARTRIDGE & PRINT LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,FOSTERING ALLOWANCES,555.00 
Rochdale,V000841714,20/10/2014,PARTRIDGE & PRINT LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,805.00 
Rochdale,V000839626,09/10/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"1,575.00 "
Rochdale,V000840955,16/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"6,102.00 "
Rochdale,V000840956,16/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"2,484.00 "
Rochdale,V000840957,16/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"7,770.00 "
Rochdale,V000840958,16/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"15,057.17 "
Rochdale,V000840959,16/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"10,578.00 "
Rochdale,V000845289,27/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,PUBLIC HEALTH,CHILDREN 5 TO 19 COMMISSIONING,"120,305.00 "
Rochdale,V000845422,28/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CMHT ROCHDALE,"9,250.00 "
Rochdale,V000832865,01/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"160,051.00 "
Rochdale,V000840248,13/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ICAN,"1,552.35 "
Rochdale,V000827639,03/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"3,246.00 "
Rochdale,V000837619,03/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"3,246.00 "
Rochdale,V000841216,20/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"3,246.00 "
Rochdale,V000845289,27/10/2014,PENNINE CARE NHS,Social Community Care Supplies & Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"106,845.00 "
Rochdale,V000837609,02/10/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,"1,410.00 "
Rochdale,V000837610,02/10/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,"1,410.00 "
Rochdale,V000837611,02/10/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,"1,410.00 "
Rochdale,V000838695,06/10/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,"1,410.00 "
Rochdale,V000840983,16/10/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,"2,820.00 "
Rochdale,V000845978,29/10/2014,PERMANENT FUTURES LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,"2,820.00 "
Rochdale,V000844575,24/10/2014,PETERLOO MEDICAL CENTRE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"2,393.83 "
Rochdale,V000846006,29/10/2014,PETRUS COMMUNITY,Financial Services,LEARNING DIS & MENTAL HEALTH,COMMUNITY RESTART,"23,250.00 "
Rochdale,V000846007,29/10/2014,PETRUS COMMUNITY,Financial Services,LEARNING DIS & MENTAL HEALTH,COMMUNITY RESTART,"23,250.00 "
Rochdale,V000837911,06/10/2014,PETRUS COMMUNITY,Financial Services,ECONOMY AND ENVIRONMENT,HOMELESS HEALTH HUB,"4,500.00 "
Rochdale,V000838054,13/10/2014,PETRUS COMMUNITY,Financial Services,ECONOMY AND ENVIRONMENT,HOMELESS HEALTH HUB,"4,000.00 "
Rochdale,V000838053,14/10/2014,PETRUS COMMUNITY,Financial Services,ECONOMY AND ENVIRONMENT,PETRUS,"45,950.00 "
Rochdale,V000839108,08/10/2014,PHOENIX SOFTWARE LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,758.89 
Rochdale,V000836070,29/09/2014,PHS GROUP PLC,Cleaning & Janitorial,EARLY HELP AND SCHOOLS,HOWARD ST CHILDRENS CENTRE,"1,382.59 "
Rochdale,V000836071,29/09/2014,PHS GROUP PLC,Cleaning & Janitorial,EARLY HELP AND SCHOOLS,HOWARD ST CHILDRENS CENTRE,"-1,030.31 "
Rochdale,V000838749,07/10/2014,PHS RECORDSMANAGEMENT,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,CUSTOMER SERVICES SYSTEMS,"3,321.25 "
Rochdale,V000844481,24/10/2014,PHS RECORDSMANAGEMENT,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,CUSTOMER SERVICES SYSTEMS,"3,571.00 "
Rochdale,V000844526,24/10/2014,PHS RECORDSMANAGEMENT,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,CUSTOMER SERVICES SYSTEMS,"2,881.30 "
Rochdale,V000837850,03/10/2014,PINSENT MASONS LLP,Legal Services,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,740.00 
Rochdale,V000832328,30/09/2014,PITNEY BOWES LTD,Mail Services ,ECONOMY AND ENVIRONMENT,EM MAIL ROOM,683.22 
Rochdale,V000844255,22/10/2014,PLANET DATA SOLUTIONS,Information Communication Technology,EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"4,763.00 "
Rochdale,V000839297,09/10/2014,PLP CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,FASHION CORNER WORKS TO NEW ACCOMMOD 348,"68,927.91 "
Rochdale,V000841221,20/10/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,CUSTOMERS & CORPORATE SERVICES,COMMUNITY COHESION STAFFING,500.00 
Rochdale,V000839168,08/10/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"8,724.21 "
Rochdale,V000839169,08/10/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"8,639.37 "
Rochdale,V000837575,01/10/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"3,487.18 "
Rochdale,V000840966,16/10/2014,POSITIVE STEPS,Financial Services,EARLY HELP AND SCHOOLS,ROCHDALE CONNEXTIONS PARTNERSHIP,"50,500.00 "
Rochdale,V000839610,09/10/2014,POSSABILITIES CIC TRADING,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"5,919.75 "
Rochdale,V000838415,23/10/2014,POSSABILITIES CIC TRADING,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,928.00 
Rochdale,V000841120,17/10/2014,POSSABILITIES CIC TRADING,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,928.00 
Rochdale,V000838415,23/10/2014,POSSABILITIES CIC TRADING,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"7,424.00 "
Rochdale,V000841120,17/10/2014,POSSABILITIES CIC TRADING,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"7,424.00 "
Rochdale,V000840925,16/10/2014,POST OFFICE COUNTERS LTD,Clothing,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"2,815.00 "
Rochdale,V000840339,14/10/2014,POWERCARE,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,CLEANING EQUIPMENT,"1,950.00 "
Rochdale,V000838052,03/10/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"7,398.54 "
Rochdale,V000839839,10/10/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"6,395.92 "
Rochdale,V000841696,20/10/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"3,421.97 "
Rochdale,V000844487,24/10/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"8,208.43 "
Rochdale,V000846483,31/10/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"7,623.94 "
Rochdale,V000839791,10/10/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,REABLEMENT MENTAL HEALTH,671.90 
Rochdale,V000839792,10/10/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,REABLEMENT MENTAL HEALTH,504.30 
Rochdale,V000837787,02/10/2014,PRIESTLEYS JOINERS,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HIA,"1,208.05 "
Rochdale,V000845327,27/10/2014,PRIME ROOFING ROCHDALE LIMITED,Building Construction Materials,EARLY HELP AND SCHOOLS,MOORHOUSE ROOF REPLACEMENT,"9,015.38 "
Rochdale,V000841237,20/10/2014,PRISM UK MEDICAL LIMITED,Healthcare,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,945.25 
Rochdale,V000841240,20/10/2014,PRISM UK MEDICAL LIMITED,Healthcare,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"4,043.43 "
Rochdale,V000837592,15/10/2014,PRISM UK MEDICAL LIMITED,Healthcare,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"1,670.00 "
Rochdale,V000827948,29/09/2014,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,"-1,287.00 "
Rochdale,V000845869,28/10/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"4,081.20 "
Rochdale,V000845870,28/10/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"3,951.43 "
Rochdale,V000839191,09/10/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"4,613.12 "
Rochdale,V000840427,14/10/2014,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"4,808.16 "
Rochdale,V000839872,10/10/2014,PROGRESSIVE FUTURES CARE LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"9,857.10 "
Rochdale,V000845871,28/10/2014,PROTEC FIRE DETECTION PLC,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"1,720.00 "
Rochdale,V000837361,30/09/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"2,636.34 "
Rochdale,V000839611,09/10/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"2,636.34 "
Rochdale,V000839795,10/10/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"2,635.92 "
Rochdale,V000843510,21/10/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"2,635.92 "
Rochdale,V000845448,28/10/2014,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"2,635.92 "
Rochdale,V000840484,14/10/2014,PUNJAB CRICKET CLUB,Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,COMMUNITIES & ENGAGEMENT PRIORITY FUND,"2,934.51 "
Rochdale,V000838788,06/10/2014,R82 UK LIMITED,Healthcare,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS 04/05-MINOR WORKS-PRIMARY,"3,184.00 "
Rochdale,V000832859,01/10/2014,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"4,833.42 "
Rochdale,V000832888,01/10/2014,RAINBOW SCENT,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"2,500.00 "
Rochdale,V000840879,16/10/2014,RALPH LIVESEY,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,508.19 
Rochdale,V000846139,30/10/2014,RALPH LIVESEY,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,558.11 
