Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, AP Amount (£) ,VAT registration number,Purchase invoice number
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR BLOXHAM & PARTNERS,3316581,"-133,606.49 ",,GAT000002936
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,INTRAHEALTH EPMG,3318054,"-133,598.32 ",,DR000004690
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR S E CARPENTER & PARTNERS,3316709,"-133,525.09 ",,WAK000002471
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,3451911,"-133,024.35 ",,V0001561
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,OAKVIEW ESTATES LTD,3452945,"-132,980.32 ",,OAK7861
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,JONES & PARTNERS STOCKTON TEES,3317998,"-132,834.89 ",,DR000004614
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,UNIVERSITY HEALTH SERVICE,3318447,"-130,720.69 ",,SHE000004027
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OXFORD TERRACE & RAWLING ROAD MEDICAL GROUP,3316627,"-130,312.23 ",,GAT000002988
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,LOWE & PARTNERS,3394217,"-130,237.13 ",,STL000005054
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WILSON DH & PARTNERS,3394285,"-130,140.65 ",,STL000005135
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,3330184,"-129,992.00 ",,82121851
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SCHOFIELD & BRINDLE,3394256,"-129,852.97 ",,STL000005102
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,3312902,"-129,110.75 ",,82122483
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FRIARSGATE PRACTICE,3304021,"-128,813.00 ",,SO000014302
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR D W BROWN & PARTNERS,3316696,"-128,766.83 ",,WAK000002443
Department of Health,NHS England,30/04/2014,General Dental services and personal dental services,Primary Care & Secondary Dental,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3406526,"-127,998.00 ",,D049175
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3520430,"-127,477.79 ",,3919000168
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,3421177,"-127,312.00 ",,8115428
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,LEICESTERSHIRE PARTNERSHIP NHS TRUST,3391852,"-126,750.00 ",,1842
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,BARTS HEALTH NHS TRUST,3379512,"-126,236.57 ",,190678
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR IG ALLMAN & PARTNERS,3315685,"-125,440.22 ",,LDS000006884
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DEERNESS PARK MEDICAL GROUP,3316233,"-124,795.01 ",,SUN000002370
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR R HALL & PARTNERS,3315703,"-123,579.42 ",,LDS000006918
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GIBSON LANE PRACTICE,3315729,"-123,374.97 ",,LDS000006964
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR BIRKIN A E & PARTNERS,3315674,"-123,162.88 ",,LDS000006866
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Public Health,MEDICAL IMAGING UK LTD,3436699,"-123,102.43 ",,P0083
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Other Commissioning,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,3470356,"-122,677.75 ",,2000003799
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,RUDNICK & PARTNERS,3394398,"-122,131.18 ",,BIK000003007
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LINTHORPE SURGERY,3350666,"-122,011.09 ",,MID000004424
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR HUGHES & PARTNERS BIRTLEY,3316590,"-121,857.47 ",,GAT000002946
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,3362735,"-120,973.00 ",,2200010604
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR AM CARROLL & PARTNERS,3316694,"-119,704.58 ",,WAK000002439
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ONE MEDICARE LTD,3315735,"-119,609.78 ",,LDS000006974
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MCKENZIE HOUSE SURGERY,3350672,"-119,496.15 ",,MID000004432
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MOORLANDS SURGERY,3318018,"-119,469.95 ",,DR000004642
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NHS HARINGEY CCG,3406078,"-118,656.00 ",,7023600039
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ST PAULS MEDICAL CENTRE CARLISLE,3336841,"-118,531.77 ",,CU000004619
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,SPRINGCLIFFE SURGERY SHEFFIELD,3318339,"-115,709.48 ",,ROT000002188
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BISHOPGATE MEDICAL CENTRE,3317976,"-115,365.60 ",,DR000004580
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR D T SAY & PARTNERS,3318301,"-114,113.10 ",,ROT000002146
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CLIFTON COURT PRACTICE,3317986,"-113,996.55 ",,DR000004596
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FOREST END SURGERY,3304019,"-113,390.54 ",,SO000014298
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DENMARK STREET SURGERY,3317987,"-113,195.49 ",,DR000004598
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,3405906,"-113,039.00 ",654945990,H0099303
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,3499941,"-112,500.00 ",,2500000353
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BRENNAN & PARTNERS,3394330,"-112,473.71 ",,BIK000002937
Department of Health,NHS England,30/04/2014,Capital,Capital,NHS EAST LANCASHIRE CCG,3520674,"-112,382.45 ",,7011800053
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STUART & PARTNERS,3318039,"-111,726.32 ",,DR000004670
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR COHEN A F & PARTNERS,3315680,"-111,593.57 ",,LDS000006876
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR BRAIDWOOD & PARTNERS,3318361,"-111,520.64 ",,DCR000002689
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BOSMERE MEDICAL PRACTICE,3304004,"-111,479.59 ",,SO000014276
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,NORTH LEEDS MEDICAL PRACTICE,3315736,"-111,415.97 ",,LDS000006976
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,CESTRIA HEALTH CENTRE,3317982,"-111,343.54 ",,DR000004590
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR WRIGHT & PARTNERS SUNDERLAND,3316281,"-111,292.29 ",,SUN000002424
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,JAMES COCHRANE PRACTICE,3336809,"-110,574.83 ",,CU000004585
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FROOD & PARTNERS,3394198,"-110,457.11 ",,STL000005031
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,ALPHA HOSPITAL BURY,3379531,"-110,413.68 ",,BUR000243
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BEWICK CRESCENT SURGERY,3318052,"-110,367.65 ",,DR000004688
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,FIRTH & PTNRS,3394502,"-110,053.45 ",,SOP000003346
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LEIGH FAMILY PRACTICE,3334670,"-110,000.00 ",,WIG000005868
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,3282915,"-109,703.00 ",,13762766
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,POUNDER & PARTNERS,3318032,"-109,076.48 ",,DR000004660
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR OSHEA T S & PARTNERS,3315698,"-109,051.29 ",,LDS000006910
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR CHANDY J & PARTNERS,3316699,"-108,977.13 ",,WAK000002449
Department of Health,NHS South CSU,30/04/2014,Capital,Capital,BYTES SOFTWARE SERVICES LTD,3392875,"-108,884.90 ",823818226,16232
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,BIRMINGHAM & SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,3379786,"-108,838.60 ",,1793
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR C S JONES & PARTNERS,3316693,"-108,688.42 ",,WAK000002437
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LAKE ROAD PRACTICE,3304027,"-108,669.42 ",,SO000014316
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,HUSSEY & PARTNERS,3393990,"-108,492.91 ",,LIP000006038
Department of Health,NHS England,30/04/2014,Supplies and services – general,Other,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,3257419,"-108,000.00 ",,47500563
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR AI RAJPURA AND PARTNERS,3350055,"-107,971.52 ",,YW000005329
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TADLEY MEDICAL PARTNERSHIP,3304067,"-107,612.17 ",,SO000014370
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,3520639,"-106,923.02 ",,3919000094
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR TABNER J A & PARTNERS,3316715,"-106,514.25 ",,WAK000002483
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR N PATEL & PARTNERS ROTHERHAM,3318313,"-106,201.83 ",,ROT000002158
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR A D MONE & PARTNERS,3331689,"-106,175.40 ",,WAK000002433
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,3268824,"-106,148.00 ",,21632
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DANEBRIDGE MEDICAL PRACTICE,3411435,"-105,717.85 ",,CH000006970
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GAYNOR & PARTNERS,3393977,"-105,482.24 ",,LIP000006016
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NORTH HOUSE SURGERY CROOK,3318027,"-105,424.47 ",,DR000004654
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,PRINCES PARK HEALTH CENTRE,3394021,"-105,366.20 ",,LIP000006078
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NEWLANDS MEDICAL CENTRE,3350677,"-104,959.47 ",,MID000004440
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WOODHOUSE HEALTH CENTRE,3318458,"-104,595.06 ",,SHE000004035
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STANLEY MEDICAL GROUP,3318041,"-104,486.51 ",,DR000004672
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WOODLANDS FAMILY MEDICAL CENTRE,3350724,"-104,266.44 ",,MID000004502
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR VIJAYKUMAR,3318372,"-104,152.35 ",,DCR000002711
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,PARTNERSHIPS IN CARE LTD,3406039,"-102,739.55 ",,PCO70249
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,TOWER HILL PRIMARY CARE,3394274,"-102,685.50 ",,STL000005123
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR KING & PARTNERS KIRKBY,3394188,"-102,540.71 ",,STL000005015
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR HANNEY I P G & PARTNERS,3316701,"-102,360.17 ",,WAK000002453
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MARLBOROUGH SURGERY,3318012,"-101,293.70 ",,DR000004632
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SMYE & PARTNERS,3394402,"-101,143.26 ",,BIK000003011
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WHINFIELD MEDICAL PRACTICE,3318047,"-100,915.97 ",,DR000004680
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MARYPORT HEALTH SERVICES,3336818,"-100,488.31 ",,CU000004595
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,TANFIELD VIEW SURGERY,3318042,"-100,486.24 ",,DR000004674
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,GUISELEY & YEADON MEDICAL PRACTICE,3315731,"-100,415.28 ",,LDS000006966
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR SD ROBINSON & PARTNERS,3315711,"-100,409.29 ",,LDS000006934
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Public Health,HEART OF ENGLAND NHS FOUNDATION TRUST,3436560,"-100,000.00 ",,915546
Department of Health,NHS England,30/04/2014,Supplies and services – general,NHS England Running Costs,NHS BARNET CCG,3485661,"-100,000.00 ",,7022400041
Department of Health,NHS England,30/04/2014,Supplies and services – general,NHS England Running Costs,NHS SHEFFIELD CCG,3329951,"-100,000.00 ",,7016200114
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,NUGENT & PARTNERS,3394237,"-99,567.69 ",,STL000005080
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,BATTERSEA BRIDGE HOUSE LTD,3269546,"-99,464.42 ",,HONHSLS024
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SANDBACH & PARTNERS,3316608,"-98,690.08 ",,GAT000002966
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HILLSIDE PRACTICE,3350648,"-98,641.80 ",,MID000004400
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,CORRADO & PARTNERS,3394173,"-98,353.82 ",,STL000004999
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR OCONNELL P F & PARTNERS,3316708,"-97,740.50 ",,WAK000002469
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Specialised Commissioning,PARTNERSHIPS IN CARE LTD,3451845,"-97,390.02 ",,PCO70248
Department of Health,NHS England,30/04/2014,Establishment,NHS England Running Costs,NHS MID ESSEX CCG,3256856,"-97,037.00 ",,7021400235
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR COOPER & PARTNERS ROTHERHAM,3318306,"-96,981.64 ",,ROT000002150
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR MELLOR PARTNERS,3318335,"-96,653.72 ",,BAA000002485
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,STANLEY & CHAN,3394269,"-96,455.88 ",,STL000005117
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DOVE VALLEY PRACTICE,3318296,"-96,397.45 ",,BAA000002469
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR C J HALL & PARTNERS,3316692,"-96,296.92 ",,WAK000002435
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,3512354,"-96,000.00 ",,2500000470
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,OHARE & CHAPELHOW,3394235,"-95,978.81 ",,STL000005078
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,3501103,"-95,741.69 ",,CRN1018259
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HOOK & HARTLEY WINTNEY SURGERY,3304026,"-95,485.58 ",,SO000014312
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR GALLAGHER & PARTNERS SOUTH SHIELDS,3316592,"-95,310.72 ",,GAT000002948
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BURRELL & PARTNERS,3317979,"-95,236.62 ",,DR000004584
