objectid,lau214cd,lau214nm,st_areashape,st_lengthshape
469,UKI2307035,Twickenham Riverside,2014118.815,6467.64754599935
470,UKI2307036,West Twickenham,2440918.49,6412.13850859714
471,UKI2307037,Whitton,1684157.665,6519.35697103385
472,UKI1207026,Brunswick Park,925160.705,4220.160373258
473,UKI1207027,Camberwell Green,922309.49,4568.82910430555
474,UKI1207028,Cathedrals,1644245.18123357,5730.64957163554
475,UKI1207029,Chaucer,750877.97,4154.0185410157
476,UKI1207030,College,3345326.69,8705.71737409254
477,UKI1207031,East Dulwich,917461.07,4791.17662922108
478,UKI1207032,East Walworth,1214363.525,6271.27435884683
479,UKI1207033,Faraday,929333.52,3703.10994292505
480,UKI1207034,Grange,1144521.58,5936.6450226709
481,UKI1207035,Livesey,1421894.07,6548.96810298217
482,UKI1207036,Newington,809572.285,4172.48039349124
483,UKI1207037,Nunhead,1349732.305,6744.28479111947
484,UKI1207038,Peckham,857542.055,4487.68491032844
485,UKI1207039,Peckham Rye,2207603.94,6708.58866910555
486,UKI1207040,Riverside,1123109.58793108,5762.02733960108
487,UKI1207041,Rotherhithe,1530624.76740474,5344.07618621364
488,UKI1207042,South Bermondsey,931655.66,4222.45352134084
489,UKI1207043,South Camberwell,1353864.95,5935.39823450949
490,UKI1207044,Surrey Docks,1345391.96278537,5427.62941491817
491,UKI1207045,The Lane,1313985.025,5798.51682974345
492,UKI1207046,Village,2780683.335,7508.85624319067
493,UKI2205026,Beddington North,4958118.26,9782.08661401466
494,UKI2205027,Beddington South,2995475.48,8107.90958397141
495,UKI2205028,Belmont,2429985.195,7379.85370302107
496,UKI2205029,Carshalton Central,2003261.645,6900.99350936824
497,UKI2205030,Carshalton South and Clockhouse,7207195.32,12855.5135569731
498,UKI2205031,Cheam,4016985.745,11659.2874245217
499,UKI2205032,Nonsuch,1847120.785,7605.89584548533
500,UKI2205033,St Helier,1465211.305,5684.66647338102
501,UKI2205034,Stonecot,2013292.39,5616.34065963461
502,UKI2205035,Sutton Central,1255210.35,4911.20101492684
503,UKI2205036,Sutton North,1805551.505,5165.27278625939
504,UKI2205037,Sutton South,1141723.13,4880.36986667309
505,UKI2205038,Sutton West,1823342.415,6368.03979481595
506,UKI2205039,The Wrythe,1583549.25,5740.06090310921
507,UKI2205040,Wallington North,1723355.38,5697.62686748657
508,UKI2205041,Wallington South,1652852.96,5326.47486655409
509,UKI2205042,Wandle Valley,2059775.01,7371.19032753267
510,UKI2205043,Worcester Park,2275656.29,5986.10595217726
511,UKI2107001,Cann Hall,783701.83,3880.8727662216
512,UKI2107021,Cathall,1190386.705,4634.7712698471
513,UKI2107022,Chapel End,1981361.165,5537.35931856948
514,UKI2107023,Chingford Green,3835823.41,8500.03061583766
515,UKI2107024,Endlebury,2020861.16,5727.14135668942
516,UKI2107006,Forest,1960587.23,6441.50442487173
517,UKI2107025,Grove Green,808229.855,3762.76111475426
518,UKI2107026,Hale End and Highams Park,2264989,7896.3191395178
519,UKI2107027,Hatch Lane,2330578.125,7674.9859933108
520,UKI2107011,High Street,3064419.375,8501.52294206159
521,UKI2107028,Higham Hill,3220283.395,7993.5842736505
522,UKI2107029,Hoe Street,1002415.61,4525.97028150587
523,UKI2107030,Larkswood,1823019.43,6127.93908226158
524,UKI2107031,Lea Bridge,2737366.655,7265.04810218625
525,UKI2107032,Leyton,2132063.2,6443.50039444454
526,UKI2107016,Leytonstone,1452377.085,4628.52549188531
527,UKI2107033,Markhouse,1343206.7,5616.8421341319
528,UKI2107034,Valley,2052393.375,6105.20147994051
529,UKI2107035,William Morris,944684.79,5295.25296082414
530,UKI2107036,Wood Street,1976314.14,5925.02493321108
531,UKI1105023,Balham,1234363.755,5525.22569594486
532,UKI1105024,Bedford,1801408.49,6121.49858392598
533,UKI1105025,Earlsfield,1382145.015,6397.96564649443
534,UKI1105026,East Putney,1676109.935,6872.0587026445
535,UKI1105027,Fairfield,1473830.785,6645.81674218809
536,UKI1105028,Furzedown,1500321.77,4839.54588539402
537,UKI1105029,Graveney,970356.94,3986.22369481239
538,UKI1105030,Latchmere,1138903.905,5373.24143511866
539,UKI1105031,Nightingale,1157973.595,4579.3122402185
540,UKI1105032,Northcote,1686168.17,6456.9917792558
541,UKI1105033,Queenstown,2937448.5047891,8181.6858184891
542,UKI1105034,Roehampton and Putney Heath,4611635.59,12080.5115575853
543,UKI1105035,St Mary's Park,967606.71984623,5837.93583871857
544,UKI1105036,Shaftesbury,966237.91,3902.29208028144
545,UKI1105017,Southfields,1657443.005,5569.02358220121
546,UKI1105037,Thamesfield,1946243.485,6778.84758993333
547,UKI1105038,Tooting,1602036.6,5505.43576641982
548,UKI1105039,Wandsworth Common,2775650.14,7522.83931780744
549,UKI1105040,West Hill,1712246.85,5266.22815723386
550,UKI1105041,West Putney,1876885.905,6010.50820498249
551,UKI1106024,Abbey Road,1032354.56,4220.31127356259
552,UKI1106025,Bayswater,646046.48,3202.9385905776
553,UKI1106026,Bryanston and Dorset Square,716019.19,3915.85491041164
554,UKI1106027,Churchill,557437.86723,3562.92531474853
555,UKI1106028,Church Street,450461.185,2987.89067183964
556,UKI1106029,Harrow Road,456886.97,3473.38641960541
557,UKI1106030,Hyde Park,946414.4,4240.32770702893
558,UKI1106031,Knightsbridge and Belgravia,3592977.92,9448.37414073454
559,UKI1106032,Lancaster Gate,596299.64,3280.01172550232
560,UKI1106013,Little Venice,602985.48,3525.56750094937
561,UKI1106015,Maida Vale,678703.48,3401.70122872737
562,UKI1106033,Marylebone High Street,915517.45,4212.0757878496
563,UKI1106034,Queen's Park,559156.565,2936.02631714038
564,UKI1106035,Regent's Park,2282595.195,6814.44967625617
565,UKI1106036,St James's,3304958.12322,8465.01881980577
566,UKI1106037,Tachbrook,311767.05015,2511.74732987055
567,UKI1106038,Vincent Square,507332.730790675,3629.94081209401
568,UKI1106039,Warwick,579694.11,2974.65750236423
569,UKI1106040,Westbourne,686525.81,4137.74473178168
570,UKI1106041,West End,2137140.71,6430.87572880489
571,UKD3201021,Astley Bridge,6579548.685,12544.9080889081
572,UKD3201022,Bradshaw,9022055.27,14463.6392182262
573,UKD3201023,Breightmet,3732553.395,8467.77107210095
574,UKD3201024,Bromley Cross,7365783.69,14354.6158836589
575,UKD3201025,Crompton,3509967.59,10933.4845898416
576,UKD3201026,Farnworth,4254044.15,10330.1072696224
577,UKD3201027,Great Lever,4182386.445,9434.47228213954
578,UKD3201028,Halliwell,2803147.305,6938.12882631645
579,UKD3201029,Harper Green,3153725.78,8449.05954364779
580,UKD3201030,Heaton and Lostock,8087637.325,15827.2021703431
581,UKD3201031,Horwich and Blackrod,15249665.835,22586.6689899165
582,UKD3201032,Horwich North East,9972448.05,17786.209486169
583,UKD3201033,Hulton,10607072.52,13224.6164437256
584,UKD3201034,Kearsley,7746144.51,12340.2776709798
585,UKD3201035,Little Lever and Darcy Lever,4943174.71,11768.1720709806
586,UKD3201036,Rumworth,1921641.795,5539.38062808538
587,UKD3201037,Smithills,10802165.215,19060.1169959056
588,UKD3201038,Tonge with the Haulgh,3017147.215,7768.25766510526
589,UKD3201039,Westhoughton North and Chew Moor,16958195.875,21764.1824695035
590,UKD3201040,Westhoughton South,6541875.33,11317.9522315254
591,UKD3202017,Besses,2365891.145,6765.02906361565
592,UKD3202018,Church,3953553.255,11572.6574314419
593,UKD3202019,East,4423194.05,12499.213818705
594,UKD3202020,Elton,3341616.83,7356.59706844163
595,UKD3202021,Holyrood,4251889.805,12008.3566565407
596,UKD3202022,Moorside,4450352.945,9645.53091480861
597,UKD3202023,North Manor,9382963.995,18818.168314979
598,UKD3202024,Pilkington Park,7419168.475,13530.5085799244
599,UKD3202025,Radcliffe East,6296906.05,12549.6366003866
600,UKD3202026,Radcliffe North,7104565.885,11797.5028319314
601,UKD3202027,Radcliffe West,5024100.44,11186.1972321592
602,UKD3202028,Ramsbottom,13809308.505,19415.4816247712
603,UKD3202029,Redvales,3544966.425,10473.8206085222
604,UKD3202030,St Mary's,5119021.64,10279.0005233178
605,UKD3202031,Sedgley,2189600.96,7765.90290149599
606,UKD3202032,Tottington,8212816.19,14315.6473894437
607,UKD3202033,Unsworth,9021786.885,14395.069988559
608,UKD3101034,Ancoats and Clayton,4477590.41,14198.5756104403
609,UKD3101035,Ardwick,4048266.64,8007.80265439015
610,UKD3101036,Baguley,3573560.555,8944.63665421377
611,UKD3101037,Bradford,5136786.785,11724.8353360494
612,UKD3101038,Brooklands,4048237.055,12235.6444974073
613,UKD3101009,Burnage,2358942.95,7224.95369546934
614,UKD3101039,Charlestown,3636751.015,8188.52556870831
615,UKD3101040,Cheetham,4711154.01,9082.06705408701
616,UKD3101041,Chorlton,2515975.555,7902.3643235622
617,UKD3101042,Chorlton Park,4825431.275,11064.9131721871
618,UKD3101043,City Centre,3169567.325,7917.77124238323
619,UKD3101044,Crumpsall,3156129.2,8262.10237867196
620,UKD3101045,Didsbury East,3569495.59,9839.17326801792
621,UKD3101046,Didsbury West,2824653.71,10271.8954742456
622,UKD3101047,Fallowfield,2386396.59,8064.48928349162
623,UKD3101048,Gorton North,3353911.87,8837.12722101425
624,UKD3101049,Gorton South,3345561.86,10106.7817653563
625,UKD3101050,Harpurhey,4000606.515,8298.98564016083
626,UKD3101051,Higher Blackley,6998015.58,12562.312936501
627,UKD3101052,Hulme,2616509.28,7379.44049058538
628,UKD3101053,Levenshulme,2441630.15,9031.88173381649
629,UKD3101054,Longsight,1437151.545,5869.27239462827
630,UKD3101055,Miles Platting and Newton Heath,4470987.96,11457.0110505381
631,UKD3101056,Moss Side,1905409.425,6884.67058571282
632,UKD3101057,Moston,3018525.375,9421.70905768784
633,UKD3101058,Northenden,5643227.41,15564.7402130497
634,UKD3101059,Old Moat,1781042.345,5515.52674003762
635,UKD3101060,Rusholme,1871695.905,6336.13345862516
636,UKD3101061,Sharston,3423265.39,10620.5221327776
637,UKD3101062,Whalley Range,2262215.81,6994.86107725011
638,UKD3101063,Withington,1492574.31,5509.40159705807
639,UKD3101064,Woodhouse Park,11720050.785,16682.2854093368
640,UKD3203021,Alexandra,3164813.58,9947.45251276278
641,UKD3203022,Chadderton Central,5122364.945,10018.6779134049
642,UKD3203003,Chadderton North,3593028.515,7557.86527018909
643,UKD3203023,Chadderton South,2320883.94,7676.33681610483
644,UKD3203024,Coldhurst,2721596.75,6786.44597067769
645,UKD3203025,Crompton,4680352.455,10053.2138029765
646,UKD3203026,Failsworth East,4295925.985,9975.41330233249
647,UKD3203027,Failsworth West,2601108.46,7724.60815929884
648,UKD3203028,Hollinwood,2833126.04,7912.44512878329
649,UKD3203029,Medlock Vale,3549503.435,10369.9260640165
650,UKD3203030,Royton North,5117529.52,9759.87015794388
651,UKD3203031,Royton South,3753833.785,10740.7486005434
652,UKD3203032,Saddleworth North,41857072.76,33901.2419516939
653,UKD3203033,Saddleworth South,32601410.32,27042.5061187242
654,UKD3203034,Saddleworth West and Lees,4430876.145,11826.8441420455
655,UKD3203035,St James',5160378.695,11486.9011553891
656,UKD3203036,St Mary's,2831383.87,9234.67892917289
657,UKD3203037,Shaw,7259963.63,12938.1472955871
658,UKD3203038,Waterhead,2345994.185,6491.00965423222
659,UKD3203039,Werneth,1711469.165,5186.25342842869
660,UKD3204021,Balderstone and Kirkholt,5111632.945,10108.7472942536
661,UKD3204022,Bamford,4379282.755,11433.5202560934
662,UKD3204023,Castleton,8050111.26,13756.7479577385
663,UKD3204024,Central Rochdale,1657507.055,7299.64085162493
664,UKD3204025,East Middleton,2690263.305,9588.57941893348
665,UKD3204026,Healey,5786609.68,11289.4197645355
666,UKD3204027,Hopwood Hall,8807293.87,16204.4619249179
667,UKD3204028,Kingsway,3555389.155,9137.4000294891
668,UKD3204029,Littleborough Lakeside,27508584.35,27224.1135565851
669,UKD3204030,Milkstone and Deeplish,2294528.035,7311.13492831289
670,UKD3204031,Milnrow and Newhey,17737551.485,21544.6468947064
671,UKD3204032,Norden,25820488.56,26832.9782068009
672,UKD3204033,North Heywood,5663770.3,11571.2906479572
673,UKD3204034,North Middleton,2678577.67,8819.25018067403
674,UKD3204035,Smallbridge and Firgrove,2680243.53,10544.38090229
675,UKD3204036,South Middleton,3864228.86,10558.3237602392
676,UKD3204037,Spotland and Falinge,5946496.73,14819.2716404882
677,UKD3204038,Wardle and West Littleborough,13419258.945,22093.5496913398
678,UKD3204039,West Heywood,5517803.915,12868.5389517395
679,UKD3204040,West Middleton,5284555.265,10430.4916347285
680,UKD3102021,Barton,2656877.355,8851.11787077591
681,UKD3102022,Boothstown and Ellenbrook,8508467.545,14571.1225978776
682,UKD3102023,Broughton,2816654.805,8570.13381627562
683,UKD3102024,Cadishead,14515903.605,17700.1013793277
684,UKD3102025,Claremont,1874075.18,6453.73298814358
685,UKD3102026,Eccles,2671147.395,6475.40019816865
686,UKD3102027,Irlam,9455930.61,13945.4158879536
687,UKD3102028,Irwell Riverside,4603278.24,14147.6098186721
688,UKD3102029,Kersal,2803597.52,8077.98607111401
689,UKD3102030,Langworthy,1826913.5,6091.01912167465
690,UKD3102031,Little Hulton,4427793.11,10224.2809853247
691,UKD3102032,Ordsall,3996787.5,10373.5793277494
692,UKD3102033,Pendlebury,6385434.935,14436.7142767612
693,UKD3102034,Swinton North,3460140.59,7232.57875590611
694,UKD3102035,Swinton South,2718917.65,7023.85763328149
695,UKD3102016,Walkden North,4359721.495,10426.6824950085
696,UKD3102036,Walkden South,3990393.8,8899.99728715935
697,UKD3102037,Weaste and Seedley,3596950.82,7982.2120072324
698,UKD3102038,Winton,3712596.6675,8610.06514474063
699,UKD3102039,Worsley,8314193.5175,14260.0634219767
700,UKD3103022,Bramhall North,6651773.2,12073.4675607292
701,UKD3103023,Bramhall South and Woodford,9251359.515,14211.6917456956
702,UKD3103024,Bredbury and Woodley,6502160.85,13871.4542537536
703,UKD3103025,Bredbury Green and Romiley,8212083.105,14358.3016651769
704,UKD3103026,Brinnington and Central,5418043.835,13431.1275490311
705,UKD3103027,Cheadle and Gatley,5978033.03,11322.6159198957
706,UKD3103028,Cheadle Hulme North,3926597.87,10875.6002355192
707,UKD3103029,Cheadle Hulme South,4750986.475,10795.6809663097
708,UKD3103030,Davenport and Cale Green,2952375.2,8680.66176309421
709,UKD3103031,Edgeley and Cheadle Heath,2886864.28,7417.72178068287
710,UKD3103032,Hazel Grove,3739114.25,9320.45420971649
711,UKD3103033,Heald Green,4898409.005,9972.86628358752
712,UKD3103034,Heatons North,3402903.525,9346.06027283557
713,UKD3103035,Heatons South,3725728.96,8905.78771013353
714,UKD3103036,Manor,3060580.685,9299.90374765708
715,UKD3103037,Marple North,22237875.815,27436.3820538251
716,UKD3103038,Marple South,13257400.61,19845.0338789991
717,UKD3103039,Offerton,4227542.57,9603.86453637192
718,UKD3103040,Reddish North,2695065.085,6939.61909960511
719,UKD3103041,Reddish South,3998367.13,9698.35200439271
720,UKD3103042,Stepping Hill,4247586.86,11566.0590955014
721,UKD3104022,Ashton Hurst,4835497.6,10215.4367909142
722,UKD3104023,Ashton St Michael's,2036998.975,6063.21307687413
723,UKD3104024,Ashton Waterloo,4786117.45,11044.3829149691
724,UKD3104025,Audenshaw,4502428.93,13105.4007623563
725,UKD3104026,Denton North East,2814654.77,7232.80347245554
726,UKD3104027,Denton South,2995070.975,7575.33973389425
727,UKD3104028,Denton West,5025160.95,10281.1644916618
728,UKD3104029,Droylsden East,3188487.785,10595.2057139894
729,UKD3104030,Droylsden West,2232162.065,6208.50573709313
730,UKD3104031,Dukinfield,3860015.695,8010.9687903506
731,UKD3104032,Dukinfield Stalybridge,2950696.975,7559.75516053043
732,UKD3104033,Hyde Godley,4826595.96,12176.593742782
733,UKD3104034,Hyde Newton,4456259.45,9120.36505001764
734,UKD3104035,Hyde Werneth,6459547.85,13231.4285165045
735,UKD3104036,Longdendale,11643285.495,18852.7385517186
736,UKD3104037,Mossley,9507634.2,16685.1259343278
737,UKD3104038,St Peter's,3562544.23,11592.8494705274
738,UKD3104039,Stalybridge North,5962183.45,12971.7350643773
739,UKD3104040,Stalybridge South,17271852.005,19325.8277477508
740,UKD3105022,Altrincham,3072223.91,9366.91574950519
741,UKD3105023,Ashton upon Mersey,2318970.035,6676.24429192871
742,UKD3105024,Bowdon,23349971.155,26434.4212926071
743,UKD3105025,Broadheath,4146921.52,12648.4416247013
744,UKD3105004,Brooklands,2251189.47,7452.82764213437
745,UKD3105026,Bucklow-St Martins,13157177.69,21590.7290239321
746,UKD3105027,Clifford,1839450.64,7958.77266029747
747,UKD3105028,Davyhulme East,4102467.27,9720.37276188636
748,UKD3105029,Davyhulme West,4264874.475,12294.3926183417
749,UKD3105030,Flixton,4046075.04,10475.6653742863
750,UKD3105031,Gorse Hill,8981298.855,13686.8794397816
751,UKD3105032,Hale Barns,8427014.445,13870.9717699031
752,UKD3105033,Hale Central,2682361.495,7341.97969538357
753,UKD3105034,Longford,3325418.06,10210.1868923767
754,UKD3105035,Priory,3072365.99,8647.06886253378
755,UKD3105036,St Mary's,2855553.17,7545.79432992244
756,UKD3105037,Sale Moor,2952494.135,8578.25014506787
757,UKD3105038,Stretford,3157325.685,7438.6513670203
758,UKD3105039,Timperley,2104079.04,7048.94466217294
759,UKD3105040,Urmston,3659346.73,10876.3381374726
760,UKD3105041,Village,2215904.405,9422.62081038336
761,UKD3205025,Abram,13083319.215,17290.3242806735
762,UKD3205026,Ashton,5705620.71,13375.9317492697
763,UKD3205027,Aspull New Springs Whelley,20165160.655,24676.020288427
764,UKD3205028,Astley Mosley Common,17399851.655,22370.5302194006
765,UKD3205029,Atherleigh,5521881.66,10240.0158246535
766,UKD3205030,Atherton,4743396.785,12289.4419624769
767,UKD3205031,Bryn,6817841.975,13372.9891630395
768,UKD3205032,Douglas,3657488.8,10737.599937059
769,UKD3205033,Golborne and Lowton West,8119438.07,14293.4357293786
770,UKD3205034,Hindley,4844915.09,12079.0892602878
771,UKD3205035,Hindley Green,4072750.295,9914.37071098167
772,UKD3205036,Ince,4944065.765,9782.32079658322
773,UKD3205037,Leigh East,4962752.73,9379.66200654724
774,UKD3205038,Leigh South,6398423.565,11571.2647221238
775,UKD3205039,Leigh West,7342714.055,14475.5945813458
776,UKD3205040,Lowton East,11351668.9,17230.6174233077
777,UKD3205041,Orrell,8859978.225,18230.4750119469
778,UKD3205042,Pemberton,6405610.865,11511.8948354864
779,UKD3205043,Shevington with Lower Ground,9055617.16,15590.2486691299
780,UKD3205044,Standish with Langtree,10066444.595,14400.9184676937
781,UKD3205045,Tyldesley,5468020.08,11431.0346553979
782,UKD3205046,Wigan Central,3243411.33,8735.14478414176
783,UKD3205047,Wigan West,2877493.61,8644.78837328523
784,UKD3205048,Winstanley,6169907.285,9866.03555676719
785,UKD3205049,Worsley Mesnes,6013658.99,10534.867478981
786,UKD7102001,Cherryfield,3494831.55,10285.6545205524
787,UKD7102002,Halewood North,13746387.1875,21726.8399792521
788,UKD7102003,Halewood South,5734789.77,12591.4535547646
789,UKD7102004,Halewood West,1590400.675,7309.56211041323
790,UKD7102005,Kirkby Central,9503234.842,14288.8619135375
791,UKD7102006,Longview,2562389.575,8468.91156829282
792,UKD7102007,Northwood,1728063.335,5181.02167827297
793,UKD7102008,Page Moss,1307715.08,5302.57141802648
794,UKD7102009,Park,1577406.5175,7418.47232064685
795,UKD7102010,Prescot East,1447322.99,6172.46391148084
796,UKD7102011,Prescot West,18958211.523,21854.4636029542
797,UKD7102012,Roby,3370176.48,7675.73920783899
798,UKD7102013,St Bartholomews,1595637.69,7060.27050112351
799,UKD7102014,St Gabriels,2496182.8975,6854.52331209916
800,UKD7102015,St Michaels,1811838.625,7537.20382489251
801,UKD7102016,Shevington,1278365.43,5336.29255510204
802,UKD7102017,Stockbridge,1799987.755,5234.25638282701
