Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode,
Department for Transport,Department for Transport,06/02/2013,Services prov by OGD,Transport Security Strategy,FCO SERVICES,2000022425,55957.2,#,MK19 7BH,
Department for Transport,Department for Transport,06/02/2013,Storage & Distributi,General Counsel's Office,COMMUNITIES AND LOCAL GOVERNMENT,2000022423,71617.68,#,HP2 4XN,
Department for Transport,Department for Transport,06/02/2013,Storage & Distributi,General Counsel's Office,COMMUNITIES AND LOCAL GOVERNMENT,2000022423,58017.23,#,HP2 4XN,
Department for Transport,Department for Transport,06/02/2013,Storage & Distributi,General Counsel's Office,COMMUNITIES AND LOCAL GOVERNMENT,2000022423,66331.86,#,HP2 4XN,
Department for Transport,Department for Transport,06/02/2013,Subsidies Private Se,Local,GREATER MANCHESTER ACCESS TRANS,2000022433,17637.59,GREATER MANCHESTER ACCESSIBLE TRANSPORT (DIESEL),M1 3BG,
Department for Transport,Department for Transport,06/02/2013,Support Services,Business Transformation,HOME OFFICE,2000022427,7389.1,#,NP20 9BB,
Department for Transport,Department for Transport,06/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022459,3934.5,#,BS24 9BP,
Department for Transport,Department for Transport,06/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022459,4717.5,#,BS24 9BP,
Department for Transport,Department for Transport,06/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022459,3205.5,#,BS24 9BP,
Department for Transport,Department for Transport,06/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022459,2178,#,BS24 9BP,
Department for Transport,Department for Transport,06/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022459,7262.5,#,BS24 9BP,
Department for Transport,Department for Transport,06/02/2013,Transport  Consult,Refran Prog Off,LEIGHFISHER LTD,2000022470,16306.95,#,W2 2ES,
Department for Transport,Department for Transport,06/02/2013,Travel Exp Overseas,DASH,ENVIRONMENTAL SCIENTIFICS GROUP LTD,100027447,-1000.73,#,DE15 0YZ,
Department for Transport,Department for Transport,06/02/2013,Travel Exp Overseas,DASH,ENVIRONMENTAL SCIENTIFICS GROUP LTD,100027447,1000.73,#,DE15 0YZ,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Business Transformation,SAND RESOURCES LTD,2000022554,2641.5,#,TN1 1DJ,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000022560,1284,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Local,SPRING TECHNOLOGY LTD  ALSO T/A,2000022565,629.88,#,B37 7YE,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Rail and Road Projects,EXPERIS LTD,100027491,5835.78,#,EC1R 3DR,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Rail and Road Projects,EXPERIS LTD,100027491,-5835.78,#,EC1R 3DR,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Rail and Road Projects,EXPERIS LTD,2000022545,5835.78,#,EC1R 3DR,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Rail Commercial Contracts,MORGAN HUNT UK LTD,2000022550,3650.4,#,EC4M 7EG,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000022560,2662.2,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000022560,1722.25,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000022560,2808,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000022560,3514.8,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000022560,3514.8,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000022560,1968.29,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000022560,3514.8,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,MICHAEL PAGE INTERNATIONAL,2000022560,660,#,SL1 3SA,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,NETWORKERS INTERNATIONAL (UK) PLC,2000022563,887.94,#,BR1 1HP,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000022561,14400,#,SW19 3RU,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000022561,15120,#,SW19 3RU,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,PARITY RESOURCES LTD,2000022561,8748,#,SW19 3RU,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000022561,14625,#,SW19 3RU,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Group Finance,PARITY RESOURCES LTD,2000022561,14790,#,SW19 3RU,
Department for Transport,Department for Transport,07/02/2013,Agency Staff Costs,Refran Prog Off,SPRING TECHNOLOGY LTD  ALSO T/A,2000022565,2534.83,#,B37 7YE,
Department for Transport,Department for Transport,07/02/2013,Computer equipment,Business Transformation,REMPLOY LTD,2000022535,3292.8,#,LS12 6LN,
Department for Transport,Department for Transport,07/02/2013,Courier Charges,Business Transformation,DX SECURE LIMITED,2000022541,559.56,#,NN3 6YG,
Department for Transport,Department for Transport,07/02/2013,CurrGrtPriSec-P&NPIS,Roads,SUSTRANS (RESEARCH FUNDING),2000022567,1550,CASE studentship cycle counts Oct-Dec 12,BS1 5DD,
Department for Transport,Department for Transport,07/02/2013,Data Supply - TD,Transport Direct and Travel information,LANDMARK INFORMATION GROUP LTD,2000022547,10593.6,#,EX2 7HY,
Department for Transport,Department for Transport,07/02/2013,Electricity,Air Accident Investigation Branch,HARVEST ENERGY,2000022568,2468.36,#,W1G 0PU,
Department for Transport,Department for Transport,07/02/2013,Hotel&Accom Costs,Group Finance,REDFERN TRAVEL LTD,2000022569,25584.52,JAN 13 TRAVEL INVOICE,BD1 3AZ,
Department for Transport,Department for Transport,07/02/2013,Hotel&Accom Costs,Marine Accident Investigation Branch,REDFERN TRAVEL LTD,2000022569,2202.58,#,BD1 3AZ,
Department for Transport,Department for Transport,07/02/2013,Hotel&Accom Costs,Local,,2000022501,680.56,*Trip from 12.01.13 To  19.01.13 to   Washington D,,
Department for Transport,Department for Transport,07/02/2013,IT Ser Running Costs,Roads,TRAFFICMASTER PLC,2000022557,33960,#,MK43 0TR,
Department for Transport,Department for Transport,07/02/2013,Other Travel Costs,Local,,2000022501,38.01,*Trip from 12.01.13 To  19.01.13 to   Washington D,,
Department for Transport,Department for Transport,07/02/2013,Printing,Air Accident Investigation Branch,WILLIAMS LEA LIMITED,2000022575,3079.8,#,NR3 1PD,
Department for Transport,Department for Transport,07/02/2013,Printing,Air Accident Investigation Branch,WILLIAMS LEA LIMITED,2000022575,3696.92,#,NR3 1PD,
Department for Transport,Department for Transport,07/02/2013,Printing,Air Accident Investigation Branch,WILLIAMS LEA LIMITED,2000022575,2171.26,#,NR3 1PD,
Department for Transport,Department for Transport,07/02/2013,Printing,DASH,WILLIAMS LEA LIMITED,2000022575,2122.8,#,NR3 1PD,
Department for Transport,Department for Transport,07/02/2013,Prog&ProjMgmt Consul,Greener Transport & International,MOORHOUSE CONSULTING LIMITED,2000022571,43077.6,#,EC1N 2TD,
Department for Transport,Department for Transport,07/02/2013,Property Consultancy,Business Transformation,LONDON&CONTINENTAL RAILWAYS LTD,2000022566,42804.98,Recharges relating to Crowthorne Business Estate,NW1 1AY,
Department for Transport,Department for Transport,07/02/2013,Publicity,Roads,ABBOTT MEAD VICKERS BBDO LTD,2000022542,22469.61,#,NW1 5QE,
Department for Transport,Department for Transport,07/02/2013,Publicity,Roads,LEO BURNETT LTD,2000022548,5794,#,W14 8HQ,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Centrally held prog,BARCLAYS BANK PLC,2000022543,33814.5,Barclays - DFT ISE- January 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Centrally held prog,BARCLAYS BANK PLC,2000022543,24401.76,Barclays - DFT ISE- January 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Centrally held prog,BARCLAYS BANK PLC,2000022543,51791,Barclays - DFT ISE - Feb 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000022543,20735.78,Barclays - DFT Corporate- January 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000022543,1415.53,Barclays - DFT Corporate- January 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000022543,5418.15,Barclays - DFT MP&L - January 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000022543,10110.27,Barclays - DFT Domestic - January 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Purchasing Card Char,Group Finance,BARCLAYS BANK PLC,2000022543,11944.98,Barclays - DFT Domestic - Feb 2013,NN4 7SG,
Department for Transport,Department for Transport,07/02/2013,Rail Travel,Group Finance,REDFERN TRAVEL LTD,2000022569,65584.12,#,BD1 3AZ,
Department for Transport,Department for Transport,07/02/2013,Research,Marine Accident Investigation Branch,IHS (GLOBAL) LTD - FAIRPLAY REDHILL,2000022549,3000,#,RH1 1UP,
Department for Transport,Department for Transport,07/02/2013,Research,Local,NATIONAL CENTRE FOR SOCIAL RESEARCH,2000022551,25694,#,EC1V 0AX,
Department for Transport,Department for Transport,07/02/2013,Services prov by OGD,Rail,BRB (RESIDUARY) LTD,2000022562,24189.52,#,WC2B 4AN,
Department for Transport,Department for Transport,07/02/2013,Small Software,Business Transformation,THE PRESS ASSOCIATION LTD,2000022564,850.21,#,SW1V 1A,
Department for Transport,Department for Transport,07/02/2013,Subscriptions to Pro,Analysis/Science,THE SOCIAL RESEARCH ASSOCIATION,2000022555,518.4,#,NW1 2HX,
Department for Transport,Department for Transport,07/02/2013,Subsidies Private Se,Local,CONNECT TRANSPORT LTD,1500000034,-3332.62,#,NE34 0NT,
Department for Transport,Department for Transport,07/02/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000022559,50299.9,MSRS Freight Grant,,
Department for Transport,Department for Transport,07/02/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000022559,38131.85,MSRS Freight Grant,,
Department for Transport,Department for Transport,07/02/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000022570,8363.52,MSRS Freight Grant,,
Department for Transport,Department for Transport,07/02/2013,Subsidies Private Se,Roads,MSRS Freight Grant,2000022572,3308.13,MSRS Freight Grant,,
Department for Transport,Department for Transport,07/02/2013,Subsistence Costs,Marine Accident Investigation Branch,REDFERN TRAVEL LTD,2000022569,30.98,#,BD1 3AZ,
Department for Transport,Department for Transport,07/02/2013,Subsistence Costs,Local,,2000022501,338.96,*Trip from 12.01.13 To  19.01.13 to   Washington D,,
Department for Transport,Department for Transport,07/02/2013,Support Services,Local,OECD RUE ANDRE PASCAL 2,2000022574,3510.17,#,75775,
Department for Transport,Department for Transport,07/02/2013,Taxis,Local,,2000022501,40,*Trip from 12.01.13 To  19.01.13 to   Washington D,,
Department for Transport,Department for Transport,07/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,100027490,3448.5,#,BS24 9BP,
Department for Transport,Department for Transport,07/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022556,3205.5,#,BS24 9BP,
Department for Transport,Department for Transport,07/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022556,3606,#,BS24 9BP,
Department for Transport,Department for Transport,07/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022556,486,#,BS24 9BP,
Department for Transport,Department for Transport,07/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022556,486,#,BS24 9BP,
Department for Transport,Department for Transport,07/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,100027490,-3448.5,#,BS24 9BP,
Department for Transport,Department for Transport,07/02/2013,Traffic Survey & Cou,Roads,TDC SYSTEMS LIMITED,2000022556,3448.5,#,BS24 9BP,
Department for Transport,Department for Transport,07/02/2013,Training,Greener Transport & International,CORINNE GAUTIER-CAPES,2000022573,511,#,SW19 2AY,
Department for Transport,Department for Transport,07/02/2013,Training,Business Transformation,SOFTWARE BOX LTD,2000022536,600,#,YO61 1ET,
Department for Transport,Department for Transport,07/02/2013,Transport  Consult,Rail and Road Projects,OVE ARUP & PARTNERS,2000022553,19117.65,#,NE1 3PL,
Department for Transport,Department for Transport,07/02/2013,Travel Booking Costs,Group Finance,REDFERN TRAVEL LTD,2000022569,125021.66,JAN 13 TRAVEL INVOICE,BD1 3AZ,
Department for Transport,Department for Transport,07/02/2013,Travel Booking Costs,Group Finance,REDFERN TRAVEL LTD,2000022569,0.09,#,BD1 3AZ,
Department for Transport,Department for Transport,08/02/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000022665,4608,#,SL1 3SA,
Department for Transport,Department for Transport,08/02/2013,Agency Staff Costs,Group Finance,MICHAEL PAGE INTERNATIONAL,2000022665,5760,#,SL1 3SA,
Department for Transport,Department for Transport,08/02/2013,Building Service Cha,Business Transformation,AMEY COMMUNITY LTD,2000022673,74132.82,#,OX4 4DQ,
Department for Transport,Department for Transport,08/02/2013,Cap Grt Pri Sec-Cos.,Local,SUSTRANS LTD,2000022664,7500000,Linking Local Communities (Growth Fund) 2012-13,BS1 5DD,
Department for Transport,Department for Transport,08/02/2013,Computer equipment,Air Accident Investigation Branch,Probrand Ltd,2000022647,798.56,PROBRAND NON ETHOS 2 10GB FIBRE & CABLE,B1 3BP,
Department for Transport,Department for Transport,08/02/2013,Hotel&Accom Costs,General Counsel's Office,,2000022602,504,*Trip from 21.01.13 To  25.01.13 to   Cotswolds Co,,
Department for Transport,Department for Transport,08/02/2013,Hotel&Accom Costs,Roads,,2000022617,732.75,*Trip from 15.01.13 To  18.01.13 to   Geneva,,
Department for Transport,Department for Transport,08/02/2013,IT Ser Running Costs,Air Accident Investigation Branch,LA INTERNATIONAL COMPUTER,2000022658,1699.5,#,ST1 5UB,
Department for Transport,Department for Transport,08/02/2013,IT Ser Running Costs,Marine Accident Investigation Branch,LA INTERNATIONAL COMPUTER,2000022658,1699.5,#,ST1 5UB,
Department for Transport,Department for Transport,08/02/2013,IT Ser Running Costs,Rail Accident Investigation Branch,LA INTERNATIONAL COMPUTER,2000022658,3399,#,ST1 5UB,
Department for Transport,Department for Transport,08/02/2013,Legal Consultancy,DASH,DLA PIPER UK LLP,2000022650,31137,#,M2 3DL,
Department for Transport,Department for Transport,08/02/2013,Newspapers,Business Transformation,JONES YARRELL LEADENHALL,2000022656,576.92,#,E3 3JH,
Department for Transport,Department for Transport,08/02/2013,Other Travel Costs,General Counsel's Office,,2000022602,92.4,*Trip from 21.01.13 To  25.01.13 to   Cotswolds Co,,
Department for Transport,Department for Transport,08/02/2013,Other Travel Costs,Roads,,2000022617,21,*Trip from 15.01.13 To  18.01.13 to   Geneva,,
Department for Transport,Department for Transport,08/02/2013,Postage,DASH,ROYAL MAIL,2000022660,2144.82,#,PE4 5PG,
Department for Transport,Department for Transport,08/02/2013,Publications for Res,Local,FOLIO CREATIVE COMMUNICATION LTD,2000022653,3100,#,RG9 1RY,
Department for Transport,Department for Transport,08/02/2013,Publicity,Roads,FORSTER LAMOND LTD,2000022671,1872.5,#,SE1 1RU,
Department for Transport,Department for Transport,08/02/2013,Publicity,Transport Security Strategy,INTOUCHUK.COM LTD,2000022654,834.85,#,SW19 2RR,
Department for Transport,Department for Transport,08/02/2013,Small Software,Business Transformation,SOFTWARE BOX LTD,2000022661,14201.28,#,YO61 1ET,
Department for Transport,Department for Transport,08/02/2013,Subsistence Costs,General Counsel's Office,,2000022602,5,*Trip from 21.01.13 To  25.01.13 to   Cotswolds Co,,
Department for Transport,Department for Transport,08/02/2013,Subsistence Costs,Roads,,2000022617,30,*Trip from 15.01.13 To  18.01.13 to   Geneva,,
