IATI-Number,Project-Number,Project name,Project Description ,Benefiting Country,Country Code,Benefitting Region,Region Code,Input Sector,Input Sector text,Delivery Channel,Delivery channel text,Aid Type,Nature of Submission,Activity Start Date,Commitment Date,Activity End Date,Activity Status,Activity Scope,Climate Change - Adaptation,Climate Change - Mitigation,Climate Change - Biodiversity,Climate Change - Desertification,Gender Equality,Aid to Environment,Good Governance,Trade Development,RMNCH,Document 1 - Type,2015 Q 4,Full Year Actuals
GB-GOV-3-PAF-SAP-140003,PAF-SAP-140003,Youth leadership initiative ,"A practical youth leadership initiative addressing conflict resolution and crisis management issues among South African schools.  Through peer-to-peer learning programmes, pairing disadvantaged schools with those in more affluent catchment areas, this programme equips youth with the leadership skills to broker stable and peaceful communities; and boosts individuals’ leadership and public diplomacy skills – and their future prospects. ",South Africa,ZA,,,11120,Education facilities and training,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,400,400
GB-GOV-3-PAF-SAP-140007,PAF-SAP-140007,Grootbos Foundation: Exchange to Eden Project,"Professional and personal development of previously disadvantaged students through participation in the Eden Project's Green Futures programme.  Visit to Eden Project in the UK by 3 promising students in Mar-Apr 2015, identified by South African NGO Grootbos Foundation.  Students receive job skills training and shadowed senior Eden Project staff.  Students return to South Africa with improved employability prospects in green sector.",South Africa,ZA,,,41010,Environmental policy and administrative management,23000,Developing country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"5,471.00","5,471.00"
GB-GOV-3-PAF-SAP-140008,PAF-SAP-140008,Supporting peace and security in South Africa and Swaziland,"A project to promote peace and security in South Africa by enabling Swazi activists to share first-hand information on Swaziland with key national, regional and international policy shapers based in South Africa.",South Africa,ZA,,,15220,"Civilian peace-building, conflict prevention and resolution",11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,993.00","3,993.00"
GB-GOV-3-PAF-SAP-140009,PAF-SAP-140009,The Duke of Edinburgh’s international award in South Africa ,"Aim is to ensure continued growth and awareness of Award scheme in South Africa, and helps to reach promising leaders in rural/impoverished areas.  Project provides training and mentoring support for individuals and organisations forming part of Award scheme in South Africa. 30 remote and rural award unit sites, across 4 provinces (Limpopo, Eastern cape, Gauteng and Mpumalanga).  ",South Africa,ZA,,,11120,Education facilities and training,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"4,091.00","4,091.00"
GB-GOV-3-PAF-SAP-140010,PAF-SAP-140010,Improving Provision of Education in Eastern Cape province,"A project to improve the provision of education to rural and disadvantaged children in Eastern Cape province, through a TuTuDesk Foundation initiative.",South Africa,ZA,,,11120,Education facilities and training,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"8,162.00","8,162.00"
GB-GOV-3-PAF-SCV-140004,PAF-SCV-140004,Countering gender-based violence in the Seychelles,This project aims to tackle gender-based violence through support to Seychelles’ initiatives,Seychelles,SC,,,15170,Womenâ€™s equality organisations and institutions,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,2,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"12,423.00","12,423.00"
GB-GOV-3-PAF-SCV-140005,PAF-SCV-140005,Support to National Paralympic Association,"Provision of equipment to promote disabled sport via the National Paralympic Association (NPA), the 1st new NPA formed following the London 2012 Games",Seychelles,SC,,,15110,Public sector policy and administrative management,41114,United Nations Development Programme,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,072.00","7,072.00"
GB-GOV-3-PAF-SDK-140002,PAF-SDK-140002,English language training for Sudanese government officials to enhance international engagement,"This project aims to provide Sudanese government officials with English language training, allowing HMG to build relationships and trust with key government institutions in Sudan, leading to deeper engagement and a more stable and secure country. ",SUDAN,SD,,,15150,Democratic participation and civil society,12000,Recipient Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,1,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"9,229.00","9,229.00"
GB-GOV-3-PAF-SDK-140003,PAF-SDK-140003,Women’s Literacy ,Contribute to economic stability and prosperity through delivering basic services to underprivileged women.,SUDAN,SD,,,15170,Womenâ€™s equality organisations and institutions,50000,Other,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,1,0,2,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"5,953.00","5,953.00"
GB-GOV-3-PAF-SDK-140004,PAF-SDK-140004,Vocational training for prisoners,Build relationships and trust with key government institution that we need to engage with to progress UK objectives in Sudan.,SUDAN,SD,,,11120,Education facilities and training,21000,International NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,1,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,145.00","7,145.00"
GB-GOV-3-PAF-SDK-140005,PAF-SDK-140005,Supporting defenders of human rights ,This project is aimed at promoting human rights by giving support through English language training for those who speak out in defence of and monitor human rights.,SUDAN,SD,,,15160,Human rights,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,1,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,484.00","7,484.00"
GB-GOV-3-PAF-SDK-140007,PAF-SDK-140007,Human rights advocacy through celebrating major international human rights days,"Defending Human Rights: Address human rights abuses especially the violence against women including tackling FGCM, through the celebration of International Human Rights Days.",SUDAN,SD,,,15160,Human rights,22000,Donor country-based NGO,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,1,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"7,283.00","7,283.00"
GB-GOV-3-PAF-SDK-140009,PAF-SDK-140009,Counter-extremism assessment,Undertake expert scoping assessment on radicalisation in Sudan and preparation of a feasibility report and proposal for programme of arts and cultural engagement to address concerns,SUDAN,SD,,,15210,Security system management and reform,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,1,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"15,681.00","15,681.00"
GB-GOV-3-PAF-SDK-140010,PAF-SDK-140010,Promoting stability in Sudan.,"This project is designed to support policies that will lead to increased regional stability. The event will bring external experts and academics together with HMG policy officials to consider Sudan’s relationships with countries in the region, and implications for HMG engagement in an attempt to develop appropriate policy interventions to support regional stability, and to encourage this to be done in tandem with other like-minded partners.
",SUDAN,SD,,,15220,"Civilian peace-building, conflict prevention and resolution",20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,1,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"1,276.00","1,276.00"
GB-GOV-3-PAF-SED-140001,PAF-SED-140001,Combating Sexual Violence in Conflict ,A project aiming to tackle sexual violence in conflict by better mobilising and coordinating the work of the various actors working in this space in the West Africa and raising awareness of the Global Summit to End Sexual Violence in Conflict.,Senegal,SN,,,15170,Womenâ€™s equality organisations and institutions,20000,Non-governmental Organisations (NGOs) And Civil Society,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,2,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,782,782
GB-GOV-3-PAF-SED-140005,PAF-SED-140005,Building institutional capacity in Guinea Bissau ,This project aims to strengthen democracy and governance in Guinea Bissau by supporting the UK's Inter Parliamentary Union work (conducted in conjunction with the EU and Westminster's Commissioner for Standards) to build the capacity of MPs in Guinea Bissau through a reconciliation and ethics programme in the National Assembly.,Guinea-Bissau,GW,,,15152,Legislatures and political parties,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"12,336.00","12,336.00"
GB-GOV-3-PAF-SNC-140002,PAF-SNC-140002,Promoting economic development in Guinea,"The project promotes economic development in Guinea by supporting a network of new local graduates, building their skills and capacity to exploit sustainable employment opportunities and potentially work with UK partners to create prosperity in Guinea. ",GUINEA,GN,,,25010,Business support services and institutions,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"3,157.00","3,157.00"
GB-GOV-3-PAF-SNC-140004,PAF-SNC-140004,Preventing  violence against women,"A project to prevent violence against women by raising awareness and training 45 community leaders (women, religious, local officials) on different forms of violence against women and the issues surrounding them.",GUINEA,GN,,,15122,Diplomatic missions,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"4,162.00","4,162.00"
GB-GOV-3-PAF-SNC-140005,PAF-SNC-140005,Tackling the spread of the ebola virus,This project aims to reduce transmission of the ebola virus among rural communities through awareness raising activities and community engagement.,GUINEA,GN,,,15210,Security system management and reform,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"6,993.00","6,993.00"
GB-GOV-3-PAF-SNF-140004,PAF-SNF-140004,Supporting private and public investment in local communities,"This project aims to promote responsible economic development and good financial management. The project comprises two small infrastructure projects and the provision of a clean water supply, which will be used as an example of government and private sector investment. It aims to engage and support residents in community development, and demonstrates to the private sector the presentational and practical benefits of active corporate responsibility.  ",Sierra Leone,SL,,,25010,Business support services and institutions,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"4,476.00","4,476.00"
