Newcastle City Council Invoices over £500 paid in November 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,29 November 2011,ALLIED HEALTHCARE GROUP,5321107,Revenue,1MM52,Ind Home-Dom Supp MH         M,77.52
Adult and Culture,Adult Serv Finance         ,Third Party Payments,02 November 2011,ALLIED HEALTHCARE GROUP LTD,5290165,Revenue,1MG53,Supporting People Eld        M,"4,661.03"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,30 November 2011,ALLIED HEALTHCARE GROUP LTD,5323731,Revenue,1MG50,Ind Home Spot Pur Elderly    M,"2,482.56"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04 November 2011,ALLIED HEALTHCARE GROUP LTD,5292296,Revenue,1MG50,Ind Home Spot Pur Elderly    M,"2,536.24"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,04 November 2011,ALLIED HEALTHCARE GROUP LTD,5292604,Revenue,1MG53,Supporting People Eld        M,"4,826.08"
Environment & Regeneration,Cityworks Clean E/C        ,Supplies & Services,30 November 2011,ALPHA LETTERING,5321006,Revenue,1KEAR,Cleansing Overhead           K,277.40
Environment & Regeneration,Cityworks Clean E/C        ,Supplies & Services,30 November 2011,ALPHA LETTERING,5321006,Revenue,1KE42,Waste Coll Trade Overhead    K,267.40
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,02 November 2011,ALTONAIDS MOBILITY,5290121,Revenue,1V206,Shop Mobility                K,543.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21 November 2011,ALZHEIMERS SOCIETY,5308303,Revenue,1MG60,IND Day Care Elderly         M,"19,109.87"
Environment & Regeneration,Allendale Building                     ,Supplies & Services,10 November 2011,AMARI PLASTICS PLC,5294702,Revenue,1KBM0,Public & Educ O/H            K,955.92
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AMBER HOUSE RESIDENTIAL HOME (IN ADMIN),5311521,Revenue,1MG20,Ind Res Care Elderly         M,-437.40
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AMBER HOUSE RESIDENTIAL HOME (IN ADMIN),5311522,Revenue,1MG20,Ind Res Care Elderly         M,"-1,312.20"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AMBER HOUSE RESIDENTIAL HOME (IN ADMIN),5311523,Revenue,1MG20,Ind Res Care Elderly         M,"-1,749.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,AMBER HOUSE RESIDENTIAL HOME (IN ADMIN),5311521,Revenue,1MG20,Ind Res Care Elderly         M,"1,260.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,AMBER HOUSE RESIDENTIAL HOME (IN ADMIN),5311522,Revenue,1MG20,Ind Res Care Elderly         M,"3,780.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,AMBER HOUSE RESIDENTIAL HOME (IN ADMIN),5311523,Revenue,1MG20,Ind Res Care Elderly         M,"5,040.00"
Environment & Regeneration,Allendale Building                     ,Supplies & Services,30 November 2011,AMENITY & HORTICULTURAL SERVICES LTD,5304291,Revenue,1KEKC,Env Imp Iem  Hard Landscape  K,"1,907.50"
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,14 November 2011,ANCHOR HOUSING TRUST,5302647,Revenue,1MG55,Extra Care Housing           M,"16,452.48"
Adult and Culture,Social Services-Care Support           ,Third Party Payments,03 November 2011,ANCHOR TRUST,5291200,Revenue,3WH91,Supporting People            M,"8,335.34"
Children's Services,Raising Stnds              ,Supplies & Services,02 November 2011,ANDRELL EDUCATION LTD,5290183,Revenue,1E66A,Seconday Improvement Team    E,"4,950.00"
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,03 November 2011,APEC ENVIRONMENTAL LTD,5288610,Revenue,1KE23,Sandhills                    K,587.00
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,24 November 2011,APEX RADIO SYSTEMS LTD,5315080,Revenue,1KE23,Sandhills                    K,"1,470.00"
Environment & Regeneration,EEC Housing                ,Premises,25 November 2011,APPOLLO GAS SERVICES,5305083,Revenue,1D568,Work In Default Recoverable  K,"1,453.31"
Chief Executive's,CXO Health & Safety        ,Employees,28 November 2011,APSE,5319737,Revenue,1FP40,Safety                       F,676.00
Environment & Regeneration,Highways                               ,Supplies & Services,11 November 2011,ARCO LTD,5299364,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,33.03
Environment & Regeneration,Highways                               ,Supplies & Services,11 November 2011,ARCO LTD,5299364,Revenue,3KIMF,Highways Stock Account       K,519.26
Chief Executive's,EEC Trading                ,Supplies & Services,09 November 2011,ARGUS SOFTWARE LIMITED,5294969,Revenue,1DTS1,Property Services Overheads  F,800.00
Environment & Regeneration,Highways                               ,Supplies & Services,03 November 2011,ARMCON LTD,5291721,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,681.60
Environment & Regeneration,E&R Parking Services       ,Transport,28 November 2011,ARRIVA NORTH EAST,5319514,Revenue,1V301,Travel Office Travel Passes  K,"3,030.00"
Environment & Regeneration,Allendale Building                     ,Supplies & Services,23 November 2011,ASH & LACY PERFORATORS LTD,5312989,Revenue,3KIMD,Other Stores Stock Account   K,"10,390.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,ASHFIELD COURT,5296892,Revenue,1MG20,Ind Res Care Elderly         M,"-2,571.30"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,ASHFIELD COURT,5296892,Revenue,1MG20,Ind Res Care Elderly         M,"8,497.84"
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,16 November 2011,ASKEWS LIBRARY SERVICES LTD,5290539,Revenue,1EJ13,Stock Services               M,653.34
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,23 November 2011,ASKEWS LIBRARY SERVICES LTD,5296342,Revenue,1EJ13,Stock Services               M,655.15
Environment & Regeneration,Highways                               ,Employees,14 November 2011,ASLEC,5298820,Revenue,1KELA,Traffic Sig General Oh       K,"1,450.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,ASPINDEN WOOD CENTRE,5311462,Revenue,1MM20,Ind Res Care MH              M,-937.68
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,ASPINDEN WOOD CENTRE,5311463,Revenue,1MM20,Ind Res Care MH              M,-295.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,ASPINDEN WOOD CENTRE,5311462,Revenue,1MM20,Ind Res Care MH              M,"8,772.86"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,ASPINDEN WOOD CENTRE,5311463,Revenue,1MM20,Ind Res Care MH              M,"2,760.00"
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,30 November 2011,ASPIRE-I LTD,5299422,Revenue,1EJ13,Stock Services               M,960.00
Environment & Regeneration,Cityworks Sports Dev       ,Supplies & Services,17 November 2011,ASSIST CREATIVE RESOURCES LTD,5306470,Revenue,1KLV7,WEIGHT MANAGEMENT            K,424.69
Adult and Culture,Social Services                        ,Current Liabilities,01 November 2011,AT HOME IN THE COMMUNITY LTD,5287859,Revenue,4WX32,Patients Property Suspense   M,"1,851.80"
Adult and Culture,Social Services                        ,Current Liabilities,30 November 2011,AT HOME IN THE COMMUNITY LTD,5323122,Revenue,4WX32,Patients Property Suspense   M,"1,851.80"
Adult and Culture,Social Services-Care Support           ,Third Party Payments,03 November 2011,AT HOME IN THE COMMUNITY LTD,5291247,Revenue,3WH91,Supporting People            M,"8,442.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",03 November 2011,AT HOME IN THE COMMUNITY LTD,5291257,Revenue,1MK50,Ind Supported Living LD      M,-680.05
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",17 November 2011,AT HOME IN THE COMMUNITY LTD,5305933,Revenue,1MK50,Ind Supported Living LD      M,-680.05
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24 November 2011,AT HOME IN THE COMMUNITY LTD,5315257,Revenue,1MK50,Ind Supported Living LD      M,-680.05
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16 November 2011,AT HOME IN THE COMMUNITY LTD,5305353,Revenue,1MK50,Ind Supported Living LD      M,-680.05
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03 November 2011,AT HOME IN THE COMMUNITY LTD,5291257,Revenue,1MG50,Ind Home Spot Pur Elderly    M,"1,366.68"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03 November 2011,AT HOME IN THE COMMUNITY LTD,5291257,Revenue,1MK50,Ind Supported Living LD      M,"12,895.57"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03 November 2011,AT HOME IN THE COMMUNITY LTD,5291257,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03 November 2011,AT HOME IN THE COMMUNITY LTD,5291257,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,275.44"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,03 November 2011,AT HOME IN THE COMMUNITY LTD,5291257,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17 November 2011,AT HOME IN THE COMMUNITY LTD,5305933,Revenue,1MK50,Ind Supported Living LD      M,"12,647.81"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17 November 2011,AT HOME IN THE COMMUNITY LTD,5305933,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17 November 2011,AT HOME IN THE COMMUNITY LTD,5305933,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,275.44"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,17 November 2011,AT HOME IN THE COMMUNITY LTD,5305933,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24 November 2011,AT HOME IN THE COMMUNITY LTD,5315257,Revenue,1MG50,Ind Home Spot Pur Elderly    M,585.72
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24 November 2011,AT HOME IN THE COMMUNITY LTD,5315257,Revenue,1MK50,Ind Supported Living LD      M,"13,618.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24 November 2011,AT HOME IN THE COMMUNITY LTD,5315257,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24 November 2011,AT HOME IN THE COMMUNITY LTD,5315257,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,156.04"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24 November 2011,AT HOME IN THE COMMUNITY LTD,5315257,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16 November 2011,AT HOME IN THE COMMUNITY LTD,5305353,Revenue,1MK50,Ind Supported Living LD      M,"12,647.81"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16 November 2011,AT HOME IN THE COMMUNITY LTD,5305353,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16 November 2011,AT HOME IN THE COMMUNITY LTD,5305353,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,275.44"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16 November 2011,AT HOME IN THE COMMUNITY LTD,5305353,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24"
Environment & Regeneration,E&R Housing Dev & Prtnr Mgt    ,Capital Expenditure,30 November 2011,ATKINS LTD,5323882,Capital,2N401,Capital General              K,"5,000.00"
Environment & Regeneration,Regen West Regen Ctre      ,Capital Expenditure,21 November 2011,ATKINS LTD,5308883,Capital,2N401,Capital General              K,"5,100.00"
HRA,HRA Planning QS            ,Capital Expenditure,09 November 2011,ATKINS LTD,5294943,Capital,2HE01,Capital Citywide             H,"5,330.00"
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302667,Revenue,3KS04,Newcastle Warm Zone          K,826.67
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302668,Revenue,3KS04,Newcastle Warm Zone          K,766.67
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302669,Revenue,3KS04,Newcastle Warm Zone          K,"1,003.67"
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302670,Revenue,3KS04,Newcastle Warm Zone          K,"1,051.33"
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302671,Revenue,3KS04,Newcastle Warm Zone          K,756.67
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302737,Revenue,3KS04,Newcastle Warm Zone          K,758.33
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302738,Revenue,3KS04,Newcastle Warm Zone          K,536.00
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302739,Revenue,3KS04,Newcastle Warm Zone          K,"1,520.00"
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,14 November 2011,AUBREY CORNFOOT LTD,5302740,Revenue,3KS04,Newcastle Warm Zone          K,"3,919.00"
Environment & Regeneration,Newcastle Warm Zone                    ,Third Party Payments,22 November 2011,AUBREY CORNFOOT LTD,5310881,Revenue,3KS04,Newcastle Warm Zone          K,"1,476.86"
Children's Services,Comm & Learner Funding     ,Supplies & Services,24 November 2011,AURA (NEWCASTLE) PROJECT COMPANY LTD,5316222,Revenue,1E31G,PF12 BSF Operations          E,"1,046,780.03"
Children's Services,Comm & Learner Funding     ,Supplies & Services,30 November 2011,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,5316221,Revenue,1E31H,BSF Phase 2                  E,"764,613.54"
Environment & Regeneration,Cityworks Lightfoot        ,Capital Expenditure,22 November 2011,AURA NEWCASTLE LTD,5311569,Capital,2KL01,Leisure Services             K,"477,457.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AUTISM INITIATIVES,5311481,Revenue,1MK20,Ind Res Care LD              M,-147.50
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AUTISM INITIATIVES,5311482,Revenue,1MK20,Ind Res Care LD              M,-147.50
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AUTISM INITIATIVES,5311483,Revenue,1MK20,Ind Res Care LD              M,-73.75
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AUTISM INITIATIVES,5311484,Revenue,1MK20,Ind Res Care LD              M,-221.25
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",22 November 2011,AUTISM INITIATIVES,5311485,Revenue,1MK20,Ind Res Care LD              M,-295.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,01 November 2011,AUTISM INITIATIVES,5288743,Revenue,1MK50,Ind Supported Living LD      M,"18,077.36"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,29 November 2011,AUTISM INITIATIVES,5321127,Revenue,1MK50,Ind Supported Living LD      M,"18,077.36"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,AUTISM INITIATIVES,5311481,Revenue,1MK20,Ind Res Care LD              M,"3,053.76"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,AUTISM INITIATIVES,5311482,Revenue,1MK20,Ind Res Care LD              M,"3,053.76"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22 November 2011,AUTISM INITIATIVES,5311483,Revenue,1MK20,Ind Res Care LD              M,"1,526.88"
