Year,Author,Title,citation,Type,Collaborators,Main subject,Subject,Keywords,URL,Notes
2012,MARSTON DA; ELLIS RJ; HORTON DL; Kuzmin IV; WISE EL; MCELHINNEY LM; BANYARD AC; Ngeleja C; Keyyu J; Cleaveland S; Lembo T; Rupprecht CE; FOOKS AR,Complete genome sequence of Ikoma lyssavirus.,Journal of Virology 86 (18) 10242-10243,Periodical article,"Rabies Program, Poxvirus and Rabies Branch, Division of High-Consequence Pathogens and Pathology, Centers for Disease Control and Prevention, Atlanta, Georgia, USA.
University of Liverpool, National Consortium for Zoonosis Research, Leahurst, Neston, South Wirral. 
Central Veterinary Laboratory, Dar es Salaam, Tanzania. 
Tanzania Wildlife Research Institute, Arusha, Tanzania. 
MRC-University of Glasgow, Centre for Virus Research, Glasgow.",VIROLOGY,GENERAL; WILDLIFE AND PESTS,Rabies,http://dx.doi.org/10.1128/jvi.01628-12,
2012,MARSTON DA; HORTON DL; Ngeleja C; Hampson K; MCELHINNEY LM; BANYARD AC; Haydon D; Cleaveland S; Rupprecht CE; Bigambo M; FOOKS AR; Lembo T,"Ikoma lyssavirus, highly divergent novel lyssavirus in an African civet.",Emerging Infectious Diseases 18 (4) 664-667,Periodical article,"Central Veterinary Laboratory, Dar es Salaam, Tanzania. University of Glasgow, Glasgow, Scotland.
National Consortium for Zoonosis Research, Neston.
Centers for Disease Control and Prevention, Atlanta, Georgia, USA.
Lincoln Park Zoo Tanzania Program, Arusha, Tanzania.",VIROLOGY,WILDLIFE AND PESTS,Rabies,http://dx.doi.org/10.3201/eid1804.111553,
2012,MARTELLI F; DAVIES RH,Salmonella serovars isolated from table eggs: an overview.,Food Research International 45 (2) 745-754,Periodical article,,BACTERIOLOGY,POULTRY AND OTHER BIRDS,Salmonella,,
2012,MAWHINNEY I; Palmer D; Gessler F; CRANWELL M; FOYLE L; OTTER A; PAYNE J; STRUGNELL B,Investigation of serology for diagnosis of outbreaks of botulism in cattle.,Veterinary Journal 192 (3) 382-384,Periodical article,"Animal Health Laboratories, Department of Agriculture and Food WA, 3 Baron Hay Court, South Perth, WA 6151, Australia.
Miprolab Gmbh, Marie Curie Strasse 7, 37079 Goettingen, Germany.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Cattle; Clostridium botulinum,http://dx.doi.org/10.1016/j.tvjl.2011.08.024,
2012,MAYERS J; SAWYER J,Development and evaluation of a multiplex enzyme-linked immunosorbent assay for the detection of antibodies to bovine respiratory diseases on the Meso Scale Discovery platform.,Journal of Veterinary Diagnostic Investigation 24 (4) 725-729,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL; DIAGNOSTIC TECHNIQUES,BVD virus,http://vdi.sagepub.com/content/24/4/725.full.pdf+html,
2012,MCELHINNEY LM; Setzkorn C; MARSTON DA; Freuling CM; Muller T; FOOKS AR,Lyssavirus sequence database.,Rabies Bulletin Europe 36 (2) 9-11,Periodical article,"National Consortium for Zoonosis Research, University of Liverpool, Leahurst, Neston, Wirral.
Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Greifswald - Insel Riems, Germany",VIROLOGY,OTHER ANIMALS,Rabies,http://www.who-rabies-bulletin.org/Journal/Archive/Bulletin_2012_2.pdf,
2012,McFadden AMJ; Tisdall DJ; Hill FI; Otterson P; Pulford D; PEAKE J; FINNEGAN CJ; LA ROCCA SA; Kok-Mun T; Weir AM,The first case of a bull persistently infected with Border disease virus in New Zealand.,New Zealand Veterinary Journal 60 (5) 290-296,Periodical article,"Investigation and Diagnostic Centre, Wallaceville, Biosecurity New Zealand, Ministry of Agriculture and Forestry , PO Box 40742, Upper Hutt , 5018 , New Zealand.
Gribbles Veterinary Pathology , PO Box 536, Palmerston North , New Zealand.
Eltham District Vet Services , Railway St, Eltham , New Zealand.",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,Virology Cattle VP,http://dx.doi.org/10.1080/00480169.2012.675568,
2012,MCGIVEN JA; Nicola A; COMMANDER NJ; DUNCOMBE L; TAYLOR AV; Villari S; DAINTY A; THIRLWALL R; BOUZELMAT N; PERRETT LL; BREW SD; STACK JA,An evaluation of the capability of existing and novel serodiagnostic methods for porcine brucellosis to reduce false positive serological reactions.,Veterinary Microbiology 160 (3–4) 378-386,Periodical article,"SENASA (OIE Reference Laboratory for Brucellosis), Av. Alexander Fleming 1653, 1640 Martínez, Pcia. de Buenos Aires, Argentina.
Istituto Zooprofilattico Sperimentale della Sicilia “A. Mirri”, Via G. Marinuzzi, 3-90129 Palermo, Italy.",BACTERIOLOGY,DIAGNOSTIC TECHNIQUES; PIGS,Brucella,http://www.sciencedirect.com/science/article/pii/S0378113512003598,
2012,MILLAR M; COLLOFF A; SCHOLES S,Disease associated with immature paramphistome infection (letter).,Veterinary Record 171 (20) 509-510,Periodical article,,PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,,http://veterinaryrecord.bmj.com/content/171/20/509.5.full.pdf+html,
2012,MILLAR M; STACK J,Brucellosis: what every practitioner should know.,In Practice 34 (9) 532-539,Periodical article,,BACTERIOLOGY,SHEEP; CATTLE AND RUMINANTS IN GENERAL,,http://inpractice.bmj.com/content/34/9/532.full.pdf+html,
2012,MILNES A; MITCHELL S; BELL S,Emerging skin conditions in cattle.,In Practice 34 (10) 588-597,Periodical article,,PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,,http://inpractice.bmj.com/content/34/10/588.full.pdf+html,
2012,MITCHELL ES; JONES JR; FOSTER AP; MILLAR AP; MILNES A; WILLIAMS J,Clinical features of psoroptic mange in cattle in England and Wales.,Veterinary Record 170 (14) 359,Periodical article,,PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,Parasitology,http://veterinaryrecord.bmj.com/content/170/14/359.full.pdf+html,
2012,MITCHELL ESE; SMITH RP; ELLIS-IVERSEN J,Husbandry risk factors associated with subclinical coccidiosis in young cattle.,Veterinary Journal 193 (1) 119-123,Periodical article,,PARASITOLOGY,CATTLE AND RUMINANTS IN GENERAL,Eimeria,http://dx.doi.org/10.1016/j.tvjl.2011.09.017,
2012,Muller T; Demetriou P; Moynagh J; Cliquet F; FOOKS AR; Conraths FJ; Mettenleiter TC; Freuling C,Rabies elimination in Europe - a success story.,"Rabies control: towards sustainable prevention at the source. Compendium of the OIE Global Conference on Rabies Control 7-9 September 2011 Incheon-Seoul, Republic of Korea, 31-43",Conference proceedings,"Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, WHO Collaborating Centre for Rabies Surveillance and Research, OIE Reference Laboratory for Rabies, 17493 Greifswald - Insel Riems and 16868 Wusterhausen, Germany.
European Commission, Health and Consumers Directorate General, Brussels, Belgium.
ANSES - Nancy Laboratory for Rabies and Wildlife - Technopole agricole et veterinaire, European Union Reference Laboratory for Rabies, WHO Collaborating Centre for Research and Management in Zoonoses Control, OIE Reference Laboratory for Rabies, 54220 Malzeville Cedex, France.",VIROLOGY,WILDLIFE AND PESTS,Virology; Wildlife,,
2012,MURPHY A,Case history: traumatic reticulitis.,UK Vet: Livestock 17 (5) 34-36,Periodical article,,MISCELLANEOUS,CATTLE AND RUMINANTS IN GENERAL,,http://onlinelibrary.wiley.com/doi/10.1111/j.2044-3870.2012.00133.x/pdf,
2012,Nelli RK; Dunham SP; Kuchipudi SV; White GA; Baquero-Perez B; Chang P; Ghaemmaghami A; BROOKES SM; BROWN  IH; Chang KC,Mammalian innate resistance to highly pathogenic avian influenza H5N1 virus infection is mediated through reduced proinflammation and infectious virus release.,Journal of Virology 86 (17) 9201-9210,Periodical article,"School of Veterinary Medicine and Science, University of Nottingham, Sutton Bonington Campus, Loughborough, Leicestershire.
School of Molecular Medical Sciences, Queen's Medical Centre, University of Nottingham, Nottingham.",VIROLOGY,POULTRY AND OTHER BIRDS; PIGS,Avian influenza,http://dx.doi.org/10.1128/jvi.00244-12,
2012,NICHOLAS R; CHURCHWARD C,Contagious caprine pleuropneumonia: new aspects of an old disease.,Transboundary and Emerging Diseases 59 (3) 189-196,Periodical article,,BACTERIOLOGY,GOATS,Mycoplasma; Goats,,
2012,NICHOLAS R; Loria GR,Contagious agalactia.,"In: Manual of diagnostic tests and vaccines for terrestrial animals (mammals, birds and bees), 7th ed, OIE, 2012, 987-994",Book chapter,"Istituto Zooprofilattico Sperimentale della Sicilia, Palermo, Italy.",BACTERIOLOGY,GOATS; SHEEP,Mycoplasma,,
2012,NICHOLAS RAJ; AYLING RD; Tjipura-Zaire G; Rowan T,Treatment of contagious bovine pleuropneumonia (letter).,Veterinary Record 171 (20) 510-511,Periodical article,"Central Veterinary Laboratory, Windhoek, Namibia.
GALVmed, Doherty Building, Pentlands Science Park, Bush Loan, Penicuik, Midlothian EH26 0PZ.
",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Mycoplasma,http://veterinaryrecord.bmj.com/content/171/20/510.full.pdf+html,
2012,NICHOLAS RAJ; Giacometti M,Mycoplasma infections.,"In: Gavier-Widen D (ed); Duff JP (ed); Meredith A (ed), Infectious diseases of wild mammals and birds in Europe, Wiley-Blackwell, Chichester, 2012, 372-380",Book chapter,"Wildvet Projects, Stampa, Switzerland.",BACTERIOLOGY,WILDLIFE AND PESTS,,,
2012,Noble DJ; Lane C; Little CL; DAVIES R; De Pinna E; LARKIN L; Morgan D,Revival of an old problem: an increase in Salmonella enterica serovar Typhimurium definitive phage type 8 infections in 2010 in England and Northern Ireland linked to duck eggs.,Epidemiology and Infection 140 (1) 146-149,Periodical article,"Department of Gastrointestinal, Emerging and Zoonotic Infections, Health Protection Services – Colindale, Health Protection Agency, London.
Barts and the London School of Medicine and Dentistry, London.",BACTERIOLOGY,POULTRY AND OTHER BIRDS,Food safety; Salmonella,,
2012,Nogrady N; Kiraly M; DAVIES R; Nagy B,Multidrug resistant clones of Salmonella infantis of broiler origin in Europe.,International Journal of Food Microbiology 157 (1) 108-112,Periodical article,"National Center for Epidemiology, H-1097 Budapest, Gyali ut 2–6., Hungary.
Veterinary Medical Research Institute of the Hungarian Academy of Sciences, H-1143, Budapest, Hungaria krt. 21, Hungary.",BACTERIOLOGY,POULTRY AND OTHER BIRDS,Salmonella,http://dx.doi.org/10.1016/j.ijfoodmicro.2012.04.007,
2012,ORTIZ-PELAEZ A; KELLY L; ADKIN A,The risk of introducing scrapie from restocking goats in Great Britain.,Preventive Veterinary Medicine 107 (3–4) 222-230,Periodical article,"Department of Mathematics and Statistics, University of Strathclyde, Glasgow G1 1XH.",SPONGIFORM ENCEPHALOPATHIES,GOATS,,http://www.sciencedirect.com/science/article/pii/S0167587712001742,
2012,ORTIZ-PELAEZ A; Stevenson MA; Wilesmith JW; Ryan JBM; COOK AJC,"Case-control study of cases of bovine spongiform encephalopathy born after July 31, 1996 (BARB cases) in Great Britain.",Veterinary Record 170 (15) 389,Periodical article,"EpiCentre, Massey University, Palmerston North, New Zealand.",SPONGIFORM ENCEPHALOPATHIES,CATTLE AND RUMINANTS IN GENERAL,Bovine spongiform encephalopathy,http://veterinaryrecord.bmj.com/content/170/15/389.full.pdf+html,
2012,Orton RJ; Bessell PR; BIRCH CP; O'Hare A; Kao RR,Risk of foot-and-mouth disease spread due to sole occupancy authorities and linked cattle holdings.,PLoS One 7 (4):e35089,Periodical article,"Boyd Orr Centre for Population and Ecosystem Health, Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow.",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,Foot and mouth disease,http://dx.doi.org/10.1371/journal.pone.0035089,
2012,PAIBA G; WIGHT A,National control programme for Salmonella in pigs (letter).,Veterinary Record 171 (16) 407,Periodical article,,BACTERIOLOGY,PIGS,,http://veterinaryrecord.bmj.com/content/171/16/407.2.full.pdf+html,
2012,Palgrave CJ; Benato L; Eatwell K; Laurenson IF; SMITH NH,Mycobacterium microti infection in two meerkats (Suricata suricatta).,Journal of Comparative Pathology 146 (2–3) 278-282,Periodical article,"Veterinary Pathology Unit, Division of Veterinary Clinical Sciences, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Roslin, Midlothian EH25 9RG.
Exotic Animal and Wildlife Service, Division of Veterinary Clinical Sciences, Hospital for Small Animals, Royal (Dick) School of Veterinary Studies, University of Edinburgh, Easter Bush Campus, Roslin, Midlothian EH25 9RG.
Scottish Mycobacteria Reference Laboratory, Clinical Microbiology, Royal Infirmary of Edinburgh, 51 Little France Crescent, Edinburgh EH16 4SA.
Centre for the Study of Evolution, School of Life Sciences, University of Sussex, Falmer, Brighton, West Sussex BN1 9QG.",BOVINE TUBERCULOSIS,WILDLIFE AND PESTS,Tuberculosis; Mycobacterium,http://dx.doi.org/10.1016/j.jcpa.2011.06.001,
2012,Parker CD; REID SM; Ball A; COX WJ; ESSEN SC; HANNA A; MAHMOOD S; SLOMKA MJ; IRVINE RM; BROWN IH,First reported detection of a low pathogenicity avian influenza virus subtype H9 infection in domestic fowl in England.,Veterinary Record 171 (15) 372,Periodical article,"Slate Hall Veterinary Practice, Cambridge.",VIROLOGY,POULTRY AND OTHER BIRDS,Avian influenza,http://veterinaryrecord.bmj.com/content/171/15/372.full.pdf+html,
2012,Patterson R; Nerren J; Kogut M; COURT P; VILLARREAL-RAMOS B; Seyfert HM; Dalby P; Werling D,Yeast-surface expressed BVDV E2 protein induces a Th1/Th2 response in naive T cells.,Developmental and Comparative Immunology 37 (1) 107-114,Periodical article,"Royal Veterinary College, Department of Pathology and Infectious Diseases, Hawkshead Lane, Hatfield AL9 7TA, UK
USDA-ARS-SPARC-FFSRU, 2881 F&B Road, College Station, TX 77843, USA
Leibniz Institute for Farm Animal Biology, Wilhelm-Stahl-Allee 2, D-18196 Dummerstorf, Germany
Department of Biochemical Engineering, University College London, Gower Street, London WC1E 6BT, UK",VIROLOGY,CATTLE AND RUMINANTS IN GENERAL,Miscellaneous,,
2012,Peel AJ; Baker KS; Crameri G; Barr JA; HAYMAN DTS; Wright E; Broder CC; Fernandez-Loras A; FOOKS AR; Wang LF; Cunningham AA; Wood JLN,Henipavirus neutralising antibodies in an isolated island population of African fruit bats.,PLoS ONE 7(1): e30346,Periodical article,"Department of Veterinary Medicine, University of Cambridge, Cambridge.
Institute of Zoology, Zoological Society of London, Regent's Park, London.
CSIRO Livestock Industries, Australian Animal Health Laboratory, Geelong, Victoria, Australia.
Department of Biology, Colorado State University, Fort Collins, Colorado, United States of America.
School of Life Sciences, University of Westminster, London.
Division of Infection and Immunity, University College London, London.
Department of Microbiology and Immunology, Uniformed Services University, Bethesda, Maryland, United States of America.
National Centre for Zoonosis Research, Leahurst, Liverpool.",VIROLOGY,WILDLIFE AND PESTS,Wildlife,http://dx.doi.org/doi:10.1371/journal.pone.0030346,
2012,Perez De Val B; Nofrarias M; Lopez-Soria S; Garrido J; VORDERMEIER H; VILLARREAL-RAMOS B; Martin M; Puentes E; Juste R; Domingo M,Effects of vaccination against paratuberculosis on tuberculosis in goats: diagnostic interferences and cross-protection.,BMC Veterinary Research 8 (1) 191,Periodical article,"Centre de Recerca en Sanitat Animal (CReSA), UAB-IRTA, Campus de la Universitat Autonoma de Barcelona, Edifici CReSA, 08193, Bellaterra, Catalonia, Spain.
Department of Animal Health, NEIKER-Tecnalia, 48160, Derio, Bizkaia, Spain.
CZ Veterinaria S.A., 36400, Porrino, Pontevedra, Spain.
Departament de Sanitat i Anatomia Animals, Universitat Autonoma de Barcelona, 08193, Bellaterra, Catalonia, Spain.",BACTERIOLOGY,GOATS; DIAGNOSTIC TECHNIQUES,,http://www.biomedcentral.com/1746-6148/8/191,
2012,Perez de Val B; VILLARREAL-RAMOS B; Nofrarias M; Lopez-Soria S; Romera N; Singh M; Abad FX; Xing Z; VORDERMEIER HM; Domingo M,Goats primed with Mycobacterium bovis BCG and boosted with a recombinant adenovirus expressing Ag85A show enhanced protection against tuberculosis.,Clinical and Vaccine Immunology 19 (9) 1339-1347,Periodical article,"Centre de Recerca en Sanitat Animal, UAB-IRTA, Campus de la Universitat Autonoma de Barcelona, Bellaterra, Catalonia, Spain. 
Centro Medico Teknon, Radiology Service, Barcelona, Catalonia, Spain.
Lionex GmbH, Braunschweig, Germany. 
McMaster Immunology Research Centre and Department of Pathology and Molecular Medicine, McMaster University, Hamilton, Ontario, Canada. 
Departament de Sanitat i Anatomia Animals, Universitat Autonoma de Barcelona, Bellaterra, Catalonia, Spain.",BOVINE TUBERCULOSIS,GOATS,Mycobacterium bovis; Bovine tuberculosis,http://dx.doi.org/10.1128/cvi.00275-12,
2012,Piccinini R; Tassi R; Dapra V; Pilla R; FENNER J; Carter B; ANJUM MF,Study of Staphylococcus aureus collected at slaughter from dairy cows with chronic mastitis.,Journal of Dairy Research 79 (2) 249-255,Periodical article,"Department of Veterinary Pathology, Hygiene and Public Health, Universita degli Studi di Milano, Via Celoria 10, 20133 Milano, Italy
Department of Primary Care and Public Health, School of Medicine, Cardiff University, Gwenfro Unit 5, Wrexham Technology Park, Wrexham LL17 7YP.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Cattle,http://dx.doi.org/10.1017/s002202991200009x,
2012,Pichon B; Hill R; Laurent F; Larsen AR; Skov RL; Holmes M; Edwards GF; TEALE C; Kearns AM,"Development of a real-time quadruplex PCR assay for simultaneous detection of nuc, Panton–Valentine leucocidin (PVL), mecA and homologue mecALGA251.",Journal of Antimicrobial Chemotherapy 67 (10) 2338-2341,Periodical article,"Laboratory of Healthcare Associated Infection, Microbiology Services Colindale, Health Protection Agency, 61 Colindale Avenue, London NW9 5EQ, UK.
Antibiotic Resistance Monitoring and Reference Laboratory, Microbiology Services Colindale, Health Protection Agency,
61 Colindale Avenue, London NW9 5EQ, UK.
French National Reference Centre for Staphylococci, Inserm U851, Hospices Civils de Lyon, Lyon, France.
Department of Microbiological Surveillance and Research, Statens Serum Institut, Copenhagen, Denmark.
Department of
Veterinary Medicine, University of Cambridge, Madingley Road, Cambridge CB3 0ES, UK.
Scottish MRSA Reference Laboratory, Stobhill
Hospital, Glasgow G21 3UW, UK.",BACTERIOLOGY,GENERAL,Bacteriology VP,http://dx.doi.org/10.1093/jac/dks221,
2012,Pilla R; Castiglioni V; Gelain ME; Scanziani E; Lorenzi V; ANJUM M; Piccinini R,"Long-term study of MRSA ST1, t127 mastitis in a dairy cow.",Veterinary Record 170 (12) 312,Periodical article,"Department of Veterinary Pathology, Hygiene and Public Health, Universita degli Studi di Milano, Via Celoria 10, 20133 Milano, Italy.",BACTERIOLOGY,CATTLE AND RUMINANTS IN GENERAL,Antibiotics resistance; Meticillin-resistant Staphylococcus aureus,http://veterinaryrecord.bmj.com/content/170/12/312.1.full.pdf+html,
2012,PIRSON C; JONES G; STEINBACH S; Besra G; VORDERMEIER H,Differential effects of Mycobacterium bovis - derived polar and apolar lipid fractions on bovine innate immune cells.,Veterinary Research 43 (1) 54.,Periodical article,"School of Biosciences, University of Birmingham, Edgbaston, Birmingham B15 2TT.",BOVINE TUBERCULOSIS,CATTLE AND RUMINANTS IN GENERAL,Bovine tuberculosis,http://dx.doi.org/10.1186/1297-9716-43-54,
2012,POWELL LF; LAWES JR; CLIFTON-HADLEY FA; RODGERS J; HARRIS K; EVANS SJ; VIDAL A,"The prevalence of Campylobacter spp. in broiler flocks and on broiler carcases, and the risks associated with highly contaminated carcases.",Epidemiology and Infection 140 (12) 2233-2246,Periodical article,,BACTERIOLOGY,POULTRY AND OTHER BIRDS,,,
2012,Pybus OG; Perrins CM; CHOUDHURY B; MANVELL RJ; NUNEZ A; Schulenburg B; Sheldon BC; BROWN IH,The ecology and age structure of a highly pathogenic avian influenza virus outbreak in wild mute swans.,Parasitology 139 (14) 1914-1923,Periodical article,"Department of Zoology, University of Oxford, South Parks Road, Oxford.
Edward Grey Institute of Field Ornithology, Department of Zoology, University of Oxford, South Parks Road, Oxford.",VIROLOGY,POULTRY AND OTHER BIRDS; WILDLIFE AND PESTS,Virology; Poultry; Birds,,
2012,RANDALL L; WU G; PHILLIPS N; COLDHAM N; Mevius D; TEALE C,Virulence genes in blaCTX-M Escherichia coli isolates from chickens and humans.,Research in Veterinary Science 93 (1) 23-27,Periodical article,"Central Veterinary Institute of Wageningen UR, Department of Bacteriology and TSEs; Utrecht University, Department of Infectious Diseases & Immunology, Faculty of Veterinary Medicine, 8200 AB Lelystad, The Netherlands.",BACTERIOLOGY,GENERAL; POULTRY AND OTHER BIRDS,Escherichia coli,http://dx.doi.org/10.1016/j.rvsc.2011.06.016,
2012,Reed N; Simpson K; AYLING R; NICHOLAS R; Gunn-Moore D,Mycoplasma species in cats with lower airway disease: improved detection and species identification using a polymerase chain reaction assay.,Journal of Feline Medicine and Surgery 14 (12) 833-840,Periodical article,"University of Edinburgh Hospital for Small Animals, Easter Bush Veterinary Centre, Roslin EH25 9RG.",BACTERIOLOGY,OTHER ANIMALS,Mycoplasma,,
2012,REICHEL R,A comparison of organic versus non-organic sheep post mortem diagnoses in England and Wales.,Proceedings of the Sheep Veterinary Society (36) 11-13,Conference proceedings,,PARASITOLOGY,SHEEP,Sheep,,
2012,REICHEL R; MEARNS R; BRUNTON L; JONES R; HORIGAN M; Vipond R; Vincent G; EVANS S,"Description of a Coxiella burnetii abortion outbreak in a dairy goat herd, and associated serology, PCR and genotyping results.",Research in Veterinary Science 93 (3) 1217-1224,Periodical article,"Microbiology Services, Health Protection Agency, Porton Down, Porton Salisbury, Wiltshire SP4 0JG.
Australian Rickettsial Reference Laboratory Foundation, Barwon Health, PO Box 281, Geelong, VIC 3220, Australia.",BACTERIOLOGY,GOATS,Q fever,http://dx.doi.org/10.1016/j.rvsc.2012.04.007,
2012,REICHEL R; PAYNE JH; OTTER A; HOLLIMAN A; FOSTER AP; MITCHELL ESE; JONES JR; SCHOCK A; WOODGER NGA,Hypervitaminosis A in lambs fed milk replacer.,Veterinary Record 171 (18) 448,Periodical article,,ANIMAL HUSBANDRY AND WELFARE,SHEEP,,http://veterinaryrecord.bmj.com/content/171/18/448.1.full.pdf+html,
2012,REICHEL R; PAYNE JH; OTTER A; HOLLIMAN A; FOSTER AP; MITCHELL ESE; JONES JR; SCHOCK A; WOODGER NGA,Hypervitaminosis A in lambs fed milk replacer.,Proceedings of the Sheep Veterinary Society (36) 21-23,Conference proceedings,,ANIMAL HUSBANDRY AND WELFARE,SHEEP,Sheep,,
2012,REID SM; COX WJ; CEERAZ V; SUTTON D; ESSEN SC; HOWARD WA; SLOMKA MJ; IRVINE RM; BROWN IH,First reported detection of influenza A (H1N1)pdm09 in turkeys in the United Kingdom.,Avian Diseases 56 (4S1) 1062-1067,Conference proceedings,,VIROLOGY,POULTRY AND OTHER BIRDS,Avian influenza,http://www.aaapjournals.info/doi/abs/10.1637/10178-041012-Reg.1,
2012,Restif O; HAYMAN DT; Pulliam JR; Plowright RK; George DB; Luis AD; Cunningham AA; Bowen RA; FOOKS AR; O'Shea TJ; Wood JL; Webb CT; Adler F,Model-guided fieldwork: practical guidelines for multidisciplinary research on wildlife ecological and epidemiological dynamics.,Ecology Letters 15 (10) 1083-1094,Periodical article,"Disease Dynamics Unit, Department of Veterinary Medicine, University of Cambridge, Cambridge, UK
Department of Biology, Colorado State University, Fort Collins, CO, USA
Institute of Zoology, Zoological Society of London, London, UK
Fogarty International Center, National Institutes of Health, Bethesda, MD, USA
Department of Biology, University of Florida, Gainesville, FL, USA
Emerging Pathogens Institute, University of Florida, Gainesville, FL, USACenter for Infectious Disease Dynamics, The Pennsylvania State University, University Park, PA, USADepartment of Defense, Frederick, MD, USA
Department of Biomedical Sciences, Colorado State University, Fort Collins, CO, USA
The National Centre for Zoonosis Research, University of Liverpool, Neston, South Wirral",VIROLOGY,WILDLIFE AND PESTS,,http://dx.doi.org/10.1111/j.1461-0248.2012.01836.x,
2012,Reynes E; Lopez G; Ayala SM; HUNTER GC; Lucero NE,Monitoring infected dogs after a canine brucellosis outbreak.,"Comparative Immunology, Microbiology and Infectious Diseases 35 (6) 533-537",Periodical article,"Antropozoonosis Centre, Veterinary and Preventive Medicine Division, Senador Ferro 1950, 1650 Tres de Febrero, Buenos Aires, Argentina.
Facultad de Ciencias Agrarias, Universidad Nacional de Lomas de Zamora, Ruta 4 Km 2.5, Llavallol, Buenos Aires, Argentina.
Brucellosis Service, National Laboratories and Institutes of Health Administration (ANLIS) “Dr. C. G. Malbran”, Avda. Velez Sarsfield 563, 1281 Buenos Aires, Argentina.",BACTERIOLOGY,OTHER ANIMALS,Epidemiology,http://www.sciencedirect.com/science/article/pii/S014795711200077X,
2012,RHODES S; HOLDER T; CLIFFORD D; DEXTER I; BREWER J; SMITH N; WARING L; CRAWSHAW T; GILLGAN S; Lyashchenko K; Lawrence J; Clarke J; DE LA RUA-DOMENECH R; VORDERMEIER M,Evaluation of gamma interferon and antibody tuberculosis tests in alpacas.,Clinical and Vaccine Immunology 19 (10) 1677-1683,Periodical article,"Chembio Diagnostic Systems, Inc., Medford, New York, USA. 
Idexx Laboratories, Inc., Westbrook, Maine, USA. 
Enfer Scientific, Unit 7, Newhall, Naas, Kildare, Ireland.",BOVINE TUBERCULOSIS,CAMELIDS; DIAGNOSTIC TECHNIQUES,Tuberculosis; Mycobacterium bovis,http://dx.doi.org/10.1128/cvi.00405-12,
2012,Ricketts S; Crowhurst J; Newton R; Gibbens N,Contagious equine metritis organism confirmed in Gloucestershire (letter).,Veterinary Record 170 (15) 398,Periodical article,,BACTERIOLOGY,HORSES,,http://veterinaryrecord.bmj.com/content/170/15/398.full.pdf+html,
2012,ROBERTS H; LOPEZ M,"International disease monitoring, April to June 2012.",Veterinary Record 171 (8) 188-191,Periodical article,,MISCELLANEOUS,GENERAL,VP,http://veterinaryrecord.bmj.com/content/171/8/188.full.pdf+html,
2012,ROBERTS H; LOPEZ M,"International disease monitoring, January to March 2012.",Veterinary Record 170 (24) 614-617,Periodical article,,MISCELLANEOUS,GENERAL,Surveillance,http://veterinaryrecord.bmj.com/content/170/24/614.full.pdf+html,
2012,ROBERTS H; LOPEZ M,"International disease monitoring, October to December 2011.",Veterinary Record 170 (5) 146-149,Periodical article,,MISCELLANEOUS,GENERAL,,http://dx.doi.org/10.1136/vr.e605,
2012,ROBERTS H; MIDDLEMISS C; Gibbens N,Schmallenberg virus: responding to the challenge.,Veterinary Journal 194 (1) 1-2,Periodical article,,VIROLOGY,CATTLE AND RUMINANTS IN GENERAL; SHEEP,,http://www.sciencedirect.com/science/article/pii/S1090023312003863,
2012,RODGERS JD; LAWES JR; VIDAL AB; ELLIS-IVERSEN J; RIDLEY A; PLEYDELL EJ; POWELL LF; TOSZEGHY M; STAPLETON K; CLIFTON-HADLEY FA,"Characteristics and comparative performance of direct culture, direct PCR and enumeration methods for detection and quantification of Campylobacter spp. in broiler caeca.",Veterinary Microbiology 159 (3-4) 390-396,Periodical article,,BACTERIOLOGY,POULTRY AND OTHER BIRDS,,http://dx.doi.org/10.1016/j.vetmic.2012.04.011,
