Department,Entity,Transaction Date,Supplier Name ,Amount ,Expense Type,Expense Area,Expenses  Description
DFID,DFID,40947,CHRISTIAN AID,"£62,093",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40946,ASSOCIATES FOR INTERNATIONAL DEVELOPMENT (AID INC),"£19,792",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,MALCOLM T SUMMERFIELD,"£3,629",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,PKF (UK) LLP,"£28,971",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,A S Mohammad Nurullah Awal,£700,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,AVA & ASSOCIATES,"£2,406",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,KPMG.,"£12,197",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40949,R Gayathri,"£3,102",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,IMC Worldwide Ltd,"£19,000",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40962,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,"£34,378",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,"£25,784",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,MOTT MACDONALD INTERNATIONAL,"£21,126",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,Coffey International Development Pty Ltd,"£23,702",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,SHAMS EL ARIFEEN,"£2,672",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,Infrastructure Professionals Enterprise (P) Ltd.,"£1,540",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,CROWN AGENTS (INDIA) PVT. LTD,"£6,489",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£16,927",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£9,520",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,MOTT MACDONALD INTERNATIONAL,"£2,785",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,HLSP LIMITED,"£15,188",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,Richard Thompson Associates,"£1,200",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,OXFORD POLICY MANAGEMENT,"£82,334",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40949,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£17,269",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40949,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£29,948",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40949,Nicholas Freeland,"£27,897",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40952,Hoang Thu Huong,£778,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40955,Harewelle International Limited.,"£84,510",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,City University of Hong Kong,"£11,448",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40952,Andreas Wilkes,"£1,800",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,STEPHEN A TURNBULL,"£17,086",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,Gavin Hunter Mooney,"£1,777",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,MARIE STOPES INTERNATIONAL,"£887,762",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,JOHN WARWICK,"£21,315",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,OPTIONS CONSULTANCY SERVICES LIMITED,"£262,112",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,JOHN WARWICK,"£1,200",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,IMC Worldwide Ltd,"£29,209",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,Foreign & Commonwealth Office,"£4,274",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,Foreign & Commonwealth Office,£584,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,Foreign & Commonwealth Office,"£23,332",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,Foreign & Commonwealth Office,£998,Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£15,750",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40956,Futures Group International India Pvt Ltd,"£120,005",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40955,CAMBRIDGE EDUCATION LTD,"£234,130",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40955,PKF (UK) LLP,"£17,657",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£7,747",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40956,International Resort Consultants Ltd,"£3,850",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40956,JEREMY HOLLAND,"£9,992",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40956,GRM INTERNATIONAL LTD,"£332,225",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40956,N D Hearnden,"£16,222",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£13,730",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£13,730",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£13,730",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,CARE INTERNATIONAL,"£134,580",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,GHK CONSULTING LTD,"£11,048",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,GHK CONSULTING LTD,"£7,826",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,MAXWELL STAMP PLC,"£23,122",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,TURNER & TOWNSEND,"£29,303",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,ERNST &  YOUNG PRIVATE LTD,"£21,583",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,ERNST &  YOUNG PRIVATE LTD,"£82,725",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,TURNER & TOWNSEND,"£29,304",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40963,PRICEWATERHOUSECOOPERS PRIVATE LTD,"£20,002",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,ERNST &  YOUNG PRIVATE LTD,"£107,914",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,Jiaguo Qi,"£7,872",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,ERNST &  YOUNG PRIVATE LTD,"£15,539",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,ERNST &  YOUNG PRIVATE LTD,"£44,793",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,GHK CONSULTING LTD,"£122,989",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,BMB MOTT  MACDONALD,"£85,525",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40963,BMB MOTT  MACDONALD,"£396,269",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,OPTIONS CONSULTANCY SERVICES LIMITED,"£55,189",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,OPTIONS CONSULTANCY SERVICES LIMITED,"£125,110",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,ADAM SMITH INTERNATIONAL  LTD,"£80,468",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,HLSP LIMITED,"£33,831",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40962,ERM India Private Limited,"£5,342",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,TURNER & TOWNSEND,"£41,886",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40961,OPTIONS CONSULTANCY SERVICES LIMITED,"£26,886",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40962,Foreign & Commonwealth Office,"£17,428",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40962,MAXWELL STAMP PLC,"£167,883",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40962,MAXWELL STAMP PLC,"£947,495",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40963,INFRASTRUCTURE PROFESSIONALS ENTERPRISE,"£42,121",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,Cordia Ming Yeuk Chu,"£4,432",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,CARE INTERNATIONAL,"£14,971",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40963,HTSPE LTD,"£3,924",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,CARE INTERNATIONAL,"£67,290",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40967,UNIVERSITY OF EAST LONDON,"£21,500",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,UNIVERSITY OF WOLVERHAMPTON,"£23,046",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,UNIVERSITY OF WOLVERHAMPTON,"£83,880",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,OXFORD POLICY MANAGEMENT,"£8,168",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,CHRISTIAN AID,"£244,981",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40967,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£63,931",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40967,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£17,479",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40968,OXFORD POLICY MANAGEMENT,"£34,470",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40968,MOTT MACDONALD INTERNATIONAL,"£10,585",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40968,Foreign & Commonwealth Office,"£6,936",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40968,Foreign & Commonwealth Office,"£1,971",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40968,Foreign & Commonwealth Office,"£3,323",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40942,Foreign & Commonwealth Office,£743,Telephone Usage & services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,BHARTI AIRTEL LIMITED,£570,Telephone Usage & services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40945,NATIONAL SCHOOL OF GOVERNMENT,£740,Training - Course Fees,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40948,THE OBEROI - NEW DELHI,£782,Training - Course Fees,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,Focus on Training Ltd,£695,Training - Course Fees,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40942,Foreign & Commonwealth Office,£783,Training - Travel & Subsistence,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40953,KUONI BUSINESS TRAVEL INDIA PVT LTD,"£1,373",Training - Travel & Subsistence,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40960,PRERNA CENTRE FOR LEARNING AND DEVELOPMENT PRIVATE LIMITED,£694,Training Providers/Facilitation Services,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40941,Foreign & Commonwealth Office,£517,Travel - Subsistence,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40967,Recipient name withheld,"£1,397",Travel - Subsistence,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,UNDP (India),"£250,000",Aid Programme - Trust Funds contributions,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40954,IBRD (HSBC)  C/O THE WORLD BANK,"£4,000,002",Aid Programme - Trust Funds contributions,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,UNOPS,"£1,300,000",Aid Programme - Trust Funds contributions,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40963,IBRD HSBC T,"£8,000,000",Aid Programme - Trust Funds contributions,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40963,UNDP (USD) ACCOUNT,"£1,000,000",Aid Programme - Trust Funds contributions,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,Mountain Helicopters Pvt. Ltd,"£1,516",Other travel costs,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40968,Foreign & Commonwealth Office,£521,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40947,FCO RECOVERIES UNIT,£841,Vehicle Petrol & Oil,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40959,Toyota Tsusho (Singapore) Pte. Ltd.,"£33,397",Vehicle Purchase Costs,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40949,QUTAB SERVICE STATION,£941,Vehicle Repairs & Maintenance,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40966,IBRD (HSBC)  C/O THE WORLD BANK,"£300,000",Aid Programme - Voluntary contributions,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40962,DELHI JAL BOARD,£563,Water charges,"Asia, Caribbean and Overseas Territories",
DFID,DFID,40942,MITIE Technical Facilities Management Ltd,"£8,064",AV Conferencing systems -hardware,Business Solutions Division Level,
DFID,DFID,40942,MITIE Technical Facilities Management Ltd,£733,AV Conferencing systems -hardware,Business Solutions Division Level,
DFID,DFID,40942,MITIE Technical Facilities Management Ltd,£911,AV Conferencing systems -hardware,Business Solutions Division Level,
DFID,DFID,40942,MITIE Technical Facilities Management Ltd,"£5,195",AV Conferencing systems -hardware,Business Solutions Division Level,
DFID,DFID,40968,Government Procurement Card,£724,Computer Consumables,Business Solutions Division Level,
DFID,DFID,40942,MITIE Technical Facilities Management Ltd,"£2,453",Computer hardware maintenance,Business Solutions Division Level,
DFID,DFID,40948,Rufus Leonard Ltd,"£1,020",Computer hardware maintenance,Business Solutions Division Level,
DFID,DFID,40967,ORACLE CORPORATION UK LIMITED,"£14,466",Computer Software Licenses,Business Solutions Division Level,
DFID,DFID,40967,ORACLE CORPORATION UK LIMITED,"£18,164",Computer Software Licenses,Business Solutions Division Level,
DFID,DFID,40946,ALLEGIS GROUP LIMITED,"£1,700",Computer software maintenance,Business Solutions Division Level,
DFID,DFID,40947,Unit 4,"£61,250",Computer software maintenance,Business Solutions Division Level,Maintenance support costs Agresso system
DFID,DFID,40954,LOGICACMG UK LTD.,"£113,090",Computer software maintenance,Business Solutions Division Level,Maintenance support costs QUEST development and support
DFID,DFID,40961,NORTHGATE HR LIMITED,"£2,761",Computer software maintenance,Business Solutions Division Level,
DFID,DFID,40941,Foreign & Commonwealth Office,"£1,125",Data Network - land lines,Business Solutions Division Level,
DFID,DFID,40945,CABLE & WIRELESS COMMUN,"£53,773",Data Network - land lines,Business Solutions Division Level,Cable and Wireless Service rental charges for overseas sites
DFID,DFID,40942,CABLE & WIRELESS COMMUN,"£24,073",Data Network - land lines,Business Solutions Division Level,
