Dep,Entity,Date, Expense Type, Expense Area,Supplier  ,Transaction Number, Amount, Invoice Description
DFID,DFID,07/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,ASARECA ,202787-103 ,"£11,777.30",
DFID,DFID,07/01/2013,Technical and Advisory Services ,East and Central Africa ,PUBLIC ADMINISTRATION INTERN ,200103-101 ,"£11,394.12",
DFID,DFID,07/01/2013,Hardware -Laptop PCs ,Business Solutions Division Level ,XMA Limited ,200003-154 ,"£10,560.00",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,202319-101 ,"£9,821.04",
DFID,DFID,07/01/2013,Computer Software Licenses ,Business Solutions Division Level ,TRUSTMARQUE SOLUTIONS LTD ,200002-112 ,"£9,771.42",
DFID,DFID,07/01/2013,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,114325-101 ,"£9,677.62",
DFID,DFID,07/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS DEVELOPMENT ,107949-101 ,"£7,975.00",
DFID,DFID,07/01/2013,Data Network - land lines ,Business Solutions Division Level ,VERIZON UK LIMITED ,200002-126 ,"£4,372.93",
DFID,DFID,07/01/2013,Aid Programme - Joint programme contribution ,West and Southern Africa ,Foreign & Commonwealth Office ,202477-106 ,"£4,311.91",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,International Finance Division ,Foreign & Commonwealth Office ,201723-102 ,"£3,866.06",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,Conflict Humanitarian and Security Division ,Foreign & Commonwealth Office ,100049-101 ,"£3,741.35",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,International Finance Division ,Foreign & Commonwealth Office ,201723-102 ,"£3,738.23",
DFID,DFID,07/01/2013,FCO shared service charges ,International Relations Division ,Foreign & Commonwealth Office ,201711-101 ,"£3,175.64",
DFID,DFID,07/01/2013,Other Admin Costs ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£3,035.55",
DFID,DFID,07/01/2013,Aid Programme - Joint programme contribution ,International Relations Division ,Foreign & Commonwealth Office ,201399-101 ,"£2,819.33",
DFID,DFID,07/01/2013,Air fares ,East and Central Africa ,Recipient name withheld ,101635-101 ,"£2,610.51",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,Policy Division ,Foreign & Commonwealth Office ,100191-101 ,"£2,431.88",
DFID,DFID,07/01/2013,Subscriptions ,Research and Evidence Division ,SAGE PUBLICATIONS LTD ,202348-103 ,"£2,418.36",
DFID,DFID,07/01/2013,Training - Course Fees ,Business Solutions Division Level ,SAPPHIRE TECHNOLOGIES LTD ,200001-101 ,"£2,398.00",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,200352-101 ,"£2,369.52",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£2,140.21",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,200352-101 ,"£2,120.10",
DFID,DFID,07/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OVERSEAS DEVELOPMENT INSTITUTE ,200581-113 ,"£1,993.00",
DFID,DFID,07/01/2013,Vehicle Petrol & Oil ,West and Southern Africa ,British High Commission ,101618-101 ,"£1,945.20",
DFID,DFID,07/01/2013,Technical and Advisory Services ,Communications Division ,TRIPLE LINE CONSULTING LTD ,114423-102 ,"£1,852.06",
DFID,DFID,07/01/2013,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101615-101 ,"£1,805.20",
DFID,DFID,07/01/2013,FCO shared service charges ,International Relations Division ,Foreign & Commonwealth Office ,201711-101 ,"£1,743.76",
DFID,DFID,07/01/2013,Contract & Agency Staff ,Policy Division ,Hays Specialist Recruitment Ltd ,100191-101 ,"£1,701.12",
DFID,DFID,07/01/2013,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,202403-101 ,"£1,608.03",
DFID,DFID,07/01/2013,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£1,579.56",
DFID,DFID,07/01/2013,Technical and Advisory Services ,Communications Division ,TRIPLE LINE CONSULTING LTD ,100229-101 ,"£1,518.55",
DFID,DFID,07/01/2013,Technical and Advisory Services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,"£1,479.61",
DFID,DFID,07/01/2013,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101625-104 ,"£1,341.38",
DFID,DFID,07/01/2013,Aid Programme - Programme Contribution ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203478-101 ,"£1,280.60",
DFID,DFID,07/01/2013,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,Foreign & Commonwealth Office ,201699-101 ,"£1,178.88",
DFID,DFID,07/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,130.16",
DFID,DFID,07/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,130.16",
DFID,DFID,07/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,201942-101 ,"£1,107.47",
DFID,DFID,07/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,102.50",
DFID,DFID,07/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,102.50",
DFID,DFID,07/01/2013,Training - Travel & Subsistence ,West and Southern Africa ,British Airways PLC ,100152-101 ,"£1,099.62",
DFID,DFID,07/01/2013,Facilities Management payments ,East and Central Africa ,Ikondera Company Ltd ,101628-101 ,"£1,091.95",
DFID,DFID,07/01/2013,Contract & Agency Staff ,Internal Audit ,Hays Specialist Recruitment Ltd ,100121-101 ,"£1,063.77",
DFID,DFID,07/01/2013,Facilities Management payments ,East and Central Africa ,Ikondera Company Ltd ,101628-101 ,"£1,062.66",
DFID,DFID,07/01/2013,Contract & Agency Staff ,Internal Audit ,Hays Specialist Recruitment Ltd ,100121-101 ,"£1,006.27",
DFID,DFID,07/01/2013,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,201942-101 ,£990.52,
DFID,DFID,07/01/2013,Furniture & Fittings ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,201705-101 ,£979.21,
DFID,DFID,07/01/2013,Postage Costs ,Human Resources Security & Facilities Division ,Royal Mail Courier Services Ltd ,201157-101 ,£900.00,
DFID,DFID,07/01/2013,Training - Travel & Subsistence ,West and Southern Africa ,British Airways PLC ,101622-101 ,£896.59,
DFID,DFID,07/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,£882.00,
DFID,DFID,07/01/2013,Travel - Subsistence ,Middle East & North Africa Division (MENAD) ,Recipient name withheld ,100146-101 ,£862.88,
DFID,DFID,07/01/2013,Hotels - Accommodation only ,East and Central Africa ,Golden Jubilee Ltd ,101630-101 ,£852.57,
DFID,DFID,07/01/2013,Technical and Advisory Services ,Policy Division ,Revenue Watch Institute ,203608-106 ,£830.24,
DFID,DFID,07/01/2013,Conferences  Seminars & Meeting/Event Resource ,Asia  Caribbean and Overseas Territories ,Ruposhi Bangla Hotel ,114058-101 ,£813.86,
DFID,DFID,07/01/2013,Hostile Environment Training ,Middle East & North Africa Division (MENAD) ,Pilgrims Group ,201701-101 ,£802.14,
DFID,DFID,07/01/2013,Hostile Environment Training ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,£802.14,
DFID,DFID,07/01/2013,Hostile Environment Training ,Western Asia and Stabilisation Division ,Supplier Name withheld ,101601-110 ,£802.14,
DFID,DFID,07/01/2013,Training - Course Fees ,West and Southern Africa ,COMMUNICAID GRP LIMITED ,101610-101 ,£796.40,
DFID,DFID,07/01/2013,Vehicle Petrol & Oil ,West and Southern Africa ,British High Commission ,100144-101 ,£794.52,
DFID,DFID,07/01/2013,Vehicle Repairs & Maintenance ,Western Asia and Stabilisation Division ,Foreign & Commonwealth Office ,201699-101 ,£786.23,
DFID,DFID,07/01/2013,Travel - Subsistence ,International Finance Division ,Foreign & Commonwealth Office ,201723-102 ,£766.13,
DFID,DFID,07/01/2013,Hostile Environment Training ,Western Asia and Stabilisation Division ,Supplier Name withheld ,201023-104 ,£752.11,
DFID,DFID,07/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Western Asia and Stabilisation Division ,Foreign & Commonwealth Office ,100061-101 ,£731.43,
DFID,DFID,07/01/2013,Technical and Advisory Services ,Human Resources Security & Facilities Division ,HCR Group Ltd ,100269-161 ,£714.00,
DFID,DFID,07/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,£699.30,
DFID,DFID,07/01/2013,Contract Catering Services ,East and Central Africa ,Foreign & Commonwealth Office ,100082-101 ,£689.38,
DFID,DFID,07/01/2013,Training - Course Fees ,Finance and Corporate Performance Division ,Recipient name withheld ,202836-102 ,£612.50,
DFID,DFID,07/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£601.95,
DFID,DFID,07/01/2013,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,114325-101 ,£597.08,
DFID,DFID,07/01/2013,Hotels - Accommodation only ,East and Central Africa ,Recipient name withheld ,101625-104 ,£594.12,
DFID,DFID,07/01/2013,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,202586-101 ,£580.97,
DFID,DFID,07/01/2013,Training - Travel & Subsistence ,West and Southern Africa ,Recipient name withheld ,101622-101 ,£558.30,
DFID,DFID,07/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-103 ,£557.46,
DFID,DFID,07/01/2013,Facilities Management payments ,East and Central Africa ,Ikondera Company Ltd ,100212-101 ,£545.98,
DFID,DFID,07/01/2013,Technical and Advisory Services ,International Relations Division ,Foreign & Commonwealth Office ,201711-101 ,£542.48,
DFID,DFID,07/01/2013,Building Plant - Air Conditioners ,Asia  Caribbean and Overseas Territories ,Haroon Engineering Limited ,100025-101 ,£537.96,
DFID,DFID,07/01/2013,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,100227-101 ,£526.52,
DFID,DFID,07/01/2013,Contract & Agency Staff ,Human Resources Security & Facilities Division ,Anderson Knight Ltd ,100270-102 ,£525.61,
DFID,DFID,07/01/2013,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£523.86,
DFID,DFID,07/01/2013,Contract & Agency Staff ,Human Resources Security & Facilities Division ,MARGARET HODGE RECRUITMENT LTD ,100266-109 ,£520.86,
DFID,DFID,07/01/2013,Contract Catering Services ,Middle East & North Africa Division (MENAD) ,Foreign & Commonwealth Office ,100146-101 ,£510.19,
DFID,DFID,07/01/2013,Operating Lease rental of buildings ,West and Southern Africa ,Mrs Slater Deidre ,101638-103 ,"£3,775.63",
DFID,DFID,08/01/2013,Encashment of Promissory Notes ,International Finance Division ,International Bank for Reconstruction and Development,202969-102 ,"£81,917,500.00",
DFID,DFID,08/01/2013,Encashment of Promissory Notes ,International Finance Division ,International Bank for Reconstruction and Development,200269-104 ,"£74,690,000.00",
DFID,DFID,08/01/2013,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories , The Government of India ,114040-102 ,"£2,431,346.00",
DFID,DFID,08/01/2013,Aid Programme - Partnership Programme Arrangements ,Policy Division ,WWF-UK ,202661-101 ,"£772,589.00",
DFID,DFID,08/01/2013,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Population Council ,202344-102 ,"£474,431.00",
DFID,DFID,08/01/2013,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Pan American Health Organisation ,203755-102 ,"£453,680.00",
DFID,DFID,08/01/2013,Technical and Advisory Services ,West and Southern Africa ,HEALTH PARTNERS INTERNATIONAL ,104227-102 ,"£418,177.57",
DFID,DFID,08/01/2013,Technical and Advisory Services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL ,201139-101 ,"£411,349.85",
DFID,DFID,08/01/2013,Aid Programme - Core contributions ,Research and Evidence Division ,Institute for OneWorld Health ,201369-101 ,"£400,000.00",
DFID,DFID,08/01/2013,Technical and Advisory Services ,West and Southern Africa ,HEALTH PARTNERS INTERNATIONAL ,202694-101 ,"£343,093.29",
DFID,DFID,08/01/2013,Technical and Advisory Services ,West and Southern Africa ,DAI EUROPE LIMITED ,113961-104 ,"£328,091.80",
DFID,DFID,08/01/2013,Research & Development costs ,Research and Evidence Division ,Crown Agents Bank ,114010-102 ,"£299,673.36",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,DAI Europe ,114433-102 ,"£297,003.03",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Research and Evidence Division ,IBRD (HSBC)  C/O THE WORLD BANK ,203704-101 ,"£160,000.00",
DFID,DFID,08/01/2013,Aid Programme - Accountable Grant Payments ,Western Asia and Stabilisation Division ,FOCUS HUMANITARIAN ASSISTANCE ,200873-102 ,"£140,637.58",
DFID,DFID,08/01/2013,Technical and Advisory Services ,International Finance Division ,Nathan Associates London Ltd ,114009-102 ,"£124,484.53",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Communications Division ,Ecorys UK Ltd ,202883-102 ,"£110,000.00",
DFID,DFID,08/01/2013,Research & Development costs ,West and Southern Africa ,HEALTH PARTNERS INTERNATIONAL ,200497-102 ,"£107,653.50",
DFID,DFID,08/01/2013,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,Population Council ,202344-105 ,"£89,615.00",
DFID,DFID,08/01/2013,Hardware -Laptop PCs ,Business Solutions Division Level ,XMA Limited ,200003-154 ,"£84,480.00",
DFID,DFID,08/01/2013,Hardware -Laptop PCs ,Business Solutions Division Level ,XMA Limited ,200003-154 ,"£84,480.00",
DFID,DFID,08/01/2013,Hardware -Laptop PCs ,Business Solutions Division Level ,XMA Limited ,200003-154 ,"£84,480.00",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,202733-101 ,"£75,539.29",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,202733-101 ,"£75,539.29",
DFID,DFID,08/01/2013,Hostile Environment Training ,Western Asia and Stabilisation Division ,GroundTruth Consulting ,202288-102 ,"£41,432.75",Hostile Environment Awareness Training Courses Nov 2012 
DFID,DFID,08/01/2013,Hostile Environment Training ,Western Asia and Stabilisation Division ,GroundTruth Consulting ,202288-102 ,"£47,215.00",Hostile Environment Awareness Training Courses Nov 2012 
DFID,DFID,08/01/2013,Technical and Advisory Services ,Research and Evidence Division ,CAB INTERNATIONAL ,112152-101 ,"£59,833.72",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,DAI EUROPE LIMITED ,202233-103 ,"£53,074.00",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Policy Division ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202372-104 ,"£51,684.56",
DFID,DFID,08/01/2013,Aid Programme - Other Financial Aid to Government ,West and Southern Africa ,Reserve Bank of Malawi ,202524-101 ,"£43,869.00",
DFID,DFID,08/01/2013,Technical and Advisory Services ,West and Southern Africa ,IOD PARC ,202344-103 ,"£39,777.98",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,202733-101 ,"£37,769.65",
DFID,DFID,08/01/2013,Hardware -Laptop PCs ,Business Solutions Division Level ,XMA Limited ,200003-154 ,"£36,960.00",
DFID,DFID,08/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Absolute Return for Kids (ARK) ,114487-106 ,"£33,672.00",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,201630-103 ,"£31,668.68",
DFID,DFID,08/01/2013,Aid Programme - Accountable Grant Payments ,Conflict Humanitarian and Security Division ,UK-Med ,202878-102 ,"£29,909.25",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,DAI EUROPE LIMITED ,202261-101 ,"£25,584.58",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,DAI EUROPE LIMITED ,202233-102 ,"£25,584.56",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,OXFORD CONSULTING PARTNERS ,203282-103 ,"£25,583.04",
DFID,DFID,08/01/2013,Technical and Advisory Services ,East and Central Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202527-110 ,"£23,881.06",
DFID,DFID,08/01/2013,Technical and Advisory Services ,Research and Evidence Division ,CfBT ,201325-101 ,"£22,780.00",
DFID,DFID,08/01/2013,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,WELLCOME TRUST ,113487-102 ,"£21,632.15",
DFID,DFID,08/01/2013,Research & Development costs ,Research and Evidence Division ,INSTITUTE OF DEVELOPMENT STUDIES ,201097-102 ,"£21,573.00",
DFID,DFID,08/01/2013,Research & Development costs ,Research and Evidence Division ,INSTITUTE OF DEVELOPMENT STUDIES ,201097-101 ,"£21,573.00",
DFID,DFID,08/01/2013,Research & Development costs ,Research and Evidence Division , Overseas Development Institute ,203659-101 ,"£19,500.00",
