Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Postcode,Supplier Type,Contract Number ,Project Code,Expenditure Type 
,,29-Aug-17,Outsourcing Contract,ACUTE CARE AND WORKFORCE,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,S05327,"50,000.00",Perinatal Mortality Review Tool Procurement and Management Fee,EC2Y 9AE,VCS,,,
,,30-Aug-17,Outsourcing Contract,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8259394,"198,961.00",UKCC Infrastructure,OX4 2PG,PUBLIC,,,
,,30-Aug-17,Professional fees,FINANCE AND GROUP OPERATIONS,LINKLATERS LLP,LONDON/1002221821,"29,424.97",Professional services- Project Jill,EC2Y 8HQ,LARGE,,,
,,30-Aug-17,Professional fees,FINANCE AND GROUP OPERATIONS,LINKLATERS LLP,LONDON/1002224159,"71,681.48",Professional services- Project Jill,EC2Y 8HQ,LARGE,,,
,,30-Aug-17,IT minor costs non capital,COMMUNITY CARE,ANSWER DIGITAL LTD,3850,"26,750.00",Capital: Development sprint - 8 milestones,LS11 5DD,SME,,,
,,30-Aug-17,Service charge,COMMUNITY CARE,PCTI Solutions Limited,59818,"104,000.00",Revenue charges for the period commencing 01/07/17 - 31/12/17 - system support charges,WF10 5QU,SME,,,
,,30-Aug-17,Essential Meds SPG - Additions,COMMUNITY CARE,KENT PHARMACEUTICALS LTD,EMBS-020,"73,741.84",,,LARGE,,,
,,30-Aug-17,Addition Clearing - SW LIC,COMMUNITY CARE,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC039A,"38,914.72",Capital 17/18 - GPSOC Replacement - TPP - Capital charges for the Period Commencing 01/04/20/17 -30/06/17 Migration Charges National Functionality Deployment Development Charges ,LS18 5TN,SME,,,
,,30-Aug-17,Addition Clearing - SW LIC,COMMUNITY CARE,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC039A,"2,795,619.52",Capital 17/18 - GPSOC Replacement  - THE PHOENIX PARTNERSHIP (LEEDS) LIMITED - Capital Licence  charges for TPP Principal Licences,LS18 5TN,SME,,,
,,30-Aug-17,Service charge,COMMUNITY CARE,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC039A,"1,271,444.59",Revenue 17/18 GPSOC - revenue charges for the period commencing 01/07/17 - 31/12/17 system support charges; training charges; interface mechanism charges; pairing assurance service charges; development charges; hosting service charges,LS18 5TN,SME,,,
,,30-Aug-17,Addition Clearing - SW LIC,COMMUNITY CARE,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC040,"6,000.00",Capital 17/18 GPSOC - capital charges for the period commencing 01/07/17 - 31/12/17 Migration charges; national functionality deployment development charges,LS18 5TN,SME,,,
,,30-Aug-17,Service charge,COMMUNITY CARE,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC040,"1,054,585.54",Revenue 17/18 GPSOC - revenue charges for the period commencing 01/07/17 - 31/12/17 system support charges; training charges; interface mechanism charges; pairing assurance service charges; development charges; hosting service charges,LS18 5TN,SME,,,
,,30-Aug-17,Addition Clearing - SW LIC,COMMUNITY CARE,Informatica Systems Ltd,INV-0187,"20,713.24",Capital 17/18 - GPSOC Replacement - Informatica (BMJ) - Capital Charges  for licences for the Period Commencing April 2017,RH4 9JD,SME,,,
,,30-Aug-17,Service charge,COMMUNITY CARE,Informatica Systems Ltd,INV-0187,"20,567.42",Revenue 17/18 - GPSOC Replacement  - Informatica (BMJ) - Revenue charges for the Period Commencing 01/04/17 - 30/06/17 System support charges ,RH4 9JD,SME,,,
,,30-Aug-17,Outsourcing Contract,ACUTE CARE AND WORKFORCE,IBM UK LTD,5808170884,"45,500.00",DH/IBM Contract - Enhance project 6 - Expenses Solution,PO6 3AU,LARGE,,,
,,30-Aug-17,Consultancy/Professional Advice,ACUTE CARE AND WORKFORCE,SLAUGHTER AND MAY,214806,"200,000.00",Specialist legal advice,EC1Y 8YY,LARGE,,,
,,30-Aug-17,Addition Clearing - IT,ACUTE CARE AND WORKFORCE,IBM UK LTD,5808170676,"183,007.02",ESR Transition - T1.7 Including Retention,PO6 3AU,LARGE,,,
,,30-Aug-17,Addition Clearing - IT,ACUTE CARE AND WORKFORCE,IBM UK LTD,5808170676,"89,946.11",ESR Transition - T1.5 Including Retention,PO6 3AU,LARGE,,,
,,30-Aug-17,Addition Clearing - SW LIC,ACUTE CARE AND WORKFORCE,IBM UK LTD,5808170675,"470,526.73",ESR Roadmap Projects,PO6 3AU,LARGE,,,
,,30-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,RESPIREX INTERNATIONAL LTD,160842,"101,520.00","Powered Respirator Protective Suits (PRPS) Size - Variable, detail to be provided later  Consortium Framework Number: CFR1008/CPC/02.   ",RH1 4DP,SME,,,
,,30-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,RESPIREX INTERNATIONAL LTD,160853,"65,424.00","Powered Respirator Protective Suits (PRPS) Size - Variable, detail to be provided later  Consortium Framework Number: CFR1008/CPC/02.   ",RH1 4DP,SME,,,
,,30-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,9048000030,"33,112.57",Schools Fruit and Vegetable scheme - reimbursement costs,DE55 4QJ,PUBLIC,,,
,,30-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,NHS SUPPLY CHAIN,9048000031,"477,965.51",Schools Fruit and Vegetable scheme - reimbursement costs,DE55 4QJ,PUBLIC,,,
,,30-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,SERCO LTD,91400342,"259,281.01",Healthy Start Issuing Unit - admin costs,RG27 9UY,LARGE,,,
,,30-Aug-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,MOTT MACDONALD LTD,IN00373148,"56,209.58",Management Agent for the Fleming Fund Inception Costs.,CR0 2EE,LARGE,,,
,,31-Aug-17,Professional fees,FINANCE AND GROUP OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1354795655,"26,895.40",DH ALB NHS BSA Internal Audit review work,SE1 2RD,LARGE,,,
,,31-Aug-17,Professional fees,FINANCE AND GROUP OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1354795656,"23,524.35",DH ALB NHS BSA Internal Audit review work,SE1 2RD,LARGE,,,
,,31-Aug-17,Professional fees,FINANCE AND GROUP OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1354795656,300,DH ALB NHS BSA Internal Audit review work,SE1 2RD,LARGE,,,
,,31-Aug-17,Professional fees,FINANCE AND GROUP OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1354795657,"26,028.32",DH ALB NHS BSA Internal Audit review work,SE1 2RD,LARGE,,,
,,31-Aug-17,Professional fees,FINANCE AND GROUP OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1354795658,"25,771.87",DH ALB NHS BSA Internal Audit review work,SE1 2RD,LARGE,,,
,,31-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584243836,"1,199,988.23",July 2017 IMS3 Open Service charges-CPA521974,WS11 0JA,LARGE,,,
,,31-Aug-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584243837,"42,109.96",July 2017 VOIP and Telephony support-CPA521974,WS11 0JA,LARGE,,,
,,31-Aug-17,Outsourcing Contract,COMMUNITY CARE,NATCEN SOCIAL RESEARCH ,53593,"39,769.20","Cognitive Testing of a new Adult Social Care Short Term Users’ Survey. Work is divided into three stages: field work and interviews, analysis and report writing.",EC1V 0AX,VCS,,,
,,21-Aug-17,Refreshments,ACUTE CARE AND WORKFORCE,CAROLS CATERING,40002093,43.2,BUFFET 19/07/17,S10 1SF,SME,,,
,,21-Aug-17,Refreshments,ACUTE CARE AND WORKFORCE,CAROLS CATERING,40002094,48.6,BUFFET 24/25 JULY,S10 1SF,SME,,,
,,21-Aug-17,Telphone Charges,ACUTE CARE AND WORKFORCE,GETGO TECHNOLOGIES UK LTD (LOGMEIN INC),40002095,178.8,20/06/17-19/07/17,W1F 7SA,SME,,,
,,21-Aug-17,Telphone Charges,ACUTE CARE AND WORKFORCE,GETGO TECHNOLOGIES UK LTD (LOGMEIN INC),40002096,178.8,20/07/17-19/08/17,W1F 7SA,SME,,,
,,29-Aug-17,Telphone Charges,ACUTE CARE AND WORKFORCE,GETGO TECHNOLOGIES UK LTD (LOGMEIN INC),40002097,178.8,20/08/17-19/09/17,W1F 7SA,SME,,,
