 ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction Number, Amount, Invoice Description
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,Unit 4 ,204245-101 ,"£2,376.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,203072-102 ,"£3,839.58",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,OXFAM INSTITUTIONAL INCOME ACCOUNT ,202619-108 ,"£55,464.00",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,WORLD VISION ,202619-104 ,"£62,010.00",
DFID,DFID,05/03/2014,Aid Programme - Voluntary contributions ,East and Central Africa , USAID ,113303-114 ,"£320,000.00",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,POPULATION  SERVICES INTERNATIONAL ,113303-108 ,"£594,845.72",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Paulina Mrosso ,203213-103 ,"£2,631.58",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Shirley Williams (sole trader) ,203539-103 ,"£8,436.95",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,East and Central Africa ,RACHEL SMITH-GOVONI ,202394-103 ,"£9,773.38",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,BRITISH COUNCIL ,203363-102 ,"£712,177.04",
DFID,DFID,05/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,200469-117 ,£803.54,
DFID,DFID,05/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,200469-117 ,"£1,536.81",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,203824-101 ,"£31,577.77",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,CARDNO EMERGING MARKETS (UK) LTD ,202541-105 ,"£100,914.01",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Crown Agents. ,203551-102 ,"£66,454.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,THE SAVE THE CHILDREN FUND ,202637-104 ,"£119,004.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Crown Agents Bank ,203648-102 ,"£29,375.00",
DFID,DFID,05/03/2014,Aid Programme - Joint programme contribution ,West and Southern Africa ,The World Bank (EFO) ,201584-109 ,"£42,355.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,MVAD ENTERPRISES INC ,200332-101 ,"£4,567.31",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,202109-102 ,"£89,614.85",
DFID,DFID,05/03/2014,Aid Programme - Trust Funds contributions ,Western Asia and Stabilisation Division ,Supplier Name withheld ,200898-115 ,"£100,000.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,202109-102 ,"£148,335.95",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,114488-101 ,"£610,516.00",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Institute for Financial Management and Research. ,114506-103 ,"£32,103.66",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,THE OPEN UNIVERSITY ,203480-101 ,"£895,216.48",
DFID,DFID,05/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,TOURISM PROMOTION SERVICES/ ISLAMABA ,202697-109 ,£586.16,
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,THE ASIA FOUNDATION ,202798-102 ,"£280,856.64",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202788-101 ,"£67,253.40",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Middle East & North Africa Division (MENAD) ,Alfanar ,203236-114 ,"£85,958.80",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,International Finance Division ,PRICEWATERHOUSECOOPERS ,202939-103 ,"£38,264.04",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,International Finance Division ,PRICEWATERHOUSECOOPERS ,202939-106 ,"£39,627.91",
DFID,DFID,05/03/2014,Aid Programme - Joint programme contribution ,International Finance Division ,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE ,203483-101 ,"£661,447.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,International Finance Division ,PRICEWATERHOUSECOOPERS ,202939-101 ,"£672,081.92",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,Clinton Health Access Initiative ,203504-101 ,"£255,339.63",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,PEAS (Promoting Equality in African Schools) ,202197-101 ,"£103,649.00",
DFID,DFID,05/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203419-102 ,"£1,056.01",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£2,074.21",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203249-103 ,"£6,029.62",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203249-103 ,"£11,268.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£17,496.98",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203416-101 ,"£21,141.00",
DFID,DFID,05/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,204351-101 ,"£29,296.80",
DFID,DFID,05/03/2014,Aid Programme - Core contributions ,Research and Evidence Division ,African Economic Research Consortium ,201712-105 ,"£300,000.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,OXFORD POLICY MANAGEMENT ,203193-101 ,"£50,792.40",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Policy Division ,PATH ,202674-101 ,"£16,016.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Policy Division ,PRICEWATERHOUSECOOPERS ,202372-102 ,"£498,256.96",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Policy Division ,OXFORD POLICY MANAGEMENT ,201055-102 ,"£4,262.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Policy Division ,OXFORD POLICY MANAGEMENT ,201055-102 ,"£18,585.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Policy Division ,IMPERIAL COLLEGE LONDON ,200706-101 ,"£96,492.85",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Clinton Health Access Initiative ,202575-102 ,"£1,569,091.91",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Policy Division ,HED Consulting Ltd ,203134-101 ,"£12,332.63",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Deveaux International Governance Consultants Inc. ,203466-103 ,"£2,919.35",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,Clinton Health Access Initiative ,202575-105 ,"£35,550.09",
DFID,DFID,05/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Clinton Health Access Initiative ,202575-103 ,"£1,114,790.00",
DFID,DFID,05/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,204308-105 ,"£1,491.00",
DFID,DFID,06/03/2014,Air fares ,West and Southern Africa ,Ulendo Safaris ,100144-101 ,"£1,110.83",
DFID,DFID,06/03/2014,Hardware - printers ,West and Southern Africa ,Reliance Technology Limited ,100254-101 ,"£12,487.28",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,MORSON INTERNATIONAL ,100152-114 ,"£7,058.92",
DFID,DFID,06/03/2014,Training - Course Fees ,International Relations Division ,Capita  Business Services ,100086-101 ,"£3,858.00",
DFID,DFID,06/03/2014,Bank Charges/Services ,Finance and Corporate Performance Division ,Crown Agents. ,100008-101 ,"£3,750.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Research and Evidence Division ,UNITED KINGDOM EVALUATION SOCIETY ,100088-119 ,"£9,708.84",
DFID,DFID,06/03/2014,Air fares ,Human Resources ,Recipient name withheld ,100269-128 ,£759.28,
DFID,DFID,06/03/2014,Contract & Agency Staff ,Finance and Corporate Performance Division ,Computer Futures ,200173-102 ,"£2,100.04",
DFID,DFID,06/03/2014,Recruitment costs ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,968.40",
DFID,DFID,06/03/2014,Contract & Agency Staff ,Finance and Corporate Performance Division ,HUDSON GLOBAL RESOURCES LTD ,100201-101 ,"£4,546.08",
DFID,DFID,06/03/2014,Contract & Agency Staff ,Finance and Corporate Performance Division ,HUDSON GLOBAL RESOURCES LTD ,100201-101 ,"£4,975.87",
DFID,DFID,06/03/2014,Contract & Agency Staff ,Finance and Corporate Performance Division ,HUDSON GLOBAL RESOURCES LTD ,100201-101 ,"£5,237.76",
DFID,DFID,06/03/2014,Contract & Agency Staff ,Finance and Corporate Performance Division ,HUDSON GLOBAL RESOURCES LTD ,100201-101 ,"£5,632.32",
DFID,DFID,06/03/2014,Training - Course Fees ,Research and Evidence Division ,THE POLICY PRACTICE LTD ,202331-102 ,"£22,340.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Group Operations ,TURNER & TOWNSEND ,203717-101 ,"£5,806.00",
DFID,DFID,06/03/2014,Air fares ,West and Southern Africa ,Ulendo Safaris ,101618-101 ,£746.07,
DFID,DFID,06/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Ryalls Hotel ,101618-101 ,"£1,247.92",
DFID,DFID,06/03/2014,Air fares ,West and Southern Africa ,DANA Agency ,101620-101 ,£688.90,
DFID,DFID,06/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Supplier Name withheld ,101620-101 ,"£1,678.68",
DFID,DFID,06/03/2014,Facilities Management payments ,West and Southern Africa ,XD Links Nigeria ,101622-103 ,"£1,265.92",
DFID,DFID,06/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Universal Fire Fighting Equipment Limited (ZMK) ,101637-101 ,£551.19,
DFID,DFID,06/03/2014,Air fares ,East and Central Africa ,BCD Travel (USD) ,101616-101 ,"£1,110.93",
DFID,DFID,06/03/2014,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,Recipient name withheld ,101601-110 ,£533.22,
DFID,DFID,06/03/2014,Facilities Management payments ,Asia  Caribbean and Overseas Territories ,John Sanday Associates Pvt. Ltd ,101621-103 ,"£3,637.56",
DFID,DFID,06/03/2014,Training - Course Fees ,Policy Division ,Supplier Name withheld ,202373-101 ,£588.31,
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Human Resources ,Healix International Limited (Fees) ,202423-101 ,"£17,152.80",
DFID,DFID,06/03/2014,Hardware -monitors ,Business Solutions Division Level ,CAS Trading House Pvt Ltd ,200003-168 ,"£7,511.41",
DFID,DFID,06/03/2014,AV conferencing systems -accessories ,Business Solutions Division Level ,COMPUTACENTER (UK) LTD ,200003-155 ,"£52,305.54",
DFID,DFID,06/03/2014,Furniture & Fittings ,Western Asia and Stabilisation Division ,MINISTRY OF DEFENCE ,100195-101 ,"£3,498.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,Unit 4 ,204245-101 ,"£1,188.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,Unit 4 ,204245-101 ,"£2,036.50",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Finance and Corporate Performance Division ,Unit 4 ,204245-101 ,"£6,660.00",
DFID,DFID,06/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,AGRA IN AFRICA (NO2) ,200094-103 ,"£56,722.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Peace and Development Center  ,202574-101 ,"£3,644.93",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,East and Central Africa ,DPGE ,202534-103 ,"£3,994.93",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,East and Central Africa ,DPGE ,202534-103 ,"£3,994.93",
DFID,DFID,06/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,Helen Keller International-Tanzania ,202480-101 ,"£37,314.43",
DFID,DFID,06/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,HivosGBP ,202351-102 ,"£622,389.00",
DFID,DFID,06/03/2014,Aid Programme - Other Financial Aid to Government ,West and Southern Africa ,Ministry of Finance  Ghana Health Sector Support Programme ,203648-110 ,"£550,000.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Crown Agents. ,104229-102 ,"£1,661.08",
DFID,DFID,06/03/2014,Office Equipment - Purchases ,West and Southern Africa ,Crown Agents. ,200274-110 ,"£12,599.20",
DFID,DFID,06/03/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,Crown Agents. ,104229-102 ,"£44,295.47",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,TRL LTD ,201433-102 ,"£50,000.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Society for Family  Health ,114206-101 ,"£596,070.72",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,ATOS CONSULTING LIMITED ,200452-101 ,"£878,428.91",
DFID,DFID,06/03/2014,Vehicle Purchase Costs ,West and Southern Africa ,AGS Fraser International Removers ,203714-103 ,"£3,653.20",
DFID,DFID,06/03/2014,Aid Programme - Pooled/Basket funding ,West and Southern Africa ,UNDP CONTRIBUTIONS ACCOUNT ,200856-102 ,"£550,000.00",
DFID,DFID,06/03/2014,Aid Programme - Aid and Trade Provision ,Asia  Caribbean and Overseas Territories ,ECGD ACCOUNT ,108241-101 ,"£27,190.88",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,203474-103 ,"£171,833.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,203474-103 ,"£449,933.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Samhita Social Ventures Pvt.Ltd ,107955-101 ,£581.53,
DFID,DFID,06/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,ActionAid India ,108078-106 ,"£712,112.95",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Joint Trade Policy Division ,RLabs ,203530-102 ,£800.00,
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Joint Trade Policy Division ,Crown Agents. ,202089-102 ,"£199,411.56",
DFID,DFID,06/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,204351-101 ,"£10,347.07",
DFID,DFID,06/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,204351-101 ,"£14,842.80",
DFID,DFID,06/03/2014,Data Network -Satellite ,Western Asia and Stabilisation Division ,SPECTRA  GROUP UK LTD ,203940-106 ,"£1,710.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-108 ,"£9,393.00",
DFID,DFID,06/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,NHS SUPPLY CHAIN ,203216-128 ,"£37,866.00",
DFID,DFID,06/03/2014,Aid Programme - Voluntary contributions ,East and Central Africa ,FAO ,201294-103 ,"£600,000.00",
DFID,DFID,06/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,114318-105 ,"£1,500.67",
DFID,DFID,06/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,Nonviolent Peaceforce ,203589-102 ,"£124,800.23",
DFID,DFID,07/03/2014,Facilities Management payments ,East and Central Africa ,JMC Umoja House ,100230-101 ,"£1,917.32",
DFID,DFID,07/03/2014,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,100220-101 ,"£9,993.50",
DFID,DFID,07/03/2014,Mobile telephones & accessories ,West and Southern Africa ,Zambia Telecommunications Co Ltd ,100254-101 ,"£1,730.57",
DFID,DFID,07/03/2014,Vehicle Purchase Costs ,West and Southern Africa ,Foreign & Commonwealth Office ,100152-107 ,"£3,393.02",
DFID,DFID,07/03/2014,Hotels - Accommodation only,East and Central Africa ,Foreign & Commonwealth Office ,100227-101 ,£588.51,
DFID,DFID,07/03/2014,Contract & Agency Staff ,International Finance Division ,Hays Specialist Recruitment Ltd ,100120-101 ,"£1,979.76",
DFID,DFID,07/03/2014,Repairs  Maintenance and Alterations - Other Building Costs ,Group Operations ,MITIE Technical Facilities Management Ltd ,100106-101 ,"£1,628.67",
DFID,DFID,07/03/2014,Contract & Agency Staff ,Business Solutions Division Level ,Networkers Recruitment Services Ltd ,200001-101 ,"£5,627.76",
