Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type, , 
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Entertaining Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114450,2.98,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114450,12.82,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114450,32.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114450,36.97,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114450,116.45,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",114451,12.20,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114452,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",114452,52.60,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114453,6.45,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Rail Travel UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114453,20.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Hospitality - UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114453,40.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114453,49.45,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Entertaining UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114453,189.84,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114453,338.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,24/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Chief Operating Officer - Communications,"Personal Expense, Name Witheld",114454,26.40,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114554,2.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114554,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114554,8.44,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114554,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114555,4.60,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114555,6.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114555,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114555,18.43,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Healthcare UK,"Personal Expense, Name Witheld",114555,35.32,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence UK - Default,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",114556,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Hotel & Accommodation UK - Default,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",114556,90.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114557,2.15,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Hospitality - UK - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114557,2.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Mileage Allowance UK - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114557,91.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114557,110.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Other Travel - UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development","Personal Expense, Name Witheld",114557,120.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114558,5.04,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114558,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Taxi Services Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114558,13.30,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114558,25.76,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114558,30.45,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114558,125.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Hotel & Accommodation Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114558,145.08,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,25/09/2015,Mileage Allowance UK - Default,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114559,9.60,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Staff Costs - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114605,19.99,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",114734,20.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Air Travel Overseas - UKTI (BIS) Devolved Admin,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",114736,859.25,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114737,13.20,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114737,33.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Rail Travel UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114737,121.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114738,7.02,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114738,19.89,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114738,41.76,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114738,160.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114739,2.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114739,9.30,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114739,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114739,13.73,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114739,24.70,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",114739,500.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114740,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114740,8.25,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114740,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Hotel & Accommodation UK - Default,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114742,170.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114743,13.75,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114743,20.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",114743,21.45,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114744,14.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114744,20.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114744,36.40,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114744,44.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114744,51.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114744,67.88,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114745,4.20,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114745,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114745,12.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114745,24.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",114745,41.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114746,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114746,30.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,28/09/2015,Hotel & Accommodation UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",114746,67.88,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114991,1.35,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114991,1.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114991,1.50,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114991,8.97,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114991,11.32,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Taxi Services Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114991,17.27,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Other Travel - Default,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",114997,10.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Other Travel - Default,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",114997,10.17,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence UK - Default,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",114997,39.23,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Taxi Services UK - Default,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",114997,62.49,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Hotel & Accommodation UK - Default,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",114997,242.55,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114998,2.66,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114998,11.88,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Rail Travel Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114998,12.95,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114998,20.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114998,38.99,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Hotel & Accommodation Overseas - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114998,291.33,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114999,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Creative Economy Tech & Construction,"Personal Expense, Name Witheld",114999,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence Overseas - UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",115000,50.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",115001,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",115001,9.63,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",115001,15.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,29/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",115001,38.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115146,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115146,7.83,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Taxi Services UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115146,9.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK - UKTI (BIS) Devolved Admin,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115146,13.65,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK - Default,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",115147,4.85,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel - Default,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",115147,13.58,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Taxi Services UK - Default,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",115147,49.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115148,5.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115148,6.35,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115148,9.20,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115148,15.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Mileage Allowance UK,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115148,59.40,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,Chief Operating Officer - Communications,"Personal Expense, Name Witheld",115149,3.00,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK,Chief Operating Officer - Communications,"Personal Expense, Name Witheld",115149,16.90,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Taxi Services UK,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",115150,73.80,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115151,17.08,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Mileage Allowance UK,Trade Group - Service Delivery,"Personal Expense, Name Witheld",115151,179.25,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Other Travel,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",115152,12.20,,,EMPLOYEE,,,Administration,,
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,30/09/2015,Subsistence UK,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",115153,12.59,,,EMPLOYEE,,,Administration,,
