Title,Place,Date,Edition,Author,Publisher
The strategy bridge : theory for practice,"OUP,",2010,,"GRAY, COLIN S",
Strategy in the contemporary world : an introduction to strategic studies,"OUP,",2010,3rd ed.,"GRAY, COLIN S
BAYLIS, JOHN
WIRTZ, JAMES J",
A strong Britain in an age of uncertainty : the National Security Strategy.,"TSO,",2010,,MINISTRY OF DEFENCE,
Studies in Conflict and Terrorism,,2010,,,
Succession to the Crown Act 2013,London,2013,,,"TSO,"
Sunday Trading (London Olympic Games and Paralympic Games) Act 2012,London,2012,,,"TSO,"
"The Supplementary List of Ratifications, Accessions, Withdrawals, etc.",London,2012,,,TSO
"The Supplementary List of Ratifications, Accessions, Withdrawals, etc.",London,2011,,,TSO
"The Supplementary List of Ratifications, Accessions, Withdrawals, etc.",London,2011,,,TSO
"The Supplementary List : Treaty ratifications, accessions, withdrawals, etc : No.1 and 2 of 2009",Norwich,2010,,,The Stationery Office
"The Supplementary List : Treaty ratifications, accessions, withdrawals, etc : No.1 and 2 of 2010",Norwich,2010,,,The Stationery Office
"The Supplementary List : Treaty ratifications, accessions, withdrawals, etc : No.2 with Treaty Index of 2010",Norwich,2011,,,The Stationery Office
"The Supplementary List : Treaty ratifications, accessions, withdrawals, etc : No.3 and 4 with Treaty Index of 2009",Norwich,2010,,,The Stationery Office
Supply and Appropriation (Anticipation and Adjustments) Act 2013,London,2013,,,"TSO,"
Supply and Appropriation (Anticipationnd Adjustments) Act 2012,London,2012,,,"TSO,"
Supply and Appropriation (Main Estimates) Act 2013,London,2012,,,"TSO,"
Support for Armed Forces Veterans in Wales: Second Report of Session 2012-13: Volume I,London,2013,,,"TSO,"
Taliban : the power of militant Islam in Afghanistan and beyond,"I.B. Tauris,",2010,,"RASHID, AHMED",
"Talking to the enemy : violent extremism, sacred values, and what it means to be human","Allen Lane,",2011,,"ATRAN, SCOTT",
Task Force Black : the explosive true story of the SAS and the secret war in Iraq,"Little Brown,",2010,,"URBAN, M",
Teach yourself complete Spanish,"Hodder Education,",2012,6th ed.,"KATTAN-IBARRA, JUAN",
Teach Yourself Complete Turkish (TY Complete Courses),"Teach Yourself,",2010,,"Pollard, Asuman Celen Pollard",
"Tell to win: connect, persuade, and triumph with the hidden power of story","Crown Business,",2011,,"Guber, Peter",
Tenth Report of Session 2010-12 : Piracy off the coast of Somalia: Response of the Secretary of State for Foreign and Commonwealth Affairs.,London,2012,,,"TSO,"
Third report from the Foreign Affairs Committee session 2010-12 : FCO Performance and finances: response of the Secretary of State for Foreign and Commonwealth Affairs,London,2011,,,"The Stationery Office,"
Time out London,,2011,,,Time out
Tommy this an' Tommy that : the military covenant,"Biteback,",2011,,"MURRISON, ANDREW",
Too many Ministers: Ninth Report of Session 2009-10,London,2010,,,"TSO,"
Top pay in the public sector : Sixth Report of Session 2009-2010 :Vol. 1,London,2010,,,"TSO,"
Top pay in the public sector : Sixth Report of Session 2009-2010 :Vol. 11,London,2010,,,"TSO,"
Total French with the Michel Thomas Method,"Hodder Education,",2011,,"THOMAS, MICHEL",
Towards nuclear zero,London,2010,,"VAYRYNEN, RAIMO
CORTRIGHT, DAVID","Routledge,"
Trapped giant: China's military rise,London,2010,,"HOLSLAG, JONATHAN","Routledge,"
"Treaty between the Government of the United Kingdom of Britain and Northern Ireland and the Government of the Federative Republic of Brazil on Mutual Legal Assistance in Criminal Matters: London, 07 April 2005",London,2011,,,TSO
"Treaty between the Government of the United Kingdom of Great Britain and Northern Ireland and the Government of Australia for Defence and Security Cooperation: Perth, 18 January 2013",London,2013,,,TSO
"Treaty between the United Kingdom of Britain and Northern Ireland and the Socialist Republic of Vietnam on Mutual Legal Assistance in Criminal Matters: Hanoi, 13 January 2009",London,2010,,,TSO
"Treaty between the United Kingdom of Great Britain and the French Republic for Defence and Security Co-operation, lLondon, 02 November 2010",London,2011,,,TSO
"Treaty between the United Kingdom of Great Britain and the French Republic for Defence and Security Co-operation, london, 02 November 2010",London,2010,,,TSO
"Treaty between the United Kingdom of Great Britain and the French Republic relating to Joint Radiographuc/Hydrodynamics Facilities, London, 02 Nov 2010",London,2012,,,TSO
"Treaty between the United Kingdom of Great Britain and the Government of Malaysia on Mutual Assistance in Ceiminal Matters, Kuala Lumpur, 21 July 2010",London,2012,,,TSO
"Treaty between the United Kingdom of Great Britain and the Socialist Republic of Vietnam on the Transfer of Sentenced Persons, Hanoi, 12 September 2009",London,2012,,,TSO
"Treaty concerning a European Vehicle and Driving Licence Information System (EUCARIS)Luxembourg, 29 July 2000",London,2012,,,TSO
"Treaty of amity and cooperation in Southeast Asia as amended by the first protocol amending the Treaty of Amity and Cooperation in Southeast Asia, 1987, the second protocol amending the Treaty of Amity and Cooperation in Southeast Asia 1998 and the third protocol amending the Treaty of Amity and Cooperation in Southeast Asia, 2010: Denpasar, Bali 24 February 1976; Manila 15 December 1987; Manila, 25 July 1988; Han Noi, Vietnam, 23 July 2010",London,2012,,,TSO
"Treaty of Lisbon: amending the Treaty Establishing the European Union and the Treaty Establishing the European Community... Lisbon, 11 December 2007",London,2010,,,TSO
Treaty on Mutual Legal Assistance in Criminal Matters between the United Kingdom of Britain and Northern Ireland and the Republic of the Phlippines,London,2012,,,TSO
Trusts (Capital and Income) Act 2013,London,2013,,,"TSO,"
Truth to power: how Civil Service reform can succeed ; eighth report of Session 2013-14,London,2013,,,The Stationery Office
Turks and Caicos Islands : Government Response to the Committee's Seventh Report of Session 2009-10 : First Special Report of Session 2010-11.,London,2010,,,"TSO,"
Turks and Caicos Islands : Seventh Report of Session 2009-10.,London,2010,,,"TSO,"
The UK military space primer,Swindon,2010,,,"Development, Concepts and Doctrine Centre,"
The UK staff presence in the EU institutions : Second Report of Session 2013-14,London,2013,,,The Stationery Office
UK-Brazil Relations : Ninth Report of Session 2010-12,London,2011,,,"TSO,"
The UK's foreign policy approach to Afghanistan and Pakistan: Fourth Report of Session 2010-11 : Voume1,London,2011,,,TSO
The UK's foreign policy approach to Afghanistan and Pakistan: Response of the Secretary of State for Foreign and Commonwealth Affairs,London,2011,,,TSO
UK-Turkey relations and Turkey's regional role: Twelfth Report of Session 2010-12,London,2012,,,"TSO,"
Understanding peacekeeping,"Polity Press,",2010,2nd ed.,"BELLAMY, CHRISTOPHER
WILLIAMS, PAUL D
GRIFFIN, STUART",
Understanding peacekeeping,Cambridge,2011,2nd edn,"BELLAMY, ALEX J
WILLIAMS, PAUL
GRIFFIN, STUART",Polity
"The untold war: inside the hearts, minds and souls of our soldiers",,2011,,"SHERMAN, NANCY",
The use of information to manage the defence logistics supply chain : Forty-third Report of Session 2010-12,London,2011,,,"TSO,"
The use of information to manage the logistics supply chain: Ministry of Defence,London,2011,,,"TSO,"
A very British killing : the death of Baha Mousa,"Cape,",2012,,"Williams, A.T",
Victory among people : lessons from countering insurgency and stabilising fragile states,"RUSI,",2011,,"RICHARDS, DAVID
MILLS, GREG",
War,"Fourth Estate,",2011,,"JUNGER, SEBASTIAN",Fourth Estate
War against the Taliban: why it all went wrong in Afghanistan,"Bloomsbury,",2012,,"GALL, SANDY",Bloomsbury
War from the ground up : twenty-first century combat as politics,"C. Hurst,",2012,,"Simpson,  Emile",
War games : the story of aid and war in modern times,"Viking,",2010,,"POLMAN, LINDA",
A war of choice : the British in Iraq 2003-2009,"Cape,",2011,,"FAIRWEATHER, JACK",
War Report,,2010,,,
The war that ended peace: how Europe abandoned peace for the First World War,,2013,,"MACMILLAN, MARGARET",Profile Books Ltd
Warriors of God: inside Hezbollah's thirty-year struggle against Israel,New York,2011,,"Blanford, Nicholas","Random House,"
"The wars of Afghanistan : messianic terrorism, tribal conflicts, and the failures of great powers","Public Affairs,",2011,,"TOMSEN, PETER",
Water Industry (Financial Assistance) Act 2012,London,2012,,,TSO
Weary policeman : American power in age of of austerity,"IISS,",2012,,"JONES, ERIK
ALLIN, DANA H",
"Web 2.0 and libraries : impacts, technologies and trends","Chandos Publishing,",2010,,,
Welfare Reform Act 2012,London,2012,,,"TSO,"
What money can't buy: the moral limits of markets,,2012,,"Sandel, Michael J","Allen Lane,"
Who does UK National Strategy? : First Report of Session 2010-11:...12 October 2010.,London,2010,,,"TSO,"
Who does UK National Strategy? : Further Report with the Government Response to the Committee's First Report of Session 2010-11 : Sixth Report of Session 2010-11:...25 January 2011.,London,2011,,,"TSO,"
Why it's kicking off everywhere : the new global revolutions,"Verso,",2012,,"MASON, PAUL",
The work of the BBC World Service 2008-10: Rsponses from the Government and BBC World Service to the Committee's Third Report of Session 2009-10: Second Special Report of Session 2009-10,London,2010,,,"TSO,"
The work of the BBC World Service 2008-10: Third Report of the BBC World Service 2009-09,London,2010,,,"TSO,"
The work of the British Council 2008-09: Responses from the Government and British Council to the Committee's Second Report of Session 2009-10,London,2010,,,"TSO,"
The work of the British Council 2008-09: Second Report of Sesion 2009-10,London,2010,,,"TSO,"
"The work of the Cabinet Office in 2008-09: boral and written evidence, Thursday 29 October 2009",London,2010,,,"TSO,"
"Work of the Cabinet Secretary 2012-13 : Oral evidence, Thurs 24 May 2012.",London,2012,,,"TSO,"
The work of the committee 2008-09 First Report of Session 2009-10 :,London,2010,,,The Stationery Office
The work of the committee 2008-09 Second Report of Session 2009-10 :,London,2010,,,The Stationery Office
The work of the committee 2009-10 First Report of Session 2009-10,London,2010,,,The Stationery Office
"Work of the First Civil Service Commissioner for Public Appointments: Oral evidence, 15 December 2010.",London,2011,,,"TSO,"
"The work of the Ministry of Defence and the Armed Forces: Oral and written evidence, 12 July 2012",London,2013,,,The Stationery Office
"Work of the Ombudsman: Oral and written evidence, Tues 29  2011",London,2012,,,"TSO,"
"Work of the Ombudsman: Oral and written evidence, Wed 9 Feb 2011",London,2011,,,"TSO,"
The work of the Service Complaints Commissioner for the Armed Forces: Eighth Report of Session 2012-13,London,2013,,,The Stationery Office
The work of the Service Complaints Commissioner for the Armed Forces: Government's and Commissioner's Responses to the Committee's Eighth Report of Session 2012-13 : Fourth Special Report of Session 2013-14,London,2012,,,The Stationery Office
World Intellectual Property Organisation (WIPO) Copyright Treaty....14 March 2010,London,2011,,,TSO
World Intellectual Property Organisation (WIPO) : Performance and Phonograms Treaty,London,2011,,,"The Stationery Office,"
The World Through Arab Eyes: Arab public opinion and the reshaping of the Middle East,,2013,,"Telhami, Shibley",Basic Books
"The wrong war : grit, strategy and the way out of Afghanistan","Random House,",2011,,"WEST, BING",
Yemen and the politics of permanent crisis,"IISS,",2011,,"PHILLIPS, SARAH",Routledge
"The 10th (POW) Royal Hussars and the Essex Yeomanry, during the European War, 1914-1918",,,,"Whitmore, H. D. C",
"11th Hussars, the Cherrypickers",,,,,
