Dept family,Entity,Date Paid,Expense Type,Expense Area,Supplier,Trans no.,Amount exc VAT
Communities and Local Government,Homes and Communities Agency,08/04/2010,RATES,FINANCE & CORPORATE SERVICES,WOLVERHAMPTON CITY COUNCIL,281629,21364.41
Communities and Local Government,Homes and Communities Agency,08/04/2010,WATER,FINANCE & CORPORATE SERVICES,UNITED UTILITIES WATER PLC,280852,606.48
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283372,650.6
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283372,781.56
Communities and Local Government,Homes and Communities Agency,08/04/2010,MORTGAGE ADMINISTRATION,FINANCE & CORPORATE SERVICES,GEMINI CONSULTANTS LTD,286614,17921.19
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,HAYS ACCOUNTANCY & FINANCE,286992,475.1
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,HAYS ACCOUNTANCY & FINANCE,286705,587.11
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,HAYS ACCOUNTANCY & FINANCE,286991,1071.57
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,HAYS ACCOUNTANCY & FINANCE,286136,1321.31
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,INSTITUTE OF PUBLIC FINANCE LTD (IPF),286137,2200
Communities and Local Government,Homes and Communities Agency,08/04/2010,GENERIC LEARNING,FINANCE & CORPORATE SERVICES,LONDON DEVELOPMENT AGENCY,284109,700
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,LEX AUTOLEASE LTD,283600,3422.88
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,LEX AUTOLEASE LTD,283600,5393.4
Communities and Local Government,Homes and Communities Agency,08/04/2010,AUDIT FEES,FINANCE & CORPORATE SERVICES,BAKER TILLY,286231,1500
Communities and Local Government,Homes and Communities Agency,08/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,DE VERE VENUES,286230,838
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,HAYS ACCOUNTANCY & FINANCE,285880,1393.8
Communities and Local Government,Homes and Communities Agency,08/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,PENNA BARKERS,286610,2583.27
Communities and Local Government,Homes and Communities Agency,08/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,PENNA BARKERS,286611,3388.48
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,VENN GROUP RECRUITMENT SOLUTIONS,286239,840.91
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,VENN GROUP RECRUITMENT SOLUTIONS,286241,840.91
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,AUTOMOTIVE LEASING,283377,1949.1
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,AUTOMOTIVE LEASING,283377,2573.9
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283365,1827.72
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283365,2438.28
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283372,650.6
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283372,781.56
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283374,2445
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,FINANCE & CORPORATE SERVICES,ARNOLD CLARK FINANCE LIMITED,283374,2867.04
Communities and Local Government,Homes and Communities Agency,08/04/2010,APPLICATIONS SUPPORT,FINANCE & CORPORATE SERVICES,COA SOLUTIONS LTD,276113,11296.24
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,286616,675
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,286617,690
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,286613,711
Communities and Local Government,Homes and Communities Agency,08/04/2010,APPLICATIONS SUPPORT,FINANCE & CORPORATE SERVICES,DATALINE SOFTWARE LTD,286615,4074
Communities and Local Government,Homes and Communities Agency,08/04/2010,APPLICATIONS SUPPORT,FINANCE & CORPORATE SERVICES,FRONTIER SOFTWARE PLC,281295,26905.45
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,SOLUTIONS RECRUITMENT,285856,651.38
Communities and Local Government,Homes and Communities Agency,08/04/2010,IRON MOUNTAIN-ARCHIVE SERVICE,FINANCE & CORPORATE SERVICES,IRON MOUNTAIN (UK) LTD,285398,11496.6
Communities and Local Government,Homes and Communities Agency,08/04/2010,IRON MOUNTAIN-STORAGE,FINANCE & CORPORATE SERVICES,IRON MOUNTAIN (UK) LTD,285398,10915.37
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,MAINE-TUCKER RECRUITMENT LTD,285849,574.36
Communities and Local Government,Homes and Communities Agency,08/04/2010,MISC PROFESSIONAL FEES,GROWTH & AFFORDABILITY,ACXIOM LIMITED,286384,1500
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,B RECRUITMENT,286560,707.75
Communities and Local Government,Homes and Communities Agency,08/04/2010,MISC PROFESSIONAL FEES,GROWTH & AFFORDABILITY,GREAT PLACES HOUSING GROUP,286378,1000
Communities and Local Government,Homes and Communities Agency,08/04/2010,MISC PROFESSIONAL FEES,GROWTH & AFFORDABILITY,ORBIT HOUSING GROUP LIMITED,286381,1400
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,GROWTH & AFFORDABILITY,BERWIN LEIGHTON PAISNER,284406,2200
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,GROWTH & AFFORDABILITY,BERWIN LEIGHTON PAISNER,286639,2757.02
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,GROWTH & AFFORDABILITY,DRIVERS JONAS DELOITTE,286582,1808.1
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,GROWTH & AFFORDABILITY,GVA GRIMLEY,286638,1439.5
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,GROWTH & AFFORDABILITY,GVA GRIMLEY,286637,1828.5
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,LONDON,BERWIN LEIGHTON PAISNER,283938,552.72
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,LONDON,BERWIN LEIGHTON PAISNER,283908,1112.02
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,LONDON,BERWIN LEIGHTON PAISNER,283893,1243.62
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,LONDON,BERWIN LEIGHTON PAISNER,283890,3492.72
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,LONDON,CB RICHARD ELLIS,286593,3550
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,LONDON,CB RICHARD ELLIS,286598,3550
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,LONDON,CB RICHARD ELLIS,286600,3550
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,LONDON,CB RICHARD ELLIS,286601,3550
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,LONDON,CB RICHARD ELLIS,286606,3550
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,LONDON,CB RICHARD ELLIS,286609,5000
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-PROPERTY,LONDON,LAMBERT SMITH HAMPTON,280456,3420.27
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-PROPERTY,LONDON,LAMBERT SMITH HAMPTON,280457,4472.58
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-PROPERTY,LONDON,LAMBERT SMITH HAMPTON,272025,4671.08
Communities and Local Government,Homes and Communities Agency,08/04/2010,SECURITY,LONDON,WARD SECURITY LIMITED,286538,11668.62
Communities and Local Government,Homes and Communities Agency,08/04/2010,MISC PROFESSIONAL FEES,LONDON,GVA GRIMLEY,285432,3000
Communities and Local Government,Homes and Communities Agency,08/04/2010,MISC PROFESSIONAL FEES,LONDON,GVA GRIMLEY,285342,23000
Communities and Local Government,Homes and Communities Agency,08/04/2010,OTHER PROFESSIONAL FEES,LONDON,CAPITA SYMONDS LTD,285439,10000
Communities and Local Government,Homes and Communities Agency,08/04/2010,ESTATE AGENTS FEES,LONDON,DTZ DEBENHAM TIE LEUNG,286186,10238.29
Communities and Local Government,Homes and Communities Agency,08/04/2010,PROPERTY,LONDON,DTZ DEBENHAM TIE LEUNG,285440,1967.75
Communities and Local Government,Homes and Communities Agency,08/04/2010,MASTERPLANNING NON EP ASSETS,LONDON,LONDON BOROUGH OF HACKNEY,285325,55000
Communities and Local Government,Homes and Communities Agency,08/04/2010,ENGINEERING CONSULTANTS,LONDON,BURO HAPPOLD LTD,285958,7500
Communities and Local Government,Homes and Communities Agency,08/04/2010,PLANNING,LONDON,CAPITA SYMONDS LTD,285845,35512.55
Communities and Local Government,Homes and Communities Agency,08/04/2010,INTERNAL BUILDING MAINTENANCE,LONDON,FOXLEYS LTD,286587,540
Communities and Local Government,Homes and Communities Agency,08/04/2010,BUILDINGS-VACANT RATES,LONDON,CITY OF WESTMINSTER,283520,1237.72
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-LEGAL,LONDON,NABARRO NATHANSON,266345,8
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-LEGAL,LONDON,NABARRO NATHANSON,285105,6667.5
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-LEGAL,LONDON,NABARRO NATHANSON,266345,10660.1
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,LONDON,MORGAN HUNT PUBLIC SECTOR LIMITED,285875,889.85
Communities and Local Government,Homes and Communities Agency,08/04/2010,OCCUPIED RATES,LONDON,LONDON BOROUGH OF TOWER HAMLETS,282493,597.67
Communities and Local Government,Homes and Communities Agency,08/04/2010,BUILDINGS-VACANT RATES,LONDON,LONDON BOROUGH OF WALTHAM FOREST,286238,1080
Communities and Local Government,Homes and Communities Agency,08/04/2010,BUILDINGS-VACANT RATES,LONDON,LONDON BOROUGH OF WALTHAM FOREST,286237,4038
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISTRICT VALUERS' CHARGES,LONDON,NABARRO NATHANSON,285350,14
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,LONDON,NABARRO NATHANSON,285350,13112.9
Communities and Local Government,Homes and Communities Agency,08/04/2010,PLANNING,LONDON,STEER DAVIES GLEAVES,285858,11660
Communities and Local Government,Homes and Communities Agency,08/04/2010,CPOS,LONDON,BERWIN LEIGHTON PAISNER,285946,1184.3
Communities and Local Government,Homes and Communities Agency,08/04/2010,BUILDINGS-WATER,LONDON,ENVIRONMENT AGENCY,286767,1525.68
Communities and Local Government,Homes and Communities Agency,08/04/2010,BUILDINGS-VACANT RATES,LONDON,GREENWICH COUNCIL,286240,9552.95
Communities and Local Government,Homes and Communities Agency,08/04/2010,OCCUPIED RATES,LONDON,GREENWICH COUNCIL,283524,1032.59
Communities and Local Government,Homes and Communities Agency,08/04/2010,OCCUPIED RATES,LONDON,GREENWICH COUNCIL,283526,1032.59
Communities and Local Government,Homes and Communities Agency,08/04/2010,OCCUPIED RATES,LONDON,GREENWICH COUNCIL,283525,1147.32
Communities and Local Government,Homes and Communities Agency,08/04/2010,OCCUPIED RATES,LONDON,GREENWICH COUNCIL,283528,1147.32
Communities and Local Government,Homes and Communities Agency,08/04/2010,OCCUPIED RATES,LONDON,GREENWICH COUNCIL,283529,1147.32
Communities and Local Government,Homes and Communities Agency,08/04/2010,OCCUPIED RATES,LONDON,GREENWICH COUNCIL,286261,1147.32
Communities and Local Government,Homes and Communities Agency,08/04/2010,GROUNDS MAINTENANCE GENERAL,LONDON,QUAYSTONE CONSTRUCTION LIMITED,286193,12196.22
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,LONDON,ADECCO UK LTD,285272,504.63
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,LONDON,ADECCO UK LTD,281762,817.02
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,MILTON KEYNES PARTNERSHIP,ROBERT HALF INTERNATIONAL,285868,648
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,MILTON KEYNES PARTNERSHIP,ROBERT HALF INTERNATIONAL,286345,846
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,MILTON KEYNES PARTNERSHIP,ARNOLD CLARK FINANCE LIMITED,283375,1809.3
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,MILTON KEYNES PARTNERSHIP,ARNOLD CLARK FINANCE LIMITED,283375,2684.7
Communities and Local Government,Homes and Communities Agency,08/04/2010,SEWERS,MILTON KEYNES PARTNERSHIP,MILTON KEYNES COUNCIL,287020,-451.5
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH EAST,EVERSHEDS LLP,285853,3844
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,NORTH EAST,ARNOLD CLARK FINANCE LIMITED,283372,650.6
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,NORTH EAST,ARNOLD CLARK FINANCE LIMITED,283372,781.56
Communities and Local Government,Homes and Communities Agency,08/04/2010,MASTERPLANNING FEES EP ASSETS,NORTH EAST,DAVID LOCK ASSOCIATES LIMITED,286175,59333.4
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,NORTH EAST,ARNOLD CLARK FINANCE LIMITED,283369,1769.58
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,NORTH EAST,ARNOLD CLARK FINANCE LIMITED,283369,2335.74
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH EAST,EVERSHEDS LLP,285852,503.5
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,BERWIN LEIGHTON PAISNER,286641,441
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,BERWIN LEIGHTON PAISNER,286644,1107.33
Communities and Local Government,Homes and Communities Agency,08/04/2010,PANEL FEES PROPERTY SERVICES,NORTH WEST,CB RICHARD ELLIS,280275,1250
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,TROWERS AND HAMLINS,286276,4
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,TROWERS AND HAMLINS,286276,17625.24
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,TROWERS AND HAMLINS,286276,32760.78
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,NORTH WEST,ARNOLD CLARK FINANCE LIMITED,283376,1625.04
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAR LEASING - HIRE CHARGES,NORTH WEST,ARNOLD CLARK FINANCE LIMITED,283376,2167.32
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,NORTH WEST,FORREST RECRUITMENT,286131,454.86
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,NORTH WEST,VENN GROUP RECRUITMENT SOLUTIONS,285172,525
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-PROPERTY,NORTH WEST,CB RICHARD ELLIS,284402,1000
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-LEGAL,NORTH WEST,FORSHAWS DAVIES RIDGWAY LLP,285158,8
Communities and Local Government,Homes and Communities Agency,08/04/2010,DISPOSAL FEES-LEGAL,NORTH WEST,FORSHAWS DAVIES RIDGWAY LLP,285158,8942.4
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,NORTH WEST,INNER CITY SOLUTIONS,284403,1565.58
Communities and Local Government,Homes and Communities Agency,08/04/2010,AGENCY STAFF,NORTH WEST,INNER CITY SOLUTIONS,284403,17250
Communities and Local Government,Homes and Communities Agency,08/04/2010,CAP GRNTS TO LOCAL AUTHORITIES,NORTH WEST,COPELAND BOROUGH COUNCIL,283536,61801
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,FORSHAWS DAVIES RIDGWAY LLP,285160,7500
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,PINSENT MASONS,286632,338.32
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,PINSENT MASONS,286632,16344.73
Communities and Local Government,Homes and Communities Agency,08/04/2010,LEGAL FEES,NORTH WEST,FORSHAWS DAVIES RIDGWAY LLP,285160,259.68
Communities and Local Government,Homes and Communities Agency,08/04/2010,GENERIC LEARNING,NORTH WEST,THE PERFORMACE SOLUTION (2004) LTD,285177,9500
