Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,88.50
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,266.20
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,60.65
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,137.76
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,147.00
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,107.64
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,55.86
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,18.00
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,18.00
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,18.00
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,27.90
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,25.78
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,38.80
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,17.36
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,4.54
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,90.72
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,13.32
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,13.96
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,26.30
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,6.00
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,6.40
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,10.90
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,71.20
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,92.00
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,114.70
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,38.80
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,38.80
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,38.80
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,12.90
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,4.20
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,4.20
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,4.20
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,4.20
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,1.42
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,2.90
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,3.36
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,3.36
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,0.92
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,30.35
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,4.16
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,17.88
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,31.62
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,14.41
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,12.79
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,4.50
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,9.10
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,63.00
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,2.95
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,8.95
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,26.16
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Cultural & Related Services,Cleaning,06/03/2017,1.42
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Central Support Costs,Cleaning,27/03/2017,919.25
Foster Care,ALPHA PLUS FOSTERING SERVICE,Childrens & Educational Services,Care Payments,01/03/2017,"2,980.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,-653.50
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"-7,572.91"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"-10,240.60"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"2,840.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"28,514.14"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"1,562.50"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"10,602.67"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,781.25
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"1,540.18"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,06/03/2017,"32,930.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,22/03/2017,468.00
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,22/03/2017,702.00
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,27/03/2017,"2,752.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,27/03/2017,"4,534.57"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,27/03/2017,"2,580.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,27/03/2017,"5,116.72"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,30/03/2017,"3,125.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,30/03/2017,"14,000.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,30/03/2017,"15,500.00"
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,30/03/2017,"3,459.82"
Social Care Services,AMJ Support Services,Childrens & Educational Services,Care Payments,01/03/2017,"10,148.00"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,"-1,833.05"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,"-1,298.50"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,-631.50
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,-876.65
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,"4,848.00"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,"2,314.50"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,"2,353.50"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,06/03/2017,"5,656.80"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,27/03/2017,"2,075.60"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,27/03/2017,"1,779.09"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,27/03/2017,"2,138.56"
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,27/03/2017,942.25
Social Care Services,Anchor Carehomes (Lighbowne Hall),Adult Social Care,Care Payments,27/03/2017,"2,110.26"
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,278.80
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,"1,747.60"
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,758.20
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,68.00
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,278.80
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,"1,727.20"
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,761.60
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/03/2017,112.20
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,309.40
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,"1,686.40"
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,737.80
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,115.60
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,302.60
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,"1,924.40"
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,557.60
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/03/2017,119.00
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,316.20
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,"1,846.20"
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,642.60
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,119.00
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,384.20
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,"2,155.60"
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,652.80
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,29/03/2017,119.00
Social Care Services,Angels Healthcare,Adult Social Care,Care Payments,29/03/2017,"4,368.00"
Animal Welfare Services,ANIMAL WARDENS LTD,Environmental & Regulatory Services,Animal Welfare,27/03/2017,-647.00
Animal Welfare Services,ANIMAL WARDENS LTD,Environmental & Regulatory Services,Animal Welfare,27/03/2017,"2,743.00"
Animal Welfare Services,ANIMAL WARDENS LTD,Environmental & Regulatory Services,Animal Welfare,27/03/2017,"-1,325.00"
Education Services,Anita Strong,Childrens & Educational Services,Fees and Charges,02/03/2017,980.00
Construction / Building Services,APPROVED HEATING COMPANY LTD,Capital Expenditure,Capital Expenditure - Works,13/03/2017,"8,300.00"
Construction / Building Services,APPROVED HEATING COMPANY LTD,Capital Expenditure,Capital Expenditure - Works,16/03/2017,"2,500.00"
Construction / Building Services,APPROVED HEATING COMPANY LTD,Capital Expenditure,Capital Expenditure - Works,16/03/2017,"1,001.97"
Construction / Building Services,APPROVED HEATING COMPANY LTD,Capital Expenditure,Capital Expenditure - Works,16/03/2017,667.98
Construction / Building Services,APPROVED HEATING COMPANY LTD,Capital Expenditure,Capital Expenditure - Works,29/03/2017,"6,136.93"
Construction / Building Services,APPROVED HEATING COMPANY LTD,Capital Expenditure,Capital Expenditure - Works,29/03/2017,"5,114.11"
Financial Services,APS Financial Ltd,Childrens & Educational Services,Care Payments,02/03/2017,500.00
Financial Services,APS Financial Ltd,Central Support Costs,Fees and Charges,13/03/2017,622.36
Financial Services,APS Financial Ltd,Childrens & Educational Services,Care Payments,08/03/2017,500.00
Financial Services,APS Financial Ltd,Childrens & Educational Services,Care Payments,08/03/2017,"1,226.42"
Digital / Media Services,APS GROUP,Central Support Costs,Professional Fees,30/03/2017,"4,400.00"
Digital / Media Services,APS GROUP,Central Support Costs,Professional Fees,29/03/2017,"6,760.00"
Digital / Media Services,APS GROUP,Central Support Costs,Professional Fees,29/03/2017,"-6,760.00"
Further and Higher Education,AQUINAS COLLEGE,Childrens & Educational Services,Publicity and Promotion,01/03/2017,"1,000.00"
Further and Higher Education,AQUINAS COLLEGE,Childrens & Educational Services,Publicity and Promotion,07/03/2017,"2,500.00"
Further and Higher Education,AQUINAS COLLEGE,Childrens & Educational Services,Publicity and Promotion,07/03/2017,"2,500.00"
Further and Higher Education,AQUINAS COLLEGE,Childrens & Educational Services,Publicity and Promotion,07/03/2017,"2,500.00"
Further and Higher Education,AQUINAS COLLEGE,Childrens & Educational Services,Publicity and Promotion,07/03/2017,"10,000.00"
Further and Higher Education,AQUINAS COLLEGE,Childrens & Educational Services,Third party payments - Private/Voluntary Sector,16/03/2017,"10,000.00"
Further and Higher Education,AQUINAS COLLEGE,Childrens & Educational Services,Fees and Charges,23/03/2017,"10,000.00"
Childcare Provision,ARDEN PARK DAY NURSERY,Childrens & Educational Services,Third party payments - Private/Voluntary Sector,09/03/2017,603.28
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,27/03/2017,105.00
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,27/03/2017,203.00
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,27/03/2017,71.00
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,27/03/2017,69.00
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,27/03/2017,155.00
Transport and Travel,Arriva Rail North Limited,Non Distributed Costs,Travelling Expenses,28/03/2017,"2,436.00"
Transport and Travel,ASAPPcars,Childrens & Educational Services,Leasing /Transport Hire,08/03/2017,"1,050.00"
Social Care Services,ASHBOURNE HOUSE,Adult Social Care,Care Payments,06/03/2017,"-3,262.05"
Social Care Services,ASHBOURNE HOUSE,Adult Social Care,Care Payments,06/03/2017,"11,357.50"
Social Care Services,ASHBOURNE HOUSE,Adult Social Care,Care Payments,06/03/2017,"2,190.00"
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,01/03/2017,614.62
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,03/03/2017,673.36
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,03/03/2017,632.42
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,03/03/2017,645.92
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,07/03/2017,506.97
