DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-10-16,2017,Q4,Oct,16,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B2,satisfactory,Feedingstuff,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Feedingstuff,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Feedingstuff,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24780,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25020,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24880,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24820,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24540,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24540,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,481,721,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,DO,Gatwick,DO,Dominican Republic,GB,GB,708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",47,235,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,743,1476,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24920,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,91,182,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,200,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,US,"Felixstowe, P",US,United States,GB,GB,8025200,Shelled,1000,13608,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,Port of Tyne (CED),CN,China,GB,GB,9022000,Other green tea (not fermented),120,6000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,Port of Tyne (CED),CN,China,GB,GB,9022000,Other green tea (not fermented),400,19960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,247,1235,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,25,180,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,30,216,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,55,495,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,20,72,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,JP,Heathrow,JP,Japan,GB,GB,19053299,Other,2,4.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,6720,18063.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,21031000,Soya sauce,2561,18900.84,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,21069092,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",2561,18900.84,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,22029911,"Soya-based beverages with a protein content of 2,8 % or more by weight",2561,18900.84,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,21041000,Soups and broths and preparations therefor,20,200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,400,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,400,600,Human consumption,Satisfactory,no,2. Destruction,Satisfactory,Not Satisfactory,Yes,.RESIDUES OF PESTICIDES,notsatisfactory,-,destruction,4. Chemical contamination,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",860,21500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",858,17160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B2,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2496,22700,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2496,22700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,20,240,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,US,Liverpool,US,China,NL,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",1574,486.53,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,US,Liverpool,US,China,NL,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",1574,486.53,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,8,0.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,20960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2496,20730,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-16,2017,Q4,Oct,16,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,359,1084,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,709999020,Okra,380,1700.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,50,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,12,300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,245,6125,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,500,12500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,US,Liverpool,US,United States,GB,GB,8025100,In shell,20,19958,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,US,Liverpool,US,United States,GB,GB,8025100,In shell,20,19958,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,709999090,Other,703,4007.1,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,709999090,Other,2593,11001.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,Manchester,IN,India,GB,GB,13023290,Of guar seeds,4,105.76,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,London Gateway,IN,India,GB,GB,12074090,Other,400,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,440,11000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,440,11000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,DO,Gatwick,DO,Dominican Republic,GB,GB,708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",75,375,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),330,1980,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,AR,"Tilbury, P",AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",1000,25220,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,19023090,Other,9000,16200,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,CN,Port of Tyne (CED),CN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,300,15000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,CN,Port of Tyne (CED),CN,China,GB,GB,9022000,Other green tea (not fermented),100,4800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,878,3564,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,7,49.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,732,2664,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,104,416,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,21039090,Other,143,1430,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-134,satisfactory,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,21039090,Other,143,1430,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-137,satisfactory,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,21039090,Other,144,2880,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,21069098,Other,20,112,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,21069098,Other,30,244.94,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,Belfast City Council (CED),TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-17,2017,Q4,Oct,17,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1667,20004,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
