Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,11-Sep-17,Additions NHS FTs Capital Investment Loans,Holding CT Core,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-23158,"600,000.00",,LA1 4GG,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,HAFS-23159,"10,247,000.00",,ST4 7LN,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,HAFS-23160,"1,728,000.00",,WS2 9PS,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,HAFS-23161,"1,503,000.00",,WA7 2DA,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-23162,"1,394,000.00",,WD18 0BH,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,HAFS-23163,"3,000,000.00",,CH63 4JY,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,HAFS-23164,"3,000,000.00",,S75 2PY,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,BEDFORD HOSPITAL NHS TRUST,HAFS-23165,"2,650,000.00",,MK42 9DJ,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,BURTON HOSPITALS NHS FOUNDATION TRUST,HAFS-23166,"3,298,000.00",,DE13 0RB,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,HAFS-23167,"448,000.00",,CA1 3SX,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-23168,"4,683,000.00",,DE1 2QY,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,HAFS-23169,"1,106,000.00",,DN2 5LT,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,HAFS-23170,"3,310,000.00",,CT1 3NG,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,HAFS-23171,"2,692,000.00",,SM5 1AA,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-23172,"8,864,000.00",,GL1 3NN,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,HEART OF ENGLAND NHS FOUNDATION TRUST,HAFS-23173,"9,767,000.00",,B9 5SS,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-23174,"14,569,000.00",,SE5 9RS,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,LEWISHAM AND GREENWICH NHS TRUST,HAFS-23175,"2,514,000.00",,SE13 6LH,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-23176,"5,324,000.00",,M20 4BX,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,MEDWAY NHS FOUNDATION TRUST,HAFS-23177,"7,493,000.00",,ME7 5NY,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,NORTH WEST ANGLIA NHS FOUNDATION TRUST,HAFS-23178,"5,500,000.00",,PE3 9GZ,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,PLYMOUTH HOSPITALS NHS TRUST,HAFS-23179,"1,316,000.00",,WF3 1WE,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,HAFS-23180,"1,450,000.00",,CM20 1QX,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,ROYAL FREE LONDON NHS FOUNDATION TRUST,HAFS-23181,"7,000,000.00",,NW3 2QG,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-23182,"1,923,000.00",,NG17 4JL,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-23183,"4,434,000.00",,TF6 6TF,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,THE ROTHERHAM NHS FOUNDATION TRUST,HAFS-23184,"1,082,000.00",,S60 2UD,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,HAFS-23185,"9,265,000.00",,LN2 5QY,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HAFS-23186,"2,374,000.00",,LE5 4QF,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,WESTON AREA HEALTH NHS TRUST,HAFS-23187,"814,000.00",,BS23 4TQ,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-23188,"6,212,000.00",,WR5 1DD,PUBLIC,,,
,,11-Sep-17,Additions NHS Trust Working Capital Loans,Holding CT Core,WYE VALLEY NHS TRUST,HAFS-23189,"2,135,000.00",,HR1 2ER,PUBLIC,,,
,,11-Sep-17,Additions NHS FTs Working Capital Loans,Holding CT Core,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,HAFS-23190,"2,065,000.00",,BA21 4AT,PUBLIC,,,
,,11-Sep-17,Rates,FINANCE AND GROUP OPERATIONS,SOUTHWARK LONDON BOROUGH COUNCIL,NN25560080000001 Q3,"782,183.00","Skipton House - Business Rates FY2017-2018 - @ £783,750 Qtrly - Property Ref: 400871826",SE17 1RX,PUBLIC,,,
,,12-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (Chesham),SIN0128232,"£30,068.36",,,SME,,,
,,12-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (Chesham),SIN0128256,"£74,738.41",,,SME,,,
,,12-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,MWW (Chesham),SIN0128258,"£37,313.41",,,SME,,,
,,12-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Pioneer,INV19522,"£43,062.88",,,SME,,,
,,12-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,A G Axton,7107,"£57,415.39",,,SME,,,
,,12-Sep-17,Rates,FINANCE AND GROUP OPERATIONS,WESTMINSTER CITY COUNCIL,400871826Q3,"176,050.00","Richmond House - Business Rates FY2017 -2018 @ £525,000 Qtr1, Qtr2 and £175,000 Qtr3 - Property Ref: 400871826",WC2N 6NU,PUBLIC,,,
,,12-Sep-17,Rates,FINANCE AND GROUP OPERATIONS,WESTMINSTER CITY COUNCIL,400871826Q3,"346,850.00","Richmond House business rates FY17/18 - £525,000/Qtr on 1/4/17, 1/7/17 and £175,000 1/10/17 - Account ref 400871826",WC2N 6NU,PUBLIC,,,
,,12-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,MAPELEY BETA ACQ LTD C/O FI REAL ESTATE MANAGEMENT LTD,90/001/001-29/9/2017,"84,625.00","Premier House - Rent for FY2017/18 - £84,625 payable on  Qtrs 24/6/17, 29/9/17, 25/12/17 & 25/3/18 @£84,625",SE1 0TA,LARGE,,,
,,12-Sep-17,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,MOTT MACDONALD LTD,IN00374126,"227,278.62",Management Agent for the Fleming Fund Inception Costs.,CR0 2EE,LARGE,,,
,,12-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,LONDON AND REGIONAL PROPERTIES LTD,Rent Account (Skipton) - 29/9/2017,"1,511,906.00","Skipton House - Rent for FY2017-2018 - £1,511,906.00 due Qtrs 24/6/17, 29/9/17, 25/12/17 & 25/3/20178- (Includes provision for 21/12/2016 Lease Renewal likely - rent increase).",W1U 7DA,LARGE,,,
,,13-Sep-17,Utilities,FINANCE AND GROUP OPERATIONS,EDF ENERGY PLC,000003139080,"22,884.10",Wellington House - Electricity Charges from July 2017 - March 2018 Replaces PO532315,PL3 5XQ,LARGE,,,
,,13-Sep-17,Service charge,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022542,"75,000.00",Revenue 16/17 GPSOC EMIS -Development Capital-PDS Development Capital-SCR National Services-Deployment GP2GP National Services-Deployment SCR National Services-Deployment EPS2 System Migration Charges New Software & Upgrades,Yeadon,LARGE,,,
,,13-Sep-17,Service charge,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-SINV022773,"1,738,075.91","Revenue 17/18 GPSOC - revenue charges for the period commencing 01/07/17 - 31/12/17 - system support charges, training charges, interface mechanism charges, pairing assurance charges, development charges, hosting service charges",LS19 7BY,LARGE,,,
,,13-Sep-17,Revenue Grants to non-profit institutions,COMMUNITY CARE,OLDER PEOPLES ADVOCACY ALL(UK),ERS-578912-143061,"29,050.00",Older People's Cancer Voices 54081356,ST4 7JL,VCS,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094292 29/9/2017,"83,083.20","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094298 29/9/2017,"199,819.80","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094299 29/9/2017,"196,706.70","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094300 29/9/2017,"190,393.20","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094301 29/9/2017,"204,184.50","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094303 29-9-2017,"55,431.00","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094323 29/9/2017,"199,231.50","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094324 29/9/2017,"122,882.40","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094326 29/9/2017,"186,495.90","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094329 29/9/2017,"166,758.90","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,Rent of Land & Buildings (non-PFI operating lease),FINANCE AND GROUP OPERATIONS,SAVILLS UK LTD,HBV001-094330 29/9/2017,"194,629.50","39 Victoria Street - rent FY17/18 - £1,499,984.25.00 due on (or before) Qtrs 29/9/17, 25/12/17 &  25/3/2018",M2 4AW,LARGE,,,
,,13-Sep-17,ENDPBs Admin Capital Grant in Aid,COMMUNITY CARE,HOMES AND COMMUNITIES AGENCY (HCA),S0014070,"344,550.00",CASSH capital (HCA) 17-18,NE11 0NA,PUBLIC,,,
,,14-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Gateshead),DUR 1707,"£45,978.74",,,SME,,,
,,14-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Gateshead),NOR1707,"£29,229.96",,,SME,,,
,,14-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce (Gateshead),SUN1707,"£26,433.70",,,SME,,,
,,14-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce Plc (Hereford),H17061547916,"£58,536.15",,,SME,,,
,,14-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce Plc (Hereford),H17061547937,"£54,199.90",,,SME,,,
,,14-Sep-17,School Fruit and Veg Scheme ,GLOBAL AND PUBLIC HEALTH,Total Produce Plc (Hereford),H17061547885,"£56,384.05",,,SME,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST ANGLIA UNIVERSITY OF,ERS-579166-143339,"25,049.00",APPLIED CLINICAL DRF's,NR4 7TJ,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-579204-143495,"25,218.00",Post Doctoral Fellowship PDF,S10 2UH,PUBLIC,,,
,,14-Sep-17,Utilities,FINANCE AND GROUP OPERATIONS,EDF ENERGY PLC,000003250674,"41,438.89",Skipton House - Electricity Charges from July 2017 - March 2018 Replaces PO532314,PL3 5XQ,LARGE,,,
,,14-Sep-17,Utilities,FINANCE AND GROUP OPERATIONS,EDF ENERGY PLC,000003258502,"21,982.35",Wellington House - Electricity Charges from July 2017 - March 2018 Replaces PO532315,PL3 5XQ,LARGE,,,
,,14-Sep-17,Outsourcing Contract,COMMUNITY CARE,NHS SHARED BUSINESS SERVICES SBS,42137207,"39,835.33",,WF3 1WE,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-579293-143527,"25,428.00",APPLIED CLINICAL DRF's,YO10 5DD,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-579159-143418,"25,490.00",Post Doctoral Fellowship PDF,WC1E 6BT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,ERS-579241-143135,"25,540.00",Research Capability Funding,WF3 1WE,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,ERS-578970-143281,"25,548.00",Research Capability Funding,NG8 3LL,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-579210-143156,"25,586.00",Clinician Scientist Awards,S5 7AU,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-579313-143426,"25,786.00",APPLIED CLINICAL DRF's,WC1E 6BT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH BRISTOL NHS TRUST,ERS-579412-143585,"25,939.00",Research for patients benefit programme,BS1 2NP,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-579243-143518,"26,120.00",Post Doctoral Fellowship PDF,CV4 7AL,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-579196-143505,"26,230.00",Career Development Fellowship,SO17 1BJ,PUBLIC,,,
,,14-Sep-17,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE ,SKILLS FOR CARE LTD,ERS-578967-143081,"2,230,000.00",2017/024 development of adult social care workforce,LS1 2RP,VCS,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-579312-143358,"26,319.00",Career Development Fellowship,SW7 2AZ,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-579185-143374,"26,329.00",Post Doctoral Fellowship PDF,SE1 8WA,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-579377-143441,"26,377.00",Knowledge Mobilisation Fellowships,M13 9PL,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SURREY UNIVERSITY OF,ERS-579414-143593,"26,645.00",Other PRP Research,GU2 7XH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-579306-143350,"26,673.00",APPLIED CLINICAL DRF's,WC1E 7HT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-579366-143499,"26,675.00",APPLIED CLINICAL DRF's,S10 2UH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-579295-143476,"26,755.00",Post Doctoral Fellowship PDF,OX1 2XN,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-579200-143482,"26,824.00",APPLIED CLINICAL DRF's,E1 2AX,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-579267-143393,"26,835.00",APPLIED CLINICAL DRF's,LS2 9JT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST ANGLIA UNIVERSITY OF,ERS-579144-143338,"27,216.00",Career Development Fellowship,NR4 7TJ,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-579417-143592,"27,456.51",Service Delivery & Org,M13 9PL,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-579005-143386,"27,770.00",Clinician Scientist Awards,LS2 9JT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-579093-143208,"27,859.00",Research Capability Funding,B9 5TA,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEICESTER UNIVERSITY OF,ERS-579233-143405,"28,175.00",Post Doctoral Fellowship PDF,LE1 7RH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-578972-143117,"28,189.00",Research Capability Funding,CM8 2TL,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-579165-143305,"28,299.00",APPLIED CLINICAL DRF's,B15 2TT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-579319-143520,"28,329.00",Career Development Fellowship,CV4 7AL,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-579085-143247,"28,387.00",Research Capability Funding,NW1 7QY,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HULL UNIVERSITY OF,ERS-579262-143346,"28,454.00",APPLIED CLINICAL DRF's,HU6 7RX,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-579310-143478,"28,476.00",Post Doctoral Fellowship PDF,OX1 2XN,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST ANGLIA UNIVERSITY OF,ERS-579003-143337,"28,544.00",Career Scientist Awards,NR4 7TJ,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-579199-143451,"28,641.00",APPLIED CLINICAL DRF's,NE1 7RU,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DERBY HOSPITALS NHS FOUNDATION TRUST,ERS-579114-143239,"29,133.00",Research Capability Funding,DE1 2QS,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DEVON PARTNERSHIP NHS TRUST,ERS-579088-143274,"29,583.00",Research Capability Funding,EX2 5DW,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-579002-143189,"29,625.00",Clinician Scientist Awards,WC1N 3JH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ERS-579094-143264,"30,036.00",Research Capability Funding,HU16 5JQ,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-579124-143444,"30,063.00",Career Development Fellowship,NE1 7RU,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-579297-143452,"30,102.00",APPLIED CLINICAL DRF's,NE1 7RU,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EXETER UNIVERSITY OF,ERS-579168-143343,"30,117.00",Career Scientist Awards,EX4 4QJ,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-579164-143481,"30,726.00",APPLIED CLINICAL DRF's,E1 2AX,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST ANGLIA UNIVERSITY OF,ERS-579188-143340,"30,881.00",APPLIED CLINICAL DRF's,NR4 7TJ,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-579138-143524,"30,890.00",Post Doctoral Fellowship PDF,YO10 5DD,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-578935-143202,"31,249.00",Research Capability Funding,L7 8XP,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-579373-143231,"31,293.00",APPLIED CLINICAL DRF's,UB9 6JH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-579284-143454,"31,758.00",Career Development Fellowship,NG7 2RD,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-579186-143391,"31,793.00",Career Development Fellowship,LS2 9JT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-578963-143253,"31,827.00",Research Capability Funding,BA1 3QE,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-579308-143191,"31,877.00",Career Development Fellowship,WC1N 3JH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,ERS-578976-143532,"32,082.00",Research Capability Funding,S10 3TH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-579393-143458,"32,241.31",Invention for Innovation,NG7 2RD,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-579298-143349,"32,324.00",Career Development Fellowship,WC1E 7HT,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SANDWELL & WEST BIRMINGHAM HOSPTIALS NHS TRUST,ERS-578943-143285,"32,357.00",Research Capability Funding,B18 7QH,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-579334-143276,"32,433.00",CRF's CRII,NG7 2UK,PUBLIC,,,
,,14-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-579203-143468,"32,504.00",APPLIED CLINICAL DRF's,OX1 2XN,PUBLIC,,,
