Newcastle City Council Invoices over £250 paid in December 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,02-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7073021,Revenue,1EJ13,Stock Services,355.75
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,14-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7084927,Revenue,1EJ13,Stock Services,305.61
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,16-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7084930,Revenue,1EJ13,Stock Services,481.63
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,09-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7073043,Revenue,1EJ13,Stock Services,339.42
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,28-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7095067,Revenue,1EJ13,Stock Services,295.31
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,28-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7095063,Revenue,1EJ13,Stock Services,260.82
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,21-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7084940,Revenue,1EJ13,Stock Services,253.76
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,23-Dec-2016,ASKEWS LIBRARY SERVICES LTD,7095062,Revenue,1EJ13,Stock Services,708.93
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,ASPINDEN WOOD CENTRE,7095703,Revenue,1MM20,Residential Care MH,2760.00
Adult and Culture,Social Services-Carefirst              ,Revenue Income,13-Dec-2016,ASPINDEN WOOD CENTRE,7095703,Revenue,1MM20,Residential Care MH,-495.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRATIONS CARE LTD,7103810,Revenue,1MH50,Home Care PD,12453.44
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Dec-2016,ASPIRATIONS CARE LTD,7107664,Revenue,1MM50,Home Care MH,5228.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103957,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103958,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103959,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103960,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103961,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103962,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103963,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103964,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103965,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103966,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103967,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103968,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103969,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103970,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103971,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103972,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103973,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103974,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103975,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103976,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,ASPIRE HEALTHCARE LTD,7103977,Revenue,1MK50,Supported Living LD,375.00
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,22-Dec-2016,ASSOC OF EMPLOYMENT & LEARNING PROV LTD,7080329,Revenue,1EA15,Newcastle City Learning Main,255.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,21-Dec-2016,ASTROFADE LTD,7105512,Revenue,1KVWC,Minor Works Contracts,4240.00
Environment & Regeneration,Cityworks Cems & Crems     ,Revenue Expenditure,22-Dec-2016,ATI ENVIRONMENT UK LTD,7106706,Revenue,1KE27,Bereavement Services Overhead,58350.00
Children's Services,Comm Hub                   ,Revenue Expenditure,16-Dec-2016,AURA (NEWCASTLE) PROJECT COMPANY LTD,7100288,Revenue,1E31G,BSF Phase 1,256.71
Children's Services,Comm Hub                   ,Revenue Expenditure,16-Dec-2016,AURA (NEWCASTLE) PROJECT COMPANY LTD,7100292,Revenue,1E31G,BSF Phase 1,1668.00
Children's Services,Comm Hub                   ,Revenue Expenditure,23-Dec-2016,AURA (NEWCASTLE) PROJECT COMPANY LTD,7093258,Revenue,1E31G,BSF Phase 1,1101914.06
Children's Services,Comm Hub                   ,Revenue Expenditure,23-Dec-2016,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,7093263,Revenue,1E31H,BSF Phase 2,817229.45
Chief Executive's,CD - Economic Development        ,Capital Expenditure,06-Dec-2016,AURA NEWCASTLE LTD,7084606,Capital,2N401,Capital General,6780.00
Children's Services,Comm Hub                   ,Capital Expenditure,15-Dec-2016,AURA NEWCASTLE LTD,7093369,Capital,2EBP2,BSF ICT Phase Two,3556.25
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM CARE UK,7104000,Revenue,1MM50,Home Care MH,1890.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM DIMENSIONS,7103921,Revenue,1MK51,Home Care LD,110.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM DIMENSIONS,7103921,Revenue,1MK60,Ind Day Care LD,320.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM DIMENSIONS,7103922,Revenue,1MK51,Home Care LD,90.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM DIMENSIONS,7103922,Revenue,1MK60,Ind Day Care LD,320.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM DIMENSIONS,7103923,Revenue,1MK55,Home Care Family/Carer LD,1209.78
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM DIMENSIONS,7103924,Revenue,1MK55,Home Care Family/Carer LD,1209.78
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AUTISM INITIATIVES,7103773,Revenue,1MK50,Supported Living LD,19147.52
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,AUTISM INITIATIVES,7095752,Revenue,1MK20,Residential Care LD,6107.52
Adult and Culture,Social Services-Carefirst              ,Revenue Income,13-Dec-2016,AUTISM INITIATIVES,7095752,Revenue,1MK20,Residential Care LD,-315.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,AUTISM NORTH - EASTCLIFFE,7095681,Revenue,1MK20,Residential Care LD,3811.28
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,AUTISM NORTH - EASTCLIFFE,7095681,Revenue,1MK50,Supported Living LD,5716.92
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,AVENUE COMMUNITY NH LTD,7106479,Revenue,1MM10,Nursing Care MH,2285.68
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1DE50,i6- Charlotte Square NEC,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1KEWC,Condercum Road Depot,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1KKY2,Allendale Accomodation,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1MC41,Bedeburn Short Break Unit,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1MG25,Connie Lewcock House OP,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1KEWA,Newington Road East Depot,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1CC52,Denton CSC,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1E465,Willow Avenue Community C C P,330.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Dec-2016,AXION ENERGY SOLUTIONS,7089311,Revenue,1FRAE,Shieldfield,330.00
Adult and Culture,Social Services                        ,Revenue Expenditure,12-Dec-2016,AYOUB MOHAMMEDPANAHI,7090292,Revenue,1MN20,Asy Seekers Families,263.65
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Dec-2016,AYOUB MOHAMMEDPANAHI,7098612,Revenue,1MN20,Asy Seekers Families,263.65
Adult and Culture,Social Services                        ,Revenue Expenditure,23-Dec-2016,AYOUB MOHAMMEDPANAHI,7098614,Revenue,1MN20,Asy Seekers Families,263.65
Adult and Culture,Social Services                        ,Revenue Expenditure,30-Dec-2016,AYOUB MOHAMMEDPANAHI,7098615,Revenue,1MN20,Asy Seekers Families,263.65
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AZURE,7103876,Revenue,1MH50,Home Care PD,78.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AZURE,7103876,Revenue,1MK51,Home Care LD,18102.40
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AZURE,7103876,Revenue,1MK55,Home Care Family/Carer LD,7791.06
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AZURE,7103876,Revenue,1MM50,Home Care MH,436.48
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,20-Dec-2016,AZURE,7103772,Revenue,1MK50,Supported Living LD,61991.08
Adult and Culture,Social Services-Carefirst              ,Revenue Income,20-Dec-2016,AZURE,7103772,Revenue,1MK50,Supported Living LD,-3557.88
HRA,HRA Property Maint         ,Revenue Expenditure,21-Dec-2016,BA ELECTRICAL CONTRACTORS NORTHERN LTD,7083030,Revenue,1HRM1,Comm Areas - R&M Contracts,856.07
Adult and Culture,Adult Serv Admin Support   ,Revenue Expenditure,20-Dec-2016,BACK CARE SOLUTIONS LTD,7097547,Revenue,1MG02,Community Health & Social Care,683.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,09-Dec-2016,BAILEYS BLINDS,7093242,Revenue,1KVWC,Minor Works Contracts,2610.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,BAILIFFGATE,7095657,Revenue,1MK20,Residential Care LD,2515.92
Adult and Culture,Social Services-Carefirst              ,Revenue Income,13-Dec-2016,BAILIFFGATE,7095657,Revenue,1MK20,Residential Care LD,-319.40
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,12-Dec-2016,BALLIOL PROPERTY MANAGEMENT,7094873,Capital,2N401,Capital General,450.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,BALMORAL COURT,7106439,Revenue,1MG10,Nursing Care OP,55801.74
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,BALMORAL COURT,7106439,Revenue,1MG20,Residential Care OP,14873.96
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,BALMORAL COURT,7106439,Revenue,1MK10,Nursing Care LD,1887.04
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,BALMORAL COURT,7106439,Revenue,1MM10,Nursing Care MH,2047.16
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,22-Dec-2016,BALMORAL COURT,7106439,Revenue,1MM20,Residential Care MH,1964.96
Adult and Culture,Social Services-Carefirst              ,Revenue Income,22-Dec-2016,BALMORAL COURT,7106439,Revenue,1MG10,Nursing Care OP,-3726.62
Adult and Culture,Social Services-Carefirst              ,Revenue Income,22-Dec-2016,BALMORAL COURT,7106439,Revenue,1MG20,Residential Care OP,-3869.88
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,05-Dec-2016,BALMORAL JOINERY,7074168,Revenue,1KBM0,Public & Educ O/H,960.00
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Dec-2016,BANG ON PRINT & DESIGN,7098459,Revenue,1ML11,PH - Smoking & Tobacco,950.00
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,BANKS OF THE WEAR LTD,7101321,Revenue,1MX50,Crisis Response Block Gross,1345.40
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,23-Dec-2016,BANNER GROUP LTD,7086532,Revenue,1EA15,Newcastle City Learning Main,2076.96
Chief Executive's,CD - Customer Service Centres    ,Revenue Expenditure,12-Dec-2016,BANNER GROUP LTD,7068261,Revenue,1FA53,Reg of Births Deaths & Margs,371.58
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,13-Dec-2016,BARCHESTER HEALTHCARE,7095686,Revenue,1MK20,Residential Care LD,12996.24
Adult and Culture,Adult Serv-Arts & Cul      ,Revenue Expenditure,28-Dec-2016,BARE TOED CO,7094920,Revenue,1DF16,Arts/Dance Connect,1677.08
Children's Services,Childrens Services Support       ,Revenue Expenditure,14-Dec-2016,BARNARDO SERVICES LTD,7097554,Revenue,1MD66,CWD Care Packages,392.00
Children's Services,Childrens Services Support       ,Revenue Expenditure,14-Dec-2016,BARNARDO SERVICES LTD,7097557,Revenue,1MD66,CWD Care Packages,301.00
Children's Services,Childrens Services Support       ,Revenue Expenditure,14-Dec-2016,BARNARDO SERVICES LTD,7097555,Revenue,1MD62,Support to LAC,630.00
Adult and Culture,Social Services                        ,Revenue Expenditure,21-Dec-2016,BARNARDOS,7105128,Revenue,1EEE1,Community Family Hub - East,240563.00
Children's Services,Carefirst - Independant Foster payments,Revenue Expenditure,13-Dec-2016,BARNARDOS,7095493,Revenue,1MC22,IND Sector Foster Carer Costs,5960.00
Children's Services,Educ School Planning    ,Revenue Expenditure,13-Dec-2016,BARNARDOS,7095546,Revenue,1EEP1,Short Breaks,8500.00
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Dec-2016,BARNARDO'S NORTH EAST,7098859,Revenue,1MD65,Teenage Pregnancies,10128.30
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Dec-2016,BARNARDO'S NORTH EAST,7101296,Revenue,1EEG3,CFH - Commission,76647.76
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,23-Dec-2016,BARNARDO'S NORTH EAST,7108840,Revenue,1MC22,IND Sector Foster Carer Costs,13131.20
Children's Services,Childrens Services Support       ,Revenue Expenditure,07-Dec-2016,BARNARDO'S NORTH EAST,7077158,Revenue,1MD66,CWD Care Packages,308.00
Children's Services,Childrens Services Support       ,Revenue Expenditure,07-Dec-2016,BARNARDO'S NORTH EAST,7070374,Revenue,1MD66,CWD Care Packages,392.00
HRA,HRA Property Maint         ,Revenue Expenditure,23-Dec-2016,BARRIER LED LTD,7084818,Revenue,1HRA3,Misc Feasibility Study/Survey,6400.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,16-Dec-2016,BARRIER SURVEILLANCE  SYSTEMS LTD,7095862,Revenue,1V204,Car Parking Infrastructure,343.75
Children's Services,Educ School Planning    ,Revenue Expenditure,09-Dec-2016,BASPCAN,7073968,Revenue,1MB15,Newcastle Safeguarding Board,300.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7028528,Revenue,1KVWC,Minor Works Contracts,550.99
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7036886,Revenue,1KVWC,Minor Works Contracts,641.43
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7049156,Revenue,1KVWC,Minor Works Contracts,832.36
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7071644,Revenue,1KVWC,Minor Works Contracts,521.82
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7106897,Revenue,1KVWC,Minor Works Contracts,654.06
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7106911,Revenue,1KVWC,Minor Works Contracts,720.04
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7106912,Revenue,1KVWC,Minor Works Contracts,692.83
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7106913,Revenue,1KVWC,Minor Works Contracts,495.75
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7106914,Revenue,1KVWC,Minor Works Contracts,779.45
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,22-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,7106915,Revenue,1KVWC,Minor Works Contracts,777.80
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,21-Dec-2016,BB TRADE KITCHENS & BEDROOMS LTD,6996371,Revenue,1KVWC,Minor Works Contracts,483.86
