Y (Latitude),X (Longitude),Stone type,Name,Commissioned by,Location,Inscription/Notes,Interpretation/Description,Link to Image
50.54083,-4.01638,Leat Stones and Waterworks,PPP-PCWW 14 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Walkhampton CommonNear disused Princetown railway track approx 1.5 kilometres west of Princetown. On north side of track, above cutting.",†PCWW / 1917 † †Incised.,,https://lh5.googleusercontent.com/proxy/QDP6tEnta4_8lOdHvTUM4iL5_d7iVoLnxj6ImFYpWI8sG2OwBTDLYuAgcU99YXtglACEXHFXxKYRh3CUjMfT9VUsljVGxtO8gm9XZK_ha_LmMDIjILk45oDhGW97mN2Y3HNxJ3Fbbyty8vk8J9ET24IGM9upYfsYc773b57JAaI https://lh4.googleusercontent.com/proxy/YlkrRujBZ1XI3cPa3tlpO0pDGdqtQRhq1f4G51gz-DLMam8hNH-ZygmsjB2bu3vpVoXoZId3td09W4usXWJhlYatof-eA6T5ST-vpWGjP7hZ_iSVe3Rh1pfWCuiJnNCBIA9UIyN7BspsWcocQQYSx7uTbpsbh9VeNzRavIYUPqw
50.54311,-4.01425,Leat Stones and Waterworks,PPP-PCWW 15 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,Walkhampton CommonOn south west slope on North Hessary Tor to north east of railway cutting on disused Princetown railway where PCWW 13 & 14 located. This stone re-erected 2013 by local farmer and DNPA.,†PCWW / 1917 †Incised.,,https://lh6.googleusercontent.com/proxy/uTcRUC3g02qkQPKTPl-MYGiQ1TRyqY7vvXpwNsc7cHR-tiBX3Ve_6xvVuoInVG-b85DihFuQSojPJwT7RFi2po1oXtgJBdmSuuu1qBTNwsU5C8b3PEtTmfs8KG4aDCIOOHSy9sTc6r_aHg0I3yPGwD1Gdc7dPWZrodJvy3jgzXk https://lh3.googleusercontent.com/proxy/7YxxOzgQxVGoEu6z61DteBqc2aVnA-azroeiCrQZaKM-8-PjZH4ltxEAjUPTUo-7AgbvVPHdazQXBqK-IyrSAIWgBGgvT09La22LVOprY-5vXsrYY-Y6ZKiva1WSLKKBSEpZevOt6tftOLhQdYkEczTK5vbWEsT_OuRhJhQ9wtQ
50.54548,-4.01207,Leat Stones and Waterworks,PPP-PCWW 16 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Walkhampton CommonOn south west slope of North Hessary Tor, to north east of PCWW 15. Recently reerected by local farmer and DNPA.",†PCWW / 1917 †Incised.,,https://lh5.googleusercontent.com/proxy/LlnaNTkXPjiAkWuF-O-5XCwMrUWgm_KcX8tRItppaqmi16Pbh0HW7Wrsk76VqU9mkWt3WDM99exXTQrbZz2OJK1nCxj1204fT_bV2PHuQ2dG_X89x3faoyicdL0ilQ8F-3TiaurKSmgS6L4WscWCRzitV6CqyEMKadq36yW_0RA https://lh6.googleusercontent.com/proxy/inR6761xFqeukfy7keBit0b1GS_QCLVlTr3Ny-rVWENhLKeSpi30YJMKxdxCCzPOs1TCf7VHvYl-kVWv3FMGAAIZS0OoSXavA4wv_lvetmpfon-32fOJXJgzbH-TOnmrwZQ6wfmqdXj2IF-jkwaryqd2Lyqx7rS7UR4jOvuwKFw
50.54854,-4.00992,Leat Stones and Waterworks,PPP-PCWW 17 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"North Hessary TorNear summit of North Hessary Tor, a few metres from the most south-westerly cable stay of the mast.",†PCWW / 1917 †Incised.,,https://lh4.googleusercontent.com/proxy/bPKDlLCoFSGwH5GKzRVjLfdTrY6ftuASB1DsL8kH7CntVDnB8x3F-_YsHW5eJpvGUBNqpircHlAvygDwouszIeWPFmaq8eVd9-aVdz9l7fp4fuEjp5Qnw0iIDNy6Nfw8-IBuq53ZDIMKEEa0zFj8cCByrmjmR4eDmUf8aTWD8lE https://lh4.googleusercontent.com/proxy/wmlGh8U8R0mD3p4j_QLn0APXKwBMwSLJfxgeebsMz3FhAr5PRIUUVmkiMxnOv7PoPcXlsxleIrs4dhJyf3LqRSona9DQPEm3AesrNZbxDr0fLNPedgaV3CNB6-_1zjDcKYFQV8goYfM3_KKrJSr5L5MzDjsQXKZUWQeZfIJZNCs
50.55032,-4.00761,Leat Stones and Waterworks,PPP-PCWW 18 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,North Hessary TorInscribed on rock on south west side of tor, at chest height. (Difficult to locate)Inscription,†PCWW / †1917 †Incised in chest high granite slab on tor.,https://lh5.googleusercontent.com/proxy/0PkMsWHh5xj8xMzUllhvy647Wrh6dDPvbfMLlpn4-MlVaVgHMSrKO4AZgD4Hdcir-f1b0DqcXy2iJ5eihPihmpZgYUqe3uzNhpYbNUSVOYhbWXo4Tx8bB_wcMuVDy2cEX8jMqWUA-k_EuoBteZznjTlLzu7lxk2nym6JBgt-uTs
50.54381,-3.99674,Leat Stones and Waterworks,PPP-PCWW 19 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"PrincetownMoorland View, Princetown, at south west end of road, in area of wate ground in south east corner. To rear of former station master's house.",†PCWW / 1917 † Incised in recessed panel.,,https://lh5.googleusercontent.com/proxy/Gtbye5gxvsXhyOZShHUIffkvlJDnLhUiwD1QUfbn4wdzOVQg2Wk2Qou2EYufT9ZPvVEB3bcrb58zTExRKKG3qEpFbzyaKILftBgLtbIoupBNeNK6sQECdJ4GTNcWX96w1Qqh0lGkf_Pkz_ve8a6mnsjVg93uPe0eo28fNJ0RTvE https://lh5.googleusercontent.com/proxy/d0suJQV4BatwBEkWsILPe52g795PrWqqQBzxvvvyFEuNVrpYbuIk4K9onC1WzaI0r50w6HSJmnn550bYEKAxCqJ_X82B96K8RIru3sA59hc_nBOLyMC8XIzI4M3x3qUVNhsoPQsn2NUBQUwccvHnkECqkmqCJVIPrXLlcqe4JT0
50.54314,-3.99563,Leat Stones and Waterworks,PPP-PCWW 20 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaNear Meavy Head, on north side of wet area, by footpath on opposite side of ditch.",†PCWW / 1917 † Incised in recessed panel.,,https://lh4.googleusercontent.com/proxy/yMgOa3gp_cRJkvK70RdoSEGEtAVCHQDEpSBxBJI0QSxF6i2WGYR2t8MKP6_j91ac9IMLgg4GFwrLEuhr3E9BRfJOQdNDIBa_tSSohK6Q6f1gg8iftl3Q4-_g16cRCzxroRFZkqgGy4I2cKilRKExUpgx6cSdg4cxax1fOWYjTQU https://lh4.googleusercontent.com/proxy/-rbbhV076y-9gAGBLIyWiS1F18m7590YOMM9CuvczCK_h65F0IQBGDgaLh1yl-3Nd5Q5ebp9FMHi93Ewvf5sGDUpcB1Q9CsRMjMgsrC5koKb2rlndz6eXMRWwj6WKQgMOHatpLV8FVSZiDhg6jq6RlVC66eEf25IXjqZOauZc2M
50.54336,-3.99505,Leat Stones and Waterworks,PPP-PCWW 21 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaMeavy Head area, at north east corner of wet area, close to footpath",PCWW / 1932 † †Incised in recessed panel.,,https://lh6.googleusercontent.com/proxy/ll1oiQkYiwzLx78MXL72lmRVNLwTuAVez6MVO33LOJZ2aV5bG2iOAx7F6qDAaEhyCoxDnU9K0Svm6BlRd7Eq_squKm7SxXSyjNpVPLUOHBVkS2nmvXKIMPcHTZQpEFzZ9tm4-rhqqc2YM1rA6Rbpz6_9FNxIS2jnbUm38Bd_z4s https://lh5.googleusercontent.com/proxy/wIUNt_fWf4amEuKX7C8n2xFvmlXCrdO7duHczsj6ba9IzCexjywp0m81AjL6WmCTfZkMFOHyw8MK4JdwhbHt-8qx04KyDnhbU8iEMBIBqfbvD2JHuGsGIWmQ5_r-V_PheV6GUY4sXGtYV-VkG2ObUej6zdXR7CCoWKG8g-9pUwA
50.54323,-3.99404,Leat Stones and Waterworks,PPP-PCWW 22 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaMeavy Head area, in eastern corner of wet area, south east of boundary stone PCWW 21.",†PCWW / 1932 † Incised in recessed panel.,,https://lh5.googleusercontent.com/proxy/YymTOddHY12z-wKGzQ0ByAS56YlJSmDahkywyVJLU472rsE8sZngfn3cA4XV4M1CK-XJtxFUm1YOJqCv8TfMD-GJjxHwRGz3IPWU8OYRmZdTFz9ntLGxQ2OT64CZP98WsOybasB9WgdIY_P8eqZlB8dwQTFic-l8C5b0ZEUAG2I https://lh3.googleusercontent.com/proxy/D3HKHHiuR4lRWbI-H607WACB3tjFGW6RBj05qHwKq6mvrhl0m1jBGwON8easvDMKkB_WrDVIYiYeVO9gnZ5gx1JYBjTpZ3gXqvwp3LiMxB3osjbu_yqhlrG7UmBQzf7HRSUMywvtIB0ca965zei9X-2Qn2tlv8mzQYLswHsPe68
50.5427282,-3.9953696,Leat Stones and Waterworks,PPP-PCWW 23 Plymouth Corporation Water Works Boundary Stone, Plymouth Corporation Water WorksInscription," PCWW / 1932, incised.Location"," Meavy Head area, on south side. At corner of wall running north west from northerly Lodge on B3213 on outskirts of town.",,https://lh4.googleusercontent.com/0IieGGEKp-TFiIdGo-wVLbTB6vNwg0zDJYBDGFSU1nihr1TZJxQ6sWZomKdL7mZOLDnoT6V0k6M3RPA-sFSNUUI1HGEAzNZGbagiU8Ukwh1IoYQfBmKi7_0RDzYplyPC
50.54237,-3.99443,Leat Stones and Waterworks,PPP-PCWW 24 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"PrincetownSouth west of Princetown, near Lodge on south side of B 3212,",PCWW / 1917 † Incised in recessed panel.,,https://lh4.googleusercontent.com/proxy/MRr38ysoVLoa1D-Vg-z2iAQTt8kBRzW10sRbmZyez_psja3yY12pRDcyT0dl0FFawg-57jTU9KIWJNzcYha-x5m7cF8CPcYVak8WxV-IVsgTTfSR_VNsBfwmm9fhA6wxn4x9PZOgD-DtQfZM7oaRtJ20MkXN9pF4_psK8a24mjs
50.538663,-4.0002021,Leat Stones and Waterworks,PPP-PCWW 25 †Plymouth Corporation Water Works Marker,Plymouth Corporation Water Works,"Princetown areaTo south west of village on south side of B3212 road, above and to east of ""Devil's elbow"" bridge.Possible  on face which is currently not visible. Size and shape similar to PCWW stones of ""1917"" series.)",,,
50.54119,-3.993,Leat Stones and Waterworks,PPP-PCWW 26 †Plymouth Corporation Water Works,Plymouth Corporation Water Works,Princetown areaSouth west of Princetown, on direct line from Lodge on south side of B 3212 to South Hessary Tor - to south east of boundary stone PCWW 24.Inscription,PCWW / 1917 † †Incised in recessed panel.,https://lh4.googleusercontent.com/proxy/r0HAKlX11T99dsP_kGitoDb7FN8fnJWy8o_eHmKwXAG1ngeC_KPP7N--5cXZ_BMwD2AfatpbRhZQNcw3iYZkPtOOK8YsnjRZxFfU6yYwPLJyimnHf0ThwHe8xMifTixMnBoeW6BDLJ4r445stWaXSb4n0EgJjzRAT2iPj_dPoQQ https://lh4.googleusercontent.com/proxy/BqxWfCQAHyOtF-9eHZbkclxtc5qJAs1gJzLHhh0-Bq6IIee_268cRETRb8pkw12T5kjXjCPqt_a9bVfGcSbWxKe_tAj4cIUm4r3GAHs5dyQoQzG2kXyHd0GC7DLVou036rVH4WkVPZlyYYXYosPRWWCcMgEaa1WNYR4ByZS3E6A
50.5404,-3.99128,Leat Stones and Waterworks,PPP-PCWW 27 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,Princetown areaSouth of Princetown on direct line from Lodge on south side of B 3212 to South Hessary Tor, to south east of boundary stone PCWW 26.Inscription, PC / WW / 1917 † Incised in recessed panel.,https://lh4.googleusercontent.com/proxy/ysNQ2n3D7m6MKv3j_z36n5TzToEPY9cS-MyJQf72XGPBb_5D1imjKy6Q8ZG7rRfYVHp0hJyS-l6Yp0IDm25tjWpS145DjQPI2OCKZcM05QP2F1s2SaA0fBjqcwU5x84XwQQa9HCNTkwAK5F5EGk-nezaCBK4yV9-hbHXtR1p9Rg https://lh5.googleusercontent.com/proxy/Z237FbfCwypPMaVwSSMjN0b9uZMwNxLCpYiHdUW0C00ATvrjc3bw4DgXo893stBmLbXqj1vY9Hd0x2eTS8H2ZMNwKuN1AAoeF--vxyjTRLduW83H8PfaDV0hZVNZiIRpDIdFdbdUoMXs3YLdVrFcsmSYgMTnUhn214zmswqUURo
50.53878,-3.98864,Leat Stones and Waterworks,PPP-PCWW 28 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works ,"Princetown areaTo south of Princetown, on direct line from Lodge on south side of B 3212 and South Hessary Tor, south east of boundary stone PPP- PCWW 27.",†PC / WW / 1917 † Incised in recessed panel.,,https://lh6.googleusercontent.com/proxy/pfGoO8RrKUgamvOpnVag4aLroPV-0zYkCdlDnNkyQ0g4fW5ttM3XTq9U8DQBPzM6ZLSyI89eiz3uWpkx5ltpOncYv2Ojy0WMuf-QgrML1HFQxeoyN-lJMAZ_D5-gAkU-plMMvQf14rZgqiPFM-uYJJp_kLwq-ld74KgySa14DyU
50.53531,-3.98295,Leat Stones and Waterworks,PPP-PCWW 29 †Plymouth Corporation Water Works†Marker Stone ,,Plymouth Corporation Water WorksLocation,"Princetown areaSouth of Princetown, on direct line from Lodge on south side of B 3212 to South Hessary Tor, to south east of boundary stone PPP-PCWW 28.Inscription",PC / WW / 1917 †Incised in recessed panel,https://lh6.googleusercontent.com/proxy/e6rqeMBp8L3HEKYvM7RZacwc8M9xIdrE5yGGfsixgQO_MzV_qYq16okXuvkiV1IBltuo2q6fnNcUNqGZsoDJEcRVrRNa3ELfhhwAMtMk5d8YRnUakpMjimkJ-tcRGZudlfuKiDKNcp0TNKgjuKCw4FH2-0hV8kKj0Q7EH1Xy5Z0 https://lh4.googleusercontent.com/proxy/WQ-D4Bo8BQRDbrOyRx7NSb46Mhai300z5fGXXV1oxY-twpbWmW_D_uW5323Isf7ERo63dW_jKUAM8TLZcr_S7x05Z3q-3Z24JNz1LNORsBvCmynTjxa5iuFlCWUSeYmwJGJsSD9FVtC3BAukfUTjvuoc3W4TDb2Y0NtkHo15KOc
50.53421,-3.98115,Leat Stones and Waterworks,PPP-PCWW 30 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaTo north of South Hessary Tor, against west face of wall.",PCWW / 1917 † Incised in recessed panel,,https://lh6.googleusercontent.com/proxy/F4J9_HA2E808oCaRRQCbAJzNrxUdX-ZUm3SdPpkMhCiqsnhEeSux5Dy-IvMLFjKetpTg1g-A5bZzUG8X4X1DBFeUmCEvrv87p9QN9PBHO_i5ORIUAGPjY19GwXf5OcLLmZjXlsaXJTjdILS9KxrCV3Ne8b7vcMDvCA7M63l-fc4 https://lh6.googleusercontent.com/proxy/OiPrQ_qhkZrh0TPviOcf9uhi1JJ0luHaZ0pILKdgLB7swlwjX7EWpO_I1E0s5jaGYjlmWNeXybY9Rpf0pZiPu9pFvjZcAVuokza0ytjvtAtQpOOk7jku26cT36FH_aFfbqjs2qEeGzMxKz7X_iV5cl7qDTKAKKwXA4kemd5M6JQ
50.53141,-3.97977,Leat Stones and Waterworks,PPP-PCWW 31 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn South Hessary Tor, against west face of wall that runs south east from the Tor.",PCWW / 1917 † Incised in recessed panel,,https://lh4.googleusercontent.com/proxy/yUYM9zx8eBD6g663VSghaLeIwH4YkpVErjFhY40ZEcIlkoDyIHmO7aBNzdrwr5c_FUoKDcXm4pHJnpuU32th4tjtxqjFznwfzHXNs0VSB-PB6W21OgzWCIgdqh9NdFvSPJJ068EE_X-pDKcIeo6U6wvaBAYC_RZg1kctxRJiSsA https://lh4.googleusercontent.com/proxy/RV_UjzE6rWEhvutMfgiChOFZlfaIQp1k__R1APQJxxGy8MQxbyuXllaDD23rKbO2aCyTZXP9pUgdRFflIJAuJmezj9phq3o5C1SfdtC2mopjKNHGgjKXzejDjJ9z6nJVpfg4J7cWmwC_aoiuMPb6n5r4OmBs1fN2Qj1RZbzB9Sc
50.52901,-3.97839,Leat Stones and Waterworks,PPP-PCWW 32 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaTo souh east of South Hessary Tor, against west face of wall. To south east of PCWW 31.",†PCWW / 1917 † Incised in recessed panel,,https://lh5.googleusercontent.com/proxy/Y15cfCyLjV1bcI7YX-UB1_aRxRP7nAvtmCoSLWz8Ea0iApVD8zNsC9gkBpf9zmDdMmRvDSmpMiSzT-d68Sw38ixJbvdymU62IbkG-SmzWaixI-pu4mIZQDQDU9bKurjdhMYX28k9brYIyLdnHrgffxq8Cb8lTabU3JDjzhjlPTA https://lh6.googleusercontent.com/proxy/5W5rjdeChqur3Pab-v9bxe30zzrMyKRuEIwZOgT6Csyx59Tc0GOSEF2_ZU8vfTv07A6ytyGFTHbdx64Ur0uPBmZVFg6WC7vH_LFUlopiWjI3XWRg6rdtPCeJZxq785QYvNHonoKue4__7782Bf3qFaKtJyx44R06TLl3O55e1Gw
50.52596,-3.97671,Leat Stones and Waterworks,PPP-PCWW 33 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn ""Ivybridge Lane"" south of Princetown. To west of Peat Cot at corner of wall. To south east of PCWW 32.",PCWW / 1917 † Incised in recessed panel,,https://lh3.googleusercontent.com/proxy/TfpJGLEFvv3w3GhpZk0d-6BRDExw3FnCfiWl4M6oOsqKjsvwAzl-hiHdoBwZ_1T632oTTT6DTaY9ChsC64xSvnzZOGIiECbeEMliqr9I2XoWELE4FuIGfMuTNlT4Ynf3N2MoSbh4KYmsGTTlYM-C2P6JE25rmZ7mtIZV9S-7DBQ https://lh4.googleusercontent.com/proxy/DHud-yhd52IAoxLRrGxEP1pNOYAGQFqYiy4xkuqeJuApaP-h9A7I4mG_L6AKgWLUGkNzwfLc3mvI5_lw4vvv6ps1oQznL-mzZ8KAhp_uW1NCCy12eEO7AOHV_J-znevmWUxzbgtKsB2dP744noiQde8P5uGOHcVlyi3YS9f0q3U
50.52441,-3.97569,Leat Stones and Waterworks,PPP-PCWW 34 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn ""Ivybridge Lane"" south of Princetown. On east side of track, south east of PCWW 33.",PCWW / 1917 †Incised in recessed panel,,https://lh5.googleusercontent.com/proxy/Tffgxml0npxg0ITTdhVDYaduAWjEwc3lvFIpKx9Q23JRvZP6xkQOgKwvpqvyhMDMgG0l5Cex3dnoGjfKS_5TRiTwSpzTDtog2EYlNGmXlFxjHRKHN7daeIsDyqv19rFuqqvYIzzeV6lTMdnDnTdxviqJVtNXSE4HRNr34v3GXEM https://lh3.googleusercontent.com/proxy/29bFXbG3AeD_JBlfL-u6R360R58sZ6NY5uRcXb3KSFvvJ2RD60WWLf67s-grXPPZKWkqwmfsRyPTq7gpeuE-zd-dfr6fo24mOxd0HypOzg0xl1Hw9XIXSLzrd1hw0vOKasQHuR3KrGM9NSmOz6dLq01WFzh4l5BR-QPQk0z_9HI
50.52325,-3.97504,Leat Stones and Waterworks,PPP-PCWW 35 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn ""Ivybridge Lane"" to south of Princetown. On east side of track, to south east of PCWW 34.",PCWW / 1917 † Incised in recessed panel,,https://lh5.googleusercontent.com/proxy/YCpXya2ytLHqyBJIoH9TcmMefCPsE2vLEjMO5VCSdIwh8Rn69WGGqD55u8qrcgBJEMVXI27Xc_sMc1H5dIa5Pd8on6LEbUFRH8wl1MJLbI4ttDkTND7wKII7flw_Hqh_Os7D8ZfsGeT8FHrcQLbnJn--VcdABQmPWVllLmhn84E https://lh3.googleusercontent.com/proxy/IqVXoYg4RWGILot7bngA-WbWvpcmVxRL4PJIkmrGXSbncmP0BL-veAlrXch-Feu3W0SEQVOot6O-MmBIEsYv-6drrVf7NQMzW6Ik7MblsdFsnAXhOi0pyJzQ_N7-5PwmsKGRe1cwDQoF3vOkGBxEekTIVKCuM-QEHyQ1ZUslmK4
50.52056,-3.97358,Leat Stones and Waterworks,PPP-PCWW 36 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn ""Ivybridge Lane"" to the south of Princetown. In centre of track at junction with track to Older Bridge.",PCWW / 1917 † Incised in recessed panel,,https://lh4.googleusercontent.com/proxy/v81UQ2XeZ-axkx9Bboy0tc22B1lAzqZVDyHYYkE9fsgkCyoaCv8rJfPYO4SY8V9BsCZk8jvjWplUf2AIwUNyElXMSHbV43ufBwI0mb8pWkpcsbeq_aaRV4BH1zdT7sz10QEwJn3NRS0596WLnXMimw95GgHVliJntgpfMDEg8FQ https://lh4.googleusercontent.com/proxy/N40N1UnwUsquM-CEfA1BkhHTcK_0ZYRc8SZEEBqe7z3KasB_2W_d2SxjHi9T_c-0FLKlIURsea05PRs-_f30F0aRjopqHGo2JIQDj0RAgq5M80fnI3-Nv4_dvO8MvEZfiLQQDGDLffiEVqIcJsHtI2i5X93eCmcUo9aamZJKZTQ
50.51862,-3.97254,Leat Stones and Waterworks,PPP-PCWW 37 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn ""Ivybridge Lane"" south of Princetown, towards Nun's Cross. On west side of track. To south east of PCWW 36.",PCWW / 1917 †Incised.,,https://lh5.googleusercontent.com/proxy/UtvxvLO41xinZm-GPGdZvV3oynTxfHkpm-PLqUYvMxovTxJYhbRFjOyRBBytDC8fh0EXtRZhubxjQcSrsnzrVgyfk2K5qh2zmvq2lSMUdL4swMoRNQDagYTStX9LdPnrnesdUYd2vwhZvY44lKOEAciA38CTD8gqA1ZIWUnH3xg https://lh6.googleusercontent.com/proxy/ElI-3wLonKwC5IsYpeA3gMJwFDPTNuNJgNlL9PoB-n0WQByYJfxa45lv2yQ27cno_XNtH9hOw7booyIcJX9Kq6SdMC49kZCUt3u2hNG3FwvHMiROHQJO3WAIB7fOng1buN14qgU5CVv4iXCcis3IaLG34jLNBwYsv_MMA5QUkWw
50.51657,-3.97144,Leat Stones and Waterworks,PPP-PCWW 38 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn ""Ivybridge Lane"" to south of Princetown towards Nun's Cross. On west side of track to south east of PCWW 37.",PCWW / 1917 †Incised in recessed panel,,https://lh4.googleusercontent.com/proxy/-IpJim_H9f9DEFVCJ_reMQtJd-1FxJ4JeRlb0vcyIZQg_F_B0P13OqiYZZqOOk5u8k-M4XJR-Jkm1KgxCWy3TXkDOxpTpGl0GekGC1QBGcw0_eCL54f4JvPARR3Zx2BPq0jWQuclzro_ABgp1tpow5KJJWrymvAc3NpUEACpNqw https://lh4.googleusercontent.com/proxy/4jWd9x6nUOWOCjhOgAjkJcmtZ7By8qV7Oyx3qaAdHx05lvFYEXkH7NlJ4iFMYmOm4OVTN2RXycOkEBriL-9xJodG6-2w6yOgipDtYVcxmP6lpA4SS2JCb_inyjzZchV5XHZE60VU9qt9Ktu9EokM4HAOfw9hnvXaiPGREi9-4eY
50.51437,-3.97023,Leat Stones and Waterworks,PPP-PCWW 39 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"Princetown areaOn ""Ivybridge Lane"" south of Princetown and toward Nun's Cross. To south east of PCWW 39. ",PCWW / 1917 † † Incised in recessed panelDescription,Forest of Dartmoor boundary stone nearby.,https://lh5.googleusercontent.com/proxy/UHT5O_BfiLa-NMPdIoY0nFU0t5HPMgmON8JK3ieADvzriYnIrbyyGyfwXO3GuqvqIXxWV-xoO67b95eplbzz4w0xLKAxd88I5XIC6c0RTTg9HaoF6A-jqNxenWtj_EA8518tOl2QJOqUCS7bPHvMu2dNfnrI5vjXfIPw8MPOGL0 https://lh3.googleusercontent.com/proxy/vcMjbKMZPwUQdgIZxgxf9ExUQ58SeWOdqO7M8B_fNdu_2ZAS4G2jaXsG3mBgfvbp82-7NnNdEaxBcNULih97x_RjwfTLsk5N3WjaJJHpTZnCCGJtvp9ScDr6ScyNFs7MSZU-SlsYkLNkFyDAIpb1lT0LvtC3c9D5dkWyOYcnhUE
50.51094,-3.97013,Leat Stones and Waterworks,PPP-PCWW 40 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,"EylesbarrowOn west side of track from Nun's Cross to Eylesbarrow, on north east lower slops of Eylesbarrow.",PCWW / 1917 †Incised in recessed panel,,https://lh5.googleusercontent.com/proxy/2bt2pabp5UVSq478SZ5J8hkor1jYIY11Un1a9rH8FhKMVgW3u-XbV0D_Mvrt8QAGuWJKOyHD3VfoSov9u0t6dUSoUZwtGk-yF4YV__-yICKN9bkO3niUNE5EMbcnd1VcHO5RLsebVvtZfy8kRocDirSZ0jl2jiOIf-nXgxR22ok https://lh4.googleusercontent.com/proxy/udh1UZ4z-UjgzyfPAMwnHNJrBh-k2Yn23XbaBiv5t94rAJb6-AzsgaNTEDiAIGKDAjKz620apOkLBhJa08wWkBxPumPsFl4Im185yz7G8Q_iT7t3HG9Jap_7t0umWXytfYbkY8Vs5VBTkE1CDS6g860rTA0Fe9DsIX50cQSf9Qk
50.50985,-3.97073,Leat Stones and Waterworks,PPP-PCWW 41 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,EylesbarrowOn west side of track from Nun's Cross to Eylesbarrow on north east lower slope of Eylesbarrow,†PCWW / 1917 †Incised in recessed panel,,https://lh5.googleusercontent.com/proxy/pj5NO2qwaqnLLReBOm7QrJegnyb-Lndr10451enkjhBtZEBqo4RewrQZtrlqI4y02kx2oyjzIGnW4wAVJ1QKAJXxqrb6xT8OkyN9KG_WoYcPS6VrRdQP2gG7hJlCyDXdS7iviguweo5Y93_JynVhizHIjPrN2LVVbQs8zDiRuXI https://lh5.googleusercontent.com/proxy/Q5U9jgBSocMtkXxV0S7tsapShl8FfNFyvFuULyIcuTA2Ou-POcQjwuegj-yQIuZ9sxBP6fQmuwdAU9a2O0WE1roLM0CUXWuHOmkgaRAxduvNMhfvnKK1L9s8Wrns38xLSd9CeDS-_OfQeOqZ7jCcUGRlKDNJGgnOG0V6Yc3RUWE
50.50753,-3.97206,Leat Stones and Waterworks,PPP-PCWW 42 †Plymouth Corporation Water Works†Marker Stone ,Plymouth Corporation Water Works,EylesbarrowOn east side of path from Nun's Cross to Eylesbarrow. On north east slopes of Eylesbarrow. To south west of PPP-PCWW 41.,PCWW / 1917 †Incised in recessed panelDescription,Near Forest of Dartmoor boundary stone.,https://lh4.googleusercontent.com/proxy/EiNayRWLES_YcvQA64GixSHKQKhvNMwIHNyMDp48rnLa6IYeC3Oiz4xeNmr1K-WSTlFvhzrDi9xT040zt2Kz0c4VZ49iPvzd0d70A23nPHY7KS9hwmSbcqxHxvOSaPhbXKyUu5eJ2H5oyHsZEEsUs37Wjmq9qUEwMJQoJqJIVdE https://lh6.googleusercontent.com/proxy/YEVWHE1AglWiQxqNqnhgZM0rLYxA3pzuq5YWJqs-P5xISrmBo-l3AhNKeqz1Gh1n7i4UoeenqhLtPuWTqLpEP1fskJhxiRRKZmbS0xPITmXn6XAkYllH4kfbjsn5EsSFsoZqrV0v--J4CUEFlFFPSpgE9XdNLQcQ-f5BBWpyM0U
