Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,Highways Agency,03/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,8058.09,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,4190.09,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527657,15188.71,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527657,315.68,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527666,764.78,Apps and Certs Receipt - APC25303,M2 5JB
Department For Transport,Highways Agency,03/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527666,4496.57,Apps and Certs Receipt - APC25303,M2 5JB
Department For Transport,Highways Agency,03/07/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,527682,4095,BT Megastream Circuit  at Quinton Implementation Costs,GU14 7BF
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),527674,48802.88,Apps and Certs Receipt - APC24166,DL1 1TJ
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,352110,-280.44,Apps & Certs Receipt Accrual - March 08,BS32 4SR
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,527668,2338.55,Apps and Certs Receipt - APC25077,BS32 4SR
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,527669,7125.05,Apps and Certs Receipt - APC25077,BS32 4SR
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,527669,4639.13,Apps and Certs Receipt - APC25077,BS32 4SR
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,527680,11643.72,Apps and Certs Receipt - APC25140,BS32 4SR
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,527681,875.09,Apps and Certs Receipt - APC25260,BS32 4SR
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,47022.88,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,28.05,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,10.31,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,88546.02,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,3819.88,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,14.68,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,4778.05,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527665,4079.71,Apps and Certs Receipt - APC25303,M2 5JB
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527666,337.24,Apps and Certs Receipt - APC25303,M2 5JB
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527666,276.9,Apps and Certs Receipt - APC25303,M2 5JB
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,OVE ARUP & PARTNERS,527678,57531.08,,NE1 3PL
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,527677,3340.93,,NE11 0RU
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,JACOBS ENGINEERING UK LIMITED,527639,12293.97,,G2 7HX
Department For Transport,Highways Agency,03/07/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,526120,-1551.15,work in May,NE1 3PL
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AIRWAVE SOLUTIONS LIMITED,527684,72304.21,Traffic Units - Airwave for Service Providers Q4 Jan - Mar 2012:,M14 0WG
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),527675,8385.5,Apps and Certs Receipt - APC24144,DL1 1TJ
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,516344,-142.56,Apps and Certs Receipt - APC13059,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,516344,-35.51,Apps and Certs Receipt - APC13059,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,517903,-4334.45,Apps and Certs Receipt - APC14299,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,526262,-136.6,Apps and Certs Receipt - APC23267,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527655,1823.29,Apps and Certs Receipt - APC25159,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,1002.86,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,22994.52,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,20.29,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,1231.24,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527657,11477.88,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527658,2868.28,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527666,865.21,Apps and Certs Receipt - APC25303,M2 5JB
Department For Transport,Highways Agency,03/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,PIPS TECHNOLOGY LTD,527690,25000,For July 2012 Work,SO53 4DG
Department For Transport,Highways Agency,03/07/2012,Electricity,FINANCE & BUSINESS SERVICES,CUSHMAN & WAKEFIELD,527641,1560,"Electric at BPR, London - March 2012",EC4N 7BL
Department For Transport,Highways Agency,03/07/2012,Electricity,FINANCE & BUSINESS SERVICES,CUSHMAN & WAKEFIELD,527642,1560,"Electric at BPR, London - In month receipt for April 2012",EC4N 7BL
Department For Transport,Highways Agency,03/07/2012,Electricity,FINANCE & BUSINESS SERVICES,CUSHMAN & WAKEFIELD,527643,1680,"Electric at BPR, London - In month receipt for May 2012",EC4N 7BL
Department For Transport,Highways Agency,03/07/2012,Electricity,FINANCE & BUSINESS SERVICES,CUSHMAN & WAKEFIELD,527644,1680,"Electric at BPR, London - In month receipt for June 2012",EC4N 7BL
Department For Transport,Highways Agency,03/07/2012,ICT Consumables,FINANCE & BUSINESS SERVICES,ATOS IT SERVICES UK LIMITED,524747,-436.56,Consumables May 2012 spend.,WV10 6UH
Department For Transport,Highways Agency,03/07/2012,Lands Costs,MAJOR PROJECTS,LAMBERT SMITH HAMPTON,LOMD238046,1050,HAL00012513/XXXXX/0053553,CM2 0ND
Department For Transport,Highways Agency,03/07/2012,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,527659,3950,ICE173616,LS12 6BD
Department For Transport,Highways Agency,03/07/2012,Other external training costs,FINANCE & BUSINESS SERVICES,QA LIMITED,527660,5250,ICE173617,LS12 6BD
Department For Transport,Highways Agency,03/07/2012,RM - Utilities,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,527679,3722.02,,DH98 1BT
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,527661,3016.15,Inv No 12012528 Inv Date 27/6/12 HA Doc 405988,KT18 5BW
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,527671,6502.33,Lot 5 - June 2012 invoice,KT18 5BW
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,ATKINS LTD,527688,3016.15,A1 Leeming to Barton closedown Invoice 12012528 Document 00405988,KT18 5BW
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,527652,431.53,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,527652,414.02,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,CARILLION-WSP JOINT VENTURE,527657,455.21,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,527662,1125,DL RDPP,CF10 5BT
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD238315,28950.58,00004747RAILTRACK,CF10 5BT
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,HILL & SMITH T/A TECHSPAN SYSTEMS,527691,22367.86,Inv. No 102050 dated 30/6/12. M62 J25 to 30 MMS. Techspan costs June 2012,HP19 8BP
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,527676,315699.47,Inv No 90107857 Inv Date 21/6/12 Advance Copy,OL1 9LH
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,LOMD238301,4675.71,HAL55555550//90106098,OL1 9LH
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD235967,15091.85,HAL00011381/XXXXX/18000001742012,SW19 4DT
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),527674,4779.99,Apps and Certs Receipt - APC24166,DL1 1TJ
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),527675,128371.42,Apps and Certs Receipt - APC24144,DL1 1TJ
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,18313.85,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,44.51,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,7.38,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527655,17132.27,Apps and Certs Receipt - APC25159,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,1017.5,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,136.74,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,95.29,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527657,1816.84,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527657,4996.37,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,527686,894779.4,For HADECS v3 Milestone 1 Payment Invoice 12003619UI 25./6/12,RG24 8WZ
Department For Transport,Highways Agency,03/07/2012,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,QINETIQ LTD,527672,4106.17,,PO12 2AG
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,459805,-33344.71,Apps & Certs - Feb 10,BS32 4SR
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,485199,-6599.79,Apps and Certs Receipt - APC595,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,516344,-295.17,Apps and Certs Receipt - APC13059,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,517904,-1275.29,Apps and Certs Receipt - APC14334,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,526262,-13363.54,Apps and Certs Receipt - APC23267,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,10978,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527653,2445.98,Apps and Certs Receipt - APC25139,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527656,19943.19,Apps and Certs Receipt - APC25199,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527657,439736.63,Apps and Certs Receipt - APC25264,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,527663,37262.53,,GU14 7BF
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,516344,-66.07,Apps and Certs Receipt - APC13059,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527652,31813.87,Apps and Certs Receipt - APC25121,WV1 4RU
Department For Transport,Highways Agency,03/07/2012,TOS operational Vehicle rental,TRAFFIC MANAGEMENT DIRECTORATE,LEX AUTOLEASE LIMITED,527224,-747.86,NE vehicle rental charges June 2012,BL9 8RT
Department For Transport,Highways Agency,03/07/2012,TOS operational Vehicle rental,TRAFFIC MANAGEMENT DIRECTORATE,LEX AUTOLEASE LIMITED,527225,-1055.42,EM vehicle rental charges June 2012,BL9 8RT
Department For Transport,Highways Agency,03/07/2012,TOS operational Vehicle rental,TRAFFIC MANAGEMENT DIRECTORATE,LEX AUTOLEASE LIMITED,527226,-622.86,SW vehicle rental charges June 2012,BL9 8RT
Department For Transport,Highways Agency,03/07/2012,TOS operational Vehicle rental,TRAFFIC MANAGEMENT DIRECTORATE,LEX AUTOLEASE LIMITED,527227,-582.68,DC vehicle rental charges June 2012,BL9 8RT
Department For Transport,Highways Agency,03/07/2012,WM - Winter Maintenance,NETWORK DELIVERY & DEVELOPMENT,CARILLION-WSP JOINT VENTURE,527653,896.55,Apps and Certs Receipt - APC25139,WV1 4RU
Department For Transport,Highways Agency,04/07/2012,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,OVE ARUP & PARTNERS,527722,4425.31,Area 3 ASC Document Support Work Package - end of June 12,NE1 3PL
Department For Transport,Highways Agency,04/07/2012,CM - Compounds Maintenance,NETWORK DELIVERY & DEVELOPMENT,SIEMENS ENTERPRISE COMMUNICATIONS LTD,527739,5056.92,System/Service - Hindhead Tunnel Maintenance - 25/07/2013,MK15 0DJ
Department For Transport,Highways Agency,04/07/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,489143,1100.13,Oct 2010 (ADI Requested) - Entered Late in System,RG24 8WZ
Department For Transport,Highways Agency,04/07/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,527747,1237291.38,Apps and Certs Receipt - APC25138,M2 5JB
Department For Transport,Highways Agency,04/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,524836,-533.58,Apps and Certs Receipt - APC20330,OX4 4DQ
Department For Transport,Highways Agency,04/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,DELOITTE LLP,527713,208306,,MK9 1FD
Department For Transport,Highways Agency,04/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,EGIS ROAD OPERATION UK LTD,PWI/00006423REP,60300.93,DARTFORD EMPLOYER CONTRIBUTIONS/OTHER COSTS JUNE 2012 - MONTHLY PAYMENT PROCESS,N3 1QT
Department For Transport,Highways Agency,04/07/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,527757,7185,Hindhead Thermal Mapping - Invoice No. 19313 - 26/06/2012,B5 7SW
Department For Transport,Highways Agency,04/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AIRWAVE SOLUTIONS LIMITED,527744,24684.8,,M14 0WG
Department For Transport,Highways Agency,04/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AIRWAVE SOLUTIONS LIMITED,527745,43130.99,,M14 0WG
Department For Transport,Highways Agency,04/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,527766,112412.39,Apps and Certs Receipt - APC24269,OX4 4DQ
Department For Transport,Highways Agency,04/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),503373,-28989.88,Apps and Certs Receipt - APC7166,DL1 1TJ
Department For Transport,Highways Agency,04/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),527573,-13556.02,Apps and Certs Receipt - APC24913,DL1 1TJ
Department For Transport,Highways Agency,04/07/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,CHUBB SYSTEMS,527705,2686.4,,BB1 2PR
Department For Transport,Highways Agency,04/07/2012,Couriers & IDS Operating Costs,FINANCE & BUSINESS SERVICES,GOVERNMENT CAR AND DESPATCH AGENCY,527703,623,"Internal Mail for Ash House, Exeter, May 2012",SW8 5AX
Department For Transport,Highways Agency,04/07/2012,Couriers & IDS Operating Costs,TRAFFIC MANAGEMENT DIRECTORATE,GOVERNMENT CAR AND DESPATCH AGENCY,527693,2440.8,Internal Mail N E RCC Region for 01/07/12 - 15/07/12,SW8 5AX
Department For Transport,Highways Agency,04/07/2012,Couriers & IDS Operating Costs,TRAFFIC MANAGEMENT DIRECTORATE,GOVERNMENT CAR AND DESPATCH AGENCY,527694,2482.56,Internal Mail NW RCC Region for 01/07/12 - 15/07/12,SW8 5AX
