Department ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name, Component Code, Amount, Invoice Description
DFID,DFID,29/10/2014,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,101625-102 ,£638.47,
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,BlockBuster Mega Store ,203824-101 ,"£11,410.14",
DFID,DFID,30/10/2014,Aid Programme - Core contributions ,West and Southern Africa ,UNDP CONTRIBUTIONS ACCOUNT ,203824-102 ,"£400,000.00",
DFID,DFID,21/10/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,COMIC RELIEF ,203873-101 ,"£1,083,126.00",
DFID,DFID,16/10/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,COMIC RELIEF ,203873-101 ,"£449,468.00",
DFID,DFID,17/10/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,COMIC RELIEF ,202197-101 ,"£1,112,812.00",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,MINISTRY OF DEFENCE ,204309-102 ,"£26,266.35",
DFID,DFID,30/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Taj Pamodzi Hotel ,101637-101 ,£509.89,
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202109-103 ,"£89,550.91",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents Bank ,201645-105 ,"£101,655.86",
DFID,DFID,02/10/2014,Oil - Other Utilities ,West and Southern Africa ,Bilad Investment Limited ,101622-103 ,"£4,234.12",
DFID,DFID,29/10/2014,FCO shared service charges ,West and Southern Africa ,Stewarts & Lloyds Malawi ltd ,101618-101 ,£836.22,
DFID,DFID,03/10/2014,FCO shared service charges ,West and Southern Africa ,Tamara Safety Products ,101618-101 ,£667.86,
DFID,DFID,29/10/2014,Generators & spares ,West and Southern Africa ,Nordam Enterprise ,101618-101 ,£956.10,
DFID,DFID,21/10/2014,FCO shared service charges ,West and Southern Africa ,Fenchurch Engineering Services Ltd ,100144-101 ,"£2,897.82",
DFID,DFID,23/10/2014,FCO shared service charges ,West and Southern Africa ,Fenchurch Engineering Services Ltd ,100144-101 ,£930.94,
DFID,DFID,22/10/2014,FCO shared service charges ,West and Southern Africa ,Fenchurch Engineering Services Ltd ,100144-101 ,"£1,879.55",
DFID,DFID,01/10/2014,FCO shared service charges ,West and Southern Africa ,Radiant Pools 2010 ,101618-101 ,£780.11,
DFID,DFID,01/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,West and Southern Africa ,Agricultural & Auto Supplies ,101618-101 ,"£1,191.68",
DFID,DFID,29/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Mount Soche Hotel ,101618-101 ,£731.65,
DFID,DFID,29/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Capital Hotel ,101618-101 ,£561.80,
DFID,DFID,06/10/2014,Electricity ,West and Southern Africa ,ESCOM ,101618-101 ,£803.24,
DFID,DFID,14/10/2014,Relocation costs ,West and Southern Africa ,Worldwide Movers Ltd ,101618-101 ,£507.14,
DFID,DFID,29/10/2014,FCO shared service charges ,West and Southern Africa ,Hardware Shopping Centre ,101618-101 ,£650.57,
DFID,DFID,01/10/2014,FCO shared service charges ,West and Southern Africa ,Glalee Enterprise & General Dealers ,101618-101 ,"£2,408.75",
DFID,DFID,01/10/2014,Office Supplies ,West and Southern Africa ,Glalee Enterprise & General Dealers ,101618-101 ,"£5,118.59",
DFID,DFID,17/10/2014,DFID Purchased Relief Supplies ,Policy Division ,IPA-International Procurement Agency (BV) ,201724-144 ,"£21,209.52",
DFID,DFID,31/10/2014,Aid Programme - Voluntary contributions ,Middle East  Humanitarian & Security Division ,IBRD HSBC T ,203235-101 ,"£461,000.00",
DFID,DFID,08/10/2014,Other travel costs ,Asia  Caribbean and Overseas Territories ,Recipient name withheld ,101615-101 ,£777.00,
DFID,DFID,28/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101612-101 ,"£23,382.94",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,THE HALO TRUST ,203243-112 ,"£86,334.79",
DFID,DFID,01/10/2014,Storage & Distribution costs ,Western Asia Division ,PICKFORDS LTD ,101624-101 ,"£4,936.44",
DFID,DFID,07/10/2014,Aid Programme - Joint programme contribution ,East and Central Africa ,UNICEF ,203016-101 ,"£375,000.00",
DFID,DFID,28/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,MICHAEL SCOTT ,203473-101 ,"£3,750.00",
DFID,DFID,16/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Hotel Cardoso S A R L ,101620-101 ,£646.42,
DFID,DFID,17/10/2014,Hotels - Accommodation only ,Growth and Resilience Division ,Recipient name withheld ,202373-101 ,£601.43,
DFID,DFID,23/10/2014,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,202319-101 ,"£10,222.54",
DFID,DFID,06/10/2014,Air fares ,East and Central Africa ,WFP Somalia ,101630-101 ,"£6,317.06",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Lestrade Consultancy Ltd ,202913-101 ,"£1,000.00",
DFID,DFID,10/10/2014,Storage & Distribution costs ,Western Asia Division ,PICKFORDS LTD ,101624-101 ,"£5,484.36",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,THE HALO TRUST ,203243-112 ,"£4,765.80",
DFID,DFID,22/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£1,930.17",
DFID,DFID,22/10/2014,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£4,125.19",
DFID,DFID,22/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£10,972.34",
DFID,DFID,22/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£954.76,
DFID,DFID,22/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£4,131.09",
DFID,DFID,22/10/2014,Staff Travel - Air Fares ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£934.75,
DFID,DFID,06/10/2014,Operating Lease rental of buildings ,West and Southern Africa ,Condominios JAT ,101620-101 ,"£2,231.93",
DFID,DFID,29/10/2014,Printer Consumables ,Business Solutions Division Level ,MISCO plc,200002-153 ,"£1,402.80",
DFID,DFID,29/10/2014,Computer Consumables ,Business Solutions Division Level ,MISCO plc,200002-153 ,"£4,923.10",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,MALARIA CONSORTIUM ,104223-101 ,"£354,852.00",
DFID,DFID,21/10/2014,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,202319-101 ,£791.45,
DFID,DFID,21/10/2014,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,202319-101 ,"£1,187.17",
DFID,DFID,20/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Tabarakal-Laha Enterprises ,204876-101 ,"£16,961.90",
DFID,DFID,06/10/2014,Operating Lease rental of buildings ,West and Southern Africa ,JAT Constroi ,101620-101 ,"£31,564.89",Quarterly rental costs (Oct - Dec 2014) for DFID Mozambique HQ Office  
DFID,DFID,31/10/2014,Hotels - Accommodation only ,Growth and Resilience Division ,Recipient name withheld ,202373-101 ,£839.29,
DFID,DFID,16/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Hotel Cardoso S A R L ,101620-101 ,£646.42,
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,THE HALO TRUST ,203243-112 ,"£20,632.19",
DFID,DFID,20/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£2,402.05",
DFID,DFID,20/10/2014,Electricity ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,£665.86,
DFID,DFID,20/10/2014,Electricity ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,£741.95,
DFID,DFID,20/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,100034-101 ,"£1,016.83",
DFID,DFID,20/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£9,162.77",
DFID,DFID,20/10/2014,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£3,224.57",
DFID,DFID,20/10/2014,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£2,006.65",
DFID,DFID,28/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,202913-101 ,"£6,857.57",
DFID,DFID,31/10/2014,Hostile Environment Training ,Middle East  Humanitarian & Security Division ,Pilgrims Group ,203940-102 ,£675.13,
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,THE HALO TRUST ,203243-112 ,"£6,966.74",
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,THE HALO TRUST ,203243-112 ,"£20,632.19",
DFID,DFID,07/10/2014,Vehicle Hire Charges ,West and Southern Africa ,Recipient name withheld ,101620-101 ,£741.88,
DFID,DFID,09/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,OPTIONS CONSULTANCY SERVICES LIMITED ,113963-101 ,"£112,432.34",
DFID,DFID,30/10/2014,Aid Programme - Voluntary contributions ,Middle East  Humanitarian & Security Division ,UN General Fund Account ,203815-105 ,"£1,031,400.30",
DFID,DFID,29/10/2014,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories ,St Helena Department of Finance ,203507-101 ,"£361,162.00",
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,100016-107 ,"£1,011.44",
DFID,DFID,30/10/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100008-101 ,"£1,018.82",
DFID,DFID,30/10/2014,Air fares ,Growth and Resilience Division ,Corporate Travel Provider ,202373-101 ,£878.66,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,100016-107 ,"£1,140.58",
DFID,DFID,30/10/2014,Air fares ,Middle East  Humanitarian & Security Division ,Corporate Travel Provider ,101619-101 ,£518.20,
DFID,DFID,30/10/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100008-101 ,"£1,480.15",
DFID,DFID,30/10/2014,Air fares ,Policy Division ,Corporate Travel Provider ,100277-108 ,£933.64,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£790.56,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,101630-101 ,"£1,177.48",
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£588.50,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,"£1,611.76",
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,100016-107 ,"£1,130.39",
DFID,DFID,30/10/2014,Air fares ,Middle East  Humanitarian & Security Division ,Corporate Travel Provider ,101619-101 ,£511.93,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,101612-101 ,£787.39,
DFID,DFID,30/10/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100008-101 ,"£1,018.82",
DFID,DFID,30/10/2014,Air fares ,Policy Division ,Corporate Travel Provider ,200659-115 ,£719.86,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£588.40,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£780.06,
DFID,DFID,30/10/2014,Air fares ,International Relations Division ,Corporate Travel Provider ,202319-101 ,£629.76,
DFID,DFID,30/10/2014,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£740.76,
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,202493-106 ,£682.30,
DFID,DFID,30/10/2014,Air fares ,Finance and Corporate Performance Division ,Corporate Travel Provider ,100008-101 ,"£1,480.15",
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,100016-107 ,£844.36,
DFID,DFID,30/10/2014,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£522.20,
DFID,DFID,30/10/2014,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,"£1,848.16",
DFID,DFID,30/10/2014,Air fares ,Middle East  Humanitarian & Security Division ,Corporate Travel Provider ,100307-101 ,£588.54,
DFID,DFID,30/10/2014,Air fares ,East and Central Africa ,Corporate Travel Provider ,100016-107 ,"£1,034.44",
DFID,DFID,30/10/2014,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£604.40,
DFID,DFID,30/10/2014,Other passenger transport ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£953.56,
DFID,DFID,01/10/2014,Aid Programme - Trust Funds contributions ,East and Central Africa ,IBRD HSBC T ,200239-112 ,"£250,000.00",
DFID,DFID,21/10/2014,Telephone Usage & services ,Western Asia Division ,Telenor Pakistan ,101624-101 ,£576.81,
DFID,DFID,24/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Sam Sternin ,202913-101 ,"£2,250.72",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,THE HALO TRUST ,203243-112 ,"£4,874.31",
DFID,DFID,10/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,100220-101 ,"£12,248.53",
DFID,DFID,10/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£2,084.77",
DFID,DFID,13/10/2014,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,202913-101 ,"£5,229.49",
DFID,DFID,31/10/2014,Aid Programme - Voluntary contributions ,Middle East  Humanitarian & Security Division ,IBRD HSBC T ,203235-101 ,"£130,000.00",
DFID,DFID,21/10/2014,Medical/Health Services ,West and Southern Africa ,Emose ,101620-101 ,"£3,193.05",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,203024-103 ,"£103,125.00",
DFID,DFID,02/10/2014,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,101615-101 ,"£2,531.33",
DFID,DFID,16/10/2014,Aid Programme - Core contributions ,Middle East  Humanitarian & Security Division ,IBRD (HSBC)  C/O THE WORLD BANK ,202459-101 ,"£3,000,000.00",
DFID,DFID,09/10/2014,Facilities Management payments ,International Relations Division ,Foreign & Commonwealth Office ,201711-104 ,£540.06,
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,JIM CRAIGIE ,201551-105 ,"£6,512.87",
DFID,DFID,28/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101620-101 ,"£1,554.22",
DFID,DFID,28/10/2014,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£958.52,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£34,928.85",Secure staff accommodation costs for  12 months rental period for 2014/2015   - Ethiopia
DFID,DFID,28/10/2014,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£1,585.41",
DFID,DFID,28/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£594.63,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£18,253.35",
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£9,897.02",
DFID,DFID,28/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£637.21,
DFID,DFID,28/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£582.02,
DFID,DFID,28/10/2014,Vehicle Purchase Costs ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£4,791.27",
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£18,253.35",
DFID,DFID,28/10/2014,Telephone Usage & services ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£778.57,
DFID,DFID,28/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£714.24,
DFID,DFID,28/10/2014,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£588.53,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£2,401.18",
DFID,DFID,28/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£588.53,
DFID,DFID,28/10/2014,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£1,055.88",
DFID,DFID,28/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£632.87,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£6,222.73",
DFID,DFID,28/10/2014,Secure Staff Accommodation ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£13,943.69",
DFID,DFID,28/10/2014,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£714.24,
DFID,DFID,28/10/2014,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101620-101 ,"£1,419.07",
DFID,DFID,28/10/2014,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£588.53,
