Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000184924,57433.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000184926,1015.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000184927,2509.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000184928,728.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000184929,5691.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000184930,1966.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,OPUS INT CONSULTANTS (UK),0000185049,10985.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,OPUS INT CONSULTANTS (UK),0000185052,6000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000185087,3846.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2011,CURR YR ADDNS MINEWATER SCHEME,ENVIRONMENT,ENERGY&UTILITIES-WATER,RECLAIM VAT DOC 184106,32001146,-707.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,FARES - AIR,ENVIRONMENT,TRAVEL&EVENTS-AIR,COMPANY BARCLAYCARD,0000185182,193.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,FARES - PUBLIC TRANSPORT,ENVIRONMENT,TRAVEL&EVENTS-TAXI,STAFF EXPENSES CONTROL,0000184564,27.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,FARES - PUBLIC TRANSPORT,ENVIRONMENT,TRAVEL&EVENTS-TAXI,STAFF EXPENSES CONTROL,0000184579,6.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,FARES - RAIL,ENVIRONMENT,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000185182,66.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,FUEL (VEHICLE),ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184564,83.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,STAFF EXPENSES CONTROL,0000184564,507.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,STAFF EXPENSES CONTROL,0000184588,450.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185151,37.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185156,170.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185160,116.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185161,64.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185163,208.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185171,116.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185174,175.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185175,58.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,ENVIRONMENT,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185183,57.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,INCIDENTALS,ENVIRONMENT,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000184588,1.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2011,INCIDENTALS,ENVIRONMENT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000184690,4.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,INCIDENTALS,ENVIRONMENT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000185183,85.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2011,IT SERVICES - DEVELOPMENT,ENVIRONMENT,ICT-SOFTWARE,BIW TECHNOLOGIES,0000184630,167.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,LEGAL COSTS,ENVIRONMENT,PROF SER-LEGAL SERVICES,NABARRO LLP,0000184778,63.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,ENVIRONMENT,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000185267,861.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,LIABILITY SITE,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000184957,5250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000184344,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000184644,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,INTEGRATED WATER SERVICES,0000184647,469.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,INTEGRATED WATER SERVICES,0000184648,117.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000184819,3246.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/10/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000184820,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000184821,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,NATIONAL COAL MINING MUSE,0000184954,1350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/10/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000184961,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/10/2011,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,SNF (UK) LIMITED,0000184968,2000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TMP STFF-SPCLST CNTRT,ATKINS LIMITED,0000184637,4628.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000184640,8340.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000184665,1370.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000184666,3210.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000184667,1851.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/09/2011,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000184806,865.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/10/2011,M/W FEASIBILITY STUDIES,ENVIRONMENT,PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000184823,16708.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,M/W LAND AGENTS (AQUISITIONS),ENVIRONMENT,PROF SER CNSLTNCY-PROP/CNSTRCN,JMC ENGINEERING (UK) LTD,0000184723,5379.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,M/W LAND AGENTS (AQUISITIONS),ENVIRONMENT,PROF SER CNSLTNCY-PROP/CNSTRCN,EDWIN THOMPSON LLP,0000185038,1747.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/09/2011,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,J N BENTLEY LIMITED,0000184632,992.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000184881,56.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,M/W NEW SCHEME - CONSULTANCY,ENVIRONMENT,CONSTRUCTION-CNSTRN SER PROVDR,J N BENTLEY LIMITED,0000184925,2628.81
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,WYLESS PLC,0000184291,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000184304,233.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184408,2372.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184409,347.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184411,8796.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184414,1974.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184419,12.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184420,760.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184421,1544.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184430,4087.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184431,19.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184432,436.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184434,652.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184435,216.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184436,2394.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184437,1034.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184439,7976.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184441,265.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184442,235.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184443,1174.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184444,472.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184446,8802.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184452,12.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184453,406.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184454,1491.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184455,291.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184460,69.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184464,2094.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184465,19.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184466,465.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184468,121.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184469,826.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184471,565.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184472,1163.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184473,487.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184474,3803.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184478,-2168.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184479,6129.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184480,1394.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/05/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184484,265.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/06/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184485,153.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184486,267.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/09/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184487,124.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,APPLICATION FOR DREDGING,0000184535,594.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184652,173.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184652,173.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184653,520.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184654,173.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184654,520.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184655,1041.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184656,174.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184657,174.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184658,522.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184659,522.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184660,174.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184661,522.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184662,174.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184663,174.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184664,522.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184668,173.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2010,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SEPA,0000184668,173.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/10/2011,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000184695,14.26
