Newcastle City Council Invoices over £250 paid in July 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41486,AKW MEDI-CARE LTD,5950653,Revenue,1KBAA,Building Contracts           K,518.42 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,31/07/2013,AKW MEDI-CARE LTD,5950656,Revenue,1KBAA,Building Contracts           K,463.52 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41477,AKW MEDI-CARE LTD,5942273,Revenue,1KBAA,Building Contracts           K,539.07 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,26/07/2013,AKW MEDI-CARE LTD,5951089,Revenue,1KBAA,Building Contracts           K,300.64 ,,,,,,,,,,,
Environment & Regeneration,Invoice,Supplies & Services,41460,ALARM&COMMUNICATION SYSTEMS LTD,5930624,Revenue,1KLV0,PHYSICAL ACT STRAT           K,"4,590.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41471,ALBANY HOUSE  (WHITLEY BAY),5939888,Revenue,1MM20,Ind Res Care MH              M,"4,670.72 ",,,,,,,,,,,
Adult & Culture,Adult Serv Admin Support   ,Supplies & Services,41479,ALBANY OFFICE FURNITURE SOLUTIONS,5948822,Revenue,1MR52,Adults Admin Pool            M,499.00 ,,,,,,,,,,,
Adult & Culture,Library Admin              ,Supplies & Services,15/07/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5935641,Revenue,1EJ9F,BIPC -Libraries European ProjM,"4,367.99 ",,,,,,,,,,,
Adult & Culture,AS - Learning City         ,Supplies & Services,24/07/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5948825,Revenue,1EA34,Skills For Life FE Resources M,"1,500.00 ",,,,,,,,,,,
Adult & Culture,CD - SPAM Trading Account        ,Supplies & Services,24/07/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5948824,Revenue,1MR52,Adults Admin Pool            M,260.00 ,,,,,,,,,,,
Childrens Services,Int Childhood Services     ,Supplies & Services,12/07/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5918840,Revenue,1E31P,General Admin Pool Children SE,265.00 ,,,,,,,,,,,
Childrens Services,Int Childhood Services     ,Supplies & Services,29/07/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5952090,Revenue,1E31P,General Admin Pool Children SE,265.00 ,,,,,,,,,,,
City Services,CD - Customer Service Centres    ,Supplies & Services,41479,ALBANY OFFICE FURNITURE SOLUTIONS,5948821,Revenue,1CC52,DENTON CSC                   C,460.00 ,,,,,,,,,,,
Environment & Regeneration,CD - SPAM Trading Account        ,Capital Expenditure,41479,ALBANY OFFICE FURNITURE SOLUTIONS,5949051,Capital,2KF01,Facility Services            K,531.00 ,,,,,,,,,,,
Environment & Regeneration,CD - SPAM Trading Account        ,Capital Expenditure,41486,ALBANY OFFICE FURNITURE SOLUTIONS,5950629,Capital,2KF01,Facility Services            K,"2,422.50 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,ALEXANDRA PARK,5939931,Revenue,1MK20,Ind Res Care LD              M,"13,321.80 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,ALEXANDRA PARK,5939931,Revenue,1MM20,Ind Res Care MH              M,"8,262.96 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/07/2013,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,1MG10,Ind Nursing Care Elderly     M,"-5,787.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/07/2013,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,1MG20,Ind Res Care Elderly         M,"-6,305.33 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,1MG10,Ind Nursing Care Elderly     M,"20,944.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,1MG20,Ind Res Care Elderly         M,"22,198.86 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,1MM20,Ind Res Care MH              M,"4,485.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41471,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,3WH71,Free Nursing Care Self FunderM,878.32 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41471,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,3WH77,Free Nursing Care Com Care   M,"4,391.60 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,ALLAN COURT RESIDENTIAL HOME,5939937,Revenue,3WH93,Continuing Care              M,"10,562.21 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,ALLAN COURT RESIDENTIAL HOME,5939954,Revenue,3WH78,Fre Nursing Care Out Of Area M,878.32 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Jes Dene         ,Employees,41484,ALLARB LTD,5952802,Revenue,1KEHA,TREE TEAM OVERHEAD           K,"2,760.00 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Services Catering       ,Premises,17/07/2013,ALLIANCE DISPOSABLES LTD,5940099,Revenue,1KF07,BANQUETING SUITE             K,288.48 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MG51,Ind Home Per Care Elderly    M,"65,415.47 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MG52,Ind Home Dom Supp Elderly    M,"1,928.41 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MH51,Ind Home Per Care PD         M,"11,636.84 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MH52,Ind Home Dom Supp PD         M,513.57 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MK51,Ind Home-Per Care LD         M,"3,571.18 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MK52,Ind Home-Dom Supp LD         M,29.07 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MM51,Ind Home-Per Care MH         M,"1,450.10 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,09/07/2013,ALLIED HEALTHCARE GROUP,5934699,Revenue,1MM52,Ind Home-Dom Supp MH         M,213.18 ,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,41485,ALLPAY.NET LIMITED,5933475,Revenue,1HCTG,HRA Income - General  Team   H,15.85 ,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,41485,ALLPAY.NET LIMITED,5937543,Revenue,1HCTG,HRA Income - General  Team   H,488.53 ,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,41485,ALLPAY.NET LIMITED,5933475,Revenue,1HCTG,HRA Income - General  Team   H,291.52 ,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,41485,ALLPAY.NET LIMITED,5937543,Revenue,1HCTG,HRA Income - General  Team   H,"1,864.96 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Clean E/C        ,Supplies & Services,15/07/2013,ALPHA LETTERING,5938735,Revenue,1KE42,Waste Coll Trade Overhead    K,960.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,23/07/2013,ALPHA RECOVERY LTD,5937167,Revenue,1KESG,Light Workshop Code 5 RepairsK,380.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Supplies & Services,02/07/2013,ALZHEIMERS SOCIETY,5927100,Revenue,1MG91,Grants To Vol Orgs Elderly   M,"7,749.56 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,ALZHEIMERS SOCIETY,5926685,Revenue,1MG60,IND Day Care Elderly         M,"15,377.20 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,AMBER HOUSE RESIDENTIAL HOME,5926875,Revenue,1MG20,Ind Res Care Elderly         M,-627.52 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,AMBER HOUSE RESIDENTIAL HOME,5956147,Revenue,1MG20,Ind Res Care Elderly         M,-627.52 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,AMBER HOUSE RESIDENTIAL HOME,5926875,Revenue,1MG20,Ind Res Care Elderly         M,"3,444.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,AMBER HOUSE RESIDENTIAL HOME,5956147,Revenue,1MG20,Ind Res Care Elderly         M,"4,035.43 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Services Catering       ,Premises,41480,AMCO ENGINEERING,5947716,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"6,058.47 ",,,,,,,,,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,22/07/2013,AMCO ENGINEERING,5589566,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,147.00 ",,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,41484,ANCHOR HOUSING TRUST,5943635,Revenue,1MG55,Extra Care Housing           M,"18,274.96 ",,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,11/07/2013,ANCHOR TRUST,5936348,Revenue,1MX51,SP Block Subsidy             M,791.12 ,,,,,,,,,,,
Childrens Services,Invoice,Supplies & Services,29/07/2013,ANDRELL EDUCATION LTD,5953526,Revenue,1E66A,Seconday Improvement Team    E,"4,400.00 ",,,,,,,,,,,
Childrens Services,Invoice,Supplies & Services,15/07/2013,ANDRELL EDUCATION LTD,5938245,Revenue,1E66A,Seconday Improvement Team    E,"3,575.00 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Sports Dev       ,Employees,22/07/2013,ANDREW REED,5946180,Revenue,1KLV0,PHYSICAL ACT STRAT           K,460.00 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Sports Dev       ,Employees,22/07/2013,ANDREW REED,5946181,Revenue,1KLN0,RACKETS DEVELOPMENT          K,820.00 ,,,,,,,,,,,
Environment & Regeneration,Invoice,Employees,41473,ANDREW REED,5943488,Revenue,1KLN0,RACKETS DEVELOPMENT          K,640.00 ,,,,,,,,,,,
Environment & Regeneration,Invoice,Employees,41473,ANDREW REED,5943489,Revenue,1KLN0,RACKETS DEVELOPMENT          K,820.00 ,,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41477,ANTALIS MCNAUGHTON LTD,5946179,Revenue,1CP17,DIGITAL PRINTING             C,"1,456.00 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41477,ANTALIS MCNAUGHTON LTD,5947024,Revenue,1CP17,DIGITAL PRINTING             C,"1,506.60 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,41477,ANTALIS MCNAUGHTON LTD,5947068,Revenue,1CP17,DIGITAL PRINTING             C,714.00 ,,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,29/07/2013,ANTALIS MCNAUGHTON LTD,5953451,Revenue,1CP17,DIGITAL PRINTING             C,"4,438.00 ",,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,25/07/2013,ANTALIS MCNAUGHTON LTD,5947787,Revenue,1CP17,DIGITAL PRINTING             C,"1,480.10 ",,,,,,,,,,,
Environment & Regeneration,Invoice,Supplies & Services,41481,ANTHONY ROCHESTER,5951663,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,475.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41457,APEX ELECTRICAL SOLUTIONS LTD,5926935,Revenue,1KVEE,ELECTRICAL STAND ALONE WORKS K,"17,085.07 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,41472,APEX ELECTRICAL SOLUTIONS LTD,5942404,Revenue,1KVEE,ELECTRICAL STAND ALONE WORKS K,"1,667.37 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,22/07/2013,APEX ELECTRICAL SOLUTIONS LTD,5945357,Revenue,1KVEE,ELECTRICAL STAND ALONE WORKS K,"7,102.93 ",,,,,,,,,,,
Adult & Culture,Invoice,Supplies & Services,19/07/2013,APOGEE CORPORATION,5944744,Revenue,1MW03,Capabilities                 M,477.84 ,,,,,,,,,,,
Adult & Culture,Invoice,Supplies & Services,11/07/2013,APOGEE CORPORATION,5936598,Revenue,1MW03,Capabilities                 M,715.14 ,,,,,,,,,,,
Childrens Services,Educ School Planning    ,Third Party Payments,15/07/2013,AQUILA WAY,5938809,Revenue,1MD67,S17 Children in Need         E,"1,830.00 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,29/07/2013,ARCO LTD,5952171,Revenue,1V105,Supervision & Enforcement    K,370.44 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Elswick          ,Supplies & Services,41464,ARCO LTD,5935223,Revenue,1KL1E,Elswick Pool                 K,309.15 ,,,,,,,,,,,
HRA,CD - Legal Services              ,Supplies & Services,41484,ARDEN CHAMBERS,5887913,Revenue,1HRA1,HRA-General                  H,"1,500.00 ",,,,,,,,,,,
Environment & Regeneration,CD - Communities                 ,Supplies & Services,41480,AREEEBA DISTRIBUTION,5950894,Revenue,1KN20,Benwell & Scotswood Ward     K,258.00 ,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19/07/2013,ARK HOUSE TREATMENT CENTRE,5942246,Revenue,1MP27,DAT Residential Rehab        M,"2,301.18 ",,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,19/07/2013,ARK HOUSE TREATMENT CENTRE,5944595,Revenue,1MP27,DAT Residential Rehab        M,"1,648.64 ",,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,41474,ARK HOUSE TREATMENT CENTRE,5944753,Revenue,1MP27,DAT Residential Rehab        M,"1,648.64 ",,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41485,ARNOLD CLARK,5937099,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,257.99 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,ARNOLD CLARK,5938420,Revenue,1KESY,Fleet Services Hire Office   K,256.50 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41474,ARNOLD CLARK,5938421,Revenue,1KESY,Fleet Services Hire Office   K,256.50 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41479,ARNOLD CLARK,5930991,Revenue,3KES1,FLEETMASTER STORES ACCOUNT   K,264.99 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41479,ARNOLD CLARK,5938422,Revenue,1KESY,Fleet Services Hire Office   K,303.66 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,41464,ARNOLD CLARK,5922311,Revenue,1KESY,Fleet Services Hire Office   K,303.66 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Transport,41470,ARRIVA NORTH EAST,5936901,Revenue,1V301,Travel Office Travel Passes  K,"1,480.00 ",,,,,,,,,,,
Environment & Regeneration,Outer West Pool            ,Supplies & Services,41473,ASA AWARD SCHEME,5941138,Revenue,1KL1C,Outer West Pool              K,"1,319.10 ",,,,,,,,,,,
Chief Executives,CD - Benefit Centre              ,Supplies & Services,41465,ASDA BUSINESS AWARDS,5935783,Revenue,1CS17,Crisis Support               F,975.00 ,,,,,,,,,,,
Chief Executives,CD - Benefit Centre              ,Supplies & Services,41484,ASDA BUSINESS AWARDS,5954098,Revenue,1CS17,Crisis Support               F,"2,437.50 ",,,,,,,,,,,
Chief Executives,CD - Benefit Centre              ,Supplies & Services,41484,ASDA BUSINESS AWARDS,5954099,Revenue,1CS17,Crisis Support               F,"2,437.50 ",,,,,,,,,,,
Adult & Culture,Adult Serv Transformation  ,Capital Expenditure,16/07/2013,ASH INFORMATION SYSTEMS LTD,5933234,Capital,2WG16,I.T. Infrastructure Upgrade  M,"3,500.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/07/2013,ASHFIELD COURT,5939889,Revenue,1MG20,Ind Res Care Elderly         M,"-2,073.28 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41471,ASHFIELD COURT,5939889,Revenue,1MG20,Ind Res Care Elderly         M,"6,944.28 ",,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Transfer Payments,12/07/2013,ASHMOLE MINICOACHES,5933004,Revenue,1E+212,Transport Special            E,"1,040.00 ",,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Transfer Payments,41470,ASHMOLE MINICOACHES,5932815,Revenue,1E+212,Transport Special            E,"1,060.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,41458,ASHTEAD PLANT HIRE CO LTD,5929077,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,596.74 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,03/07/2013,ASHTEAD PLANT HIRE CO LTD,5929077,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,70.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,41458,ASHTEAD PLANT HIRE CO LTD,5929076,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,680.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,41470,ASHTEAD PLANT HIRE CO LTD,5938279,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,918.60 ,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,41485,ASKEWS LIBRARY SERVICES LTD,5954904,Revenue,1EJ13,Stock Services               M,316.65 ,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,41460,ASKEWS LIBRARY SERVICES LTD,5912541,Revenue,1EJ13,Stock Services               M,603.32 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,ASPINDEN WOOD CENTRE,5926838,Revenue,1MM20,Ind Res Care MH              M,-486.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,ASPINDEN WOOD CENTRE,5956106,Revenue,1MM20,Ind Res Care MH              M,-486.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,ASPINDEN WOOD CENTRE,5926838,Revenue,1MM20,Ind Res Care MH              M,"2,760.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,ASPINDEN WOOD CENTRE,5956106,Revenue,1MM20,Ind Res Care MH              M,"2,760.00 ",,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,16/07/2013,ASPIRATIONS CARE LTD,5939979,Revenue,1MH50,Ind Home Spot Pur PD         M,625.33 ,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,41477,ASPIRATIONS CARE LTD,5947046,Revenue,1MH50,Ind Home Spot Pur PD         M,625.33 ,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,41477,ASPIRATIONS CARE LTD,5947148,Revenue,1MH50,Ind Home Spot Pur PD         M,625.33 ,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,22/07/2013,ASPIRATIONS CARE LTD,5947173,Revenue,1MH50,Ind Home Spot Pur PD         M,625.33 ,,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,41484,ASPIRATIONS CARE LTD,5952194,Revenue,1MH60,Ind Day Care PD              M,"17,672.50 ",,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,41484,ASPIRATIONS CARE LTD,5952231,Revenue,1MH50,Ind Home Spot Pur PD         M,"10,781.46 ",,,,,,,,,,,
