Newcastle City Council Invoices over £250 paid in May 2013,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,
City Services,CD - Customer Service Centres    ,Supplies & Services,16/05/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5875609,Revenue,1CC52,DENTON CSC                   C,"1,020.45 ",,,,,,,,,,,,
Environment & Regeneration,NS: Resources              ,Supplies & Services,20/05/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5884769,Revenue,1KSA1,Head Of Operational Support  K,440.00 ,,,,,,,,,,,,
Environment & Regeneration,CD - SPAM Trading Account        ,Capital Expenditure,20/05/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5884768,Capital,2KF01,Facility Services            K,"7,715.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALEXANDRA PARK,5887174,Revenue,1MK20,Ind Res Care LD              M,"13,321.80 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALEXANDRA PARK,5887174,Revenue,1MM20,Ind Res Care MH              M,"8,262.96 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887180,Revenue,1MG10,Ind Nursing Care Elderly     M,"-6,851.88 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887180,Revenue,1MG20,Ind Res Care Elderly         M,"-4,964.54 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887180,Revenue,1MG10,Ind Nursing Care Elderly     M,"20,656.43 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887180,Revenue,1MG20,Ind Res Care Elderly         M,"23,028.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887180,Revenue,3WH71,Free Nursing Care Self FunderM,887.04 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887180,Revenue,3WH77,Free Nursing Care Com Care   M,"5,322.24 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887180,Revenue,3WH93,Continuing Care              M,"13,988.55 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887181,Revenue,1MG20,Ind Res Care Elderly         M,348.57 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887181,Revenue,3WH93,Continuing Care              M,500.61 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ALLAN COURT RESIDENTIAL HOME,5887201,Revenue,3WH78,Fre Nursing Care Out Of Area M,887.04 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MG51,Ind Home Per Care Elderly    M,"65,782.51 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MG52,Ind Home Dom Supp Elderly    M,"1,690.95 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MH51,Ind Home Per Care PD         M,"12,050.53 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MH52,Ind Home Dom Supp PD         M,608.05 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MK51,Ind Home-Per Care LD         M,"2,807.75 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MK52,Ind Home-Dom Supp LD         M,19.38 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MM51,Ind Home-Per Care MH         M,"2,233.71 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,1MM52,Ind Home-Dom Supp MH         M,271.32 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,14/05/2013,ALLIED HEALTHCARE GROUP,5878919,Revenue,3WH96,Continuing Care-Dom Payments M,22.00 ,,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,08/05/2013,ALLPAY.NET LIMITED,5875198,Revenue,1HCTG,HRA Income - General  Team   H,995.72 ,,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,08/05/2013,ALLPAY.NET LIMITED,5875217,Revenue,1HCTG,HRA Income - General  Team   H,101.57 ,,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,30/05/2013,ALLPAY.NET LIMITED,5881579,Revenue,1HCTG,HRA Income - General  Team   H,995.72 ,,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,30/05/2013,ALLPAY.NET LIMITED,5881594,Revenue,1HCTG,HRA Income - General  Team   H,101.57 ,,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,08/05/2013,ALLPAY.NET LIMITED,5875198,Revenue,1HCTG,HRA Income - General  Team   H,"1,675.78 ",,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,08/05/2013,ALLPAY.NET LIMITED,5875217,Revenue,1HCTG,HRA Income - General  Team   H,288.46 ,,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,30/05/2013,ALLPAY.NET LIMITED,5881579,Revenue,1HCTG,HRA Income - General  Team   H,"1,675.78 ",,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,30/05/2013,ALLPAY.NET LIMITED,5881594,Revenue,1HCTG,HRA Income - General  Team   H,288.46 ,,,,,,,,,,,,
Environment & Regeneration,E&R Fairer Housing            ,Capital Expenditure,22/05/2013,ALPHACON LTD,5889498,Capital,2N101,Capital Grants               K,447.50 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,08/05/2013,ALZHEIMERS SOCIETY,5875231,Revenue,1MG60,IND Day Care Elderly         M,"14,629.12 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/05/2013,AMARI PLASTICS PLC,5891507,Revenue,3KIMD,Other Stores Stock Account   K,340.65 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,AMBER HOUSE RESIDENTIAL HOME,5874014,Revenue,1MG20,Ind Res Care Elderly         M,"-1,218.33 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,AMBER HOUSE RESIDENTIAL HOME,5874014,Revenue,1MG20,Ind Res Care Elderly         M,"5,100.00 ",,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,28/05/2013,AMCO ENGINEERING,5892930,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"2,502.00 ",,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,09/05/2013,AMCO ENGINEERING,5865590,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,251.00 ",,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,16/05/2013,AMCO ENGINEERING,5880916,Revenue,1KKU6,OUSEBURN BARRAGE MAINTENANCE K,"1,251.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,ANCHOR TRUST,5882164,Revenue,1MX51,SP Block Subsidy             M,764.82 ,,,,,,,,,,,,
Environment & Regeneration,Invoice,Employees,23/05/2013,ANDREW REED,5890534,Revenue,1KLN0,RACKETS DEVELOPMENT          K,480.00 ,,,,,,,,,,,,
Adult & Culture,CD - Legal Services              ,Supplies & Services,03/05/2013,ANDREW WEBSTER,5872762,Revenue,1MR48,WelFare Rights               M,750.00 ,,,,,,,,,,,,
City Services,CD - IT Mgmt & Networks          ,Supplies & Services,09/05/2013,ANTALIS MCNAUGHTON LTD,5875807,Revenue,1CP17,DIGITAL PRINTING             C,271.13 ,,,,,,,,,,,,
Environment & Regeneration,Cityworks Gosforth         ,Supplies & Services,24/05/2013,APEX RADIO SYSTEMS LTD,5889676,Revenue,1KL1G,GOSFORTH POOL                K,600.00 ,,,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,30/05/2013,ARCADEA,5895244,Revenue,1MK60,Ind Day Care LD              M,"1,969.50 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,24/05/2013,ARCO LTD,5890921,Revenue,1KVEM,MECHANICAL STAND ALONE WORKS K,342.80 ,,,,,,,,,,,,
HRA,CD - Legal Services              ,Supplies & Services,21/05/2013,ARDEN CHAMBERS,5887913,Revenue,1HRA1,HRA-General                  H,"1,500.00 ",,,,,,,,,,,,
Chief Executives,CD - Communities                 ,Supplies & Services,20/05/2013,AREEEBA DISTRIBUTION,5884358,Revenue,1KN53,Westerhope Ward              F,252.00 ,,,,,,,,,,,,
Environment & Regeneration,NS: Strategy               ,Third Party Payments,21/05/2013,AREEEBA DISTRIBUTION,5887746,Revenue,1KS48,High Street Innovator ProjectK,960.00 ,,,,,,,,,,,,
Environment & Regeneration,CD - Communities                 ,Supplies & Services,21/05/2013,AREEEBA DISTRIBUTION,5887941,Revenue,1KL43,Ouseburn Comm Centre         K,525.00 ,,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,28/05/2013,ARGOS BUSINESS SOLUTIONS,5872275,Revenue,1HRA1,HRA-General                  H,258.94 ,,,,,,,,,,,,
Adult & Culture,Adult Serv Finance         ,Third Party Payments,29/05/2013,ARK HOUSE TREATMENT CENTRE,5893901,Revenue,1MP27,DAT Residential Rehab        M,"1,207.86 ",,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,16/05/2013,ARMAH SWITCHGEAR LTD,5880892,Revenue,1KVEE,ELECTRICAL STAND ALONE WORKS K,"11,532.00 ",,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,24/05/2013,ARMCON LTD,5891501,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,"3,600.00 ",,,,,,,,,,,,
Environment & Regeneration,Cityworks Parks & C/side    ,Premises,14/05/2013,ARMSTRONG ALLOTMENTS,5879103,Revenue,1KL75,ALLOTTMENTS                  K,481.95 ,,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Transport,03/05/2013,ARRIVA NORTH EAST,5868245,Revenue,1V301,Travel Office Travel Passes  K,"3,160.00 ",,,,,,,,,,,,
Environment & Regeneration,Invoice,Transport,20/05/2013,ARRIVA NORTH EAST,5875844,Revenue,1V301,Travel Office Travel Passes  K,"1,480.00 ",,,,,,,,,,,,
Environment & Regeneration,NS: Waste Management       ,Supplies & Services,15/05/2013,ARTHRITIS RESEARCH CAMPAIGN,5880552,Revenue,1KE14,Waste Disp Gen Overhead      K,691.59 ,,,,,,,,,,,,
Adult & Culture,AS - Learning City         ,Supplies & Services,30/05/2013,ASCENTIS,5895823,Revenue,1EA15,Newcastle City Learning      M,434.00 ,,,,,,,,,,,,
Chief Executives,CD - Benefit Centre              ,Supplies & Services,23/05/2013,ASDA BUSINESS AWARDS,5881044,Revenue,1CS17,Crisis Support               F,975.00 ,,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,03/05/2013,ASH HIRE EQUIPMENT,5870905,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,560.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/05/2013,ASHFIELD COURT,5887126,Revenue,1MG20,Ind Res Care Elderly         M,"-2,815.42 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,ASHFIELD COURT,5887126,Revenue,1MG20,Ind Res Care Elderly         M,"8,704.88 ",,,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Transfer Payments,30/05/2013,ASHMOLE MINICOACHES,5885302,Revenue,1E+212,Transport Special            E,"1,122.00 ",,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,28/05/2013,ASHTEAD PLANT HIRE CO LTD,5892585,Revenue,1KEMC,HIGHWAYS OVERHEADS           K,420.00 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,15/05/2013,ASKEWS LIBRARY SERVICES LTD,5879664,Revenue,1EJ13,Stock Services               M,547.15 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,15/05/2013,ASKEWS LIBRARY SERVICES LTD,5879680,Revenue,1EJ13,Stock Services               M,576.26 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,17/05/2013,ASKEWS LIBRARY SERVICES LTD,5879695,Revenue,1EJ13,Stock Services               M,288.88 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,24/05/2013,ASKEWS LIBRARY SERVICES LTD,5879645,Revenue,1EJ13,Stock Services               M,592.05 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,02/05/2013,ASKEWS LIBRARY SERVICES LTD,5857837,Revenue,1EJ13,Stock Services               M,773.33 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,31/05/2013,ASKEWS LIBRARY SERVICES LTD,5879059,Revenue,1EJ13,Stock Services               M,705.03 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,23/05/2013,ASKEWS LIBRARY SERVICES LTD,5879637,Revenue,1EJ13,Stock Services               M,414.87 ,,,,,,,,,,,,
Adult & Culture,Libraries/Galaxy Payments              ,Supplies & Services,23/05/2013,ASKEWS LIBRARY SERVICES LTD,5879647,Revenue,1EJ13,Stock Services               M,380.84 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/05/2013,ASPINDEN WOOD CENTRE,5873972,Revenue,1MM20,Ind Res Care MH              M,-486.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,07/05/2013,ASPINDEN WOOD CENTRE,5873972,Revenue,1MM20,Ind Res Care MH              M,"2,760.00 ",,,,,,,,,,,,
Adult & Culture,Invoice,Third Party Payments,28/05/2013,ASPIRATIONS CARE LTD,5892975,Revenue,1MH50,Ind Home Spot Pur PD         M,"2,497.32 ",,,,,,,,,,,,
Environment & Regeneration,Cityworks Rangers          ,Supplies & Services,20/05/2013,ASPLI SAFETY LTD,5879999,Revenue,1KL6H,Tyne Riverside Country Park  K,263.15 ,,,,,,,,,,,,
Chief Executives,CD - Area Based Grant            ,Supplies & Services,23/05/2013,ASSOCIATION OF NORTH EAST COUNCILS,5886410,Revenue,1VP15,Housing Retrofit Project     F,816.55 ,,,,,,,,,,,,
Childrens Services,CD - ICT Services (Sch & Child)  ,Capital Expenditure,09/05/2013,AT COMPUTERS,5854186,Capital,2E+162,Sir Charles Parsons          E,"2,400.00 ",,,,,,,,,,,,
City Services,CD - ICT Services (Sch & Child)  ,Capital Expenditure,17/05/2013,AT COMPUTERS,5879229,Capital,2CBSF,ICT Services (BSF)           C,"1,785.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,16/05/2013,AT HOME IN THE COMMUNITY LTD,5882203,Revenue,1MX51,SP Block Subsidy             M,"9,648.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/05/2013,AT HOME IN THE COMMUNITY LTD,5871305,Revenue,1MK50,Ind Supported Living LD      M,-651.77 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",10/05/2013,AT HOME IN THE COMMUNITY LTD,5876714,Revenue,1MK50,Ind Supported Living LD      M,-651.77 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",23/05/2013,AT HOME IN THE COMMUNITY LTD,5890500,Revenue,1MK50,Ind Supported Living LD      M,-651.77 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/05/2013,AT HOME IN THE COMMUNITY LTD,5881062,Revenue,1MK50,Ind Supported Living LD      M,-651.77 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/05/2013,AT HOME IN THE COMMUNITY LTD,5871305,Revenue,1MK50,Ind Supported Living LD      M,"8,570.68 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/05/2013,AT HOME IN THE COMMUNITY LTD,5871305,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/05/2013,AT HOME IN THE COMMUNITY LTD,5871305,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,108.28 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/05/2013,AT HOME IN THE COMMUNITY LTD,5871305,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/05/2013,AT HOME IN THE COMMUNITY LTD,5871305,Revenue,3WH96,Continuing Care-Dom Payments M,"1,663.28 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,10/05/2013,AT HOME IN THE COMMUNITY LTD,5876714,Revenue,1MK50,Ind Supported Living LD      M,"8,379.65 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,10/05/2013,AT HOME IN THE COMMUNITY LTD,5876714,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,10/05/2013,AT HOME IN THE COMMUNITY LTD,5876714,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,108.28 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,10/05/2013,AT HOME IN THE COMMUNITY LTD,5876714,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,10/05/2013,AT HOME IN THE COMMUNITY LTD,5876714,Revenue,3WH96,Continuing Care-Dom Payments M,"1,607.12 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23/05/2013,AT HOME IN THE COMMUNITY LTD,5890500,Revenue,1MK50,Ind Supported Living LD      M,"7,902.04 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23/05/2013,AT HOME IN THE COMMUNITY LTD,5890500,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23/05/2013,AT HOME IN THE COMMUNITY LTD,5890500,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,108.28 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23/05/2013,AT HOME IN THE COMMUNITY LTD,5890500,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,23/05/2013,AT HOME IN THE COMMUNITY LTD,5890500,Revenue,3WH96,Continuing Care-Dom Payments M,"1,607.12 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/05/2013,AT HOME IN THE COMMUNITY LTD,5881062,Revenue,1MK50,Ind Supported Living LD      M,"7,902.04 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/05/2013,AT HOME IN THE COMMUNITY LTD,5881062,Revenue,1MK54,Dom Care Own Tenancy LD      M,"1,448.57 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/05/2013,AT HOME IN THE COMMUNITY LTD,5881062,Revenue,1MK55,Dom Care Family/Carer LD     M,"1,108.28 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/05/2013,AT HOME IN THE COMMUNITY LTD,5881062,Revenue,1MM50,Ind Home - Spot Pur MH       M,"1,514.24 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/05/2013,AT HOME IN THE COMMUNITY LTD,5881062,Revenue,3WH96,Continuing Care-Dom Payments M,"1,607.12 ",,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,17/05/2013,ATG ACCESS,5882849,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,"1,750.00 ",,,,,,,,,,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,30/05/2013,ATG ACCESS,5895582,Revenue,1KE03,Unclassified Road MaintenanceK,873.26 ,,,,,,,,,,,,
