Department,Entitly, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£755.90,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£784.51,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£755.90,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£564.06,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£784.51,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£774.21,
DFID ,DFID,09/03/2015,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£601.53,
DFID ,DFID,09/03/2015,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£643.39,
DFID ,DFID,09/03/2015,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£922.72,
DFID ,DFID,09/03/2015,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£1,477.27",
DFID ,DFID,16/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,"£3,817.61",
DFID ,DFID,16/03/2015,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£586.99,
DFID ,DFID,23/03/2015,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£738.30,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£523.82,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£827.36,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,£502.10,
DFID ,DFID,23/03/2015,Travel - Subsistence ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,£509.00,
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,£520.59,
DFID ,DFID,20/03/2015,Gas ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,"£1,152.06",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,"£1,131.34",
DFID ,DFID,09/03/2015,Oil- other utilities,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,"£1,069.42",
DFID ,DFID,16/03/2015,House rentals ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,"£8,187.77",
DFID ,DFID,16/03/2015,Secure Staff Accommodation ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,101619-101 ,"£6,823.14",
DFID ,DFID,23/03/2015,Air fares ,Middle East  Humanitarian & Conflict Division ,Corporate Travel Provider ,101619-101 ,£671.87,
DFID ,DFID,16/03/2015,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101620-101 ,"£1,468.99",
DFID ,DFID,16/03/2015,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101620-101 ,"£1,608.89",
DFID ,DFID,20/03/2015,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101620-101 ,"£1,603.73",
DFID ,DFID,20/03/2015,Secure Staff Accommodation ,West and Southern Africa ,Foreign & Commonwealth Office ,101620-101 ,"£1,756.47",
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£581.40,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£812.46,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£797.36,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£513.60,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£592.00,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£527.40,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£527.40,
DFID ,DFID,23/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£761.24,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£781.11,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,"£1,102.60",
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£852.10,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,"£1,470.56",
DFID ,DFID,09/03/2015,Furniture & Fittings ,West and Southern Africa ,Foreign & Commonwealth Office ,101622-105 ,"£19,419.43",
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£829.86,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£705.06,
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£506.53,
DFID ,DFID,23/03/2015,Air fares ,Western Asia Division ,Corporate Travel Provider ,101624-101 ,£821.59,
DFID ,DFID,09/03/2015,Printer Consumables ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£4,746.00",
DFID ,DFID,09/03/2015,Electricity ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£1,672.53",
DFID ,DFID,09/03/2015,Electricity ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,£686.81,
DFID ,DFID,09/03/2015,Telephone Usage & services ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,£864.88,
DFID ,DFID,09/03/2015,Telephone Usage & services ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,£891.12,
DFID ,DFID,09/03/2015,Vehicle Petrol & Oil ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,£884.02,
DFID ,DFID,16/03/2015,Property Security & Patrols ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£10,142.19",
DFID ,DFID,23/03/2015,Vehicle Petrol & Oil ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£1,521.69",
DFID ,DFID,20/03/2015,Secure Staff Accommodation ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£19,159.78",
DFID ,DFID,20/03/2015,Electricity ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,£547.62,
DFID ,DFID,20/03/2015,Vehicle Petrol & Oil ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£1,277.88",
DFID ,DFID,04/03/2015,Secure Staff Accommodation ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£17,063.19",
DFID ,DFID,04/03/2015,Secure Staff Accommodation ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£24,531.44",
DFID ,DFID,04/03/2015,Secure Staff Accommodation ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£24,540.75",
DFID ,DFID,04/03/2015,Secure Staff Accommodation ,Western Asia Division ,Foreign & Commonwealth Office ,101624-101 ,"£12,797.39",
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-102 ,£693.26,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-103 ,£535.71,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-104 ,£775.12,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-104 ,"£2,767.16",
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-104 ,"£1,642.64",
DFID ,DFID,31/03/2015,Hotels - Accommodation only ,East and Central Africa ,Fraser Suites,101625-104 ,"£1,203.84",
DFID ,DFID,31/03/2015,Hotels - Accommodation only ,East and Central Africa ,Fraser Suites,101625-104 ,£764.00,
DFID ,DFID,31/03/2015,Hotels - Accommodation only ,East and Central Africa ,Fraser Suites,101625-104 ,£936.32,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-105 ,"£1,089.31",
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-105 ,"£1,652.66",
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-107 ,£531.93,
DFID ,DFID,23/03/2015,Air fares ,Regional Directorate ,Corporate Travel Provider ,101625-109 ,£939.06,
DFID ,DFID,23/03/2015,Furniture & Fittings ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£583.38,
DFID ,DFID,23/03/2015,Furniture & Fittings ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£9,245.90",
DFID ,DFID,23/03/2015,Furniture & Fittings ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£3,052.14",
DFID ,DFID,23/03/2015,Furniture & Fittings ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£3,901.89",
DFID ,DFID,23/03/2015,Furniture & Fittings ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£5,655.14",
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£779.84,
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£1,107.74",
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£1,107.74",
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£1,107.74",
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£649.29,
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£649.29,
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£649.29,
DFID ,DFID,20/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£1,446.37",
DFID ,DFID,09/03/2015,Mobile telephones & accessories ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£601.53,
DFID ,DFID,09/03/2015,Electricity ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£506.85,
DFID ,DFID,16/03/2015,Printer Consumables ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£3,817.60",
DFID ,DFID,16/03/2015,Generators & spares ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,£953.11,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£651.10,
DFID ,DFID,16/03/2015,Furniture & Fittings ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£939.52,
DFID ,DFID,16/03/2015,Water charges ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£716.19,
DFID ,DFID,09/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£3,600.00",
DFID ,DFID,23/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,"£1,192.80",
DFID ,DFID,23/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£626.72,
DFID ,DFID,20/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101631-101 ,£626.72,
DFID ,DFID,20/03/2015,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£2,571.70",
DFID ,DFID,20/03/2015,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£605.68,
DFID ,DFID,20/03/2015,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£1,455.03",
DFID ,DFID,20/03/2015,Staff Travel - Air Fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£537.07,
DFID ,DFID,23/03/2015,Furniture & Fittings ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£543.96,
DFID ,DFID,23/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£4,166.64",
DFID ,DFID,23/03/2015,Cleaning Costs ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£611.95,
DFID ,DFID,23/03/2015,Other passenger transport ,East and Central Africa ,Corporate Travel Provider ,101633-101 ,£519.04,
DFID ,DFID,16/03/2015,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£2,598.80",
DFID ,DFID,16/03/2015,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£638.00,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,£517.89,
DFID ,DFID,23/03/2015,Air fares ,East and Central Africa ,Corporate Travel Provider ,101635-101 ,£676.86,
DFID ,DFID,23/03/2015,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101636-101 ,"£1,296.72",
DFID ,DFID,04/03/2015,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101636-101 ,"£1,793.70",
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101637-101 ,"£1,207.56",
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101638-101 ,£506.53,
DFID ,DFID,20/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-103 ,£618.61,
DFID ,DFID,09/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-103 ,"£1,711.77",
DFID ,DFID,09/03/2015,Water charges ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-103 ,£564.84,
DFID ,DFID,09/03/2015,Water charges ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-103 ,"£1,008.65",
DFID ,DFID,09/03/2015,Water charges ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-103 ,"£1,307.93",
DFID ,DFID,09/03/2015,Air fares ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-105 ,"£1,334.10",
DFID ,DFID,20/03/2015,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,Foreign & Commonwealth Office ,101638-105 ,£548.02,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,113355-101 ,£527.40,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,113355-101 ,£527.40,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,113355-101 ,£527.40,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,113355-101 ,£527.40,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,113355-101 ,£527.40,
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£12,410.45",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£8,273.64",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£7,258.57",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£10,887.70",
DFID ,DFID,16/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£3,635.55",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£7,602.06",
DFID ,DFID,23/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-105 ,"£11,403.09",
DFID ,DFID,09/03/2015,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,114206-101 ,£743.55,
DFID ,DFID,18/03/2015,Aid Programme - Joint programme contribution ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£26,493.51",
DFID ,DFID,26/03/2015,Project delivery costs â€“ supplier services ,Western Asia Division ,Foreign & Commonwealth Office ,114450-101 ,"£1,677.74",
DFID ,DFID,23/03/2015,Hotels - Accommodation only ,Business Solutions Division Level ,Corporate Travel Provider ,200001-101 ,£648.40,
DFID ,DFID,31/03/2015,Hardware - networking equipment ,Business Solutions Division Level , Computacenter PLC ,200002-113 ,"£4,122.00",
DFID ,DFID,10/03/2015,Data network- remote working ,Business Solutions Division Level ,Foreign & Commonwealth Office ,200002-121 ,£545.54,
DFID ,DFID,31/03/2015,Computer Consumables ,Business Solutions Division Level ,Flashbay Ltd,200002-153 ,£604.06,
DFID ,DFID,31/03/2015,Hardware - servers & storage ,Business Solutions Division Level ,Computacenter PLC ,200004-125 ,"£1,423.54",
DFID ,DFID,31/03/2015,Subscriptions ,Finance and Corporate Performance Division ,Association of Certified Fraud Examiners,200173-101 ,£751.91,
DFID ,DFID,23/03/2015,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,201286-101 ,£604.50,
DFID ,DFID,23/03/2015,Air fares ,West and Southern Africa ,Corporate Travel Provider ,201584-102 ,£562.06,
DFID ,DFID,20/03/2015,Gas ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,201705-101 ,£594.12,
DFID ,DFID,20/03/2015,Secure Staff Accommodation ,Middle East  Humanitarian & Conflict Division ,Foreign & Commonwealth Office ,201705-101 ,"£11,904.76",
