Month of Year,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
201607,notice of appeal form,9,2.11,11.11%,5.26%,00:05:10,3.56
201607,Number plates,9,1.44,55.56%,7.69%,00:03:31,0.44
201607,paternity,9,1.56,11.11%,7.14%,00:01:06,2.22
201607,pay rates online,9,1.11,0.00%,10.00%,00:01:55,1.33
201607,police check,9,1.44,0.00%,7.69%,00:06:42,3.33
201607,provisional,9,1.11,0.00%,40.00%,00:04:40,3.33
201607,re-test,9,1.78,0.00%,6.25%,00:09:33,4
201607,Renew driving licence,9,1.11,11.11%,10.00%,00:04:19,1.89
201607,Scotland,9,1,55.56%,11.11%,00:00:21,0.44
201607,self employment,9,1.78,44.44%,12.50%,00:02:43,2.33
201607,Ssp,9,1.44,11.11%,23.08%,00:02:11,2.11
201607,Theory Test,9,1,0.00%,11.11%,00:01:34,2.67
201607,Track a fault,9,2.33,22.22%,19.05%,00:01:30,1.44
201607,Ulster covenant,9,1.56,11.11%,7.14%,00:07:25,3.22
201607,vehicle registration,9,2,11.11%,22.22%,00:02:50,1.67
201607,working tax credits,9,1.22,33.33%,18.18%,00:00:25,0.78
201607,adoption,8,1.5,0.00%,16.67%,00:01:53,3.62
201607,bank holiday payments,8,1.38,0.00%,54.55%,00:03:43,3.5
201607,Bank holiday payments,8,2.12,0.00%,29.41%,00:00:52,1
201607,Bin collection,8,1.62,12.50%,15.38%,00:00:46,1.12
201607,Birth,8,1.25,0.00%,30.00%,00:03:04,2
201607,Book a retest,8,1.38,25.00%,18.18%,00:03:20,2.25
201607,Car,8,1,37.50%,62.50%,00:02:09,1.88
201607,Careers allowance,8,1.38,0.00%,27.27%,00:04:15,1.88
201607,carer's allowance,8,1.5,0.00%,41.67%,00:02:54,2.12
201607,carers,8,1.5,12.50%,8.33%,00:08:22,3.62
201607,CHANGE DATE OF MOT,8,1.12,0.00%,22.22%,00:04:08,2
201607,Change driving test,8,1.38,12.50%,0.00%,00:02:10,2.75
201607,Changing address,8,1.38,37.50%,27.27%,00:00:25,0.38
201607,Childcare,8,1.88,25.00%,33.33%,00:01:27,2
201607,community care grants,8,1,37.50%,25.00%,00:00:48,1
201607,complaints,8,1.88,37.50%,13.33%,00:01:01,1.75
201607,counterpart,8,1.25,12.50%,10.00%,00:02:39,2.12
201607,D777,8,2.75,12.50%,18.18%,00:01:10,1.38
201607,departments,8,1.25,0.00%,10.00%,00:01:17,2.75
201607,Disclosure certificates,8,1.5,0.00%,16.67%,00:04:40,5.12
201607,district,8,1.25,0.00%,10.00%,00:31:21,8.88
201607,Dl1,8,1.62,0.00%,23.08%,00:04:22,5.25
201607,DL1 FORM,8,1.88,12.50%,0.00%,00:05:42,2.75
201607,DLM1,8,1.62,12.50%,7.69%,00:02:14,0.88
201607,Downpatrick,8,1.62,50.00%,15.38%,00:03:52,2.25
201607,driving theory test,8,1,12.50%,0.00%,00:11:20,4.38
201607,enhanced,8,1.75,12.50%,7.14%,00:06:30,3.38
201607,enhanced disclosure certificate,8,1.75,0.00%,7.14%,00:06:00,4.12
201607,general register office,8,1.5,0.00%,8.33%,00:09:56,3.88
201607,Get a passport urgently,8,1.5,12.50%,0.00%,00:01:45,1.88
201607,hc11,8,1.38,12.50%,27.27%,00:02:41,1
201607,id validation form,8,1.75,25.00%,28.57%,00:05:02,3
201607,industrial injuries,8,1.5,0.00%,16.67%,00:01:33,3.5
201607,irish passport,8,1.38,0.00%,9.09%,00:01:26,1.38
201607,Job seekers,8,1.12,12.50%,33.33%,00:08:25,3.12
201607,Jobseekers,8,3.25,12.50%,11.54%,00:05:49,2.88
201607,jury service,8,1.25,12.50%,10.00%,00:06:29,4.12
201607,Land registry,8,1.38,0.00%,0.00%,00:05:09,1.5
201607,licence,8,1.12,12.50%,33.33%,00:02:04,2
201607,Lost driving licence,8,1.38,12.50%,0.00%,00:00:44,1.38
201607,Lost licence,8,1.38,12.50%,18.18%,00:02:28,1.25
201607,maps,8,1.25,0.00%,10.00%,00:02:54,3
201607,maternity leave,8,1.12,25.00%,11.11%,00:03:24,1.88
201607,maternity pay,8,1.12,12.50%,11.11%,00:03:14,2.88
201607,minimum wage,8,1.12,0.00%,0.00%,00:00:23,1
201607,Mobility,8,3,50.00%,8.33%,00:02:14,1.12
201607,name change,8,1.25,0.00%,20.00%,00:06:58,2.38
201607,National insurance,8,1.5,37.50%,16.67%,00:00:45,0.88
201607,newry,8,1.5,12.50%,8.33%,00:03:24,3.88
201607,Newtownards,8,1.5,25.00%,33.33%,00:02:04,2.12
201607,parking fine,8,1,0.00%,0.00%,00:03:02,2.75
201607,Pensions,8,1.25,25.00%,30.00%,00:03:41,5.12
201607,Premium bonds,8,1.12,37.50%,0.00%,00:01:12,1
201607,rate relief,8,1.38,12.50%,45.45%,00:04:10,1.5
201607,rates payment,8,1.12,12.50%,33.33%,00:03:56,2.25
201607,Registration,8,1.88,37.50%,33.33%,00:00:33,1.38
201607,regulated activity,8,1.25,0.00%,30.00%,00:04:29,2.62
201607,road safety,8,1.38,0.00%,36.36%,00:03:51,7.62
201607,roads,8,1.5,25.00%,16.67%,00:01:06,1.88
201607,Sick pay,8,1.5,0.00%,66.67%,00:02:22,1
201607,SORN,8,1.25,25.00%,0.00%,00:03:34,3.25
201607,Speeding,8,1.12,12.50%,11.11%,00:03:37,1.5
201607,street directories,8,1,0.00%,0.00%,00:00:41,1.5
201607,Taxi licence,8,1.12,12.50%,22.22%,00:05:48,5.62
201607,townlands,8,2.12,0.00%,23.53%,00:02:22,4
201607,Track,8,1.5,50.00%,16.67%,00:00:41,1.62
201607,Urgent passport,8,1.38,12.50%,18.18%,00:02:51,1.38
201607,V5,8,1.25,12.50%,50.00%,00:01:59,1.38
201607,waiting times,8,1.12,25.00%,0.00%,00:01:36,0.88
201607,work,8,1.12,12.50%,55.56%,00:00:50,1.5
201607,1939,7,1.71,28.57%,41.67%,00:00:47,1.29
201607,Access I,7,1,0.00%,71.43%,00:00:54,2
201607,access ni check,7,2,14.29%,7.14%,00:03:55,3
201607,apply for a blue badge,7,1.86,0.00%,7.69%,00:02:08,3.86
201607,apply for blue badge,7,2.71,0.00%,5.26%,00:02:36,2.29
201607,armagh,7,1.43,0.00%,20.00%,00:00:59,2.71
201607,Bank holidays,7,1.29,14.29%,11.11%,00:01:01,1
201607,basic disclosure certificate,7,1.57,0.00%,9.09%,00:10:20,6.29
201607,benefit calculator,7,1.86,28.57%,23.08%,00:06:19,4
201607,benefit cap,7,1.29,0.00%,11.11%,00:08:03,2.14
201607,Bereavement,7,1.43,42.86%,10.00%,00:01:28,0.71
201607,blue badge renewal,7,1.43,14.29%,0.00%,00:03:38,1.86
201607,Blue badge scheme,7,1.29,14.29%,0.00%,00:05:04,3
201607,Book an mot,7,2.14,0.00%,6.67%,00:02:25,2
201607,Carer's Allowance,7,1.43,0.00%,50.00%,00:25:29,12
201607,Carers Allowance,7,1.57,14.29%,9.09%,00:02:36,5.29
201607,cbt,7,1.14,0.00%,25.00%,00:01:19,2.29
201607,child protection,7,1.43,57.14%,10.00%,00:00:45,0.43
201607,Coleraine,7,1.29,28.57%,33.33%,00:00:46,1.71
201607,constructive dismissal,7,2,14.29%,0.00%,00:06:57,3.86
201607,councils,7,1.43,14.29%,10.00%,00:06:59,5
201607,cr20,7,1.14,14.29%,50.00%,00:01:03,2.43
201607,Crisis loan number,7,1.57,42.86%,0.00%,00:01:40,2
201607,Derry,7,1.57,42.86%,9.09%,00:04:58,0.86
201607,dlm1,7,1.29,14.29%,55.56%,00:01:14,1.43
201607,driving license fee,7,1,28.57%,0.00%,00:00:08,0.71
201607,Driving theory test,7,3.43,0.00%,8.33%,00:03:47,3
201607,dvlni,7,1.57,0.00%,36.36%,00:02:12,4.57
201607,E111,7,2.29,14.29%,25.00%,00:01:07,1.14
201607,enhanced check through registered body,7,1.43,14.29%,0.00%,00:05:02,2
201607,fee,7,1,14.29%,57.14%,00:00:45,1.43
201607,freeholders,7,1.57,0.00%,27.27%,00:11:56,1.71
201607,Genealogy,7,1.86,14.29%,15.38%,00:03:14,1.86
201607,google,7,1.71,57.14%,8.33%,00:04:05,0.86
201607,HC5,7,2.14,0.00%,6.67%,00:05:19,3.71
201607,help with health costs,7,2.29,14.29%,18.75%,00:02:22,1.14
201607,holiday entitlement,7,1.14,0.00%,12.50%,00:00:30,1.29
201607,holiday pay,7,2.14,0.00%,20.00%,00:04:20,2.57
201607,holiday payments,7,1,42.86%,28.57%,00:00:27,0.43
201607,honours,7,1.14,0.00%,0.00%,00:03:17,2.43
201607,incapacity benefit,7,1.29,14.29%,33.33%,00:02:00,1.71
201607,job centre,7,1.57,14.29%,9.09%,00:03:44,16.57
201607,Job vacancies,7,3.29,28.57%,4.35%,00:02:03,2.57
201607,JSA,7,1.43,0.00%,20.00%,00:04:34,4.29
201607,letter of entitlement,7,1.29,28.57%,33.33%,00:01:11,1.14
201607,licence check,7,1.29,14.29%,33.33%,00:01:21,2.43
201607,Licence fees,7,1.43,0.00%,60.00%,00:03:25,1.29
201607,Licence renewal,7,1.14,14.29%,25.00%,00:00:53,1
201607,Lisburn,7,1.43,14.29%,20.00%,00:06:09,2.43
201607,Liverpool,7,1.29,71.43%,0.00%,00:01:09,0.57
201607,Login,7,1.43,42.86%,10.00%,00:01:03,2.14
201607,lost driving licence,7,1.14,0.00%,12.50%,00:01:44,1.29
201607,maternity grant,7,1,0.00%,14.29%,00:05:22,2.57
201607,Mot cancellations,7,1.14,14.29%,37.50%,00:03:14,3.57
201607,Motability,7,1.57,14.29%,18.18%,00:04:21,2.57
201607,name search,7,1.43,0.00%,20.00%,00:08:19,2.86
201607,omagh,7,1.57,42.86%,18.18%,00:01:24,0.43
201607,Opening hours,7,1.57,42.86%,0.00%,00:01:51,2.57
201607,passport renewal,7,1.71,0.00%,0.00%,00:01:45,2.14
201607,pay parking ticket,7,1.14,0.00%,0.00%,00:04:01,3
201607,Pay parking ticket,7,1.29,0.00%,0.00%,00:01:37,2
201607,payments,7,1.86,28.57%,30.77%,00:00:46,0.43
201607,pension forecast,7,1.57,14.29%,0.00%,00:03:51,3
201607,power of attorney,7,1.29,0.00%,22.22%,00:06:20,1.57
201607,re test,7,1.14,14.29%,50.00%,00:01:33,2
201607,renew driving licence,7,1.14,0.00%,12.50%,00:08:46,3
201607,River bush,7,1.14,0.00%,37.50%,00:00:33,0.71
201607,self employed,7,2.29,57.14%,0.00%,00:03:32,1.29
201607,Sign in,7,1.29,14.29%,11.11%,00:12:35,3.57
201607,smartpass,7,2.43,14.29%,5.88%,00:05:44,2.29
201607,steps to success,7,1.14,0.00%,0.00%,00:03:36,2.57
201607,student finance,7,1.57,0.00%,18.18%,00:02:47,1.14
201607,sure start,7,1.29,14.29%,11.11%,00:01:29,2.14
201607,tax a car,7,1.14,14.29%,37.50%,00:00:44,0.71
201607,tax credit,7,1.43,0.00%,40.00%,00:00:28,0.57
201607,Tax credit,7,1.71,14.29%,25.00%,00:02:13,2.57
201607,Tax vehicle,7,1.29,42.86%,11.11%,00:00:57,0.71
201607,transport ni,7,1,71.43%,14.29%,00:00:05,0.14
201607,V62,7,1.14,42.86%,62.50%,00:00:22,0.29
201607,vacancies,7,2.29,42.86%,12.50%,00:05:00,2
201607,Vehicle test,7,1,14.29%,14.29%,00:01:43,1.71
201607,what age do you have to be for winter fuel payments,7,1,100.00%,0.00%,00:00:00,0
201607,will calendar,7,1.14,0.00%,0.00%,00:00:50,1.43
201607,work experience,7,1.29,0.00%,0.00%,00:01:11,1.43
201607,Access code,6,1.83,33.33%,27.27%,00:01:44,2.5
201607,Access in,6,1.17,0.00%,57.14%,00:00:30,0.67
201607,Alkham valley kent,6,1,100.00%,0.00%,00:00:00,0
201607,appeal,6,2,16.67%,25.00%,00:02:18,1
201607,application form for blue badge,6,3.5,0.00%,0.00%,00:02:17,2.17
201607,apply for enhanced check,6,1.33,16.67%,12.50%,00:07:01,6.17
201607,appointee,6,1.33,0.00%,37.50%,00:03:58,1.5
201607,Apprenticeship,6,1.67,33.33%,0.00%,00:01:41,4.67
201607,bank holiday,6,1.33,16.67%,25.00%,00:00:38,1.33
201607,basic check,6,1.67,0.00%,0.00%,00:05:40,4.33
201607,basic disclosure,6,1.17,16.67%,0.00%,00:05:55,3.17
201607,benefit fraud,6,1.83,0.00%,0.00%,00:05:16,2
201607,Benefit fraud,6,1.33,16.67%,12.50%,00:02:19,2.67
201607,Blue Badge,6,3.17,0.00%,10.53%,00:04:37,6.83
201607,Blue badge renewal,6,1.5,0.00%,0.00%,00:05:57,1.83
201607,boiler replacement,6,1,16.67%,0.00%,00:00:29,1
201607,Book mot test,6,1.83,0.00%,18.18%,00:01:12,2.67
201607,Book practical driving test,6,1.33,0.00%,0.00%,00:01:12,2.83
201607,book test,6,1.33,16.67%,0.00%,00:04:00,3.17
201607,Book test,6,1.5,16.67%,0.00%,00:04:32,3.5
201607,BR19,6,1.5,16.67%,0.00%,00:04:14,1.33
201607,bridge to employment,6,1.5,16.67%,33.33%,00:06:34,1
201607,Bristol,6,1.5,16.67%,11.11%,00:01:20,2.5
201607,broadband,6,1.33,0.00%,12.50%,00:04:11,3.17
201607,Budget loan,6,1.5,0.00%,22.22%,00:03:51,2.83
201607,budgeting loans,6,1.33,16.67%,12.50%,00:02:15,1.5
201607,bus operator,6,1,0.00%,16.67%,00:03:30,8.33
201607,C1,6,1.33,16.67%,37.50%,00:00:39,0.83
201607,Car hire,6,1.83,16.67%,9.09%,00:00:27,1.83
201607,car rental,6,1.5,33.33%,33.33%,00:00:54,0.83
201607,caravan,6,1.5,0.00%,44.44%,00:22:54,11.83
201607,Caravan,6,1.33,16.67%,37.50%,00:04:06,2
201607,Carers allowance phone number,6,1.33,50.00%,25.00%,00:00:46,0.67
201607,carrier bag levy,6,1.33,0.00%,0.00%,00:02:46,2.33
201607,Challengeparkingticket,6,1,0.00%,50.00%,00:04:45,3.5
201607,change address driving licence,6,1.33,16.67%,0.00%,00:01:09,1.33
201607,change mot,6,1,16.67%,0.00%,00:00:28,1.67
201607,Child tax credits,6,1.33,33.33%,12.50%,00:01:56,1
201607,Complaints,6,1.17,50.00%,14.29%,00:06:01,3.17
201607,cpc,6,1,0.00%,33.33%,00:01:13,1.5
201607,credits,6,1.5,16.67%,0.00%,00:02:22,2.83
201607,criminal damage,6,1.83,16.67%,9.09%,00:04:56,1.5
201607,crisis loans,6,1.17,0.00%,28.57%,00:05:05,2
201607,dda,6,1.5,0.00%,0.00%,00:03:59,2.67
201607,Death certificates,6,1.17,16.67%,28.57%,00:05:26,2
201607,diabetes,6,1.33,0.00%,0.00%,00:02:54,2.33
201607,disability,6,1.5,16.67%,22.22%,00:02:18,1.33
201607,Dl1 form,6,2.17,33.33%,7.69%,00:01:13,1
201607,dlm1 form,6,3,33.33%,5.56%,00:02:31,4
201607,driver licence,6,1.33,16.67%,25.00%,00:00:29,0.67
201607,driving,6,1.17,0.00%,57.14%,00:06:15,3.33
201607,Driving,6,1.17,16.67%,28.57%,00:00:46,0.83
201607,driving licence categories,6,1.33,0.00%,25.00%,00:04:54,2.5
201607,driving license fees,6,1.33,16.67%,0.00%,00:02:24,2.17
201607,education maintenance allowance,6,1.17,0.00%,0.00%,00:02:59,2.83
201607,Education maintenance allowance,6,2.5,0.00%,6.67%,00:02:18,1.67
201607,EHIC,6,2,33.33%,16.67%,00:00:46,0.5
201607,email address,6,1.33,0.00%,25.00%,00:01:25,2.17
201607,Enniskillen,6,1.17,16.67%,14.29%,00:03:47,3.83
201607,fishing licence,6,1.33,16.67%,12.50%,00:06:46,4.5
201607,flexible working,6,1.67,16.67%,20.00%,00:00:41,1
201607,form,6,2.17,0.00%,30.77%,00:02:33,6.83
201607,further education,6,1.33,0.00%,12.50%,00:05:54,5.5
201607,gateway,6,3,0.00%,11.11%,00:05:34,1.83
201607,geni,6,1.17,50.00%,14.29%,00:01:56,2
201607,GL24,6,1.5,16.67%,33.33%,00:03:01,2.17
201607,gp online services,6,2.17,0.00%,15.38%,00:10:26,8.83
201607,grade 1 proffessional nurses posts the recent ones,6,2.5,100.00%,0.00%,00:05:51,0
201607,hazard perception test,6,1,16.67%,0.00%,00:05:04,3
201607,hc1 form,6,2.17,50.00%,0.00%,00:00:51,1.17
201607,hgv,6,1.33,0.00%,25.00%,00:09:07,4.67
201607,historic maps,6,2,0.00%,16.67%,00:06:37,3.83
201607,historical maps,6,1.33,33.33%,25.00%,00:00:49,4.33
201607,hmrc,6,1.83,16.67%,0.00%,00:02:52,3.33
201607,housing,6,1.17,16.67%,14.29%,00:01:02,1.5
201607,Hull,6,1.5,16.67%,0.00%,00:00:43,3.17
201607,Is my car taxed,6,1.83,33.33%,27.27%,00:00:36,0.33
201607,iva,6,1,0.00%,16.67%,00:01:49,2.67
201607,jobs and benefits office,6,1,0.00%,0.00%,00:01:24,3.5
201607,Licence cost,6,1,0.00%,33.33%,00:01:17,0.83
201607,license,6,2.17,33.33%,15.38%,00:05:38,1.83
201607,Loans,6,1.5,66.67%,11.11%,00:00:42,0.5
201607,london,6,1.17,33.33%,0.00%,00:01:12,2.33
201607,long birth certificate,6,1.33,0.00%,0.00%,00:04:13,1.5
201607,Long birth certificate,6,1.5,0.00%,11.11%,00:07:40,3.17
201607,Louth,6,2.17,66.67%,15.38%,00:02:57,1.5
201607,minibus,6,1,16.67%,16.67%,00:00:31,0.83
201607,mot history,6,1.33,33.33%,25.00%,00:01:14,1.17
201607,Motorcycle test,6,1.17,0.00%,14.29%,00:06:29,7.33
201607,niea,6,1,33.33%,0.00%,00:06:25,1.5
201607,Opening times,6,4.33,50.00%,3.85%,00:07:35,5
201607,parental leave,6,1,0.00%,16.67%,00:04:49,1.17
201607,Parking fine,6,1.17,0.00%,28.57%,00:00:53,2.17
201607,Part time,6,1.33,33.33%,12.50%,00:00:50,0.67
201607,Passports,6,1.17,0.00%,14.29%,00:03:27,1.33
201607,Pay a bus lane pcn,6,1.17,0.00%,0.00%,00:02:57,1.33
201607,Pay fine,6,1.17,33.33%,14.29%,00:01:05,1.17
201607,Pay rates bill,6,1.17,16.67%,28.57%,00:00:58,1.17
201607,Paying rates,6,1,0.00%,16.67%,00:01:03,1.17
201607,Pcn,6,1.17,0.00%,28.57%,00:03:05,1.83
201607,PCN,6,1.33,0.00%,0.00%,00:01:31,2
201607,PENSION CREDIT,6,1.33,16.67%,12.50%,00:00:39,1.17
201607,Pension credit calculater,6,15.5,33.33%,0.00%,00:29:40,28.17
201607,Planning,6,2.17,0.00%,15.38%,00:06:53,3.5
201607,Power of attorney,6,1,0.00%,0.00%,00:02:09,1.33
201607,Pregnant,6,1.67,83.33%,0.00%,00:04:32,0.17
201607,provisional driving licence,6,1.83,0.00%,9.09%,00:13:26,2.5
201607,provisional license,6,1.5,16.67%,55.56%,00:05:18,2
201607,public records,6,2,0.00%,25.00%,00:10:04,12.17
201607,Rate relief,6,1.17,0.00%,42.86%,00:06:25,5.67
201607,recipes,6,1,0.00%,33.33%,00:00:36,1.67
201607,register of births,6,1.5,0.00%,33.33%,00:03:05,3.5
201607,road service,6,1.17,16.67%,28.57%,00:01:43,2.67
201607,School uniform grant,6,1.17,0.00%,0.00%,00:02:29,2.17
201607,Sea,6,1.33,0.00%,87.50%,00:01:18,0.5
201607,Sick benefits,6,2.5,100.00%,6.67%,00:01:03,0.33
201607,Stocking,6,1.83,0.00%,9.09%,00:01:18,2.33
201607,Street lighting,6,1,0.00%,0.00%,00:06:42,2.5
201607,Tax a vehicle,6,1.67,50.00%,20.00%,00:01:42,1.17
201607,tax book,6,1.67,0.00%,50.00%,00:02:21,0.5
201607,Tax book,6,1.83,0.00%,72.73%,00:01:27,0.33
201607,Taxi meter,6,1,0.00%,50.00%,00:01:00,0.67
201607,taximeters,6,1,0.00%,16.67%,00:02:30,2.17
201607,Theroy,6,1,16.67%,16.67%,00:00:24,1.83
201607,track,6,2,0.00%,25.00%,00:01:47,2.17
201607,track application,6,1.67,16.67%,0.00%,00:02:57,3.17
201607,Track application,6,1,50.00%,33.33%,00:00:29,1
201607,Umbrella bodies,6,2.67,16.67%,12.50%,00:08:14,8.17
201607,Uniform grant,6,1.83,16.67%,9.09%,00:02:06,2
201607,V5C,6,1.67,16.67%,30.00%,00:04:17,2.83
201607,v62,6,1.33,16.67%,12.50%,00:00:18,1.67
201607,Vehicle check,6,1.5,33.33%,22.22%,00:00:48,1.17
201607,VEHICLE TAX,6,1.67,33.33%,10.00%,00:01:33,0.83
201607,vehicle test,6,1.17,0.00%,14.29%,00:00:51,1.83
201607,welfare reform,6,1.17,0.00%,28.57%,00:01:13,3.17
201607,What is your tax allowance and how much tax youpay,6,3.17,100.00%,0.00%,00:13:26,0
201607,winter fuel allowance,6,1.33,0.00%,25.00%,00:01:46,2.83
201607,Working tax credit,6,1.67,66.67%,10.00%,00:00:28,0.67
201607,5008013,5,1,40.00%,20.00%,00:00:27,0.6
201607,access NI,5,3,20.00%,0.00%,00:04:49,3
201607,access ni application,5,1.2,0.00%,33.33%,00:01:40,1.8
201607,Access NI applications,5,2.2,0.00%,18.18%,00:06:16,3.8
201607,aerosols,5,1,0.00%,40.00%,00:00:16,0.8
201607,ancestors,5,1,0.00%,40.00%,00:04:48,4
201607,ancestry,5,1.4,20.00%,71.43%,00:00:45,0.4
201607,annual leave,5,1.4,0.00%,42.86%,00:01:52,1.8
201607,appeal forms,5,1.6,0.00%,25.00%,00:08:05,3
201607,application for blue badge,5,1.8,0.00%,11.11%,00:04:11,3.2
201607,Apply for an enhanced check,5,1.6,0.00%,12.50%,00:10:31,5
201607,applying for a blue badge,5,1.2,0.00%,16.67%,00:05:38,2
201607,Attendance Allowance,5,1,0.00%,40.00%,00:10:09,5
201607,B1,5,1.6,0.00%,37.50%,00:01:09,2.4
201607,Bangor,5,1.4,20.00%,0.00%,00:01:52,1.8
201607,Barnsley,5,1.6,20.00%,12.50%,00:00:29,1.6
201607,Benefits calculator,5,1.4,20.00%,0.00%,00:00:31,1.8
201607,bin collection,5,2,0.00%,40.00%,00:01:42,3
201607,births deaths and marriages,5,2.4,20.00%,8.33%,00:04:04,4.6
201607,Boiler replacement,5,1.6,20.00%,12.50%,00:01:22,1.8
201607,boiler replacement scheme,5,1.2,20.00%,0.00%,00:01:52,1.4
201607,book a test,5,1.4,0.00%,0.00%,00:01:03,2.4
201607,Book a test,5,1.4,60.00%,0.00%,00:00:56,1.6
201607,book a theory test,5,1.8,0.00%,0.00%,00:03:22,5.2
201607,book mot test,5,1.4,0.00%,14.29%,00:06:02,2.2
201607,book practical driving test,5,1.6,0.00%,12.50%,00:15:34,3.8
201607,book practical test,5,1.2,0.00%,0.00%,00:00:45,2.4
201607,Book practical test,5,2.6,20.00%,7.69%,00:05:07,1.8
201607,Booking,5,1,20.00%,40.00%,00:03:54,3.4
201607,Books,5,1.4,40.00%,57.14%,00:00:46,0.4
201607,Budgeting loans,5,1,20.00%,0.00%,00:00:59,1.2
201607,Camping,5,1.8,0.00%,0.00%,00:04:29,6.8
201607,CAREERS,5,1.8,60.00%,11.11%,00:05:42,1.8
201607,carers credit,5,1.2,0.00%,33.33%,00:05:00,2.2
201607,carers premium,5,1.4,40.00%,28.57%,00:03:54,1.4
201607,Cbt,5,1.8,0.00%,0.00%,00:02:15,2.8
201607,census 1901,5,2,0.00%,10.00%,00:12:55,6.8
201607,certificate of entitlement,5,1.8,0.00%,22.22%,00:01:47,2
201607,change address on driving licence,5,1.2,0.00%,16.67%,00:01:36,1.6
201607,change mot appointment,5,1,0.00%,20.00%,00:00:47,0.8
201607,change mot test,5,1,0.00%,0.00%,00:03:10,1.6
201607,changing address,5,1,0.00%,0.00%,00:01:24,1.8
201607,Check appointment,5,1.4,0.00%,28.57%,00:03:20,3
201607,check licence,5,1,0.00%,80.00%,00:00:50,0.4
201607,Check mot appointmento available,5,1.2,80.00%,0.00%,00:00:04,0.2
201607,Child care,5,2.2,0.00%,36.36%,00:06:32,2.4
201607,code,5,1,60.00%,0.00%,00:01:28,2.4
201607,compensation,5,1.2,20.00%,16.67%,00:06:20,4.2
201607,Construction noise on a Sunday,5,1.4,100.00%,0.00%,00:00:09,0
201607,Contacts,5,1.8,40.00%,11.11%,00:00:48,2
201607,Copy birth certificate,5,1.2,20.00%,0.00%,00:02:40,1.6
201607,cost,5,1.2,0.00%,50.00%,00:04:36,3
201607,customs,5,3.4,80.00%,0.00%,00:02:59,1.2
201607,cv,5,1.8,0.00%,11.11%,00:02:29,1.6
201607,cycling,5,1.2,0.00%,0.00%,00:04:57,3
201607,dangerous dogs,5,2,20.00%,0.00%,00:04:33,2.2
201607,derry,5,1,20.00%,40.00%,00:01:41,1.4
201607,Disability,5,1.8,0.00%,22.22%,00:07:53,1.6
201607,disabled badge,5,1,0.00%,20.00%,00:04:39,2.8
201607,disclosure application,5,2.8,0.00%,14.29%,00:06:28,7.6
201607,DL1R FORM,5,2.6,60.00%,7.69%,00:03:00,0.4
201607,DL1R(NI),5,2,60.00%,0.00%,00:00:48,1
201607,downpatrick,5,2.8,40.00%,14.29%,00:01:23,0.6
201607,Driver,5,1.8,0.00%,22.22%,00:04:30,2.6
201607,driver and vehicle agency,5,1.6,20.00%,25.00%,00:07:36,4.6
201607,drivers licence,5,1,20.00%,0.00%,00:00:46,1.6
201607,driving licence check,5,1.8,0.00%,44.44%,00:00:58,0.8
201607,driving licence check code,5,1.2,0.00%,0.00%,00:01:47,2.2
201607,Driving licence cost,5,1.4,0.00%,0.00%,00:00:26,1
201607,driving license renewal,5,2.6,0.00%,7.69%,00:05:38,6
201607,Dvani,5,1,60.00%,0.00%,00:00:19,0.6
201607,DVLA,5,1,60.00%,0.00%,00:00:13,1
201607,dvla access code,5,1.2,60.00%,16.67%,00:00:40,0.6
201607,DVLA access code,5,4.2,40.00%,9.52%,00:05:33,2.6
201607,Dvlni,5,1.2,40.00%,33.33%,00:01:46,1.2
201607,Edinburgh,5,1,40.00%,0.00%,00:00:19,1.2
201607,ehic card,5,1.2,0.00%,0.00%,00:05:16,3.6
201607,employment,5,1.2,20.00%,66.67%,00:02:18,0.6
201607,Enhanced,5,1.2,0.00%,0.00%,00:02:16,3.6
201607,expired against removal date,5,1.4,100.00%,0.00%,00:01:49,0
201607,Expired driving licence,5,1.4,20.00%,14.29%,00:10:45,2.8
201607,family tree,5,1.8,0.00%,0.00%,00:03:41,6.8
201607,faq,5,1.2,20.00%,33.33%,00:00:16,0.8
201607,free dental,5,1.2,20.00%,33.33%,00:01:40,2.2
201607,Free dental,5,1.2,0.00%,16.67%,00:00:43,1
201607,Freeholders,5,2,0.00%,0.00%,00:04:20,1
201607,funeral,5,1.4,0.00%,14.29%,00:05:10,3
201607,geneology,5,1.2,20.00%,66.67%,00:00:54,0.8
201607,Grant,5,2.4,0.00%,16.67%,00:04:05,3.8
201607,griffith's valuation,5,1.2,20.00%,33.33%,00:00:58,1
201607,griffiths,5,1,40.00%,20.00%,00:06:44,3.6
201607,Hc1,5,1.4,20.00%,28.57%,00:01:51,0.8
201607,HC1,5,2,20.00%,0.00%,00:09:06,2
201607,Hillsborough,5,1.4,40.00%,14.29%,00:00:26,1
201607,hiring a car,5,1.4,40.00%,28.57%,00:00:22,0.6
201607,Holiday entitlement,5,1.2,0.00%,16.67%,00:00:38,1
201607,Holiday pay,5,1.4,0.00%,14.29%,00:01:40,1.2
201607,how to apply for a blue badge,5,1.2,0.00%,16.67%,00:02:02,1.4
201607,how to pass a dwp medical,5,2,100.00%,0.00%,00:06:16,0
201607,job vacancies,5,2.4,40.00%,0.00%,00:03:18,5.4
201607,landlords,5,2.4,40.00%,0.00%,00:13:48,2.4
201607,legal aid,5,1,0.00%,0.00%,00:00:16,1.6
