Newcastle City Council Invoices over £250 paid in August 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,02/08/2013,AIR TECHNIQUE,5959883,Revenue,1KL1D,East End Pool,"1,095.00 ",,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,02/08/2013,AIR TECHNIQUE,5959884,Revenue,1KL2B,Eldon Leisure,"1,535.00 ",,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,02/08/2013,AIR TECHNIQUE,5959885,Revenue,1KL1E,Elswick Pool,306.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,02/08/2013,AIR TECHNIQUE,5959886,Revenue,1KL1G,Gosforth Pool,812.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,02/08/2013,AIR TECHNIQUE,5959887,Revenue,1KL1C,Outer West Pool,485.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,02/08/2013,AIR TECHNIQUE,5959888,Revenue,1KL2D,Walker Activity Dome,862.00 ,,,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,02/08/2013,AIR TECHNIQUE,5959889,Revenue,1KL1B,City Pool,362.00 ,,,,,,,,,,,
Environment & Regeneration,NS: D&CS Support Services  ,Employees,09/08/2013,AIRBORNE ENVIRONMENTAL CONSULTANTS,5964921,Revenue,1KR01,R & M Trading,740.00 ,,,,,,,,,,,
Adult and Culture,Social Services                        ,Premises,01/08/2013,AJP PROPERTY SERVICES LTD,5911023,Revenue,1MN30,Asylum Seekers Adults,455.00 ,,,,,,,,,,,
Adult and Culture,Social Services                        ,Premises,30/08/2013,AJP PROPERTY SERVICES LTD,5911024,Revenue,1MN30,Asylum Seekers Adults,455.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,19/08/2013,AKW MEDI-CARE LTD,5967563,Revenue,1KBAA,Building Contracts,440.21 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,15/08/2013,AKW MEDI-CARE LTD,5967557,Revenue,1KBM0,Public & Educ O/H,"1,338.50 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,15/08/2013,AKW MEDI-CARE LTD,5968885,Revenue,1KBAA,Building Contracts,452.66 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,15/08/2013,AKW MEDI-CARE LTD,5972014,Revenue,1KBM0,Public & Educ O/H,"1,229.58 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,13/08/2013,AKW MEDI-CARE LTD,5951086,Revenue,1KBAA,Building Contracts,543.18 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,21/08/2013,AKW MEDI-CARE LTD,5972283,Revenue,1KBAA,Building Contracts,369.95 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,21/08/2013,AKW MEDI-CARE LTD,5972295,Revenue,1KM1C,Voids 2.5 Central,446.68 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/08/2013,AKW MEDI-CARE LTD,5765977,Revenue,1KBAA,Building Contracts,419.58 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/08/2013,AKW MEDI-CARE LTD,5840745,Revenue,1KBAA,Building Contracts,495.52 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/08/2013,AKW MEDI-CARE LTD,5843838,Revenue,1KBAA,Building Contracts,439.48 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/08/2013,AKW MEDI-CARE LTD,5951088,Revenue,1KBAA,Building Contracts,516.97 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/08/2013,AKW MEDI-CARE LTD,5951154,Revenue,1KBAA,Building Contracts,339.50 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,23/08/2013,AKW MEDI-CARE LTD,5968030,Revenue,1KBAA,Building Contracts,452.66 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/08/2013,AKW MEDI-CARE LTD,5968882,Revenue,3KIMD,Other Stores Stock Account,521.60 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,16/08/2013,AKW MEDI-CARE LTD,5968621,Revenue,1KBAA,Building Contracts,369.95 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/08/2013,AKW MEDI-CARE LTD,5968028,Revenue,3KIMD,Other Stores Stock Account,402.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,20/08/2013,AKW MEDI-CARE LTD,5972019,Revenue,1KBAA,Building Contracts,516.97 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,20/08/2013,AKW MEDI-CARE LTD,5972024,Revenue,1KBAA,Building Contracts,339.50 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALBANY HOUSE  (WHITLEY BAY),5968675,Revenue,1MM20,Ind Res Care MH,"4,670.72 ",,,,,,,,,,,
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,01/08/2013,ALBANY OFFICE FURNITURE SOLUTIONS,5948260,Capital,2KF01,Facility Services,352.00 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,01/08/2013,ALD HAIRDRESSING TRAINING ACADEMY,5953711,Revenue,1E313,Y.T. Oakfield,395.00 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,16/08/2013,ALEXANDER DENNIS LTD,5958439,Revenue,1KESG,Light Workshop Code 5 Repairs,255.62 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,1MG10,Ind Nursing Care Elderly,"-5,806.28 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,1MG20,Ind Res Care Elderly,"-3,572.26 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968815,Revenue,3WH71,Free Nursing Care Self Funder,"1,035.16 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,1MG10,Ind Nursing Care Elderly,"20,944.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,1MG20,Ind Res Care Elderly,"15,115.85 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,1MM20,Ind Res Care MH,975.00 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,3WH71,Free Nursing Care Self Funder,"1,317.48 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,3WH77,Free Nursing Care Com Care,"4,391.60 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968816,Revenue,3WH93,Continuing Care,"5,156.37 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ALLAN COURT RESIDENTIAL HOME,5968833,Revenue,3WH78,Fre Nursing Care Out of Area,878.32 ,,,,,,,,,,,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,29/08/2013,ALLIANCE DISPOSABLES LTD,5986460,Revenue,1KF07,Banqueting Suite,471.52 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MG51,Ind Home Per Care Elderly,"66,600.95 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MG52,Ind Home Dom Supp Elderly,"1,589.21 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MH51,Ind Home Per Care PD,"12,632.15 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MH52,Ind Home Dom Supp PD,484.50 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MK51,Ind Home-Per Care LD,"3,416.04 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MK52,Ind Home-Dom Supp LD,38.76 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MM51,Ind Home-Per Care MH,"1,987.20 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,ALLIED HEALTHCARE GROUP,5961678,Revenue,1MM52,Ind Home-Dom Supp MH,261.63 ,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,27/08/2013,ALLPAY.NET LIMITED,5975104,Revenue,1HCTG,HRA Income - General Team,25.62 ,,,,,,,,,,,
HRA,HRA Income                 ,Supplies & Services,27/08/2013,ALLPAY.NET LIMITED,5976455,Revenue,1HCTG,HRA Income - General Team,388.71 ,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,27/08/2013,ALLPAY.NET LIMITED,5975104,Revenue,1HCTG,HRA Income - General Team,296.32 ,,,,,,,,,,,
HRA,HRA Income                 ,Third Party Payments,27/08/2013,ALLPAY.NET LIMITED,5976455,Revenue,1HCTG,HRA Income - General Team,"1,974.93 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,15/08/2013,ALPHATEC,5967998,Revenue,1CP17,Digital Printing,429.00 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,27/08/2013,ALTONAIDS MOBILITY,5983183,Revenue,1V206,Shop Mobility,584.40 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/08/2013,ALZHEIMERS SOCIETY,5959974,Revenue,1MG60,Ind Day Care Elderly,"16,249.96 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,AMBER HOUSE RESIDENTIAL HOME,5983952,Revenue,1MG20,Ind Res Care Elderly,-627.52 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,AMBER HOUSE RESIDENTIAL HOME,5983952,Revenue,1MG20,Ind Res Care Elderly,"3,444.00 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,22/08/2013,AMCO ENGINEERING,5971670,Revenue,1KKU6,Ouseburn Barrage Maintenance,"1,251.00 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,28/08/2013,AMCO ENGINEERING,5967541,Revenue,1KKU6,Ouseburn Barrage Maintenance,"1,251.00 ",,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,28/08/2013,AMCO ENGINEERING,5947717,Revenue,1KKU6,Ouseburn Barrage Maintenance,"1,420.71 ",,,,,,,,,,,
Chief Executive's,CD - Occup Health Unit           ,Supplies & Services,21/08/2013,AMPLIVOX LTD,5978320,Revenue,1FP30,Occupational Health,258.00 ,,,,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,27/08/2013,ANCHOR TRUST,5984326,Revenue,1MG55,Extra Care Housing,"18,274.96 ",,,,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,27/08/2013,ANCHOR TRUST,5984327,Revenue,1MG55,Extra Care Housing,"18,274.96 ",,,,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,27/08/2013,ANCHOR TRUST,5984328,Revenue,1MG55,Extra Care Housing,"5,221.42 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,ANCHOR TRUST,5965986,Revenue,1MX51,SP Block Subsidy,722.92 ,,,,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,06/08/2013,ANDRELL EDUCATION LTD,5961572,Revenue,1E+254,Linhope PRU,290.17 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,15/08/2013,ANDREW SYKES HIRE LIMITED,5973560,Revenue,1KEMC,Highways,"41,700.00 ",,,,,,,,,,,
Environment & Regeneration,NS Localised Services      ,Supplies & Services,19/08/2013,ANGLO TRADING NORTHERN,5964120,Revenue,1KE69,City Centre Cleansing Dayshift,345.00 ,,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,19/08/2013,ANTALIS MCNAUGHTON LTD,5976010,Revenue,1CP17,Digital Printing,"1,456.00 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,12/08/2013,ANTALIS MCNAUGHTON LTD,5960215,Revenue,1CP17,Digital Printing,"3,640.00 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,12/08/2013,ANTALIS MCNAUGHTON LTD,5965440,Revenue,1CP17,Digital Printing,"2,468.80 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,12/08/2013,ANTALIS MCNAUGHTON LTD,5965446,Revenue,1CP17,Digital Printing,364.00 ,,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,12/08/2013,ANTALIS MCNAUGHTON LTD,5965450,Revenue,1CP17,Digital Printing,443.80 ,,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,29/08/2013,ANTALIS MCNAUGHTON LTD,5978507,Revenue,1CP17,Digital Printing,"1,600.60 ",,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,29/08/2013,ANTALIS MCNAUGHTON LTD,5978508,Revenue,1CP17,Digital Printing,490.84 ,,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,29/08/2013,ANTALIS MCNAUGHTON LTD,5978509,Revenue,1CP17,Digital Printing,"3,640.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,28/08/2013,APEX CABLES LTD,5984976,Revenue,3KIMF,Highways Stock Account,"1,030.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,20/08/2013,APEX ELECTRICAL SOLUTIONS LTD,5964987,Revenue,1KVEE,Electrical Stand Alone Works,"1,000.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,21/08/2013,APEX ELECTRICAL SOLUTIONS LTD,5979737,Revenue,1KVEE,Electrical Stand Alone Works,"3,351.44 ",,,,,,,,,,,
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,29/08/2013,APEX RADIO SYSTEMS LTD,5980262,Revenue,1KL0A,Leisure Factility Central O/H,370.00 ,,,,,,,,,,,
Environment & Regeneration,EEC Housing                ,Premises,23/08/2013,APPOLLO GAS SERVICES,5976365,Revenue,1D568,Work in Default Recoverable,"1,544.84 ",,,,,,,,,,,
Environment & Regeneration,NS Localised Services      ,Supplies & Services,19/08/2013,APSE,5975760,Revenue,1KEAU,ENVIRON SVES OVERHEAD GENERALK,338.00 ,,,,,,,,,,,
Environment & Regeneration,NS: City Transport         ,Supplies & Services,09/08/2013,APSE,5964755,Revenue,1KENB,Fleet Workshops OH,"1,999.00 ",,,,,,,,,,,
Children's Services,Invoice,Employees,13/08/2013,APSE,5969050,Revenue,1KEMC,Highways,99.00 ,,,,,,,,,,,
Children's Services,Invoice,Employees,13/08/2013,APSE,5969050,Revenue,1KS60,Youth Employment Training,693.00 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,19/08/2013,ARCO LTD,5975819,Revenue,1KE19,Byker Recycling Centre,419.00 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,19/08/2013,ARCO LTD,5975820,Revenue,1KEEA,Brunswick Overheads,419.00 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,14/08/2013,ARCO LTD,5965924,Revenue,1KE18,Walbottle Recycling Centre,419.00 ,,,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,19/08/2013,ARCO LTD,5860719,Revenue,1CP17,Digital Printing,263.32 ,,,,,,,,,,,
HRA,HRA Finance                            ,Premises,15/08/2013,ARGOS,5974195,Revenue,1HRA1,HRA-General,258.94 ,,,,,,,,,,,
Adult and Culture,Adult Serv Welf         ,Supplies & Services,15/08/2013,ARJOHUNTLEIGH,5973382,Revenue,1MX01,Welford Centre,305.00 ,,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,09/08/2013,ARNOLD CLARK,5963682,Revenue,1KENB,Fleet Workshops OH,318.62 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,15/08/2013,ARNOLD CLARK,5950360,Revenue,3KES1,Fleetmaster Stores Account,319.98 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,21/08/2013,ARNOLD CLARK,5973292,Revenue,1KESY,Fleet Services Hire office,303.66 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,02/08/2013,ARNOLD CLARK,5937248,Revenue,1KESG,Light Workshop Code 5 Repairs,432.96 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,01/08/2013,ARNOLD CLARK,5937247,Revenue,1KESG,Light Workshop Code 5 Repairs,324.41 ,,,,,,,,,,,
Environment & Regeneration,Fleet Management System                ,Supplies & Services,06/08/2013,ARNOLD CLARK,5945130,Revenue,1KESY,Fleet Services Hire office,303.66 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Transport,05/08/2013,ARRIVA NORTH EAST,5960894,Revenue,1V301,Travel office Travel Passes,560.00 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Transport,05/08/2013,ARRIVA NORTH EAST,5960895,Revenue,1V301,Travel office Travel Passes,560.00 ,,,,,,,,,,,
Environment & Regeneration,E&R Trans P&D              ,Premises,09/08/2013,ARRIVA NORTH EAST,5965120,Revenue,1V080,Private Developers s106,720.00 ,,,,,,,,,,,
Environment & Regeneration,E&R Trans P&D              ,Premises,09/08/2013,ARRIVA NORTH EAST,5965121,Revenue,1V080,Private Developers s106,"2,160.00 ",,,,,,,,,,,
Environment & Regeneration,E&R Trans P&D              ,Premises,09/08/2013,ARRIVA NORTH EAST,5965122,Revenue,1V080,Private Developers s106,"2,160.00 ",,,,,,,,,,,
Environment & Regeneration,E&R Trans P&D              ,Premises,09/08/2013,ARRIVA NORTH EAST,5965123,Revenue,1V080,Private Developers s106,720.00 ,,,,,,,,,,,
Environment & Regeneration,Cityworks Parks & C/side   ,Capital Expenditure,23/08/2013,ARTIS CONSULTING LTD,5965082,Capital,2KL01,Leisure Services,"1,750.00 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Elswick          ,Supplies & Services,02/08/2013,ASA AWARD SCHEME,5953283,Revenue,1KL1E,Elswick Pool,298.50 ,,,,,,,,,,,
Children's Services,Benfield Secon/High School             ,Supplies & Services,07/08/2013,ASA AWARD SCHEME,5962639,Revenue,1E339,Benfield Sports Centre,742.00 ,,,,,,,,,,,
Chief Executive's,CD - Benefit Centre              ,Transfer Payments,07/08/2013,ASDA BUSINESS AWARDS,5962662,Revenue,1CS17,Crisis Support,"9,500.00 ",,,,,,,,,,,
Chief Executive's,CD - Benefit Centre              ,Transfer Payments,07/08/2013,ASDA BUSINESS AWARDS,5962663,Revenue,1CS17,Crisis Support,"9,500.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,ASHFIELD COURT,5968676,Revenue,1MG20,Ind Res Care Elderly,"-2,073.28 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,ASHFIELD COURT,5968676,Revenue,1MG20,Ind Res Care Elderly,"6,944.28 ",,,,,,,,,,,
Children's Services,Childrens Services Support       ,Transfer Payments,22/08/2013,ASHMOLE MINICOACHES,5953268,Revenue,1E+212,Transport Special,510.00 ,,,,,,,,,,,
Children's Services,Childrens Services Support       ,Transfer Payments,12/08/2013,ASHMOLE MINICOACHES,5946434,Revenue,1E+212,Transport Special,"1,030.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,19/08/2013,ASHTEAD PLANT HIRE CO LTD,5976796,Revenue,1KEMC,Highways,904.90 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,23/08/2013,ASHTEAD PLANT HIRE CO LTD,5982833,Revenue,1KEMC,Highways,700.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,22/08/2013,ASHTEAD PLANT HIRE CO LTD,5981603,Revenue,1KEMC,Highways,368.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Transport,02/08/2013,ASHTEAD PLANT HIRE CO LTD,5959853,Revenue,1KEMC,Highways,792.57 ,,,,,,,,,,,
