Organisation Name,Effective date,Service,Supplier Name,Payment Date,Transaction Number,Net Amount (£),gl Code Desc
ROCHDALE,24/12/2014,CUSTOMERS & CORPORATE SERVICES,TG EVENTS LTD,24/12/2014,V000854064,6602.4,PRINTING & STATIONERY
ROCHDALE,24/12/2014,CUSTOMERS & CORPORATE SERVICES,THE PENNINE ACUTE HOSPITALS NHS TRUST,24/12/2014,V000854087,8499.5,OCCUPATIONAL HEALTH
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,TYRE FORCE,05/12/2014,V000854097,991.75,TRANSACTIONS-EXPENDITURE
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,TYRE FORCE,05/12/2014,V000854098,973.15,TRANSACTIONS-EXPENDITURE
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,TYRE FORCE,05/12/2014,V000854099,993.85,TRANSACTIONS-EXPENDITURE
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,TYRE FORCE,05/12/2014,V000854100,966.35,TRANSACTIONS-EXPENDITURE
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,TYRE FORCE,05/12/2014,V000854101,982.7,TRANSACTIONS-EXPENDITURE
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,LUBBE & SONS LTD,05/12/2014,V000854106,500,"TREES, SHRUBS, PLANTS"
ROCHDALE,24/12/2014,PROPERTY AND HIGHWAYS,HOPWOOD HALL COLLEGE,24/12/2014,V000854112,1050,TRAINING
ROCHDALE,12/12/2014,PROPERTY AND HIGHWAYS,TALKTALK BUSINESS,12/12/2014,V000854120,567.22,CONTRIBUTION TO PROVISIONS
ROCHDALE,02/12/2014,ECONOMY AND ENVIRONMENT,SICO EUROPE LTD,02/12/2014,V000854159,7565,EQUIPMENT - GENERAL
ROCHDALE,02/12/2014,ECONOMY AND ENVIRONMENT,PROTON SOUTHERN LIMITED,02/12/2014,V000854161,2535,CLEANING MATERIALS
ROCHDALE,02/12/2014,ECONOMY AND ENVIRONMENT,ACME REFRIDGERATION,02/12/2014,V000854162,1220,EQUIPMENT - GENERAL
ROCHDALE,05/12/2014,EARLY HELP AND SCHOOLS,THE FOUNDATION STAGE FORUM LTD,05/12/2014,V000854321,2000,FEES / COMMISSION
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,LEX AUTOLEASE,01/12/2014,V000854323,523.44,TRANSACTIONS-EXPENDITURE
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,THE SANCTUARY TRUST,01/12/2014,V000854327,5000,PROJECT & ACTIVITIES
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,THE SANCTUARY TRUST,01/12/2014,V000854328,4000,PROJECT & ACTIVITIES
ROCHDALE,02/12/2014,ECONOMY AND ENVIRONMENT,AMTOLL LIMITED,02/12/2014,V000854337,575.4,CONSUMABLES
ROCHDALE,22/12/2014,PHYSICAL DIS & OLDER PEOPLE,ASHBOURNE NURSING HOME,22/12/2014,V000854419,-2384.22,ASSESSMENT CARE
ROCHDALE,01/12/2014,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,01/12/2014,V000854426,2384.22,ASSESSMENT CARE
ROCHDALE,02/12/2014,PROPERTY AND HIGHWAYS,TAYLOR & STOTT LTD,02/12/2014,V000854452,702.12,IMPROVEMENTS-MODERNISATION
ROCHDALE,04/12/2014,PHYSICAL DIS & OLDER PEOPLE,BRAKE BROS FOOD SERVICE LTD,04/12/2014,V000854455,504.4,PROVISIONS
ROCHDALE,05/12/2014,PROPERTY AND HIGHWAYS,HERITAGE ROOFING AND MAINTENANCE,05/12/2014,V000854457,600,REPAIRS & ALTS OF BUILDINGS
ROCHDALE,04/12/2014,EARLY HELP AND SCHOOLS,PULSE HEALTHCARE LTD,04/12/2014,V000854489,2635.92,HOME CARE - CHILDRENS SERVICES
ROCHDALE,24/12/2014,FINANCE SERVICES,CAPITA BUSINESS SERVICES LIMITED,24/12/2014,V000854492,8116,SOFTWARE
ROCHDALE,09/12/2014,CUSTOMERS & CORPORATE SERVICES,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,09/12/2014,V000854505,950,TRAINING-NON QUALIFICATION
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,REDACTED - PERSONAL DATA,01/12/2014,V000854509,4548.5,TAXI HIRE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,THE NATIONAL FOSTERING AGENCY LIMITED,01/12/2014,V000854511,3205.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,THE NATIONAL FOSTERING AGENCY LIMITED,01/12/2014,V000854512,546.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,02/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,02/12/2014,V000854513,780,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,THE NATIONAL FOSTERING AGENCY LIMITED,01/12/2014,V000854514,3233.3,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854515,780,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854516,780,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,02/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,02/12/2014,V000854517,685.9,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,THE NATIONAL FOSTERING AGENCY LIMITED,01/12/2014,V000854518,3233.3,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854519,685.9,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854520,685.9,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,THE ADOLESCENT AND CHILDRENS TRUST,05/12/2014,V000854521,2710.02,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,REDACTED - PERSONAL DATA,01/12/2014,V000854522,935,TAXI HIRE
ROCHDALE,02/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,02/12/2014,V000854523,685.9,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854524,685.9,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854525,685.9,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,REDACTED - PERSONAL DATA,01/12/2014,V000854526,935,TAXI HIRE
ROCHDALE,02/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,02/12/2014,V000854527,722,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854528,722,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854529,722,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,STEP AHEAD,01/12/2014,V000854530,850,EDB PLACEMENTS
ROCHDALE,02/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,02/12/2014,V000854531,630,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854532,630,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,STEP AHEAD,01/12/2014,V000854533,900,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854534,3538.34,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,STEP AHEAD,01/12/2014,V000854535,900,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854536,3321.34,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854537,3011.34,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854538,3228.34,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854539,3184.01,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,01/12/2014,V000854540,1300,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854541,3449.99,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854542,2905.63,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,01/12/2014,V000854543,1300,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854544,3228.34,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854545,3370.01,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854546,3184.01,VOLUNTARY ASSOCIATIONS
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,05/12/2014,V000854547,1300,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854548,3268.33,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854549,3268.33,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,01/12/2014,V000854550,800,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854551,3268.33,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854552,3228.34,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,01/12/2014,V000854553,800,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854554,3228.34,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854555,3423.33,VOLUNTARY ASSOCIATIONS
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,05/12/2014,V000854556,800,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CHILD ACTION NORTHWEST,01/12/2014,V000854557,3449.99,VOLUNTARY ASSOCIATIONS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,01/12/2014,V000854558,800,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,01/12/2014,V000854559,800,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,CHILDREN’S SOCIAL CARE,FOSTER CARES LTD,05/12/2014,V000854560,800,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,AGR CARE SERVICES,01/12/2014,V000854561,10943,EDB PLACEMENTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,BEDSPACE RESOURCE,19/12/2014,V000854563,1250,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854565,874,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,01/12/2014,V000854569,874,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,01/12/2014,V000854578,1520,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,ALL IN ONE GARDEN CENTRE,05/12/2014,V000854580,625,MISCELLANEOUS EXPENSES - GENERAL
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CARE TODAY CHILDRENS SERVICES,01/12/2014,V000854581,12377.99,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,01/12/2014,V000854582,2925,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,01/12/2014,V000854583,1539,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,CLASSIC FOSTER CARE LIMITED,01/12/2014,V000854584,3020,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,E MARLAND CHILDRENS RESPITE CARE LIMITED,01/12/2014,V000854585,1792,DISABILITY PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,FOOTSTEPS A PATH TO CHANGE,01/12/2014,V000854586,15500,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,KEYS CHILDCARE,01/12/2014,V000854587,15500,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,PROGRESSIVE FUTURES CARE LTD,01/12/2014,V000854588,10185.67,EDB PLACEMENTS
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,HILLSIDE PRINTING SERVICES LIMITED,01/12/2014,V000854589,685,PRINTING
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE LTD,01/12/2014,V000854590,19056.84,IT SUPPORT
ROCHDALE,01/12/2014,CUSTOMERS & CORPORATE SERVICES,WILLY RUSELL,01/12/2014,V000854592,1000,PROJECT & ACTIVITIES
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,LAE VEHICLE RENTAL LTD,01/12/2014,V000854594,1177.6,TRANSACTIONS-EXPENDITURE
ROCHDALE,02/12/2014,PROPERTY AND HIGHWAYS,UNITY PARTNERSHIP LTD,02/12/2014,V000854595,13596.6,CONSULTANTS FEES
ROCHDALE,01/12/2014,FINANCE SERVICES,BARNSLEY METROPOLITAN BOROUGH COUNCIL,01/12/2014,V000854609,3000,SUBSCRIPTIONS
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,AVENTIS SOLUTIONS LIMITED,01/12/2014,V000854613,1750,AGENCY STAFF
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,AVENTIS SOLUTIONS LIMITED,01/12/2014,V000854614,1750,AGENCY STAFF
ROCHDALE,10/12/2014,EARLY HELP AND SCHOOLS,AVENTIS SOLUTIONS LIMITED,10/12/2014,V000854615,1750,AGENCY STAFF
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,AVENTIS SOLUTIONS LIMITED,01/12/2014,V000854616,1750,AGENCY STAFF
ROCHDALE,10/12/2014,ECONOMY AND ENVIRONMENT,ROCHDALE HOUSING INITIATIVE,10/12/2014,V000854618,1025,MISCELLANEOUS CAPITAL EXPENDITURE
ROCHDALE,09/12/2014,ECONOMY AND ENVIRONMENT,MR D ROUND,09/12/2014,V000854619,2200,FENCING
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,CUMBERLAND SCHOOL,01/12/2014,V000854620,1445,TRAVELLING GENERAL EXPENSES
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,CUMBERLAND SCHOOL,01/12/2014,V000854621,1530,TRAVELLING GENERAL EXPENSES
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,THE SANCTUARY TRUST,01/12/2014,V000854626,1822,PROJECT & ACTIVITIES
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,THE SANCTUARY TRUST,01/12/2014,V000854627,5000,PROJECT & ACTIVITIES
ROCHDALE,12/12/2014,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,12/12/2014,V000854632,68346.45,IMPROVEMENTS-MODERNISATION
ROCHDALE,12/12/2014,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,12/12/2014,V000854632,119547.29,IMPROVEMENTS-MODERNISATION
ROCHDALE,12/12/2014,EARLY HELP AND SCHOOLS,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,12/12/2014,V000854635,159554.17,IMPROVEMENTS-MODERNISATION
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,01/12/2014,V000854636,750,ADOPTION PAYMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,01/12/2014,V000854643,750,ADOPTION PAYMENTS
ROCHDALE,11/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,11/12/2014,V000854651,750,ADOPTION PAYMENTS
ROCHDALE,02/12/2014,ECONOMY AND ENVIRONMENT,AMTOLL LIMITED,02/12/2014,V000854657,651,EQUIPMENT - GENERAL
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,B & C BEAL CONSULTANCY LTD,01/12/2014,V000854659,1024.3,TRAINING
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,DOMAIN CARE NORTH WEST LTD,01/12/2014,V000854660,885.92,RESIDENTIAL RESPITE - CHILDRENS SERVICES
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,DOMAIN CARE NORTH WEST LTD,01/12/2014,V000854662,679.6,RESIDENTIAL RESPITE - CHILDRENS SERVICES
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,DOMAIN CARE NORTH WEST LTD,01/12/2014,V000854663,750,RESIDENTIAL RESPITE - CHILDRENS SERVICES
ROCHDALE,22/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,22/12/2014,V000854664,-2384.22,SHORT TERM CARE - RESIDENTIAL
ROCHDALE,01/12/2014,ECONOMY AND ENVIRONMENT,ROTHWELL PROMOTIONAL GIFTS LTD,01/12/2014,V000854665,982.4,EQUIPMENT - GENERAL
ROCHDALE,23/12/2014,ECONOMY AND ENVIRONMENT,ESCAPE FITNESS LIMITED,23/12/2014,V000854667,10917.82,CAPITAL BUDGET ALLOCATION
ROCHDALE,22/12/2014,PHYSICAL DIS & OLDER PEOPLE,ELIZABETH HOUSE OLDHAM LTD,22/12/2014,V000854668,1021.86,SHORT TERM CARE - RESIDENTIAL
ROCHDALE,24/12/2014,CUSTOMERS & CORPORATE SERVICES,THE PENNINE ACUTE HOSPITALS NHS TRUST,24/12/2014,V000854671,8499.5,OCCUPATIONAL HEALTH
ROCHDALE,02/12/2014,PROPERTY AND HIGHWAYS,PHYSIO CONTROL UK SALES LTD,02/12/2014,V000854677,650,HEALTH AND SAFTEY
ROCHDALE,02/12/2014,PROPERTY AND HIGHWAYS,TRANSPORT FOR GREATER MANCHESTER,02/12/2014,V000854678,2880,ROADWORKS
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,01/12/2014,V000854679,1039.5,GRANTS AND SUBSCRIPTIONS - GENERAL
ROCHDALE,02/12/2014,CHILDREN’S SOCIAL CARE,SWIIS FOSTER CARE LIMITED,02/12/2014,V000854683,874,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,ADVANCED CHILDCARE LIMITED,01/12/2014,V000854684,3011.34,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,ADVANCED CHILDCARE LIMITED,01/12/2014,V000854685,3155.49,EDB PLACEMENTS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,OASIS FOSTERING SERVICES,01/12/2014,V000854686,3520.71,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,PERMANENT FUTURES LTD,01/12/2014,V000854687,1410,AGENCY STAFF
ROCHDALE,02/12/2014,ECONOMY AND ENVIRONMENT,ELECTRIC CENTER,02/12/2014,V000854688,779.5,REPAIRS & ALTS OF BUILDINGS
ROCHDALE,01/12/2014,CHILDREN’S SOCIAL CARE,OASIS FOSTERING SERVICES,01/12/2014,V000854689,-1249.29,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,10/12/2014,PROPERTY AND HIGHWAYS,RICHARD JONES ELECTRICAL & SUS CEIL CONT,10/12/2014,V000854690,530,TRANSACTIONS-EXPENDITURE
ROCHDALE,02/12/2014,PROPERTY AND HIGHWAYS,CONNELL BROTHERS LTD,02/12/2014,V000854691,28378.6,TRANSACTIONS-EXPENDITURE
ROCHDALE,02/12/2014,ECONOMY AND ENVIRONMENT,CONNELL BROTHERS LTD,02/12/2014,V000854691,141893.02,DEMOLITION AND CLEARANCE
ROCHDALE,04/12/2014,PHYSICAL DIS & OLDER PEOPLE,TUNSTALL HEALTHCARE (UK) LTD,04/12/2014,V000854693,1090,EQUIPMENT - GENERAL
ROCHDALE,04/12/2014,PHYSICAL DIS & OLDER PEOPLE,TUNSTALL HEALTHCARE (UK) LTD,04/12/2014,V000854694,1940,EQUIPMENT - GENERAL
ROCHDALE,09/12/2014,ECONOMY AND ENVIRONMENT,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,09/12/2014,V000854695,34448,MISCELLANEOUS CAPITAL EXPENDITURE
ROCHDALE,24/12/2014,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,24/12/2014,V000854697,4088.3,"DEV CAP - NEW CONSTRUCTION,CONVERSION"
ROCHDALE,24/12/2014,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,24/12/2014,V000854698,2475.17,"DEV CAP - NEW CONSTRUCTION,CONVERSION"
ROCHDALE,24/12/2014,EARLY HELP AND SCHOOLS,AXIOM EDUCATION (ROCHDALE) LIMITED,24/12/2014,V000854699,3741.6,"DEV CAP - NEW CONSTRUCTION,CONVERSION"
ROCHDALE,02/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,02/12/2014,V000854711,938.6,SHORT TERM CARE - RESIDENTIAL
ROCHDALE,04/12/2014,ECONOMY AND ENVIRONMENT,BRITISH TELECOMMUNICATIONS PLC,04/12/2014,V000854713,898.82,TELEPHONE EXPENDITURE
ROCHDALE,03/12/2014,EARLY HELP AND SCHOOLS,GMLPN,03/12/2014,V000854715,2070,PROJECT & ACTIVITIES
ROCHDALE,05/12/2014,PHYSICAL DIS & OLDER PEOPLE,BEECH HOUSE,05/12/2014,V000854718,5171.42,RESIDENTIAL LONG TERM
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,WATERLOO PRIMARY SCHOOL,01/12/2014,V000854720,600,COSTS MET BY SCHOOL
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,ST HELENS METROPOLITAN BOROUGH COUNCIL,01/12/2014,V000854721,600,COSTS MET BY SCHOOL
ROCHDALE,05/12/2014,ECONOMY AND ENVIRONMENT,NILFISK OUTDOOR PRODUCTS,05/12/2014,V000854722,558,EQUIPMENT - GENERAL
ROCHDALE,01/12/2014,EARLY HELP AND SCHOOLS,BURY MBC,01/12/2014,V000854723,600,COSTS MET BY SCHOOL
ROCHDALE,02/12/2014,PROPERTY AND HIGHWAYS,PLP CONSTRUCTION LIMITED,02/12/2014,V000854729,3537.33,TRANSACTIONS-EXPENDITURE
ROCHDALE,02/12/2014,PROPERTY AND HIGHWAYS,PLP CONSTRUCTION LIMITED,02/12/2014,V000854729,17686.64,IMPROVEMENTS-MODERNISATION
ROCHDALE,09/12/2014,CUSTOMERS & CORPORATE SERVICES,SENITOR RECRUITMENT,09/12/2014,V000854732,2000,CAPITAL SALARIES
ROCHDALE,05/12/2014,CUSTOMERS & CORPORATE SERVICES,MISCO,05/12/2014,V000854738,3463.05,PURCHASE OF ICT HARDWARE
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,OPTEVIA LTD,02/12/2014,V000854742,3825,PURCHASE OF ICT SOFTWARE
ROCHDALE,03/12/2014,CUSTOMERS & CORPORATE SERVICES,SENITOR RECRUITMENT,03/12/2014,V000854743,2000,CAPITAL SALARIES
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,NORTHGATE INFORMATION SOLUTIONS UK LTD,02/12/2014,V000854745,1309.44,SOFTWARE
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,NORTHGATE INFORMATION SOLUTIONS UK LTD,02/12/2014,V000854747,17095.16,SOFTWARE
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,PHS RECORDSMANAGEMENT,02/12/2014,V000854750,3205,DATA COLLECTION
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,EVERYTHING EVERYWHERE LIMITED,02/12/2014,V000854753,4446.88,TRANSACTIONS-EXPENDITURE
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,EVERYTHING EVERYWHERE LIMITED,02/12/2014,V000854754,6795.23,TRANSACTIONS-EXPENDITURE
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,EVERYTHING EVERYWHERE LIMITED,02/12/2014,V000854756,1451.8,TRANSACTIONS-EXPENDITURE
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,SPECIALIST COMPUTER CENTRES PLC,02/12/2014,V000854757,5481.85,SOFTWARE
ROCHDALE,02/12/2014,CUSTOMERS & CORPORATE SERVICES,SPECIALIST COMPUTER CENTRES PLC,02/12/2014,V000854758,2075.94,SOFTWARE
ROCHDALE,30/12/2014,EARLY HELP AND SCHOOLS,PONTVILLE SCHOOL,30/12/2014,V000854778,22734,OTHER LA`S - SEN PROVISION
