Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"3,737.69"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,70.02
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,"2,585.06"
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,NORTHGATE VILLAGE SURGERY,15.56
Department of Health,Western Cheshire PCT,06/05/2011,ADVANCES,General Practioner Payments,NESTON MEDICAL CENTRE,"33,500.00"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"-2,693.50"
Department of Health,Western Cheshire PCT,18/05/2011,SUPERANN EES GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"-1,492.22"
Department of Health,Western Cheshire PCT,18/05/2011,ADVANCES,General Practioner Payments,NESTON MEDICAL CENTRE,"-35,015.74"
Department of Health,Western Cheshire PCT,18/05/2011,COURIER,General Practioner Payments,NESTON MEDICAL CENTRE,-3
Department of Health,Western Cheshire PCT,18/05/2011,MENTAL HEALTH,General Practioner Payments,NESTON MEDICAL CENTRE,"1,177.60"
Department of Health,Western Cheshire PCT,18/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"1,183.38"
Department of Health,Western Cheshire PCT,18/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,505.42
Department of Health,Western Cheshire PCT,18/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"2,294.77"
Department of Health,Western Cheshire PCT,18/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"1,126.02"
Department of Health,Western Cheshire PCT,18/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,53.86
Department of Health,Western Cheshire PCT,18/05/2011,SPIROMETRY/ECG,General Practioner Payments,NESTON MEDICAL CENTRE,"1,464.54"
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (VOL),General Practioner Payments,NESTON MEDICAL CENTRE,-32.03
Department of Health,Western Cheshire PCT,18/05/2011,LEVY (STAT),General Practioner Payments,NESTON MEDICAL CENTRE,-251.72
Department of Health,Western Cheshire PCT,18/05/2011,GLOBAL SUM,General Practioner Payments,NESTON MEDICAL CENTRE,"41,005.31"
Department of Health,Western Cheshire PCT,18/05/2011,MPIG,General Practioner Payments,NESTON MEDICAL CENTRE,696.99
Department of Health,Western Cheshire PCT,18/05/2011,QUALITY ASPIRATION PAYMENT GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"9,921.17"
Department of Health,Western Cheshire PCT,18/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"4,208.33"
Department of Health,Western Cheshire PCT,18/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"4,676.65"
Department of Health,Western Cheshire PCT,18/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,"1,314.82"
Department of Health,Western Cheshire PCT,18/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,178.28
Department of Health,Western Cheshire PCT,18/05/2011,STUDENT MMR GENERAL,General Practioner Payments,NESTON MEDICAL CENTRE,46.68
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"-2,531.66"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN EES GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"-1,367.08"
Department of Health,Western Cheshire PCT,13/05/2011,COURIER,General Practioner Payments,FARNDON HEALTH CENTRE,-3
Department of Health,Western Cheshire PCT,13/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"1,965.99"
Department of Health,Western Cheshire PCT,13/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,155.21
Department of Health,Western Cheshire PCT,13/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,239.54
Department of Health,Western Cheshire PCT,13/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,367.68
Department of Health,Western Cheshire PCT,13/05/2011,MENTAL HEALTH,General Practioner Payments,FARNDON HEALTH CENTRE,749.2
Department of Health,Western Cheshire PCT,13/05/2011,RURAL GP NETWORK,General Practioner Payments,FARNDON HEALTH CENTRE,200
Department of Health,Western Cheshire PCT,13/05/2011,SENIORITY PAYMENT GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,739.08
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (STAT),General Practioner Payments,FARNDON HEALTH CENTRE,-138.7
Department of Health,Western Cheshire PCT,13/05/2011,SPIROMETRY/ECG,General Practioner Payments,FARNDON HEALTH CENTRE,396.24
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (VOL),General Practioner Payments,FARNDON HEALTH CENTRE,-17.65
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,FARNDON HEALTH CENTRE,-562.08
Department of Health,Western Cheshire PCT,13/05/2011,QUALITY ASPIRATION PYMT GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"3,679.05"
Department of Health,Western Cheshire PCT,13/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"1,988.92"
Department of Health,Western Cheshire PCT,13/05/2011,OOH DEDUCTION GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"-1,134.75"
Department of Health,Western Cheshire PCT,13/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"5,033.60"
Department of Health,Western Cheshire PCT,13/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"1,641.58"
Department of Health,Western Cheshire PCT,13/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,89.14
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,"30,563.00"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,FARNDON HEALTH CENTRE,-337.5
Department of Health,Western Cheshire PCT,13/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,WESTMINSTER SURGERY,122.52
Department of Health,Western Cheshire PCT,13/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,WESTMINSTER SURGERY,12.06
Department of Health,Western Cheshire PCT,13/05/2011,VIOLENT PATIENTS,General Practioner Payments,WESTMINSTER SURGERY,"1,368.18"
Department of Health,Western Cheshire PCT,13/05/2011,HOMELESS CONSULTATION,General Practioner Payments,WESTMINSTER SURGERY,329.61
Department of Health,Western Cheshire PCT,13/05/2011,SPIROMETRY/ECG,General Practioner Payments,WESTMINSTER SURGERY,130.73
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,WESTMINSTER SURGERY,-465.14
Department of Health,Western Cheshire PCT,13/05/2011,QUALITY ASPIRATION PYMT GENERAL,General Practioner Payments,WESTMINSTER SURGERY,"3,044.59"
Department of Health,Western Cheshire PCT,13/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,WESTMINSTER SURGERY,31.12
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,WESTMINSTER SURGERY,"42,926.33"
Department of Health,Western Cheshire PCT,20/05/2011,DISP DRS - DRUGS GENERAL,General Practioner Payments,WRENBURY SURGERY,"33,590.57"
Department of Health,Western Cheshire PCT,20/05/2011,DISP DRS - REMUNERATION GENERAL,General Practioner Payments,WRENBURY SURGERY,"8,648.05"
Department of Health,Western Cheshire PCT,20/05/2011,ADV/REC DISPENSING DRS GENERAL,General Practioner Payments,WRENBURY SURGERY,"31,158.21"
Department of Health,Western Cheshire PCT,20/05/2011,ADV/REC DISPENSING DRS GENERAL,General Practioner Payments,WRENBURY SURGERY,"-31,414.18"
Department of Health,Western Cheshire PCT,20/05/2011,PRESC CHGS-DISP GP GENERAL,General Practioner Payments,WRENBURY SURGERY,"1,965.60"
Department of Health,Western Cheshire PCT,20/05/2011,PRESC CHGS-DISP GP GENERAL,General Practioner Payments,WRENBURY SURGERY,"-1,965.60"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,ROOKERY SURGERY,-513.33
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN EES GENERAL,General Practioner Payments,ROOKERY SURGERY,-238.33
Department of Health,Western Cheshire PCT,13/05/2011,COURIER,General Practioner Payments,ROOKERY SURGERY,-3
Department of Health,Western Cheshire PCT,13/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,ROOKERY SURGERY,792.94
Department of Health,Western Cheshire PCT,13/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,ROOKERY SURGERY,10.21
Department of Health,Western Cheshire PCT,13/05/2011,MINOR INJURIES SERVICES GENERAL,General Practioner Payments,ROOKERY SURGERY,727.61
Department of Health,Western Cheshire PCT,13/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,ROOKERY SURGERY,8.04
Department of Health,Western Cheshire PCT,13/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,ROOKERY SURGERY,413.64
Department of Health,Western Cheshire PCT,13/05/2011,MENTAL HEALTH,General Practioner Payments,ROOKERY SURGERY,664.36
Department of Health,Western Cheshire PCT,13/05/2011,NURSING/RESIDENTIAL HOMES GENERAL,General Practioner Payments,ROOKERY SURGERY,"2,106.48"
Department of Health,Western Cheshire PCT,13/05/2011,RURAL GP NETWORK,General Practioner Payments,ROOKERY SURGERY,200
Department of Health,Western Cheshire PCT,13/05/2011,VIOLENT PATIENTS,General Practioner Payments,ROOKERY SURGERY,435.33
Department of Health,Western Cheshire PCT,13/05/2011,SENIORITY PAYMENT GENERAL,General Practioner Payments,ROOKERY SURGERY,785.08
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (STAT),General Practioner Payments,ROOKERY SURGERY,-112.59
Department of Health,Western Cheshire PCT,13/05/2011,SPIROMETRY/ECG,General Practioner Payments,ROOKERY SURGERY,545.34
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (VOL),General Practioner Payments,ROOKERY SURGERY,-14.33
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,ROOKERY SURGERY,-619.12
Department of Health,Western Cheshire PCT,13/05/2011,INTERMEDIATE CARE,General Practioner Payments,ROOKERY SURGERY,103.65
Department of Health,Western Cheshire PCT,13/05/2011,QUALITY ASPIRATION PYMT GENERAL,General Practioner Payments,ROOKERY SURGERY,"4,052.09"
Department of Health,Western Cheshire PCT,13/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,ROOKERY SURGERY,316
Department of Health,Western Cheshire PCT,13/05/2011,OOH DEDUCTION GENERAL,General Practioner Payments,ROOKERY SURGERY,-961.83
Department of Health,Western Cheshire PCT,13/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,ROOKERY SURGERY,"4,178.13"
Department of Health,Western Cheshire PCT,13/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,ROOKERY SURGERY,311.2
Department of Health,Western Cheshire PCT,13/05/2011,MINOR SURGERY GENERAL,General Practioner Payments,ROOKERY SURGERY,133.71
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,ROOKERY SURGERY,"26,581.25"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"-2,893.31"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN EES GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"-1,394.99"
Department of Health,Western Cheshire PCT,13/05/2011,COURIER,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,-15
Department of Health,Western Cheshire PCT,13/05/2011,ANTI COAG MONITORING GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,198.18
Department of Health,Western Cheshire PCT,13/05/2011,I U CONTRACEPTIVE GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"1,612.40"
Department of Health,Western Cheshire PCT,13/05/2011,ALCOHOL - NEW PATIENT SCREENING,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,217.08
Department of Health,Western Cheshire PCT,13/05/2011,NEAR PATIENT TESTING GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,666.42
Department of Health,Western Cheshire PCT,13/05/2011,MENTAL HEALTH,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,708.64
Department of Health,Western Cheshire PCT,13/05/2011,ENHANCED SERVICES-MMR GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,15.56
Department of Health,Western Cheshire PCT,13/05/2011,ORANGE BADGE PAYMENTS GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,26.93
Department of Health,Western Cheshire PCT,13/05/2011,SENIORITY PAYMENT GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"1,280.75"
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (STAT),General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,-125.6
Department of Health,Western Cheshire PCT,13/05/2011,SPIROMETRY/ECG,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,441.18
Department of Health,Western Cheshire PCT,13/05/2011,LEVY (VOL),General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,-15.98
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,-669.32
Department of Health,Western Cheshire PCT,13/05/2011,QUALITY ASPIRATION PYMT GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"4,381.01"
Department of Health,Western Cheshire PCT,13/05/2011,PREMISES (RENT) GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"3,041.67"
Department of Health,Western Cheshire PCT,13/05/2011,OOH DEDUCTION GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"-1,038.00"
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,412.17
Department of Health,Western Cheshire PCT,13/05/2011,IMP QUALITY ACCESS SCHEME GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"4,624.62"
Department of Health,Western Cheshire PCT,13/05/2011,FLU & PNEU VACCS GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,505.7
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,"39,411.00"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN AVC GENERAL,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,-930
Department of Health,Western Cheshire PCT,13/05/2011,LEARING DISABLITY - ASPIRATION,General Practioner Payments,WESTERN AVENUE MEDICAL CENTRE,612.96
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN ERS GENERAL,General Practioner Payments,CHESTER WALK IN CENTRE,"-1,225.00"
Department of Health,Western Cheshire PCT,13/05/2011,SUPERANN EES GENERAL,General Practioner Payments,CHESTER WALK IN CENTRE,-743.75
Department of Health,Western Cheshire PCT,13/05/2011,ADVANCES,General Practioner Payments,CHESTER WALK IN CENTRE,"-106,800.00"
Department of Health,Western Cheshire PCT,13/05/2011,BUDGET GENERAL,General Practioner Payments,CHESTER WALK IN CENTRE,"133,479.50"
Department of Health,Western Cheshire PCT,27/05/2011,SUPERANNUATION,PENSION PAYOVER,NHS PENSIONS AGENCY,"278,347.09"
