Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department for Transport,Department for Transport,08/09/2011,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000011742,"4,036.38",W/E 27/08/11,W1T 5AE
Department for Transport,Department for Transport,08/09/2011,Agency Staff Costs,Group HR,HAYS PERSONNEL SERVICE LTD,2000011741,"2,462.40",we 26/8/11,KT3 4JQ
Department for Transport,Department for Transport,08/09/2011,Agents Fees,Domestic DG's Office,RAILWAYS PENSION MANAGEMENT LT,2000011754,"1,250,000.00",RPMI - Railways Pension Monthly Payments,DL3 6EH
Department for Transport,Department for Transport,08/09/2011,Curr Grant to Priv Sect-Persons & NPISH,Greener Transport & International,ENERGY SAVING TRUST,2000011607,"43,183.00",March 2011 EST Claim (15/4/11) missed payment,SW1H 9BP
Department for Transport,Department for Transport,08/09/2011,DVO Payments,Managing Director Motoring Services,DVLA,2000011762,"1,271,453.58",S S Operation & Programme Costs for July 2011,SA6 7JL
Department for Transport,Department for Transport,08/09/2011,IT Services  Running Costs,Transport Direct and Travel information,MENTZ DATENVERARBEITUNG GMBH,2000011763,"9,434.10",Services between 01.08.11-31.10.11 - Serv not rec,81675
Department for Transport,Department for Transport,08/09/2011,IT Services  Running Costs,Transport Direct and Travel information,MENTZ DATENVERARBEITUNG GMBH,2000011763,"4,395.66",MDV TD Services Agreement - Service not received,81675
Department for Transport,Department for Transport,08/09/2011,IT Services  Running Costs,Transport Direct and Travel information,MENTZ DATENVERARBEITUNG GMBH,2000011763,"5,751.11",MDV TD Services Agreement,81675
Department for Transport,Department for Transport,08/09/2011,Newspapers,Business Transformation,JONES YARRELL & CO LTD,2000011746,519.48,,E3 3JH
Department for Transport,Department for Transport,08/09/2011,PTOC - Basic Franchise Pay,Rail Commercial Contracts,LONDON & SOUTH EASTERN RAILWAY,2000011755,"34,041,424.56",1206 Wk3 HS1 Track Access Charges - London & South,SE1 8PG
Department for Transport,Department for Transport,08/09/2011,Publicity,Roads,CENTRAL OFFICE OF INFORMATION,2000011744,"49,834.11",,SE1 7DU
Department for Transport,Department for Transport,08/09/2011,Research,Transport Security,TRANSPORT RESEARCH LABORATORY,2000011750,"6,067.80",Manual Payment,RG40 3GA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"48,403.23",Gov Gateway Pins & User IDs 01/11/10 to 30/11/10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"34,909.10",Gov Gateway Pins & User IDs 01.12.10 to 31.12.10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"66,728.51",Gov Gateway Pins & User IDs 01/09/10 to 30/09/10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"41,824.00",Gov Gateway Pins & User IDs 01.04.10 to 30.04.10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"67,206.31",Gov Gateway Pins & User IDs 01.05.10 to 31.05.10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"41,156.95",Gov Gateway Pins & User IDs 01.06.10 to 30.06.10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"44,016.71",Gov Gateway Pins & User IDs 01.07.10 to 30.08.10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Services provided by OGDs,Business Transformation,DEPARTMENT FOR WORK & PENSIONS,2000011761,"45,350.92",Gov Gateway Pins & User IDs 01.10.10 to 31.10.10,FY5 3TA
Department for Transport,Department for Transport,08/09/2011,Small Software,Business Transformation,THE PRESS ASSOCIATION LTD,2000011756,808.19,for October 2011,SW1V 1A
Department for Transport,Department for Transport,08/09/2011,Telephone Line Rental,Business Transformation,CABLE & WIRELESS,2000011743,"2,310.36",Rental Charges Sept 11 A/C UK13066448,MK3 5JP
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,PARSONS BRINCKERHOFF LTD,2000011748,"18,356.00",SRF2 enumeration - Parsons Brinckerhoff,NE4 7YQ
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,PARSONS BRINCKERHOFF LTD,2000011748,"9,821.00",SRF2 enumeration - Parsons Brinckerhoff,NE4 7YQ
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,PARSONS BRINCKERHOFF LTD,2000011748,"16,456.00",SRF2 enumeration - Parsons Brinckerhoff,NE4 7YQ
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,PARSONS BRINCKERHOFF LTD,2000011748,"21,706.00",SRF2 enumeration - Parsons Brinckerhoff,NE4 7YQ
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,SKY HIGH PLC,2000011758,"15,962.00",JULY CHARGES,LS24 9AB
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,SKY HIGH PLC,2000011758,"1,658.00",SRF2 enumeration - jULY CHARGES,LS24 9AB
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,SKY HIGH PLC,2000011758,"13,326.00",SRF2 enumeration - Sky High PLC,LS24 9AB
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,SKY HIGH PLC,2000011758,"8,677.00",SRF2 enumeration - Sky High PLC,LS24 9AB
Department for Transport,Department for Transport,08/09/2011,Traffic Survey & Counting Equipment,Roads,SKY HIGH PLC,2000011758,"14,760.00",SRF2 enumeration - Sky High PLC,LS24 9AB
Department for Transport,Department for Transport,08/09/2011,Transport Consultancy,Rail and Road Projects,MOTT MACDONALD,2000011747,540.5,Aug-11,CR9 2UL
Department for Transport,Department for Transport,09/09/2011,Agency Staff Costs,Rail Accident Investigation Branch,SPRING TECHNOLOGY LIMITED,2000011821,586.08,we 04.09.2011,B37 7YE
Department for Transport,Department for Transport,09/09/2011,Financial Consultancy,Business Transformation,PRGX UK LIMITED,2000011825,"13,367.38",Profit recovery services for August 2011,LU1 3LU
Department for Transport,Department for Transport,09/09/2011,IT Services  Running Costs,Business Transformation,SPECIALIST COMPUTER CENTRES PLC,2000011820,"3,528.00",SCC SEPT SUPPORT,B11 2LE
Department for Transport,Department for Transport,09/09/2011,Legal Consultancy,Rail and Road Projects,C M S CAMERON MCKENNA,2000011805,"2,889.62",KX legal to 26Aug11,EC1A 4DD
Department for Transport,Department for Transport,09/09/2011,Management Consultancy,Rail and Road Projects,VIRGIN RAIL PROJECTS LTD,2000011822,"102,286.80",Pendolino lengthening proj mgmt – Apr12,B5 4HA
Department for Transport,Department for Transport,09/09/2011,Management Consultancy,Rail and Road Projects,VIRGIN RAIL PROJECTS LTD,2000011822,"102,286.80",40% passenger share 01Jul11,B5 4HA
Department for Transport,Department for Transport,09/09/2011,Management Consultancy,Rail and Road Projects,VIRGIN RAIL PROJECTS LTD,2000011822,"102,286.80",40% passenger share 01Aug11,B5 4HA
Department for Transport,Department for Transport,09/09/2011,Management Consultancy,Rail and Road Projects,VIRGIN RAIL PROJECTS LTD,2000011822,"66,666.66",Train 54 maintenance 01Sep11,B5 4HA
Department for Transport,Department for Transport,09/09/2011,Programme and Project Management Consultancy,Greener Transport & International,MOORHOUSE CONSULTING LIMITED,2000011826,"26,886.60",Project Management Aug 11,EC1N 2TD
Department for Transport,Department for Transport,09/09/2011,Programme and Project Management Consultancy,Greener Transport & International,MOORHOUSE CONSULTING LIMITED,2000011826,"19,939.20",Project Management Aug 11,EC1N 2TD
Department for Transport,Department for Transport,09/09/2011,PTOC - Other PTE Costs,Rail Commercial Contracts,NEXUS (TYNE & WEAR),2000011816,"17,833.57",1206 Wk3 ADMIN GRANT INCL. INDEXATION_PD1206 - Nex,NE1 4AX
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Cost Of Servs Charges,Rail Commercial Contracts,WEST YORKSHIRE PTA,2000011819,"62,650.92",1206 Wk3 ADMIN GRANT INCL. INDEXATION_PD1206 - Wes,LS1 2DE
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Cost Of Servs Charges,Rail Commercial Contracts,SOUTH YORKSHIRE PTE,2000011817,"85,993.29",1206 Wk3 ADMIN GRANT INCL. INDEXATION_PD1206 - Sou,S2 5YT
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Cost Of Servs Charges,Rail Commercial Contracts,GREATER MANCHESTER PTA,2000011818,"104,573.81",1206 Wk3 ADMIN GRANT INCL. INDEXATION_PD1206 - Tra,M1 3BG
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Grant Payments,Rail Commercial Contracts,GREATER MANCHESTER PTA,2000011818,"650,000.00",1206 Wk3 Through ticketing contribution 2010-11 -,M1 3BG
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Grant Payments,Rail Commercial Contracts,WEST YORKSHIRE PTA,2000011819,"5,706,157.36",1206 Wk3 PTE SUBSIDY 2011-12 INDEXATION_PD1206 - W,LS1 2DE
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Grant Payments,Rail Commercial Contracts,GREATER MANCHESTER PTA,2000011818,"6,261,351.05",1206 Wk3 PTE SUBSIDY 2011-12 INDEXATION_PD1206 - T,M1 3BG
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Grant Payments,Rail Commercial Contracts,NEXUS (TYNE & WEAR),2000011816,"370,129.13",1206 Wk3 PTE SUBSIDY 2011-12 INDEXATION_PD1206 - N,NE1 4AX
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Grant Payments,Rail Commercial Contracts,SOUTH YORKSHIRE PTE,2000011817,"2,374,995.22",1206 Wk3 PTE SUBSIDY 2011-12 INDEXATION_PD1206 - S,S2 5YT
Department for Transport,Department for Transport,09/09/2011,PTOC - PTE Grant Payments,Rail Commercial Contracts,MERSEYTRAVEL,2000011815,"1,357,140.13",1206 Wk3 PTE SUBSIDY 2011-12 INDEXATION_PD1206 - M,L3 2AN
Department for Transport,Department for Transport,09/09/2011,Publications for Resale,Roads,KEYTEC TYPESETTING LTD,2000011809,565,RSRR 124 typesetting,DT6 3BE
Department for Transport,Department for Transport,09/09/2011,Publicity,Roads,CENTRAL OFFICE OF INFORMATION,2000011806,"4,463.94",Planning fee june radio,SE1 7DU
Department for Transport,Department for Transport,09/09/2011,Services provided by OGDs,Roads,DRIVING STANDARDS AGENCY,2000011829,"608,203.88",DSA SEB 2011/12,NG1 5GU
Department for Transport,Department for Transport,09/09/2011,Services provided by OGDs,Roads,VEHICLE CERTIFICATION AGENCY,2000011813,"102,500.00",VCA SEB 2011/12 Q1,BS5 6XX
Department for Transport,Department for Transport,09/09/2011,Transport Consultancy,Finance & Estates ,MOTT MACDONALD,2000011810,"47,750.16",June - July '11 110713-HS1 Property Consultancy,CR9 2UL
Department for Transport,Department for Transport,09/09/2011,Transport Consultancy,Finance & Estates ,MOTT MACDONALD,2000011810,"90,993.01",May - June '11 110713-HS1 Property Consultancy,CR9 2UL
Department for Transport,Department for Transport,09/09/2011,Transport Consultancy,Finance & Estates ,MOTT MACDONALD,2000011810,880.82,May-June £734.02 net (expenses),CR9 2UL
Department for Transport,Department for Transport,09/09/2011,Transport Consultancy,Local,BRITISH CHAMBERS OF COMMERCE,2000011827,"4,500.00",Expert Panel for LSTF,SW1H 9EU
Department for Transport,Department for Transport,09/09/2011,Transport Consultancy,Local,STEER DAVIES & GLEAVE LTD,2000011811,"3,133.50",COSTS 29.07.11,SE1 9PD
Department for Transport,Department for Transport,09/09/2011,Transport Consultancy,Rail Commercial Contracts,MOTT MACDONALD,2000011810,"97,950.00",SETML MOTTS Tech Advisor Support,CR9 2UL
Department for Transport,Department for Transport,09/09/2011,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000011807,690.9,,G51 1HJ
Department for Transport,Department for Transport,09/09/2011,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000011807,923.92,,G51 1HJ
Department for Transport,Department for Transport,09/09/2011,Travel Expenses UK,Marine Accident Investigation Branch,CLYDE TRAVEL,2000011807,527.56,,G51 1HJ
Department for Transport,Department for Transport,12/09/2011,Agency Staff Costs,Business Transformation,BADENOCH & CLARK,2000011906,929.58,,W1T 5AE
Department for Transport,Department for Transport,12/09/2011,Agency Staff Costs,Group Finance,ALLEN LANE FINANCIAL RECRUITMENT,2000011905,"2,370.00", W/E 11/06/11,BN11 2BW
Department for Transport,Department for Transport,12/09/2011,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000011906,"4,060.62",W/E 27/08/11,W1T 5AE
Department for Transport,Department for Transport,12/09/2011,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000011906,"3,229.10", W/E 03/09/11,W1T 5AE
Department for Transport,Department for Transport,12/09/2011,Agency Staff Costs,Group Finance,BADENOCH & CLARK,2000011906,"3,248.50", W/E 03/09/11,W1T 5AE
Department for Transport,Department for Transport,12/09/2011,Agency Staff Costs,Rail Accident Investigation Branch,SPRING TECHNOLOGY LIMITED,2000011919,732.6,we 07.08.2011,B37 7YE
Department for Transport,Department for Transport,12/09/2011,Agency Staff Costs,Rail Accident Investigation Branch,SPRING TECHNOLOGY LIMITED,2000011919,732.6,we 14.08.2011 see 5105904074 for history,B37 7YE
Department for Transport,Department for Transport,12/09/2011,Curr Grant to Priv Sect-Persons & NPISH,Greener Transport & International,LOW CARBON VEHICLE PARTNERSHIP,2000011920,"42,500.00","LowCVP  Claim Sep 2011-12 #42,500.00",SW1H 0HW
Department for Transport,Department for Transport,12/09/2011,Data Supply - Transport Direct,Transport Direct and Travel information,RAIL SETTLEMENT PLAN,2000011912,"2,400.00",RJIS DATA AUG 11,WC1N 1BY
Department for Transport,Department for Transport,12/09/2011,Grant in Aid to NDPBs,Managing Director Motoring Services,DVLA,2000011902,"13,054,708.00",DVLA SLA September 2011,SA6 7JL
Department for Transport,Department for Transport,12/09/2011,Infrastructure Maintenance,Transport Security,NATIONAL POLICING,2000011910,"2,000.88",PNC CHARGES QTR 1,RG27 0JW
Department for Transport,Department for Transport,12/09/2011,Management Consultancy,Local,CLARKE WILLMOTT LLP,2000011921,521,DEBT RECOVERY PAID DISBURSEMENTS,TA1 2PG
Department for Transport,Department for Transport,12/09/2011,Postage,Business Transformation,GOVERNMENT CAR & DESPATCH AGENCY,2000011901,"2,992.80",GCDA screening Sept 11,SW8 5AX
Department for Transport,Department for Transport,12/09/2011,Postage,Business Transformation,GOVERNMENT CAR & DESPATCH AGENCY,2000011901,760.8,GCDA delivery Sept 11,SW8 5AX
Department for Transport,Department for Transport,12/09/2011,Publicity,Roads,CENTRAL OFFICE OF INFORMATION,2000011908,"3,360.00","Evaluation, Stage 2 (final)",SE1 7DU
Department for Transport,Department for Transport,12/09/2011,Services provided by OGDs,General Counsel's Office,CESG,2000011900,"5,901.60",Production and supply of KEYMAT,GL51 0EX
Department for Transport,Department for Transport,12/09/2011,Small Software,Group Internal Audit,DELOITTE & TOUCHE LLP,2000011909,"2,040.00",REX Support June 11 - May 12,EC4A 3TR
Department for Transport,Department for Transport,12/09/2011,Subsidies to Private Sector,Roads,D B SHENKER RAIL (UK) LIMITED,2000011917,"18,462.31",MSRS(B) PD11 2010/11 MB02 DB Schenker - Fl A-G-I,DN4 5PN
Department for Transport,Department for Transport,12/09/2011,Subsidies to Private Sector,Roads,D B SHENKER RAIL (UK) LIMITED,2000011917,"32,066.14",MSRS(B) PD2 2011/12 MB01 DB Schenker - Auto,DN4 5PN
Department for Transport,Department for Transport,12/09/2011,Subsidies to Private Sector,Roads,D B SHENKER RAIL (UK) LIMITED,2000011917,"14,045.09",MSRS(B) PD3 2011/12 MB02 DB Schenker - Aggregates,DN4 5PN
Department for Transport,Department for Transport,12/09/2011,Subsidies to Private Sector,Roads,D B SHENKER RAIL (UK) LIMITED,2000011917,"31,342.51",MSRS(B) PD3 2011/12 MB01 DB Schenker - Auto,DN4 5PN
Department for Transport,Department for Transport,12/09/2011,Subsidies to Private Sector,Roads,EDDIE STOBART LIMITED,2000011916,"29,184.00",MSRS (I) PERIOD 3 CLAIM (2011-12) Contract MI02,CA3 0EH
Department for Transport,Department for Transport,12/09/2011,Subsidies to Private Sector,Roads,D B SHENKER RAIL (UK) LIMITED,2000011917,"18,514.38",MSRS(B) PD2 2011/12 MB02 DB Schenker - Aggregates,DN4 5PN
