Merchant Category,Supplier Name,Service  ,Summary of Purpose of Expenditure ,Date,Net Amount
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,66.00
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,33.00
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,32.50
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,36.15
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,21.69
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,31.75
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,30.90
Clothing/Workwear/Safety Equipt,ARCO MANCHESTER LTD,Services to People,Furniture and Equipment,19/12/2016,150.80
Childcare Provision,ARDEN PARK DAY NURSERY,Services to People,Third party payments - Private/Voluntary Sector,29/12/2016,"9,307.80"
Construction / Building Services,ARJO HUNTLEIGH LTD,Services to People,Furniture and Equipment,08/12/2016,"-1,224.00"
Construction / Building Services,ARJO HUNTLEIGH LTD,Services to People,Furniture and Equipment,08/12/2016,620.60
Construction / Building Services,ARJO HUNTLEIGH LTD,Services to People,Furniture and Equipment,08/12/2016,"1,224.00"
Social Care Services,Ark Home Healthcare Ltd,Services to People,Care Payments,19/12/2016,"1,597.60"
Social Care Services,Ark Home Healthcare Ltd,Services to People,Care Payments,19/12/2016,721.25
Transport and Travel,Arriva Rail North Limited,Corporate and Support Services,Travelling Expenses,15/12/2016,"4,404.40"
Transport and Travel,Arriva Rail North Limited,Corporate and Support Services,Travelling Expenses,21/12/2016,"2,077.80"
Training Provision,Art of Brilliance Ltd,Services to People,Expenses and Allowances,29/12/2016,"2,000.00"
Training Provision,Art of Brilliance Ltd,Services to People,Expenses and Allowances,29/12/2016,44.10
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"5,280.00"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"271,034.50"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"94,769.40"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"5,115.00"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"16,487.91"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"13,205.50"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"3,850.00"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"33,000.00"
Insurance Services,Arthur J Gallagher,Corporate and Support Services,Insurance,29/12/2016,"299,096.60"
Transport and Travel,ASAPPcars,Services to People,Leasing /Transport Hire,07/12/2016,"1,680.00"
Construction / Building Services,ASBESTOS BUSINESS CONTRACTORS LTD,Capital Expenditure,Capital Expenditure - Works,21/12/2016,750.00
Construction / Building Services,ASBESTOS BUSINESS CONTRACTORS LTD,Capital Expenditure,Capital Expenditure - Works,21/12/2016,700.00
Social Care Services,ASHBOURNE HOUSE,Services to People,Care Payments,05/12/2016,486.31
Social Care Services,ASHBOURNE HOUSE,Services to People,Care Payments,05/12/2016,"4,669.78"
Social Care Services,ASHBOURNE HOUSE,Services to People,Care Payments,05/12/2016,"2,190.00"
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,02/12/2016,633.00
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,02/12/2016,652.64
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,02/12/2016,583.79
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,02/12/2016,573.38
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,06/12/2016,721.70
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,06/12/2016,682.56
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,06/12/2016,657.28
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,09/12/2016,515.20
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,09/12/2016,793.13
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,16/12/2016,532.11
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,16/12/2016,555.82
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,16/12/2016,545.62
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,16/12/2016,540.78
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,16/12/2016,529.03
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,16/12/2016,520.57
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,21/12/2016,562.53
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,21/12/2016,535.57
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,21/12/2016,564.50
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,21/12/2016,563.92
Books / Magazines / Media,ASKEWS & Holts,Services to Place,Library Equipment,21/12/2016,817.12
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,588.20
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,30.60
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"3,379.60"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,20.40
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"2,951.20"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"6,970.00"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"1,264.80"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,663.00
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,44.20
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,578.00
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,57.80
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"3,417.00"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,27.20
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"2,883.20"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"6,681.00"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,"1,288.60"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,669.80
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,07/12/2016,44.20
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,08/12/2016,531.20
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,584.80
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,54.40
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"3,366.00"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,37.40
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"2,944.40"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"6,779.60"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"1,162.80"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,652.80
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,40.80
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,595.00
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,61.20
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"3,332.00"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,40.80
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"2,856.00"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"6,789.80"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,"1,237.60"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,598.40
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Care Payments,21/12/2016,44.20
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Information and Communications Technology,07/12/2016,"-1,057.90"
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Services to People,Information and Communications Technology,21/12/2016,-905.15
Engineering Services,Atkins Global Ltd,Services to Place,Professional Fees,01/12/2016,"7,459.30"
Engineering Services,Atkins Global Ltd,Services to Place,Professional Fees,08/12/2016,"4,600.00"
Engineering Services,Atkins Global Ltd,Services to Place,Professional Fees,08/12/2016,"6,142.50"
Engineering Services,Atkins Global Ltd,Capital Expenditure,Professional Fees,08/12/2016,"5,221.40"
Engineering Services,Atkins Global Ltd,Capital Expenditure,Professional Fees,08/12/2016,"1,772.00"
Engineering Services,Atkins Global Ltd,Services to Place,Professional Fees,02/12/2016,"5,068.50"
Engineering Services,Atkins Global Ltd,Services to Place,Professional Fees,02/12/2016,"4,603.50"
Engineering Services,Atkins Global Ltd,Services to Place,Professional Fees,02/12/2016,"5,600.00"
Engineering Services,Atkins Global Ltd,Capital Expenditure,Professional Fees,19/12/2016,"6,875.00"
Engineering Services,Atkins Limited,Services to Place,Professional Fees,02/12/2016,"3,840.00"
Engineering Services,Atkins Limited,Services to Place,Professional Fees,02/12/2016,"3,803.00"
Engineering Services,Atkins Limited,Capital Expenditure,Supplies and services,12/12/2016,"38,891.50"
Engineering Services,Atkins Limited,Services to Place,Professional Fees,29/12/2016,"6,040.00"
Engineering Services,ATKINSON PECK LTD,Capital Expenditure,Capital Expenditure - Acquisitions,12/12/2016,"1,960.00"
Disability Support,AUTISTIC SOCIETY GREATER MANCHESTER,Services to People,Publicity and Promotion,21/12/2016,960.00
Construction / Building Services,AUTUMN (UK) LTD,Capital Expenditure,Capital Expenditure - Works,19/12/2016,"4,140.10"
Recruitment / Staffing,Axon Resourcing (Temporary assignme,Services to People,Agency Staff,02/12/2016,"2,281.10"
Recruitment / Staffing,Axon Resourcing (Temporary assignme,Services to People,Agency Staff,02/12/2016,"2,355.15"
Recruitment / Staffing,Axon Resourcing (Temporary assignme,Services to People,Agency Staff,09/12/2016,"2,355.15"
Recruitment / Staffing,Axon Resourcing (Temporary assignme,Services to People,Agency Staff,09/12/2016,"2,281.10"
Recruitment / Staffing,Axon Resourcing (Temporary assignme,Services to People,Agency Staff,16/12/2016,"2,355.15"
Recruitment / Staffing,Axon Resourcing (Temporary assignme,Services to People,Agency Staff,21/12/2016,"2,355.15"
Recruitment / Staffing,Axon Resourcing (Temporary assignme,Services to People,Agency Staff,29/12/2016,"4,562.20"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"37,222.24"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"3,492.28"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"3,492.28"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"4,966.39"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"2,280.22"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,02/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,08/12/2016,"22,393.60"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,085.51"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,740.00"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"6,682.79"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"5,031.56"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"3,032.77"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"4,484.01"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"6,823.73"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"6,561.39"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"4,385.64"
Construction / Building Services,B4Box Ltd,Capital Expenditure,Capital Expenditure - Works,15/12/2016,"2,740.00"
