PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
3817033259,WORKSHOP AND PREMISES,10000,3 P PAINT CO (STOCKPORT) LTD,01/04/1990,HALLAM ST WORKS,HALLAM STREET,HEAVILEY,STOCKPORT,,SK2 6PT,HALLAM ST WORKS,HALLAM STREET,HEAVILEY,STOCKPORT,,SK2 6PT,,,,0,0,0,4800,,0
3817033069,WAREHOUSE AND PREMISES,5800,MICHAEL JAMES VENDING & DISPOSABLES LTD,02/11/1991,2ND FLOOR,HALLAM STREET WORKS,HALLAM STREET,HEAVILEY,STOCKPORT,SK2 6PT,2ND FLOOR,HALLAM STREET WORKS,HALLAM STREET,HEAVILEY,STOCKPORT,SK2 6PT,,,,0,0,0,2784,,0
9305000009,COMMUNICATION STATION AND PREMISES,12750,VODAFONE LTD,01/04/1990,SITE 513 ADJ,HANOVER TOWERS,LANCASHIRE HILL,STOCKPORT,,SK5 7LR,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
1734075129,COMMUNICATION STATION AND PREMISES,9400,VODAFONE LTD,19/07/1994,SITE 3378,AT GATLEY HILL,CHURCH ROAD,GATLEY,CHEADLE,SK8 4EY,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
2462031049,COMMUNICATION STATION AND PREMISES,6200,VODAFONE LTD,30/05/1997,SITE NO 1943,DEMMINGS IND  ESTATE,DEMMINGS ROAD,CHEADLE,,SK8 2PE,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
4834002009,COMMUNICATION STATION AND PREMISES,7000,VODAFONE LTD,01/07/1999,SITE 6708,AT CHEADLE HEATH SEWAGE WORKS,HEATHSIDE PARK ROAD,CHEADLE HEATH,STOCKPORT,SK3 0RB,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
5720101029,COMMUNICATION STATION AND PREMISES,11000,VODAFONE LTD,25/10/2000,SITE 13056,SIGNAL POINT,BREDBURY PARK WAY,BREDBURY,STOCKPORT,SK6 2SU,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
3837095029,COMMUNICATION STATION AND PREMISES,12750,VODAFONE LTD,01/04/2000,SITE 10506,STOCKPORT COUNTY,HARDCASTLE ROAD,EDGELEY,STOCKPORT,SK3 9DD,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
6550012029,COMMUNICATION STATION AND PREMISES,12250,VODAFONE LTD,01/08/2002,SITE 23242,ROOF OF,12 PRINCES STREET,STOCKPORT,,SK1 1SL,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
3912033039,COMMUNICATION STATION AND PREMISES,6200,VODAFONE LTD,01/02/2003,SITE 1935 ADJ,STOCKPORT RUFC,HEADLANDS ROAD,BRAMHALL,STOCKPORT,SK7 3AN,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
6242001009,COMMUNICATION STATION AND PREMISES,6800,VODAFONE LTD,01/04/2003,SITE 30699,STOCKPORT GOLF CLUB,OFFERTON ROAD,OFFERTON,STOCKPORT,SK2 5HL,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
0715002149,COMMUNICATION STATION AND PREMISES,13000,VODAFONE LTD,01/04/2003,SITE NO 23248,ROOF OF EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XA,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
5121071049,COMMUNICATION STATION AND PREMISES,12750,VODAFONE LTD,01/04/2003,SITE 13147A ON,HILTON HOUSE,LORD STREET,STOCKPORT,,SK1 3NA,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
0831006019,COMMUNICATION STATION AND PREMISES,11250,VODAFONE LTD,01/04/2003,SITE 3384,BRAMLEY CLOSE,BRAMHALL,STOCKPORT,,SK7 2DT,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
5469193019,COMMUNICATION STATION AND PREMISES,12250,VODAFONE LTD,01/07/2003,SITE 23241,ROOF OF ALBION MILL,MANCHESTER ROAD,LANCASHIRE HILL,STOCKPORT,SK4 1TZ,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
7376051059,COMMUNICATION STATION AND PREMISES,12750,VODAFONE LTD,27/07/2003,SITE 33631,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
0883017039,COMMUNICATION STATION AND PREMISES,6600,VODAFONE LTD,01/06/2004,SITE 30189,BRIGHTON ROAD IND ESTATE,BRIGHTON ROAD,HEATON NORRIS,STOCKPORT,SK4 2BE,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
0908301299,COMMUNICATION STATION AND PREMISES,12750,VODAFONE LTD,01/04/2004,SITE 13008,BROADSTONE HOUSE,BROADSTONE ROAD,STOCKPORT,,SK5 7DL,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
6032001099,COMMUNICATION STATION AND PREMISES,6900,VODAFONE LTD,01/04/2004,SITE 13167,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,SK7 5AS,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
3522000229,COMMUNICATION STATION AND PREMISES,6200,VODAFONE LTD,01/07/2004,SITE NO 1122,MANCHESTER RUGBY CLUB,GROVE LANE,CHEADLE HULME,CHEADLE,SK8 7NB,C/O CTIL RATE ACCOUNT MANAGEMENT,COLLIERS INTERNATIONAL RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,,,,0,0,0,0,,0
3837091009,WORKS AND PREMISES,14500,H T HUGHES & CO (OVERALLS) LTD,01/04/1990,91 HARDCASTLE ROAD,EDGELEY,STOCKPORT,,,SK3 9DB,91 HARDCASTLE ROAD,EDGELEY,STOCKPORT,,,SK3 9DB,,,,0,0,0,0,,0
3837093009,CLUB AND PREMISES,10250,EDGELEY & SHAW HEATH LABOUR CLUB,01/04/1990,93 HARDCASTLE ROAD,EDGELEY,STOCKPORT,,,SK3 9DB,93 HARDCASTLE ROAD,EDGELEY,STOCKPORT,,,SK3 9DB,,,,0,0,0,4920,,0
3933999189,OFFICES AND PREMISES,2050,ORBIT DEVELOPMENTS LTD,01/04/1990,OFFICE GROUND FLOOR,HEATON LANE,STOCKPORT,,,SK4 1BS,EMERSON HOUSE,HEYS LANE,ALDERLEY EDGE,CHESHIRE,,SK9 7LF,,,,0,0,0,0,,0
3942349009,WORKSHOPSWAREHOUSE OFFICES AND PREMISES,79000,VISTA LABELS LTD,01/04/1990,349 HEMPSHAW LANE,STOCKPORT,,,,SK1 4NB,VISTA HOUSE,349 HEMPSHAW LANE,STOCKPORT,,,SK1 4NB,,,,0,0,0,0,,0
3942520029,SHOP AND PREMISES,16500,A & P E BAKER LIMITED,30/11/1995,520-522 HEMPSHAW LANE,HEMPSHAW LANE,STOCKPORT,,,SK2 5TL,520-522 HEMPSHAW LANE,STOCKPORT,,,,SK2 5TL,,,,0,0,0,0,,0
3942525289,STORE AND PREMISES,11750,LANCASHIRE ELECTRICAL DISTRIBUTORS LTD,01/04/1990,UNIT 15,OFFERTON INDUSTRIAL  ESTATE,HEMPSHAW LANE,STOCKPORT,,SK2 5TJ,UNIT 15,OFFERTON INDUSTRIAL  ESTATE,HEMPSHAW LANE,STOCKPORT,,SK2 5TJ,,,,0,0,0,5640,,0
3942525329,STORE AND PREMISES,1675,POOLE & ASHTON LTD,01/04/1990,25 OFFERTON INDUSTRIAL ESTATE,HEMPSHAW LANE,STOCKPORT,,,SK2 5TH,25 OFFERTON INDUSTRIAL ESTATE,HEMPSHAW LANE,STOCKPORT,,,SK2 5TH,,,,0,0,0,804,,0
3942552009,CLUB HOUSE AND PREMISES,13000,STOCKPORT LADS CLUB TRUSTEES,01/04/1990,552 HEMPSHAW LANE,STOCKPORT,,,,SK1 4NT,552 HEMPSHAW LANE,STOCKPORT,,,,SK1 4NT,MAN,,,5127.2,0,0,0,,0
3969040059,OFFICES AND PREMISES,5700,MASON BARN LTD,05/01/2004,HIBBERT STREET,SOUTH REDDISH,STOCKPORT,,,SK4 1NS,HIBBERT STREET,SOUTH REDDISH,STOCKPORT,,,SK4 1NS,,,,0,0,0,2736,,0
3983022049,SHOP OFFICES AND PREMISES,6000,BOOTH ASSOCIATES LTD,01/05/1997,MANSION HOUSE CHAMBERS,22 HIGH STREET,LOWER HILLGATE,STOCKPORT,,SK1 1EG,MANSION HOUSE CHAMBERS,22 HIGH STREET,LOWER HILLGATE,STOCKPORT,,SK1 1EG,,,,0,0,0,0,,0
5209025009,WAREHOUSE OFFICE AND PREMISES,60000,EGAN REID STATIONERY CO LTD,08/05/1990,BREDBURY HOUSE,5 HORSFIELD WAY,BREDBURY IND ESTATE,BREDBURY,STOCKPORT,SK6 2SU,UNIT 5 GROSVENOR BUSINESS PARK,HORSFIELD WAY,BREDBURY PARK INDUSTRIAL ESTATE,BREDBURY,STOCKPORT,SK6 2SU,,,,0,0,0,0,,0
3990056009,SURGERY AND PREMISES,16500,MANOR MEDICAL PRACTICE,01/04/1990,56-58 CLEGG GATE,HIGHER HILLGATE,STOCKPORT,,,SK1 3PX,PHOENIX MEDICAL CENTRE,56 HIGHER HILLGATE,STOCKPORT,,,SK1 3PX,,LDS,,0,209.17,0,0,,0
3990164009,WAREHOUSE AND PREMISES,22000,J.J. SIGMAGRAPHICS LIMITED,01/04/1990,164-174 HIGHER HILLGATE,STOCKPORT,,,,SK1 3QY,164-174 HIGHER HILLGATE,STOCKPORT,,,,SK1 3QY,,,,0,0,0,0,,0
3990196009,SHOP AND PREMISES,5400,MAUREEN PATTERSON & CO,01/04/1990,196 HIGHER HILLGATE,STOCKPORT,,,,SK1 3QY,196 HIGHER HILLGATE,STOCKPORT,,,,SK1 3QY,,,,0,0,0,2592,,0
3990233009,SHOWROOM AND PREMISES,9200,H S S HIRE GROUP LTD,01/04/1990,44 HIGHER HILLGATE,STOCKPORT,,,,SK1 3JH,25 WILLOW LANE,MITCHAM,SURREY,,,CR4 4TS,,,,0,0,0,0,,0
4083010039,STORE OFFICE AND PREMISES,8200,TVA INSTALLATIONS (STO) LTD,01/10/1999,WATERLOO HOUSE,HOPES CARR,STOCKPORT,,,SK1 3BQ,WATERLOO HOUSE,HOPES CARR,STOCKPORT,,,SK1 3BQ,,,,0,0,0,0,,0
3824006009,WAREHOUSE OFFICE AND PREMISES,20250,JAVIS MANUFACTURING CO LTD,18/09/2004,6 HAMMOND AVENUE,STOCKPORT,,,,SK4 1PQ,6 HAMMOND AVE,STOCKPORT,,,,SK4 1PQ,,,,0,0,0,0,,0
4083034029,STORE AND PREMISES,3050,TVA INSTALLATIONS (STO) LTD,01/04/1995,STORES,34 HOPES CARR,STOCKPORT,,,SK1 3BQ,WATERLOO HOUSE,HOPES CARR,STOCKPORT,,,SK1 3BQ,,,,0,0,0,0,,0
7479824019,WORKSHOP AND PREMISES,22250,H B CLARK & CO (SUCCESSORS ) LTD,01/10/1996,UNIT 11,CROSLAND INDUSTRIAL  ESTATE,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 2BR,UNIT 11 CROSLAND IND ESTATE,STOCKPORT ROAD WEST,BREDBURY,STOCKPORT,,SK6 2BR,,,,0,0,0,0,,0
4096001019,CLUB AND PREMISES,10000,CHEADLE HEATH CLUB/INSTITUTE,01/04/1990,1 HOYLAKE ROAD,CHEADLE HEATH,STOCKPORT,,,SK3 0NS,1 HOYLAKE ROAD,CHEADLE HEATH,STOCKPORT,,,SK3 0NS,,,,0,0,0,4800,,0
4561043019,WORKSHOP AND PREMISES,6900,DIGITAL REPRO LTD,01/04/1990,PROPERTY R/O,43 ISLINGTON ROAD,GREAT MOOR,STOCKPORT,,SK2 7JH,15 ALLDIS STREET,GREAT MOOR,STOCKPORT,,,SK2 7PA,,,,0,0,0,3312,,0
3942537019,ADVERTISING RIGHT,1175,J C DECAUX UK LTD,24/11/2000,AD RIGHT GABLE UNIT 5,VICTORIA DYE WORKS,HEMPSHAW LANE,STOCKPORT,,SK1 4LG,RATES ADMINISTRATOR,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,,,,0,0,0,0,,0
4796011009,FACTORY AND PREMISES,17750,ENTWISLE PADDON & CO (STOCKPORT) LTD,01/04/1990,11 KING STREET WEST,STOCKPORT,,,,SK3 0DY,11 KING STREET WEST,STOCKPORT,,,,SK3 0DY,,,,0,0,0,0,,0
4796030009,VEHICLE REPAIR WORKSHOP AND PREMISES,2425,MESSRS BARKER & HOUGH MOTOR ENGINEERS,01/04/1990,UNIT 1,30 KING STREET WEST,CHESTERGATE,STOCKPORT,,SK3 0DP,UNIT 1,30 KING STREET WEST,CHESTERGATE,STOCKPORT,,SK3 0DP,,,,0,0,0,1164,,0
4961099009,OFFICES AND PREMISES,17000,CHESHIRE DATA SYSTEMS LTD,01/04/1990,DATA HOUSE,LAKE STREET,GREAT MOOR,STOCKPORT,,SK2 7QN,CODEWORKS,STRATA HOUSE,KINGS REACH ROAD,YEW STREET,STOCKPORT,SK4 2HD,,,,0,0,0,0,,0
4966077009,WORKS OFFICE AND PREMISES,13750,JARMAC LTD,01/04/1990,LANCASHIRE HILL,STOCKPORT,,,,SK4 1RP,STANTON HOUSE,EASTHAM VILLAGE ROAD,EASTHAM,WIRRAL,MERSEYSIDE,CH62 0BJ,,,,0,0,0,0,,0
5075065009,FIRE STATION AND PREMISES,44500,GREATER MANCHESTER COMBINED AUTHORITY,01/04/1990,FIRE STATION,LISBURNE LANE,OFFERTON,STOCKPORT,,SK2 5NP,FINANCE DEPARTMENT,146 BOLTON ROAD,SWINTON,MANCHESTER,,M27 8US,,,,0,0,0,0,,0
5082010009,SHOP AND PREMISES,14250,S FREEDMAN & SONS LTD,01/04/1990,10-10A LITTLE UNDERBANK,STOCKPORT,,,,SK1 1JT,10-10A LITTLE UNDERBANK,STOCKPORT,,,,SK1 1JT,,LDS1,,0,521.87,0,1760.6,,0
5082012009,PUBLIC HOUSE AND PREMISES,14250,SAMUEL SMITH OLD BREWERY LTD,01/04/1990,QUEENS HEAD,12 LITTLE UNDERBANK,LOWER HILLGATE,STOCKPORT,,SK1 1JT,THE OLD BREWERY,TADCASTER,,,,LS24 9SB,,,,0,0,0,0,,0
5082013009,SHOP AND PREMISES,13500,AGE UK,01/04/1990,13 LITTLE UNDERBANK,STOCKPORT,,,,SK1 1LA,TAVIS HOUSE,PROPERTY DEPARTMENT,1--6 TAVISTOCK SQUARE,LONDON,,WC1H 9NA,MAN,,,5324.4,0,0,0,,0
5098042019,OFFICES AND PREMISES,40500,F J GOODWIN & SONS (MANCHESTER) LTD,01/08/1991,42-50 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,50 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AH,,,,0,0,0,0,,0
5098067009,SHOP AND PREMISES,47750,WYNSORS WORLD OF SHOES LTD,01/04/1990,57-67 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,COURTESY SHOES LTD,PARKSIDE,PARK ROAD,BACUP,LANCS,OL13 0DT,,,,0,0,0,0,,0
5098089009,SHOP AND PREMISES,15000,CHESHIRE KITCHENS LTD,01/04/1990,83-89 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,83-89 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,,,,0,0,0,0,,0
5098091009,SHOP AND PREMISES,9700,MODERN AID LTD,01/04/1990,91-93 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,91-93 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4AX,,,,0,0,0,4656,,0
5098136009,BANK AND PREMISES,16000,BARCLAYS BANK LTD,01/04/1990,136 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,C/O CBRE CORPORATE OUTSOURCING LTD,55 TEMPLE ROW,BIRMINGHAM,,,B2 5LS,,,,0,0,0,0,,0
5098180009,BANK AND PREMISES,26500,NATIONAL WESTMINSTER BANK PLC,01/04/1990,180 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DJ,C/O BILFINGER GVA,PO BOX 6079,WOLVERHAMPTON,,,WV1 9RA,,,,0,0,0,0,,0
5098190009,SHOP AND PREMISES,5700,VERNON BUILDING SOCIETY,01/04/1990,190 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4DQ,17/19  ST PETERSGATE,STOCKPORT,,,,SK1 1EB,,,,0,0,0,0,,0
6550104009,SHOP AND PREMISES,15250,OXFAM,14/04/1998,104 PRINCES STREET,STOCKPORT,,,,SK1 1RJ,FINANCE OFFICE,LEVEL 3,CALE CROSS HOUSE,156 PILGRIM STREET,NEWCASTLE UP ON TYNE,NE1 6SU,MAN,,,6771.4,0,0,0,,0
5098205009,BANK AND PREMISES,8300,ROYAL BANK OF SCOTLAND PLC,01/04/1990,203/205,LONDON ROAD,HAZEL GROVE,STOCKPORT,,SK7 4HJ,C/O BILFINGER GVA,PO BOX 6079,WOLVERHAMPTON,,,WV1 9RA,,,,0,0,0,0,,0
5098325019,SHOP AND PREMISES,12500,G PRIESTNALL & SONS LTD,12/09/2000,325-329 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,325-329 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4PS,,,,0,0,0,5000,,0
7343002009,OFFICES AND PREMISES,126000,MOORCROFT GROUP PUBLIC LIMITED COMPANY,09/12/1995,MOORCROFT HOUSE,2 SPRING GARDENS,CHURCHGATE,STOCKPORT,,SK1 4AA,MOORCROFT HOUSE,2 SPRING GARDENS,STOCKPORT,,,SK1 4AA,,,,0,0,0,0,,0
4669050019,OFFICES CAR SPACES(20) AND PREMISES,84500,MOORCROFT GROUP PUBLIC LIMITED COMPANY,01/02/2003,GEORGE HOUSE,JOHN STREET,MIDDLE HILLGATE,STOCKPORT,,SK1 3EG,MOORCROFT HOUSE,2 SPRING GARDENS,STOCKPORT,,,SK1 4AA,,,,0,0,0,0,,0
5136088019,OFFICES AND PREMISES,9100,IMPEY & CO LTD,01/04/1990,88 LOWER HILLGATE,STOCKPORT,,,,SK1 3AL,88 LOWER HILLGATE,STOCKPORT,,,,SK1 3AL,,,,0,0,0,4368,,0
5152028009,CLUB AND PREMISES,10750,BRAMHALL VILLAGE CLUB,01/04/1990,BRAMHALL VILLAGE CLUB,MELBOURNE ROAD,BRAMHALL,STOCKPORT,,SK7 1LR,BRAMHALL VILLAGE CLUB,MELBOURNE ROAD,BRAMHALL,STOCKPORT,,SK7 1LR,MAN,,,4239.8,0,0,0,,0
5451002019,WORKS AND PREMISES,45000,BODYCOTE (STOCKPORT) LTD,01/04/1990,WORKS,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,SK7 5EN,WORKS,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,SK7 5EN,,,,0,0,0,0,,0
5451004039,STORE AND PREMISES,8600,HAZEL GROVE PLUMBING SUPPLIES LTD,01/04/1990,UNIT 4B,MARCLIFFE IND ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,UNIT 4B,MARCLIFFE IND ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,,,,0,0,0,0,,0
5451004059,WAREHOUSE AND PREMISES,10250,HAZEL GROVE PLUMBING SUPPLIES LTD,01/09/2002,UNITS 1B 2 & 4A,MARCLIFFE IND ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,UNITS 1B 2 & 4A,MARCLIFFE IND ESTATE,MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,SK7 5EG,,,,0,0,0,0,,0
5451087009,SHOP AND PREMISES,5800,FORDBRIGHT M'MENT LTD T/A SCORAH CHEMIST,01/04/1990,87 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6BG,87 MACCLESFIELD ROAD,HAZEL GROVE,STOCKPORT,,,SK7 6BG,,,,0,0,0,2784,,0
5469004009,RETAIL WAREHOUSE AND PREMISES,325000,WICKES BUILDING SUPPLIES LTD,01/04/1990,4 MANCHESTER ROAD,STOCKPORT,,,,SK4 1TN,CUSHMAN & WAKEFIELD,NATIONAL RATING TEAM,1 COLMORE SQUARE,BIRMINGHAM,,B4 6AJ,,,,0,0,0,0,,0
5469155009,PETROL FILLING STATION WORKSHOP AND PREMISES,8200,JERENCOURT LTD,01/04/1990,ASH GARAGE,155 MANCHESTER ROAD,STOCKPORT,,,SK4 1NL,ASH GARAGE,155 MANCHESTER ROAD,STOCKPORT,,,SK4 1NL,,,,0,0,0,0,,0
5469193009,MILL AND PREMISES,250000,WILLIAM NELSTROP & CO LTD,01/04/1990,WORKS,MANCHESTER ROAD,STOCKPORT,,,SK4 1TZ,WORKS,MANCHESTER ROAD,HEATON NORRIS,STOCKPORT,,SK4 1TZ,,,,0,0,0,0,,0
5469203009,WAREHOUSE AND PREMISES,7900,AUGMENTED AGENTS LTD,01/04/1990,MANCHESTER ROAD,STOCKPORT,,,,SK4 1NL,MANCHESTER ROAD,STOCKPORT,,,,SK4 1NL,,,,0,0,0,0,,0
5544020009,GOLF COURSE AND PREMISES,81000,BRAMHALL PARK GOLF CLUB LTD,01/04/1990,BRAMHALL PARK GOLF CLUB,MANOR ROAD,BRAMHALL,STOCKPORT,,SK7 3LY,BRAMHALL PARK GOLF CLUB,MANOR ROAD,BRAMHALL,STOCKPORT,,SK7 3LY,,,,0,0,0,0,,0
3464030019,OFFICES AND PREMISES,103000,SAS DANIELS LLP,15/09/2003,30 GREEK STREET,STOCKPORT,,,,SK3 8AD,30 GREEK STREET,STOCKPORT,,,,SK3 8AD,,,,0,0,0,0,,0
5508200029,SHOP AND PREMISES,6700,T.W.BOWLER LIMITED,01/04/1990,SHADY OAK FARM,200 MARPLE ROAD,OFFERTON,STOCKPORT,,SK2 5EU,SHADY OAK FARM,200 MARPLE ROAD,OFFERTON,STOCKPORT,,SK2 5EU,,LDS,,0,97.29,0,0,,0
1009027019,SHOP AND PREMISES,6100,BEST MAN LTD,15/11/2004,27 BUXTON ROAD,STOCKPORT,,,,SK2 6LS,27 BUXTON ROAD,STOCKPORT,,,,SK2 6LS,,,,0,0,0,0,,0
5593059009,SHOP AND PREMISES,14000,MARTIN RETAIL GROUP LTD,01/04/1990,KIOSK NO 1,STOCKPORT BUS STATION,MERSEY SQUARE,STOCKPORT,,SK1 1NU,MARTIN RETAIL GROUP,PROPERTY PAYMENTS DEPT,MARTIN HOUSE,ASHWELLS ROAD,BRENTWOOD,CM15 9ST,,,,0,0,0,0,,0
5594235009,STORE OFFICE AND PREMISES,10000,PORTWOOD TIMBER LTD,01/04/1990,MERSEY STREET,PORTWOOD,STOCKPORT,,,SK1 2HX,MERSEY STREET,PORTWOOD,STOCKPORT,,,SK1 2HX,,,,0,0,0,0,,0
5594022029,WORKSHOP AND PREMISES,13250,PORTWOOD TIMBER LTD,02/03/1994,UNITS 22B & 22C,PORTWOOD IND ESTATE,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,UNITS 22B & 22C,PORTWOOD IND ESTATE,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,,,,0,0,0,0,,0
5594257009,LAND USED FOR STORAGE AND PREMISES,2125,WORKFIELD LTD T/A CHESHIRE BOTTLED GAS,01/04/1990,LAND AND OFFICE,MERSEY STREET,PORTWOOD,STOCKPORT,,SK1 2HX,ACCOUNTS DEPARTMENT,STALYBRIDGE WORKS,PEEL ST,STALYBRIDGE,CHESHIRE,SK15 1PT,,,,0,0,0,0,,0
0768002009,WORKSHOP OFFICES AND PREMISES,90000,CHEADLE GLASS CO LTD,25/03/2001,FACTORY,BORRON STREET,PORTWOOD,STOCKPORT,,SK1 2JD,BORRON STREET,PORTWOOD,STOCKPORT,,,SK1 2JD,,,,0,0,0,0,,0
