OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Address 6,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 2015/16,MIN Date From   Sbrr,MAX Date To   Sbrr,Sbrr Relief,Lower Multiplier,Trans Relief,Charity Relief From,Mandatory,Mand Relief,Discretionary,Disc Relief,Retail Relief,ReOccupation Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LOVELL PARTNERSHIPS LTD,,,,21 JOHN STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1AP,000270000021CB,F.A.O. NIGEL GRIFFITHS,21 JOHN STREET,BIRKENHEAD,MERSEYSIDE,CH41 1AP,01/04/2002,,,,,4250,3500,OFFICES AND PREMISES,2040,"£2,040.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARITIME PARK DEVELOPMENTS LTD,IN LIQUIDATION,,,UNIT A (1) PHASE 2 MARITIME PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1AQ,0005069E0001A1,THE OFFICIAL RECEIVER,"2ND FLOOR,ROSEBRAE COURT",WOODSIDE FERRY APPROACH,BIRKENHEAD,CH41 6DU,17/09/2013,Y,17/09/2013,Liquidator,Industrial Premises,18250,18250,WORKSHOP AND PREMISES,8997,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARITIME PARK DEVELOPMENTS LTD,,,,UNIT C (3) PHASE 2 MARITIME PARK,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1AQ,0005069E0003C3,NORTH HOUSE,17 NORTH JOHN STREET,LIVERPOOL,,L2 5EA,01/10/2015,Y,01/10/2015,,Industrial Premises,14000,13250,WORKSHOP AND PREMISES,3451,£0.00,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LAMB LAW LTD,,,,WATERLOO BUILDINGS,23-31 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,CH41 1AS,0002612000230A,27A MARKET STREET,HOYLAKE,,,CH47 2BG,13/01/2014,Y,16/08/2015,,Listed Buildings,13750,12000,OFFICES AND PREMISES,4241,£0.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE TERENCE HIGGINS TRUST,,,,FIRST & SECOND FLOOR,5 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,CH41 1AS,000261200005BB,FIRST AND SECOND FLOOR ,5 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,CH41 1AS,12/11/2007,,,,,3150,2400,OFFICES AND PREMISES,1552,£0.00,,,£0.00,,£0.00,12/11/2007,80%,"-£1,214.64",20%,-£303.66,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE TERENCE HIGGINS TRUST,,,,GROUND FLOOR,5 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,CH41 1AS,000261200005A6,,,,,,25/03/2010,,,,,1675,1375,OFFICES AND PREMISES,825,£0.00,,,£0.00,,£0.00,25/03/2010,80%,-£645.88,20%,-£161.47,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CAMBRIANWAY LTD,,,,105 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1AT,26120010503,C/O WHITNALLS,COTTON HOUSE,OLD HALL STREET,LIVERPOOL,L3 9TX,01/02/2009,Y,26/07/2014,,Industrial Premises,19500,18500,WORKSHOP AND PREMISES,9613,"£9,613.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,M D INSURANCE SERVICES LTD,,,,2 SHORE LINES BUILDING,SHORE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1AU,0003701B0002A1,,,,,,26/10/2012,,,,,211000,,OFFICES AND PREMISES,104023,"£104,023.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MICRO EPSILON UK LTD,,,,1 SHORELINES BUILDING,SHORE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1AU,0003701B000103,1 SHORELINES BUILDING,SHORE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1AU,12/07/2013,,,,,24250,,OFFICES AND PREMISES,11955,"£11,955.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,M R ENGINEERING GROUP LTD,T/A MERSEY REWINDS LTD,,,107-125 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1AX,000261200117A8,107-125,BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,CH41 1AX,01/04/2000,,,,,60000,60000,FACTORY AND PREMISES,29580,"£29,580.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THEXTON PROPERTIES LIMITED,,,,167 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1AY,24190016707,167 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1AY,28/08/2009,,,,,17000,6300,PUBLIC HOUSE AND PREMISES,8160,"£8,160.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,M R ENGINEERING LTD,,,,125 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1BD,26120011703,107-125,BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,CH41 1AX,01/07/2011,,,,,25500,22500,WORKSHOP AND PREMISES,12571,"£12,571.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,GILMORE WOOD PRODUCTIONS,1 TAYLOR STREET,BIRKENHEAD,MERSEYSIDE,CH41 1BG,25890000107,ACCOUNTANCY SECTION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2001,,,,,48250,45500,FACTORY AND PREMISES,23787,"£23,787.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE BED FACTORY LTD,,,,5 LORD STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1BJ,000270600005B9,5 LORD STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1BJ,01/04/2004,,,,,33750,32000,SHOWROOM AND PREMISES,16638,"£15,138.75",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TILE TREND LTD,,CERAMIC TILE CENTRE LTD,,LORD STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1BJ,27060002609,"BAY 1, BLOCK B",MILL RACE LANE,STOURBRIDGE,WEST MIDLANDS,DY8 1JN,16/07/2000,,,,,53000,50500,WAREHOUSE AND PREMISES,26129,"£26,129.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CSCP LTD,,,,"CAR PARK ADJ 1, SANDFORD STREET",BIRKENHEAD,MERSEYSIDE,,CH41 1BN,00027500001A8,YSGUBOR HIR GWYTHERIN,NR ABERGELE,CONWAY,WALES,LL22 8GE,01/11/2012,,,,,7000,,CAR PARK AND PREMISES,3360,£560.00,01/11/2012,01/04/2016,"-£2,747.50",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL CHURCHES ARK PROJECT,,,,MARY COLE HOUSE,6 SANDFORD STREET,BIRKENHEAD,MERSEYSIDE,CH41 1BN,27500000404,MARY COLE HOUSE,6 SANDFORD STREET,BIRKENHEAD,MERSEYSIDE,CH41 1BN,01/04/2001,,,,,8800,7950,HOSTEL AND PREMISES,4338,£0.00,,,£0.00,,£0.00,01/04/2001,80%,"-£3,393.28",20%,-£848.32,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL INDEPENDENT LIVING,AND LEARNING,,,12 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A0012A7,,,,,,25/03/2011,,,,,6600,5300,OFFICES AND PREMISES,3253,£0.00,,,£0.00,,£0.00,25/03/2011,80%,"-£2,544.96",20%,-£636.24,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL LTD,C/O PEEL LAND & PROP PORTS  LTD,,,9 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A000909,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,17/08/2014,,,,,5000,,Offices and Premises,655,£655.74,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL LTD,C/O PEEL LAND & PROP PORTS NO 3 ,,,22 & 23 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A002205,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,22/09/2014,Y,27/10/2015,,,12250,9900,OFFICES AND PREMISES,1518,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL LTD,C/O PEEL LAND & PROP PORTS NO 3 ,,,8 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A000801,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,22/09/2014,Y,27/10/2015,,,5000,3600,OFFICES AND PREMISES,619,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL LTD,C/O PEEL LAND & PROPERTY PORTS,,,4 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A0004A1,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER LANCS,,M17 8PL,09/05/2014,Y,15/06/2015,,,4750,3400,OFFICE AND PREMISES,1273,"£1,273.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL LTD,C/O PEEL LAND & PROPERTY PORTS ,,,7 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A000708,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,22/09/2014,Y,27/10/2015,,,4850,3900,OFFICE AND PREMISES,601,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL LTD,CO PEEL LAND & PROP (PORTS NO 3),,,18 19 & 20 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A001804,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,04/06/2014,Y,09/11/2015,,,17500,14250,OFFICES AND PREMISES,2168,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL METROPOLITAN COLLEGE,FINANCE DEPT,,,14 15 & 16 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A00140A,WIRRAL BUSINESS & MANAGEMENT CENTRE,10 EUROPA BOULEVARD,BIRKENHEAD,,CH41 4NT,01/10/2010,,,,,12000,11500,OFFICES AND PREMISES,5916,"£1,183.20",,,£0.00,,£0.00,01/10/2010,80%,"-£4,627.20",0%,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL METROPOLITAN COLLEGE,FINANCE DEPT,,,17 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A00170B,WIRRAL BUSINESS & MANAGEMENT CENTRE,10 EUROPA BOULEVARD,BIRKENHEAD,,CH41 4NT,01/10/2010,,,,,5500,4450,OFFICE AND PREMISES,2711,£542.30,,,£0.00,,£0.00,01/10/2010,80%,"-£2,120.80",0%,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL TD,PEEL LAND & PROP PORTS NO 3 LTD,,,10 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A001001,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,22/09/2014,Y,27/10/2015,,,5300,,Offices and Premises,656,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,C S ONLINE RETAIL LTD,,,,11 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A0011A3,C/O PEEL LAND & PROPERTY PORTS LTD,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER ,M17 8PL,11/07/2014,,,,,10000,8000,OFFICES AND PREMISES,1311,"£1,311.48",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLARKSON BROTHERS LTD,,,,1 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A000106,1 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,01/04/2000,,,,,11750,9600,OFFICES AND PREMISES,5640,"£5,640.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GRAYPEN LTD,,,,21 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A0021A6,21 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,01/04/2000,,,,,5800,4650,OFFICES AND PREMISES,2784,£0.00,01/04/2005,01/04/2016,"-£2,731.80",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NSL SERVICES GROUP,,,,24 & 25 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A0024A7,FOURTH FLOOR,WESTGATE HOUSE,WESTGATE,LONDON,W5 1YY,05/05/2009,,,,,6500,6300,WAREHOUSE AND PREMISES,3120,"£3,120.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SHIPS ELECTRONIC SERVICES LTD,,,,2 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BP,0002590A00020A,CHICHESTER HOUSE,"WATERSIDE COURT, NEPTUNE CLOSE",ROCHESTER,KENT,ME2 4NZ,01/04/2014,,,,,5900,4750,OFFICES AND PREMISES,2832,"£2,832.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FERGUSON JOINERY LTD,,,,MERSEY EQUIPMENT LTD,82-90 TAYLOR STREET,BIRKENHEAD,MERSEYSIDE,CH41 1BQ,0002589000020B,,,,,,01/06/2010,,,,,26500,23250,GARAGE AND PREMISES,13064,"£11,564.50",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DANIEL BRADY CONSTRUCTION LTD,,,,PREMIER CAR SALES,FREEMAN STREET,BIRKENHEAD,MERSEYSIDE,CH41 1BR,000248300006B5,C/O 606 WOODCHURCH ROAD,BIRKENHEAD,,,CH43 0TT,28/07/2007,,,,,7300,5200,CAR SHOWROOM AND PREMISES,3504,£0.00,28/07/2007,01/04/2016,"-£2,693.27",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RKM VENTURES LTD,,,,4 FREEMAN STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1BR,24830000409,34 MOUNT PLEASANT ROAD,WALLASEY,,,CH45 5EW,10/10/2014,Y,10/10/2014,,,3700,3900,PUBLIC HOUSE AND PREMISES,1824,"£1,824.10",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE NATIONAL YOUTH ADVOCACY,SERVICE,,,G1 AT EGERTON HOUSE,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BT,3711000010,G1 AT EGERTON HOUSE,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BT,16/07/2007,,,,,97000,62500,OFFICES AND PREMISES,47821,£0.00,,,£0.00,,£0.00,16/07/2007,80%,"-£37,403.20",20%,"-£9,350.80",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EGERTON HOUSE (WIRRAL) LTD ,,,,EGERTON HOUSE,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BT,000371100001D8,EGERTON HOUSE,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BT,01/04/2004,,,,,216000,237000,OFFICES AND PREMISES,106488,"£106,488.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GOOD FOUNDATIONS LTD,,,,5-6 TOWER QUAYS,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BT,0002590A0005BA,,,,,,01/04/2010,,,,,9800,,OFFICES AND PREMISES,4704,"£2,979.10",01/04/2010,01/04/2016,"-£1,692.56",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,UNITED MOLASSES GROUP LIMITED,C/O MUA PROPERTY SERVICES LTD,,,P L TRANSTORE,EAST STREET,BIRKENHEAD,MERSEYSIDE,CH41 1BY,0004472B005601,WARLIES PARK HOUSE,HORSESHOE HILL,UPSHIRE,ESSEX,EN9 3SL,03/12/2010,,,,,92500,100000,STORAGE DEPOT AND PREMISES,45602,"£45,602.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,INTERKILT LTD IN LIQUIDATION,,,,EMERGENCY SERVICES TRAINING CENTRE,"2, EAST STREET",WALLASEY,MERSEYSIDE,CH41 1BY,0004129A000208,6TH FLOOR CARDINAL HOUSE,20 ST MARYS PARSONAGE,MANCHESTER,,M3 2LY,26/07/2010,Y,18/01/2010,Liquidator,Industrial Premises,0,300000,FACTORY AND PREMISES,0,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HANSON QUARRY PRODUCTS EUROPE LT,T/A HANSON AGGREGATES,,,CONCRETE BATCHING PLANT,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DE,50690002106,CASHIERS (RATES),UK BUSINESS SUPPORT CENTRE ,THE RIDGE CHIPPING SODBURY,BRISTOL,BS37 6AY,01/04/2000,,,,,26750,19000,CONCRETE BATCHING PLANT AND PREMISES,13187,"£13,187.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HI IMPACT CONSULTANCY LTD,,,,OFFICE 3 AT GALLAGHER HOUSE,CASHEL ROAD,WALLASEY,MERSEYSIDE,CH41 1DE,0004075A00055,,,,,,01/10/2014,,,,,8200,5800,Offices and Premises,3936,"£3,936.00",,,"-£1,212.91",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HI IMPACT CONSULTANCY LTD,,,,OFFICE 6,CASHEL ROAD,WALLASEY,MERSEYSIDE,CH41 1DE,0004075A0006A6,,,,,,01/10/2014,,,,,5100,4100,Offices and Premises,2448,"£2,448.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,UNITED MOLASSES GROUP LIMITED,C/O MUA PROPERTY SERVICES LTD,,,UNITED MOLASSES CO LTD,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,000506900029AA,WARLIES PARK HOUSE,HORSESHOE HILL,UPSHIRE,ESSEX,EN9 3SL,03/12/2010,,,,,287500,203000,STORAGE DEPOT AND PREMISES,141737,"£141,737.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MERSEY DOCKS PROPERTY,INVESTMENTS LTD,,,UNIT 7 UVECO BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B000707,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,01/10/2015,Y,01/10/2015,,Industrial Premises,5200,,WORKSHOP AND PREMISES,1281,£0.00,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEEL LAND & PROPERTY PORTS,NO. 3 LTD,,,UNIT 8 BRITANNIA HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B0015T4,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 4BY,01/07/2015,Y,01/07/2015,,Industrial Premises,19250,,Warehouse and Premises,2359,"£2,359.60",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,R L PLASTICS LTD,T/A H & O PLASTICS LTD,,,UNITS 4 & 5 BRITANNIA HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B0015A1,H & O PLASTICS,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,01/04/2000,,,,,52000,42000,FACTORY AND PREMISES,25636,"£25,636.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CDS REFRIGERATION LTD,,,,UNIT 13 UVECO BUSINESS CENTRE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B001303,,,,,,19/02/2013,,,,,5400,,WORKSHOP AND PREMISES,2592,£0.00,19/02/2013,01/04/2016,"-£2,543.40",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,COATINGS LTD,,,,UNIT 9 BRITANNIA HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B0015R6,UNIT 9,BRITANNIA HOUSE,DOCK ROAD,WALLASEY,CH41 1DF,24/07/2015,,,,,46500,48250,Warehouse and Premises,15784,"£15,784.08",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CS ONLINE RETAIL LTD,,,,UNIT 1 BRITANNIA HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B0015K1,C/O PEEL LAND & PROPERTY PORTS LTD,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,M17 8PL,09/10/2014,Y,02/06/2015,,Industrial Premises,10750,7900,WAREHOUSE AND PREMISES,1752,"£1,752.10",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEEL ADVERTISING LTD,,,,SITE 6226 OPP UNITED MOLASSES,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,50690622601,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 8PL,27/07/2009,,,,,2800,1875,Advertising Right and Premises,1344,"£1,344.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PEEL LAND & PROPERTY PORTS LTD,,,,UNIT2 BRITANNIA HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B000202,PEEL DOME,THE TRAFFORD CENTRE,MANCHESTER,,M17 4BY,18/08/2015,Y,18/08/2015,,Industrial Premises,20500,19250,WAREHOUSE AND PREMISES,5080,£0.00,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SIDWIL SERVICES LTD,,,,"UNIT 9, NORTH SIDE",WEST FLOAT,DOCK ROAD,BIRKENHEAD,CH41 1DF,0004472B002002,UNIT 9 WEST FLOAT,DOCK ROAD,BIRKENHEAD,,CH41 1DF,30/03/2015,,,,,7300,6700,WORKSHOP AND PREMISES,3504,£759.26,30/03/2015,01/04/2016,-£14.76,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE CARPET CO LTD,,,,UNITS 6 & 7 BRITANNIA HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,0004472B0015S8,BRITANNIA HOUSE,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DF,01/07/2010,,,,,43250,,Warehouse and Premises,21322,"£21,322.25",,,£0.00,,£0.00,,,£0.00,,£0.00,,
