Purchased quantities of household food & drink by income quintile Averages per person per week Quintile 1	Code	Description				Units	2001-02	2002-03	2003-04	2004-05	2005-06	2006	2007	2008	2009	2010	2011	2012	2013
	34401		Soft drinks, not concentrated, low calorie			ml	371	399	405	332	329	393	349	365	311	436	436	423	507
	35001		Chocolate bars - solid			g	28	25	29	29	28	31	29	30	34	33	32	34	35
	35101		Chocolate bars - filled			g	57	58	60	59	53	57	50	52	57	58	59	49	49
	35202		Chewing gum			g	3	2	3	3	3	2	3	3	2	2	2	2	2
	35301			Mints		g	3	3	3	4	3	3	3	3	3	3	2	1	2
	35302			Boiled sweets		g	29	28	27	26	25	25	26	25	30	30	33	34	32
	35401		Fudges, toffees, caramels			g	3	3	2	3	3	3	2	2	3	2	2	2	2
	35501		Takeaway confectionery			g	0	0	0	0	0	0	0	0	0	0	0	0	0
	38102		Beers			ml	115	116	100	114	100	102	105	79	115	122	106	115	85
	38202		Lagers and continental beers			ml	326	304	334	312	298	315	322	281	270	303	279	235	255
	38302		Ciders and perry			ml	53	48	51	39	41	49	56	60	66	74	69	77	105
	38402			Champagne, sparkling wines and wine with mixer		ml	20	9	14	17	14	21	23	12	14	29	20	22	23
	38403			Table wine		ml	320	337	317	364	337	347	345	296	335	327	338	321	304
	38501		Spirits with mixer			ml	1	0	1	1	0	0	1	0	1	2	2	2	1
	38601		Fortified wines			ml	14	18	8	10	11	11	10	8	8	5	9	10	9
	38701		Spirits			ml	33	34	33	29	22	27	34	23	25	33	26	37	27
	38801		Liqueurs and cocktails			ml	4	5	5	6	5	6	6	7	7	8	5	7	7
	38901		Alcopops			ml	22	19	17	18	11	13	11	6	6	10	10	8	4
