_id,OA Code,Multiple Deprivation Measure Rank,Income Domain Score,Income Domain Rank,Employment Domain Score (18-59/64 years),Employment Domain Rank (18-59/64 years),Crime and Disorder Domain Rank,Proximity to Services Domain Rank,Travel time to a GP premises (minutes),Travel time to an Accident and Emergency hospital (minutes),Travel time to a dentist (minutes),Travel time to a pharmacist (minutes),Travel time to an optician (minutes),Travel time to Job Centre or Jobs & Benefits Off (mins),Travel time to a Post Office (minutes),Travel time to a supermarket / food store (minutes),Travel time to a large service centre (minutes),Travel time to a Council Leisure Centre or sports fac (mins),Travel time to financial services (minutes),Travel time to other general services (minutes),Population Estimate (NIMDM 2010)
1327,95GG250010,460,0.48,725,0.27,354,1550,3812,1.72,7.6,1.72,1.14,1.72,1.04,0.79,0.42,2.32,1.82,0.42,1.36,330
1328,95GG250011,1147,0.48,718,0.18,1209,2600,4477,1.11,4.46,0.72,0.72,1.11,1.04,1.11,0.72,1.05,0.72,0.67,0.73,330
1329,95GG250012,723,0.51,610,0.22,699,1892,4253,1.41,6.75,0.94,0.79,1.79,0.99,0.29,0.36,2.63,1.97,0.29,1.16,285
1330,95GG250013,579,0.44,900,0.31,164,1949,4363,1.22,6.55,0.63,1.18,1.35,0.55,0.47,0.38,2.23,1.53,0.38,1.05,250
1331,95GG250014,705,0.46,804,0.27,349,2680,4517,1.03,5.09,0.59,1.03,1.03,0.3,0.79,0.48,1.91,1.18,0.48,0.87,300
1332,95GG250015,390,0.65,225,0.27,364,943,4331,1.14,6.93,0.76,0.73,1.71,0.91,0.18,0.63,2.71,1.97,0.18,1.03,255
1333,95GG250016,2652,0.17,2942,0.1,3243,4362,4192,0.85,7.25,0.59,0.74,1.77,1.06,0.43,0.74,2.97,2.16,0.43,0.98,450
1334,95GG250017,216,0.66,202,0.44,21,1479,4554,0.79,5.17,0.4,0.79,0.79,0.19,0.79,0.69,1.91,1.09,0.69,0.78,255
1335,95GG260001,1775,0.25,2183,0.15,1891,2689,4307,0.48,4.12,0.48,0.91,2.23,3.21,1.17,0.24,4.12,1.17,0.16,1.13,295
1336,95GG260002,743,0.42,1040,0.15,1896,235,3312,1.15,4.65,1.16,1.06,2.86,3.99,1.49,0.82,4.93,1.79,0.53,1.57,225
1337,95GG260003,845,0.42,1028,0.22,707,1150,4425,0.49,4.23,0.49,0.93,2.1,3.2,0.93,0.13,4.07,1.22,0.13,0.95,235
1338,95GG260004,1616,0.33,1542,0.14,2065,2658,4165,0.65,4.27,0.65,0.95,2.39,3.41,1.18,0.32,4.32,1.33,0.12,1.2,250
1339,95GG260005,3899,0.04,4766,0.03,4893,4816,2379,1.62,5.05,1.75,1.38,3.4,4.65,2.04,1.38,5.13,2.32,1.14,2.02,285
1340,95GG260006,181,0.61,320,0.34,106,2883,1886,1.11,7.72,1.52,1.11,6.57,7.12,1.11,1.4,7.9,1.72,1.52,2.38,315
1341,95GG260007,178,0.65,219,0.28,317,1587,2313,0.92,7.27,1.19,0.92,6.4,6.58,0.92,0.98,7.37,1.35,1.19,2.1,255
1342,95GG260008,135,0.59,374,0.32,135,1122,2831,0.98,6.64,0.92,0.92,5.57,5.83,0.92,0.47,6.65,0.97,0.92,1.76,275
1343,95GG260009,479,0.43,961,0.22,759,1886,3120,1.02,6.48,0.81,0.81,5.19,5.59,0.81,0.29,6.34,0.8,0.81,1.61,250
1344,95GG260010,337,0.5,647,0.26,394,1781,1781,1.78,6.58,2.09,1.99,3.94,5.99,1.99,1.43,6.48,2.2,2.09,2.41,240
1345,95GG260011,50,0.72,119,0.41,39,1223,2121,1.35,6.16,1.97,1.84,3.52,5.47,1.84,1.16,6.02,1.95,1.73,2.18,185
1346,95GG260012,281,0.56,459,0.31,176,646,1521,1.98,6.48,2.73,2.48,4.15,6.02,2.48,2.04,6.16,2.82,2.15,2.85,335
1347,95GG260013,1081,0.36,1383,0.22,700,1546,3802,0.57,4.85,1.08,0.93,2.47,3.93,0.93,0.6,4.78,1.81,0.54,1.21,265
1348,95GG260014,880,0.34,1492,0.22,669,1414,4356,0.5,4.47,0.82,0.51,1.93,3.48,0.51,0.44,4.27,1.56,0.44,0.74,280
1349,95GG270001,824,0.44,895,0.23,589,1936,3726,1.2,7.81,0.62,0.76,2.38,1.72,1.02,0.76,3.64,2.82,0.45,1.04,325
1350,95GG270002,2088,0.31,1658,0.14,2037,3654,3844,1.15,7.67,0.61,0.62,2.27,1.58,0.85,0.62,3.49,2.68,0.61,1.07,360
1351,95GG270003,1839,0.25,2171,0.14,2076,1902,2495,2.48,8.65,1.35,1.47,2.92,2.98,1.96,1.47,4.86,4.08,0.33,1.17,330
1352,95GG270004,338,0.44,939,0.33,124,1145,2237,2.8,8.77,1.63,1.68,3.18,3.26,2.3,1.68,5.11,4.35,0.22,1.09,320
1353,95GG270005,126,0.71,139,0.31,159,372,1477,3.55,8.78,3.32,3.29,3.73,4,3.55,2.03,5.93,5.11,0.87,1.37,395
1354,95GG270006,235,0.65,215,0.29,229,1498,3237,1.75,8.03,1.17,0.75,2.89,2.18,1.34,0.75,4.06,3.27,0.4,1.22,370
1355,95GG270007,434,0.46,788,0.29,235,560,3343,1.64,8.05,1.05,0.8,2.82,2.13,1.32,0.8,4.03,3.22,0.26,1.11,270
1356,95GG270008,17,0.83,42,0.48,9,37,2954,2.02,8.49,1.03,1.28,2.59,2.62,1.46,1.28,4.53,3.71,0.17,1.03,290
1357,95GG270009,895,0.46,822,0.22,768,1993,3394,1.57,8.18,0.97,1.02,2.59,2.18,1.14,1.02,4.1,3.27,0.12,0.91,350
1358,95GG270010,1104,0.35,1388,0.15,1820,532,1360,3.58,8.39,3.58,2.9,3.58,2.91,2.9,2.58,3.94,3.61,2.38,2.95,480
1399,95GG290015,1048,0.33,1526,0.19,1087,1657,4796,0.61,6.26,0.29,0.61,0.61,0.53,0.78,0.58,1.4,0.78,0.29,0.4,260
1359,95GG270011,3270,0.11,3795,0.11,2841,2121,1590,3.5,9.43,2.6,2.17,4,3.8,2.84,2.17,4.96,4.74,1.1,1.58,440
1360,95GG270012,2578,0.2,2651,0.13,2322,4484,1425,3.81,9.91,2.69,2.55,4.04,4.18,3.22,2.55,5.35,5.12,1.28,1.73,540
1361,95GG270013,1636,0.34,1480,0.18,1186,2257,2324,2.69,8.08,2.16,1.2,3.64,2.85,1.92,1.2,4.55,3.9,0.44,1.75,395
1362,95GG270014,353,0.59,366,0.28,318,2901,3094,2.19,7.67,1.72,0.63,3.06,2.26,1.34,0.63,3.96,3.3,0.2,1.68,335
1363,95GG270015,340,0.5,664,0.3,217,1484,3456,1.83,7.71,1.33,0.4,2.8,2.03,1.12,0.4,3.83,3.1,0.4,1.4,325
1364,95GG270016,327,0.64,252,0.24,516,101,4020,1.59,7.4,1.17,0.19,2.43,1.64,0.73,0.19,3.42,2.71,0.19,1.22,280
1365,95GG270017,375,0.5,651,0.3,201,2530,2768,2.3,8.08,1.75,0.93,3.33,2.57,1.65,0.93,4.35,3.64,0.19,1.53,310
1366,95GG270018,720,0.41,1058,0.23,654,872,4151,1.41,7.41,0.99,0.18,2.3,1.53,0.64,0.18,3.35,2.61,0.18,1.12,385
1367,95GG270019,454,0.54,496,0.26,407,2534,2765,2.23,8.37,1.45,1.14,3.02,2.67,1.8,1.14,4.53,3.77,0.16,1.23,395
1368,95GG280001,1945,0.21,2512,0.16,1570,522,2165,1.8,4.84,2.25,1.46,3.2,4.89,2.57,1.46,4.29,2.6,1.27,2.12,495
1369,95GG280002,355,0.51,603,0.25,473,3423,3099,1.03,4,1.96,1,2.96,4.15,2,1,3.85,2.1,0.5,1.62,235
1370,95GG280003,985,0.41,1103,0.18,1277,2350,3527,1.01,3.86,1.61,0.65,2.73,3.81,1.7,0.65,4.1,1.78,0.54,1.41,310
1371,95GG280004,967,0.39,1227,0.23,605,913,3626,0.26,2.9,2.02,0.93,2.4,3.33,1.55,1.16,3.43,1.79,0.53,1.21,290
1372,95GG280005,406,0.44,919,0.3,208,1308,3591,0.53,3.46,1.91,0.93,2.68,3.71,1.71,0.93,3.63,1.87,0.18,1.32,230
1373,95GG280006,1020,0.41,1109,0.2,981,1189,2650,1.27,4.3,2.43,1.47,2.58,4.66,2.02,1.47,3.59,2.02,0.8,1.83,265
1374,95GG280007,523,0.41,1094,0.23,634,4034,3104,0.81,3.78,2.33,1.13,2.52,4.24,1.9,1.34,3.35,1.9,0.46,1.59,245
1375,95GG280008,190,0.54,490,0.3,206,3285,3291,0.61,3.57,2.19,0.99,2.64,3.98,1.96,1.21,3.39,2.01,0.28,1.48,300
1376,95GG280009,193,0.61,303,0.31,171,2143,3078,1.33,2.86,2.32,0.37,2.65,3.81,1.83,1.71,3.53,1.42,0.65,1.79,325
1377,95GG280010,295,0.51,593,0.26,373,1979,3019,1.07,4.02,2.27,1.27,2.27,4.59,1.67,1.63,3.19,1.67,0.5,1.64,270
1378,95GG280011,303,0.44,886,0.27,324,89,3178,0.93,2.55,2.03,0.18,2.37,3.47,1.98,1.64,3.6,1.48,0.97,1.79,380
1379,95GG280012,2471,0.13,3505,0.14,1933,3649,1391,2.66,6.17,2.99,2.49,3.94,6.11,3.14,2.49,5.22,3.53,2.38,3.02,480
1380,95GG280013,2600,0.17,3035,0.15,1843,3914,2058,1.97,5.15,2.03,1.51,3.61,4.9,2.39,1.51,4.92,2.55,1.45,2.2,395
1381,95GG280014,1925,0.15,3217,0.17,1380,964,2807,1.5,4.4,1.75,0.95,3.1,4.28,2.06,0.95,4.38,2.09,0.95,1.76,325
1382,95GG280015,3508,0.06,4548,0.08,3608,4153,1784,2.18,5.27,2.57,1.84,3.25,5.36,2.79,1.84,4.44,2.79,1.65,2.4,485
1383,95GG280016,1409,0.3,1759,0.18,1229,837,4225,0.99,3.53,0.99,0.37,2.15,3.12,1.11,0.37,4.13,1.14,0.37,1.13,270
1384,95GG280017,1984,0.19,2756,0.2,879,2742,2963,1.5,4.47,1.5,0.88,2.99,4.15,1.97,0.88,4.7,1.94,0.88,1.69,270
1385,95GG290001,3067,0.16,3114,0.08,3883,1928,4072,0.2,7.88,1.41,0.9,0.93,0.71,0.9,0.9,2.65,0.98,0.93,0.99,280
1386,95GG290002,1621,0.23,2337,0.09,3303,2747,4094,0.61,8.36,1.41,0.57,0.99,1.41,1.1,0.99,2.48,0.57,0.77,0.72,205
1387,95GG290003,1108,0.2,2602,0.13,2267,278,1924,2.37,7.26,2.92,2.56,3.76,3.84,2.34,1.24,5.16,2.56,1.24,1.54,215
1388,95GG290004,829,0.41,1086,0.18,1280,1393,4376,0.85,8.1,1.14,0.37,1.01,1.63,0.85,0.85,2.27,0.37,0.51,0.49,280
1389,95GG290005,2985,0.1,3861,0.07,4029,3863,4183,0.97,8.04,1.22,0.62,1.35,1.88,0.81,0.81,2.6,0.62,0.54,0.68,220
1390,95GG290006,2754,0.22,2474,0.05,4528,703,4861,1.04,6.09,0.78,0.31,0.46,0.36,0.31,0.31,2.12,0.46,0.46,0.34,275
1391,95GG290007,194,0.71,140,0.23,650,1166,4412,0.84,7.53,0.92,0.77,1.74,2.42,0.39,0.39,2.6,0.77,0.33,0.61,260
1392,95GG290008,1831,0.23,2377,0.11,2900,422,4740,0.69,6.31,0.75,0.44,0.69,0.14,0.44,0.44,1.84,0.71,0.69,0.4,310
1393,95GG290009,1526,0.31,1690,0.14,1927,1123,4495,0.33,7.82,0.97,0.52,0.52,0.55,1.08,0.52,2.23,0.82,0.52,0.79,250
1394,95GG290010,695,0.54,486,0.16,1635,693,4574,0.77,8,0.94,0.23,0.77,1.61,0.86,0.64,1.77,0.23,0.52,0.36,320
1395,95GG290011,125,0.74,90,0.31,180,1268,4653,0.77,7.54,0.69,0.52,1.45,2.23,0.35,0.35,2.17,0.52,0.16,0.41,340
1396,95GG290012,2641,0.21,2542,0.09,3545,740,4851,0.97,6.07,0.61,0.42,0.42,0.34,0.42,0.42,1.98,0.42,0.42,0.37,260
1397,95GG290013,90,0.81,49,0.3,203,1197,4698,0.46,7.16,0.58,0.66,1.91,2.7,0.12,0.12,2.38,0.58,0.12,0.46,235
1400,95GG290016,1745,0.27,1974,0.13,2211,265,4847,0.51,6.4,0.14,0.51,0.5,0.75,1.01,0.5,1.12,1.01,0.14,0.39,285
1401,95GG290017,1873,0.29,1819,0.11,2780,1847,4831,0.59,6.31,0.15,0.59,0.59,0.67,0.89,0.59,1.25,0.89,0.15,0.34,260
1402,95GG300001,3654,0.16,3056,0.09,3379,3685,3939,1.14,5.74,1.17,1.22,1.14,2.32,1.14,1.05,1.72,0.22,1.14,0.8,330
1403,95GG300002,1315,0.44,917,0.16,1615,2546,3295,1.78,6.65,1.06,1.65,2.97,5.11,1.78,0.2,3.73,1.65,0.2,1.22,200
1404,95GG300003,1044,0.38,1237,0.24,504,4281,3610,1.65,4.29,1.5,1.78,1.65,3.12,1.65,0.48,2.77,1.31,0.48,1.34,215
1405,95GG300004,1481,0.31,1696,0.19,1068,2520,3212,1.81,6.36,1.07,1.71,3.2,5.51,1.71,0.19,4.12,1.84,0.19,1.22,255
1406,95GG300005,4596,0.09,4087,0.06,4309,1489,4415,0.31,3.69,0.79,0.31,1.15,2.68,1.23,1.15,3.08,1.91,0.19,0.58,270
1407,95GG300006,4792,0.1,3981,0.03,4854,2676,4190,0.29,3.54,0.84,0.29,1.46,2.93,1.46,1.37,3.28,2.05,0.31,0.69,310
1408,95GG300007,4920,0.05,4690,0.04,4825,3337,3455,0.92,3.72,1.34,0.92,1.68,3.23,1.68,1.29,3.25,1.84,1.1,1.15,320
1409,95GG300008,4277,0.08,4287,0.08,3725,1963,4324,0.83,5.48,0.85,0.91,0.83,2.33,0.83,0.83,2.03,0.52,0.83,0.73,305
1410,95GG300009,4201,0.13,3580,0.09,3574,4737,4107,1.01,5.4,0.88,0.97,0.97,2.59,1.01,0.97,2.22,0.53,0.97,0.84,290
1411,95GG300010,4575,0.06,4556,0.08,3693,1916,3824,1.13,4.25,1.06,1.35,1.13,2.65,1.13,1.09,2.5,1.09,1.09,1.05,310
1412,95GG300011,4394,0.07,4313,0.06,4266,3842,3685,1.33,5.76,1.27,1.34,1.33,2.52,1.33,1.11,1.8,0.13,1.33,0.93,310
1413,95GG300012,4165,0.11,3788,0.08,3823,2605,4152,0.93,4.44,0.94,1.22,0.93,2.39,0.93,0.93,2.22,0.82,0.93,0.88,305
1414,95GG300013,4131,0.1,3919,0.1,3012,3967,3759,1.25,5.52,1.1,1.19,1.19,2.72,1.25,1.19,2.16,0.37,1.19,0.97,325
1415,95GG300014,4826,0.03,4897,0.04,4805,4700,3506,1.43,4.07,1.6,1.43,1.63,3.15,1.63,0.78,2.94,1.49,0.78,1.32,250
1416,95GG300015,4251,0.06,4574,0.06,4286,1745,3422,1.28,3.9,1.54,1.28,1.72,3.26,1.72,0.91,3.13,1.69,0.91,1.29,270
1417,95GG300016,262,0.59,357,0.32,142,652,3016,2.05,6.4,1.53,1.76,1.76,4.36,2.05,0.71,3.75,1.34,0.71,1.39,170
1418,95GG300017,584,0.57,403,0.22,724,1534,3170,1.8,6.4,1.26,1.8,2.12,4.78,1.8,0.44,4.03,1.64,0.44,1.38,205
1419,95GG310001,1975,0.31,1628,0.17,1356,1637,3830,1.39,7.73,0.72,0.72,1.82,2.1,1.67,0.37,3.27,2.42,0.37,0.99,340
1420,95GG310002,607,0.46,783,0.28,316,2156,4130,1,8.17,0.92,0.36,1.98,2.03,0.36,0.36,3.78,2.86,0.36,0.78,305
1421,95GG310003,1867,0.28,1859,0.19,1077,2815,3590,1.11,8.12,1.19,0.83,2.08,2.1,0.83,0.74,3.69,2.78,0.74,0.93,395
1422,95GG310004,287,0.62,295,0.31,174,559,3798,1.56,8.67,0.95,0.52,1.41,2.59,0.52,0.52,4.36,3.45,0.52,0.79,315
1423,95GG310005,1362,0.41,1066,0.15,1819,1051,3525,1.37,8.42,1.32,0.73,1.72,2.4,0.73,0.73,4.05,3.13,0.73,0.98,300
1424,95GG310006,2867,0.22,2400,0.13,2351,2880,3589,1.55,8.05,1.07,1.07,2.17,2.38,1.56,0.3,3.64,2.78,0.3,0.93,715
1425,95GG310007,104,0.89,22,0.3,195,445,3741,1.34,8.17,0.75,0.83,2.39,2.07,0.83,0.83,4,3.14,0.22,0.72,580
1426,95GG310008,299,0.68,176,0.26,422,1305,4135,0.87,7.95,0.36,0.54,2.22,1.73,0.54,0.54,3.63,2.74,0.42,0.71,350
1427,95GG310009,2016,0.27,2004,0.16,1554,2362,4008,0.6,7.64,0.17,0.84,1.89,1.36,0.84,0.84,3.28,2.4,0.75,0.88,335
1428,95GG310010,2102,0.26,2085,0.14,1990,760,4188,0.56,7.81,0.52,0.57,1.89,1.58,0.57,0.57,3.38,2.47,0.57,0.71,355
1429,95GG310011,2087,0.29,1802,0.17,1488,2990,3980,0.58,7.52,0.61,0.61,1.46,1.44,1.14,0.71,2.99,2.08,0.97,0.99,330
1430,95GG310012,326,0.53,507,0.31,175,1146,4338,1.13,8.29,0.84,0.14,1.9,2.12,0.14,0.14,3.95,3.04,0.14,0.62,215
1431,95GG310013,288,0.64,243,0.29,243,681,4129,1.26,8.31,0.78,0.42,2.03,2.15,0.42,0.42,4.05,3.16,0.17,0.51,305
1432,95GG310014,3962,0.1,3939,0.1,3165,3066,4066,1.08,7.39,0.29,0.29,1.38,1.67,1.38,0.58,2.85,1.99,0.78,1.02,400
1433,95GG310015,2193,0.27,2022,0.15,1710,2589,3961,0.49,7.68,0.77,0.84,1.67,1.49,0.84,0.84,3.19,2.27,0.84,0.82,370
1434,95GG310016,2185,0.31,1676,0.16,1571,2418,4287,0.98,7.16,0.16,0.16,1.09,1.42,1.09,0.29,2.57,1.7,1.07,1.05,350
1435,95GG310017,2784,0.19,2760,0.13,2166,2075,3811,0.94,7.86,0.86,0.86,1.85,1.87,1.03,0.65,3.38,2.48,0.65,0.95,345
1436,95GG320001,2733,0.19,2744,0.12,2469,961,3482,0.43,5.39,1.6,0.84,2.5,4.59,0.84,0.84,4.85,1.53,0.84,1.36,280
1437,95GG320002,3369,0.13,3481,0.1,3235,2126,3549,0.84,6.43,0.54,0.54,5.06,5.65,0.54,0.2,6.18,0.51,0.54,1.39,265
1438,95GG320003,2116,0.27,2015,0.14,1957,466,4117,0.2,4.93,1.19,0.5,2.17,4.07,0.5,0.5,4.54,2.06,0.5,0.98,290
1439,95GG320004,1145,0.31,1663,0.17,1402,215,1857,1.43,8.1,1.21,1.66,6.34,7.95,1.66,1.06,7.16,1.98,1.36,2.2,450
1440,95GG320005,269,0.49,703,0.3,196,973,1608,1.86,9.34,2.33,1.86,7.51,8.88,1.86,0.69,8.6,2.56,0.82,2.74,315
1441,95GG320006,1159,0.35,1436,0.17,1442,790,1392,2.07,9.64,2.62,2.07,8.23,9.09,2.07,1.04,9.31,2.87,1.37,3.16,645
1442,95GG320007,1011,0.4,1162,0.19,1141,1457,2453,1.06,7.8,1.15,1.06,6.46,7.48,1.06,0.66,7.02,1.47,0.6,1.85,400
1443,95GG320008,184,0.65,222,0.29,242,489,2241,1.26,8.15,1.38,1.26,6.71,7.83,1.26,0.57,7.34,1.75,0.5,2.04,340
1444,95GG320009,116,0.77,74,0.29,248,99,2341,1.04,8.37,1.5,1.04,7.17,7.87,1.04,0.33,7.71,1.74,0.33,2.05,445
1445,95GG320010,1239,0.34,1501,0.2,896,892,3273,0.36,7.29,0.62,0.36,6.05,6.78,0.36,0.62,6.72,0.85,0.29,1.45,275
1446,95GG320011,351,0.52,560,0.37,72,1973,3503,0.53,6.97,0.47,0.47,5.63,6.51,0.47,0.47,6.37,0.65,0.12,1.31,220
1447,95GG320012,630,0.46,819,0.24,497,831,3246,0.32,7.29,0.55,0.32,6.07,6.65,0.32,0.55,6.83,0.8,0.53,1.48,270
1448,95GG320013,1534,0.27,2024,0.18,1270,1347,3834,0.76,6.47,0.31,0.31,5.01,6.02,0.31,0.31,5.92,0.31,0.31,1.12,285
1449,95GG320014,1344,0.37,1287,0.14,2128,147,3993,0.8,6.31,0.25,0.25,4.83,5.75,0.25,0.25,5.88,0.14,0.25,1.11,300
1450,95GG320015,635,0.62,292,0.25,469,2807,3547,1.17,5.87,0.61,0.61,4.26,5.34,0.61,0.61,5.44,0.37,0.61,1.34,245
1451,95GG320016,922,0.5,634,0.15,1730,77,4055,0.55,6.62,0.13,0.13,5.21,6.03,0.13,0.13,6.16,0.25,0.13,1.06,215
1452,95GG320017,1086,0.34,1475,0.27,325,1286,3247,1.15,5.36,1.03,1.03,3.66,4.8,1.03,0.93,5.04,0.79,0.65,1.6,295
1453,95GG320018,2459,0.18,2908,0.13,2170,1553,3430,1.2,5.89,0.71,0.71,4.35,5.18,0.71,0.46,5.62,0.52,0.71,1.43,265
1454,95GG330001,4646,0.08,4189,0.07,4072,3059,4024,0.78,3.31,0.78,1.04,0.78,2.67,1.5,1.04,3.24,1.02,1.02,1.03,415
1455,95GG330002,4624,0.08,4274,0.06,4405,1348,4781,0.18,3.18,0.18,0.53,0.18,2.03,1.3,0.53,2.61,0.63,0.53,0.63,250
1456,95GG330003,4639,0.07,4388,0.05,4483,604,4389,0.63,3.69,0.63,1.15,0.63,2.1,1.8,1.03,2.56,0.33,0.33,0.67,380
1457,95GG330004,4929,0.02,4918,0.03,4858,2264,3452,1.08,3.54,1.08,1.39,1.08,2.92,1.76,1.39,3.46,1.17,1.17,1.26,395
1458,95GG330005,4921,0.02,4934,0.05,4550,1909,3369,1.57,4.44,1.57,1.44,1.57,2.73,1.62,1.14,3.04,0.99,0.99,1.29,345
1459,95GG330006,4570,0.06,4456,0.05,4661,920,4089,1.31,2.72,1.17,1.17,1.11,2.92,1.1,0.71,3.58,1.5,0.71,0.8,300
1460,95GG330007,4978,0.02,4959,0.06,4305,3939,3309,1.29,4.11,1.29,1.79,1.29,2.83,1.88,1.5,3.24,0.89,0.89,1.3,330
1502,95GG350016,61,0.77,76,0.34,105,179,4962,0.2,0.75,0.2,0.2,0.2,1.54,0.84,0.75,1.41,1.41,0.2,0.72,300
1461,95GG330008,4451,0.04,4788,0.07,4002,1882,2394,1.91,4.24,1.91,1.92,1.91,3.51,1.92,1.79,3.98,1.73,1.73,1.95,285
1462,95GG330009,4891,0.02,4949,0.04,4815,3023,2772,1.66,4.23,1.66,1.8,1.66,3.24,1.8,1.58,3.68,1.39,1.39,1.73,300
1463,95GG330010,5010,0.02,4909,0.02,4987,3425,3005,2.16,4.77,2.16,1.16,2.16,3.43,1.16,1.02,3.77,1.71,1.02,1.68,380
1464,95GG330011,4956,0.03,4887,0.05,4515,4148,2690,2.42,4.88,2.42,1.16,2.42,3.73,1.16,1.16,4.08,2.03,1.19,1.83,310
1465,95GG330012,3914,0.18,2852,0.1,3185,1529,4955,0.98,2.39,0.46,0.46,0.09,2.07,0.51,0.46,2.77,0.62,0.09,0.24,150
1466,95GG330013,4824,0.05,4588,0.03,4933,2074,4566,1.08,2.82,0.77,0.77,0.52,3.4,0.71,0.4,4.31,1.29,0.4,0.45,335
1467,95GG330014,4323,0.08,4246,0.08,3896,1383,4027,1.24,3.11,1.05,1.05,0.91,3.91,1.24,0.63,4.8,1.67,0.63,0.78,305
1468,95GG330015,3590,0.19,2681,0.09,3514,639,4993,0.53,2.76,0.12,0.12,0.12,1.96,0.88,0.12,2.61,0.83,0.12,0.39,150
1469,95GG330016,4972,0.03,4886,0.02,4982,2973,4741,0.69,2.74,0.45,0.45,0.45,2.33,0.89,0.45,2.98,1.06,0.45,0.56,330
1470,95GG330017,4838,0.03,4829,0.06,4429,2161,4761,0.41,2.96,0.41,0.43,0.41,2.25,1.09,0.43,2.87,1,0.43,0.62,295
1471,95GG340001,4704,0.11,3805,0.05,4595,1930,4398,2.06,4.71,0.86,0.69,1.32,2.16,0.69,0.28,2.26,1.48,0.28,0.8,250
1472,95GG340002,3737,0.15,3210,0.1,3121,2162,4401,2.02,5.46,0.57,0.47,1.23,3.25,0.44,0.44,3.23,2.15,0.14,0.45,315
1473,95GG340003,3765,0.17,2961,0.12,2655,2124,4180,2.21,5.13,0.66,0.79,1.41,3.23,0.49,0.49,3.02,1.8,0.49,0.64,400
1474,95GG340004,3421,0.16,3106,0.12,2448,430,4468,1.55,5.76,0.37,0.21,0.79,3.65,0.79,0.21,3.82,2.32,0.21,0.47,385
1475,95GG340005,3491,0.15,3219,0.12,2444,1866,3816,1.75,6,1,0.63,1.27,3.05,1.15,0.63,3.69,2.72,0.63,0.83,290
1476,95GG340006,4498,0.07,4325,0.08,3754,1948,3846,1.84,5.41,0.85,0.44,0.97,4.44,1.22,0.72,4.47,1.71,0.72,0.86,270
1477,95GG340007,4678,0.05,4660,0.04,4732,529,4256,1.72,5.46,0.41,0.18,0.78,4.18,0.85,0.69,4.09,1.84,0.41,0.59,290
1478,95GG340008,4289,0.12,3693,0.08,3766,1018,4475,1.65,5.57,0.16,0.37,0.74,3.96,0.66,0.37,3.84,2.05,0.16,0.44,295
1479,95GG340009,4078,0.13,3504,0.11,2927,3225,3290,1.57,6.34,1.29,0.92,1.35,3.23,1.56,0.92,4.14,3.03,0.92,1.02,355
1480,95GG340010,2292,0.24,2250,0.13,2177,2394,3596,1.38,5.86,0.69,0.69,0.69,5.1,1.6,0.91,5.05,2.13,0.69,0.93,285
1481,95GG340011,1599,0.35,1437,0.16,1670,2265,4158,1.28,5.82,0.35,0.35,0.35,4.64,1.2,0.78,4.55,2.17,0.35,0.64,285
1482,95GG340012,1900,0.23,2373,0.2,947,1251,4257,0.95,6.09,0.17,0.17,0.17,4.63,1.41,0.76,4.77,2.45,0.17,0.6,250
1483,95GG340013,1971,0.31,1694,0.15,1847,3865,3546,1.2,6.13,0.81,0.59,0.81,5.57,1.95,0.59,5.5,2.39,0.59,1.05,330
1484,95GG340014,1376,0.36,1360,0.18,1204,1767,3819,0.95,6.19,0.52,0.52,0.52,5.29,1.8,0.54,5.31,2.48,0.52,0.93,205
1485,95GG340015,4268,0.08,4212,0.06,4234,478,4070,1.37,3.93,1.37,1.38,1.37,1.46,1.17,0.38,1.78,1.03,1.02,1.01,300
1486,95GG340016,3528,0.16,3075,0.12,2512,1626,3675,1.7,5.77,1.12,0.91,1.66,2.51,1.09,0.91,3.12,2.25,0.72,0.98,285
1487,95GG350001,206,0.53,536,0.27,348,82,4979,0.69,1.32,0.38,0.69,0.24,0.66,0.24,0.24,2.11,1.88,0.24,0.38,375
1488,95GG350002,457,0.52,553,0.2,939,1228,4943,0.41,0.49,0.41,0.41,0.41,1.71,0.6,0.49,1.5,1.5,0.41,0.53,255
1489,95GG350003,110,0.67,192,0.34,103,467,4788,0.6,1.34,0.6,0.6,0.6,1.05,0.62,0.62,1.83,1.83,0.6,0.54,320
1490,95GG350004,399,0.56,449,0.19,1011,329,4948,0.23,1.4,0.89,0.23,0.89,1.79,1.02,0.23,1.23,1.23,0.23,0.29,280
1491,95GG350005,10,0.88,23,0.4,42,118,4966,0.27,1.16,0.75,0.27,0.75,1.73,1.18,0.19,1,1,0.27,0.31,315
1492,95GG350006,328,0.55,468,0.23,595,362,5015,0.53,0.88,0.29,0.11,1.14,1.81,0.29,0.11,0.9,1.73,0.11,0.24,275
1493,95GG350007,100,0.73,114,0.33,116,699,5010,0.39,0.96,0.4,0.09,1.13,1.68,0.4,0.15,0.96,1.61,0.15,0.28,245
1494,95GG350008,265,0.51,614,0.24,536,380,4974,0.11,1.06,0.39,0.31,0.77,1.28,0.67,0.53,1.33,1.51,0.16,0.51,310
1495,95GG350009,168,0.63,258,0.3,200,971,5003,0.4,0.73,0.28,0.26,0.89,1.62,0.28,0.26,1.17,1.81,0.26,0.27,300
1496,95GG350010,179,0.65,235,0.27,343,1446,4957,0.54,0.6,0.39,0.55,0.68,1.74,0.39,0.39,1.37,1.74,0.37,0.38,300
