Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Amount  
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",WYG ENGINEERING LTD,4021521,"£12,523.18"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants - Other,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",WYG ENGINEERING LTD,4021521,"£3,266.92"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021526,£700.39
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Professional/Management),National Climate Change & Consumer Support - Communications,XCHANGETEAM GROUP LTD,4021526,£907.12
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4021527,"£25,309.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4021528,"£320,661.75"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Cash Expenditure during the Year - Other Health Related Provisions,Energy Markets & Infrastructure - Energy Development Unit,NABARRO,4021528,"£23,725.62"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4021529,"£2,942.28"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Professional/Management),Corporate Support & Shared Services - Corporate Support & Shared Services,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,4021530,"£3,600.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,PPM (Project & Programme Management) Training,Energy Markets & Infrastructure - Energy Development Unit,NATIONAL SCHOOL OF GOVERNMENT (CMPS),4021531,£995.00
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Technical Advice / Services & Support,Energy Markets & Infrastructure - Energy Development Unit,COI COMMUNICATIONS,4021533,"£1,080.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Stationery,Energy Markets & Infrastructure - Office of Carbon Capture and Storage,LYRECO UK LTD,4021535,"£1,200.74"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants to Private Sector - Own Asset Creation,Energy Markets & Infrastructure - Office for Renewable Energy Deployment,AEA TECHNOLOGY plc,4021539,"£14,228.00"
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Hire of Agency Staff (Clerical/Secretariat/Other),International Energy & Climate Change - International Climate Change Negotiations,BROOK STREET (UK) LTD,4021540,£810.90
Department of Energy and Climate Change,Department of Energy and Climate Change,31/01/2011,Capital Grants to Private Sector - Own Asset Creation,"National Climate Change & Consumer Support - Smart Meters, Distributed Energy and Fuel Poverty",BUILDING RESEARCH ESTABLISHMENT LTD (BRE),4021542,"£264,686.39"
