Newcastle City Council Invoices over £500 paid in July 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,LS CARE LTD,5164770,Revenue,1MH50,Ind Home Spot Pur Pd         M,615.26
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,MENCAP,5178048,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,405.08"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,MENCAP,5165661,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,405.08"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05 July 2011,MENCAP,5157168,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,405.08"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05 July 2011,MENCAP,5157169,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"4,830.65"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177020,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,598.56
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177155,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,105.84"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177354,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,648.44
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177358,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,748.20
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177574,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,798.08
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177575,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,172.18"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177744,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,598.56
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5178414,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,598.56
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,NEW PROSPECTS ASSOCIATION LTD,5161472,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,598.80
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158200,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,648.70
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158255,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,748.50
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158544,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,748.48
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158577,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,598.80
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158580,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,598.80
Adult and Culture,Adult Serv Finance         ,Third Party Payments,13 July 2011,NEW PROSPECTS ASSOCIATION LTD,5163551,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,172.62"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,08 July 2011,NEW PROSPECTS ASSOCIATION LTD,5160446,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,106.36"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5176701,Revenue,1MK55,Dom Care Family/Carer - Ld   M,947.72
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5176702,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,109.83"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5176784,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,247.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5176786,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,618.70"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177023,Revenue,1MK55,Dom Care Family/Carer - Ld   M,673.38
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177157,Revenue,1MK55,Dom Care Family/Carer - Ld   M,997.60
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177177,Revenue,1MK55,Dom Care Family/Carer - Ld   M,698.32
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177340,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,047.48"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177341,Revenue,1MK55,Dom Care Family/Carer - Ld   M,598.56
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177576,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,147.24"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5177751,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,097.36"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5178410,Revenue,1MK55,Dom Care Family/Carer - Ld   M,561.15
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEW PROSPECTS ASSOCIATION LTD,5178415,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,222.06"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,NEW PROSPECTS ASSOCIATION LTD,5161473,Revenue,1MK55,Dom Care Family/Carer - Ld   M,748.50
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,NEW PROSPECTS ASSOCIATION LTD,5161797,Revenue,1MK55,Dom Care Family/Carer - Ld   M,698.60
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,NEW PROSPECTS ASSOCIATION LTD,5161798,Revenue,1MK55,Dom Care Family/Carer - Ld   M,798.32
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,NEW PROSPECTS ASSOCIATION LTD,5161800,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,619.75"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158199,Revenue,1MK55,Dom Care Family/Carer - Ld   M,873.18
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158201,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,222.55"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158553,Revenue,1MK55,Dom Care Family/Carer - Ld   M,948.10
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158554,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,247.50"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158555,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,147.70"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEW PROSPECTS ASSOCIATION LTD,5158556,Revenue,1MK55,Dom Care Family/Carer - Ld   M,598.80
Adult and Culture,Adult Serv Finance         ,Third Party Payments,13 July 2011,NEW PROSPECTS ASSOCIATION LTD,5163524,Revenue,1MK55,Dom Care Family/Carer - Ld   M,623.73
Adult and Culture,Adult Serv Finance         ,Third Party Payments,13 July 2011,NEW PROSPECTS ASSOCIATION LTD,5163527,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,309.96"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,13 July 2011,NEW PROSPECTS ASSOCIATION LTD,5163549,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,363.44"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,13 July 2011,NEW PROSPECTS ASSOCIATION LTD,5163552,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,247.50"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5177551,Revenue,1MX06,In-House Home Care           M,"3,189.93"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5177759,Revenue,1MX06,In-House Home Care           M,"1,931.64"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5178403,Revenue,1MX06,In-House Home Care           M,"8,067.25"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5158117,Revenue,1MX06,In-House Home Care           M,"3,203.36"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,5158257,Revenue,1MX06,In-House Home Care           M,"1,982.33"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,NORTH EAST AUTISTIC SOCIETY,5164603,Revenue,1MK50,Ind Supported Living - Ld    M,"3,058.25"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,NORTH EAST AUTISTIC SOCIETY,5164733,Revenue,1MK50,Ind Supported Living - Ld    M,"3,058.25"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,NORTH EAST AUTISTIC SOCIETY,5165219,Revenue,1MK50,Ind Supported Living - Ld    M,"3,058.25"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,NORTH EAST AUTISTIC SOCIETY,5164617,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"1,118.32"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NORTH EAST AUTISTIC SOCIETY,5177158,Revenue,1MK60,Ind Day Care Ld              M,"7,384.60"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NORTH EAST AUTISTIC SOCIETY,5177159,Revenue,1MK60,Ind Day Care Ld              M,"7,384.60"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NORTH EAST AUTISTIC SOCIETY,5177339,Revenue,1MK60,Ind Day Care Ld              M,"2,538.48"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NORTH EAST AUTISTIC SOCIETY,5177360,Revenue,1MK60,Ind Day Care Ld              M,"2,538.48"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NORTH EAST AUTISTIC SOCIETY,5177566,Revenue,1MK60,Ind Day Care Ld              M,"7,384.60"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,NORTH EAST AUTISTIC SOCIETY,5164767,Revenue,1MK60,Ind Day Care Ld              M,"2,538.48"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,NORTH EAST AUTISTIC SOCIETY,5165224,Revenue,1MK60,Ind Day Care Ld              M,"2,538.48"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05 July 2011,NORTH EAST AUTISTIC SOCIETY,5157174,Revenue,1MK60,Ind Day Care Ld              M,"7,384.60"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,NORTHUMBERLAND TYNE & WEAR NHS TRUST,5158171,Revenue,1MM24,Byron House                  M,"7,193.57"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,27 July 2011,NORTHUMBERLAND TYNE & WEAR NHS TRUST,5180930,Revenue,1MM50,Ind Home - Spot Pur Mh       M,"6,695.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,NORTHUMBERLAND TYNE & WEAR NHS TRUST,5178022,Revenue,1MM92,Additional MHG               M,"1,095.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,NORTHUMBERLAND TYNE & WEAR NHS TRUST,5165566,Revenue,1MM92,Additional MHG               M,"1,095.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,PHOENIX HOUSE,5162141,Revenue,1MP27,DAT Residential Rehab        M,"1,437.71"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,PHOENIX HOUSE,5162142,Revenue,1MP27,DAT Residential Rehab        M,"2,422.87"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,PHOENIX HOUSE,5162144,Revenue,1MP27,DAT Residential Rehab        M,575.71
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,POSITIVE LIFE CHOICES(F),5164633,Revenue,1MH50,Ind Home Spot Pur Pd         M,568.14
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,POSITIVE LIFE CHOICES(F),5164732,Revenue,1MH50,Ind Home Spot Pur Pd         M,"1,276.13"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,POSITIVE LIFE CHOICES(F),5164768,Revenue,1MH50,Ind Home Spot Pur Pd         M,812.18
Adult and Culture,Adult Serv Finance         ,Third Party Payments,27 July 2011,POSITIVE LIFE CHOICES(F),5181591,Revenue,1MH50,Ind Home Spot Pur Pd         M,501.30
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,REAL LIFE OPTIONS,5164611,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"3,558.24"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05 July 2011,REAL LIFE OPTIONS,5157215,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"3,558.24"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,SELF UNLIMITED,5158107,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,597.87"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,13 July 2011,SELF UNLIMITED,5164238,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,684.47"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05 July 2011,THE EDWARD LLOYD TRUST,5157173,Revenue,1MK55,Dom Care Family/Carer - Ld   M,598.78
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05 July 2011,THE EDWARD LLOYD TRUST,5157214,Revenue,1MK55,Dom Care Family/Carer - Ld   M,794.30
Adult and Culture,Adult Serv Finance         ,Third Party Payments,12 July 2011,THE PIERPOINT GROUP,5163138,Revenue,1MP27,DAT Residential Rehab        M,"1,198.20"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,THE PIERPOINT GROUP,5177553,Revenue,1MP27,DAT Residential Rehab        M,686.69
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,THE PIERPOINT GROUP,5177757,Revenue,1MP27,DAT Residential Rehab        M,"1,200.20"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,THE PIERPOINT GROUP,5178318,Revenue,1MP27,DAT Residential Rehab        M,"1,117.10"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,THE PIERPOINT GROUP,5178405,Revenue,1MP27,DAT Residential Rehab        M,"1,117.10"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,THE PIERPOINT GROUP,5161440,Revenue,1MP27,DAT Residential Rehab        M,"1,027.03"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11 July 2011,THE PIERPOINT GROUP,5161790,Revenue,1MP27,DAT Residential Rehab        M,"1,117.10"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,THE PIERPOINT GROUP,5164600,Revenue,1MP27,DAT Residential Rehab        M,"1,198.20"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,THE PIERPOINT GROUP,5164684,Revenue,1MP27,DAT Residential Rehab        M,"1,198.20"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,THE PIERPOINT GROUP,5164724,Revenue,1MP27,DAT Residential Rehab        M,"1,117.10"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,27 July 2011,THE PIERPOINT GROUP,5180941,Revenue,1MP27,DAT Residential Rehab        M,"1,119.80"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,08 July 2011,THE PIERPOINT GROUP,5160983,Revenue,1MP27,DAT Residential Rehab        M,"1,111.60"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,08 July 2011,THE PIERPOINT GROUP,5160984,Revenue,1MP27,DAT Residential Rehab        M,"1,117.10"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158113,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,520.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158259,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,728.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158261,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"1,664.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158529,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,624.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158578,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,624.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158579,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,520.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158678,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,624.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,07 July 2011,UNITED RESPONSE,5159162,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,"4,160.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,07 July 2011,UNITED RESPONSE,5159166,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,832.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,07 July 2011,UNITED RESPONSE,5159168,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,728.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,27 July 2011,UNITED RESPONSE,5181590,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,624.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,27 July 2011,UNITED RESPONSE,5181635,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,520.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,27 July 2011,UNITED RESPONSE,5181639,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,832.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,27 July 2011,UNITED RESPONSE,5181678,Revenue,1MK54,Dom Care Own Tenancy - Ld    M,728.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,29 July 2011,UNITED RESPONSE,5178211,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,033.28"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158112,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,033.28"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158550,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,033.28"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158677,Revenue,1MK55,Dom Care Family/Carer - Ld   M,624.00
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14 July 2011,UNITED RESPONSE,5164602,Revenue,1MK55,Dom Care Family/Carer - Ld   M,"2,033.28"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,25 July 2011,UNITED RESPONSE,5178011,Revenue,1MK60,Ind Day Care Ld              M,"1,320.50"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06 July 2011,UNITED RESPONSE,5158260,Revenue,1MK60,Ind Day Care Ld              M,"1,320.50"
